Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to10,Feature log2 fold change topic 2to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000173369,C1QB,1,-3.1999,14,-0.6701,44,1.64910,23,0.51427
ENSG00000004487,KDM1A,81,0.61404,56,0.11373,41,-0.4531,34,-0.7555
ENSG00000169641,LUZP1,114,0.12079,118,0.76180,70,-0.6445,24,-2.2019
ENSG00000125944,HNRNPR,223,0.78516,116,-0.7949,150,0.14138,231,0.83865
ENSG00000117318,ID3,0,-8.1151,7,-2.8325,122,3.90504,26,0.67450
ENSG00000142676,RPL11,283,-0.9348,516,-0.0385,647,0.35081,659,0.37952
ENSG00000011007,ELOA,28,0.32719,21,-0.3543,20,-0.1864,33,0.61810
ENSG00000057757,PITHD1,121,-0.5970,199,0.82674,96,-0.9407,120,-0.6079
ENSG00000011009,LYPLA2,14,-1.0779,32,1.01669,14,-1.0911,20,-0.5299
ENSG00000117308,GALE,23,0.35947,21,0.90259,3,-2.3627,6,-1.5801
ENSG00000117305,HMGCL,6,-1.2421,14,-0.0796,13,-0.1847,26,0.95035
ENSG00000189266,PNRC2,81,0.18921,62,-0.6970,116,0.77816,105,0.61250
ENSG00000188529,SRSF10,85,0.28374,66,-0.4090,89,0.34833,88,0.34376
ENSG00000001461,NIPAL3,159,0.52676,85,-1.2393,124,0.12016,324,1.75393
ENSG00000133226,SRRM1,205,0.99317,84,-1.2043,193,0.88902,183,0.80535
ENSG00000169504,CLIC4,48,-0.2382,11,-4.0825,129,1.37752,396,3.96628
ENSG00000117614,SYF2,114,0.10372,93,-0.6381,181,0.85460,142,0.46374
ENSG00000117616,RSRP1,97,0.20403,71,-0.8265,130,0.68316,153,0.94951
ENSG00000183726,TMEM50A,133,0.50191,84,-0.6898,109,0.17923,166,0.86786
ENSG00000204178,MACO1,84,0.94540,40,-0.7240,65,0.53766,50,0.11306
ENSG00000117643,MAN1C1,18,-1.4789,55,1.22764,45,-0.0751,7,-2.7233
ENSG00000162430,SELENON,28,0.18944,21,-0.7509,51,1.14385,30,0.25988
ENSG00000117640,MTFR1L,56,-0.1992,70,0.68447,43,-0.6093,32,-1.0461
ENSG00000117632,STMN1,1989,0.15866,1900,0.34683,750,-1.3350,1743,-0.0492
ENSG00000158008,EXTL1,58,0.70607,38,0.20271,31,-0.2883,11,-1.7591
ENSG00000175087,PDIK1L,17,0.23355,15,0.27722,7,-1.0037,13,-0.1487
ENSG00000142684,ZNF593,18,-1.0923,41,0.75049,28,-0.4025,27,-0.5069
ENSG00000142669,SH3BGRL3,108,-0.3209,128,-0.2161,159,0.28023,178,0.47046
ENSG00000158062,UBXN11,9,-0.7800,16,0.52983,15,0.09179,8,-0.8201
ENSG00000117682,DHDDS,24,0.02184,25,0.43755,20,-0.2720,12,-1.0165
ENSG00000198830,HMGN2,233,0.52702,121,-1.3427,314,1.02426,375,1.33204
ENSG00000117713,ARID1A,61,0.34178,41,-0.8696,109,1.29760,55,0.16599
ENSG00000204160,ZDHHC18,27,0.62045,17,-0.3007,24,0.42614,13,-0.5202
ENSG00000142751,GPN2,14,-0.4415,19,0.16255,19,0.00795,19,-0.0066
ENSG00000090273,NUDC,139,-0.4962,204,0.40288,179,-0.1075,145,-0.4353
ENSG00000253368,TRNP1,41,-0.3900,65,1.84453,10,-2.4537,2,-4.6001
ENSG00000090020,SLC9A1,11,-0.5772,21,1.70256,3,-2.4477,3,-2.2246
ENSG00000142784,WDTC1,23,0.23279,18,-0.3128,21,0.12531,25,0.38443
ENSG00000186501,TMEM222,40,-0.1581,44,0.05741,25,-0.8670,63,0.58226
ENSG00000158195,WASF2,20,-0.7869,16,-2.3450,127,2.35823,104,1.95617
ENSG00000126705,AHDC1,42,0.73353,26,-0.2221,32,0.26071,16,-0.7751
ENSG00000126709,IFI6,74,-0.7608,124,0.14857,182,0.65382,80,-0.6395
ENSG00000009780,FAM76A,28,0.77533,13,-1.0565,25,0.61620,32,0.98498
ENSG00000117758,STX12,158,0.40357,122,-0.0178,85,-0.5724,128,0.07472
ENSG00000117751,PPP1R8,27,-0.1715,27,-0.6790,50,0.79314,51,0.80662
ENSG00000117748,RPA2,44,-0.2363,53,0.30233,46,-0.1550,40,-0.3713
ENSG00000126698,DNAJC8,251,0.11527,233,-0.0074,194,-0.2839,257,0.15379
ENSG00000130770,ATP5IF1,499,-0.4477,772,1.16529,268,-1.3867,266,-1.3996
ENSG00000204138,PHACTR4,10,-0.3968,10,-1.3647,31,1.33231,35,1.55707
ENSG00000180098,TRNAU1AP,18,-0.2823,21,-0.0733,26,0.28084,24,0.13274
ENSG00000120656,TAF12,8,-1.0552,16,0.13257,11,-0.5115,25,0.73358
ENSG00000198492,YTHDF2,99,0.28878,86,0.24930,55,-0.6304,63,-0.4208
ENSG00000159023,EPB41,2,-2.5013,14,-0.0908,37,1.59221,5,-1.5042
ENSG00000116350,SRSF4,110,0.87253,52,-0.9130,95,0.62467,92,0.58491
ENSG00000116353,MECR,22,-0.4352,33,0.64775,28,-0.1017,12,-1.3543
ENSG00000060656,PTPRU,65,2.24355,13,-1.2610,18,0.00230,12,-0.5177
ENSG00000162511,LAPTM5,8,-0.8294,10,-0.9975,29,1.23176,28,1.22223
ENSG00000162512,SDC3,64,-0.3545,67,-0.8285,227,1.75071,69,-0.2460
ENSG00000134644,PUM1,176,0.54986,120,-0.1987,167,0.46587,71,-0.8598
ENSG00000060688,SNRNP40,10,-0.5284,13,-0.6381,27,0.96467,23,0.73727
ENSG00000121766,ZCCHC17,162,0.41564,130,0.21912,74,-0.8135,98,-0.3802
ENSG00000121769,FABP3,118,-0.1327,152,1.35208,39,-1.8059,21,-2.7223
ENSG00000162517,PEF1,56,-0.3580,78,0.67260,39,-0.9044,51,-0.4998
ENSG00000084636,COL16A1,15,-1.0231,24,-1.0099,50,0.83176,79,1.62990
ENSG00000121753,ADGRB2,120,-0.5350,191,0.83954,136,-0.3487,64,-1.4894
ENSG00000184007,PTP4A2,276,0.33400,148,-1.6073,293,0.43056,784,2.18111
ENSG00000121774,KHDRBS1,184,0.58616,113,-0.5999,162,0.37935,168,0.44036
ENSG00000025800,KPNA6,79,0.38631,61,-0.0406,59,-0.0672,51,-0.2885
ENSG00000084652,TXLNA,15,-0.7392,24,-0.1084,25,0.06870,37,0.66092
ENSG00000160050,CCDC28B,16,-0.3068,21,0.53258,15,-0.3716,12,-0.6949
ENSG00000084623,EIF3I,118,-0.1444,137,0.36241,92,-0.5322,110,-0.2556
ENSG00000175130,MARCKSL1,142,-0.2079,49,-3.3554,274,0.84163,1097,3.80899
ENSG00000160058,BSDC1,54,0.21418,46,-0.1605,45,-0.0846,55,0.24218
ENSG00000176261,ZBTB8OS,38,-0.5671,63,0.90240,30,-0.9221,31,-0.8582
ENSG00000162521,RBBP4,98,0.03891,91,-0.2377,114,0.28673,111,0.23914
ENSG00000162522,KIAA1522,0,-6.1982,23,2.97736,4,-2.1555,4,-2.2020
ENSG00000134684,YARS,107,-0.2704,145,0.92032,80,-0.7183,41,-1.6951
ENSG00000160097,FNDC5,4,-3.0889,40,2.32513,12,-1.4226,7,-2.2308
ENSG00000121905,HPCA,204,0.30586,187,0.74588,101,-0.7878,29,-2.6007
ENSG00000121900,TMEM54,6,-2.3645,33,0.37326,41,0.41403,30,-0.0781
ENSG00000116514,RNF19B,12,-0.7470,23,1.38029,4,-2.1432,10,-1.0533
ENSG00000004455,AK2,11,-1.5729,26,-0.9136,51,0.71631,88,1.68437
ENSG00000142920,AZIN2,24,-0.0285,25,0.30633,13,-0.8903,24,0.00766
ENSG00000160094,ZNF362,20,0.27567,18,0.30285,6,-1.4852,17,-0.0226
ENSG00000134686,PHC2,61,0.18255,46,-0.7832,69,0.36362,109,1.13368
ENSG00000163866,SMIM12,56,-0.2120,72,0.75626,35,-0.9472,36,-0.8815
ENSG00000116544,DLGAP3,16,-1.1025,36,0.65499,38,0.22301,15,-1.1960
ENSG00000163867,ZMYM6,33,0.41059,24,-0.3912,32,0.35597,28,0.15913
ENSG00000116560,SFPQ,226,0.35610,146,-0.9598,357,1.11506,270,0.64656
ENSG00000146463,ZMYM4,84,0.22629,68,-0.3368,101,0.52788,73,0.01748
ENSG00000142687,KIAA0319L,48,-0.3320,63,0.40031,60,0.01935,35,-0.7908
ENSG00000020129,NCDN,528,0.03740,593,1.08018,231,-1.2286,83,-2.7312
ENSG00000126067,PSMB2,112,0.22699,97,0.01732,66,-0.5980,111,0.20639
ENSG00000142686,C1orf216,71,-0.3048,103,1.43229,26,-1.8037,16,-2.4824
ENSG00000092847,AGO1,55,0.76021,32,-0.3658,38,0.17808,30,-0.1906
ENSG00000126070,AGO3,37,0.35624,23,-1.0393,56,1.02354,53,0.91510
ENSG00000116863,ADPRHL2,16,-0.3305,18,-0.2867,20,0.03389,32,0.79837
ENSG00000054116,TRAPPC3,25,-1.1657,61,1.06967,35,-0.6527,27,-1.0014
ENSG00000116871,MAP7D1,168,-0.1430,172,-0.3521,152,-0.2961,339,0.99597
ENSG00000054118,THRAP3,203,1.10610,87,-0.8000,114,0.15540,138,0.46711
ENSG00000196182,STK40,6,-1.4361,18,0.53189,21,0.40521,9,-0.8695
ENSG00000181817,LSM10,34,-0.4367,50,0.70938,28,-0.7477,30,-0.6421
ENSG00000116885,OSCP1,32,0.73274,21,0.25667,11,-0.8630,9,-1.1521
ENSG00000116898,MRPS15,55,-0.2179,71,0.79525,28,-1.2429,39,-0.7392
ENSG00000163873,GRIK3,98,2.30336,20,-1.2000,33,0.37379,5,-2.2647
ENSG00000163875,MEAF6,112,0.07202,118,0.62220,70,-0.6537,46,-1.2771
ENSG00000163877,SNIP1,12,-0.1309,13,0.16423,4,-1.6987,20,0.65692
ENSG00000134697,GNL2,27,0.12694,22,-0.5903,38,0.66063,35,0.56025
ENSG00000116922,C1orf109,15,0.00064,17,0.83258,5,-1.6103,8,-0.9352
ENSG00000185090,MANEAL,37,0.52153,29,0.70591,7,-1.9370,10,-1.5041
ENSG00000196449,YRDC,10,-0.7113,17,0.35180,15,-0.1373,15,-0.1005
ENSG00000197982,C1orf122,98,-1.0378,168,-0.6813,253,0.42161,460,1.43581
ENSG00000183431,SF3A3,67,0.57856,46,-0.1234,36,-0.4048,46,-0.0140
ENSG00000183520,UTP11,51,-0.0893,54,0.00200,55,0.04514,55,0.03607
ENSG00000116954,RRAGC,62,0.61150,41,-0.2442,41,-0.0350,40,-0.0715
ENSG00000174574,AKIRIN1,60,-0.4820,87,0.37736,53,-0.6667,88,0.10271
ENSG00000168653,NDUFS5,555,-0.8677,1138,1.21918,461,-1.1465,448,-1.1889
ENSG00000127603,MACF1,229,0.14494,155,-1.2486,577,1.71874,301,0.58960
ENSG00000090621,PABPC4,59,0.32090,44,-0.4819,42,-0.2059,83,0.87168
ENSG00000116983,HPCAL4,299,0.56221,219,0.23716,194,-0.1289,64,-1.8048
ENSG00000084072,PPIE,30,-0.4429,43,0.43828,27,-0.6045,38,-0.0970
ENSG00000131236,CAP1,209,0.30758,158,-0.4476,224,0.41700,214,0.33937
ENSG00000131238,PPT1,155,0.00322,165,0.38081,132,-0.2489,92,-0.8113
ENSG00000117000,RLF,26,0.42317,19,-0.4045,26,0.42076,22,0.10380
ENSG00000259943,AL050341.2,28,1.14537,12,-0.8119,19,0.48818,15,0.09738
ENSG00000084073,ZMPSTE24,39,-0.2567,46,-0.0690,56,0.29200,49,0.08986
ENSG00000049089,COL9A2,2,-2.5917,3,-3.7368,28,1.20226,104,4.21777
ENSG00000084070,SMAP2,142,0.18743,140,0.69867,62,-1.0769,53,-1.3145
ENSG00000117016,RIMS3,37,-2.2216,208,2.97711,21,-3.0329,20,-3.0972
ENSG00000066136,NFYC,26,-0.3712,35,0.43123,33,-0.0186,20,-0.7827
ENSG00000171793,CTPS1,9,-1.0048,21,1.46187,3,-2.5985,10,-0.7940
ENSG00000127124,HIVEP3,32,0.54695,22,-0.1957,33,0.62705,9,-1.2865
ENSG00000198815,FOXJ3,57,0.06209,60,0.62151,28,-1.0040,32,-0.8492
ENSG00000177181,RIMKLA,26,-0.9534,61,1.84100,18,-1.5076,5,-3.2752
ENSG00000127125,PPCS,43,-0.5171,62,0.20994,65,0.13124,53,-0.1978
ENSG00000186409,CCDC30,54,0.69283,33,-0.2280,36,0.03881,28,-0.3344
ENSG00000171960,PPIH,20,0.23769,18,0.34274,12,-0.5370,10,-0.7182
ENSG00000065978,YBX1,122,-0.1892,94,-1.5031,350,1.55727,333,1.46762
ENSG00000164008,C1orf50,14,-0.6640,20,-0.2377,38,0.93631,20,-0.0699
ENSG00000177868,SVBP,39,-0.3974,51,0.02906,60,0.26405,51,-0.0014
ENSG00000117394,SLC2A1,31,-0.5787,35,-1.0982,143,1.96120,53,0.25129
ENSG00000117395,EBNA1BP2,123,-0.0754,141,0.55778,88,-0.6007,75,-0.8298
ENSG00000179178,TMEM125,18,-0.2342,2,-5.0633,26,0.39636,185,4.96138
ENSG00000066322,ELOVL1,30,-0.5978,10,-3.8747,60,0.48837,352,4.41922
ENSG00000159479,MED8,13,-0.8888,27,0.80584,13,-0.9095,19,-0.3360
ENSG00000178922,HYI,14,0.15356,10,-1.2541,24,0.94547,32,1.47832
ENSG00000142949,PTPRF,20,-2.2138,99,0.65630,75,-0.2894,93,0.05190
ENSG00000066135,KDM4A,21,-0.0319,21,0.08982,26,0.36310,13,-0.7240
ENSG00000126091,ST3GAL3,25,-0.1919,33,0.91329,16,-0.8434,9,-1.6349
ENSG00000117408,IPO13,74,0.07491,46,-1.6232,105,0.64810,249,2.19933
ENSG00000132768,DPH2,14,-0.0719,15,0.13567,16,0.07126,12,-0.3634
ENSG00000117410,ATP6V0B,497,0.23462,452,0.34162,258,-0.7828,316,-0.4734
ENSG00000117411,B4GALT2,24,-0.9846,48,0.23486,50,0.11009,49,0.07619
ENSG00000159214,CCDC24,11,-0.5823,18,0.56422,21,0.38116,4,-2.0932
ENSG00000178028,DMAP1,72,0.49852,53,0.01494,44,-0.2897,41,-0.3863
ENSG00000117419,ERI3,117,-0.0283,125,0.26913,107,-0.1754,86,-0.5017
ENSG00000187147,RNF220,115,0.01390,113,-0.0406,85,-0.4625,150,0.43372
ENSG00000142937,RPS8,759,-0.6645,1100,-0.3112,1526,0.42871,1811,0.70815
ENSG00000070785,EIF2B3,47,0.58536,32,-0.0566,27,-0.2975,26,-0.3051
ENSG00000126088,UROD,91,0.11195,87,0.17802,73,-0.2388,68,-0.3495
ENSG00000132763,MMACHC,5,-1.4468,11,-0.5346,24,0.96374,22,0.87331
ENSG00000117450,PRDX1,185,-0.5470,240,-0.4669,381,0.59310,430,0.79488
ENSG00000117448,AKR1A1,56,-0.0212,56,-0.1118,64,0.17622,61,0.11182
ENSG00000132780,NASP,112,1.03589,44,-1.2692,67,0.19027,139,1.40854
ENSG00000159592,GPBP1L1,39,0.13712,33,-0.4555,35,-0.0428,61,0.86105
ENSG00000159596,TMEM69,21,0.21916,20,0.41236,8,-1.2516,15,-0.3212
ENSG00000086015,MAST2,20,-0.5250,29,0.30916,34,0.32506,16,-0.7782
ENSG00000117461,PIK3R3,30,0.09005,27,-0.2144,56,1.11623,8,-1.7663
ENSG00000085998,POMGNT1,35,-0.5375,49,-0.1012,55,0.17482,66,0.46327
ENSG00000132128,LRRC41,26,-0.5006,39,0.56956,23,-0.6719,30,-0.2933
ENSG00000173660,UQCRH,334,-1.2015,888,1.74381,274,-1.4947,186,-2.0665
ENSG00000117480,FAAH,30,0.08154,26,-0.5203,13,-1.2014,69,1.43842
ENSG00000079277,MKNK1,27,0.19729,25,0.33860,26,0.12237,7,-1.8757
ENSG00000123472,ATPAF1,102,-0.2837,132,0.44679,119,-0.0553,68,-0.8963
ENSG00000159658,EFCAB14,65,-0.0986,46,-1.5565,174,1.54209,173,1.52612
ENSG00000186377,CYP4X1,46,1.03990,26,0.56775,6,-2.1078,1,-4.0486
ENSG00000162368,CMPK1,89,-0.4313,126,0.41331,87,-0.4715,107,-0.1546
ENSG00000186094,AGBL4,23,0.85666,14,0.40853,5,-1.2508,3,-1.9766
