Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to10,Feature log2 fold change topic 5to10
ENSG00000130764,LRRC47,49,-0.5407,48,-0.5594,79,0.69498
ENSG00000116198,CEP104,88,1.58663,40,-0.0482,25,-1.3130
ENSG00000196581,AJAP1,18,-1.2392,34,-0.1649,45,0.79126
ENSG00000069424,KCNAB2,31,-2.7258,201,0.28631,209,0.84953
ENSG00000116254,CHD5,47,-2.6122,350,0.71789,268,0.43242
ENSG00000116251,RPL22,681,0.61907,696,0.66285,359,-0.9387
ENSG00000116237,ICMT,20,-1.0937,33,-0.2856,47,0.81326
ENSG00000097021,ACOT7,36,-2.5749,78,-1.3719,260,2.17872
ENSG00000215788,TNFRSF25,2,-2.9430,9,-1.1273,26,2.10503
ENSG00000171680,PLEKHG5,3,-2.6841,18,-0.1979,27,1.27152
ENSG00000162408,NOL9,28,0.19453,21,-0.2892,25,0.04650
ENSG00000162413,KLHL21,34,0.12872,25,-0.4410,34,0.18181
ENSG00000116273,PHF13,6,-1.3012,7,-1.0124,17,1.39387
ENSG00000041988,THAP3,17,0.00291,12,-0.5673,19,0.34196
ENSG00000007923,DNAJC11,23,-0.5966,33,-0.0041,36,0.36290
ENSG00000171735,CAMTA1,207,-1.0621,427,0.17459,435,0.45639
ENSG00000049245,VAMP3,128,2.68495,28,-0.6423,17,-2.2052
ENSG00000049246,PER3,85,1.05936,53,0.13429,36,-0.9203
ENSG00000116288,PARK7,199,-0.6382,294,0.04401,314,0.35065
ENSG00000116285,ERRFI1,17,-0.7539,22,-0.3725,32,0.70010
ENSG00000162426,SLC45A1,7,-2.2480,12,-1.4271,42,2.09409
ENSG00000142599,RERE,157,0.13486,189,0.48924,127,-0.4414
ENSG00000074800,ENO1,303,-0.9371,560,0.11421,588,0.44683
ENSG00000171612,SLC25A33,19,-1.0065,52,0.73274,35,-0.0250
ENSG00000171603,CLSTN1,223,-1.8138,406,-0.8603,910,1.53125
ENSG00000178585,CTNNBIP1,29,-0.0229,34,0.22171,29,-0.1381
ENSG00000162441,LZIC,119,1.21832,81,0.41586,41,-1.2782
ENSG00000130939,UBE4B,59,0.28502,23,-1.3135,57,0.47029
ENSG00000054523,KIF1B,568,0.53642,411,-0.0669,385,-0.3465
ENSG00000284642,AL139424.2,8,-0.7308,6,-1.2929,17,1.21175
ENSG00000142657,PGD,65,-0.2058,37,-1.1477,87,0.78094
ENSG00000241563,CORT,9,-2.1678,31,-0.3281,49,1.25131
ENSG00000160049,DFFA,118,1.29142,59,-0.1001,44,-0.9842
ENSG00000142655,PEX14,12,-1.0166,11,-1.1531,30,1.31757
ENSG00000120948,TARDBP,99,0.30371,76,-0.1802,82,-0.0989
ENSG00000271895,AL109811.2,21,0.28151,5,-1.9687,21,0.68525
ENSG00000116649,SRM,38,-0.8754,54,-0.2639,74,0.69107
ENSG00000171824,EXOSC10,38,-0.0569,24,-0.8488,45,0.53143
ENSG00000198793,MTOR,32,-0.5348,33,-0.4973,51,0.65381
ENSG00000116661,FBXO2,97,-1.1269,320,1.02841,177,-0.2396
ENSG00000132879,FBXO44,18,-2.4363,60,-0.5332,111,1.49340
ENSG00000116670,MAD2L2,25,1.05648,14,-0.1040,11,-0.7629
ENSG00000177000,MTHFR,17,-0.3541,32,0.73062,19,-0.3350
ENSG00000011021,CLCN6,56,-0.4173,67,-0.1157,78,0.33897
ENSG00000116685,KIAA2013,51,0.51257,28,-0.5294,38,-0.0629
ENSG00000083444,PLOD1,33,0.89563,13,-0.7703,19,-0.2679
ENSG00000116688,MFN2,68,-0.9051,101,-0.2245,136,0.67867
ENSG00000116691,MIIP,22,0.96412,12,-0.1871,11,-0.6304
ENSG00000048707,VPS13D,56,-0.5150,59,-0.4427,88,0.60838
ENSG00000162496,DHRS3,31,0.46058,32,0.48130,20,-0.6696
ENSG00000116731,PRDM2,142,-0.7983,264,0.28117,242,0.25331
ENSG00000189337,KAZN,81,0.37395,65,-0.0317,62,-0.2440
ENSG00000142634,EFHD2,48,-1.1978,68,-0.6339,126,1.10170
ENSG00000116138,DNAJC16,27,-0.6371,28,-0.5799,47,0.76498
ENSG00000197312,DDI2,36,-0.3289,29,-0.6760,50,0.62862
ENSG00000116786,PLEKHM2,70,-0.9887,248,1.38917,103,-0.6287
ENSG00000065526,SPEN,300,0.88143,223,0.28836,143,-0.8699
ENSG00000116809,ZBTB17,26,0.16649,23,-0.0318,23,-0.0931
ENSG00000037637,FBXO42,19,-0.3589,14,-0.8969,28,0.76693
ENSG00000055070,SZRD1,46,0.77636,40,0.50723,22,-0.9445
ENSG00000157191,NECAP2,24,1.04542,14,-0.0228,11,-0.8037
ENSG00000159363,ATP13A2,28,-2.1699,71,-0.7413,149,1.57620
ENSG00000117118,SDHB,50,-0.3069,49,-0.3571,67,0.42752
ENSG00000117115,PADI2,302,3.46532,67,-0.3610,14,-3.7084
ENSG00000179051,RCC2,21,-0.4069,20,-0.5234,31,0.59101
ENSG00000074964,ARHGEF10L,6,-1.3526,19,0.56793,15,0.24788
ENSG00000117154,IGSF21,18,-2.1223,47,-0.6067,90,1.45764
ENSG00000159423,ALDH4A1,20,-0.3673,41,1.01722,20,-0.5753
ENSG00000127481,UBR4,47,0.23785,33,-0.3793,42,0.06708
ENSG00000127463,EMC1,24,-0.5322,17,-1.0217,40,0.94645
ENSG00000053372,MRTO4,21,-0.9169,34,-0.0908,41,0.58942
ENSG00000053371,AKR7A2,45,0.57435,40,0.35600,27,-0.6639
ENSG00000077549,CAPZB,144,-0.4796,160,-0.2972,214,0.49530
ENSG00000173436,MICOS10,192,-0.7091,389,0.55525,289,-0.0077
ENSG00000158747,NBL1,48,-1.7403,138,-0.0158,169,0.86562
ENSG00000169914,OTUD3,13,-0.8165,16,-0.4035,25,0.75438
ENSG00000162545,CAMK2N1,649,-1.0444,2578,1.58922,926,-0.8011
ENSG00000090432,MUL1,21,0.22913,10,-0.9365,20,0.35813
ENSG00000183114,FAM43B,8,-1.3827,11,-0.9306,26,1.38431
ENSG00000158828,PINK1,190,-1.3160,400,-0.0768,499,0.75725
ENSG00000244038,DDOST,13,-1.0760,14,-0.9997,33,1.26522
ENSG00000117245,KIF17,5,-2.5541,18,-0.6761,38,1.64094
ENSG00000189410,SH2D5,5,-2.6430,27,-0.0985,38,1.17648
ENSG00000127483,HP1BP3,409,0.58611,359,0.33390,243,-0.6570
ENSG00000075151,EIF4G3,203,-0.6336,214,-0.5465,349,0.74256
ENSG00000117298,ECE1,34,0.82440,30,0.60829,15,-1.0672
ENSG00000076864,RAP1GAP,46,-1.6186,78,-0.7712,163,1.38773
ENSG00000090686,USP48,168,1.09120,64,-0.7098,84,-0.4701
ENSG00000070831,CDC42,193,0.18521,99,-0.9602,194,0.40296
ENSG00000133216,EPHB2,19,0.45995,11,-0.4041,14,-0.0883
ENSG00000004487,KDM1A,37,-1.2322,44,-0.9478,102,1.31863
ENSG00000169641,LUZP1,47,-2.2258,176,-0.1150,238,1.09161
ENSG00000125944,HNRNPR,189,0.45514,148,-0.0043,134,-0.3232
ENSG00000088280,ASAP3,10,-0.3052,23,1.21668,9,-0.7918
ENSG00000142676,RPL11,586,0.78054,551,0.65712,271,-1.0695
ENSG00000011007,ELOA,41,0.21171,38,0.10669,34,-0.2171
ENSG00000057757,PITHD1,102,-0.5938,89,-0.8207,176,0.87873
ENSG00000011009,LYPLA2,10,-1.2729,23,0.11462,25,0.59121
ENSG00000117308,GALE,8,-0.8677,10,-0.6452,18,0.93675
ENSG00000117305,HMGCL,22,0.69523,12,-0.4392,14,-0.2594
ENSG00000189266,PNRC2,51,-0.1804,63,0.18521,56,-0.0124
ENSG00000188529,SRSF10,93,0.48250,58,-0.3795,70,-0.1196
ENSG00000001460,STPG1,9,-0.7449,8,-0.9422,18,1.03924
ENSG00000001461,NIPAL3,274,1.23931,85,-0.9469,126,-0.5038
ENSG00000133226,SRRM1,416,1.10954,250,0.09469,173,-0.9394
ENSG00000169504,CLIC4,234,4.13357,22,-1.5475,10,-3.6488
ENSG00000117614,SYF2,149,0.13008,198,0.67085,116,-0.5821
ENSG00000117616,RSRP1,160,0.86096,30,-1.9909,107,0.17394
ENSG00000183726,TMEM50A,100,0.68232,54,-0.4483,65,-0.2438
ENSG00000204178,MACO1,83,0.23025,57,-0.4284,75,0.10037
ENSG00000117643,MAN1C1,12,-1.7754,27,-0.4919,47,1.24954
ENSG00000162430,SELENON,27,-0.0345,39,0.66096,24,-0.4665
ENSG00000117640,MTFR1L,41,-0.6806,46,-0.4808,72,0.72895
ENSG00000117632,STMN1,824,-0.5385,658,-0.9115,1376,0.89306
ENSG00000158008,EXTL1,8,-2.5568,50,0.33453,50,0.77447
ENSG00000175087,PDIK1L,12,-0.5855,12,-0.6323,20,0.76554
ENSG00000142684,ZNF593,19,-0.8383,38,0.34852,33,0.21935
ENSG00000142669,SH3BGRL3,165,-0.0847,167,-0.0609,178,0.09626
ENSG00000158062,UBXN11,10,-1.2542,28,0.36129,25,0.38522
ENSG00000117682,DHDDS,8,-1.4985,14,-0.6161,26,1.22827
ENSG00000198830,HMGN2,279,0.89349,232,0.52029,123,-1.0569
ENSG00000117713,ARID1A,119,0.65561,87,0.05342,72,-0.5188
ENSG00000204160,ZDHHC18,10,-1.4717,17,-0.5915,32,1.19943
ENSG00000142751,GPN2,18,-0.1031,21,0.21330,18,-0.0808
ENSG00000090273,NUDC,160,-0.5096,249,0.27104,222,0.11444
ENSG00000253368,TRNP1,10,-2.3772,51,0.22787,55,0.83259
ENSG00000090020,SLC9A1,3,-3.0681,14,-0.6942,30,1.77775
ENSG00000142784,WDTC1,20,-0.6090,37,0.42005,29,0.05141
ENSG00000186501,TMEM222,48,0.11492,33,-0.5300,48,0.24116
ENSG00000158195,WASF2,240,2.59794,86,0.15170,24,-2.7678
ENSG00000126705,AHDC1,46,-0.4920,49,-0.3594,69,0.54243
ENSG00000126709,IFI6,82,-0.4104,74,-0.5800,121,0.62650
ENSG00000009780,FAM76A,46,1.27307,19,-0.4380,19,-0.7723
ENSG00000117758,STX12,106,0.13839,74,-0.4817,103,0.19751
ENSG00000117751,PPP1R8,38,0.63727,22,-0.3782,25,-0.2445
ENSG00000117748,RPA2,37,-0.1994,37,-0.2086,44,0.26607
ENSG00000158161,EYA3,13,-0.1050,14,0.01260,14,0.06034
ENSG00000126698,DNAJC8,273,0.21785,273,0.21584,222,-0.2970
ENSG00000130770,ATP5IF1,163,-1.5324,378,-0.1476,505,0.89664
ENSG00000204138,PHACTR4,81,1.67289,49,0.56683,17,-1.9034
ENSG00000180098,TRNAU1AP,28,0.57158,15,-0.6058,20,-0.0717
ENSG00000120656,TAF12,17,-0.0159,17,0.05062,17,-0.0234
ENSG00000162419,GMEB1,16,0.25317,15,0.19500,12,-0.3074
ENSG00000198492,YTHDF2,69,-0.4759,62,-0.6368,107,0.70074
ENSG00000116329,OPRD1,1,-3.9256,12,-0.1444,17,1.40919
ENSG00000159023,EPB41,7,-1.7514,18,-0.2509,26,1.05646
ENSG00000116350,SRSF4,137,0.43253,121,0.19802,95,-0.4414
ENSG00000116353,MECR,13,-1.3758,30,-0.0053,36,0.72601
ENSG00000060656,PTPRU,11,-0.4826,16,0.07451,16,0.24416
ENSG00000162512,SDC3,105,0.07962,143,0.65793,85,-0.5379
ENSG00000134644,PUM1,160,-0.0331,155,-0.0958,167,0.08512
ENSG00000060688,SNRNP40,27,0.42625,11,-1.0274,23,0.24069
ENSG00000121766,ZCCHC17,118,-0.2499,119,-0.2347,148,0.31483
ENSG00000121769,FABP3,21,-2.2429,40,-1.2465,120,1.96930
ENSG00000162517,PEF1,57,-0.5809,58,-0.5428,94,0.70913
ENSG00000084636,COL16A1,59,0.60228,33,-0.4409,40,-0.1820
ENSG00000121753,ADGRB2,55,-1.9312,165,-0.1675,229,1.04982
ENSG00000184007,PTP4A2,917,2.21741,256,-0.4980,177,-1.7258
ENSG00000121774,KHDRBS1,171,0.46706,119,-0.1999,125,-0.2110
ENSG00000121775,TMEM39B,9,-0.6312,8,-0.8557,16,0.92143
ENSG00000025800,KPNA6,95,-0.1092,93,-0.1473,106,0.16855
ENSG00000084652,TXLNA,29,0.06384,28,0.03405,27,-0.0657
ENSG00000160050,CCDC28B,11,-0.6495,24,0.65423,16,-0.1182
ENSG00000084623,EIF3I,90,-0.2323,74,-0.5498,116,0.49371
ENSG00000116478,HDAC1,41,2.02622,19,0.34845,6,-2.1392
ENSG00000175130,MARCKSL1,1169,2.85712,269,-0.5169,125,-2.5229
ENSG00000160058,BSDC1,73,0.28074,52,-0.3190,63,0.00063
ENSG00000160062,ZBTB8A,17,0.12632,22,0.67431,13,-0.5824
ENSG00000176261,ZBTB8OS,28,-0.2969,36,0.09522,35,0.12219
ENSG00000162521,RBBP4,137,0.16176,128,0.04179,121,-0.1383
ENSG00000162522,KIAA1522,6,-1.3521,22,0.97773,13,-0.1140
ENSG00000134684,YARS,43,-1.4902,71,-0.6916,140,1.27690
ENSG00000160097,FNDC5,8,-2.1763,31,0.06010,38,0.93036
ENSG00000121905,HPCA,17,-3.3697,123,-0.3021,197,1.48647
ENSG00000121900,TMEM54,36,-0.1138,57,0.76315,33,-0.5017
ENSG00000116514,RNF19B,7,-1.1038,11,-0.3244,17,0.84539
ENSG00000004455,AK2,69,1.27207,21,-0.9283,31,-0.5421
ENSG00000142920,AZIN2,20,-0.0795,8,-1.5067,25,0.83402
ENSG00000160094,ZNF362,21,-0.1557,32,0.63240,20,-0.3686
ENSG00000134686,PHC2,86,0.90997,27,-1.1655,52,-0.1186
ENSG00000163866,SMIM12,30,-0.6209,29,-0.6640,52,0.80561
ENSG00000116544,DLGAP3,6,-2.9349,95,1.72783,36,-0.4962
ENSG00000163867,ZMYM6,28,0.31212,17,-0.5381,24,0.09841
ENSG00000116560,SFPQ,411,0.76359,214,-0.4397,251,-0.3163
ENSG00000146463,ZMYM4,57,-0.2201,78,0.35982,62,-0.1168
ENSG00000142687,KIAA0319L,48,-0.5637,81,0.37003,67,0.06728
ENSG00000020129,NCDN,78,-2.6728,195,-1.2755,605,2.14065
ENSG00000126067,PSMB2,87,-0.0386,56,-0.7733,100,0.48034
ENSG00000142686,C1orf216,23,-2.0905,48,-0.9242,115,1.68376
ENSG00000134698,AGO4,19,0.26025,15,-0.0924,16,-0.1214
ENSG00000092847,AGO1,42,-0.0063,45,0.14466,41,-0.0945
ENSG00000126070,AGO3,141,1.69672,40,-0.7513,44,-1.0325
ENSG00000116863,ADPRHL2,24,0.32233,11,-0.9730,22,0.30106
ENSG00000054116,TRAPPC3,20,-1.1003,22,-1.0021,52,1.28005
ENSG00000116871,MAP7D1,252,0.54187,149,-0.4140,181,-0.1478
ENSG00000054118,THRAP3,233,0.29498,210,0.10223,183,-0.2738
ENSG00000196182,STK40,13,-0.6909,23,0.32579,20,0.16629
ENSG00000181817,LSM10,22,-0.5249,25,-0.3226,34,0.53829
ENSG00000116885,OSCP1,6,-1.7627,7,-1.4444,26,1.88665
ENSG00000116898,MRPS15,32,-0.8587,34,-0.7350,66,0.98662
ENSG00000163873,GRIK3,8,-1.0622,9,-0.8726,21,1.18239
ENSG00000163875,MEAF6,61,-1.0256,91,-0.3468,135,0.82342
ENSG00000163877,SNIP1,15,-0.0273,12,-0.4969,17,0.32415
ENSG00000134697,GNL2,34,0.12207,21,-0.7207,35,0.33612
ENSG00000116922,C1orf109,6,-1.3416,12,-0.3001,18,0.93489
ENSG00000185090,MANEAL,9,-1.4394,11,-1.1464,30,1.54596
ENSG00000197982,C1orf122,241,0.88817,180,0.31192,113,-0.8929
ENSG00000188786,MTF1,35,1.32764,18,0.03025,12,-1.1036
ENSG00000183431,SF3A3,45,-0.2528,49,-0.1027,55,0.23090
ENSG00000183520,UTP11,27,-0.6126,48,0.38130,40,0.08366
ENSG00000185668,POU3F1,0,-5.3292,16,0.13866,19,1.22422
ENSG00000116954,RRAGC,54,0.35440,34,-0.5027,46,0.04718
ENSG00000174574,AKIRIN1,83,0.24443,49,-0.6923,78,0.22966
ENSG00000168653,NDUFS5,306,-1.1620,655,0.13092,696,0.53307
ENSG00000127603,MACF1,653,1.03217,444,0.25492,278,-0.9803
ENSG00000090621,PABPC4,98,0.70826,102,0.78656,46,-1.1178
ENSG00000116983,HPCAL4,74,-1.8502,338,0.73669,245,0.25188
ENSG00000084072,PPIE,31,-0.3237,29,-0.4028,42,0.46606
ENSG00000131236,CAP1,167,0.07824,116,-0.5632,172,0.28581
ENSG00000131238,PPT1,92,-0.7468,113,-0.4057,169,0.71795
ENSG00000117000,RLF,44,0.56974,24,-0.4877,31,-0.1308
ENSG00000084073,ZMPSTE24,40,0.14506,25,-0.6667,40,0.29146
ENSG00000049089,COL9A2,91,3.53945,12,-1.1350,6,-3.0453
ENSG00000084070,SMAP2,56,-1.4952,118,-0.2859,174,0.98758
ENSG00000117016,RIMS3,15,-3.5258,201,0.58041,174,0.68343
ENSG00000066136,NFYC,25,-0.5772,20,-0.9454,43,0.93594
ENSG00000179862,CITED4,11,-0.3136,10,-0.4273,15,0.47453
ENSG00000127124,HIVEP3,16,-0.7153,30,0.38422,25,0.13256
ENSG00000198815,FOXJ3,33,-0.5372,30,-0.6924,54,0.77099
ENSG00000177181,RIMKLA,3,-4.1568,42,-0.3037,68,1.58081
ENSG00000127125,PPCS,39,-0.4541,68,0.55741,49,-0.1387
ENSG00000186409,CCDC30,31,-0.8207,75,0.79309,47,-0.1561
ENSG00000065978,YBX1,231,1.39659,184,0.88350,55,-1.8947
ENSG00000164008,C1orf50,18,-0.0764,19,0.00556,20,0.04662
ENSG00000177868,SVBP,33,-0.2740,45,0.30481,38,-0.0436
ENSG00000117394,SLC2A1,58,0.91219,45,0.41487,26,-0.9911
ENSG00000117395,EBNA1BP2,52,-0.7124,55,-0.6165,95,0.83119
ENSG00000179178,TMEM125,135,5.76363,3,-3.5629,2,-4.8991
ENSG00000066322,ELOVL1,191,3.97544,12,-2.2187,12,-3.0675
ENSG00000159479,MED8,25,0.04159,14,-0.9126,28,0.49000
ENSG00000198198,SZT2,31,1.28217,10,-0.8581,13,-0.5810
ENSG00000178922,HYI,26,0.91817,18,0.19054,12,-0.8326
ENSG00000142949,PTPRF,116,0.27385,95,-0.0903,97,-0.1327
ENSG00000066135,KDM4A,9,-1.0096,15,-0.1427,19,0.67131
ENSG00000126091,ST3GAL3,21,-0.8112,35,0.05005,38,0.43470
ENSG00000117408,IPO13,163,1.90304,41,-0.8348,44,-1.2068
ENSG00000117410,ATP6V0B,211,-0.8081,150,-1.3531,442,1.29130
ENSG00000117411,B4GALT2,44,-0.5730,106,1.09021,51,-0.5344
ENSG00000159214,CCDC24,1,-3.4373,16,0.17942,19,1.05281
ENSG00000178028,DMAP1,50,-0.4704,36,-1.0411,82,0.91521
ENSG00000117419,ERI3,72,-0.7273,111,0.02453,122,0.41116
ENSG00000187147,RNF220,168,0.54380,97,-0.4457,121,-0.1322
ENSG00000142937,RPS8,1408,0.85698,1286,0.67173,607,-1.1489
ENSG00000070785,EIF2B3,32,0.14236,20,-0.6937,32,0.30731
ENSG00000126107,HECTD3,18,0.34336,9,-0.9208,16,0.26111
ENSG00000126088,UROD,43,-0.9519,49,-0.7338,95,1.03779
ENSG00000117450,PRDX1,299,0.05587,348,0.33402,268,-0.2714
ENSG00000117448,AKR1A1,44,-0.0227,40,-0.2126,47,0.15232
ENSG00000132780,NASP,217,1.68739,77,-0.4077,64,-1.1976
ENSG00000159592,GPBP1L1,50,0.40504,35,-0.2162,38,-0.1535
ENSG00000159596,TMEM69,14,-0.0685,12,-0.3663,16,0.27692
ENSG00000086015,MAST2,22,-0.2633,24,-0.1401,28,0.26209
ENSG00000117461,PIK3R3,13,-1.0260,38,0.78791,24,-0.0649
ENSG00000085998,POMGNT1,67,0.25051,35,-0.8454,63,0.29942
ENSG00000132128,LRRC41,34,-0.2225,30,-0.4291,43,0.41686
ENSG00000173660,UQCRH,140,-1.6079,381,0.04784,444,0.76932
ENSG00000117481,NSUN4,25,0.55381,11,-0.8853,19,0.07452
ENSG00000117480,FAAH,48,0.64901,15,-1.3583,36,0.17996
ENSG00000079277,MKNK1,13,-0.8400,22,0.05192,23,0.44740
ENSG00000123472,ATPAF1,83,-0.8710,161,0.28517,149,0.28434
ENSG00000159658,EFCAB14,166,1.20848,121,0.54617,55,-1.3751
ENSG00000186377,CYP4X1,2,-3.0219,4,-2.3541,28,3.00914
ENSG00000162368,CMPK1,95,-0.4289,103,-0.2942,137,0.46315
ENSG00000132122,SPATA6,56,2.22029,18,-0.2329,10,-1.9013
ENSG00000162373,BEND5,8,-2.3881,35,-0.0310,45,1.06095
ENSG00000162374,ELAVL4,30,-3.1063,145,-0.7137,307,1.80222
ENSG00000185104,FAF1,54,0.19519,28,-0.9183,53,0.37614
ENSG00000123091,RNF11,176,-1.2006,378,0.08958,415,0.58139
ENSG00000085832,EPS15,202,-0.0424,169,-0.3525,221,0.25089
ENSG00000117859,OSBPL9,59,1.45486,16,-0.9567,23,-0.7047
ENSG00000078618,NRDC,132,-0.2059,85,-0.9449,175,0.68540
ENSG00000169213,RAB3B,75,0.15469,48,-0.6000,73,0.24958
ENSG00000117862,TXNDC12,27,-0.2538,29,-0.1601,34,0.26930
ENSG00000134717,BTF3L4,62,0.14918,42,-0.5345,61,0.21858
ENSG00000157077,ZFYVE9,22,-1.1695,36,-0.3536,54,0.89670
ENSG00000134748,PRPF38A,80,0.67763,92,0.95972,36,-1.2473
ENSG00000134744,TUT4,189,1.38644,93,-0.0429,65,-1.1132
ENSG00000162377,COA7,19,-0.5647,22,-0.2975,30,0.54508
ENSG00000162378,ZYG11B,71,-1.2447,127,-0.2779,182,0.87666
ENSG00000121310,ECHDC2,26,0.67410,21,0.27081,15,-0.6824
ENSG00000116171,SCP2,88,-0.1015,108,0.27436,90,-0.1260
ENSG00000162384,CZIB,47,-0.0169,43,-0.1862,49,0.13187
ENSG00000162385,MAGOH,18,-0.4727,15,-0.7598,28,0.76837
ENSG00000157193,LRP8,25,-0.7612,37,-0.1171,45,0.53005
ENSG00000058799,YIPF1,18,-0.2314,8,-1.4269,25,0.91933
ENSG00000081870,HSPB11,31,0.45117,19,-0.3967,24,-0.0855
ENSG00000116209,TMEM59,223,0.54092,118,-0.6069,165,-0.0462
ENSG00000116221,MRPL37,33,-0.9002,39,-0.6330,70,0.94702
ENSG00000157216,SSBP3,113,-1.3555,282,0.18866,292,0.56432
ENSG00000243725,TTC4,20,-0.3988,18,-0.6417,30,0.65464
ENSG00000116133,DHCR24,234,0.48463,60,-1.7894,202,0.45900
ENSG00000162402,USP24,38,0.22110,28,-0.3213,34,0.04599
ENSG00000162407,PLPP3,250,0.22264,366,0.98369,163,-0.9133
ENSG00000162409,PRKAA2,15,-2.0856,53,-0.0861,69,1.02908
ENSG00000162601,MYSM1,54,-0.3207,48,-0.5113,73,0.52905
ENSG00000177606,JUN,73,-0.0957,94,0.36549,73,-0.1971
ENSG00000134709,HOOK1,7,-3.0674,39,-0.3831,65,1.50869
ENSG00000134716,CYP2J2,44,2.12998,8,-1.2321,10,-1.2832
ENSG00000162599,NFIA,638,1.82963,368,0.57387,116,-2.1068
ENSG00000162604,TM2D1,57,0.06471,40,-0.5254,59,0.27488
ENSG00000132849,PATJ,15,0.10872,14,0.04515,14,-0.1038
ENSG00000162607,USP1,98,0.87177,72,0.26050,47,-0.8415
ENSG00000116641,DOCK7,71,0.71110,50,0.07374,40,-0.5775
ENSG00000125703,ATG4C,110,2.79148,7,-2.5333,18,-1.6407
ENSG00000079739,PGM1,24,-0.8660,48,0.29363,44,0.27542
ENSG00000158966,CACHD1,8,-1.4814,25,0.41704,22,0.42087
ENSG00000162437,RAVER2,17,0.09962,18,0.14315,16,-0.1643
ENSG00000162434,JAK1,95,-0.0880,103,0.05607,101,0.01985
ENSG00000162433,AK4,53,-0.3421,102,0.89178,55,-0.4787
ENSG00000116675,DNAJC6,284,-0.0761,186,-0.7986,338,0.52015
ENSG00000213625,LEPROT,52,0.40459,73,1.09782,28,-1.1532
ENSG00000184588,PDE4B,173,1.59775,55,-0.6422,57,-0.9845
ENSG00000118473,SGIP1,82,-0.7136,82,-0.7234,153,0.89584
ENSG00000198160,MIER1,104,0.91386,81,0.40569,46,-0.9856
ENSG00000142864,SERBP1,286,0.20656,327,0.45631,222,-0.4654
ENSG00000116717,GADD45A,28,-0.0568,31,0.11077,28,-0.0379
