Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000067606,PRKCZ,32,-2.6455,201,0.15754,219,0.26347,234,0.42162,148,-0.3582,196,0.09576
ENSG00000162585,FAAP20,30,0.22972,34,0.61813,42,0.82395,16,-0.7433,14,-0.9640,18,-0.6219
ENSG00000157933,SKI,32,-0.3275,45,0.30850,18,-1.2008,23,-0.9103,71,0.98639,45,0.24049
ENSG00000157916,RER1,25,-0.7252,38,-0.0954,58,0.62249,63,0.89942,36,-0.1551,19,-1.2369
ENSG00000157870,PRXL2B,10,-2.3339,53,0.13876,65,0.42518,61,0.36976,60,0.31675,40,-0.3677
ENSG00000158109,TPRG1L,16,-3.5907,187,0.11750,301,0.88393,240,0.57134,149,-0.2729,131,-0.5223
ENSG00000130764,LRRC47,22,-1.4128,49,-0.2332,96,0.89566,75,0.55240,48,-0.2349,46,-0.3194
ENSG00000116198,CEP104,113,1.86382,30,-0.5109,11,-1.8832,30,-0.4696,31,-0.3779,43,0.17308
ENSG00000196581,AJAP1,17,-1.3939,33,-0.5088,13,-1.8029,61,0.67396,32,-0.4525,72,1.02292
ENSG00000069424,KCNAB2,14,-3.6829,208,0.45564,258,0.69957,196,0.27885,158,-0.1003,119,-0.5980
ENSG00000116254,CHD5,47,-2.7808,224,-0.5437,208,-0.5511,303,0.04162,394,0.46704,516,1.09810
ENSG00000116251,RPL22,869,0.94008,572,0.31135,466,-0.0922,343,-0.6300,569,0.22890,317,-0.7627
ENSG00000116237,ICMT,6,-2.1426,20,-0.6222,38,0.52326,45,0.96642,20,-0.4683,30,0.15243
ENSG00000097021,ACOT7,21,-2.9055,138,-0.1360,289,1.12864,240,0.94352,69,-1.1701,101,-0.6477
ENSG00000215788,TNFRSF25,0,-7.5722,22,0.29468,15,-0.4433,40,1.45936,6,-1.7667,13,-0.6153
ENSG00000171680,PLEKHG5,0,-5.7460,25,-0.0896,25,-0.0685,37,0.65854,26,0.02259,30,0.26192
ENSG00000162408,NOL9,16,-0.7699,30,0.24841,22,-0.2769,21,-0.4294,19,-0.5181,39,0.70053
ENSG00000162413,KLHL21,3,-2.7459,24,0.15287,34,0.69079,23,0.02942,26,0.27258,21,-0.1173
ENSG00000007923,DNAJC11,5,-2.6903,29,-0.1913,54,0.86195,36,0.22429,22,-0.5953,40,0.39664
ENSG00000171735,CAMTA1,182,-1.1680,269,-0.7001,372,-0.0618,393,0.02488,309,-0.3583,708,1.20370
ENSG00000049246,PER3,44,0.33018,29,-0.4358,22,-0.7784,23,-0.7310,69,1.08925,46,0.44482
ENSG00000116288,PARK7,89,-1.3857,247,0.25097,431,1.13958,245,0.20416,241,0.15627,99,-1.3199
ENSG00000162426,SLC45A1,6,-1.6924,14,-0.6606,24,0.29696,45,1.73063,13,-0.6461,11,-0.9637
ENSG00000142599,RERE,295,1.10909,115,-0.5437,149,-0.0333,113,-0.5202,170,0.17359,169,0.18847
ENSG00000074800,ENO1,251,-0.4842,319,-0.1417,420,0.33573,429,0.42279,571,0.84987,181,-1.0792
ENSG00000171603,CLSTN1,162,-1.9791,457,-0.5036,663,0.18412,1054,1.14907,560,-0.0847,523,-0.2183
ENSG00000178585,CTNNBIP1,9,-1.4923,40,1.24218,11,-1.1776,29,0.35258,13,-0.8662,13,-0.9822
ENSG00000162441,LZIC,94,0.79648,55,-0.1090,44,-0.4181,39,-0.6655,103,0.96281,47,-0.3611
ENSG00000130939,UBE4B,25,-0.6877,27,-0.6927,45,0.22760,52,0.52280,35,-0.1836,50,0.47139
ENSG00000054523,KIF1B,481,0.09695,319,-0.6752,221,-1.1150,456,0.01196,697,0.70981,630,0.62511
ENSG00000142657,PGD,38,-0.1557,34,-0.4041,49,0.26641,60,0.66506,22,-0.9512,44,0.07600
ENSG00000241563,CORT,3,-3.2549,15,-1.1476,135,2.99905,20,-0.5589,4,-2.7517,28,-0.0485
ENSG00000160049,DFFA,100,0.88291,58,-0.0188,32,-0.9495,35,-0.8785,86,0.63562,62,0.10033
ENSG00000120948,TARDBP,94,0.35724,69,-0.1856,83,0.15130,86,0.24253,58,-0.4090,70,-0.1258
ENSG00000116649,SRM,15,-1.7478,56,0.30030,96,1.13761,68,0.64006,26,-0.9846,22,-1.2933
ENSG00000171824,EXOSC10,71,1.18622,23,-0.7621,31,-0.1651,32,-0.1503,45,0.42843,33,-0.0696
ENSG00000198793,MTOR,15,-1.2014,32,-0.0894,49,0.59613,44,0.48259,41,0.30415,24,-0.5781
ENSG00000116661,FBXO2,78,-0.7614,163,0.53749,164,0.41233,109,-0.2638,181,0.57482,71,-0.9894
ENSG00000132879,FBXO44,26,-1.6400,69,-0.2074,93,0.31240,119,0.85932,88,0.22047,56,-0.5368
ENSG00000011021,CLCN6,30,-1.1292,78,0.44008,49,-0.4121,71,0.21350,25,-1.4487,77,0.36135
ENSG00000116685,KIAA2013,31,0.08601,25,-0.2731,8,-1.8948,46,0.88278,42,0.57482,21,-0.5462
ENSG00000116688,MFN2,93,-0.3049,105,-0.1538,169,0.66339,149,0.52264,63,-0.8940,95,-0.2970
ENSG00000048707,VPS13D,100,0.47166,57,-0.5230,53,-0.5456,100,0.54577,58,-0.3965,83,0.18094
ENSG00000162496,DHRS3,46,0.98901,27,0.15166,39,0.67756,12,-1.2045,30,0.28447,16,-0.7575
ENSG00000116731,PRDM2,290,-0.0443,211,-0.6618,190,-0.7025,288,-0.0618,291,-0.0339,498,1.00785
ENSG00000189337,KAZN,60,0.07584,51,-0.2281,47,-0.3196,63,0.17994,63,0.15197,62,0.13126
ENSG00000142634,EFHD2,45,-0.6458,59,-0.2912,87,0.37314,113,0.96606,22,-1.7105,64,-0.1149
ENSG00000116138,DNAJC16,14,-1.3715,23,-0.7099,24,-0.5634,62,1.17833,19,-0.9103,45,0.52174
ENSG00000197312,DDI2,13,-1.5525,28,-0.4624,31,-0.2385,46,0.48653,43,0.29925,47,0.49476
ENSG00000116786,PLEKHM2,60,-1.0871,159,0.60456,150,0.35525,76,-0.8008,124,0.04337,122,0.02756
ENSG00000065526,SPEN,589,1.63120,101,-1.4848,90,-1.4378,101,-1.3714,316,0.51974,398,1.08296
ENSG00000159363,ATP13A2,10,-3.1532,105,0.56707,94,0.23032,122,0.78029,48,-0.8105,50,-0.8201
ENSG00000117118,SDHB,12,-1.6530,48,0.64362,54,0.67309,49,0.59748,23,-0.6599,13,-1.6413
ENSG00000117115,PADI2,118,2.51079,23,-0.5042,25,-0.2717,9,-1.8394,55,0.99933,7,-2.2815
ENSG00000117154,IGSF21,9,-2.4477,48,0.06666,60,0.39363,77,0.95030,63,0.47265,19,-1.4550
ENSG00000159423,ALDH4A1,30,-0.0160,34,0.23314,25,-0.3385,9,-2.0216,99,2.08552,16,-1.0644
ENSG00000127481,UBR4,101,1.24174,27,-1.0669,23,-1.1353,27,-0.9403,51,0.08905,85,1.12580
ENSG00000127463,EMC1,24,-0.3620,24,-0.4270,29,-0.0733,45,0.72989,33,0.11521,28,-0.1615
ENSG00000053372,MRTO4,29,-0.5568,36,-0.2962,70,0.85357,50,0.34615,19,-1.2145,45,0.14867
ENSG00000053371,AKR7A2,42,0.92671,18,-0.5146,44,0.98142,26,0.13826,32,0.42634,8,-1.7483
ENSG00000077549,CAPZB,74,-0.9175,109,-0.4169,181,0.48767,168,0.41500,205,0.69239,110,-0.3453
ENSG00000173436,MICOS10,189,-0.3456,276,0.34851,530,1.39194,207,-0.2240,153,-0.6742,116,-1.1796
ENSG00000158747,NBL1,43,-1.4347,103,-0.1204,114,0.06341,183,1.00653,89,-0.3182,86,-0.4185
ENSG00000162545,CAMK2N1,587,-1.8621,2453,0.46472,2779,0.55553,1330,-0.6876,3185,0.78715,1614,-0.3596
ENSG00000158828,PINK1,161,-1.3323,427,0.24079,607,0.77094,514,0.56213,198,-1.0141,267,-0.6136
ENSG00000117245,KIF17,3,-2.8677,20,-0.3358,17,-0.5404,50,1.55268,3,-2.8959,26,0.19692
ENSG00000189410,SH2D5,3,-3.5595,39,0.21203,56,0.76194,41,0.26168,22,-0.6895,36,0.04749
ENSG00000127483,HP1BP3,515,0.83257,168,-1.1425,199,-0.7028,269,-0.2579,472,0.68277,442,0.66639
ENSG00000075151,EIF4G3,271,-0.0452,177,-0.8621,231,-0.2954,292,0.08795,329,0.27110,419,0.78327
ENSG00000076864,RAP1GAP,11,-3.1248,73,-0.3734,89,0.01016,213,1.88757,28,-1.7741,56,-0.7915
ENSG00000090686,USP48,113,0.42544,50,-1.0364,54,-0.7559,86,-0.0313,148,0.87120,118,0.56603
ENSG00000070831,CDC42,71,-0.8695,98,-0.4657,131,0.08144,217,1.09391,135,0.13314,90,-0.5706
ENSG00000004487,KDM1A,27,-1.2497,45,-0.5992,67,0.14622,78,0.44790,79,0.41284,74,0.35426
ENSG00000169641,LUZP1,91,-0.9977,130,-0.5602,122,-0.5500,175,0.01100,151,-0.2179,315,1.18949
ENSG00000125944,HNRNPR,174,0.47973,95,-0.5971,102,-0.3761,142,0.17339,155,0.28846,147,0.23058
ENSG00000142676,RPL11,775,0.97400,498,0.30175,693,0.78047,313,-0.5597,338,-0.3897,198,-1.3077
ENSG00000011007,ELOA,59,1.07905,15,-1.3462,35,0.18615,22,-0.5554,24,-0.3930,51,0.97837
ENSG00000057757,PITHD1,48,-1.3905,120,0.02301,139,0.25212,215,1.18528,51,-1.3063,79,-0.6963
ENSG00000011009,LYPLA2,5,-2.1426,24,0.09221,31,0.51967,30,0.55742,20,-0.1761,19,-0.3292
ENSG00000189266,PNRC2,60,0.02608,52,-0.2585,62,0.09748,62,0.10643,77,0.44023,54,-0.1365
ENSG00000188529,SRSF10,87,0.52595,50,-0.4363,51,-0.3363,76,0.34830,41,-0.6752,73,0.29057
ENSG00000001461,NIPAL3,273,1.22281,69,-1.2102,126,-0.0866,142,0.11960,101,-0.4211,168,0.43685
ENSG00000133226,SRRM1,1087,2.59206,120,-1.4719,124,-1.2069,139,-1.1230,206,-0.4321,325,0.33724
ENSG00000117614,SYF2,166,0.31270,107,-0.4783,164,0.28695,108,-0.4205,220,0.78120,142,0.05681
ENSG00000117616,RSRP1,51,-0.3055,38,-0.9029,45,-0.5096,91,0.74480,117,1.06032,54,-0.2341
ENSG00000183726,TMEM50A,30,-0.6940,37,-0.4999,43,-0.1691,67,0.63775,92,1.10692,33,-0.6179
ENSG00000204178,MACO1,88,0.68705,32,-1.0766,33,-0.8810,66,0.23804,83,0.59072,73,0.42595
ENSG00000117643,MAN1C1,15,-1.1621,41,0.54810,30,-0.0869,37,0.27043,22,-0.5906,27,-0.2635
ENSG00000162430,SELENON,25,-0.2149,34,0.39714,30,0.07802,22,-0.4351,62,1.32635,10,-1.6683
ENSG00000117640,MTFR1L,27,-1.1770,62,0.10237,81,0.51767,71,0.34943,52,-0.1915,50,-0.2817
ENSG00000117632,STMN1,329,-1.6107,858,-0.1773,1530,0.81268,1472,0.87454,599,-0.7020,696,-0.5191
ENSG00000158008,EXTL1,6,-2.6560,37,0.13435,58,0.84612,47,0.59482,22,-0.7017,27,-0.4111
ENSG00000142684,ZNF593,8,-1.5337,27,0.28794,41,0.92976,27,0.30543,12,-1.0037,18,-0.4321
ENSG00000142669,SH3BGRL3,88,-0.3992,125,0.21034,168,0.64948,142,0.43233,76,-0.6132,69,-0.8416
ENSG00000198830,HMGN2,208,0.54174,145,-0.0660,186,0.35121,129,-0.2653,188,0.37286,111,-0.5231
ENSG00000117713,ARID1A,91,0.21134,62,-0.5050,56,-0.5625,84,0.08346,92,0.22929,104,0.48692
ENSG00000090273,NUDC,84,-1.4170,207,-0.0474,318,0.67268,261,0.39099,249,0.26451,160,-0.4820
ENSG00000253368,TRNP1,2,-4.8743,68,0.48900,75,0.52485,57,0.08111,51,-0.0887,49,-0.1967
ENSG00000142784,WDTC1,10,-1.6294,35,0.25238,20,-0.6692,28,-0.1368,19,-0.7590,49,0.88055
ENSG00000186501,TMEM222,35,0.18746,33,0.11681,30,-0.0502,42,0.55879,19,-0.7169,22,-0.6064
ENSG00000158195,WASF2,183,1.75247,45,-0.7639,51,-0.4353,15,-2.4007,140,1.25084,65,-0.0378
ENSG00000126705,AHDC1,56,-0.0884,43,-0.5919,40,-0.5879,71,0.33665,42,-0.5330,89,0.80426
ENSG00000126709,IFI6,30,-0.9667,58,0.04774,70,0.31789,94,0.97586,39,-0.5984,34,-0.8803
ENSG00000117758,STX12,47,-0.9689,73,-0.3572,93,0.10099,107,0.38221,145,0.84136,77,-0.2139
ENSG00000117748,RPA2,7,-2.0448,27,-0.0416,16,-0.7722,48,1.11397,51,1.02296,11,-1.4579
ENSG00000126698,DNAJC8,237,0.05589,173,-0.5453,226,-0.0184,190,-0.3335,373,0.80488,278,0.35670
ENSG00000130770,ATP5IF1,95,-1.8892,362,0.21245,747,1.41359,416,0.45132,219,-0.6293,145,-1.3570
ENSG00000204138,PHACTR4,114,1.97718,20,-1.1704,18,-1.0815,16,-1.4001,55,0.62961,47,0.43513
ENSG00000198492,YTHDF2,26,-1.5524,54,-0.5764,66,-0.1351,94,0.48030,88,0.31821,97,0.55132
ENSG00000116350,SRSF4,160,1.06146,46,-1.1443,81,-0.0836,60,-0.6117,109,0.41022,121,0.67442
ENSG00000116353,MECR,14,-0.7075,15,-0.7282,26,0.26849,38,1.03325,24,0.13300,18,-0.3325
ENSG00000162512,SDC3,142,0.67750,77,-0.3788,69,-0.4789,82,-0.2355,146,0.72719,92,-0.0283
ENSG00000134644,PUM1,117,-0.6718,126,-0.6836,136,-0.4418,212,0.30524,232,0.41466,255,0.66275
ENSG00000121766,ZCCHC17,129,-0.4039,142,-0.3180,165,-0.0172,223,0.53788,143,-0.2497,180,0.14020
ENSG00000121769,FABP3,8,-2.4521,43,-0.0089,63,0.61936,75,1.08329,40,-0.1121,21,-1.2336
ENSG00000162517,PEF1,14,-1.8601,47,-0.0941,110,1.36382,42,-0.2884,50,0.03006,47,-0.0951
ENSG00000084636,COL16A1,45,0.96790,18,-0.6272,27,0.10839,25,0.03771,42,0.87287,15,-0.8204
ENSG00000121753,ADGRB2,37,-2.4490,171,-0.2058,261,0.52141,302,0.89882,234,0.33964,124,-0.7375
ENSG00000184007,PTP4A2,1074,2.68044,175,-0.7455,127,-1.0935,175,-0.6669,122,-1.1559,190,-0.5320
ENSG00000121774,KHDRBS1,93,-0.1868,97,-0.1535,114,0.13780,103,-0.0226,142,0.50131,100,-0.0863
ENSG00000025800,KPNA6,90,-0.3781,81,-0.6642,76,-0.6389,119,0.08796,186,0.81137,153,0.55530
ENSG00000084652,TXLNA,39,0.59779,16,-0.9404,21,-0.3413,35,0.50765,46,0.87851,21,-0.3814
ENSG00000084623,EIF3I,41,-0.8637,71,-0.0392,99,0.50715,92,0.44978,77,0.09756,54,-0.4916
ENSG00000175130,MARCKSL1,284,2.10523,76,-0.2849,90,0.04666,34,-1.5369,105,0.29607,50,-0.9580
ENSG00000160058,BSDC1,57,0.05052,42,-0.4967,80,0.61640,46,-0.3242,76,0.53885,58,0.11317
ENSG00000176261,ZBTB8OS,16,-0.8817,31,0.17274,58,1.17433,22,-0.4885,35,0.28310,21,-0.5415
ENSG00000162521,RBBP4,80,-0.3624,69,-0.7322,72,-0.5258,110,0.15004,187,1.02800,122,0.35158
ENSG00000134684,YARS,23,-2.1159,77,-0.3669,125,0.48907,146,0.87220,102,0.14721,77,-0.3168
ENSG00000160097,FNDC5,8,-1.7892,23,-0.2116,28,0.11938,32,0.41779,16,-0.6995,36,0.61331
ENSG00000121905,HPCA,4,-4.9674,106,-0.4315,255,1.11154,224,1.03942,109,-0.2939,91,-0.6286
ENSG00000121900,TMEM54,23,-0.1039,35,0.80098,37,0.64990,22,-0.1771,7,-1.9412,15,-0.8587
ENSG00000004455,AK2,40,1.01284,30,0.73439,33,0.66934,10,-1.2201,1,-3.6204,15,-0.5646
ENSG00000160094,ZNF362,23,0.12637,17,-0.4586,19,-0.1421,23,0.16295,11,-0.9359,31,0.70168
ENSG00000134686,PHC2,12,-1.9135,53,0.52127,36,-0.2312,52,0.40195,38,-0.1490,34,-0.3429
ENSG00000163866,SMIM12,15,-1.2163,44,0.54557,63,1.02837,43,0.45095,8,-2.0949,18,-1.0956
ENSG00000116544,DLGAP3,1,-5.0972,65,0.54851,43,-0.2491,47,-0.1215,97,1.07934,38,-0.5142
ENSG00000116560,SFPQ,653,1.72432,123,-1.2592,167,-0.5868,141,-0.9287,289,0.28282,335,0.60550
ENSG00000146463,ZMYM4,100,0.63123,59,-0.2807,51,-0.4469,44,-0.7438,97,0.58948,83,0.36757
ENSG00000142687,KIAA0319L,25,-1.4951,57,-0.2888,53,-0.3395,96,0.69446,91,0.51928,65,-0.0341
ENSG00000020129,NCDN,35,-3.6591,334,-0.3844,651,0.78290,790,1.35093,331,-0.3201,228,-0.9796
ENSG00000126067,PSMB2,38,-0.8200,54,-0.3449,77,0.28860,128,1.40713,36,-0.8977,36,-0.9579
ENSG00000142686,C1orf216,12,-2.9510,90,-0.0284,123,0.49626,148,0.94795,91,0.00460,58,-0.7576
ENSG00000092847,AGO1,45,0.15363,35,-0.2995,29,-0.5530,33,-0.3792,43,0.07377,61,0.74583
ENSG00000126070,AGO3,81,0.59279,29,-1.2310,25,-1.2209,48,-0.2823,77,0.50313,99,1.10709
ENSG00000054116,TRAPPC3,8,-1.9003,26,-0.3175,39,0.38361,58,1.29048,24,-0.3666,20,-0.7452
ENSG00000116871,MAP7D1,148,-0.2601,170,-0.0499,234,0.47976,187,0.12809,137,-0.3766,170,-0.0479
ENSG00000054118,THRAP3,206,-0.0124,134,-0.8244,174,-0.2758,156,-0.4963,259,0.36476,359,1.08244
ENSG00000181817,LSM10,7,-1.9585,30,0.19633,65,1.48280,33,0.32713,27,-0.0094,9,-1.7822
ENSG00000116898,MRPS15,31,-0.3059,37,-0.0402,59,0.74428,41,0.17805,59,0.75515,16,-1.3725
ENSG00000163875,MEAF6,36,-1.4787,95,-0.0175,118,0.33472,137,0.68637,93,-0.0384,75,-0.4270
ENSG00000134697,GNL2,49,1.18785,21,-0.2781,29,0.26747,20,-0.3098,21,-0.1990,20,-0.3622
ENSG00000197982,C1orf122,130,0.23199,147,0.57865,204,0.98904,81,-0.5715,95,-0.2664,48,-1.4273
ENSG00000183431,SF3A3,25,-0.6939,31,-0.4921,20,-1.0324,59,0.76353,44,0.16191,48,0.35402
ENSG00000183520,UTP11,27,-0.3852,24,-0.6776,21,-0.8015,49,0.62371,63,0.98710,33,-0.0753
ENSG00000116954,RRAGC,48,0.33370,29,-0.5459,41,0.09913,51,0.50638,30,-0.3968,40,0.03582
ENSG00000174574,AKIRIN1,31,-1.4108,62,-0.4670,111,0.55307,107,0.56525,61,-0.4090,93,0.30361
ENSG00000168653,NDUFS5,218,-1.5217,673,0.29642,1149,1.13378,612,0.07952,541,-0.1263,353,-0.8671
ENSG00000127603,MACF1,1508,2.11488,231,-1.2877,185,-1.4193,176,-1.6051,653,0.56067,624,0.55872
ENSG00000090621,PABPC4,97,0.40697,79,0.09583,52,-0.5746,42,-0.9701,107,0.57502,88,0.27991
ENSG00000116983,HPCAL4,76,-2.5060,376,-0.1163,451,0.20023,457,0.25438,551,0.53021,431,0.14262
ENSG00000084072,PPIE,17,-0.7499,22,-0.4507,44,0.73296,41,0.71788,31,0.14539,20,-0.5880
ENSG00000131236,CAP1,111,-0.4378,125,-0.3257,157,0.10085,198,0.55760,157,0.10687,137,-0.1196
ENSG00000131238,PPT1,20,-2.2512,77,-0.3100,148,0.82756,125,0.62789,105,0.25328,71,-0.3925
ENSG00000117000,RLF,37,0.39232,11,-1.7039,21,-0.4885,25,-0.2190,54,1.04092,46,0.91391
ENSG00000084073,ZMPSTE24,36,0.47926,25,-0.1560,23,-0.2583,35,0.47747,14,-1.0326,26,-0.0605
ENSG00000084070,SMAP2,68,-1.1813,103,-0.6728,125,-0.2389,158,0.14964,136,-0.1111,252,1.07499
ENSG00000117016,RIMS3,15,-3.7129,245,0.69462,192,0.10873,151,-0.3056,208,0.23882,171,-0.0834
ENSG00000066136,NFYC,12,-1.1785,25,-0.1832,23,-0.2702,52,1.32163,26,-0.0872,15,-0.9358
ENSG00000127124,HIVEP3,19,-0.6227,27,-0.0434,29,0.07370,17,-0.8286,22,-0.3688,46,0.98916
ENSG00000198815,FOXJ3,13,-1.7639,39,-0.2327,39,-0.1512,88,1.42690,21,-1.1344,35,-0.3926
ENSG00000177181,RIMKLA,13,-2.2097,52,-0.1207,64,0.22030,57,0.03910,41,-0.4721,84,0.78232
ENSG00000127125,PPCS,36,-0.4236,49,0.10006,53,0.18189,49,0.08803,64,0.49104,35,-0.4823
ENSG00000186409,CCDC30,51,-0.4375,44,-0.8277,40,-0.8211,43,-0.7755,131,1.09413,120,1.11552
ENSG00000065978,YBX1,277,1.60216,102,-0.1494,100,-0.1379,40,-1.6559,209,1.07818,62,-0.9608
ENSG00000177868,SVBP,21,-0.9958,36,-0.2269,64,0.74498,41,0.01161,29,-0.5466,51,0.41675
ENSG00000117394,SLC2A1,26,-0.1869,43,0.80352,18,-0.8078,22,-0.5363,46,0.72476,18,-0.8567
ENSG00000117395,EBNA1BP2,27,-1.3665,66,-0.0049,106,0.77264,79,0.32247,73,0.15630,50,-0.4852
ENSG00000142949,PTPRF,55,-0.9181,94,-0.1260,82,-0.3004,127,0.45786,106,0.09925,108,0.15519
ENSG00000126091,ST3GAL3,9,-1.9872,42,0.38619,51,0.62429,36,0.04641,42,0.30866,24,-0.6031
ENSG00000117408,IPO13,42,0.17291,37,-0.0393,56,0.63668,37,-0.0386,71,1.05956,12,-1.8875
ENSG00000117410,ATP6V0B,66,-2.1591,219,-0.4476,361,0.44063,543,1.37715,190,-0.5804,196,-0.5868
ENSG00000117411,B4GALT2,9,-2.8271,87,0.88522,52,-0.1787,51,-0.2658,50,-0.2521,58,-0.0373
ENSG00000178028,DMAP1,8,-2.6243,37,-0.6011,71,0.57702,86,1.06730,56,0.17939,41,-0.3468
ENSG00000117419,ERI3,42,-1.2527,114,0.37416,120,0.36323,130,0.57397,62,-0.6787,66,-0.6531
ENSG00000187147,RNF220,60,-0.9297,110,0.01337,179,0.81516,143,0.50645,65,-0.8168,86,-0.4138
ENSG00000142937,RPS8,1537,0.93888,978,0.23582,1155,0.45189,596,-0.6638,937,0.11050,497,-0.9630
ENSG00000070785,EIF2B3,4,-2.5961,21,-0.2788,29,0.33386,29,0.38271,33,0.51263,26,0.13531
ENSG00000126088,UROD,19,-1.7406,71,0.36127,85,0.57307,84,0.64005,52,-0.2234,31,-1.1123
ENSG00000117450,PRDX1,125,-0.4912,184,0.15429,279,0.80961,173,0.02851,236,0.52638,85,-1.1750
ENSG00000117448,AKR1A1,6,-2.2157,28,0.17969,42,0.79947,29,0.19186,28,0.13035,20,-0.4221
ENSG00000132780,NASP,753,3.69575,31,-2.4058,32,-2.0743,56,-1.3510,78,-0.7546,101,-0.4105
ENSG00000159592,GPBP1L1,41,0.52578,26,-0.2544,29,-0.0234,35,0.29071,30,0.01038,24,-0.3456
ENSG00000117461,PIK3R3,13,-0.9463,24,-0.0108,27,0.23017,21,-0.1722,29,0.34017,27,0.23113
ENSG00000085998,POMGNT1,19,-1.0820,36,-0.1826,46,0.26732,63,0.90871,45,0.22086,24,-0.8205
ENSG00000132128,LRRC41,10,-1.4435,32,0.50577,39,0.68781,33,0.47866,9,-1.5492,17,-0.6711
ENSG00000173660,UQCRH,79,-2.2216,459,0.65026,691,1.18364,425,0.40101,132,-1.4688,147,-1.4043
ENSG00000079277,MKNK1,20,-0.1074,16,-0.6306,35,0.76194,22,0.05356,19,-0.1864,26,0.30680
ENSG00000123472,ATPAF1,56,-0.9380,129,0.49855,117,0.20452,102,-0.0134,87,-0.2573,88,-0.2775
ENSG00000159658,EFCAB14,171,1.60332,52,-0.4968,50,-0.4595,45,-0.7102,96,0.57936,56,-0.3398
ENSG00000162368,CMPK1,114,0.02816,124,0.22328,158,0.56413,141,0.43496,37,-1.6880,77,-0.6463
ENSG00000162373,BEND5,5,-2.7722,42,0.40728,52,0.65707,45,0.48352,7,-2.4418,33,-0.0596
ENSG00000162374,ELAVL4,47,-2.5277,185,-0.5687,182,-0.4892,408,0.96989,187,-0.4439,347,0.63278
ENSG00000185104,FAF1,46,0.67662,19,-0.8466,48,0.75442,37,0.39304,11,-1.5410,32,0.13121
