Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to10,Feature log2 fold change topic 3to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000116273,PHF13,19,0.46132,14,-0.3031,16,0.14348,13,-0.1780
ENSG00000041988,THAP3,16,0.15541,14,-0.3571,25,0.79102,13,-0.2217
ENSG00000007923,DNAJC11,33,-0.1156,39,0.54014,15,-1.2952,27,-0.4031
ENSG00000171735,CAMTA1,658,0.63499,464,0.01641,266,-0.8505,254,-0.9204
ENSG00000049245,VAMP3,20,-0.3765,15,-1.6135,49,1.05731,97,2.31966
ENSG00000049246,PER3,47,0.06546,38,-0.6102,56,0.34234,85,1.02869
ENSG00000116288,PARK7,135,-1.1885,339,1.07224,260,-0.1145,114,-1.3700
ENSG00000116285,ERRFI1,26,-0.1955,33,0.58990,16,-0.8732,18,-0.6886
ENSG00000162426,SLC45A1,24,-0.2202,33,1.22699,0,-5.1179,8,-1.7190
ENSG00000142599,RERE,149,0.23625,120,-0.3271,150,0.22416,154,0.27030
ENSG00000074800,ENO1,235,-0.8404,396,0.05924,854,1.29220,195,-1.0628
ENSG00000171612,SLC25A33,13,-1.2875,28,-0.0681,79,1.69686,14,-1.1050
ENSG00000171603,CLSTN1,713,0.09564,775,0.70453,230,-1.6348,245,-1.5423
ENSG00000178585,CTNNBIP1,27,-0.4129,36,0.18560,50,0.58199,23,-0.6433
ENSG00000162441,LZIC,55,-0.2376,57,-0.4617,85,0.44850,117,0.98391
ENSG00000130939,UBE4B,49,0.02771,46,-0.2248,46,-0.0762,70,0.58609
ENSG00000054523,KIF1B,627,0.48843,404,-0.6177,529,0.16482,701,0.61950
ENSG00000142657,PGD,40,-0.5095,63,0.77856,39,-0.5043,27,-1.0421
ENSG00000241563,CORT,142,1.93420,37,-1.2574,41,-0.4282,31,-0.8504
ENSG00000160049,DFFA,68,0.32026,41,-1.1152,81,0.57413,137,1.46792
ENSG00000142655,PEX14,14,-0.6622,26,1.14388,10,-1.1580,8,-1.4056
ENSG00000120948,TARDBP,90,0.05659,85,-0.1058,74,-0.2513,111,0.39383
ENSG00000271895,AL109811.2,17,0.14312,14,-0.2329,21,0.48244,14,-0.1335
ENSG00000116649,SRM,28,-0.9121,56,0.66943,52,0.08835,32,-0.6439
ENSG00000171824,EXOSC10,39,0.20395,32,-0.3512,40,0.21609,45,0.39376
ENSG00000198793,MTOR,38,-0.1034,43,0.39642,32,-0.3603,25,-0.7225
ENSG00000116661,FBXO2,55,-1.6680,168,0.36648,356,1.37238,55,-1.5692
ENSG00000132879,FBXO44,93,0.22389,88,0.34501,52,-0.7140,40,-1.1031
ENSG00000177000,MTHFR,19,-0.1436,21,0.02515,23,0.17995,20,-0.0099
ENSG00000011021,CLCN6,67,-0.0332,73,0.31402,61,-0.1688,40,-0.8338
ENSG00000116685,KIAA2013,47,0.84835,24,-0.7767,28,-0.0938,42,0.55936
ENSG00000083444,PLOD1,15,-0.1104,16,0.09027,9,-0.8671,22,0.52666
ENSG00000116688,MFN2,121,-0.1471,147,0.52058,68,-1.0151,99,-0.4489
ENSG00000048707,VPS13D,98,0.29051,84,0.07408,52,-0.7184,73,-0.2044
ENSG00000162496,DHRS3,6,-1.6858,11,-1.5406,104,3.24998,15,-0.2656
ENSG00000116731,PRDM2,465,1.14107,215,-0.6137,142,-0.8918,245,-0.0507
ENSG00000189337,KAZN,53,-0.3484,69,0.22875,28,-1.2984,101,0.68697
ENSG00000142634,EFHD2,129,0.56922,96,0.09584,24,-2.0291,76,-0.3147
ENSG00000116138,DNAJC16,54,0.53399,40,0.02263,20,-1.0072,29,-0.4590
ENSG00000197312,DDI2,73,1.10587,37,-0.3451,13,-1.6504,29,-0.5266
ENSG00000116786,PLEKHM2,65,-0.7511,116,0.61398,102,-0.0117,70,-0.5800
ENSG00000065526,SPEN,317,1.06005,107,-1.5882,230,0.40139,428,1.45099
ENSG00000116809,ZBTB17,20,0.14309,17,-0.2853,32,0.92138,11,-0.7629
ENSG00000037637,FBXO42,31,0.59367,22,-0.0878,16,-0.5354,15,-0.6119
ENSG00000055070,SZRD1,15,-0.6709,20,-0.6049,59,1.52412,32,0.48813
ENSG00000219481,NBPF1,12,-0.0899,10,-0.7906,23,0.89735,26,1.07550
ENSG00000159363,ATP13A2,63,-0.6706,119,1.39809,27,-1.8740,26,-1.9087
ENSG00000117118,SDHB,22,-1.7108,82,1.56110,36,-0.8624,30,-1.1369
ENSG00000117115,PADI2,35,-0.9349,27,-2.2118,182,1.84779,264,2.61181
ENSG00000179051,RCC2,20,-0.4195,29,0.52848,25,-0.0574,15,-0.8826
ENSG00000074964,ARHGEF10L,9,-0.8262,15,0.01263,35,1.42405,6,-1.3726
ENSG00000117154,IGSF21,58,-0.0847,70,0.69506,29,-1.1476,27,-1.2072
ENSG00000159423,ALDH4A1,8,-0.8518,14,-0.1328,31,1.25509,13,-0.1435
ENSG00000127481,UBR4,66,1.04843,26,-1.1944,43,0.19616,66,0.91920
ENSG00000127463,EMC1,39,0.29412,35,0.36578,13,-1.3955,19,-0.8124
ENSG00000053372,MRTO4,46,0.15215,47,0.51837,16,-1.4230,22,-0.9775
ENSG00000053371,AKR7A2,13,-0.8955,22,-0.2381,51,1.27455,26,0.18396
ENSG00000077549,CAPZB,144,-0.2101,172,0.26409,154,-0.0846,132,-0.3263
ENSG00000173436,MICOS10,145,-1.0186,331,1.13914,170,-0.7111,138,-1.0323
ENSG00000158747,NBL1,150,0.08101,146,0.09662,173,0.29821,74,-1.0005
ENSG00000169914,OTUD3,36,0.84542,22,-0.1614,11,-1.1236,14,-0.6647
ENSG00000162545,CAMK2N1,1194,-0.6066,1863,0.39689,2575,0.65453,698,-1.3714
ENSG00000090432,MUL1,13,-0.0844,14,0.14831,2,-2.6676,23,0.81754
ENSG00000183114,FAM43B,39,1.46677,17,-0.2974,1,-3.3381,3,-2.5119
ENSG00000158828,PINK1,276,-0.7614,529,1.08497,256,-0.8194,189,-1.2743
ENSG00000244038,DDOST,24,-0.0888,28,0.46199,20,-0.3776,13,-1.0295
ENSG00000117245,KIF17,21,-0.4414,35,1.45389,6,-2.3022,2,-3.5181
ENSG00000189410,SH2D5,27,-0.6765,51,1.23930,24,-0.8189,7,-2.6219
ENSG00000127483,HP1BP3,350,0.39435,232,-0.6894,317,0.19724,484,0.88605
ENSG00000075151,EIF4G3,390,0.52902,285,-0.0702,149,-1.0181,269,-0.1172
ENSG00000117298,ECE1,17,-0.1086,13,-1.1576,57,1.94413,24,0.46739
ENSG00000076864,RAP1GAP,175,0.61149,130,0.22061,30,-2.1076,68,-0.9296
ENSG00000090686,USP48,125,0.73852,65,-0.8913,88,0.08085,143,0.87925
ENSG00000070831,CDC42,155,-0.4514,227,0.55260,130,-0.6894,178,-0.2014
ENSG00000184677,ZBTB40,18,0.52077,11,-0.7956,13,0.00077,26,1.04885
ENSG00000173372,C1QA,6,-1.4476,11,-1.1119,60,2.36626,25,0.74146
ENSG00000173369,C1QB,5,-1.6923,11,-1.1442,61,2.30762,30,1.02728
ENSG00000133216,EPHB2,21,0.73555,11,-0.7004,7,-0.9295,26,0.98948
ENSG00000004487,KDM1A,87,0.69876,55,-0.2652,54,-0.1404,38,-0.6686
ENSG00000169641,LUZP1,242,0.62528,176,0.12663,92,-0.9457,68,-1.4008
ENSG00000125944,HNRNPR,186,0.46900,123,-0.5798,158,0.15736,204,0.56897
ENSG00000142676,RPL11,197,-1.4664,524,0.32759,742,0.67432,531,0.13432
ENSG00000011007,ELOA,41,0.41147,28,-0.6028,39,0.26757,48,0.62349
ENSG00000057757,PITHD1,90,-0.9286,194,1.11485,81,-1.0215,94,-0.7999
ENSG00000011009,LYPLA2,11,-1.0689,23,0.57611,26,0.38044,14,-0.5542
ENSG00000117308,GALE,12,-0.0914,15,0.96546,4,-1.6085,2,-2.4062
ENSG00000117305,HMGCL,4,-1.6544,10,-0.6772,34,1.77165,21,0.93054
ENSG00000189266,PNRC2,67,-0.0029,69,0.14211,60,-0.1669,56,-0.2608
ENSG00000188529,SRSF10,100,0.49927,66,-0.5290,76,-0.0028,105,0.52294
ENSG00000001460,STPG1,19,0.75573,12,-0.0133,1,-2.9893,11,-0.2366
ENSG00000001461,NIPAL3,172,0.26547,115,-0.9026,127,-0.2386,387,1.61481
ENSG00000133226,SRRM1,288,0.53409,148,-1.2079,298,0.53150,501,1.41631
ENSG00000169504,CLIC4,23,-0.7663,22,-1.5995,78,1.19666,147,2.40350
ENSG00000117614,SYF2,116,-0.0560,108,-0.4266,179,0.63662,169,0.54014
ENSG00000117616,RSRP1,199,1.25979,72,-1.1644,77,-0.4280,174,0.85658
ENSG00000183726,TMEM50A,60,-0.3537,82,0.46715,47,-0.6998,69,-0.1180
ENSG00000204178,MACO1,87,0.66026,53,-0.5056,46,-0.4294,81,0.46894
ENSG00000117643,MAN1C1,31,-0.4766,50,1.00140,23,-0.9155,14,-1.6473
ENSG00000162430,SELENON,31,0.56884,19,-0.7145,43,1.03175,18,-0.3830
ENSG00000117640,MTFR1L,50,-0.4095,74,0.67313,43,-0.6089,40,-0.7408
ENSG00000117632,STMN1,1016,-0.5150,1649,0.97408,455,-1.6821,870,-0.7123
ENSG00000158008,EXTL1,38,-0.0152,42,0.43820,25,-0.6660,23,-0.7837
ENSG00000175087,PDIK1L,27,0.77845,16,-0.3187,14,-0.3166,13,-0.4940
ENSG00000142684,ZNF593,12,-1.2463,30,0.83468,29,0.19238,14,-0.8786
ENSG00000142669,SH3BGRL3,92,-0.4836,132,0.34943,100,-0.3211,131,0.10161
ENSG00000158062,UBXN11,9,-0.8294,18,1.37670,4,-1.9215,6,-1.2480
ENSG00000117682,DHDDS,24,0.16647,22,0.11102,23,0.09017,11,-0.9511
ENSG00000198830,HMGN2,111,-0.6512,139,-0.6091,356,1.28065,273,0.82618
ENSG00000117713,ARID1A,112,0.59201,67,-0.6610,75,-0.1068,128,0.74278
ENSG00000204160,ZDHHC18,22,0.73097,15,-0.0528,7,-1.0354,9,-0.7933
ENSG00000142751,GPN2,23,0.35653,18,-0.1339,13,-0.4736,20,0.10333
ENSG00000090273,NUDC,134,-0.7497,247,0.83112,167,-0.3591,118,-0.8853
ENSG00000253368,TRNP1,18,-1.6957,69,1.93679,19,-1.4724,16,-1.7883
ENSG00000090020,SLC9A1,9,-1.2491,26,1.31497,9,-1.2953,13,-0.6711
ENSG00000142784,WDTC1,20,-0.5786,30,0.17369,30,0.04556,36,0.34093
ENSG00000186501,TMEM222,35,-0.2694,42,0.09280,41,0.00157,46,0.18151
ENSG00000158195,WASF2,55,0.18560,21,-2.2989,115,1.38689,200,2.46146
ENSG00000126705,AHDC1,81,0.85048,45,-0.5010,27,-0.9739,64,0.36972
ENSG00000126709,IFI6,87,-0.4678,121,0.23858,161,0.54134,75,-0.6582
ENSG00000009780,FAM76A,49,1.15292,20,-0.9783,27,0.05326,33,0.32490
ENSG00000117758,STX12,101,-0.1065,112,0.18912,85,-0.3672,107,-0.0183
ENSG00000117751,PPP1R8,30,0.10978,24,-0.5547,34,0.29954,50,0.90316
ENSG00000117748,RPA2,45,-0.3454,61,0.49707,55,0.00109,27,-1.0449
ENSG00000158161,EYA3,23,0.85835,13,-0.4784,14,-0.0622,11,-0.4016
ENSG00000126698,DNAJC8,233,0.09641,210,-0.2021,225,0.03101,275,0.35287
ENSG00000130770,ATP5IF1,145,-1.7360,567,1.96036,184,-1.2796,108,-2.0747
ENSG00000204138,PHACTR4,46,0.66121,14,-2.1877,83,1.61035,90,1.77566
ENSG00000180098,TRNAU1AP,16,-0.2639,19,0.04716,15,-0.3711,27,0.55267
ENSG00000120656,TAF12,11,-0.4732,16,0.46268,18,0.25307,7,-1.0324
ENSG00000162419,GMEB1,10,-0.5179,12,-0.4631,23,0.83063,24,0.91452
ENSG00000198492,YTHDF2,87,-0.1341,100,0.29488,67,-0.5348,86,-0.1369
ENSG00000116329,OPRD1,33,1.26981,15,-0.3506,9,-0.9475,3,-2.2338
ENSG00000159023,EPB41,24,0.07454,23,0.17837,27,0.28988,8,-1.4384
ENSG00000116350,SRSF4,90,0.23185,67,-0.6404,101,0.37921,135,0.86521
ENSG00000116353,MECR,28,0.16902,26,0.24856,20,-0.3631,14,-0.8949
ENSG00000060656,PTPRU,38,1.48710,15,-0.5556,0,-4.6998,12,-0.4879
ENSG00000162511,LAPTM5,10,-1.1760,16,-0.9300,69,1.96879,38,0.88914
ENSG00000162512,SDC3,82,0.12581,61,-0.8120,180,1.40787,87,0.19070
ENSG00000134644,PUM1,260,0.81014,151,-0.3882,104,-0.7311,168,0.01260
ENSG00000121766,ZCCHC17,148,0.03081,146,0.01019,129,-0.1940,155,0.09479
ENSG00000121769,FABP3,46,-0.6794,87,1.35846,19,-1.9029,23,-1.6355
ENSG00000162517,PEF1,36,-0.8434,72,0.97747,35,-0.8256,38,-0.6874
ENSG00000084636,COL16A1,33,0.54716,16,-1.3793,52,1.23587,48,1.09750
ENSG00000121753,ADGRB2,187,0.21941,182,0.46585,87,-0.9864,65,-1.4111
ENSG00000184007,PTP4A2,286,-0.0950,210,-1.2047,309,0.03586,1061,2.18479
ENSG00000121774,KHDRBS1,142,-0.1144,149,-0.0640,166,0.14376,175,0.22539
ENSG00000025800,KPNA6,156,0.75429,91,-0.4693,93,-0.1557,100,-0.0377
ENSG00000084652,TXLNA,33,0.22075,28,-0.1446,12,-1.2779,45,0.72738
ENSG00000160050,CCDC28B,5,-1.4890,15,0.47079,20,0.57429,13,-0.0759
ENSG00000084623,EIF3I,72,-0.4867,109,0.65956,74,-0.3968,58,-0.7599
ENSG00000175130,MARCKSL1,58,-1.3274,71,-1.8352,294,1.32128,607,2.76476
ENSG00000160058,BSDC1,64,0.24477,52,-0.2393,55,0.00519,64,0.22373
ENSG00000160062,ZBTB8A,27,0.44943,17,-0.7869,37,0.89176,27,0.35712
ENSG00000176261,ZBTB8OS,22,-0.9477,46,0.89168,33,-0.2509,22,-0.8706
ENSG00000162521,RBBP4,143,0.32771,107,-0.4242,134,0.19105,153,0.39646
ENSG00000162522,KIAA1522,13,-0.5051,22,0.97168,16,-0.1649,1,-4.2857
ENSG00000134684,YARS,62,-0.9266,138,1.34737,46,-1.3169,44,-1.3765
ENSG00000160097,FNDC5,11,-1.4770,37,1.84617,8,-1.7919,10,-1.5816
ENSG00000121905,HPCA,109,-0.5300,187,1.33692,49,-1.6948,29,-2.4592
ENSG00000121900,TMEM54,15,-1.0308,33,0.60230,41,0.53361,15,-1.0412
ENSG00000116514,RNF19B,5,-1.4854,19,1.78529,1,-3.0221,8,-0.8207
ENSG00000004455,AK2,24,-0.5982,30,-0.5230,59,0.84732,67,1.07597
ENSG00000142920,AZIN2,17,-0.1424,19,0.23055,14,-0.4124,18,-0.0354
ENSG00000160094,ZNF362,25,-0.0009,23,-0.1845,42,0.83671,16,-0.6137
ENSG00000134686,PHC2,47,-0.0543,48,-0.0329,29,-0.8143,75,0.68831
ENSG00000163866,SMIM12,40,-0.5923,70,1.20058,20,-1.5768,21,-1.4600
ENSG00000116544,DLGAP3,43,0.01301,45,0.23073,52,0.33237,14,-1.6496
ENSG00000163867,ZMYM6,28,0.18425,24,-0.1733,30,0.31827,22,-0.1950
ENSG00000116560,SFPQ,398,0.70812,212,-0.8526,227,-0.2611,509,1.04246
ENSG00000146463,ZMYM4,78,0.21952,65,-0.2198,61,-0.1934,88,0.37537
ENSG00000142687,KIAA0319L,65,-0.0294,68,0.11758,70,0.09593,50,-0.4334
ENSG00000020129,NCDN,342,-0.4458,556,1.31718,109,-2.1171,99,-2.2647
ENSG00000126067,PSMB2,77,-0.0588,88,0.44332,53,-0.6203,50,-0.7307
ENSG00000142686,C1orf216,91,-0.0355,111,0.95557,18,-2.4020,27,-1.8383
ENSG00000134698,AGO4,20,0.12253,17,-0.2817,10,-0.9300,34,0.99837
ENSG00000092847,AGO1,55,0.30251,44,-0.1873,37,-0.3285,54,0.24779
ENSG00000126070,AGO3,85,0.63880,41,-1.2026,61,0.02737,153,1.57223
ENSG00000116863,ADPRHL2,9,-0.7592,17,0.96576,2,-2.6550,15,0.01110
ENSG00000054116,TRAPPC3,22,-1.0277,51,1.11403,24,-0.8345,25,-0.7941
ENSG00000116871,MAP7D1,156,-0.2260,180,0.04031,138,-0.3932,249,0.53499
ENSG00000054118,THRAP3,240,0.53634,152,-0.5897,170,-0.0726,267,0.65184
ENSG00000196182,STK40,16,-0.3689,22,0.58423,15,-0.3642,12,-0.7876
ENSG00000181817,LSM10,13,-1.3402,38,1.16616,30,-0.0373,10,-1.6781
ENSG00000116885,OSCP1,11,-0.6800,22,1.28958,6,-1.6363,6,-1.5349
ENSG00000116898,MRPS15,24,-1.1540,60,1.10772,44,-0.1590,18,-1.5276
ENSG00000163873,GRIK3,65,1.68726,22,-0.8084,3,-3.0927,21,-0.3978
ENSG00000163875,MEAF6,115,-0.1214,141,0.67625,66,-0.9521,56,-1.1967
ENSG00000163877,SNIP1,28,0.64150,18,-0.3028,11,-0.7805,22,0.18101
ENSG00000134697,GNL2,32,0.21358,26,-0.4125,31,0.13180,41,0.59522
ENSG00000116922,C1orf109,15,0.03473,16,0.55815,6,-1.3812,8,-0.7963
ENSG00000185090,MANEAL,12,-0.7925,24,1.05395,16,-0.2992,5,-2.0297
ENSG00000196449,YRDC,7,-0.8477,15,1.07969,10,-0.2939,3,-1.9975
ENSG00000197982,C1orf122,66,-1.1384,139,0.23402,190,0.57664,152,0.21815
ENSG00000188786,MTF1,31,1.02106,10,-1.7940,30,0.81665,45,1.52609
ENSG00000183431,SF3A3,37,-0.3295,46,0.11256,66,0.60951,31,-0.5858
ENSG00000183520,UTP11,47,0.30660,41,0.17775,34,-0.2119,16,-1.3062
ENSG00000185668,POU3F1,2,-2.6440,20,2.68104,3,-2.0898,3,-2.1252
ENSG00000116954,RRAGC,53,0.26374,42,-0.3402,50,0.15058,56,0.32660
ENSG00000174574,AKIRIN1,112,0.14685,104,0.03273,68,-0.6321,113,0.14979
ENSG00000168653,NDUFS5,334,-1.0816,814,1.40453,334,-1.0121,227,-1.5857
ENSG00000127603,MACF1,531,0.71685,216,-1.5698,689,1.07227,815,1.36385
ENSG00000090621,PABPC4,71,-0.1603,68,-0.5092,136,0.90458,111,0.56492
ENSG00000116983,HPCAL4,423,0.66370,271,-0.3065,331,0.19170,167,-0.8682
ENSG00000084072,PPIE,9,-1.9959,36,0.72462,41,0.41358,29,-0.1334
ENSG00000168389,MFSD2A,13,-0.2217,14,-0.2354,33,1.22970,9,-0.8382
ENSG00000131236,CAP1,126,-0.3122,158,0.19201,150,-0.0178,151,-0.0002
ENSG00000131238,PPT1,77,-0.7361,138,0.75431,111,-0.1143,63,-0.9830
ENSG00000117000,RLF,59,1.17995,24,-0.9208,23,-0.4833,43,0.49254
ENSG00000259943,AL050341.2,11,-0.5127,16,0.38107,16,0.14467,11,-0.4314
ENSG00000084073,ZMPSTE24,25,-0.7590,46,0.69807,43,0.08888,20,-1.0614
ENSG00000049089,COL9A2,8,-1.2812,9,-1.9161,22,0.30243,107,3.32535
ENSG00000084070,SMAP2,205,0.50504,156,0.05366,87,-0.8846,105,-0.5858
ENSG00000117016,RIMS3,124,-0.5929,225,1.45066,60,-1.6353,19,-3.3019
ENSG00000066136,NFYC,29,-0.1724,37,0.77732,12,-1.4387,16,-1.0281
ENSG00000179862,CITED4,4,-1.6688,17,2.20061,0,-5.0309,5,-1.2772
ENSG00000171793,CTPS1,10,-0.6858,19,1.14308,6,-1.3954,7,-1.1024
ENSG00000127124,HIVEP3,43,0.61910,27,-0.4689,36,0.26543,27,-0.1548
ENSG00000198815,FOXJ3,65,0.41990,51,-0.0333,39,-0.4095,39,-0.4268
ENSG00000177181,RIMKLA,41,-0.5299,70,1.29972,19,-1.6342,12,-2.2542
ENSG00000127125,PPCS,32,-0.8027,57,0.32274,60,0.19362,56,0.09606
ENSG00000186409,CCDC30,123,1.30967,47,-0.9759,49,-0.3605,73,0.26128
ENSG00000171960,PPIH,7,-0.7862,13,0.72755,11,-0.1107,7,-0.7777
ENSG00000065978,YBX1,63,-0.7131,78,-0.8096,246,1.54560,174,0.94100
ENSG00000164008,C1orf50,20,0.32313,15,-0.4587,15,-0.1679,27,0.74593
ENSG00000177868,SVBP,33,-0.1367,37,0.15056,47,0.41985,21,-0.8436
ENSG00000117394,SLC2A1,16,-1.4677,37,-0.4202,133,2.01309,32,-0.3871
ENSG00000117395,EBNA1BP2,63,-0.3082,86,0.59954,54,-0.5171,45,-0.8093
ENSG00000179178,TMEM125,6,-1.2902,5,-2.4397,3,-2.1854,101,4.26125
ENSG00000066322,ELOVL1,13,-0.8588,8,-2.4397,35,0.74056,132,3.45638
ENSG00000159479,MED8,19,-0.2250,23,0.39217,20,-0.0792,13,-0.7721
ENSG00000198198,SZT2,29,1.06159,10,-1.5342,27,0.80398,32,1.06761
ENSG00000178922,HYI,9,-0.6903,12,-0.5067,30,1.22404,22,0.71575
ENSG00000142949,PTPRF,64,-0.6308,98,0.20490,104,0.17438,107,0.20960
ENSG00000066135,KDM4A,20,0.08231,19,-0.1054,12,-0.7477,29,0.63446
ENSG00000126091,ST3GAL3,26,-0.3712,36,0.44683,29,-0.2057,24,-0.4748
ENSG00000117408,IPO13,30,-0.8122,46,-0.3499,60,0.29645,112,1.33487
ENSG00000117410,ATP6V0B,253,-0.3158,363,0.94127,105,-1.6105,143,-1.1540
ENSG00000117411,B4GALT2,41,-0.6243,65,0.31952,91,0.65329,33,-0.9108
ENSG00000159214,CCDC24,5,-1.4237,13,0.59955,21,0.87555,5,-1.2925
ENSG00000178028,DMAP1,44,-0.1666,53,0.34073,28,-0.8389,49,0.00248
ENSG00000117419,ERI3,102,0.09554,100,0.13742,101,0.05751,58,-0.7881
ENSG00000187147,RNF220,82,-0.6032,130,0.50704,72,-0.7456,130,0.16495
ENSG00000142937,RPS8,475,-0.9136,842,0.08752,1151,0.53120,1069,0.41179
ENSG00000070785,EIF2B3,33,0.04174,34,0.23375,33,0.03593,16,-1.0389
ENSG00000126107,HECTD3,16,0.11502,14,-0.0975,14,-0.0797,16,0.14403
ENSG00000126088,UROD,40,-0.9219,84,0.90289,51,-0.5128,47,-0.6264
ENSG00000117450,PRDX1,107,-1.2305,234,0.09936,451,1.11457,206,-0.1609
ENSG00000117448,AKR1A1,29,-0.5841,44,0.29156,48,0.26557,36,-0.1900
ENSG00000132780,NASP,93,0.37225,48,-1.4147,106,0.53850,227,1.86748
ENSG00000159592,GPBP1L1,47,0.41018,32,-0.6278,44,0.24185,58,0.70204
ENSG00000159596,TMEM69,12,-0.3779,17,0.41405,9,-0.7509,16,0.09010
