Feature ID,Feature Name,Feature count topic 1to8,Feature log2 fold change topic 1to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000066136,NFYC,37,1.01230,8,-2.0298,27,-0.2810
ENSG00000127124,HIVEP3,26,-0.5551,39,0.49219,39,0.47142
ENSG00000198815,FOXJ3,56,1.32461,14,-1.8638,30,-0.7709
ENSG00000177181,RIMKLA,59,1.41896,15,-1.8756,29,-0.9023
ENSG00000127125,PPCS,50,0.50577,39,-0.2691,30,-0.6695
ENSG00000186409,CCDC30,57,-0.6912,93,0.59385,93,0.59800
ENSG00000065978,YBX1,72,-0.9262,249,1.87643,27,-1.7340
ENSG00000177868,SVBP,38,0.16667,58,0.73755,9,-2.0659
ENSG00000117394,SLC2A1,32,1.00240,16,-0.9403,16,-0.8995
ENSG00000117395,EBNA1BP2,76,1.02294,50,-0.4756,24,-1.5914
ENSG00000159479,MED8,20,1.48389,5,-1.7190,8,-1.0963
ENSG00000198198,SZT2,15,-0.8165,24,0.53109,29,0.85510
ENSG00000142949,PTPRF,105,0.70770,61,-0.7090,67,-0.5817
ENSG00000066135,KDM4A,21,0.15488,10,-1.1308,28,0.49124
ENSG00000126091,ST3GAL3,37,0.51510,13,-1.5054,39,0.17162
ENSG00000117408,IPO13,31,-0.2258,51,0.77746,21,-0.6473
ENSG00000117410,ATP6V0B,299,1.47467,73,-1.9497,142,-0.9448
ENSG00000117411,B4GALT2,63,0.05744,54,-0.2283,67,0.11005
ENSG00000178028,DMAP1,56,0.66014,19,-1.5298,52,-0.0073
ENSG00000117419,ERI3,106,1.27751,38,-1.3932,49,-0.9921
ENSG00000187147,RNF220,108,1.08656,51,-0.9840,50,-1.0143
ENSG00000142937,RPS8,642,-0.2213,1304,1.13668,194,-1.8777
ENSG00000070785,EIF2B3,24,0.49524,14,-0.6786,19,-0.2447
ENSG00000126088,UROD,67,0.87345,41,-0.6229,32,-0.9957
ENSG00000117450,PRDX1,226,1.02276,164,-0.3330,57,-1.9211
ENSG00000117448,AKR1A1,33,1.03280,21,-0.5575,11,-1.4650
ENSG00000132780,NASP,53,-2.5504,333,2.06692,290,1.78277
ENSG00000159592,GPBP1L1,30,0.32927,27,-0.1221,21,-0.4896
ENSG00000086015,MAST2,24,1.55022,8,-1.4332,8,-1.4480
ENSG00000117461,PIK3R3,38,0.38931,23,-0.7264,35,-0.0429
ENSG00000085998,POMGNT1,52,0.79974,23,-1.1115,36,-0.4201
ENSG00000132128,LRRC41,35,1.04608,9,-1.8246,24,-0.4016
ENSG00000173660,UQCRH,308,1.51857,127,-1.1563,88,-1.7134
ENSG00000117481,NSUN4,23,0.39424,7,-1.6990,28,0.38526
ENSG00000117480,FAAH,22,1.24475,2,-3.2839,16,-0.2741
ENSG00000079277,MKNK1,23,-0.7040,30,0.21426,46,0.93514
ENSG00000123472,ATPAF1,130,1.09098,71,-0.7696,50,-1.2767
ENSG00000159658,EFCAB14,68,-1.0712,211,1.61816,74,-0.1670
ENSG00000162368,CMPK1,128,0.67966,82,-0.5624,77,-0.6757
ENSG00000162373,BEND5,32,1.02212,5,-2.6012,27,-0.1395
ENSG00000162374,ELAVL4,283,1.20188,40,-2.7612,206,-0.3167
ENSG00000185104,FAF1,35,0.41893,27,-0.3446,25,-0.4119
ENSG00000123091,RNF11,422,0.99624,184,-1.1218,239,-0.7297
ENSG00000085832,EPS15,209,0.60753,174,-0.1830,101,-1.0239
ENSG00000117859,OSBPL9,20,-1.0619,52,1.22922,34,0.50596
ENSG00000078618,NRDC,111,-0.6433,138,0.18366,209,0.86977
ENSG00000169213,RAB3B,97,0.55480,81,-0.1777,51,-0.9056
ENSG00000117862,TXNDC12,28,0.79132,21,-0.2705,10,-1.3460
ENSG00000134717,BTF3L4,54,1.22853,31,-0.6657,14,-1.7988
ENSG00000157077,ZFYVE9,55,0.88133,22,-1.2837,38,-0.4368
ENSG00000134748,PRPF38A,43,-0.5575,61,0.41926,66,0.54641
ENSG00000134744,TUT4,57,-2.0087,213,1.44409,247,1.73045
ENSG00000162377,COA7,33,0.89917,13,-1.3184,23,-0.4431
ENSG00000162378,ZYG11B,202,0.69861,64,-1.6261,184,-0.0203
ENSG00000116171,SCP2,100,0.16845,91,-0.1144,87,-0.1877
ENSG00000162384,CZIB,34,1.03580,21,-0.5741,12,-1.4440
ENSG00000157193,LRP8,40,0.21245,15,-1.4566,53,0.53376
ENSG00000058799,YIPF1,16,0.31023,15,-0.0785,11,-0.5054
ENSG00000081870,HSPB11,18,-0.0083,27,0.65858,9,-1.0268
ENSG00000116209,TMEM59,117,1.05363,77,-0.4818,35,-1.6674
ENSG00000116221,MRPL37,47,1.06818,16,-1.4483,28,-0.6204
ENSG00000157216,SSBP3,336,1.00757,152,-1.0628,181,-0.7973
ENSG00000243725,TTC4,21,-0.5168,26,0.20604,34,0.66585
ENSG00000116133,DHCR24,133,1.31589,48,-1.3628,58,-1.0827
ENSG00000162402,USP24,28,-0.8202,22,-0.5777,78,1.48278
ENSG00000162407,PLPP3,159,0.38436,172,0.19493,73,-1.1428
ENSG00000162409,PRKAA2,67,0.76131,18,-1.8790,61,-0.0126
ENSG00000162601,MYSM1,58,-0.6749,47,-0.5056,139,1.28177
ENSG00000177606,JUN,87,-0.8328,164,0.80752,147,0.61351
ENSG00000134709,HOOK1,52,0.68141,16,-1.6150,48,-0.0022
ENSG00000162599,NFIA,215,-1.5288,730,1.55123,515,0.91714
ENSG00000162604,TM2D1,48,0.99966,23,-0.9967,25,-0.8413
ENSG00000162607,USP1,55,-0.8231,110,0.90955,86,0.47778
ENSG00000116641,DOCK7,35,-1.2570,70,0.69767,101,1.35513
ENSG00000125703,ATG4C,16,-1.1965,64,2.00480,11,-0.9091
ENSG00000079739,PGM1,32,1.15951,21,-0.4829,7,-2.0012
ENSG00000158966,CACHD1,20,0.05147,23,0.25058,15,-0.4013
ENSG00000162434,JAK1,95,-0.5283,143,0.52516,132,0.39081
ENSG00000162433,AK4,72,0.39654,57,-0.2929,53,-0.4245
ENSG00000116675,DNAJC6,384,1.02667,126,-1.5465,250,-0.5040
ENSG00000213625,LEPROT,34,0.04930,40,0.25720,26,-0.4061
ENSG00000184588,PDE4B,78,-0.2443,138,0.89466,46,-0.8709
ENSG00000118473,SGIP1,136,0.62775,61,-1.1343,115,-0.1489
ENSG00000198160,MIER1,76,-0.7636,174,1.16494,86,-0.0238
ENSG00000142864,SERBP1,251,-0.3304,487,1.02098,146,-0.9281
ENSG00000116717,GADD45A,44,-1.1614,149,1.71558,51,-0.1454
ENSG00000172380,GNG12,19,-0.2075,35,0.91805,10,-1.0629
ENSG00000116729,WLS,70,-0.1164,84,0.27371,67,-0.0852
ENSG00000033122,LRRC7,71,0.19063,54,-0.3935,70,0.02710
ENSG00000066557,LRRC40,25,1.41589,12,-0.8943,6,-1.8819
ENSG00000116754,SRSF11,208,-1.8242,455,0.60600,1023,2.11502
ENSG00000118454,ANKRD13C,39,0.92438,9,-1.9997,31,-0.1792
ENSG00000132485,ZRANB2,153,-0.5013,175,0.09276,258,0.72821
ENSG00000172260,NEGR1,486,0.51597,155,-1.6607,524,0.22396
ENSG00000178965,ERICH3,137,0.12056,47,-1.6063,205,0.68718
ENSG00000162623,TYW3,54,0.23282,45,-0.2278,46,-0.1898
ENSG00000117054,ACADM,48,0.17817,49,0.09089,35,-0.4513
ENSG00000137955,RABGGTB,40,0.68298,30,-0.3286,19,-0.9763
ENSG00000117069,ST6GALNAC5,38,3.42633,0,-8.8151,7,-2.2725
ENSG00000142892,PIGK,29,0.59475,21,-0.3936,17,-0.6993
ENSG00000154027,AK5,230,0.98574,101,-1.1063,130,-0.7242
ENSG00000036549,AC118549.1,37,-0.2950,60,0.70483,32,-0.3264
ENSG00000077254,USP33,123,0.24443,79,-0.6470,129,0.12401
ENSG00000180488,MIGA1,161,0.86265,114,-0.3910,62,-1.3148
ENSG00000162613,FUBP1,57,-0.5477,61,-0.0319,105,0.87833
ENSG00000162616,DNAJB4,32,1.01911,16,-0.9158,16,-0.9555
ENSG00000137959,IFI44L,20,-2.4377,167,2.84197,49,0.45118
ENSG00000117114,ADGRL2,27,0.81594,1,-4.3099,29,0.27870
ENSG00000137941,TTLL7,262,-1.2437,827,1.56332,417,0.35816
ENSG00000142875,PRKACB,416,1.26666,170,-1.1920,175,-1.1478
ENSG00000117133,RPF1,35,1.23360,19,-0.7735,11,-1.6123
ENSG00000174021,GNG5,18,-0.2558,34,0.93778,10,-0.9497
ENSG00000117155,SSX2IP,209,1.19937,32,-2.6458,149,-0.3393
ENSG00000162642,C1orf52,55,0.55841,24,-1.1265,49,-0.0537
ENSG00000153904,DDAH1,282,0.44824,230,-0.2354,183,-0.5928
ENSG00000117174,ZNHIT6,53,-1.0536,118,1.00616,103,0.76898
ENSG00000122417,ODF2L,70,-0.7529,68,-0.2420,168,1.26315
ENSG00000097033,SH3GLB1,47,-0.6422,107,1.18563,41,-0.3747
ENSG00000183291,SELENOF,73,0.70800,65,-0.0499,24,-1.5814
ENSG00000153936,HS2ST1,52,0.55923,39,-0.3470,31,-0.6832
ENSG00000143013,LMO4,1197,0.83201,291,-2.0184,1054,-0.0578
ENSG00000065243,PKN2,35,-1.3728,114,1.54981,68,0.63948
ENSG00000213516,RBMXL1,27,-0.4606,62,1.28305,12,-1.3015
ENSG00000197147,LRRC8B,155,1.44233,32,-2.1675,81,-0.7969
ENSG00000171492,LRRC8D,23,0.41975,21,-0.0322,13,-0.8136
ENSG00000162664,ZNF326,66,-1.6414,251,1.70439,163,0.90616
ENSG00000233593,LINC02609,20,1.18341,16,-0.1470,1,-3.7897
ENSG00000122482,ZNF644,67,-1.1388,230,1.78292,65,-0.3840
ENSG00000069702,TGFBR3,18,0.12681,16,-0.1472,17,-0.0799
ENSG00000172031,EPHX4,24,0.39964,1,-3.7718,35,0.68151
ENSG00000189195,BTBD8,313,1.26233,95,-1.6366,165,-0.8027
ENSG00000174842,GLMN,19,0.98621,14,-0.3065,5,-1.8639
ENSG00000122484,RPAP2,110,-0.5371,117,-0.0435,203,0.87088
