Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000116138,DNAJC16,33,0.74811,15,-0.5643,29,0.54006,38,0.98496,0,-6.2825,18,-0.2301,20,-0.0710
ENSG00000197312,DDI2,31,0.46268,24,0.04220,8,-1.6550,40,0.92004,0,-6.4096,23,0.01737,37,0.76920
ENSG00000116786,PLEKHM2,131,0.88021,125,0.99438,73,-0.1142,56,-0.5256,4,-4.4460,58,-0.4854,54,-0.5885
ENSG00000065526,SPEN,68,-1.7875,181,-0.3088,163,-0.4401,150,-0.5719,185,-0.2408,283,0.47270,501,1.52945
ENSG00000116809,ZBTB17,24,0.81057,12,-0.3469,11,-0.4765,25,0.85988,1,-3.7502,12,-0.3850,22,0.65724
ENSG00000037637,FBXO42,18,0.23570,8,-1.0959,28,1.05926,24,0.79594,17,0.13381,12,-0.4291,7,-1.1233
ENSG00000055070,SZRD1,31,-0.1491,34,0.02722,18,-0.9507,19,-0.8592,30,-0.1633,52,0.73400,50,0.67166
ENSG00000157191,NECAP2,12,-0.5319,11,-0.7531,0,-4.3040,13,-0.4374,47,1.89314,20,0.33966,19,0.21912
ENSG00000219481,NBPF1,9,-1.1900,11,-0.9609,18,-0.0893,9,-1.1852,27,0.55693,23,0.30383,45,1.54217
ENSG00000058453,CROCC,9,-0.3876,22,1.46957,3,-1.8490,25,1.40791,0,-5.3863,0,-4.7288,9,-0.3664
ENSG00000159363,ATP13A2,87,1.51095,52,0.65839,17,-1.2286,54,0.61427,0,-7.0806,14,-1.5405,24,-0.6936
ENSG00000117118,SDHB,52,0.74559,14,-1.5030,77,1.47465,53,0.75373,42,0.37027,5,-2.9337,13,-1.4713
ENSG00000117115,PADI2,54,-1.7543,65,-1.6179,58,-1.6474,16,-3.4766,529,2.19771,323,1.15875,223,0.49312
ENSG00000179051,RCC2,43,1.69561,19,0.25608,14,-0.3357,12,-0.5230,0,-5.9522,6,-1.4498,21,0.35857
ENSG00000074964,ARHGEF10L,21,-0.0842,14,-0.8157,25,0.16983,18,-0.3343,77,2.38854,7,-1.6278,1,-3.8679
ENSG00000117154,IGSF21,101,1.19811,47,-0.1396,44,-0.2263,138,1.81998,5,-3.3298,19,-1.5331,6,-3.1634
ENSG00000159423,ALDH4A1,21,-0.3690,23,-0.2807,25,-0.1472,9,-1.7131,99,2.54153,6,-2.2483,10,-1.5725
ENSG00000169991,IFFO2,24,1.03450,8,-0.7396,11,-0.2950,18,0.51671,10,-0.3444,10,-0.3193,13,0.05653
ENSG00000127481,UBR4,11,-2.1405,39,-0.3543,43,-0.1306,70,0.67831,36,-0.4115,17,-1.5431,120,1.69717
ENSG00000127463,EMC1,31,0.18542,33,0.34915,15,-1.0052,30,0.14165,31,0.19366,17,-0.8004,32,0.22850
ENSG00000053372,MRTO4,42,0.60736,26,-0.1987,35,0.30180,39,0.46910,34,0.22926,18,-0.7420,14,-1.1820
ENSG00000053371,AKR7A2,23,-0.5880,13,-1.5731,66,1.15285,10,-1.8161,99,2.00384,21,-0.7289,24,-0.5515
ENSG00000077549,CAPZB,112,-0.0962,86,-0.5950,201,0.90708,180,0.71201,103,-0.2231,66,-0.9237,115,-0.0488
ENSG00000173436,MICOS10,230,0.96313,111,-0.3204,198,0.68812,136,0.04921,96,-0.5195,121,-0.1395,53,-1.4356
ENSG00000158747,NBL1,163,0.54014,156,0.56041,164,0.56008,181,0.72920,42,-1.5906,40,-1.6869,42,-1.5929
ENSG00000169914,OTUD3,24,0.47259,21,0.27463,22,0.33311,33,0.99904,0,-6.0800,10,-0.9624,15,-0.3280
ENSG00000162545,CAMK2N1,1778,1.18934,721,-0.4211,1769,1.17949,708,-0.3967,429,-1.1796,665,-0.4975,444,-1.1273
ENSG00000090432,MUL1,13,-0.8844,8,-1.7083,31,0.46096,20,-0.2925,85,2.44598,14,-0.8762,11,-1.2429
ENSG00000183114,FAM43B,12,0.00297,25,1.68378,16,0.52210,14,0.31150,0,-5.4535,1,-3.3460,1,-2.8268
ENSG00000158828,PINK1,289,0.64154,195,-0.0314,250,0.39076,276,0.56274,116,-0.8472,192,-0.0475,71,-1.6059
ENSG00000244038,DDOST,22,0.82602,13,-0.1584,9,-0.6387,10,-0.4511,31,1.45661,4,-1.8649,7,-0.9266
ENSG00000117245,KIF17,25,0.78532,19,0.32878,22,0.52183,40,1.62657,0,-5.8789,0,-5.8256,3,-2.4143
ENSG00000189410,SH2D5,42,1.43670,26,0.63677,15,-0.3261,36,1.09907,0,-6.1115,0,-5.2664,5,-1.8787
ENSG00000127483,HP1BP3,185,-0.8700,229,-0.6064,339,0.09832,334,0.07291,410,0.42225,372,0.25662,455,0.60155
ENSG00000075151,EIF4G3,91,-1.5765,216,-0.2752,245,-0.0355,488,1.17110,178,-0.5494,242,-0.0548,326,0.44474
ENSG00000117298,ECE1,19,-0.8666,26,-0.4638,50,0.67290,11,-1.6456,94,1.87256,20,-0.7905,22,-0.6435
ENSG00000076864,RAP1GAP,130,0.52989,115,0.37944,59,-0.7605,264,1.89402,29,-1.8145,22,-2.2432,25,-2.0367
ENSG00000090686,USP48,41,-1.2217,66,-0.5585,76,-0.2640,143,0.80457,12,-2.9602,103,0.24030,208,1.51077
ENSG00000070831,CDC42,130,-0.1828,87,-0.9163,204,0.57281,174,0.30051,240,0.86036,164,0.19906,77,-1.0058
ENSG00000133216,EPHB2,11,-0.5825,18,0.24835,16,-0.0130,23,0.64541,1,-3.9305,11,-0.6144,29,1.04763
ENSG00000004487,KDM1A,43,-0.0696,38,-0.3370,62,0.53897,71,0.76006,49,0.12294,27,-0.7998,34,-0.4572
ENSG00000169641,LUZP1,104,-0.2699,159,0.52849,126,0.05160,298,1.61249,41,-1.7087,24,-2.4890,68,-0.9310
ENSG00000125944,HNRNPR,78,-0.7284,78,-0.8292,81,-0.6622,158,0.41735,150,0.33155,181,0.65808,181,0.65179
ENSG00000117318,ID3,10,-1.2498,16,-0.5552,67,2.08175,0,-7.2428,31,0.59491,13,-0.8663,23,0.07123
ENSG00000142676,RPL11,350,0.00281,202,-0.9808,619,0.99203,125,-1.6054,397,0.21117,654,1.09345,248,-0.5543
ENSG00000011007,ELOA,18,-0.6397,24,-0.2573,41,0.69696,18,-0.6305,40,0.63746,23,-0.2609,30,0.15330
ENSG00000057757,PITHD1,113,0.64408,57,-0.5588,122,0.78716,100,0.43223,58,-0.4641,60,-0.3975,50,-0.6791
ENSG00000011009,LYPLA2,43,1.62838,21,0.36321,26,0.65878,19,0.17768,1,-4.0020,7,-1.3450,1,-4.0870
ENSG00000117308,GALE,19,1.11353,7,-0.6377,11,0.11605,25,1.63550,0,-5.2218,1,-3.2557,10,0.03160
ENSG00000117305,HMGCL,23,0.49206,7,-1.5277,27,0.78457,9,-1.0202,35,1.23926,23,0.50697,6,-1.6058
ENSG00000189266,PNRC2,60,0.51671,24,-1.0504,77,0.96311,48,0.14675,26,-0.8391,44,0.01297,48,0.15632
ENSG00000188529,SRSF10,47,-0.7382,40,-1.1033,139,1.08520,86,0.23479,70,-0.0896,57,-0.4225,117,0.76747
ENSG00000001461,NIPAL3,50,-1.2218,73,-0.7189,102,-0.0982,89,-0.3210,47,-1.3112,231,1.33520,204,1.09767
ENSG00000133226,SRRM1,97,-1.8212,183,-0.9689,233,-0.4826,181,-0.8766,148,-1.1898,395,0.38246,1095,2.42874
ENSG00000169504,CLIC4,32,-1.4855,26,-1.9790,59,-0.5490,11,-3.0929,167,1.22288,225,1.83521,120,0.62341
ENSG00000117614,SYF2,109,-0.0550,105,-0.1366,148,0.44923,82,-0.5216,88,-0.3961,147,0.43970,120,0.09639
ENSG00000117616,RSRP1,62,-0.3129,32,-1.4578,131,0.95347,115,0.71323,76,0.00898,54,-0.5492,101,0.49460
ENSG00000183726,TMEM50A,95,0.96688,28,-1.1239,61,0.19415,89,0.85782,34,-0.7175,61,0.18780,36,-0.6574
ENSG00000204178,MACO1,26,-1.3821,50,-0.4004,99,0.79336,67,0.10851,37,-0.8257,50,-0.3646,120,1.14473
ENSG00000117643,MAN1C1,58,1.28873,16,-0.9899,33,0.30319,33,0.29129,22,-0.3765,16,-0.8642,28,0.02632
ENSG00000162430,SELENON,49,0.63631,36,0.15725,32,-0.0501,29,-0.2246,25,-0.4564,22,-0.6321,37,0.16958
ENSG00000117640,MTFR1L,69,0.75435,40,-0.1981,33,-0.4543,67,0.72083,26,-0.8269,27,-0.7490,50,0.22180
ENSG00000117632,STMN1,470,-0.3232,449,-0.4539,628,0.15060,1190,1.29345,320,-0.9294,677,0.27731,404,-0.5620
ENSG00000158008,EXTL1,51,0.91227,42,0.69190,18,-0.7657,67,1.42799,0,-6.7729,8,-1.9243,11,-1.5880
ENSG00000142669,SH3BGRL3,99,0.16459,99,0.18196,64,-0.5459,137,0.72029,42,-1.1964,113,0.38587,66,-0.4961
ENSG00000117682,DHDDS,11,-0.6612,14,-0.2621,33,1.25908,24,0.69328,21,0.41410,3,-2.4198,9,-0.8961
ENSG00000198830,HMGN2,130,0.00100,66,-1.1874,254,1.17920,61,-1.1763,116,-0.1841,216,0.87613,129,-0.0140
ENSG00000117713,ARID1A,46,-0.6087,52,-0.4768,70,0.06208,75,0.17298,96,0.59481,58,-0.2506,90,0.49867
ENSG00000204160,ZDHHC18,25,0.70347,20,0.47378,1,-3.9156,29,1.00068,14,-0.2004,5,-1.6501,14,-0.2230
ENSG00000142751,GPN2,29,0.43001,14,-0.7476,22,-0.0018,30,0.52444,22,-0.0238,25,0.20610,20,-0.1658
ENSG00000090273,NUDC,182,0.43103,121,-0.2818,276,1.18454,143,0.03169,81,-0.8858,113,-0.3528,88,-0.7475
ENSG00000253368,TRNP1,32,1.13321,21,0.43559,15,-0.1864,32,1.12242,9,-1.0135,3,-2.2864,1,-4.2666
ENSG00000090020,SLC9A1,28,1.19758,27,1.52181,5,-1.3739,23,0.83418,0,-5.6826,0,-7.3694,0,-4.7499
ENSG00000142784,WDTC1,34,0.31386,36,0.49675,32,0.20623,39,0.53592,1,-4.5688,20,-0.4974,27,-0.0896
ENSG00000186501,TMEM222,65,0.74344,37,-0.2356,26,-0.7697,53,0.37864,52,0.34088,30,-0.5172,36,-0.2320
ENSG00000158195,WASF2,28,-1.7078,49,-0.9815,84,-0.0179,14,-2.6749,136,0.80679,135,0.78614,185,1.37645
ENSG00000126705,AHDC1,55,0.29513,59,0.48843,28,-0.8044,73,0.76315,63,0.51841,7,-2.7815,26,-0.8970
ENSG00000126709,IFI6,62,-0.6825,90,-0.1003,183,1.15420,101,0.11293,100,0.09974,78,-0.3039,52,-0.9346
ENSG00000009780,FAM76A,19,0.07542,11,-0.9317,9,-1.0890,27,0.65786,18,-0.0624,12,-0.6444,40,1.36862
ENSG00000117758,STX12,81,0.04794,36,-1.3463,121,0.73759,99,0.38384,119,0.71308,82,0.08184,53,-0.6238
ENSG00000117751,PPP1R8,24,0.00305,16,-0.6867,34,0.59942,34,0.58933,10,-1.3174,46,1.13160,10,-1.2741
ENSG00000117748,RPA2,41,1.10178,11,-1.2175,41,1.07348,23,0.11304,30,0.53497,16,-0.4972,2,-3.6051
ENSG00000126698,DNAJC8,143,-0.5071,165,-0.3196,225,0.22408,218,0.16989,185,-0.1003,263,0.49221,207,0.08398
ENSG00000130770,ATP5IF1,265,0.89226,83,-1.1392,351,1.42339,216,0.52652,124,-0.3883,64,-1.4040,78,-1.1199
ENSG00000204138,PHACTR4,23,-1.1480,25,-1.1636,67,0.54102,21,-1.3100,20,-1.3808,55,0.22213,151,2.15297
ENSG00000180098,TRNAU1AP,10,-0.6188,17,0.21876,15,-0.0217,26,0.94304,0,-5.8051,17,0.23807,18,0.30280
ENSG00000162419,GMEB1,13,-0.0252,11,-0.2826,5,-1.3473,28,1.36329,0,-5.5737,6,-1.1878,29,1.42974
ENSG00000198492,YTHDF2,46,-0.2534,32,-0.9017,56,0.06928,92,0.90933,88,0.83026,42,-0.3900,42,-0.3814
ENSG00000116329,OPRD1,23,1.54598,9,-0.1085,0,-5.6895,34,2.42084,0,-5.1429,0,-6.8420,2,-2.3085
ENSG00000159023,EPB41,11,-0.6000,26,0.96001,13,-0.3999,38,1.45356,0,-5.9374,12,-0.5255,6,-1.4720
ENSG00000116350,SRSF4,40,-0.9588,68,-0.1136,106,0.63650,49,-0.6442,25,-1.6290,104,0.60394,121,0.87854
ENSG00000116353,MECR,21,0.52139,18,0.24242,31,1.15693,26,0.86616,0,-5.8484,8,-1.0884,4,-2.0468
ENSG00000060656,PTPRU,6,-1.2700,24,1.10822,4,-1.8196,43,1.99547,2,-2.7775,8,-0.8089,3,-2.2922
ENSG00000162512,SDC3,129,-0.1260,112,-0.4010,118,-0.2725,96,-0.5956,383,1.86977,92,-0.6728,73,-1.0317
ENSG00000134644,PUM1,142,-0.2237,146,-0.2059,202,0.36299,282,0.95154,190,0.25992,88,-0.9672,105,-0.6976
ENSG00000121766,ZCCHC17,102,-0.2666,101,-0.3176,157,0.44856,165,0.53176,84,-0.5654,129,0.12315,121,0.01104
ENSG00000121769,FABP3,17,-0.3612,23,0.12075,12,-0.8274,73,2.36276,3,-2.7556,2,-3.5269,17,-0.3171
ENSG00000162517,PEF1,54,0.99430,29,-0.1057,20,-0.6840,42,0.54343,27,-0.1906,34,0.19989,8,-1.9454
ENSG00000084636,COL16A1,37,0.20625,19,-0.9931,26,-0.3763,31,-0.1120,58,0.95948,22,-0.6579,53,0.79602
ENSG00000121753,ADGRB2,183,0.81784,152,0.59286,95,-0.2841,229,1.23550,5,-4.6881,33,-1.9270,60,-1.0189
ENSG00000184007,PTP4A2,93,-2.5181,243,-1.2042,232,-1.1503,127,-2.0594,419,-0.2231,1514,2.18193,975,1.24806
ENSG00000121774,KHDRBS1,104,-0.2471,84,-0.6660,236,1.17442,130,0.12420,131,0.13054,91,-0.4556,107,-0.1965
ENSG00000121775,TMEM39B,22,0.89716,16,0.39545,15,0.25532,22,0.87214,4,-1.8637,8,-0.6917,1,-3.4321
ENSG00000025800,KPNA6,74,0.49723,57,0.04900,35,-0.7102,101,1.03851,17,-1.7992,38,-0.5792,63,0.21102
ENSG00000084652,TXLNA,34,0.59844,17,-0.6086,23,-0.0169,17,-0.5304,18,-0.4563,33,0.53248,31,0.45234
ENSG00000084623,EIF3I,82,0.49463,51,-0.3553,80,0.43405,77,0.37863,79,0.41057,36,-0.8281,36,-0.8534
ENSG00000116478,HDAC1,21,0.49861,11,-0.6861,17,0.11310,5,-1.5985,3,-2.2263,26,0.82409,32,1.22300
ENSG00000175130,MARCKSL1,95,-1.2273,75,-1.7261,116,-0.9223,61,-1.9029,415,1.22575,510,1.63590,309,0.67923
ENSG00000160058,BSDC1,32,-0.5279,43,-0.0781,55,0.32118,54,0.31372,23,-1.0565,41,-0.1352,68,0.69911
ENSG00000160062,ZBTB8A,23,0.70979,13,-0.1618,4,-1.9923,13,-0.1922,0,-5.7705,8,-0.9773,44,2.00837
ENSG00000176261,ZBTB8OS,45,1.41931,8,-1.4655,34,0.89566,22,0.14414,0,-6.2084,18,-0.1656,25,0.35658
ENSG00000162521,RBBP4,67,-0.6521,67,-0.7352,123,0.32955,101,0.00073,173,0.93464,86,-0.2645,123,0.32528
