Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000242485,MRPL20,126,0.28746,46,-1.2972,100,-0.0873,53,-1.1873,170,0.79864,117,0.16645,194,1.02644,93,-0.2037
ENSG00000179403,VWA1,126,1.83966,43,-0.0618,123,1.79041,20,-1.3725,31,-0.5796,15,-1.6591,9,-2.4027,18,-1.4296
ENSG00000205090,TMEM240,126,2.32650,7,-2.4417,16,-1.2826,25,-0.6197,7,-2.3489,40,0.17943,30,-0.2740,47,0.43842
ENSG00000160075,SSU72,126,0.05312,38,-1.7963,112,-0.1437,84,-0.6699,148,0.31539,116,-0.0774,238,1.14213,154,0.37899
ENSG00000228594,FNDC10,126,2.16565,8,-2.2976,5,-2.9089,24,-0.8543,31,-0.3275,30,-0.4130,26,-0.6401,74,1.10924
ENSG00000272106,AL691432.2,126,2.70982,10,-1.7133,26,-0.2456,8,-2.2191,28,-0.1449,4,-2.8619,49,0.78504,18,-0.8580
ENSG00000197530,MIB2,126,2.32621,14,-1.4867,13,-1.5365,29,-0.3901,27,-0.4615,4,-3.2378,28,-0.4139,55,0.70842
ENSG00000248333,CDK11B,126,0.87007,237,2.09542,49,-0.6893,65,-0.2606,28,-1.5182,47,-0.7247,24,-1.7647,36,-1.1389
ENSG00000189339,SLC35E2B,126,2.69884,19,-0.7325,8,-2.0384,22,-0.5595,24,-0.4290,4,-3.0773,22,-0.5469,31,0.00941
ENSG00000008128,CDK11A,126,1.69426,174,2.38902,11,-2.1710,37,-0.4852,12,-2.0760,9,-2.5785,15,-1.8057,15,-1.7436
ENSG00000215790,SLC35E2A,126,2.64688,8,-2.0638,7,-2.1589,27,-0.3116,39,0.34802,3,-3.2921,26,-0.3100,21,-0.6027
ENSG00000008130,NADK,126,2.47965,12,-1.5683,13,-1.4947,23,-0.6697,32,-0.0696,28,-0.3132,20,-0.8264,27,-0.3318
ENSG00000078369,GNB1,126,-1.5958,100,-1.9485,197,-0.9220,285,-0.3903,668,1.08342,414,0.25409,627,0.97008,485,0.52242
ENSG00000187730,GABRD,126,0.53321,15,-2.6961,2,-5.5344,41,-1.3747,96,0.07989,92,0.01166,240,1.71505,170,1.05680
ENSG00000067606,PRKCZ,126,-0.1774,57,-1.4089,83,-0.8331,120,-0.2962,185,0.45109,104,-0.4888,215,0.70085,260,1.04091
ENSG00000162585,FAAP20,126,1.77576,30,-0.7005,38,-0.3266,33,-0.6196,67,0.59602,11,-2.1204,45,-0.0447,36,-0.4013
ENSG00000157933,SKI,126,1.41068,44,-0.3696,54,-0.0536,67,0.35175,54,-0.0585,32,-0.8612,28,-1.0904,30,-0.9524
ENSG00000157916,RER1,126,1.43735,23,-1.3480,47,-0.2664,26,-1.2682,60,0.14531,73,0.46243,57,0.04587,58,0.09010
ENSG00000157911,PEX10,126,2.59596,17,-0.9543,12,-1.5179,16,-1.1974,49,0.68407,1,-4.5189,27,-0.2505,26,-0.3626
ENSG00000157870,PRXL2B,126,1.40533,13,-2.2059,14,-2.1201,59,0.09717,49,-0.2074,40,-0.5312,72,0.40392,73,0.42428
ENSG00000177133,PRDM16-DT,126,2.22271,5,-2.8743,6,-2.7916,31,-0.3473,74,1.14053,30,-0.3607,24,-0.6817,12,-1.7185
ENSG00000158109,TPRG1L,126,0.12464,23,-2.4687,27,-2.2356,83,-0.6094,108,-0.1274,148,0.38958,269,1.45697,185,0.76807
ENSG00000130764,LRRC47,126,1.18774,21,-1.6652,54,-0.2515,35,-0.9927,59,-0.0977,87,0.52743,85,0.48709,64,0.03516
ENSG00000116198,CEP104,126,1.25216,130,1.30365,70,0.23013,56,-0.1398,42,-0.5754,17,-1.9566,18,-1.8313,32,-1.0099
ENSG00000196581,AJAP1,126,1.33620,16,-1.9410,34,-0.8384,73,0.43772,17,-1.8946,70,0.31133,70,0.29018,44,-0.4312
ENSG00000069424,KCNAB2,126,0.08989,22,-2.5524,14,-3.1706,89,-0.5204,164,0.52749,105,-0.2036,284,1.51932,180,0.68711
ENSG00000116254,CHD5,126,-1.3153,113,-1.4828,47,-2.7797,654,1.77174,198,-0.6276,229,-0.3982,213,-0.5118,412,0.55968
ENSG00000116251,RPL22,126,-1.7328,547,0.57110,496,0.40471,267,-0.6599,704,1.01316,287,-0.4820,567,0.63096,231,-0.8174
ENSG00000116237,ICMT,126,2.27896,13,-1.5515,4,-3.2180,28,-0.4881,33,-0.1738,32,-0.2370,46,0.35922,21,-0.8418
ENSG00000097021,ACOT7,126,0.54414,26,-1.9322,22,-2.1562,49,-1.0639,73,-0.3493,122,0.49273,259,1.88352,92,0.01353
ENSG00000171680,PLEKHG5,126,2.54786,3,-3.2106,3,-3.5620,23,-0.6538,14,-1.2716,29,-0.2227,49,0.64988,27,-0.3328
ENSG00000162408,NOL9,126,1.77214,19,-1.3858,22,-1.1624,55,0.32349,29,-0.7271,31,-0.6306,29,-0.7508,52,0.19032
ENSG00000162413,KLHL21,126,2.35068,8,-2.2573,20,-0.8968,26,-0.5658,46,0.42869,22,-0.7833,24,-0.6304,24,-0.6447
ENSG00000007923,DNAJC11,126,1.86435,14,-1.7621,17,-1.5073,50,0.20675,40,-0.1674,19,-1.3103,28,-0.7223,57,0.41696
ENSG00000171735,CAMTA1,126,-1.6296,183,-1.0653,211,-0.8494,452,0.42585,394,0.13898,466,0.41581,314,-0.2301,660,1.02118
ENSG00000049245,VAMP3,126,1.89759,49,0.16900,76,0.92970,28,-0.7978,47,0.11552,8,-2.4816,20,-1.1890,12,-1.8986
ENSG00000049246,PER3,126,1.02831,71,0.05175,92,0.48161,38,-1.0338,63,-0.1404,91,0.46146,41,-0.8180,59,-0.2323
ENSG00000116288,PARK7,126,-0.5007,64,-1.5394,93,-0.9722,92,-1.0798,305,0.96104,250,0.60966,436,1.63323,98,-0.8868
ENSG00000142599,RERE,126,-0.4526,341,1.21810,114,-0.6129,180,0.12735,106,-0.7284,196,0.25089,114,-0.6163,155,-0.1289
ENSG00000074800,ENO1,126,-1.5545,96,-1.9552,234,-0.6112,223,-0.7631,650,1.08431,647,1.07634,572,0.85647,327,-0.0829
ENSG00000171612,SLC25A33,126,1.97454,5,-3.0346,24,-0.8630,25,-0.9225,54,0.41107,56,0.45320,38,-0.1520,27,-0.7210
ENSG00000171603,CLSTN1,126,-1.9143,144,-1.7206,190,-1.3056,433,-0.0241,314,-0.5282,697,0.77828,807,1.03997,801,1.02792
ENSG00000178585,CTNNBIP1,126,1.97895,14,-1.6927,24,-0.8496,38,-0.2025,53,0.37509,21,-1.0985,24,-0.8828,42,-0.0051
ENSG00000162441,LZIC,126,0.99513,87,0.35409,125,0.98120,62,-0.2277,53,-0.4569,41,-0.8235,38,-0.9619,37,-0.9960
ENSG00000130939,UBE4B,126,1.55639,38,-0.5069,34,-0.6734,30,-0.9244,22,-1.3363,80,0.71181,44,-0.2577,63,0.32089
ENSG00000054523,KIF1B,126,-2.0375,684,0.60313,686,0.60893,520,0.16629,393,-0.3075,609,0.40579,267,-0.9092,479,0.00953
ENSG00000142657,PGD,126,1.70191,11,-2.1544,29,-0.7843,33,-0.6640,38,-0.3905,55,0.20631,55,0.21998,53,0.16573
ENSG00000241563,CORT,126,2.45699,5,-2.8144,0,-5.8104,5,-2.9253,33,-0.0467,15,-1.2662,85,1.58881,33,-0.0691
ENSG00000160049,DFFA,126,0.77570,102,0.40592,111,0.54988,93,0.30836,54,-0.6173,57,-0.5317,38,-1.1438,41,-1.0444
ENSG00000120948,TARDBP,126,0.75135,95,0.27191,52,-0.6900,49,-0.8500,71,-0.1968,121,0.67687,83,0.05198,77,-0.0656
ENSG00000116649,SRM,126,1.30551,22,-1.4912,48,-0.3268,30,-1.1496,70,0.27708,43,-0.4965,83,0.56544,79,0.47063
ENSG00000171824,EXOSC10,126,1.50503,53,-0.0122,69,0.41283,53,-0.0124,18,-1.6767,28,-0.9928,37,-0.5922,44,-0.3178
ENSG00000198793,MTOR,126,1.92602,24,-0.8860,27,-0.7438,19,-1.3733,23,-0.9778,51,0.26684,59,0.50092,41,-0.0898
ENSG00000116661,FBXO2,126,-0.1801,36,-2.0751,140,-0.0157,99,-0.6292,247,0.94418,129,-0.1430,272,1.12296,122,-0.2298
ENSG00000132879,FBXO44,126,0.78928,26,-1.6777,42,-0.9847,74,-0.1253,67,-0.2617,68,-0.2428,99,0.36687,134,0.89863
ENSG00000177000,MTHFR,126,2.18027,19,-1.0478,23,-0.7790,44,0.23547,23,-0.8099,14,-1.5243,15,-1.3938,37,-0.0442
ENSG00000011021,CLCN6,126,0.71846,22,-2.0337,46,-0.9116,77,-0.1153,77,-0.1061,79,-0.0624,57,-0.5680,178,1.33744
ENSG00000116685,KIAA2013,126,2.07591,11,-1.9206,53,0.44480,27,-0.7064,20,-1.0551,30,-0.4586,37,-0.1380,31,-0.4027
ENSG00000116688,MFN2,126,0.20732,104,-0.1033,79,-0.5380,93,-0.3208,98,-0.1998,125,0.19551,167,0.67947,114,0.04263
ENSG00000048707,VPS13D,126,0.89327,52,-0.5531,81,0.14534,80,0.14149,72,-0.0414,45,-0.8000,55,-0.4690,76,0.03983
ENSG00000162496,DHRS3,126,2.39772,13,-1.4833,33,-0.1001,11,-1.8413,41,0.27299,39,0.18121,21,-0.7973,18,-0.9863
ENSG00000116731,PRDM2,126,-0.9159,296,0.44480,186,-0.3117,356,0.91456,121,-0.9869,200,-0.1942,163,-0.5242,230,0.02938
ENSG00000189337,KAZN,126,1.01901,72,0.05401,98,0.56825,49,-0.5966,47,-0.6207,59,-0.2449,59,-0.2618,64,-0.1264
ENSG00000142634,EFHD2,126,0.78237,16,-2.4304,29,-1.5568,92,0.27960,72,-0.1479,46,-0.8432,35,-1.2643,204,1.68111
ENSG00000116138,DNAJC16,126,1.80473,20,-1.2531,24,-0.9906,34,-0.5261,28,-0.7513,30,-0.6380,48,0.07126,67,0.62807
ENSG00000197312,DDI2,126,1.38031,34,-0.8255,74,0.44216,59,0.05518,20,-1.6041,58,0.03074,35,-0.7796,48,-0.2701
ENSG00000116786,PLEKHM2,126,0.04135,109,-0.1944,90,-0.4880,116,-0.1131,222,0.99984,97,-0.3802,90,-0.4932,141,0.22652
ENSG00000065526,SPEN,126,-0.9400,548,1.52747,386,0.87529,261,0.24457,82,-1.6002,217,-0.0953,78,-1.6695,108,-1.1776
ENSG00000116809,ZBTB17,126,2.50559,19,-0.8655,33,-0.0280,12,-1.6227,25,-0.4306,21,-0.7124,31,-0.0964,20,-0.8203
ENSG00000037637,FBXO42,126,2.55122,15,-1.2256,11,-1.6489,23,-0.6431,29,-0.1903,16,-1.1059,29,-0.1934,24,-0.4989
ENSG00000055070,SZRD1,126,1.99091,35,-0.2952,51,0.31147,30,-0.5938,22,-1.0042,36,-0.2394,19,-1.2080,29,-0.5954
ENSG00000159363,ATP13A2,126,0.95244,17,-2.1458,8,-3.2237,40,-1.0210,91,0.39302,85,0.27023,116,0.81000,123,0.90224
ENSG00000117118,SDHB,126,1.41253,17,-1.7946,28,-1.0747,20,-1.7148,69,0.35355,78,0.54020,111,1.17443,34,-0.7795
ENSG00000117115,PADI2,126,0.87603,119,0.77844,280,2.49237,29,-1.5602,42,-0.8933,8,-3.3100,19,-2.0935,21,-1.9362
ENSG00000117154,IGSF21,126,1.27054,8,-2.9644,20,-1.7074,55,-0.1550,54,-0.1676,27,-1.2202,64,0.08865,132,1.36132
ENSG00000159423,ALDH4A1,126,2.63964,8,-1.9630,19,-0.8123,19,-0.8393,40,0.38931,9,-1.8981,16,-1.0159,27,-0.2426
ENSG00000127481,UBR4,126,1.11697,94,0.60091,97,0.65953,79,0.36529,20,-1.7805,25,-1.4501,23,-1.6335,45,-0.6070
ENSG00000127463,EMC1,126,2.00102,16,-1.4464,32,-0.4000,18,-1.4455,47,0.18214,42,0.01717,35,-0.2837,42,0.00652
ENSG00000053372,MRTO4,126,1.86711,21,-1.1809,25,-0.9177,36,-0.3676,32,-0.5024,36,-0.3310,41,-0.1356,47,0.09214
ENSG00000053371,AKR7A2,126,2.15929,22,-0.8838,34,-0.1871,21,-1.0187,39,-0.0040,20,-1.0424,43,0.15139,23,-0.8280
ENSG00000077549,CAPZB,126,0.09309,61,-1.0454,131,0.15485,79,-0.7319,136,0.21268,102,-0.2488,205,0.91786,154,0.42327
ENSG00000173436,MICOS10,126,-0.7978,112,-0.9810,161,-0.4203,134,-0.7807,451,1.32796,143,-0.6002,342,0.82368,281,0.48792
ENSG00000158747,NBL1,126,0.26835,44,-1.3882,36,-1.6798,91,-0.2849,140,0.44067,122,0.21141,125,0.25053,188,0.95567
ENSG00000162545,CAMK2N1,126,-3.3151,738,-0.6812,912,-0.3504,962,-0.3001,1862,0.83436,1418,0.36663,2562,1.42137,671,-0.8284
ENSG00000158828,PINK1,126,-1.3613,167,-0.9350,162,-0.9805,197,-0.7560,511,0.88087,384,0.39182,639,1.29079,343,0.20259
ENSG00000117245,KIF17,126,2.66279,4,-2.9502,0,-8.0608,8,-2.2165,32,0.02162,11,-1.5237,13,-1.3258,80,1.65251
ENSG00000189410,SH2D5,126,2.12101,1,-5.3149,7,-2.6542,19,-1.2105,16,-1.3415,47,0.26625,70,0.96088,51,0.40362
ENSG00000127483,HP1BP3,126,-1.3193,483,0.83209,442,0.67686,315,0.12302,202,-0.5987,305,0.05653,200,-0.6158,264,-0.1746
ENSG00000075151,EIF4G3,126,-1.0898,295,0.25148,278,0.14886,267,0.09517,114,-1.2437,491,1.13197,188,-0.4747,255,0.00928
ENSG00000076864,RAP1GAP,126,0.36631,17,-2.6613,37,-1.5559,120,0.32351,54,-0.9865,132,0.43726,78,-0.4166,226,1.39944
ENSG00000090686,USP48,126,0.30574,186,0.96813,157,0.67967,98,-0.1276,39,-1.5207,141,0.49465,51,-1.1113,46,-1.2672
ENSG00000070831,CDC42,126,-0.3495,72,-1.2109,187,0.28172,79,-1.1758,167,0.09844,207,0.45352,252,0.79036,245,0.74596
ENSG00000004487,KDM1A,126,1.44728,34,-0.7487,28,-1.0342,43,-0.4488,31,-0.8704,49,-0.1695,63,0.21094,77,0.55897
ENSG00000169641,LUZP1,126,-0.2446,63,-1.3063,105,-0.5276,179,0.37428,118,-0.3531,241,0.83146,99,-0.6250,212,0.61127
ENSG00000125944,HNRNPR,126,-0.1110,186,0.52797,201,0.65787,117,-0.2688,89,-0.6664,136,0.00844,157,0.24467,89,-0.6570
ENSG00000142676,RPL11,126,-1.8677,517,0.32218,591,0.54918,289,-0.6819,770,1.01290,285,-0.6333,644,0.69701,311,-0.4958
ENSG00000011007,ELOA,126,1.90789,51,0.26577,41,-0.0905,36,-0.3195,18,-1.3316,25,-0.8732,30,-0.5736,27,-0.7314
ENSG00000057757,PITHD1,126,0.28738,36,-1.6639,51,-1.1260,50,-1.2723,120,0.20840,153,0.60584,187,0.96115,179,0.88920
ENSG00000011009,LYPLA2,126,2.61053,8,-2.0465,4,-3.1521,13,-1.4933,19,-0.8050,32,0.00222,16,-1.0275,57,0.96283
ENSG00000189266,PNRC2,126,1.16387,25,-1.4116,61,-0.0654,48,-0.5072,62,-0.0473,83,0.42571,67,0.08189,54,-0.2734
ENSG00000188529,SRSF10,126,0.57247,57,-0.7082,142,0.77174,69,-0.4514,62,-0.5879,149,0.86414,41,-1.2097,88,-0.0154
ENSG00000001461,NIPAL3,126,-0.2306,215,0.64668,315,1.33547,137,-0.1130,68,-1.1920,110,-0.4445,64,-1.2681,139,-0.0769
ENSG00000133226,SRRM1,126,-1.8491,1556,2.48524,439,0.07554,480,0.25460,115,-1.9887,317,-0.4479,121,-1.9150,142,-1.6786
ENSG00000169504,CLIC4,126,1.02132,82,0.27734,242,2.33675,44,-0.8038,34,-1.1075,23,-1.6867,9,-2.9829,19,-1.9857
ENSG00000117614,SYF2,126,-0.0851,191,0.59990,199,0.67254,116,-0.2535,145,0.13896,93,-0.5613,105,-0.3726,106,-0.3605
ENSG00000117616,RSRP1,126,0.59100,54,-0.7741,124,0.56253,80,-0.1771,39,-1.2658,149,0.87992,67,-0.4330,75,-0.2568
ENSG00000183726,TMEM50A,126,0.95724,18,-2.0924,60,-0.2883,57,-0.4094,57,-0.3668,113,0.75942,93,0.43631,64,-0.1916
ENSG00000204178,MACO1,126,0.94307,81,0.18231,69,-0.0788,75,0.06366,37,-1.0261,107,0.65604,44,-0.7901,36,-1.0629
ENSG00000117643,MAN1C1,126,2.02443,10,-2.0581,0,-7.7258,33,-0.4221,24,-0.8700,52,0.38688,66,0.78042,28,-0.6006
ENSG00000162430,SELENON,126,2.54641,15,-1.2326,10,-1.7220,34,0.07079,32,-0.0317,3,-3.2917,14,-1.3093,27,-0.3282
ENSG00000117640,MTFR1L,126,1.07723,19,-1.8823,44,-0.6540,53,-0.4307,60,-0.1777,76,0.20888,76,0.20376,96,0.59070
ENSG00000117632,STMN1,126,-2.5492,384,-0.8858,560,-0.2945,418,-0.8343,597,-0.1926,1086,0.80451,1471,1.35913,997,0.65588
ENSG00000158008,EXTL1,126,1.98054,7,-2.5950,0,-8.4771,45,0.12827,30,-0.5115,14,-1.7224,52,0.35439,59,0.56612
ENSG00000142684,ZNF593,126,2.63896,4,-2.9223,21,-0.6257,7,-2.4360,19,-0.8312,24,-0.4236,45,0.58406,32,0.01617
ENSG00000142669,SH3BGRL3,126,-0.0755,83,-0.7308,67,-1.0558,110,-0.3252,198,0.67196,87,-0.6704,213,0.80157,195,0.64695
ENSG00000198830,HMGN2,126,-0.4364,156,-0.0987,269,0.80891,113,-0.6720,249,0.67417,187,0.19582,205,0.34662,75,-1.2320
ENSG00000117713,ARID1A,126,0.28999,77,-0.5070,221,1.27346,119,0.22653,62,-0.8437,98,-0.1293,60,-0.8827,69,-0.6703
ENSG00000142751,GPN2,126,2.35338,22,-0.7184,21,-0.8450,27,-0.4992,18,-1.0449,29,-0.3213,14,-1.4561,37,0.05259
ENSG00000090273,NUDC,126,-0.3749,113,-0.5461,98,-0.7765,98,-0.8587,187,0.26128,269,0.87794,304,1.10184,144,-0.1622
ENSG00000253368,TRNP1,126,1.74949,5,-3.2340,6,-2.9696,25,-1.0980,62,0.45575,44,-0.0942,79,0.87045,51,0.12988
ENSG00000142784,WDTC1,126,2.21386,20,-0.9614,23,-0.7857,22,-0.9290,47,0.36084,22,-0.8606,23,-0.7868,35,-0.1027
ENSG00000186501,TMEM222,126,1.69159,28,-0.8457,25,-1.0421,49,0.02333,33,-0.6064,16,-1.6743,38,-0.3993,72,0.66017
ENSG00000158195,WASF2,126,0.48454,165,0.94384,223,1.51036,84,-0.2107,58,-0.7635,54,-0.8707,27,-1.9074,27,-1.9238
ENSG00000126705,AHDC1,126,0.86397,39,-1.0471,54,-0.5318,89,0.31194,34,-1.2194,88,0.24120,47,-0.7384,114,0.67995
ENSG00000126709,IFI6,126,0.13873,53,-1.2054,157,0.50403,117,0.02417,125,0.12081,113,-0.0355,92,-0.3738,142,0.32725
ENSG00000009780,FAM76A,126,2.12542,25,-0.7352,27,-0.5693,39,-0.0166,20,-1.0607,44,0.19204,14,-1.5450,20,-1.0551
ENSG00000117758,STX12,126,0.56997,57,-0.7015,123,0.52809,49,-1.0410,87,-0.0397,78,-0.2168,108,0.30272,128,0.58985
ENSG00000117751,PPP1R8,126,2.17637,20,-1.0309,23,-0.7923,25,-0.7459,21,-0.9319,66,0.89520,27,-0.5323,13,-1.6321
ENSG00000117748,RPA2,126,1.94024,3,-3.7805,41,-0.0911,27,-0.7933,23,-0.9403,53,0.35137,68,0.77302,17,-1.3894
ENSG00000126698,DNAJC8,126,-0.8685,264,0.30396,260,0.28146,237,0.14364,179,-0.3240,286,0.43870,210,-0.0709,174,-0.3657
ENSG00000130770,ATP5IF1,126,-0.9289,82,-1.5853,91,-1.4223,102,-1.3725,320,0.55964,324,0.58422,689,2.01326,217,-0.0811
ENSG00000204138,PHACTR4,126,1.06187,134,1.16985,122,1.00434,70,0.05689,21,-1.7610,19,-1.9036,10,-2.8686,36,-0.9894
ENSG00000180098,TRNAU1AP,126,2.46380,18,-0.9557,35,0.03037,21,-0.8121,23,-0.5968,10,-1.7986,16,-1.1801,35,0.05392
ENSG00000198492,YTHDF2,126,0.78974,21,-2.0358,102,0.42384,71,-0.1836,59,-0.4560,95,0.29811,82,0.06795,82,0.06363
ENSG00000159023,EPB41,126,2.05851,19,-1.1811,15,-1.5247,54,0.55462,28,-0.5797,31,-0.4193,13,-1.6855,25,-0.7756
ENSG00000116350,SRSF4,126,0.21731,240,1.34135,117,0.08783,99,-0.1981,66,-0.8069,121,0.14638,59,-0.9905,68,-0.7652
ENSG00000116353,MECR,126,2.60041,3,-3.1937,8,-2.0994,22,-0.6714,27,-0.2705,8,-2.0801,35,0.14174,38,0.27115
ENSG00000162512,SDC3,126,0.53298,64,-0.5748,137,0.66858,73,-0.4007,109,0.29472,97,0.09609,68,-0.4718,76,-0.2984
ENSG00000134644,PUM1,126,-0.6429,142,-0.4578,160,-0.2742,234,0.40498,125,-0.6599,241,0.39902,133,-0.5586,309,0.82474
ENSG00000121766,ZCCHC17,126,0.00168,148,0.26585,109,-0.2262,159,0.43966,78,-0.7641,94,-0.4644,151,0.29692,111,-0.2096
ENSG00000121769,FABP3,126,2.17939,5,-2.8588,4,-3.3721,15,-1.5331,23,-0.7813,34,-0.1899,79,1.22756,44,0.21598
ENSG00000162517,PEF1,126,1.43456,12,-2.2912,28,-1.0588,37,-0.7171,35,-0.7263,73,0.45488,93,0.87838,57,0.04901
ENSG00000084636,COL16A1,126,1.46482,54,-0.0232,112,1.23436,33,-0.8641,44,-0.3535,24,-1.2440,22,-1.4109,42,-0.3937
ENSG00000121753,ADGRB2,126,-0.0921,40,-1.8554,19,-2.9237,149,0.20440,128,-0.0669,147,0.15363,228,0.89896,217,0.81301
ENSG00000184007,PTP4A2,126,-1.8402,1427,2.29326,953,1.44428,283,-0.6849,188,-1.2430,150,-1.5796,155,-1.5357,187,-1.2483
ENSG00000121774,KHDRBS1,126,-0.0735,56,-1.3332,212,0.78977,105,-0.4191,122,-0.1247,190,0.60302,157,0.28415,117,-0.1977
ENSG00000025800,KPNA6,126,0.31782,48,-1.1953,95,-0.1490,119,0.24856,67,-0.6885,189,1.01208,69,-0.6381,104,-0.0010
ENSG00000084652,TXLNA,126,2.24239,44,0.25494,42,0.18027,17,-1.3548,18,-1.1345,18,-1.1507,17,-1.1866,39,0.05281
ENSG00000084623,EIF3I,126,0.80798,25,-1.7486,84,0.11558,37,-1.2812,89,0.21845,97,0.36139,96,0.34258,111,0.58580
ENSG00000116478,HDAC1,126,2.28707,59,0.78135,35,-0.0756,28,-0.4796,22,-0.7647,16,-1.2993,7,-2.3535,9,-2.1491
ENSG00000175130,MARCKSL1,126,-0.4121,238,0.62277,538,2.19854,66,-1.5183,166,0.02398,114,-0.5741,93,-0.8918,65,-1.4376
ENSG00000160058,BSDC1,126,1.01034,34,-1.1213,79,0.20181,57,-0.3579,43,-0.7542,103,0.65654,38,-0.9329,89,0.39867
ENSG00000160062,ZBTB8A,126,2.66653,32,0.01292,3,-3.4860,36,0.27627,18,-0.8284,1,-4.4412,23,-0.4861,6,-2.3448
ENSG00000176261,ZBTB8OS,126,2.17518,15,-1.4159,29,-0.4493,12,-1.8528,35,-0.1402,38,-0.0267,63,0.81845,15,-1.3921
ENSG00000162521,RBBP4,126,0.30807,113,0.12527,105,0.01252,91,-0.2567,97,-0.1150,142,0.51015,90,-0.2439,86,-0.3207
ENSG00000134684,YARS,126,0.76396,28,-1.6161,20,-2.1085,53,-0.7206,71,-0.1880,124,0.73871,141,0.95797,103,0.41610
ENSG00000160097,FNDC5,126,2.42284,7,-2.3457,7,-2.3357,10,-1.9432,36,0.05551,26,-0.4537,25,-0.4968,63,1.01262
ENSG00000121905,HPCA,126,0.38457,12,-3.1900,13,-3.0524,67,-0.7126,75,-0.4576,145,0.61990,199,1.18156,196,1.15231
ENSG00000121900,TMEM54,126,1.82847,22,-1.1171,42,-0.1295,18,-1.5608,83,1.02668,11,-2.1487,45,0.00217,43,-0.0828
ENSG00000004455,AK2,126,1.93389,27,-0.7123,98,1.41547,10,-2.4039,35,-0.3180,23,-0.9553,25,-0.8582,34,-0.3661
ENSG00000160094,ZNF362,126,2.33607,16,-1.2188,21,-0.8326,33,-0.1657,10,-1.8496,35,-0.0295,21,-0.8094,27,-0.4409
ENSG00000134686,PHC2,126,1.64695,41,-0.3137,58,0.26157,36,-0.5730,42,-0.2488,16,-1.6878,29,-0.8301,61,0.35246
ENSG00000163866,SMIM12,126,1.78444,11,-2.1296,18,-1.4105,35,-0.4845,35,-0.4515,48,0.05948,54,0.26447,53,0.22141
ENSG00000116544,DLGAP3,126,1.60393,7,-2.8353,7,-2.8612,61,0.34044,54,0.10749,28,-0.9145,53,0.07220,58,0.22991
ENSG00000163867,ZMYM6,126,2.54123,18,-0.9649,10,-1.7380,23,-0.6305,33,0.01476,26,-0.4007,16,-1.0715,21,-0.6886
ENSG00000116560,SFPQ,126,-1.7063,1079,1.87366,441,0.23737,461,0.36322,195,-1.0472,299,-0.3882,178,-1.1886,190,-1.0873
ENSG00000146463,ZMYM4,126,1.00378,49,-0.5417,65,-0.1019,78,0.20733,75,0.10943,66,-0.0940,44,-0.7213,46,-0.6454
ENSG00000142687,KIAA0319L,126,0.88365,55,-0.4853,58,-0.3995,86,0.26669,45,-0.7871,69,-0.1347,62,-0.3042,85,0.21338
