Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000198912,C1orf174,11,-0.1036,13,0.15742,9,-0.3196,12,0.04705,12,0.05653,12,0.15145
ENSG00000196581,AJAP1,14,-1.3183,9,-1.8874,25,-0.4863,29,-0.3053,58,0.89725,60,1.11546
ENSG00000069424,KCNAB2,25,-2.5576,36,-2.0580,168,0.33211,176,0.56396,171,0.32839,132,-0.0995
ENSG00000116254,CHD5,31,-2.4961,52,-1.7480,156,-0.0953,135,-0.4394,367,1.33988,257,0.82891
ENSG00000116251,RPL22,739,0.53644,887,0.84346,743,0.62177,422,-0.4879,256,-1.1218,387,-0.5352
ENSG00000116237,ICMT,23,-0.4188,2,-3.5149,17,-0.9787,34,0.22729,53,0.87982,45,0.69201
ENSG00000097021,ACOT7,36,-2.6709,20,-3.5386,111,-1.0808,382,1.70531,90,-1.3173,225,0.09291
ENSG00000171680,PLEKHG5,0,-8.2832,5,-1.5741,15,-0.0745,23,0.92591,18,0.18644,15,-0.1153
ENSG00000162408,NOL9,20,0.04555,24,0.34788,18,-0.1501,11,-1.1275,43,1.29751,24,0.36138
ENSG00000162413,KLHL21,35,0.98206,19,-0.0292,14,-0.4720,15,-0.4633,31,0.77672,18,-0.1337
ENSG00000041988,THAP3,19,0.46181,14,-0.0829,13,-0.1832,20,0.76670,4,-1.8669,9,-0.8558
ENSG00000007923,DNAJC11,26,-0.0726,26,-0.0284,21,-0.3993,30,0.24279,26,-0.0628,28,0.06778
ENSG00000171735,CAMTA1,123,-1.4409,114,-1.5564,307,-0.0483,290,-0.1828,442,0.54528,507,0.89577
ENSG00000049245,VAMP3,180,2.94548,83,1.33659,20,-1.0445,11,-2.2434,23,-0.7393,21,-0.9716
ENSG00000049246,PER3,55,0.91358,59,1.01424,28,-0.1856,14,-1.5518,73,1.39387,24,-0.4635
ENSG00000116288,PARK7,216,-0.7076,219,-0.6869,356,0.07881,468,0.79914,256,-0.4451,237,-0.6147
ENSG00000116285,ERRFI1,29,0.57251,17,-0.2540,9,-1.1974,27,0.77258,22,0.17009,12,-0.8503
ENSG00000162426,SLC45A1,12,-1.2111,0,-6.4609,16,-0.8654,39,0.84378,20,-0.4731,42,0.77312
ENSG00000142599,RERE,121,0.31008,130,0.43587,80,-0.3675,73,-0.6433,188,1.05522,100,0.01824
ENSG00000074800,ENO1,350,-0.6070,773,0.65577,480,-0.1280,560,0.18974,591,0.21690,382,-0.5148
ENSG00000171612,SLC25A33,22,-0.6339,43,0.43419,57,1.03436,23,-0.7164,35,0.10889,27,-0.3070
ENSG00000171603,CLSTN1,153,-2.0422,201,-1.6358,324,-0.9967,796,0.76260,415,-0.5413,932,0.86678
ENSG00000178585,CTNNBIP1,29,-0.0697,35,0.20269,31,0.02140,35,0.28735,31,0.02545,21,-0.6702
ENSG00000162441,LZIC,95,1.05044,83,0.81289,39,-0.4089,39,-0.5119,55,0.14981,41,-0.3362
ENSG00000130939,UBE4B,49,0.41768,13,-1.5972,14,-1.6312,43,0.31657,47,0.37368,52,0.60617
ENSG00000054523,KIF1B,399,0.43376,448,0.62482,241,-0.4044,234,-0.5641,348,0.20958,371,0.35429
ENSG00000142657,PGD,52,0.09360,39,-0.3426,29,-0.8492,58,0.37803,55,0.17953,52,0.10413
ENSG00000175279,CENPS,11,-0.3367,2,-2.4501,19,0.55596,20,0.97491,10,-0.5354,5,-1.5873
ENSG00000241563,CORT,0,-6.8299,297,2.35716,22,-2.0663,114,0.92243,64,-0.3325,7,-3.7319
ENSG00000160049,DFFA,83,0.84940,38,-0.3908,41,-0.2972,38,-0.5145,83,0.85485,50,0.02540
ENSG00000142655,PEX14,12,-0.5852,10,-0.9592,10,-0.9646,24,0.63018,14,-0.4131,25,0.56316
ENSG00000120948,TARDBP,103,0.45965,117,0.66648,56,-0.5444,73,-0.1315,87,0.17820,70,-0.1645
ENSG00000271895,AL109811.2,10,-0.2311,12,0.03355,7,-0.9723,12,0.02676,18,0.67011,15,0.35809
ENSG00000116649,SRM,42,-0.4906,29,-1.0491,58,-0.0079,79,0.76324,66,0.21325,35,-0.8431
ENSG00000171824,EXOSC10,42,0.39359,37,0.22352,23,-0.5646,23,-0.6982,50,0.68495,45,0.58316
ENSG00000198793,MTOR,26,-0.7700,14,-1.6356,30,-0.5901,53,0.51882,52,0.33515,52,0.36583
ENSG00000116661,FBXO2,108,-0.9763,298,0.62116,227,0.19497,256,0.56932,180,-0.1929,85,-1.4289
ENSG00000132879,FBXO44,24,-1.5622,18,-1.9596,63,-0.1087,89,0.70535,94,0.54672,59,-0.2061
ENSG00000177000,MTHFR,6,-1.2528,15,0.02569,9,-0.8094,14,-0.1218,31,1.24381,17,0.33554
ENSG00000011021,CLCN6,31,-0.6046,13,-1.8654,31,-0.6825,48,0.10600,87,1.04119,61,0.49497
ENSG00000116685,KIAA2013,52,1.14853,14,-0.9270,19,-0.5475,24,-0.2217,37,0.57361,26,-0.0355
ENSG00000083444,PLOD1,34,1.29566,27,0.87916,11,-0.5070,13,-0.3742,16,0.10700,9,-0.8593
ENSG00000116688,MFN2,60,-0.6118,74,-0.2745,77,-0.2516,107,0.43729,87,-0.0259,88,-0.0248
ENSG00000048707,VPS13D,53,-0.4159,36,-0.9935,54,-0.4235,75,0.16146,66,-0.0836,101,0.69205
ENSG00000162496,DHRS3,25,0.43705,59,1.92421,22,0.27945,11,-1.1354,19,0.02169,10,-1.0881
ENSG00000116731,PRDM2,132,-0.5704,129,-0.6096,167,-0.2271,154,-0.4616,229,0.29270,329,1.03882
ENSG00000189337,KAZN,86,0.43395,49,-0.4428,53,-0.3727,73,0.25930,64,-0.0342,61,-0.1089
ENSG00000142634,EFHD2,26,-1.5055,55,-0.3964,71,0.01831,55,-0.5237,33,-1.1626,149,1.49102
ENSG00000116138,DNAJC16,25,-0.1841,14,-1.0670,15,-1.0574,33,0.36001,31,0.15088,40,0.61594
ENSG00000197312,DDI2,32,0.20199,17,-0.7417,17,-0.8619,28,-0.0600,41,0.58705,39,0.56019
ENSG00000116786,PLEKHM2,53,-0.5543,44,-0.8402,146,1.26430,67,-0.2697,96,0.37718,41,-1.0191
ENSG00000065526,SPEN,209,0.96637,190,0.79947,56,-1.2042,74,-0.9308,143,0.32918,165,0.64677
ENSG00000116809,ZBTB17,17,-0.0038,17,-0.0089,15,-0.1615,18,0.18646,15,-0.1779,16,-0.0382
ENSG00000037637,FBXO42,16,-0.3502,6,-1.7626,9,-1.2880,22,0.16403,31,0.68307,32,0.85389
ENSG00000055070,SZRD1,40,1.09310,47,1.38067,24,0.25761,8,-1.7962,33,0.76950,13,-0.6942
ENSG00000219481,NBPF1,29,1.30954,21,0.74505,9,-0.6050,7,-1.1687,25,1.05500,11,-0.2694
ENSG00000159363,ATP13A2,22,-2.1757,35,-1.4813,78,-0.2955,141,1.13898,68,-0.4686,84,-0.1604
ENSG00000117118,SDHB,69,-0.2770,47,-0.8608,74,-0.1662,120,0.98290,74,-0.1534,42,-1.1090
ENSG00000117115,PADI2,320,3.22087,159,1.65473,29,-1.1767,7,-3.5556,52,-0.2080,20,-1.7363
ENSG00000179051,RCC2,22,0.26521,8,-1.3368,13,-0.6646,22,0.36903,33,0.90845,15,-0.3437
ENSG00000074964,ARHGEF10L,5,-1.1357,10,-0.1490,14,0.33331,16,0.74181,16,0.53655,2,-2.4269
ENSG00000117154,IGSF21,16,-2.1589,26,-1.4876,49,-0.5768,82,0.41423,63,-0.1331,113,0.93475
ENSG00000159423,ALDH4A1,12,-0.7388,43,1.26306,35,1.03564,9,-1.5078,43,1.26578,8,-1.4386
ENSG00000127481,UBR4,36,0.02032,39,0.12560,17,-1.1765,31,-0.2935,78,1.29204,41,0.21781
ENSG00000127463,EMC1,22,-0.1737,14,-0.8684,13,-0.9677,31,0.54667,38,0.73114,22,-0.1455
ENSG00000053372,MRTO4,28,-0.4667,10,-1.9273,38,-0.0037,40,0.12320,74,1.10867,34,-0.1750
ENSG00000053371,AKR7A2,45,0.57984,71,1.36188,30,-0.0789,29,-0.1793,17,-0.9710,18,-0.8798
ENSG00000077549,CAPZB,152,-0.2641,94,-0.9973,164,-0.1656,216,0.43217,144,-0.3484,200,0.18704
ENSG00000173436,MICOS10,145,-1.2229,308,-0.0661,504,0.84525,361,0.27246,165,-1.0225,231,-0.5582
ENSG00000158747,NBL1,29,-2.1590,93,-0.4350,130,0.10795,142,0.34890,109,-0.1803,144,0.29047
ENSG00000169914,OTUD3,7,-1.1786,4,-1.8987,13,-0.3439,17,0.27050,10,-0.6415,27,1.04452
ENSG00000162545,CAMK2N1,1237,-0.3908,1039,-0.6591,2902,1.16419,1530,-0.0820,1633,0.04543,812,-1.1157
ENSG00000090432,MUL1,19,0.03410,26,0.51718,7,-1.5247,21,0.30179,32,0.86889,14,-0.4189
ENSG00000183114,FAM43B,1,-4.1132,7,-1.4559,14,-0.5792,19,-0.1060,13,-0.6457,47,1.72046
ENSG00000158828,PINK1,146,-1.6345,265,-0.7376,444,0.06929,574,0.74687,329,-0.4059,383,-0.1856
ENSG00000244038,DDOST,21,-0.7151,30,-0.1850,22,-0.7221,36,0.15837,47,0.54832,41,0.39419
ENSG00000117245,KIF17,1,-3.2168,1,-3.2352,14,-0.1645,20,0.68892,12,-0.3660,22,0.67507
ENSG00000189410,SH2D5,0,-4.9947,2,-3.1014,24,0.24914,37,1.55979,22,0.06622,6,-1.9569
ENSG00000127483,HP1BP3,339,0.77841,329,0.72683,158,-0.4918,152,-0.6831,205,-0.0427,259,0.37876
ENSG00000075151,EIF4G3,214,-0.3862,137,-1.0666,126,-1.2822,327,0.41979,267,-0.0434,420,0.79262
ENSG00000117298,ECE1,25,0.86308,40,1.68390,10,-0.5601,9,-0.8947,24,0.79732,7,-1.1889
ENSG00000162551,ALPL,3,-2.0181,2,-2.1124,11,-0.0141,12,0.04941,37,2.02375,7,-0.8134
ENSG00000076864,RAP1GAP,21,-2.3174,21,-2.2609,78,-0.3728,111,0.30804,102,0.07353,163,0.97410
ENSG00000090686,USP48,123,0.78989,70,-0.1153,34,-1.3229,66,-0.2976,83,0.13959,113,0.73428
ENSG00000070831,CDC42,214,0.15208,119,-0.7569,113,-0.8996,246,0.57825,140,-0.5116,226,0.27375
ENSG00000173372,C1QA,7,-1.1022,22,0.67111,37,1.92037,6,-1.7223,33,1.36552,0,-4.6487
ENSG00000173369,C1QB,6,-1.6679,40,1.20931,44,1.66698,13,-0.7875,17,-0.1746,4,-2.4971
ENSG00000133216,EPHB2,38,1.66191,5,-1.4047,8,-0.9844,11,-0.5248,17,0.32624,17,0.39878
ENSG00000004487,KDM1A,38,-0.6262,22,-1.4504,35,-0.7796,64,0.27856,84,0.63200,77,0.55160
ENSG00000169641,LUZP1,39,-1.9316,49,-1.6100,100,-0.5923,184,0.65995,159,0.18576,185,0.48851
ENSG00000125944,HNRNPR,193,0.65687,166,0.41083,74,-0.9116,115,-0.2374,96,-0.4534,174,0.55625
ENSG00000117318,ID3,32,0.84230,124,3.78854,11,-0.9255,1,-3.9675,23,0.29537,1,-3.5577
ENSG00000142676,RPL11,860,0.77077,1007,1.04180,663,0.38462,432,-0.4606,361,-0.6170,306,-0.9365
ENSG00000011007,ELOA,59,1.32323,34,0.39496,15,-0.9823,18,-0.8235,30,0.19427,35,0.47348
ENSG00000057757,PITHD1,89,-0.5079,46,-1.4807,116,-0.1081,169,0.80971,93,-0.4281,108,-0.2311
ENSG00000011009,LYPLA2,11,-0.9136,5,-2.1286,18,-0.1862,27,0.67250,24,0.27400,20,-0.0243
ENSG00000117308,GALE,5,-1.4239,0,-4.6750,7,-0.8850,19,1.00710,32,1.51489,7,-1.0661
ENSG00000117305,HMGCL,21,0.75560,23,0.87821,12,-0.1790,13,-0.0443,13,0.00437,6,-1.1946
ENSG00000189266,PNRC2,79,0.60666,70,0.40168,49,-0.1974,54,-0.0165,43,-0.3802,47,-0.2605
ENSG00000188529,SRSF10,108,0.70850,60,-0.2294,52,-0.5042,52,-0.6039,93,0.46598,96,0.59182
ENSG00000001460,STPG1,8,-0.5459,6,-0.9116,8,-0.5214,16,0.98409,10,-0.0758,8,-0.5207
ENSG00000001461,NIPAL3,319,1.44912,101,-0.4484,68,-1.1273,111,-0.4212,93,-0.5731,195,0.68207
ENSG00000133226,SRRM1,370,1.18544,228,0.36763,114,-0.7890,128,-0.7295,281,0.71049,189,0.07391
ENSG00000169504,CLIC4,281,3.74798,100,1.36468,14,-1.8016,6,-3.4713,20,-1.1625,17,-1.5566
ENSG00000117614,SYF2,166,0.70480,146,0.49476,114,0.10863,91,-0.3520,97,-0.1607,90,-0.3135
ENSG00000117616,RSRP1,142,0.89472,50,-0.7617,30,-1.6158,48,-1.0900,183,1.33635,139,0.99323
ENSG00000183726,TMEM50A,128,0.88141,71,-0.0688,46,-0.8135,81,0.20811,67,-0.1673,68,-0.1615
ENSG00000204178,MACO1,62,0.31028,31,-0.7929,23,-1.2966,43,-0.3764,75,0.60816,89,1.04414
ENSG00000117643,MAN1C1,11,-1.6635,4,-2.9330,25,-0.5180,56,1.33056,59,0.88171,14,-1.4162
ENSG00000162430,SELENON,27,0.42499,34,0.81997,23,0.16986,12,-1.0414,34,0.83467,18,-0.1909
ENSG00000117640,MTFR1L,39,-0.4104,35,-0.5664,42,-0.3073,52,0.09315,72,0.58068,57,0.22097
ENSG00000117632,STMN1,1292,-0.0505,391,-1.8664,895,-0.6776,1873,0.86838,587,-1.2624,1560,0.28167
ENSG00000158008,EXTL1,4,-3.0280,3,-3.5354,35,0.12278,36,0.27058,41,0.37840,46,0.67165
ENSG00000142684,ZNF593,26,-0.8920,21,-1.1622,48,0.07905,59,0.60181,27,-0.8361,50,0.15635
ENSG00000142669,SH3BGRL3,136,-0.4585,112,-0.7571,187,0.03992,231,0.57206,116,-0.7098,174,-0.0831
ENSG00000158062,UBXN11,4,-1.9668,10,-0.7158,24,0.73596,21,0.61655,15,-0.1317,8,-1.0501
ENSG00000117682,DHDDS,8,-1.1866,9,-0.8876,12,-0.5642,22,0.66592,12,-0.5170,22,0.46836
ENSG00000198830,HMGN2,347,1.40776,319,1.25172,148,-0.0316,87,-1.0971,124,-0.3013,110,-0.5278
ENSG00000117713,ARID1A,85,0.49897,60,-0.0640,55,-0.1942,45,-0.6854,120,1.07950,65,0.07430
ENSG00000204160,ZDHHC18,6,-1.2144,6,-1.0831,11,-0.3809,12,-0.2890,24,0.90194,22,0.89035
ENSG00000142751,GPN2,24,0.72550,12,-0.3623,6,-1.5307,14,-0.1766,24,0.75339,20,0.46274
ENSG00000090273,NUDC,138,-0.4844,146,-0.3924,187,-0.0033,244,0.64187,136,-0.5003,148,-0.4058
ENSG00000253368,TRNP1,5,-3.0108,6,-2.7889,42,0.05376,68,1.37834,30,-0.4688,27,-0.6910
ENSG00000090020,SLC9A1,0,-4.8186,0,-7.1908,9,-0.6913,18,0.49276,26,0.97178,21,0.69925
ENSG00000142784,WDTC1,17,-0.2271,22,0.20498,25,0.39172,17,-0.2714,18,-0.1188,20,0.04553
ENSG00000186501,TMEM222,41,0.17928,35,-0.0620,39,0.11394,35,-0.1073,44,0.28174,33,-0.2009
ENSG00000158195,WASF2,166,2.24730,138,1.87310,33,-0.5676,5,-3.6786,68,0.59690,27,-0.9143
ENSG00000126705,AHDC1,11,-1.6570,26,-0.4555,28,-0.3561,27,-0.5017,67,1.08917,56,0.88104
ENSG00000126709,IFI6,72,-0.1872,82,0.03011,43,-1.0587,111,0.79246,54,-0.6303,76,-0.0960
ENSG00000009780,FAM76A,20,0.27053,15,-0.0899,18,0.19333,8,-1.3512,20,0.27095,29,1.03712
ENSG00000117758,STX12,127,0.23917,88,-0.3381,80,-0.5345,114,0.10015,100,-0.1415,135,0.38687
ENSG00000117751,PPP1R8,53,1.30862,18,-0.4141,17,-0.5950,19,-0.4751,16,-0.5620,33,0.57459
ENSG00000117748,RPA2,47,0.25217,17,-1.2564,30,-0.5111,52,0.65548,20,-1.0792,44,0.16639
ENSG00000126698,DNAJC8,297,0.36046,219,-0.1270,210,-0.2128,234,-0.0280,236,-0.0054,250,0.09383
ENSG00000130770,ATP5IF1,187,-1.5774,169,-1.7323,515,-0.0370,842,1.28477,352,-0.6247,340,-0.7397
ENSG00000204138,PHACTR4,75,1.74438,55,1.17716,17,-0.7063,8,-2.1271,58,1.27316,20,-0.5169
ENSG00000180098,TRNAU1AP,23,0.51185,21,0.34759,8,-1.2373,13,-0.5465,22,0.43441,26,0.77803
ENSG00000120656,TAF12,21,0.44503,13,-0.2955,19,0.28215,17,0.17629,8,-0.9929,13,-0.3111
ENSG00000198492,YTHDF2,80,-0.1863,41,-1.2126,56,-0.7871,112,0.52591,67,-0.4503,121,0.53994
ENSG00000159023,EPB41,7,-1.2049,15,-0.0790,14,-0.1737,13,-0.4731,32,1.14275,21,0.46624
ENSG00000116350,SRSF4,108,0.43434,87,0.09372,63,-0.4540,68,-0.4183,109,0.45184,102,0.38663
ENSG00000116353,MECR,15,-1.1824,12,-1.4333,38,0.27890,47,0.95820,27,-0.2596,19,-0.8982
ENSG00000060656,PTPRU,5,-1.1509,3,-1.8963,13,0.15296,6,-1.3249,10,-0.2737,31,1.99950
ENSG00000162511,LAPTM5,17,-0.4101,50,1.35961,43,1.29000,8,-1.9200,36,0.80671,11,-1.1047
ENSG00000162512,SDC3,75,0.04432,171,1.42300,51,-0.5967,54,-0.6386,127,0.89729,57,-0.4316
ENSG00000134644,PUM1,96,-0.4184,114,-0.1396,80,-0.7569,113,-0.2124,165,0.44278,193,0.81445
ENSG00000060688,SNRNP40,28,1.25355,12,-0.0735,5,-1.5293,15,0.31118,8,-0.7486,13,-0.0355
ENSG00000121766,ZCCHC17,124,-0.1564,85,-0.7410,115,-0.3067,146,0.13939,115,-0.2829,186,0.55942
ENSG00000121769,FABP3,15,-3.0158,13,-3.2157,86,-0.4709,199,1.60289,21,-2.5033,117,0.05128
ENSG00000162517,PEF1,49,-0.5100,11,-2.6685,60,-0.2114,95,0.82463,66,-0.0537,63,-0.1485
ENSG00000084636,COL16A1,47,0.50722,37,0.09946,22,-0.7634,32,-0.1738,37,0.11182,43,0.42073
ENSG00000121753,ADGRB2,44,-1.9322,43,-1.9576,145,-0.1487,187,0.39890,189,0.28272,213,0.54032
ENSG00000184007,PTP4A2,946,2.19504,573,1.23354,158,-0.9184,148,-1.2167,183,-0.6217,198,-0.5475
ENSG00000121774,KHDRBS1,170,0.59076,76,-0.6767,93,-0.4095,124,0.10562,105,-0.1826,133,0.21628
ENSG00000025800,KPNA6,97,0.25081,39,-1.1390,51,-0.8018,81,-0.0625,91,0.14268,130,0.83650
ENSG00000084652,TXLNA,36,1.09806,20,0.14525,12,-0.7279,17,-0.2344,23,0.34977,17,-0.1606
ENSG00000160050,CCDC28B,17,-0.2282,10,-1.0640,28,0.62905,22,0.23140,15,-0.3884,16,-0.3616
ENSG00000084623,EIF3I,71,-0.4709,60,-0.7393,71,-0.5293,137,0.89445,73,-0.4268,84,-0.2392
ENSG00000175130,MARCKSL1,1353,3.26538,535,1.26621,132,-1.0610,66,-2.4147,147,-0.8253,95,-1.5744
ENSG00000160058,BSDC1,76,0.71157,54,0.13860,42,-0.2888,39,-0.4844,58,0.25691,57,0.25393
ENSG00000160062,ZBTB8A,17,0.45420,21,0.80149,11,-0.1819,9,-0.6694,22,0.86094,10,-0.3409
ENSG00000176261,ZBTB8OS,33,-0.3103,16,-1.4215,49,0.32674,55,0.73468,27,-0.6477,28,-0.6504
ENSG00000162521,RBBP4,137,0.55946,88,-0.1452,75,-0.4468,101,0.09222,102,0.07915,93,-0.0735
ENSG00000162522,KIAA1522,3,-1.8885,4,-1.3417,16,0.80648,13,0.68243,12,0.33426,3,-1.6637
ENSG00000134684,YARS,49,-1.2222,38,-1.5926,51,-1.2565,187,1.52480,64,-0.8367,100,-0.1499
ENSG00000116497,S100PBP,35,1.91146,14,0.38351,10,-0.2543,5,-1.3520,28,1.49497,3,-2.0356
ENSG00000160097,FNDC5,5,-2.7741,24,-0.4836,23,-0.5733,55,1.47218,38,0.26462,12,-1.5964
ENSG00000121905,HPCA,12,-3.9890,29,-2.7234,168,-0.0833,285,1.31107,144,-0.3185,141,-0.3922
ENSG00000121900,TMEM54,22,-0.4231,34,0.30372,49,1.02431,28,-0.0488,28,-0.0216,10,-1.7025
ENSG00000116514,RNF19B,11,-0.5501,10,-0.7062,11,-0.6413,23,0.84165,13,-0.3468,16,-0.0693
ENSG00000004455,AK2,81,1.59246,44,0.53256,21,-0.6936,26,-0.4267,21,-0.6482,28,-0.1919
ENSG00000142920,AZIN2,33,0.56953,19,-0.3332,16,-0.5816,27,0.32094,25,0.09562,20,-0.2777
ENSG00000160094,ZNF362,16,-0.0493,13,-0.3823,18,0.16391,13,-0.4450,21,0.35758,21,0.44345
ENSG00000134686,PHC2,65,0.86217,52,0.48647,27,-0.6074,37,-0.0650,41,0.11978,30,-0.3930
ENSG00000163866,SMIM12,23,-1.1346,10,-2.2890,36,-0.5428,79,1.28164,31,-0.6868,44,-0.1789
ENSG00000116544,DLGAP3,0,-5.2550,17,-0.7978,51,1.03387,21,-0.6669,54,1.01698,32,0.14565
ENSG00000163867,ZMYM6,13,-0.7635,10,-1.1821,18,-0.3196,25,0.27372,26,0.24825,29,0.47741
ENSG00000116560,SFPQ,329,0.59853,283,0.34874,139,-0.8337,165,-0.6745,427,1.04006,263,0.26263
ENSG00000146463,ZMYM4,62,0.16729,50,-0.1825,50,-0.2025,52,-0.1644,60,0.09181,69,0.36243
ENSG00000142687,KIAA0319L,53,-0.1917,50,-0.2787,44,-0.4973,63,0.13573,70,0.24801,71,0.30584
ENSG00000020129,NCDN,48,-3.1536,28,-3.9119,242,-0.8412,685,1.54448,328,-0.3035,377,-0.0977
ENSG00000126067,PSMB2,87,0.16381,40,-1.0233,47,-0.8654,102,0.62715,54,-0.5747,92,0.27517
ENSG00000142686,C1orf216,16,-2.7504,26,-2.0519,76,-0.4755,151,1.07714,75,-0.4536,115,0.25274
ENSG00000134698,AGO4,21,0.92041,10,-0.2054,8,-0.6585,7,-1.0109,28,1.38946,14,0.25085
