Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"11"	"FOXK1"	"42.75"	"ARCHS4 Coexpression,72;Enrichr Queries,50;ReMap ChIP-seq,7;GTEx Coexpression,42"	"RERE,ANKLE2,TRIO,HMGB2,IRS2,CHD2,ZDHHC3,BBC3,AKAP12,DSTYK,CCND2,AUH,KPNA6,FAM53C,QSOX2,BTRC,JARID2,CIC,TSPYL2,BCAS3,CLUH,ARRDC3,SIRT6,FTSJ3,RNF169,DDIT4,TSPYL5,CDCA5,SLC35D2,AMBRA1,FOXO3,PRPF8,SBNO2,ELMSAN1,CCDC181,SH3BP5,GATD3A,BRD4,USP20,ATP8B2,ZBTB16,ATP2B4,NR1D1,BAIAP2,PRRC2B,BAIAP3,PRRC2A,GATAD2A,POLR3A,RPS6KB1,ADGRL1,LINC00662,RBM45,DZIP3"
"gene_set_query"	"12"	"KMT2A"	"51.33"	"ARCHS4 Coexpression,3;ReMap ChIP-seq,23;GTEx Coexpression,128"	"RERE,TRIO,CEP120,HMGB2,FOXK1,PPM1K,MTRNR2L8,CHD2,MTRNR2L1,PRPF8,APOLD1,HERC3,EFR3A,PCNX1,POLR2B,ELMSAN1,OIP5-AS1,ENC1,FAM120AOS,PCYT2,ATP8B2,KCNB1,OGA,NIPA1,ZNF12,SCAMP1,SOD2,USF3,CCSAP,PRRC2B,GABPB1-AS1,TNRC6C,AFDN,DBF4,RNF169,RELCH,HNRNPH3,BCOR,ARHGEF7,PAXBP1,PTPN4,TNRC6A"
"gene_set_query"	"13"	"MYT1L"	"55.67"	"ARCHS4 Coexpression,13;Enrichr Queries,127;GTEx Coexpression,27"	"GABRB3,CSRNP3,TRIO,ADCY2,CHD2,PHYHIP,ENC1,KIF5A,PSD3,PHACTR1,KIF1A,KIF3C,CSMD3,ANKS1B,LZTS3,LRRC4B,TSPYL1,DSCAM,KCNB1,GABRA4,ATP2B4,PNMA2,CCSAP,TMEM130,CNKSR2,SNPH,SCN8A,LINC00641"
"gene_set_query"	"14"	"FLYWCH1"	"58.0"	"ARCHS4 Coexpression,32;GTEx Coexpression,84"	"IGSF8,SRRM4,USP20,ICA1L,TNK2,OGA,FOXK1,PHYHIP,PRRC2B,RXRB,FGF17,TNRC6C,CTIF,SBNO2,ZNF529,SNPH,ADGRL1,KIF1A,ARHGEF7,CIC,RALGDS,LRRC4B"
"gene_set_query"	"15"	"KCNIP3"	"68.0"	"ARCHS4 Coexpression,29;GTEx Coexpression,107"	"IGSF8,CSRNP3,DSCAM,TNK2,PHYHIP,TMEM130,SHISA7,CTIF,DEAF1,SNPH,ENC1,KIF5A,ADGRL1,KIF1A,KIF3C,LRRC4B"
"gene_set_query"	"16"	"SPEN"	"70.5"	"ARCHS4 Coexpression,55;GTEx Coexpression,86"	"RERE,ZNF791,TRIO,ATP8B2,ZBTB16,FOXK1,ZNF12,FOXO3,CHD2,PRPF8,PRRC2B,PRRC2A,GATAD2A,RNF169,ELMSAN1,FUBP1,BCOR,PAXBP1,CIC,BRD4"
"gene_set_query"	"17"	"CXXC4"	"73.33"	"ARCHS4 Coexpression,26;ReMap ChIP-seq,178;GTEx Coexpression,16"	"DIRAS3,GABRB3,CSRNP3,ICA1L,CDCA5,JADE1,LIN7C,APOLD1,NAA80,BBC3,SYNCRIP,MYADML2,FAM53C,KIF1A,CSMD3,KIF3C,BTRC,JARID2,CIC,ANKMY1,LRRC4B,PCYT2,TSPYL1,DSCAM,ABCA5,SYT14,PNMA2,NR1D1,SCAMP1,TMEM130,MPP6,FANCG,CACNB2,DAAM1,PKIA,DDIT4,BCOR,DZIP3"
"gene_set_query"	"18"	"THRA"	"76.5"	"Literature ChIP-seq,159;ARCHS4 Coexpression,73;Enrichr Queries,61;GTEx Coexpression,13"	"GABRB3,RERE,IGSF8,CSRNP3,IRS2,FOXO3,PHYHIP,CTIF,NUDCD3,CCND2,DEAF1,ENC1,KIF5A,KIF1A,CSMD3,GATD3A,KIF3C,RALGDS,ANKS1B,LRRC4B,MAPK3,GABRA4,ZBTB16,TNK2,ATP2B4,PNMA2,NR1D1,BAIAP2,SHISA7,SNPH,DDIT4,TXNIP,ADGRL1,LINC00641,FKBP5"
"gene_set_query"	"19"	"AHDC1"	"96.0"	"ARCHS4 Coexpression,128;Enrichr Queries,2;GTEx Coexpression,158"	"RERE,TRIO,IRS2,FOXK1,AMBRA1,FOXO3,CHD2,PPL,KLK7,AKAP12,CTIF,CCND2,ENC1,KIF1A,CIC,RALGDS,DGCR2,LRRC4B,ZBTB16,TNK2,ATP2B4,NR1D1,BAIAP2,PRRC2B,TTC39B,PRRC2A,FAM135A,DAAM1,DDIT4,TXNIP,ADGRL1,RELCH,FKBP5"
"gene_set_query"	"20"	"BHLHE22"	"96.67"	"ARCHS4 Coexpression,95;ReMap ChIP-seq,48;GTEx Coexpression,147"	"PHLPP2,PDXK,CSRNP3,GPR83,PHYHIP,SBNO2,DEAF1,ELMSAN1,OIP5-AS1,PSD3,KIF5A,SH3BP5,E2F3,KIF1A,KIF3C,JARID2,RALGDS,ANKMY1,LRRC4B,MAGI1,SRRM4,GRID2,RMI2,PCYT2,USP4,TNK2,ATP2B4,AP5B1,BAIAP2,CCSAP,GADD45G,CNKSR2,SLCO4A1,DDIT4,ADGRL1,CHI3L1,ZP3,CDH18,FKBP5"
"gene_set_query"	"21"	"FOXO1"	"97.2"	"Literature ChIP-seq,86;ARCHS4 Coexpression,220;Enrichr Queries,67;ReMap ChIP-seq,78;GTEx Coexpression,35"	"RERE,CDKN1C,TRIO,PHF20,CEP120,JADE1,MT1X,IRS2,CHD2,BBC3,AKAP12,HERC3,MT2A,CCND2,SESN1,PSD3,ENC1,GOLGA1,PDK4,LONP1,WDR5,JARID2,CIC,KPNA1,SECISBP2L,ARRDC3,CDYL,CLIP1,SLCO4A1,SCN8A,DDIT4,XRN2,CHI3L2,TYRO3,TXNIP,FKBP5,POLDIP3,FOXK1,FOXO3,NCKIPSD,SBNO2,PCNX1,ELMSAN1,ANKAR,SH3BP5,GATD3A,RALGDS,SLC19A2,BRD4,ZBTB16,TNK2,OGA,THAP12,ATP2B4,PARP16,NR1D1,USF3,MPP6,PRRC2B,GABPB1-AS1,GADD45G,BAIAP3,TNRC6C,RPS6KB1,FUBP1,BCOR,PTPN4,SEC24C"
"gene_set_query"	"22"	"JRK"	"100.5"	"ARCHS4 Coexpression,64;GTEx Coexpression,137"	"ANKLE2,TRIO,CLUH,POLDIP3,USP22,FOXK1,GTPBP2,PRPF8,PRRC2B,FANCG,PRRC2A,XPO1,POLR3A,RNF169,SCN8A,WDR5,RBM45,CIC,TNRC6A"
"gene_set_query"	"23"	"CREBZF"	"103.0"	"ARCHS4 Coexpression,66;Enrichr Queries,93;GTEx Coexpression,150"	"TMEM161B,ZNF791,TRIO,HMGB2,IRS2,FOXO3,CHD2,PRPF8,RXRB,SYNCRIP,CCND2,XPO1,LONP1,GATD3A,QSOX2,JARID2,ZNF345,CLUH,ARRDC3,OGA,ZNF12,PRRC2B,PRRC2A,GOLGA8B,RNF169,FUBP1,DDIT4,TXNIP,HNRNPH3,PAXBP1,TNRC6A"
"gene_set_query"	"24"	"ZNF853"	"107.0"	"ARCHS4 Coexpression,30;GTEx Coexpression,184"	"DSCAM,TNK2,ADCY2,PHYHIP,PRRC2B,CTIF,NUDCD3,DEAF1,SNPH,KIF5A,MYADML2,ADGRL1,KIF1A,KIF3C,CIC,LINC00641,ANKS1B,LRRC4B"
"gene_set_query"	"25"	"ZBTB18"	"107.5"	"ARCHS4 Coexpression,52;GTEx Coexpression,163"	"SRRM4,GRID2,GPR83,PNMA2,PHYHIP,CNKSR2,FGF17,SNPH,OIP5-AS1,SCN8A,PSD3,KIF5A,ADGRL1,KIF1A,KIF3C,PTPN4,CDH18,LZTS3,LRRC4B"
"gene_set_query"	"26"	"KLF9"	"110.8"	"ARCHS4 Coexpression,76;Enrichr Queries,38;ReMap ChIP-seq,98;GTEx Coexpression,231"	"IGSF8,ZNF791,JADE1,IRS2,HIF3A,FOXO3,CHD2,PHYHIP,APOLD1,NAA80,BBC3,AQP1,AKAP12,CTIF,MT2A,CCND2,DEAF1,SESN1,RPS6KA2,MYADML2,ENC1,PSD3,PDK4,LONP1,GATD3A,CIC,RALGDS,ANKMY1,SLC19A2,PCYT2,ZBTB16,TNK2,SECISBP2L,ARRDC3,NR1D1,BAIAP2,PRRC2B,BAIAP3,GADD45G,SLCO4A1,DDIT4,TYRO3,TXNIP,FKBP5"
"gene_set_query"	"27"	"NFIC"	"118.2"	"ARCHS4 Coexpression,192;ENCODE ChIP-seq,5;Enrichr Queries,4;ReMap ChIP-seq,202;GTEx Coexpression,188"	"RERE,SERPINA3,TRIO,IRS2,HIF3A,CHD2,AKAP12,MT2A,CCND2,RNF19A,RPS6KA2,ENC1,KPNA6,JARID2,CIC,KPNA1,PRKAB2,CLUH,GTPBP2,CLIP1,SCN8A,DDIT4,CHI3L2,TXNIP,HNRNPH3,FKBP5,FOXK1,PPM1K,FOXO3,APOLD1,COL19A1,CTIF,ELMSAN1,SH3BP5,GATD3A,SLC19A2,BRD4,FAM120AOS,AFDN-DT,ZBTB16,USP22,TNK2,ATP2B4,OGA,SLC16A10,NR1D1,USF3,BAIAP2,PRRC2B,PRRC2A,GADD45G,AFDN,ADGRL1,BCOR"
"gene_set_query"	"28"	"DEAF1"	"118.5"	"ARCHS4 Coexpression,74;Enrichr Queries,105;ReMap ChIP-seq,73;GTEx Coexpression,222"	"RERE,IGSF8,PDXK,TRIO,POLDIP3,CDCA5,JADE1,HMGB2,IRS2,KRBA1,FOXO3,PHYHIP,APOLD1,SYNCRIP,DEAF1,RPS6KA2,KIF5A,ZNF280C,ENC1,KIF1A,CSMD3,KIF3C,CIC,RALGDS,LRRC4B,MAPK3,DSCAM,SLC2A10,TNK2,SECISBP2L,ZBTB16,PARP16,PLEKHA4,BAIAP2,SSTR3,TMEM130,SHISA7,PRRC2A,POLR3A,SNPH,DDIT4,TXNIP,ADGRL1,LINC00662,FKBP5"
"gene_set_query"	"29"	"NCOA1"	"119.0"	"ARCHS4 Coexpression,157;Enrichr Queries,268;ReMap ChIP-seq,36;GTEx Coexpression,15"	"RERE,SERPINA3,TRIO,IRS2,CHD2,BBC3,TMEM189,DTWD1,NUDCD3,DSTYK,CCND2,RNF19A,PSD3,KIF5A,BTRC,JARID2,ADAMTS9,ANKS1B,BCAS3,SLC2A10,SECISBP2L,GTPBP2,TERF2,SSTR3,SHISA7,DAAM1,DDIT4,TXNIP,LINC00641,ICA1L,ADCY2,FOXO3,SBNO2,PCNX1,SEC14L1,ELMSAN1,SH3BP5,CSMD3,MAPK3,KCNB1,TNK2,ATP2B4,PARP16,PLEKHA4,USF3,BLCAP,GATAD2A,TNRC6C,RPS6KB1,REL,CPEB4"
"gene_set_query"	"30"	"ZNF23"	"119.3"	"ARCHS4 Coexpression,61;Enrichr Queries,228;GTEx Coexpression,69"	"ICA1L,IRS2,LIN7C,AKAP12,SBNO2,CCND2,ZNF529,SESN1,MALINC1,ENC1,HYDIN,CCDC181,PDK4,QSOX2,CIC,TSPYL2,TSPYL1,CLUH,ZBTB16,SYT14,SCAMP1,ATG13,BAIAP3,GADD45G,PRRC2A,GATAD2A,CACNB2,FAM135A,DAAM1,PKIA,DDIT4,TXNIP,DZIP3,TNRC6A,CPEB4,FKBP5"
"gene_set_query"	"31"	"FOXK2"	"120.8"	"ARCHS4 Coexpression,263;Enrichr Queries,94;ReMap ChIP-seq,8;GTEx Coexpression,118"	"RERE,TRIO,PHF20,FOXK1,IRS2,AMBRA1,FOXO3,CHD2,PRPF8,BBC3,AKAP12,CHAF1B,SBNO2,XPO1,KIF5A,KPNA6,WDR5,LONP1,E2F3,RIOK1,JARID2,CIC,RALGDS,ANKMY1,SLC19A2,BRD4,KPNA1,CLUH,AFDN-DT,TNK2,NR1D1,PLEKHA4,GTPBP2,BAIAP2,FANCG,PRRC2B,PRRC2A,GATAD2A,AFDN,CLIP1,POLR3A,DDIT4,XRN2,TXNIP,CPEB4,FKBP5"
"gene_set_query"	"32"	"ZNF777"	"121.3"	"ARCHS4 Coexpression,97;Enrichr Queries,51;GTEx Coexpression,216"	"RERE,NOMO3,PHF20,IRS2,FOXK1,AMBRA1,FOXO3,KRBA1,PRPF8,BBC3,AKAP12,SBNO2,KPNA6,LONP1,WDR5,GATD3A,CIC,RALGDS,BRD4,KPNA1,BCAS3,CLUH,CDYL,BAIAP2,TERF2,PRRC2B,GATAD2A,PRRC2A,CLIP1,DDIT4,ADGRL1,BCOR"
"gene_set_query"	"33"	"PRR12"	"124.0"	"ARCHS4 Coexpression,58;Enrichr Queries,43;GTEx Coexpression,271"	"RERE,TRIO,IRS2,FOXK1,FOXO3,PRPF8,SBNO2,ELMSAN1,QSOX2,CIC,RALGDS,DGCR2,BRD4,CLUH,USP20,TNK2,NR1D1,PRRC2B,TTC39B,PRRC2A,GATAD2A,TNRC6C,DDIT4,ADGRL1,BCOR,TNRC6A"
"gene_set_query"	"34"	"FBXL19"	"129.5"	"ARCHS4 Coexpression,33;GTEx Coexpression,226"	"PDXK,CLUH,TNK2,PRPF8,PRRC2B,PRRC2A,GATAD2A,DEAF1,SNPH,KIF5A,TYRO3,LONP1,ADGRL1,KIF1A,KIF3C,BTRC,CIC,LRRC4B,DGCR2"
"gene_set_query"	"35"	"MYPOP"	"140.5"	"ARCHS4 Coexpression,203;GTEx Coexpression,78"	"TSPYL1,CLUH,TNK2,TERF2,PHYHIP,PRRC2A,NUDCD3,SBNO2,DEAF1,SNPH,KIF5A,ADGRL1,KIF1A,KIF3C,BTRC,CIC,LRRC4B"
"gene_set_query"	"36"	"KMT2B"	"144.0"	"ARCHS4 Coexpression,143;ReMap ChIP-seq,145"	"INVS,RERE,CDCA5,PRPF8,NAA80,GMPPB,NUDCD3,SBNO2,EMC1,LONP1,FAM53C,KPNA6,WDR5,CIC,CLUH,TNK2,OGA,FANCG,PRRC2B,FTSJ3,PRRC2A,GATAD2A,DDIT4,CHI3L2,SEC24C"
"gene_set_query"	"37"	"NPAS4"	"147.7"	"ARCHS4 Coexpression,114;Enrichr Queries,109;GTEx Coexpression,220"	"GABRB3,ICA1L,GPR83,IRS2,APOLD1,AKAP12,CCND2,RASD1,ENC1,PDK4,QSOX2,KIF1A,TSPYL2,SRRM4,KCNB1,ZBTB16,ATP2B4,SYT14,NR1D1,PNMA2,TMEM130,GADD45G,ANO3,BAIAP3,FGF17,DDIT4,ADGRL1,TXNIP,CDH18"
"gene_set_query"	"38"	"ZNF540"	"149.3"	"ARCHS4 Coexpression,27;Enrichr Queries,362;GTEx Coexpression,59"	"GABRB3,CDKN1C,CSRNP3,ICA1L,PHYHIP,AKAP12,ZNF529,PEG10,SESN1,PSD3,PHACTR1,CSMD3,GPR155,ZNF345,LZTS3,ANKS1B,SRRM4,ABCA5,KCNB1,SYT14,PNMA2,BLCAP,PRRC2A,GATAD2A,CNKSR2,FGF17,CACNB2,PKIA,ADGRL1,TXNIP,CDH18"
"gene_set_query"	"39"	"MLXIP"	"152.3"	"ARCHS4 Coexpression,54;Enrichr Queries,9;GTEx Coexpression,394"	"RERE,TRIO,IRS2,FOXK1,FOXO3,AKAP12,SBNO2,CCND2,MYADML2,LONP1,JARID2,CIC,KPNA1,BRD4,PRKAB2,CLUH,ZBTB16,TNK2,ARRDC3,ATP2B4,SLC16A10,UBE2G2,USF3,GTPBP2,PRRC2B,PRRC2A,GATAD2A,CLIP1,DDIT4,TXNIP,CPEB4,FKBP5"
"gene_set_query"	"40"	"BACH1"	"157.3"	"Literature ChIP-seq,121;ARCHS4 Coexpression,482;ENCODE ChIP-seq,79;Enrichr Queries,34;ReMap ChIP-seq,47;GTEx Coexpression,181"	"INVS,NOMO3,RERE,JADE1,IRS2,ZNF44,CHD2,NAA80,BBC3,AKAP12,LACTB,SYNCRIP,DTWD1,DSTYK,CHAF1B,CCND2,ZNF529,MYADML2,ENC1,GOLGA1,LONP1,PDK4,RIOK1,JARID2,LZTS3,TSPYL2,PCYT2,KCNK10,ARRDC3,SIRT6,CDYL,AP5B1,TERF2,FTSJ3,ANO3,CLIP1,RNF169,SHQ1,DDIT4,CHI3L2,TXNIP,LANCL3,ZP3,FKBP5,PDXK,CDCA5,GPR83,FOXO3,LIN7C,PRPF8,PPL,COL19A1,CLN6,NCKIPSD,CTIF,SBNO2,PCNX1,SH3BP5,GATD3A,CSMD3,BRD4,FAM120AOS,MAPK3,ABCA5,USP20,ATP8B2,KCNB1,ATP2B4,PLEKHA4,PNMA2,SOD2,FANCG,GATAD2A,GADD45G,BAIAP3,SLC8A3,NDUFAF7,REL,NAA16,PAXBP1,SEC24C,DZIP3,CPEB4"
"gene_set_query"	"41"	"SAFB2"	"157.5"	"ARCHS4 Coexpression,139;GTEx Coexpression,176"	"TSPYL2,ANKLE2,USP20,ICA1L,TNK2,CHD2,PRRC2A,FGF17,SBNO2,QSOX2,HNRNPH3,CIC,PAXBP1,RALGDS,TNRC6A"
"gene_set_query"	"42"	"ZMAT4"	"158.0"	"ARCHS4 Coexpression,25;Enrichr Queries,294;GTEx Coexpression,155"	"GABRB3,MAGI1,TSPYL1,CSRNP3,KCNB1,GABRA4,ATP2B4,ADCY2,PNMA2,TMEM130,SHISA7,CNKSR2,CACNB2,SNPH,SCN8A,KIF5A,ENC1,PSD3,PHACTR1,KIF3C,KIF1A,CSMD3,CDH18,ANKS1B"
"gene_set_query"	"43"	"FOXO3"	"160.0"	"Literature ChIP-seq,61;ARCHS4 Coexpression,536;Enrichr Queries,40;GTEx Coexpression,3"	"RERE,ZNF791,TRIO,PHF20,CEP120,JADE1,MT1X,IRS2,PPM1K,CHD2,PHYHIP,MT2A,PCNX1,CCND2,SEC14L1,RASD1,SESN1,ENC1,PDK4,LONP1,GATD3A,JARID2,RALGDS,SLC19A2,KPNA1,MAGI1,PRKAB2,ZBTB16,ARRDC3,ATP2B4,OGA,MEPE,CDYL,PNMA2,USF3,BAIAP3,SLC8A3,CLIP1,RNF169,RPS6KB1,DDIT4,TXNIP,NAA16,FKBP5,CPEB4"
"gene_set_query"	"44"	"CAMTA2"	"165.0"	"ARCHS4 Coexpression,5;Enrichr Queries,275;GTEx Coexpression,215"	"RERE,IGSF8,IRS2,PHYHIP,CTIF,SBNO2,CCND2,ENC1,KIF5A,KIF3C,KIF1A,CIC,LZTS3,LRRC4B,DGCR2,SRRM4,TNK2,GTPBP2,BAIAP2,PRRC2B,PRRC2A,CNKSR2,FGF17,SNPH,DDIT4,ADGRL1,TXNIP,CDH18"
"gene_set_query"	"45"	"HIVEP1"	"166.3"	"ARCHS4 Coexpression,89;Enrichr Queries,19;GTEx Coexpression,391"	"RERE,ZNF791,ANKLE2,TRIO,IRS2,MTRNR2L8,FOXO3,CHD2,MTRNR2L1,AKAP12,PCNX1,CCND2,ELMSAN1,RNF19A,ENC1,LONP1,RIOK1,GATD3A,JARID2,ARRDC3,ATP2B4,CDYL,SOD2,USF3,CLIP1,RNF169,DDIT4,REL,TXNIP,BCOR,CPEB4"
"gene_set_query"	"46"	"ZNF496"	"166.3"	"ARCHS4 Coexpression,268;Enrichr Queries,179;GTEx Coexpression,52"	"INVS,RERE,TRIO,CEP120,CEP164,IRS2,FOXK1,FOXO3,PRPF8,RXRB,DTWD1,SBNO2,CCND2,XPO1,ANKAR,LONP1,GATD3A,CIC,JARID2,ATP8B2,NR1D1,PRRC2B,PRRC2A,GATAD2A,GOLGA8B,FUBP1,DDIT4,TXNIP,NAA16,PAXBP1"
"gene_set_query"	"47"	"ZBTB7A"	"168.8"	"ARCHS4 Coexpression,419;ENCODE ChIP-seq,20;Enrichr Queries,116;ReMap ChIP-seq,125;GTEx Coexpression,164"	"CDKN1C,RERE,IRS2,CHD2,NAA80,BBC3,DTWD1,NUDCD3,DSTYK,CCND2,MYADML2,CIC,JARID2,KPNA1,TSPYL2,PCYT2,USP4,SHISA7,CLIP1,SNPH,DDIT4,LANCL3,TXNIP,HNRNPH3,ZNF791,POLDIP3,FOXK1,FOXO3,PPL,PHYHIP,RXRB,SBNO2,PCNX1,DEAF1,ABL2,KIF3C,GATD3A,RALGDS,MAPK3,BRD4,LRRC4B,TNK2,ATP2B4,NR1D1,PLEKHA4,BAIAP2,SOD2,BLCAP,PRRC2B,BAIAP3,PRRC2A,FGF17,FAM135A,SRPRA,ADGRL1,NAA16,BCOR,DZIP3"
"gene_set_query"	"48"	"ZNF571"	"171.3"	"ARCHS4 Coexpression,211;Enrichr Queries,248;GTEx Coexpression,55"	"INVS,ZNF550,CCDC122,ZBTB49,CEP120,FOXK1,ZNF44,RASD1,ZNF529,SESN1,ENC1,PSD3,QSOX2,GATD3A,CIC,ZNF345,TSPYL2,ZNF141,CLUH,PLEKHA1,DSCAM,KCNB1,ARRDC3,FGF17,DAAM1,IGFL4,DDIT4,TXNIP,HNRNPH3,PAXBP1,TNRC6A"
"gene_set_query"	"49"	"ZFP41"	"171.7"	"ARCHS4 Coexpression,214;Enrichr Queries,278;GTEx Coexpression,23"	"PDXK,TRIO,HMGB2,IRS2,PRPF8,NUDCD3,DSTYK,CCND2,DEAF1,RPS6KA2,KIF1A,KIF3C,BTRC,CIC,LRRC4B,DGCR2,CLUH,DSCAM,TNK2,ARRDC3,ATP2B4,ATG13,TMEM130,PRRC2B,PRRC2A,SNPH,SLCO4A1,DDIT4,TYRO3,ADGRL1,TXNIP,DZIP3,FKBP5"
"gene_set_query"	"50"	"ZKSCAN8"	"175.5"	"ARCHS4 Coexpression,186;GTEx Coexpression,165"	"ZNF791,ATP8B2,CEP120,ZNF12,CHD2,PRPF8,PRRC2B,PRRC2A,DTWD1,XPO1,RNF169,FUBP1,RLIM,BCOR,PAXBP1,ZNF345,TNRC6A"
"gene_set_query"	"51"	"ZNF91"	"178.3"	"ARCHS4 Coexpression,230;Enrichr Queries,138;GTEx Coexpression,167"	"PHLPP2,CCDC122,CSRNP3,HMGB2,MT1X,IRS2,LIN7C,AKAP12,MT2A,CCND2,OIP5-AS1,SESN1,PSD3,ENC1,GATD3A,LZTS3,SRRM4,GRID2,KCNB1,USP22,SYT14,PNMA2,PRRC2B,DAAM1,PKIA,DDIT4,TXNIP,PTPN4,CDH18,FKBP5"
