Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000157933,SKI,4,-3.0058,30,-0.0778,18,-0.8570,57,0.99699,41,0.46603,45,0.60286,30,-0.0784,23,-0.4704,34,0.13401
ENSG00000157916,RER1,71,0.78279,17,-1.4482,47,0.09128,19,-1.2991,95,1.28161,49,0.16204,47,0.12159,28,-0.6879,22,-1.0854
ENSG00000157911,PEX10,4,-2.3095,34,0.95306,10,-1.0232,14,-0.4820,23,0.27103,34,0.95266,22,0.21596,27,0.52728,3,-2.6616
ENSG00000157870,PRXL2B,24,-0.4000,1,-4.2582,43,0.55270,29,-0.1052,17,-0.8590,89,1.85418,25,-0.3431,33,0.11588,20,-0.6438
ENSG00000177133,PRDM16-DT,4,-2.7789,14,-0.9362,5,-2.4499,15,-0.8988,49,1.00222,37,0.52890,42,0.87610,28,0.06546,30,0.21334
ENSG00000158109,TPRG1L,5,-4.4493,27,-1.9863,213,1.29804,87,-0.1949,97,-0.0316,184,1.03900,100,0.02179,101,0.03796,75,-0.4369
ENSG00000130764,LRRC47,75,0.75210,7,-2.8017,104,1.33841,52,0.15951,39,-0.3151,51,0.13975,44,-0.1040,34,-0.4927,20,-1.2718
ENSG00000116198,CEP104,4,-2.9009,50,0.88535,16,-0.9182,61,1.26068,27,-0.0822,18,-0.7056,39,0.53334,12,-1.3176,24,-0.3123
ENSG00000196581,AJAP1,26,-0.3052,10,-1.7239,47,0.65315,58,0.98863,4,-2.8260,42,0.43755,35,0.17601,21,-0.6313,39,0.32495
ENSG00000069424,KCNAB2,16,-3.1909,21,-2.7695,187,0.55252,117,-0.2076,113,-0.2701,321,1.50328,155,0.27485,121,-0.1527,130,-0.0478
ENSG00000116254,CHD5,4,-5.8687,40,-2.6248,178,-0.3906,577,1.60839,65,-1.9035,163,-0.5263,231,0.02317,181,-0.3652,608,1.71119
ENSG00000116251,RPL22,204,-1.6261,1226,1.24235,465,-0.3743,355,-0.7896,738,0.36690,683,0.23974,448,-0.4760,774,0.44634,545,-0.1226
ENSG00000116237,ICMT,22,-0.0365,3,-2.8270,28,0.30836,12,-0.9359,24,0.06187,45,1.11297,31,0.53396,15,-0.6553,19,-0.3217
ENSG00000097021,ACOT7,108,0.26593,1,-5.7836,304,2.14404,110,0.28761,18,-2.4058,120,0.43643,84,-0.1657,56,-0.7850,34,-1.5210
ENSG00000162413,KLHL21,83,1.92529,12,-1.2319,48,0.92471,23,-0.2535,19,-0.5371,12,-1.2164,21,-0.4603,18,-0.6442,17,-0.7562
ENSG00000007923,DNAJC11,4,-2.1579,3,-2.6497,31,0.98517,30,0.90698,6,-1.5965,23,0.45863,18,0.11926,21,0.34215,17,0.01073
ENSG00000171735,CAMTA1,451,0.29277,133,-1.5934,347,-0.1318,696,1.02764,111,-1.8660,302,-0.3505,537,0.67395,245,-0.6769,407,0.12508
ENSG00000049245,VAMP3,54,0.70116,91,1.63718,13,-1.5241,21,-0.7594,60,0.89454,53,0.67270,10,-1.9607,22,-0.7109,16,-1.2114
ENSG00000049246,PER3,306,3.23728,42,-0.5553,31,-0.9820,28,-1.1743,34,-0.8672,51,-0.2417,26,-1.3635,18,-1.7900,32,-0.9364
ENSG00000116288,PARK7,115,-1.2895,197,-0.4655,341,0.41300,147,-0.9140,379,0.58600,414,0.73759,280,0.09980,308,0.24585,187,-0.5502
ENSG00000116285,ERRFI1,4,-2.4881,5,-2.2130,29,0.48148,31,0.54895,56,1.60672,31,0.59598,15,-0.6463,15,-0.5752,17,-0.3675
ENSG00000142599,RERE,45,-1.3543,84,-0.4113,112,0.02992,165,0.67092,97,-0.1899,102,-0.1216,124,0.22632,90,-0.3075,153,0.53866
ENSG00000074800,ENO1,335,-0.8067,262,-1.1797,597,0.09698,275,-1.1110,1391,1.56497,784,0.54452,566,0.01478,447,-0.3607,394,-0.5567
ENSG00000142583,SLC2A5,4,-3.3644,39,-0.0248,17,-1.2930,32,-0.3335,135,2.18431,35,-0.1883,29,-0.5670,44,0.17176,34,-0.2318
ENSG00000171612,SLC25A33,4,-2.2657,14,-0.3993,16,-0.1995,10,-0.8750,40,1.29186,29,0.69859,17,-0.1334,22,0.25261,16,-0.2540
ENSG00000171603,CLSTN1,636,0.73174,99,-2.1504,985,1.51758,396,-0.0473,255,-0.7373,302,-0.4716,482,0.30779,222,-0.9500,220,-0.9605
ENSG00000178585,CTNNBIP1,48,1.05359,7,-1.8177,24,-0.0930,12,-1.1333,19,-0.4643,12,-1.1154,43,1.03044,28,0.17061,17,-0.6303
ENSG00000162441,LZIC,4,-3.5678,73,0.75010,28,-0.7674,32,-0.5679,45,-0.0411,46,0.02032,56,0.36087,37,-0.3299,83,0.97527
ENSG00000130939,UBE4B,4,-2.8440,16,-0.8537,29,0.08630,36,0.40068,33,0.28459,15,-0.9592,47,1.01708,16,-0.8656,35,0.38485
ENSG00000054523,KIF1B,85,-1.8940,260,-0.1904,351,0.29082,501,0.88886,300,0.03540,192,-0.6662,338,0.25803,230,-0.3888,340,0.23855
ENSG00000142657,PGD,90,1.19006,25,-0.8728,73,0.82938,31,-0.5324,44,-0.0259,28,-0.6982,50,0.20184,31,-0.5779,22,-1.1013
ENSG00000241563,CORT,18963,9.41213,5,-8.5914,20,-6.6990,13,-7.2951,24,-6.4719,45,-5.5465,50,-5.5612,28,-6.2211,11,-7.5340
ENSG00000160049,DFFA,4,-3.3353,48,0.34367,17,-1.2265,59,0.66211,32,-0.3280,27,-0.5558,58,0.76365,31,-0.3802,56,0.58035
ENSG00000120948,TARDBP,176,1.20121,112,0.42225,73,-0.2590,90,0.06189,76,-0.2134,89,0.04114,71,-0.3515,40,-1.1937,67,-0.3968
ENSG00000116649,SRM,4,-3.4961,37,-0.2486,61,0.53690,55,0.38237,37,-0.2425,87,1.16238,38,-0.2281,38,-0.2038,39,-0.1591
ENSG00000171824,EXOSC10,16,-0.8303,16,-0.8326,24,-0.2137,59,1.26312,35,0.34203,15,-0.9146,28,-0.0263,13,-1.1207,45,0.77410
ENSG00000198793,MTOR,32,0.30947,7,-1.9219,47,0.98758,35,0.47032,22,-0.2395,19,-0.4875,38,0.73064,13,-1.0681,8,-1.6778
ENSG00000116661,FBXO2,199,0.31192,184,0.18752,170,0.05373,76,-1.1920,234,0.58059,239,0.61253,125,-0.4713,171,0.06379,118,-0.5146
ENSG00000132879,FBXO44,4,-3.8984,14,-2.1123,147,1.60949,84,0.62064,23,-1.4191,117,1.18126,63,0.16537,36,-0.7134,26,-1.2425
ENSG00000177000,MTHFR,4,-2.2601,20,0.14560,21,0.18819,59,2.05348,15,-0.3626,20,0.12617,11,-0.8765,14,-0.4622,10,-0.8598
ENSG00000011021,CLCN6,86,0.80652,11,-2.2788,72,0.50944,79,0.66241,37,-0.5280,49,-0.1247,63,0.32787,49,-0.1113,17,-1.7192
ENSG00000116685,KIAA2013,79,1.65042,13,-1.3044,31,0.02815,38,0.37486,23,-0.4373,19,-0.7484,31,0.04229,19,-0.7010,19,-0.6988
ENSG00000116688,MFN2,351,2.10233,81,-0.4538,142,0.44221,62,-0.8779,53,-1.1071,84,-0.3937,98,-0.1815,63,-0.8358,51,-1.1546
ENSG00000048707,VPS13D,77,0.33302,33,-0.9765,88,0.54054,104,0.82294,56,-0.1832,27,-1.2724,79,0.41360,39,-0.7543,48,-0.4410
ENSG00000162496,DHRS3,44,0.68919,52,0.98025,16,-0.8393,9,-1.6892,47,0.80058,17,-0.7506,34,0.32278,19,-0.6108,13,-1.1920
ENSG00000162493,PDPN,172,2.99796,27,-0.4569,5,-2.9092,9,-2.1162,90,1.55175,12,-1.6815,12,-1.7556,19,-1.0169,5,-2.8528
ENSG00000116731,PRDM2,4,-5.3085,96,-0.7379,148,-0.0602,364,1.48091,36,-2.1769,126,-0.3171,168,0.16930,99,-0.6853,326,1.27396
ENSG00000189337,KAZN,4,-3.3345,49,0.35810,61,0.74098,40,0.03680,47,0.28529,30,-0.4238,49,0.41137,25,-0.6637,37,-0.0871
ENSG00000142634,EFHD2,130,0.75505,93,0.19563,150,1.00739,79,-0.0565,103,0.36146,5,-3.9364,80,-0.0422,86,0.07267,14,-2.5999
ENSG00000116138,DNAJC16,4,-2.3467,5,-2.0842,33,0.83040,57,1.85615,4,-2.1325,18,-0.1069,31,0.88687,5,-2.0457,8,-1.3905
ENSG00000197312,DDI2,4,-2.6155,3,-2.8053,36,0.68785,48,1.16822,24,0.02750,15,-0.7330,40,1.00396,14,-0.8270,13,-0.8610
ENSG00000116786,PLEKHM2,12,-3.2132,97,-0.1908,74,-0.5934,87,-0.3588,66,-0.7899,161,0.63892,125,0.25224,179,0.81865,163,0.66684
ENSG00000065526,SPEN,24,-2.2995,191,0.87419,77,-0.5833,227,1.18261,93,-0.3055,66,-0.8188,72,-0.7539,34,-1.8333,267,1.48463
ENSG00000055070,SZRD1,4,-2.4705,31,0.58052,3,-2.6644,21,-0.0611,33,0.68299,24,0.17957,23,0.13020,24,0.20765,29,0.46137
ENSG00000159363,ATP13A2,15,-2.0648,11,-2.5093,151,1.62952,74,0.37124,31,-0.9795,45,-0.4222,89,0.79687,53,-0.1685,30,-1.0537
ENSG00000117118,SDHB,4,-3.8046,33,-0.7835,101,1.03369,27,-1.0491,51,-0.1016,71,0.43786,79,0.72001,52,-0.0763,45,-0.2859
ENSG00000117115,PADI2,119,0.95518,227,2.19175,17,-2.0879,15,-2.2491,111,0.83580,66,-0.0158,24,-1.6607,44,-0.6612,23,-1.6448
ENSG00000117154,IGSF21,41,-0.0256,21,-1.0865,137,2.10779,19,-1.1827,48,0.21290,34,-0.3393,22,-1.0705,44,0.06393,32,-0.4312
ENSG00000159423,ALDH4A1,44,0.95395,12,-1.1145,2,-3.3984,5,-2.3654,46,1.05237,27,0.13770,35,0.64466,30,0.33331,10,-1.3230
ENSG00000127481,UBR4,16,-0.9834,17,-0.9320,35,0.17380,98,2.01073,31,-0.0065,12,-1.4868,18,-0.8860,17,-0.9588,50,0.77928
ENSG00000127463,EMC1,49,1.07209,14,-0.9482,35,0.49574,29,0.22936,28,0.14931,32,0.38224,27,0.12662,9,-1.5761,4,-2.5251
ENSG00000053372,MRTO4,9,-1.7827,11,-1.4935,34,0.25987,63,1.30563,15,-0.9878,29,0.00794,40,0.57985,32,0.13951,18,-0.7188
ENSG00000053371,AKR7A2,4,-2.7590,19,-0.5320,30,0.19748,10,-1.4387,75,1.83589,39,0.65492,24,-0.1739,23,-0.2188,15,-0.8346
ENSG00000077549,CAPZB,240,0.67407,100,-0.7184,188,0.27184,133,-0.2800,198,0.35760,203,0.39405,168,0.09776,110,-0.5811,82,-1.0240
ENSG00000173436,MICOS10,129,-1.1091,294,0.17938,272,0.05003,139,-0.9945,371,0.56093,254,-0.0570,228,-0.2525,503,1.08408,215,-0.3179
ENSG00000158747,NBL1,536,2.20590,51,-1.7158,167,0.08889,124,-0.3844,144,-0.1428,137,-0.2195,120,-0.4733,111,-0.5552,67,-1.3125
ENSG00000162545,CAMK2N1,683,-1.3767,596,-1.5809,898,-0.9618,1473,-0.1948,841,-1.0625,4719,1.83184,1385,-0.3244,1632,-0.0314,3035,1.00446
ENSG00000158828,PINK1,399,0.40037,190,-0.7741,486,0.72948,208,-0.6383,187,-0.7978,381,0.32326,344,0.17698,351,0.18749,231,-0.4732
ENSG00000244038,DDOST,4,-2.1952,11,-0.6866,33,1.04754,16,-0.1078,40,1.37909,22,0.32779,9,-1.0204,21,0.29573,10,-0.9284
ENSG00000189410,SH2D5,4,-2.9194,0,-8.4055,50,0.87548,56,1.09252,9,-1.7986,70,1.47952,29,0.00075,24,-0.3203,22,-0.4542
ENSG00000127483,HP1BP3,10,-4.4275,218,0.13225,217,0.12351,436,1.31621,116,-0.8620,209,0.06116,200,-0.0120,95,-1.1629,310,0.71423
ENSG00000075151,EIF4G3,4,-5.1825,121,-0.2645,260,0.99880,232,0.79540,39,-1.9842,104,-0.5057,187,0.49898,61,-1.3192,237,0.83414
ENSG00000117298,ECE1,4,-2.2182,16,-0.2256,10,-0.8559,10,-0.9128,39,1.29021,23,0.41271,22,0.37478,19,0.08130,15,-0.2803
ENSG00000076864,RAP1GAP,353,2.48438,12,-2.9716,213,1.44482,81,-0.1976,39,-1.3054,22,-2.1553,51,-1.0001,67,-0.4942,28,-1.8200
ENSG00000090686,USP48,145,1.42427,78,0.33955,69,0.15919,83,0.44901,36,-0.8731,22,-1.6213,54,-0.2640,30,-1.1175,58,-0.1352
ENSG00000070831,CDC42,117,-0.1445,137,0.10735,229,0.96873,110,-0.2428,132,0.05097,92,-0.5286,151,0.30174,97,-0.4335,65,-1.0481
ENSG00000173372,C1QA,18,-1.5535,52,0.04871,11,-2.3018,30,-0.7851,147,1.88688,71,0.56211,23,-1.2671,77,0.70652,49,-0.0310
ENSG00000159189,C1QC,36,0.08852,33,-0.0413,5,-2.8245,9,-1.9964,85,1.56625,33,-0.0345,20,-0.8552,67,1.12791,31,-0.1309
ENSG00000173369,C1QB,4,-4.3546,81,0.03900,26,-1.6868,29,-1.5374,285,2.32554,100,0.37218,30,-1.5686,129,0.80677,78,-0.0324
ENSG00000004487,KDM1A,81,0.76233,18,-1.5783,77,0.68720,62,0.33239,29,-0.8646,66,0.42403,59,0.27677,21,-1.3337,35,-0.5812
ENSG00000169641,LUZP1,4,-4.6641,35,-1.5560,130,0.45491,242,1.55290,28,-1.9029,51,-1.0055,137,0.62486,61,-0.7416,157,0.77060
ENSG00000125944,HNRNPR,120,0.03543,166,0.55886,136,0.23569,111,-0.0906,95,-0.3461,103,-0.2139,138,0.29201,80,-0.6142,91,-0.4114
ENSG00000142676,RPL11,627,0.04063,1245,1.20215,443,-0.5077,242,-1.4266,721,0.26788,674,0.15669,429,-0.6151,802,0.44138,502,-0.3139
ENSG00000011007,ELOA,4,-2.5363,16,-0.5462,27,0.29272,51,1.37601,38,0.86246,13,-0.8344,9,-1.4727,20,-0.1477,38,0.84477
ENSG00000057757,PITHD1,302,1.52867,44,-1.5989,203,0.81393,152,0.33266,54,-1.2853,105,-0.2663,125,0.02009,90,-0.5080,40,-1.7109
ENSG00000011009,LYPLA2,4,-2.0837,6,-1.5414,20,0.28992,11,-0.5542,6,-1.4500,23,0.52750,26,0.85439,18,0.13343,25,0.67524
ENSG00000189266,PNRC2,116,1.05075,44,-0.5125,55,-0.1920,42,-0.5950,102,0.83079,82,0.45541,41,-0.7052,39,-0.7237,56,-0.1634
ENSG00000188529,SRSF10,34,-0.6749,55,0.07188,65,0.35789,112,1.29257,49,-0.1059,23,-1.2394,54,0.07799,25,-1.1099,50,-0.0737
ENSG00000001461,NIPAL3,47,-0.8649,162,1.13824,137,0.84146,126,0.69109,53,-0.6856,54,-0.6629,63,-0.4634,57,-0.5802,62,-0.4545
ENSG00000133226,SRRM1,105,-1.0381,391,1.07859,90,-1.2722,454,1.34961,83,-1.4040,112,-0.9378,169,-0.3436,96,-1.1799,386,1.05448
ENSG00000169504,CLIC4,4,-4.3576,144,0.98948,15,-2.5043,19,-2.1152,270,2.20571,64,-0.3394,72,-0.1695,80,0.00541,54,-0.6098
ENSG00000117614,SYF2,58,-0.9928,147,0.46071,130,0.25522,107,-0.0557,104,-0.0975,94,-0.2509,91,-0.3486,99,-0.1768,186,0.85919
ENSG00000117616,RSRP1,15,-1.9946,59,0.05126,97,0.87515,143,1.57119,93,0.79749,41,-0.5221,30,-1.0620,26,-1.2279,38,-0.6478
ENSG00000183726,TMEM50A,4,-3.6489,59,0.31123,78,0.78305,45,-0.1217,79,0.80759,47,-0.0634,40,-0.3540,33,-0.6219,62,0.38919
ENSG00000204178,MACO1,20,-1.2848,49,0.11109,81,0.93388,152,2.14430,26,-0.8500,21,-1.2141,24,-1.0713,16,-1.5720,45,-0.0220
ENSG00000117643,MAN1C1,4,-3.1945,6,-2.6918,34,-0.0737,49,0.52960,74,1.24387,77,1.32008,31,-0.2334,17,-1.0971,31,-0.2188
ENSG00000162430,SELENON,4,-2.5997,4,-2.5145,17,-0.5197,26,0.16311,65,1.75710,41,0.90624,23,-0.0255,20,-0.2329,12,-1.0357
ENSG00000117640,MTFR1L,83,0.87413,24,-1.0775,72,0.62120,72,0.61360,32,-0.6433,49,0.00406,47,-0.0959,29,-0.8092,36,-0.4827
ENSG00000117632,STMN1,1169,0.81125,467,-0.6707,1793,1.58625,540,-0.4463,559,-0.3922,519,-0.5086,711,-0.0133,456,-0.7070,238,-1.6900
ENSG00000158008,EXTL1,4,-2.6067,8,-1.6593,40,0.88515,10,-1.2594,14,-0.8077,21,-0.1907,43,1.17274,31,0.42689,22,-0.0875
ENSG00000142684,ZNF593,4,-2.5757,6,-2.0117,34,0.63215,28,0.29485,44,1.08329,25,0.10321,23,-0.0285,15,-0.6438,30,0.39642
ENSG00000142669,SH3BGRL3,436,1.51704,167,-0.1256,217,0.29691,93,-1.0250,249,0.52357,195,0.12536,105,-0.9264,173,-0.0710,66,-1.5446
ENSG00000198830,HMGN2,210,0.37929,238,0.59100,126,-0.4329,121,-0.5020,232,0.54314,182,0.14954,157,-0.1031,114,-0.5886,124,-0.4569
ENSG00000117713,ARID1A,18,-1.9855,62,-0.0933,62,-0.0920,87,0.45135,53,-0.3289,38,-0.8462,97,0.74789,46,-0.5354,96,0.61841
ENSG00000175793,SFN,42,0.41308,16,-1.0764,4,-3.0515,9,-1.8498,195,3.68365,17,-1.0375,5,-2.7898,27,-0.2797,6,-2.4627
ENSG00000142751,GPN2,4,-2.1788,6,-1.4679,21,0.28902,27,0.69168,11,-0.6643,26,0.63394,23,0.51521,12,-0.5132,21,0.26373
ENSG00000090273,NUDC,204,-0.0039,195,-0.0759,249,0.31952,147,-0.5164,172,-0.2731,231,0.20077,222,0.15190,204,0.00109,196,-0.0628
ENSG00000253368,TRNP1,45,-0.0457,4,-3.6575,62,0.48037,48,0.07860,20,-1.2922,53,0.22455,68,0.73427,58,0.36882,35,-0.4061
ENSG00000142784,WDTC1,4,-2.2525,0,-4.8872,15,-0.3311,32,0.92803,28,0.64894,32,0.90437,18,-0.0775,23,0.37760,15,-0.3617
ENSG00000186501,TMEM222,99,1.88746,26,-0.4044,48,0.57119,14,-1.2820,42,0.33620,25,-0.4683,22,-0.7492,26,-0.4272,14,-1.3171
ENSG00000158195,WASF2,89,0.35499,102,0.58177,15,-2.3199,36,-1.0627,121,0.87199,42,-0.8401,74,0.06017,40,-0.9100,122,0.88950
ENSG00000126705,AHDC1,19,-1.2478,36,-0.2629,39,-0.1110,82,1.10386,40,-0.1067,24,-0.8507,63,0.75822,23,-0.9466,34,-0.3296
ENSG00000126709,IFI6,133,0.92830,138,0.98523,140,1.01704,62,-0.3373,105,0.51933,10,-2.9392,50,-0.7092,39,-1.0206,34,-1.2534
ENSG00000117758,STX12,11,-2.8260,49,-0.6842,134,0.94288,57,-0.4589,131,0.89994,72,-0.0776,89,0.28787,67,-0.1879,60,-0.3653
ENSG00000117751,PPP1R8,4,-2.4316,10,-1.1687,18,-0.2168,33,0.76272,40,1.06677,40,1.07110,25,0.30367,8,-1.4266,7,-1.6906
ENSG00000117748,RPA2,33,0.41694,17,-0.6677,69,1.68704,10,-1.4466,34,0.43824,19,-0.4687,20,-0.4770,17,-0.6054,20,-0.4076
ENSG00000126698,DNAJC8,45,-2.0670,255,0.62261,209,0.29050,216,0.34686,139,-0.3605,241,0.53128,148,-0.2934,132,-0.4383,212,0.31470
ENSG00000130770,ATP5IF1,295,-0.0637,189,-0.7550,590,1.09841,161,-0.9997,261,-0.2584,487,0.76388,292,-0.0859,328,0.10740,172,-0.9039
ENSG00000204138,PHACTR4,4,-2.8671,37,0.42778,7,-1.9637,29,0.03763,37,0.45227,31,0.14910,36,0.43553,10,-1.5253,55,1.10975
ENSG00000198492,YTHDF2,54,0.02543,34,-0.6950,95,0.95714,73,0.50473,49,-0.1269,54,0.01057,49,-0.1348,31,-0.8292,44,-0.2916
ENSG00000159023,EPB41,4,-2.3355,10,-1.0625,16,-0.3110,48,1.54310,13,-0.6573,9,-1.1916,24,0.38636,18,-0.1363,30,0.67698
ENSG00000116350,SRSF4,273,1.46817,167,0.60324,95,-0.3043,128,0.16550,106,-0.1433,37,-1.7417,91,-0.4217,43,-1.5039,126,0.13218
ENSG00000116353,MECR,35,0.97731,7,-1.4733,26,0.49319,5,-2.0789,16,-0.3237,20,0.07882,28,0.67644,16,-0.2984,13,-0.6470
ENSG00000162511,LAPTM5,35,-1.1438,130,0.94179,21,-1.9093,27,-1.5299,217,1.91230,63,-0.2294,43,-0.8894,91,0.34509,63,-0.2326
ENSG00000162512,SDC3,71,-0.7357,121,0.10370,78,-0.5861,112,-0.0184,110,-0.0480,95,-0.2751,167,0.73876,80,-0.5387,132,0.24643
ENSG00000134644,PUM1,72,-0.8612,84,-0.6350,155,0.34711,241,1.09517,78,-0.7319,142,0.19826,150,0.33360,64,-1.0455,117,-0.1072
ENSG00000121766,ZCCHC17,126,0.14108,107,-0.1147,160,0.53071,133,0.23460,54,-1.1614,150,0.42399,117,0.02425,70,-0.7699,119,0.04618
ENSG00000121769,FABP3,80,1.34444,34,-0.0782,104,1.83596,17,-1.1890,21,-0.8575,29,-0.3602,21,-0.9014,27,-0.4634,8,-2.1650
ENSG00000162517,PEF1,138,1.46573,21,-1.5598,99,0.88154,33,-0.8786,32,-0.9214,105,0.98029,49,-0.2977,43,-0.4623,13,-2.2326
ENSG00000084636,COL16A1,4,-2.3989,56,1.73186,42,1.20725,23,0.19529,20,-0.0188,7,-1.5036,12,-0.9221,18,-0.1660,10,-1.0912
ENSG00000121753,ADGRB2,31,-1.9271,40,-1.5316,218,1.15637,156,0.57550,53,-1.1220,189,0.90246,116,0.09498,95,-0.2345,84,-0.4242
ENSG00000184007,PTP4A2,457,0.56780,1223,2.45379,144,-1.2505,301,-0.1095,187,-0.8483,101,-1.7759,249,-0.4550,147,-1.2205,171,-0.9918
ENSG00000121774,KHDRBS1,37,-1.5583,99,-0.0365,128,0.37203,86,-0.2641,92,-0.1566,128,0.37309,126,0.39218,83,-0.3125,112,0.15203
ENSG00000025800,KPNA6,249,1.64636,30,-1.7867,115,0.29718,121,0.37738,62,-0.6929,60,-0.7268,93,-0.0580,42,-1.2762,96,-0.0039
ENSG00000084652,TXLNA,79,1.90688,23,-0.2168,23,-0.2174,22,-0.3193,20,-0.4336,16,-0.8173,21,-0.3974,12,-1.2361,29,0.14966
ENSG00000084623,EIF3I,170,1.02574,64,-0.5658,84,-0.1402,61,-0.6258,82,-0.1754,106,0.22666,112,0.36294,61,-0.6337,66,-0.5139
ENSG00000175130,MARCKSL1,320,0.54232,451,1.13378,68,-1.8488,115,-1.0722,424,1.02434,234,0.02569,203,-0.2198,158,-0.5844,121,-0.9917
