Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to7,Feature log2 fold change topic 3to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000083444,PLOD1,11,-1.1238,17,-0.5822,17,-0.3800,49,1.60919
ENSG00000116688,MFN2,124,-0.1195,152,0.37908,129,-0.0400,96,-0.5426
ENSG00000048707,VPS13D,121,0.68074,85,0.05530,51,-0.8275,74,-0.2010
ENSG00000162496,DHRS3,12,-0.6717,9,-1.4639,13,-0.4943,51,2.22370
ENSG00000116731,PRDM2,406,1.04236,179,-0.6554,220,-0.1140,219,-0.1210
ENSG00000189337,KAZN,98,0.40271,88,0.32246,67,-0.2681,46,-0.8933
ENSG00000142634,EFHD2,130,0.06199,146,0.43112,160,0.44089,35,-2.0520
ENSG00000116138,DNAJC16,46,-0.0112,51,0.25289,38,-0.3515,44,-0.0895
ENSG00000197312,DDI2,55,0.32498,51,0.29982,37,-0.3679,33,-0.5857
ENSG00000116786,PLEKHM2,79,-0.3876,75,-0.6670,179,1.12929,100,0.01634
ENSG00000065526,SPEN,379,1.38937,123,-0.9541,94,-1.1321,246,0.50093
ENSG00000116809,ZBTB17,19,-0.2128,17,-0.4607,21,-0.0044,33,0.81169
ENSG00000037637,FBXO42,28,0.15371,30,0.36740,15,-0.9415,26,-0.0176
ENSG00000055070,SZRD1,19,-0.5066,13,-1.4862,32,0.36425,60,1.66311
ENSG00000159363,ATP13A2,74,-0.7666,145,0.62399,121,0.06245,86,-0.5234
ENSG00000117118,SDHB,28,-1.3751,80,0.59634,67,0.03318,64,-0.0341
ENSG00000117115,PADI2,23,-1.2650,21,-1.8120,46,-0.1171,152,2.47989
ENSG00000179051,RCC2,20,-0.4971,29,0.19346,24,-0.1632,31,0.26229
ENSG00000117154,IGSF21,57,-0.4413,83,0.33551,81,0.18163,59,-0.3840
ENSG00000159423,ALDH4A1,4,-2.5933,9,-1.7265,36,1.04982,52,1.87010
ENSG00000127481,UBR4,90,1.82733,21,-1.2277,24,-0.7206,36,-0.0391
ENSG00000127463,EMC1,31,-0.3769,43,0.26504,38,-0.0666,38,-0.0325
ENSG00000053372,MRTO4,39,-0.2507,47,0.15931,47,0.10512,41,-0.1415
ENSG00000053371,AKR7A2,20,-0.6260,24,-0.4478,21,-0.5375,57,1.35310
ENSG00000077549,CAPZB,150,-0.2928,199,0.31957,151,-0.2807,177,0.00201
ENSG00000173436,MICOS10,93,-1.9008,285,-0.1615,636,1.46514,228,-0.4895
ENSG00000158747,NBL1,155,-0.3671,213,0.27875,193,0.00508,178,-0.1385
ENSG00000169914,OTUD3,29,0.40437,25,0.20687,23,-0.0576,13,-0.8984
ENSG00000162545,CAMK2N1,979,-0.9560,1150,-0.9462,2953,1.01620,2716,0.84453
ENSG00000090432,MUL1,21,-0.0851,23,0.06937,22,-0.0673,23,0.03382
ENSG00000183114,FAM43B,30,0.39629,25,0.18244,18,-0.5013,20,-0.3102
ENSG00000158828,PINK1,310,-0.6851,547,0.46460,606,0.48305,272,-0.8955
ENSG00000244038,DDOST,11,-1.3540,32,0.47882,23,-0.2352,33,0.37651
ENSG00000117245,KIF17,23,-0.0580,31,0.70608,24,0.01933,8,-1.6982
ENSG00000189410,SH2D5,29,-0.8319,56,0.41160,48,-0.0150,49,0.01165
ENSG00000127483,HP1BP3,437,0.96243,209,-0.5538,197,-0.4898,288,0.16169
ENSG00000075151,EIF4G3,470,0.92862,287,-0.0074,175,-0.8323,219,-0.4667
ENSG00000117298,ECE1,17,-0.0477,15,-0.4747,12,-0.6760,32,1.12263
ENSG00000076864,RAP1GAP,141,-0.1226,200,0.84159,109,-0.5562,83,-0.9956
ENSG00000090686,USP48,146,1.24496,61,-0.5361,44,-0.9201,78,0.03042
ENSG00000070831,CDC42,163,-0.1746,232,0.75031,128,-0.5804,122,-0.6710
ENSG00000133216,EPHB2,23,0.39239,18,-0.0494,19,0.10197,14,-0.5030
ENSG00000004487,KDM1A,80,0.17652,85,0.44367,48,-0.6908,59,-0.3668
ENSG00000169641,LUZP1,425,1.20866,224,-0.0414,138,-0.8394,128,-0.9560
ENSG00000125944,HNRNPR,173,0.57701,113,-0.2857,88,-0.6156,152,0.32992
ENSG00000142676,RPL11,155,-1.4256,289,-0.5948,613,0.95877,541,0.70845
ENSG00000011007,ELOA,39,0.56014,19,-0.9205,29,0.00779,42,0.69749
ENSG00000057757,PITHD1,127,-0.5160,210,0.58900,169,-0.0256,123,-0.5716
ENSG00000011009,LYPLA2,15,-0.8147,31,0.73945,24,-0.0631,17,-0.5645
ENSG00000189266,PNRC2,41,-0.6932,60,-0.0497,48,-0.4297,99,0.88908
ENSG00000188529,SRSF10,81,0.23839,71,-0.0074,58,-0.3487,74,0.08225
ENSG00000001461,NIPAL3,196,0.73041,129,-0.0713,84,-0.7539,125,-0.0984
ENSG00000133226,SRRM1,362,1.10719,141,-0.8483,166,-0.3480,236,0.26902
ENSG00000169504,CLIC4,12,-1.0692,10,-1.7204,13,-0.8698,75,2.71879
ENSG00000117614,SYF2,111,-0.3128,126,-0.1447,110,-0.3279,197,0.72055
ENSG00000117616,RSRP1,118,0.80835,68,-0.2785,36,-1.2552,96,0.40595
ENSG00000183726,TMEM50A,57,-0.3319,73,0.17069,46,-0.6886,93,0.54441
ENSG00000204178,MACO1,127,0.99429,73,-0.0647,43,-0.9142,59,-0.3989
ENSG00000117643,MAN1C1,30,-0.7563,58,0.60208,43,-0.1468,41,-0.2430
ENSG00000162430,SELENON,19,-0.6867,22,-0.6593,32,0.13384,55,1.19540
ENSG00000117640,MTFR1L,52,-0.6395,94,0.60862,73,-0.0918,60,-0.4131
ENSG00000117632,STMN1,1161,-0.1547,1560,0.60538,1234,-0.0483,681,-1.0378
ENSG00000158008,EXTL1,47,-0.0828,55,0.33998,63,0.44885,21,-1.3438
ENSG00000175087,PDIK1L,22,-0.1474,32,0.79120,14,-0.9610,19,-0.4498
ENSG00000142684,ZNF593,28,-0.3364,36,0.17273,33,-0.0231,35,0.04532
ENSG00000142669,SH3BGRL3,116,-0.3469,144,0.04620,167,0.29977,135,-0.0773
ENSG00000117682,DHDDS,19,-0.1547,20,-0.1149,19,-0.1523,27,0.44374
ENSG00000198830,HMGN2,87,-0.9424,116,-0.6440,150,-0.0257,310,1.39823
ENSG00000117713,ARID1A,107,0.38325,77,-0.2761,74,-0.2603,101,0.26847
ENSG00000204160,ZDHHC18,31,0.19140,29,0.17356,28,0.00739,20,-0.5659
ENSG00000142751,GPN2,33,0.53394,23,-0.1490,18,-0.4910,26,0.08705
ENSG00000090273,NUDC,159,-0.6985,235,-0.0630,292,0.34877,285,0.30378
ENSG00000253368,TRNP1,31,-0.8597,69,0.78745,61,0.24739,27,-1.1281
ENSG00000090020,SLC9A1,13,-0.8587,30,1.05502,15,-0.5597,15,-0.6252
ENSG00000142784,WDTC1,30,-0.1726,34,0.08133,39,0.32473,27,-0.3435
ENSG00000186501,TMEM222,37,-0.3848,49,0.13427,52,0.19774,45,-0.0795
ENSG00000158195,WASF2,38,0.05642,17,-1.6007,15,-1.4798,108,2.30250
ENSG00000126705,AHDC1,84,0.54217,64,0.04756,54,-0.2482,46,-0.5075
ENSG00000126709,IFI6,121,-0.1192,154,0.48640,85,-0.7107,123,-0.0975
ENSG00000009780,FAM76A,30,0.57456,24,0.21550,11,-1.0704,20,-0.1810
ENSG00000117758,STX12,81,-0.5119,129,0.48245,104,-0.0747,92,-0.2989
ENSG00000117751,PPP1R8,25,-0.1591,28,0.03943,29,0.05142,28,0.03546
ENSG00000117748,RPA2,22,-1.1450,52,0.43961,42,-0.0966,51,0.22398
ENSG00000126698,DNAJC8,309,0.57853,188,-0.4431,216,-0.0722,243,0.13666
ENSG00000130770,ATP5IF1,207,-1.1905,491,0.41358,601,0.64552,296,-0.6079
ENSG00000204138,PHACTR4,40,1.04284,12,-1.3624,15,-0.7439,41,1.10905
ENSG00000180098,TRNAU1AP,19,0.15081,17,-0.1408,22,0.40669,14,-0.4006
ENSG00000198492,YTHDF2,117,0.32949,123,0.68334,56,-0.9128,55,-0.9397
ENSG00000116329,OPRD1,24,0.19812,29,0.94366,11,-1.0107,9,-1.3202
ENSG00000159023,EPB41,43,1.28610,19,-0.4031,24,0.11646,8,-1.6107
ENSG00000116350,SRSF4,103,0.36313,76,-0.2770,83,-0.0331,89,0.09471
ENSG00000116353,MECR,24,-0.2995,29,0.02679,43,0.73620,19,-0.7356
ENSG00000060656,PTPRU,35,0.52692,28,0.16823,14,-0.9964,25,-0.0804
ENSG00000162511,LAPTM5,10,-1.5701,12,-1.6288,37,0.60038,68,1.97402
ENSG00000162512,SDC3,95,-0.5161,115,-0.2770,106,-0.3391,219,1.00615
ENSG00000134644,PUM1,261,0.68787,169,-0.1590,165,-0.1476,140,-0.4260
ENSG00000060688,SNRNP40,22,0.11645,24,0.36371,19,-0.1552,14,-0.6765
ENSG00000121766,ZCCHC17,156,0.14679,146,0.02914,127,-0.2208,145,0.01000
ENSG00000121769,FABP3,99,-0.3754,168,0.98347,122,-0.0052,34,-2.0732
ENSG00000162517,PEF1,40,-1.0244,100,0.93203,70,-0.1132,48,-0.7433
ENSG00000084636,COL16A1,50,0.27184,45,0.13652,18,-1.4287,55,0.46001
ENSG00000121753,ADGRB2,208,-0.3389,290,0.38342,204,-0.3687,254,0.01032
ENSG00000184007,PTP4A2,258,0.14016,193,-0.5199,306,0.45339,266,0.19181
ENSG00000121774,KHDRBS1,124,-0.0496,118,-0.1901,113,-0.2102,168,0.50696
ENSG00000025800,KPNA6,96,0.08873,100,0.24180,62,-0.6463,95,0.06109
ENSG00000084652,TXLNA,41,0.50281,28,-0.2622,23,-0.4555,36,0.26811
ENSG00000160050,CCDC28B,13,-0.5890,17,-0.2811,24,0.39365,25,0.49522
ENSG00000084623,EIF3I,84,-0.4074,123,0.39389,100,-0.1235,97,-0.1755
ENSG00000175130,MARCKSL1,94,-1.0047,114,-0.9300,169,-0.0260,393,1.68570
ENSG00000160058,BSDC1,69,0.31436,59,0.03598,59,0.03225,44,-0.4780
ENSG00000176261,ZBTB8OS,18,-1.1897,37,-0.0158,60,0.87799,35,-0.1235
ENSG00000162521,RBBP4,123,-0.1474,153,0.38176,77,-0.9264,153,0.23790
ENSG00000162522,KIAA1522,10,-1.2800,19,-0.3388,40,1.18062,22,0.02100
ENSG00000134684,YARS,71,-0.8204,153,0.85091,102,-0.2175,81,-0.6074
ENSG00000160097,FNDC5,18,-1.1238,42,0.43586,39,0.13571,36,-0.0048
ENSG00000121905,HPCA,64,-1.4998,200,0.63180,176,0.15453,146,-0.1663
ENSG00000121900,TMEM54,10,-1.7993,32,-0.0121,67,1.39540,21,-0.7236
ENSG00000116514,RNF19B,19,-0.3450,28,0.48403,20,-0.3106,21,-0.2123
ENSG00000004455,AK2,21,-0.4727,25,-0.2820,29,0.07591,41,0.70222
ENSG00000142920,AZIN2,12,-0.8726,27,0.77792,24,0.26732,10,-1.1251
ENSG00000160094,ZNF362,21,-0.0438,17,-0.5557,23,0.15101,31,0.68284
ENSG00000134686,PHC2,41,-0.4964,58,0.14813,52,-0.1025,64,0.27863
ENSG00000163866,SMIM12,45,-0.5460,78,0.62036,48,-0.4673,58,-0.1400
ENSG00000116544,DLGAP3,42,-0.3693,38,-0.7451,68,0.48938,82,0.83137
ENSG00000163867,ZMYM6,22,0.05501,25,0.41968,14,-0.6646,19,-0.1970
ENSG00000116560,SFPQ,507,0.94919,237,-0.6211,230,-0.4956,358,0.27750
ENSG00000146463,ZMYM4,76,0.24233,64,-0.0857,64,-0.0654,65,-0.0489
ENSG00000142687,KIAA0319L,65,-0.1393,72,0.03670,64,-0.1590,80,0.21698
ENSG00000020129,NCDN,300,-1.0293,743,0.89728,425,-0.4580,472,-0.2834
ENSG00000126067,PSMB2,97,-0.0789,123,0.54018,73,-0.5706,83,-0.3536
ENSG00000142686,C1orf216,75,-0.5071,126,0.66963,99,-0.0385,65,-0.7471
ENSG00000092847,AGO1,56,0.34412,38,-0.4878,50,0.16083,53,0.24309
ENSG00000126070,AGO3,88,1.13000,31,-0.9989,34,-0.5981,67,0.58890
ENSG00000116863,ADPRHL2,9,-1.1671,22,0.48482,13,-0.5788,25,0.52343
ENSG00000054116,TRAPPC3,28,-0.7400,57,0.76198,36,-0.3313,36,-0.3684
ENSG00000116871,MAP7D1,148,-0.5784,216,0.10430,207,-0.0033,247,0.31400
ENSG00000054118,THRAP3,239,0.67091,137,-0.4749,120,-0.5582,213,0.44865
ENSG00000196182,STK40,21,-0.2033,26,0.24381,22,-0.1473,23,-0.0728
ENSG00000181817,LSM10,24,-0.7798,44,0.43189,53,0.63314,21,-1.0022
ENSG00000116898,MRPS15,29,-0.9618,59,0.37380,60,0.26306,48,-0.1394
ENSG00000163873,GRIK3,53,0.99149,33,0.16001,22,-0.6179,14,-1.2596
ENSG00000163875,MEAF6,125,0.04763,145,0.50817,96,-0.4113,85,-0.6025
ENSG00000163877,SNIP1,20,0.06507,22,0.32012,13,-0.7068,20,-0.0016
ENSG00000134697,GNL2,37,0.34741,34,0.34471,11,-1.6226,33,0.15300
ENSG00000185090,MANEAL,17,-0.7176,33,0.59732,27,0.02267,20,-0.4596
ENSG00000197982,C1orf122,62,-1.4591,136,-0.2659,261,1.04381,167,0.18490
ENSG00000188786,MTF1,25,0.51931,12,-1.0923,20,0.09497,30,0.84722
ENSG00000183431,SF3A3,54,0.15834,52,0.14504,36,-0.5233,51,0.05737
ENSG00000183520,UTP11,37,0.04772,40,0.25385,25,-0.6283,38,0.06962
ENSG00000116954,RRAGC,55,0.06890,67,0.70540,40,-0.4635,28,-1.0632
ENSG00000174574,AKIRIN1,88,0.03535,91,0.16603,81,-0.1069,76,-0.2195
ENSG00000168653,NDUFS5,290,-1.3792,760,0.34749,991,0.72379,510,-0.4707
ENSG00000127603,MACF1,659,1.48452,168,-1.3555,186,-0.8688,451,0.67924
ENSG00000090621,PABPC4,73,0.28255,42,-0.9043,82,0.49353,83,0.51363
ENSG00000116983,HPCAL4,335,0.03885,245,-0.6986,338,0.05449,519,0.85970
ENSG00000084072,PPIE,26,-0.7530,49,0.47785,42,0.02872,36,-0.2058
ENSG00000131236,CAP1,115,-0.5012,176,0.35807,132,-0.2672,163,0.09642
ENSG00000131238,PPT1,76,-0.8894,158,0.56439,111,-0.2737,133,0.03624
ENSG00000117000,RLF,52,1.30046,23,-0.3700,11,-1.4220,26,-0.0407
ENSG00000084073,ZMPSTE24,40,0.20455,34,-0.0708,38,0.14694,30,-0.2627
ENSG00000084070,SMAP2,289,0.87867,173,-0.1164,144,-0.3951,130,-0.5628
ENSG00000117016,RIMS3,128,-0.7842,235,0.38868,252,0.37892,157,-0.4517
ENSG00000066136,NFYC,21,-1.0920,51,0.60765,44,0.10075,35,-0.2908
ENSG00000127124,HIVEP3,55,0.58525,34,-0.3619,35,-0.2359,43,0.15053
ENSG00000198815,FOXJ3,72,0.37668,65,0.28544,54,-0.1391,33,-0.9324
ENSG00000177181,RIMKLA,66,0.02900,77,0.45526,67,0.05714,34,-1.0967
ENSG00000127125,PPCS,48,-0.2988,63,0.25104,45,-0.4166,65,0.22646
ENSG00000186409,CCDC30,84,1.14695,23,-1.5100,57,0.37182,56,0.34822
ENSG00000065978,YBX1,42,-0.9695,48,-1.0128,113,0.76981,137,1.15492
ENSG00000164008,C1orf50,15,-0.6048,24,0.33271,22,0.07540,20,-0.1103
ENSG00000177868,SVBP,28,-0.5089,41,0.26593,42,0.20362,33,-0.2152
ENSG00000117394,SLC2A1,9,-1.7084,15,-1.3224,36,0.49030,68,1.87164
ENSG00000117395,EBNA1BP2,71,-0.4093,102,0.32185,92,0.02173,81,-0.1968
ENSG00000066322,ELOVL1,10,-1.1643,8,-1.8107,18,-0.1979,63,2.49195
ENSG00000159479,MED8,18,-0.1244,26,0.82138,16,-0.3609,9,-1.2108
ENSG00000198198,SZT2,31,1.21841,12,-0.8029,17,0.01133,14,-0.2998
ENSG00000142949,PTPRF,76,-0.5606,108,0.07096,86,-0.3547,147,0.61745
ENSG00000066135,KDM4A,29,0.51140,20,-0.1617,13,-0.8921,27,0.39047
ENSG00000126091,ST3GAL3,25,-0.7673,34,-0.3093,42,0.13694,62,0.85042
ENSG00000117408,IPO13,49,-0.1233,47,-0.2560,59,0.23152,61,0.28122
ENSG00000117410,ATP6V0B,338,-0.3352,537,0.81537,260,-0.7712,317,-0.4433
ENSG00000117411,B4GALT2,53,-0.2650,52,-0.3964,86,0.61671,68,0.18890
ENSG00000178028,DMAP1,58,-0.1930,71,0.21743,49,-0.4879,75,0.24422
ENSG00000117419,ERI3,98,-0.5101,146,0.26181,139,0.08569,127,-0.0729
ENSG00000187147,RNF220,87,-0.5128,136,0.38812,136,0.25074,87,-0.5164
ENSG00000142937,RPS8,406,-1.1602,628,-0.6317,1450,1.10047,1065,0.48396
ENSG00000070785,EIF2B3,31,-0.1697,43,0.65237,19,-0.9499,31,-0.1713
ENSG00000126107,HECTD3,16,-0.0712,18,0.15658,10,-0.9367,23,0.50564
ENSG00000126088,UROD,56,-0.6278,103,0.70362,79,-0.0529,54,-0.6762
ENSG00000117450,PRDX1,114,-1.2831,264,0.16051,258,0.06376,336,0.55092
ENSG00000117448,AKR1A1,24,-0.8063,45,0.40902,39,-0.0266,39,0.01037
ENSG00000132780,NASP,133,1.38098,40,-1.0954,46,-0.5900,81,0.37902
ENSG00000159592,GPBP1L1,39,-0.2768,48,0.14573,44,-0.0442,47,0.05943
ENSG00000086015,MAST2,19,-0.7639,35,0.36910,29,-0.0786,32,0.09722
ENSG00000117461,PIK3R3,60,0.89442,29,-0.5825,31,-0.2917,40,0.13810
ENSG00000085998,POMGNT1,47,-0.2006,66,0.62467,34,-0.7385,46,-0.2429
ENSG00000132128,LRRC41,35,0.02886,41,0.47654,29,-0.2663,23,-0.6732
ENSG00000173660,UQCRH,168,-1.6521,551,0.49098,721,0.82253,287,-0.8110
ENSG00000117481,NSUN4,27,0.56366,24,0.48702,14,-0.6021,9,-1.2340
ENSG00000117480,FAAH,19,-0.3313,22,-0.1779,28,0.30002,27,0.26626
ENSG00000079277,MKNK1,23,0.12777,24,0.25071,17,-0.3726,19,-0.2193
ENSG00000123472,ATPAF1,88,-0.6020,139,0.27694,137,0.14773,120,-0.0939
ENSG00000159658,EFCAB14,62,0.20363,37,-0.8800,52,-0.0953,95,1.03151
ENSG00000186377,CYP4X1,16,-0.4431,28,0.92423,10,-1.2369,18,-0.2144
ENSG00000162368,CMPK1,121,-0.2488,161,0.40094,168,0.33249,77,-1.0010
ENSG00000162373,BEND5,25,-0.7897,57,1.09568,38,-0.1236,17,-1.4283
ENSG00000162374,ELAVL4,379,0.31762,396,0.64632,230,-0.5516,149,-1.2502
ENSG00000185104,FAF1,39,-0.1108,47,0.30835,34,-0.3366,39,-0.0989
ENSG00000123091,RNF11,475,-0.0175,516,0.19890,591,0.37568,283,-0.8866
ENSG00000085832,EPS15,222,0.07669,224,0.13869,234,0.17211,153,-0.5544
ENSG00000117859,OSBPL9,30,0.64454,15,-0.7132,17,-0.2994,29,0.60204
ENSG00000078618,NRDC,209,0.81636,146,0.22132,78,-0.9221,90,-0.6908
ENSG00000169213,RAB3B,126,0.64758,85,-0.1205,79,-0.1974,71,-0.3839
ENSG00000117862,TXNDC12,15,-1.1651,34,0.24416,29,-0.1454,42,0.55256
ENSG00000134717,BTF3L4,40,-0.9290,95,0.93854,58,-0.3231,50,-0.5765
ENSG00000157077,ZFYVE9,78,0.62598,63,0.32493,35,-0.7743,36,-0.7192
ENSG00000134748,PRPF38A,57,0.37466,31,-0.9212,46,-0.0204,74,0.88537
ENSG00000134744,TUT4,129,1.45914,27,-1.7373,43,-0.6042,99,0.90077
ENSG00000162377,COA7,28,-0.1514,35,0.40591,30,-0.0306,22,-0.5742
ENSG00000162378,ZYG11B,227,0.09470,248,0.40200,169,-0.4172,167,-0.4313
ENSG00000116171,SCP2,73,-0.4549,113,0.49098,70,-0.5076,97,0.03926
ENSG00000162384,CZIB,19,-1.3131,52,0.55604,38,-0.1904,48,0.20848
ENSG00000162385,MAGOH,14,-0.8353,34,1.14630,16,-0.6443,15,-0.7554
ENSG00000157193,LRP8,66,0.62267,45,-0.0997,39,-0.2911,40,-0.2888
ENSG00000058799,YIPF1,25,0.07384,29,0.62300,18,-0.4320,14,-0.8916
ENSG00000081870,HSPB11,21,-0.6100,37,0.60573,23,-0.4663,29,-0.0646
ENSG00000116209,TMEM59,93,-0.8634,180,0.42376,129,-0.3198,181,0.27756
ENSG00000116221,MRPL37,39,-0.7889,80,0.74212,52,-0.3173,52,-0.3052
