Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000069424,KCNAB2,284,0.63275,158,-0.3187,108,-0.9049,176,-0.1492,154,-0.3560,181,-0.0993,221,0.21921,112,-0.8429,268,0.61909
ENSG00000116254,CHD5,244,0.00343,181,-0.4681,246,0.01957,401,0.82830,379,0.72995,115,-1.1532,190,-0.3898,179,-0.4810,249,0.03871
ENSG00000116251,RPL22,566,0.51791,593,0.59638,359,-0.2178,259,-0.7254,252,-0.7724,332,-0.3437,777,1.06169,420,0.02935,282,-0.6546
ENSG00000116237,ICMT,45,0.06202,35,-0.3394,38,-0.2118,35,-0.3253,35,-0.3373,59,0.49340,37,-0.2589,31,-0.5163,60,0.58842
ENSG00000097021,ACOT7,123,-0.7190,66,-1.6477,94,-1.1228,130,-0.6392,199,0.03536,374,1.09468,183,-0.1026,152,-0.3915,314,0.92252
ENSG00000215788,TNFRSF25,24,-0.4169,13,-1.3329,29,-0.1252,40,0.36911,18,-0.8884,36,0.21016,27,-0.2324,43,0.49418,43,0.57042
ENSG00000171680,PLEKHG5,27,-0.0495,19,-0.5968,5,-2.3384,20,-0.4809,18,-0.6802,45,0.81059,48,0.93753,11,-1.3120,40,0.73013
ENSG00000162408,NOL9,53,0.78216,24,-0.4669,24,-0.4997,46,0.56033,33,0.02558,35,0.10440,31,-0.0999,28,-0.2355,27,-0.3598
ENSG00000204859,ZBTB48,9,-0.2351,9,-0.1554,13,0.39287,17,0.83470,9,-0.1417,7,-0.6427,6,-0.8063,14,0.46347,9,-0.1896
ENSG00000162413,KLHL21,22,-0.7628,46,0.35791,25,-0.5814,33,-0.1488,37,0.00184,42,0.22700,39,0.10599,46,0.35962,38,0.06146
ENSG00000116273,PHF13,16,-0.0403,7,-1.1789,17,0.06875,18,0.19428,14,-0.1833,11,-0.6322,18,0.14726,21,0.43098,20,0.35812
ENSG00000041988,THAP3,13,-0.2831,10,-0.6844,22,0.53271,18,0.20763,16,0.00572,18,0.15309,7,-1.2625,21,0.40301,17,0.14681
ENSG00000007923,DNAJC11,48,0.35847,37,-0.0345,27,-0.5276,53,0.54429,34,-0.1949,33,-0.2222,32,-0.2617,28,-0.4717,44,0.27305
ENSG00000171735,CAMTA1,508,0.00661,283,-0.9070,622,0.33739,610,0.30482,858,0.87969,280,-0.9192,327,-0.6815,796,0.74852,385,-0.4741
ENSG00000049245,VAMP3,13,-0.6940,56,1.69692,31,0.64223,15,-0.4613,11,-0.9814,17,-0.3112,22,0.07372,23,0.14324,10,-1.1863
ENSG00000049246,PER3,24,-1.0273,71,0.68912,69,0.64081,56,0.29763,26,-0.9098,44,-0.1116,47,-0.0048,84,0.95976,24,-1.1370
ENSG00000116288,PARK7,200,-0.4826,312,0.22786,214,-0.3736,123,-1.2199,183,-0.6163,430,0.76234,444,0.81473,339,0.35942,234,-0.2644
ENSG00000116285,ERRFI1,22,-0.7006,31,-0.1531,35,0.04235,32,-0.1194,26,-0.4441,55,0.77107,31,-0.1339,33,-0.0668,39,0.23182
ENSG00000162426,SLC45A1,25,-0.1613,7,-1.9662,15,-0.8966,21,-0.4202,31,0.18398,46,0.84369,20,-0.4724,26,-0.0724,42,0.78409
ENSG00000142599,RERE,143,0.07643,123,-0.1602,163,0.28899,146,0.10804,129,-0.0887,80,-0.8264,161,0.26874,179,0.44775,119,-0.2370
ENSG00000074800,ENO1,260,-0.8480,876,1.13200,352,-0.3772,305,-0.6033,233,-1.0167,735,0.82276,427,-0.0721,436,-0.0402,424,-0.0950
ENSG00000171612,SLC25A33,20,-1.0948,115,1.77245,54,0.41514,18,-1.2353,25,-0.7946,65,0.72360,44,0.10590,31,-0.4332,21,-1.1188
ENSG00000188807,TMEM201,26,1.32448,4,-1.4397,9,-0.4156,14,0.26465,6,-0.9146,8,-0.6225,5,-1.2688,22,0.99384,12,0.00064
ENSG00000171608,PIK3CD,14,-0.0226,4,-2.0083,19,0.40304,24,0.84105,28,1.10559,6,-1.3250,2,-2.5318,25,0.91624,11,-0.4709
ENSG00000171603,CLSTN1,703,-0.2196,382,-1.1603,542,-0.6267,655,-0.3320,987,0.32572,954,0.27009,736,-0.1481,873,0.12597,1121,0.62048
ENSG00000178585,CTNNBIP1,46,0.92355,25,-0.0927,30,0.22788,28,0.07428,21,-0.3880,15,-0.8902,12,-1.1922,29,0.15147,29,0.17956
ENSG00000162441,LZIC,54,0.11100,84,0.82061,81,0.76014,49,-0.0497,58,0.21913,46,-0.1537,33,-0.6846,37,-0.4884,33,-0.7410
ENSG00000130939,UBE4B,52,0.13092,30,-0.7089,61,0.38119,69,0.59372,45,-0.1171,37,-0.4057,29,-0.7658,53,0.16696,52,0.13431
ENSG00000054523,KIF1B,500,0.17743,433,-0.0553,624,0.54362,636,0.57507,523,0.24963,241,-0.9634,238,-0.9831,399,-0.1825,442,-0.0237
ENSG00000284642,AL139424.2,14,-0.0930,12,-0.3595,12,-0.3177,14,-0.0650,17,0.16050,26,0.86375,12,-0.3945,15,-0.0176,14,-0.0677
ENSG00000142657,PGD,54,-0.0450,54,-0.0551,44,-0.3551,46,-0.2924,57,0.04381,73,0.44927,37,-0.6373,62,0.18712,64,0.25361
ENSG00000175279,CENPS,8,-0.5398,15,0.51805,7,-0.7485,11,0.03239,11,0.04998,10,-0.1629,10,-0.1128,9,-0.2563,14,0.46032
ENSG00000241563,CORT,24,0.05331,23,-0.0263,9,-1.3613,16,-0.5332,16,-0.5759,31,0.49719,41,0.94606,34,0.63569,18,-0.4245
ENSG00000160049,DFFA,39,-0.1334,49,0.24014,54,0.38832,52,0.32367,39,-0.1488,33,-0.3722,32,-0.4340,49,0.22436,39,-0.1688
ENSG00000142655,PEX14,25,0.17492,6,-1.9683,19,-0.2543,19,-0.1943,21,-0.0404,28,0.39107,15,-0.5907,21,-0.0989,33,0.77642
ENSG00000120948,TARDBP,67,-0.4702,75,-0.2949,98,0.11776,97,0.09782,73,-0.3468,95,0.07020,99,0.13583,111,0.32097,97,0.11751
ENSG00000271895,AL109811.2,17,-0.1880,6,-1.7349,18,-0.0388,28,0.64274,12,-0.7343,14,-0.4416,28,0.64932,26,0.53991,20,0.06837
ENSG00000116649,SRM,57,-0.1012,74,0.33001,27,-1.2052,33,-0.9160,48,-0.3641,81,0.46883,125,1.22192,41,-0.5934,59,-0.0469
ENSG00000171824,EXOSC10,23,-0.5521,33,0.03646,41,0.35019,49,0.67437,22,-0.5839,38,0.23378,39,0.26942,38,0.25171,22,-0.7037
ENSG00000198793,MTOR,40,-0.2798,39,-0.3267,62,0.41219,40,-0.2868,44,-0.1165,62,0.42431,42,-0.2071,45,-0.0959,52,0.15543
ENSG00000116661,FBXO2,130,-0.3350,332,1.22946,53,-1.6893,79,-1.0996,89,-0.9095,210,0.43321,211,0.44638,91,-0.8763,205,0.45246
ENSG00000132879,FBXO44,105,0.21013,46,-1.0836,59,-0.6915,94,0.03122,89,-0.0543,103,0.18119,115,0.35355,76,-0.3117,118,0.45272
ENSG00000116670,MAD2L2,12,-0.2435,20,0.63337,11,-0.2873,10,-0.4907,11,-0.2879,7,-0.9639,29,1.26135,13,-0.1190,11,-0.2875
ENSG00000177000,MTHFR,24,0.26402,18,-0.2253,14,-0.5500,36,0.96089,28,0.50463,15,-0.4715,13,-0.6879,12,-0.8167,22,0.11371
ENSG00000011021,CLCN6,125,0.49219,69,-0.4681,108,0.25097,91,-0.0273,94,0.02572,82,-0.1875,47,-1.0540,123,0.46074,93,0.01313
ENSG00000116685,KIAA2013,26,-0.1793,29,-0.0152,37,0.36645,33,0.16529,21,-0.5277,28,-0.1079,27,-0.1433,23,-0.3557,35,0.33060
ENSG00000083444,PLOD1,22,0.31968,24,0.46845,20,0.15620,14,-0.4234,12,-0.6253,26,0.58634,10,-0.9124,15,-0.3193,19,0.09380
ENSG00000116688,MFN2,162,0.38147,106,-0.3083,125,-0.0407,95,-0.4665,89,-0.5741,145,0.19272,90,-0.5553,126,-0.0298,173,0.55573
ENSG00000116691,MIIP,11,-0.1487,15,0.36844,5,-1.2067,6,-1.0239,4,-1.4306,18,0.58897,16,0.40275,17,0.51323,14,0.32104
ENSG00000048707,VPS13D,73,0.03339,48,-0.6010,80,0.19332,100,0.55854,71,-0.0011,53,-0.4493,27,-1.4554,77,0.12610,91,0.44583
ENSG00000162496,DHRS3,9,-1.3822,71,2.08721,14,-0.6451,19,-0.1819,8,-1.5152,36,0.82871,21,-0.0599,6,-1.8444,17,-0.4545
ENSG00000116731,PRDM2,177,-0.2940,128,-0.7961,240,0.19277,314,0.63335,426,1.16697,108,-1.0595,201,-0.0901,203,-0.0784,167,-0.4241
ENSG00000189337,KAZN,72,0.25154,58,-0.1070,66,0.11291,62,0.01155,79,0.39978,44,-0.5163,46,-0.4542,67,0.12740,61,-0.0136
ENSG00000142634,EFHD2,116,0.45234,20,-2.2472,86,-0.0408,113,0.40906,149,0.87801,23,-2.0426,13,-2.8328,168,1.08315,95,0.15186
ENSG00000132906,CASP9,11,0.09014,10,-0.0194,8,-0.4138,8,-0.4224,9,-0.2278,12,0.21871,6,-0.7099,14,0.44638,13,0.38136
ENSG00000116138,DNAJC16,32,-0.5621,22,-1.1159,63,0.53088,49,0.11537,50,0.17054,36,-0.3548,42,-0.1053,50,0.16684,54,0.33606
ENSG00000197312,DDI2,23,-0.7802,15,-1.4271,53,0.50791,50,0.40686,69,0.94303,22,-0.8524,22,-0.8517,49,0.38530,42,0.14017
ENSG00000116786,PLEKHM2,208,1.18207,134,0.43245,109,0.08995,92,-0.1774,89,-0.2344,80,-0.3953,63,-0.7762,117,0.21020,69,-0.6918
ENSG00000065526,SPEN,93,-0.6503,97,-0.5956,257,0.99409,289,1.20615,250,0.94743,39,-1.9694,118,-0.2869,91,-0.6966,91,-0.7622
ENSG00000116809,ZBTB17,19,-0.0676,19,-0.0702,17,-0.3103,24,0.26672,19,-0.0686,20,-0.0370,35,0.90189,19,-0.1418,15,-0.4870
ENSG00000037637,FBXO42,16,-0.5461,14,-0.7383,31,0.53098,29,0.41941,23,0.04637,25,0.14334,19,-0.2352,20,-0.2027,24,0.11109
ENSG00000055070,SZRD1,26,0.24016,41,1.00549,21,-0.1063,29,0.44476,17,-0.4097,21,-0.0865,22,0.01933,23,0.09540,11,-1.2114
ENSG00000219481,NBPF1,7,-0.5760,12,0.21626,14,0.44930,14,0.46623,11,0.00158,13,0.28617,7,-0.5439,12,0.18512,8,-0.5124
ENSG00000058453,CROCC,11,-0.2148,9,-0.3917,7,-0.8621,22,0.97831,11,-0.2044,7,-0.7698,5,-1.3077,19,0.70262,16,0.43139
ENSG00000238142,BX284668.5,9,-0.5859,26,1.05020,8,-0.8031,2,-2.8368,11,-0.3325,15,0.17889,20,0.63833,18,0.45073,13,-0.0294
ENSG00000159363,ATP13A2,125,0.30073,64,-0.7656,58,-0.9155,83,-0.3622,99,-0.0781,147,0.56207,84,-0.3424,90,-0.2286,146,0.63553
ENSG00000117118,SDHB,57,-0.3205,67,-0.0677,80,0.20019,35,-1.0687,35,-1.0550,135,1.09240,64,-0.1559,85,0.30570,72,0.04643
ENSG00000117115,PADI2,54,0.35215,141,2.09216,68,0.72722,38,-0.2013,14,-1.7055,36,-0.2926,27,-0.7217,21,-1.1018,18,-1.4773
ENSG00000179051,RCC2,41,0.62974,23,-0.2613,36,0.43938,24,-0.2425,25,-0.1630,27,-0.0192,20,-0.5387,24,-0.2177,28,0.03866
ENSG00000074964,ARHGEF10L,22,0.46137,23,0.53280,20,0.35011,14,-0.2520,21,0.37051,9,-0.9116,11,-0.6283,15,-0.0916,14,-0.2213
ENSG00000117154,IGSF21,85,0.40758,54,-0.3211,33,-1.0686,47,-0.5261,55,-0.2953,103,0.73116,59,-0.1821,36,-0.9500,94,0.67732
ENSG00000159423,ALDH4A1,26,0.25773,64,1.83950,22,-0.0512,24,0.12708,4,-2.3882,31,0.50969,19,-0.2522,13,-0.8147,10,-1.3195
ENSG00000169991,IFFO2,9,-0.2566,7,-0.6133,15,0.52392,17,0.77427,11,0.07513,12,0.15168,6,-0.8599,11,0.00254,9,-0.2146
ENSG00000127481,UBR4,19,-1.1490,39,-0.0409,57,0.59028,88,1.34123,61,0.70692,20,-1.0583,31,-0.4101,18,-1.2053,33,-0.3443
ENSG00000127463,EMC1,31,-0.3598,34,-0.1934,42,0.11864,38,-0.0501,40,0.04881,57,0.62008,31,-0.3312,44,0.21539,35,-0.1601
ENSG00000053372,MRTO4,50,0.69438,19,-0.7931,19,-0.8211,31,-0.0871,46,0.56541,33,0.01403,23,-0.5324,36,0.18180,34,0.07224
ENSG00000053371,AKR7A2,26,-0.2594,75,1.56145,31,0.02141,12,-1.3579,17,-0.8540,58,1.07048,26,-0.2558,16,-0.9802,21,-0.6230
ENSG00000077549,CAPZB,137,-0.1721,123,-0.3444,124,-0.3282,139,-0.1482,157,0.05214,208,0.50461,114,-0.4564,146,-0.0713,189,0.39433
ENSG00000173436,MICOS10,454,0.82846,344,0.35835,217,-0.3777,127,-1.2023,192,-0.5646,405,0.63106,293,0.10129,298,0.12539,213,-0.4533
ENSG00000158747,NBL1,192,0.51630,149,0.09953,92,-0.6477,130,-0.1198,151,0.12313,150,0.11706,105,-0.4514,107,-0.4214,161,0.25883
ENSG00000169914,OTUD3,26,0.02714,17,-0.5921,27,0.08505,26,0.04980,34,0.46514,15,-0.7790,11,-1.3007,32,0.34588,33,0.49376
ENSG00000162545,CAMK2N1,1659,0.03375,2278,0.55355,976,-0.7970,889,-0.9406,858,-0.9939,1199,-0.4791,4417,1.74830,1073,-0.6513,1448,-0.2045
ENSG00000090432,MUL1,28,0.41565,15,-0.5591,18,-0.2688,15,-0.5559,20,-0.0965,21,-0.0741,10,-1.1920,27,0.34762,31,0.68180
ENSG00000183114,FAM43B,21,0.64722,11,-0.3467,14,-0.0049,19,0.48656,13,-0.0434,10,-0.4729,7,-0.9659,25,0.95203,9,-0.6816
ENSG00000158828,PINK1,505,0.48990,280,-0.4567,234,-0.7329,233,-0.7378,272,-0.5010,573,0.70196,435,0.24246,294,-0.3808,457,0.37105
ENSG00000244038,DDOST,16,-0.9751,30,0.02243,26,-0.2215,23,-0.3963,19,-0.7286,58,1.10538,37,0.35758,30,-0.0001,30,-0.0013
ENSG00000117245,KIF17,27,0.17952,10,-1.2427,15,-0.7086,34,0.54289,42,0.89913,24,0.01356,6,-1.9862,39,0.77906,22,-0.1828
ENSG00000189410,SH2D5,35,0.00920,21,-0.8075,26,-0.4836,26,-0.4765,27,-0.4357,47,0.47200,40,0.18450,44,0.35174,44,0.38741
ENSG00000127483,HP1BP3,197,-0.5914,226,-0.3732,407,0.57708,411,0.59068,312,0.13603,149,-1.0118,265,-0.1230,380,0.45841,259,-0.1806
ENSG00000075151,EIF4G3,162,-0.7797,119,-1.2493,275,0.04461,387,0.60360,502,1.05465,219,-0.3194,216,-0.3401,174,-0.6770,311,0.27583
ENSG00000117298,ECE1,12,-0.3870,29,1.03953,17,0.13347,25,0.78839,10,-0.6631,12,-0.3855,14,-0.1278,22,0.51603,7,-1.2900
ENSG00000076864,RAP1GAP,139,0.09204,62,-1.1585,75,-0.8725,150,0.21407,165,0.37527,132,0.01197,64,-1.1154,182,0.53667,171,0.49850
ENSG00000090686,USP48,46,-0.9275,58,-0.5588,100,0.29579,134,0.78411,135,0.79937,76,-0.1411,80,-0.0552,59,-0.5459,72,-0.2557
ENSG00000070831,CDC42,179,-0.1528,146,-0.4795,167,-0.2682,125,-0.7130,207,0.07944,250,0.38583,141,-0.5340,197,-0.0044,281,0.66987
ENSG00000184677,ZBTB40,16,0.49714,10,-0.2323,17,0.59750,15,0.39543,10,-0.1906,10,-0.2383,11,-0.1035,10,-0.2450,9,-0.4761
ENSG00000133216,EPHB2,12,-0.0582,7,-0.8182,12,0.03707,10,-0.3227,13,0.04860,8,-0.6353,21,0.90136,23,1.04891,8,-0.7202
ENSG00000004487,KDM1A,30,-1.0252,41,-0.5868,69,0.24413,54,-0.1443,85,0.57933,57,-0.0519,53,-0.1671,62,0.07433,70,0.31910
ENSG00000169641,LUZP1,179,-0.1605,100,-1.0601,208,0.08075,271,0.50925,363,1.00977,130,-0.6637,89,-1.2426,165,-0.2942,239,0.34483
ENSG00000125944,HNRNPR,97,-0.5454,119,-0.2226,215,0.73641,122,-0.1938,190,0.52955,121,-0.2010,129,-0.1032,142,0.05800,119,-0.2491
ENSG00000125945,ZNF436,10,-0.5449,10,-0.5645,24,0.86658,10,-0.5391,15,0.11562,11,-0.3408,16,0.20221,18,0.35734,14,-0.0564
ENSG00000249087,ZNF436-AS1,15,0.42047,12,0.16564,9,-0.2995,8,-0.5859,8,-0.5488,17,0.65949,11,-0.0692,15,0.41066,9,-0.3534
ENSG00000117318,ID3,14,0.18506,80,3.86021,5,-1.3878,6,-1.1772,0,-5.4426,1,-2.9321,6,-1.0390,5,-1.3869,4,-1.6464
ENSG00000142676,RPL11,562,0.64475,645,0.88265,369,-0.0454,161,-1.3193,210,-0.9234,444,0.25403,627,0.83440,350,-0.1263,212,-0.9864
ENSG00000011007,ELOA,18,-0.9841,26,-0.4233,40,0.23960,56,0.79571,48,0.55140,27,-0.3981,35,0.03438,45,0.42762,24,-0.5872
ENSG00000057757,PITHD1,185,0.08851,105,-0.8062,115,-0.6541,120,-0.5890,204,0.24127,234,0.46989,141,-0.3419,245,0.54520,202,0.25914
ENSG00000011009,LYPLA2,29,0.16913,21,-0.2763,20,-0.4194,16,-0.6824,19,-0.4583,34,0.43433,12,-1.1646,32,0.36011,37,0.68046
ENSG00000117308,GALE,6,-1.5091,8,-0.9388,10,-0.6214,6,-1.3201,12,-0.4500,16,0.04648,24,0.68633,31,1.12809,22,0.58292
ENSG00000117305,HMGCL,10,-0.6223,24,0.71641,30,1.13616,7,-1.2109,5,-1.6564,21,0.52849,9,-0.7687,22,0.56405,12,-0.3738
ENSG00000179163,FUCA1,6,-0.9807,4,-1.4299,10,-0.2125,11,-0.0351,12,0.03270,25,1.27087,8,-0.4570,17,0.63521,11,-0.1276
ENSG00000189266,PNRC2,47,-0.5549,91,0.51123,81,0.32569,68,0.04576,60,-0.1718,46,-0.5698,88,0.46138,66,-0.0023,58,-0.2281
