Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000116954,RRAGC,155,1.76786,48,-0.3534,55,-0.0958,23,-1.3818,28,-1.0854
ENSG00000174574,AKIRIN1,155,0.80009,90,-0.1368,102,0.13927,58,-0.7950,74,-0.4036
ENSG00000168653,NDUFS5,155,-1.3392,230,-0.9112,535,0.92872,227,-0.7558,614,0.87339
ENSG00000127603,MACF1,155,-2.0083,803,0.81655,358,-0.9217,1122,1.15770,384,-0.6300
ENSG00000090621,PABPC4,155,0.42583,156,0.62062,79,-0.8285,140,0.26111,77,-0.6963
ENSG00000116983,HPCAL4,155,-1.0412,39,-3.4531,455,1.02476,541,0.99976,527,0.95279
ENSG00000084072,PPIE,155,2.26544,25,-1.1248,42,-0.1763,18,-1.4539,36,-0.3787
ENSG00000131236,CAP1,155,-0.0251,194,0.48321,141,-0.2231,132,-0.2759,121,-0.4144
ENSG00000131238,PPT1,155,0.61826,59,-1.1287,142,0.67737,44,-1.3666,156,0.63272
ENSG00000117000,RLF,155,2.08070,35,-0.7020,34,-0.7617,61,0.35838,23,-1.1543
ENSG00000084073,ZMPSTE24,155,2.35657,28,-0.8768,38,-0.3026,17,-1.4746,25,-0.8657
ENSG00000049089,COL9A2,155,1.99474,80,1.10436,6,-3.5294,19,-1.4875,30,-0.8412
ENSG00000084070,SMAP2,155,0.31104,76,-1.0071,214,1.32442,33,-2.0816,94,-0.4872
ENSG00000117016,RIMS3,155,0.24311,5,-5.1774,251,1.75355,110,-0.3088,166,0.35871
ENSG00000066136,NFYC,155,2.30940,15,-1.9762,43,-0.0758,32,-0.4999,41,-0.1424
ENSG00000127124,HIVEP3,155,2.08858,19,-1.7693,47,-0.0972,48,-0.0486,44,-0.1921
ENSG00000198815,FOXJ3,155,1.69078,27,-1.4682,65,0.18638,72,0.31906,33,-0.9219
ENSG00000127125,PPCS,155,1.44751,60,-0.2552,55,-0.4057,28,-1.3392,78,0.25015
ENSG00000186409,CCDC30,155,1.20097,46,-1.0045,67,-0.2849,145,1.07855,53,-0.5740
ENSG00000065978,YBX1,155,0.14789,234,1.30359,44,-2.1014,106,-0.4584,176,0.35940
ENSG00000177868,SVBP,155,1.53604,64,-0.0070,42,-0.8433,58,-0.1531,48,-0.4714
ENSG00000117395,EBNA1BP2,155,1.44585,37,-1.1360,88,0.62978,18,-1.9707,57,-0.2766
ENSG00000179178,TMEM125,155,1.62174,121,1.89728,3,-4.5860,21,-1.6431,7,-3.2861
ENSG00000066322,ELOVL1,155,1.03643,175,2.16663,9,-3.6313,19,-2.2154,29,-1.6186
ENSG00000142949,PTPRF,155,0.36350,103,-0.3896,138,0.23390,126,0.02247,114,-0.1336
ENSG00000117408,IPO13,155,1.11783,128,1.16597,44,-1.1502,30,-1.5366,23,-1.8856
ENSG00000117410,ATP6V0B,155,-0.8082,213,-0.4031,422,1.25708,98,-1.5017,168,-0.6816
ENSG00000117411,B4GALT2,155,1.03078,35,-1.6217,80,-0.1150,123,0.63296,136,0.79841
ENSG00000178028,DMAP1,155,1.64423,38,-0.9334,59,-0.0627,74,0.31554,29,-1.1536
ENSG00000117419,ERI3,155,0.77591,51,-1.2339,120,0.47957,80,-0.3211,129,0.45934
ENSG00000187147,RNF220,155,0.23142,165,0.47023,138,0.06331,69,-1.0322,75,-0.9177
ENSG00000142937,RPS8,155,-2.7523,1699,1.57606,575,-0.9763,334,-1.6126,1204,0.39737
ENSG00000070785,EIF2B3,155,2.42959,25,-0.9964,39,-0.1988,13,-1.7893,22,-0.9994
ENSG00000126088,UROD,155,1.70402,33,-1.1347,62,0.11938,35,-0.8094,57,-0.0673
ENSG00000117450,PRDX1,155,-0.6234,241,0.11318,203,-0.2502,175,-0.4326,399,0.93828
ENSG00000117448,AKR1A1,155,2.10836,36,-0.6318,45,-0.1721,8,-2.7382,35,-0.5225
ENSG00000132780,NASP,155,-0.1332,313,1.71233,76,-1.4886,140,-0.2904,49,-1.8847
ENSG00000159592,GPBP1L1,155,1.81543,50,-0.2470,42,-0.5881,43,-0.4118,31,-0.9051
ENSG00000085998,POMGNT1,155,1.48308,56,-0.3429,59,-0.2307,51,-0.4167,44,-0.6474
ENSG00000173660,UQCRH,155,-0.3746,91,-1.4347,311,1.17197,58,-1.8592,340,0.93517
ENSG00000117480,FAAH,155,2.42879,36,-0.3604,24,-1.0687,37,-0.2276,10,-2.0928
ENSG00000123472,ATPAF1,155,0.84258,53,-1.0875,110,0.35132,53,-0.8863,147,0.74924
ENSG00000159658,EFCAB14,155,0.36579,178,0.88347,53,-1.5912,148,0.29172,119,-0.0697
ENSG00000162368,CMPK1,155,0.40425,112,-0.1564,138,0.29307,63,-1.0109,120,-0.0151
ENSG00000162374,ELAVL4,155,-0.3184,20,-3.7623,419,2.49426,153,-0.3315,76,-1.4085
ENSG00000185104,FAF1,155,2.00333,46,-0.2261,32,-0.9185,27,-0.9992,45,-0.1913
ENSG00000123091,RNF11,155,-1.1856,134,-1.6698,586,1.53131,230,-0.5784,428,0.42637
ENSG00000085832,EPS15,155,-0.4380,213,0.09543,252,0.48494,123,-0.7973,162,-0.3636
ENSG00000117859,OSBPL9,155,1.91303,62,0.31818,11,-2.6625,51,-0.0635,56,0.06871
ENSG00000078618,NRDC,155,0.24514,166,0.50795,134,0.01128,88,-0.6602,56,-1.3404
ENSG00000169213,RAB3B,155,0.70022,48,-1.4109,163,1.19368,75,-0.4761,52,-1.0495
ENSG00000134717,BTF3L4,155,1.79688,42,-0.5750,58,0.07425,21,-1.5414,30,-0.9734
ENSG00000157077,ZFYVE9,155,2.06708,25,-1.3032,54,0.17267,5,-3.2775,51,0.05052
ENSG00000134748,PRPF38A,155,1.08183,92,0.26990,41,-1.2929,107,0.44352,74,-0.1717
ENSG00000134744,TUT4,155,0.23133,202,1.00680,74,-1.1474,182,0.49971,44,-1.7214
ENSG00000162378,ZYG11B,155,-0.0760,67,-1.6479,299,1.66502,106,-0.6772,103,-0.7174
ENSG00000116171,SCP2,155,0.94284,86,-0.0497,78,-0.2588,46,-1.0225,102,0.23021
ENSG00000162384,CZIB,155,2.11502,31,-0.8604,44,-0.2169,17,-1.6151,40,-0.2891
ENSG00000157193,LRP8,155,1.87984,11,-2.6719,67,0.49551,32,-0.8434,65,0.30258
ENSG00000116209,TMEM59,155,0.26273,179,0.71965,110,-0.3660,60,-1.2114,103,-0.3861
ENSG00000116205,TCEANC2,155,2.22588,55,0.37559,21,-1.4256,26,-0.9235,7,-2.7047
ENSG00000116221,MRPL37,155,1.84294,19,-1.8978,67,0.43423,44,-0.3598,40,-0.5206
ENSG00000157216,SSBP3,155,-0.7729,104,-1.6485,409,1.22836,353,0.55672,226,-0.1780
ENSG00000116133,DHCR24,155,0.02044,164,0.15966,200,0.63448,40,-2.0585,86,-0.8949
ENSG00000162402,USP24,155,1.91442,45,-0.3640,39,-0.6348,44,-0.3049,31,-0.8593
ENSG00000162407,PLPP3,155,-0.0776,142,-0.2805,40,-2.4838,219,0.49764,542,2.23478
ENSG00000162409,PRKAA2,155,1.54716,14,-2.6238,90,0.81800,50,-0.3922,59,-0.1390
ENSG00000162601,MYSM1,155,0.99459,89,0.06827,93,0.17086,45,-0.9990,29,-1.6756
ENSG00000177606,JUN,155,0.36876,74,-0.9942,105,-0.3343,325,1.72185,94,-0.4379
ENSG00000134709,HOOK1,155,1.80684,1,-5.5916,86,1.06064,70,0.36840,18,-1.7423
ENSG00000162599,NFIA,155,-1.3352,586,1.20260,157,-1.5763,510,0.55548,391,0.11118
ENSG00000162604,TM2D1,155,1.67340,45,-0.5604,51,-0.3373,56,-0.1153,40,-0.6296
ENSG00000162607,USP1,155,0.70257,153,1.01507,63,-0.9213,68,-0.6378,41,-1.4035
ENSG00000116641,DOCK7,155,1.67596,34,-1.0664,29,-1.3773,108,1.00197,87,0.61020
ENSG00000125703,ATG4C,155,1.21542,150,1.92146,19,-2.4056,20,-2.0118,2,-4.8594
ENSG00000162434,JAK1,155,0.76174,92,-0.1291,77,-0.4976,136,0.53542,85,-0.2273
ENSG00000162433,AK4,155,1.05476,25,-2.1378,71,-0.3222,136,0.82600,169,1.21375
ENSG00000116675,DNAJC6,155,-1.3448,365,-0.0148,556,1.02599,265,-0.5209,123,-1.6852
ENSG00000213625,LEPROT,155,1.99202,39,-0.5629,25,-1.3514,37,-0.5289,80,0.72718
ENSG00000184588,PDE4B,155,0.44477,191,1.22566,61,-1.2613,81,-0.5885,70,-0.8170
ENSG00000118473,SGIP1,155,0.37500,73,-1.0254,171,0.78857,149,0.30769,73,-0.8251
ENSG00000198160,MIER1,155,0.50983,147,0.59652,94,-0.3967,106,-0.1191,40,-1.5885
ENSG00000142864,SERBP1,155,-0.9511,393,0.78185,265,-0.1430,192,-0.6215,230,-0.3345
ENSG00000116729,WLS,155,1.35123,32,-1.4561,52,-0.6337,56,-0.3612,174,1.57725
ENSG00000033122,LRRC7,155,0.98070,60,-0.7470,122,0.82274,39,-1.2328,41,-1.1655
ENSG00000116754,SRSF11,155,-1.5525,668,1.16103,348,-0.3980,400,-0.0823,192,-1.2301
ENSG00000118454,ANKRD13C,155,1.83010,33,-1.0063,48,-0.2921,52,-0.1031,49,-0.1889
ENSG00000132485,ZRANB2,155,-0.4155,238,0.38120,207,0.06159,200,-0.0059,120,-0.8148
ENSG00000172260,NEGR1,155,-1.3488,77,-2.7399,850,2.73367,194,-1.0040,186,-1.0726
ENSG00000178965,ERICH3,155,0.51392,14,-3.5024,216,1.79412,128,0.19328,48,-1.3417
ENSG00000162623,TYW3,155,1.54078,62,-0.0794,52,-0.4353,49,-0.4335,33,-1.0363
ENSG00000117054,ACADM,155,1.54220,55,-0.3087,50,-0.5139,54,-0.2879,54,-0.2803
ENSG00000137955,RABGGTB,155,1.94792,54,0.07959,27,-1.2521,34,-0.6655,39,-0.4772
ENSG00000142892,PIGK,155,2.44633,35,-0.3584,29,-0.7120,9,-2.3420,21,-1.0669
ENSG00000154027,AK5,155,-0.5563,169,-0.5356,381,1.45617,100,-1.2199,71,-1.7488
ENSG00000036549,AC118549.1,155,1.45637,86,0.58487,42,-0.9068,32,-1.1242,31,-1.2098
ENSG00000077254,USP33,155,0.37611,105,-0.3206,149,0.43146,91,-0.4875,99,-0.3391
ENSG00000180488,MIGA1,155,-0.2517,224,0.49175,199,0.21389,83,-1.2059,120,-0.6515
ENSG00000162613,FUBP1,155,1.12785,80,-0.0069,62,-0.5002,78,-0.0296,59,-0.4671
ENSG00000162616,DNAJB4,155,2.07812,39,-0.4780,34,-0.7141,44,-0.1700,25,-1.0537
ENSG00000137959,IFI44L,155,0.90379,161,1.53598,6,-4.3895,108,0.29653,50,-0.9132
ENSG00000137941,TTLL7,155,-2.4201,1756,2.78408,349,-1.4549,243,-1.7519,82,-3.3437
ENSG00000142875,PRKACB,155,-1.3688,380,0.04037,556,0.97882,150,-1.4169,246,-0.6623
