Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000215788,TNFRSF25,11,-0.8987,28,0.51326,30,0.65646,14,-0.6008,5,-2.1207,10,-1.0673,9,-1.2112,12,-0.8320,0,-5.4637,12,-0.8008,92,2.77905
ENSG00000171680,PLEKHG5,11,-0.9880,13,-0.8427,42,1.02598,16,-0.4605,9,-1.4091,21,-0.0688,20,-0.1607,62,1.73015,0,-4.6454,24,0.11479,26,0.24608
ENSG00000162408,NOL9,54,0.79292,28,-0.2356,27,-0.3089,29,-0.2147,32,-0.0349,49,0.63212,28,-0.2758,23,-0.5399,25,-0.4239,29,-0.2042,39,0.26120
ENSG00000162413,KLHL21,34,0.20848,27,-0.1750,30,0.01058,25,-0.2641,49,0.77392,25,-0.2912,42,0.52215,22,-0.4742,24,-0.3427,29,-0.0569,24,-0.3750
ENSG00000041988,THAP3,12,-0.4398,17,0.10079,12,-0.5014,44,1.64794,5,-1.6403,12,-0.4864,25,0.67302,30,1.01434,13,-0.3507,1,-3.2012,7,-1.1486
ENSG00000007923,DNAJC11,48,0.26812,34,-0.2841,54,0.45742,53,0.42027,50,0.34072,39,-0.0624,24,-0.8132,24,-0.8379,14,-1.5512,44,0.12274,63,0.70376
ENSG00000171735,CAMTA1,633,0.75665,602,0.67341,394,-0.0127,517,0.42160,187,-1.1621,474,0.27954,341,-0.2409,346,-0.2174,161,-1.3862,278,-0.5597,442,0.16807
ENSG00000049245,VAMP3,20,-1.0869,24,-0.8205,10,-2.1114,20,-1.0735,67,0.77907,15,-1.5321,46,0.17675,20,-1.1228,149,2.26300,33,-0.3747,51,0.33788
ENSG00000049246,PER3,27,-0.7199,58,0.48637,27,-0.7166,48,0.16559,51,0.27516,15,-1.5357,46,0.08938,39,-0.1657,44,0.03545,31,-0.4956,87,1.16520
ENSG00000116288,PARK7,165,-0.7274,253,-0.0640,313,0.27733,265,0.01052,206,-0.3861,239,-0.1534,545,1.21136,588,1.34937,145,-0.9184,68,-2.0499,109,-1.3542
ENSG00000116285,ERRFI1,31,0.14295,54,1.03544,47,0.81078,37,0.41087,12,-1.2821,18,-0.6658,32,0.16853,17,-0.7847,8,-1.8479,7,-2.1231,51,0.92660
ENSG00000162426,SLC45A1,10,-1.1235,19,-0.2751,73,2.06515,37,0.80342,7,-1.6914,21,-0.1152,35,0.74071,16,-0.5137,6,-1.8751,13,-0.7606,7,-1.6572
ENSG00000142599,RERE,144,-0.0012,157,0.13837,103,-0.5232,123,-0.2487,122,-0.2641,138,-0.0722,65,-1.2200,100,-0.5631,161,0.17366,354,1.51741,119,-0.2999
ENSG00000074800,ENO1,345,-0.5174,542,0.19057,484,0.01142,485,0.01620,861,0.95848,339,-0.5467,976,1.17907,437,-0.1494,282,-0.8275,152,-1.7525,384,-0.3535
ENSG00000171612,SLC25A33,0,-8.9431,42,0.44857,24,-0.4649,27,-0.2823,43,0.46386,21,-0.6312,119,2.33570,38,0.28907,18,-0.8888,5,-2.6855,15,-1.1384
ENSG00000171603,CLSTN1,937,0.69252,585,-0.0725,1082,0.93658,1224,1.14986,430,-0.5519,471,-0.4097,345,-0.8895,635,0.05677,122,-2.4302,350,-0.8679,554,-0.1565
ENSG00000178585,CTNNBIP1,23,-0.3789,33,0.16253,20,-0.6092,56,1.06979,37,0.38181,35,0.29665,31,0.07609,24,-0.3408,20,-0.5543,30,0.01684,14,-1.1170
ENSG00000162441,LZIC,50,-0.1499,95,0.90180,24,-1.2282,60,0.15063,46,-0.2606,48,-0.2223,50,-0.1412,42,-0.4011,113,1.19201,42,-0.4043,32,-0.8288
ENSG00000130939,UBE4B,42,-0.0746,74,0.86335,54,0.34018,40,-0.1187,25,-0.8394,29,-0.6311,14,-1.6677,22,-1.0521,46,0.09722,51,0.24423,82,1.03457
ENSG00000054523,KIF1B,454,0.16525,445,0.13252,316,-0.4085,440,0.11262,440,0.11215,424,0.05635,169,-1.3526,196,-1.1349,511,0.35384,593,0.59985,518,0.37588
ENSG00000142657,PGD,77,0.62553,85,0.79618,47,-0.1429,75,0.59493,51,-0.0279,35,-0.6194,56,0.12466,43,-0.2876,39,-0.4363,14,-1.9983,49,-0.0801
ENSG00000241563,CORT,21,-0.4011,64,1.40894,36,0.41712,23,-0.2559,10,-1.5074,34,0.34200,47,0.85442,43,0.73621,2,-3.7551,15,-0.9062,7,-2.0042
ENSG00000160049,DFFA,36,-0.7296,59,0.00989,36,-0.7361,24,-1.3191,78,0.45800,63,0.12076,40,-0.5926,30,-1.0271,113,1.08426,93,0.74710,71,0.30589
ENSG00000142655,PEX14,30,0.94259,22,0.43441,28,0.83163,20,0.24566,12,-0.4643,15,-0.1259,13,-0.3544,25,0.65295,7,-1.2831,3,-2.6063,8,-1.0168
ENSG00000120948,TARDBP,93,0.05803,56,-0.7207,110,0.32773,109,0.30373,84,-0.1044,69,-0.4193,84,-0.1140,48,-0.9756,110,0.31797,134,0.64762,92,0.03947
ENSG00000271895,AL109811.2,21,0.35136,8,-1.1279,14,-0.2428,28,0.77959,22,0.40902,14,-0.2774,5,-1.6378,18,0.06246,14,-0.3067,9,-0.9659,33,1.09537
ENSG00000116649,SRM,91,0.54996,50,-0.3914,81,0.35036,74,0.21431,56,-0.2395,54,-0.2885,113,0.90361,81,0.35753,37,-0.8625,36,-0.9074,40,-0.7328
ENSG00000171824,EXOSC10,24,-0.7573,50,0.35323,46,0.21570,29,-0.4883,30,-0.4261,7,-2.5824,46,0.22701,19,-1.1037,51,0.39766,45,0.19231,91,1.37906
ENSG00000198793,MTOR,42,0.10985,73,1.02275,57,0.59418,53,0.46688,33,-0.2602,25,-0.7139,40,0.04869,43,0.14741,35,-0.1870,7,-2.4963,24,-0.7807
ENSG00000120942,UBIAD1,13,-0.0850,20,0.57344,3,-2.1116,15,0.11587,11,-0.3514,11,-0.4158,9,-0.5978,11,-0.4179,26,0.97248,11,-0.4291,25,0.89420
ENSG00000116661,FBXO2,86,-0.8660,126,-0.2804,211,0.54302,128,-0.2588,232,0.70064,133,-0.1924,251,0.83385,251,0.83479,92,-0.7701,93,-0.7475,55,-1.5465
ENSG00000132879,FBXO44,95,0.24213,101,0.34167,95,0.23132,127,0.71258,61,-0.4494,72,-0.1899,48,-0.8111,118,0.58578,22,-1.9455,55,-0.6214,105,0.39643
ENSG00000116670,MAD2L2,10,-0.4980,8,-0.8114,13,-0.1292,23,0.75342,15,0.09330,13,-0.1260,20,0.56531,15,0.10397,29,1.16905,7,-0.9910,2,-2.7984
ENSG00000177000,MTHFR,14,-0.4681,20,0.02168,12,-0.7017,15,-0.3797,26,0.47375,9,-1.1431,23,0.24164,16,-0.3296,16,-0.2462,38,1.12193,23,0.30481
ENSG00000011021,CLCN6,105,0.62602,85,0.27615,72,0.01484,111,0.72362,84,0.26039,105,0.62713,28,-1.4040,45,-0.6930,35,-1.1026,40,-0.8806,73,0.04238
ENSG00000116685,KIAA2013,44,0.31544,17,-1.1246,40,0.15981,42,0.25986,40,0.17875,28,-0.3727,22,-0.7260,23,-0.6995,50,0.51883,34,-0.0877,55,0.68307
ENSG00000083444,PLOD1,17,-0.5606,18,-0.4725,19,-0.3525,23,-0.0662,55,1.39529,19,-0.3599,22,-0.1442,19,-0.3782,25,0.05011,7,-1.7793,40,0.84604
ENSG00000116688,MFN2,160,0.47900,138,0.23906,157,0.44245,158,0.45776,80,-0.6247,139,0.25062,95,-0.3484,76,-0.6868,76,-0.7055,144,0.29790,86,-0.5027
ENSG00000116691,MIIP,6,-1.3116,7,-1.1484,9,-0.8414,9,-0.8603,31,1.15133,9,-0.8053,18,0.24292,21,0.48334,15,-0.0512,17,0.18372,27,0.91548
ENSG00000048707,VPS13D,93,0.12413,108,0.36512,80,-0.1096,169,1.11858,84,-0.0259,87,0.01830,32,-1.5082,43,-1.0565,54,-0.7250,46,-0.9699,149,0.90315
ENSG00000162496,DHRS3,8,-2.3728,17,-1.2586,32,-0.3111,16,-1.3655,127,2.07466,14,-1.5410,76,1.10348,7,-2.4732,30,-0.3816,10,-1.9747,89,1.39938
ENSG00000116731,PRDM2,396,0.90196,290,0.38341,208,-0.1472,225,-0.0273,159,-0.5629,223,-0.0404,104,-1.2118,145,-0.7078,163,-0.5235,343,0.65805,258,0.19271
ENSG00000189337,KAZN,91,0.44934,97,0.56380,58,-0.2588,67,-0.0268,41,-0.7814,65,-0.0905,62,-0.1611,35,-1.0339,124,0.96523,59,-0.2307,55,-0.3403
ENSG00000142634,EFHD2,222,1.68931,39,-1.1416,16,-2.4792,148,0.96152,79,-0.0647,146,0.94049,18,-2.2514,21,-2.0536,10,-3.1002,94,0.21526,113,0.50465
ENSG00000116138,DNAJC16,48,0.64865,64,1.12947,47,0.60850,76,1.44316,12,-1.4367,35,0.12343,13,-1.3778,6,-2.4589,22,-0.5574,6,-2.5570,25,-0.4147
ENSG00000197312,DDI2,32,-0.3413,52,0.41979,29,-0.5005,68,0.86355,14,-1.5539,29,-0.4811,30,-0.4299,21,-0.9776,32,-0.3247,83,1.22323,48,0.28284
ENSG00000116786,PLEKHM2,32,-1.7886,126,0.29658,50,-1.1278,91,-0.2139,117,0.18013,232,1.34040,118,0.19452,123,0.26317,43,-1.3354,155,0.64589,60,-0.8584
ENSG00000065526,SPEN,201,0.22724,138,-0.3671,82,-1.1669,47,-1.9667,134,-0.4066,79,-1.2201,50,-1.9046,72,-1.3482,381,1.30616,471,1.70109,263,0.66604
ENSG00000116809,ZBTB17,9,-0.9747,8,-1.1680,14,-0.3908,16,-0.1135,15,-0.2795,17,-0.1074,25,0.56904,28,0.71728,23,0.43698,29,0.78170,11,-0.7498
ENSG00000037637,FBXO42,37,0.39531,43,0.61629,33,0.18937,38,0.42137,14,-1.1223,17,-0.8378,23,-0.3353,12,-1.3063,16,-0.9394,43,0.64738,44,0.65698
ENSG00000055070,SZRD1,23,-0.2244,20,-0.4062,21,-0.3719,24,-0.1738,27,0.03850,23,-0.2086,44,0.79395,13,-1.0391,43,0.78875,22,-0.3215,32,0.29795
ENSG00000157191,NECAP2,18,0.44719,4,-1.6147,5,-1.3424,10,-0.4309,31,1.38594,6,-1.1279,14,0.06442,8,-0.7565,22,0.78537,3,-2.0091,25,1.02053
ENSG00000159363,ATP13A2,111,0.25362,178,1.03002,165,0.90286,208,1.30681,46,-1.1046,102,0.11440,36,-1.4836,85,-0.1805,18,-2.4782,59,-0.7388,37,-1.4141
ENSG00000117118,SDHB,40,-0.6147,60,0.00334,103,0.88074,57,-0.0743,18,-1.8392,37,-0.7254,132,1.32213,128,1.26112,40,-0.6047,4,-4.0124,39,-0.6498
ENSG00000117115,PADI2,30,-1.0955,9,-2.8538,8,-2.9422,15,-2.0818,87,0.57052,35,-0.8363,67,0.15166,31,-1.0273,273,2.77597,92,0.67265,22,-1.5665
ENSG00000179051,RCC2,15,-0.6654,48,1.18094,35,0.66881,40,0.85744,15,-0.6229,20,-0.2122,25,0.11367,19,-0.2788,10,-1.2764,16,-0.5804,12,-0.9640
ENSG00000074964,ARHGEF10L,2,-2.5085,25,0.79836,6,-1.2780,19,0.34830,37,1.48455,22,0.55824,15,-0.0304,13,-0.2696,6,-1.2810,6,-1.3080,15,0.00040
ENSG00000117154,IGSF21,105,0.86971,59,-0.0818,112,0.98346,69,0.17372,49,-0.3514,78,0.38517,45,-0.4738,86,0.53002,8,-2.9633,25,-1.3971,42,-0.5985
ENSG00000159423,ALDH4A1,8,-1.5208,8,-1.6076,8,-1.4643,11,-1.1100,67,1.86657,9,-1.3416,49,1.27359,18,-0.3490,20,-0.1815,11,-1.1302,39,0.90719
ENSG00000127481,UBR4,44,-0.2114,60,0.25595,36,-0.5446,29,-0.8683,39,-0.4141,22,-1.2995,17,-1.6686,16,-1.7470,60,0.26800,119,1.42231,118,1.41589
ENSG00000127463,EMC1,57,0.68139,60,0.77725,39,0.05560,44,0.27995,39,0.06676,26,-0.5349,42,0.17094,36,-0.0330,26,-0.5575,11,-1.7858,29,-0.3731
ENSG00000053372,MRTO4,71,1.01580,31,-0.3037,48,0.37707,48,0.36454,50,0.45539,28,-0.4923,19,-1.0496,55,0.60365,15,-1.3508,14,-1.4492,37,-0.0184
ENSG00000053371,AKR7A2,18,-0.9591,42,0.31377,23,-0.6038,18,-0.9498,42,0.31553,35,0.02221,81,1.42545,35,0.00244,27,-0.3525,15,-1.2368,42,0.31434
ENSG00000077549,CAPZB,143,-0.0106,207,0.58703,190,0.44230,147,0.03384,128,-0.1853,119,-0.3048,175,0.31026,171,0.27045,113,-0.3812,76,-0.9906,117,-0.3293
ENSG00000173436,MICOS10,161,-0.9980,384,0.36097,239,-0.3932,234,-0.4273,389,0.38122,571,1.02509,485,0.74373,507,0.81931,179,-0.8368,92,-1.8277,136,-1.2493
ENSG00000158747,NBL1,165,0.59660,137,0.28787,94,-0.2989,160,0.54192,146,0.39722,130,0.20511,80,-0.5499,120,0.07745,16,-2.9262,91,-0.3540,117,0.03484
ENSG00000169914,OTUD3,41,1.18143,22,0.13744,20,-0.0297,34,0.86970,3,-2.5342,24,0.25543,15,-0.4541,9,-1.1244,7,-1.5103,8,-1.4025,37,0.99787
ENSG00000162545,CAMK2N1,673,-1.0813,605,-1.2427,1309,-0.0566,506,-1.5089,1248,-0.1318,1887,0.53300,3082,1.37967,3249,1.47601,760,-0.8978,778,-0.8616,827,-0.7692
ENSG00000090432,MUL1,3,-2.2316,14,-0.1874,28,0.87165,27,0.79193,16,0.00047,19,0.27990,10,-0.7896,18,0.15979,15,-0.0697,7,-1.2081,20,0.35385
ENSG00000158828,PINK1,300,-0.3462,506,0.48730,477,0.39058,484,0.41505,349,-0.1083,568,0.67968,416,0.16786,516,0.52041,147,-1.4317,200,-0.9671,151,-1.3889
ENSG00000244038,DDOST,8,-1.6442,24,-0.1085,49,1.05633,23,-0.1677,24,-0.1348,20,-0.3717,42,0.78451,42,0.79428,13,-1.0675,4,-2.6916,34,0.44047
ENSG00000117245,KIF17,34,0.48784,36,0.58514,24,-0.0321,88,2.21656,14,-0.9032,34,0.48208,5,-2.4286,18,-0.4950,1,-4.5133,8,-1.7511,13,-0.9516
ENSG00000189410,SH2D5,5,-2.3225,26,-0.0225,54,1.19772,25,-0.0481,6,-2.2493,22,-0.2288,34,0.42513,69,1.64290,1,-4.3979,14,-0.9035,30,0.22990
ENSG00000127483,HP1BP3,417,0.65307,216,-0.3972,264,-0.0884,198,-0.5314,249,-0.1754,219,-0.3757,199,-0.5251,136,-1.1093,442,0.75115,374,0.47391,352,0.37333
ENSG00000075151,EIF4G3,375,0.81443,350,0.70087,335,0.62620,191,-0.2753,140,-0.7484,108,-1.1471,105,-1.1837,165,-0.4995,202,-0.1887,184,-0.3293,347,0.68620
ENSG00000117298,ECE1,9,-1.4254,16,-0.5490,7,-1.8175,17,-0.4576,64,1.76231,11,-1.0545,22,-0.0661,1,-4.1758,23,0.04221,32,0.53232,49,1.25817
ENSG00000076864,RAP1GAP,228,0.98888,178,0.57312,119,-0.0819,249,1.14375,53,-1.3169,135,0.12087,49,-1.4353,75,-0.7812,15,-3.0927,85,-0.5924,188,0.66075
ENSG00000090686,USP48,137,0.76678,116,0.48819,87,0.03546,84,-0.0197,44,-1.0301,34,-1.4068,56,-0.6492,47,-0.9152,138,0.78287,115,0.48025,81,-0.0824
ENSG00000070831,CDC42,172,0.12643,179,0.18835,224,0.55152,235,0.63285,115,-0.5017,132,-0.2873,141,-0.1896,163,0.04131,193,0.30766,51,-1.7151,143,-0.1645
ENSG00000173372,C1QA,0,-8.2568,4,-2.2261,19,-0.0455,12,-0.7719,3,-2.7034,11,-0.8107,101,3.12584,45,1.38979,2,-3.2689,17,-0.1866,0,-6.2716
ENSG00000173369,C1QB,1,-4.4184,11,-1.0639,8,-1.5218,8,-1.5813,9,-1.4317,21,-0.1361,131,3.32431,52,1.33591,2,-3.1408,11,-1.1328,2,-3.6744
ENSG00000004487,KDM1A,54,-0.0513,70,0.34391,86,0.68571,69,0.31288,47,-0.2685,28,-1.0564,38,-0.5870,59,0.08501,26,-1.1473,44,-0.3808,96,0.87461
ENSG00000169641,LUZP1,122,-0.1352,285,1.27597,240,0.97524,214,0.77721,67,-1.0600,136,0.04470,56,-1.3056,81,-0.7715,44,-1.6898,69,-1.0141,146,0.15621
ENSG00000125944,HNRNPR,253,1.14239,75,-0.8172,136,0.11011,70,-0.9109,97,-0.4232,82,-0.6811,108,-0.2523,120,-0.0891,206,0.78976,115,-0.1542,134,0.09033
ENSG00000117318,ID3,13,-0.6688,4,-2.2549,4,-2.3408,12,-0.8022,79,2.41998,5,-2.0513,34,0.85721,1,-3.7837,47,1.39775,6,-1.7089,17,-0.2871
ENSG00000142676,RPL11,293,-0.8441,379,-0.4474,377,-0.4575,228,-1.2225,580,0.22141,678,0.47410,821,0.79351,740,0.62031,785,0.71740,504,-0.0015,169,-1.6649
ENSG00000011007,ELOA,33,0.00702,30,-0.1237,37,0.18041,28,-0.2245,38,0.25066,11,-1.5742,28,-0.2191,23,-0.5378,37,0.20622,59,0.95247,34,0.08771
ENSG00000057757,PITHD1,149,0.11491,158,0.21027,188,0.49542,245,0.93962,67,-1.1172,172,0.35234,94,-0.5951,149,0.11634,94,-0.6056,88,-0.6960,117,-0.2586
ENSG00000011009,LYPLA2,17,-0.0238,11,-0.6723,19,0.17333,22,0.39757,14,-0.3124,20,0.21837,24,0.55711,8,-1.0758,5,-1.7403,17,-0.0414,31,0.96949
ENSG00000117305,HMGCL,4,-1.9249,21,0.42910,10,-0.6030,24,0.68518,17,0.14001,17,0.10332,37,1.41758,11,-0.4962,18,0.24206,10,-0.6477,2,-2.5885
ENSG00000189266,PNRC2,42,-0.4645,50,-0.2006,96,0.86273,45,-0.3425,53,-0.1135,50,-0.2054,74,0.43315,65,0.21029,69,0.31406,12,-2.2486,67,0.26321
