Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000162413,KLHL21,28,0.04048,11,-1.3482,27,-0.0036,48,0.97166,20,-0.4668,30,0.14957,42,0.84232,8,-1.7557,14,-1.0346
ENSG00000007923,DNAJC11,63,0.74498,21,-1.0109,31,-0.4168,38,-0.0911,70,0.92517,39,-0.0568,45,0.22133,18,-1.1905,31,-0.4208
ENSG00000171735,CAMTA1,649,0.58005,292,-0.6962,654,0.59297,310,-0.6031,341,-0.4582,676,0.64760,514,0.21923,196,-1.3073,411,-0.1641
ENSG00000049245,VAMP3,3,-2.8410,22,0.15068,15,-0.4358,29,0.59402,17,-0.2799,10,-1.0036,11,-0.9349,77,2.46593,4,-2.2368
ENSG00000049246,PER3,16,-1.3146,30,-0.3812,61,0.77490,69,1.00632,15,-1.4282,39,0.03425,31,-0.3461,41,0.12245,46,0.32751
ENSG00000116288,PARK7,51,-1.9915,185,-0.0197,116,-0.7508,305,0.80213,419,1.37120,229,0.32028,200,0.11825,108,-0.8593,63,-1.6775
ENSG00000116285,ERRFI1,11,-1.1384,17,-0.4610,23,-0.0061,35,0.68569,38,0.81070,29,0.34512,32,0.62188,12,-0.9444,1,-4.0165
ENSG00000162426,SLC45A1,8,-1.2669,6,-1.7797,11,-0.8741,38,1.10591,27,0.53275,26,0.46957,33,1.06405,4,-2.4097,7,-1.4609
ENSG00000142599,RERE,136,-0.0671,96,-0.6027,151,0.10514,133,-0.1002,109,-0.4110,157,0.16971,119,-0.3002,181,0.40154,213,0.67077
ENSG00000074800,ENO1,127,-1.4406,233,-0.5195,234,-0.5145,905,1.79812,388,0.29085,339,0.07083,352,0.14671,212,-0.6673,102,-1.7705
ENSG00000171612,SLC25A33,12,-1.3148,30,0.07548,13,-1.1181,107,2.43590,49,0.92277,18,-0.7116,23,-0.3811,5,-2.5795,3,-3.2623
ENSG00000171603,CLSTN1,530,-0.1844,276,-1.1922,884,0.65048,536,-0.1666,588,-0.0206,802,0.48558,917,0.83259,136,-2.2425,367,-0.7584
ENSG00000178585,CTNNBIP1,19,-0.6489,43,0.67584,3,-3.1542,51,0.95670,33,0.23572,39,0.49410,37,0.49609,16,-0.8879,7,-2.1142
ENSG00000162441,LZIC,72,0.22188,67,0.11298,53,-0.2626,67,0.10929,38,-0.7717,54,-0.2372,38,-0.8406,121,1.10367,77,0.34557
ENSG00000130939,UBE4B,9,-2.1061,27,-0.5477,52,0.49764,38,-0.0096,34,-0.1956,46,0.32221,52,0.60560,33,-0.1978,36,-0.0838
ENSG00000054523,KIF1B,496,0.05189,318,-0.6468,783,0.81066,454,-0.0882,414,-0.2367,534,0.17262,437,-0.1690,483,0.00837,446,-0.1188
ENSG00000142657,PGD,20,-1.1165,22,-0.9967,40,-0.0512,65,0.72449,39,-0.0889,95,1.39294,57,0.57634,11,-1.9274,11,-2.0486
ENSG00000241563,CORT,10,-1.7788,8,-2.1162,84,1.64456,51,0.72842,34,0.06361,68,1.25204,17,-1.0522,29,-0.1943,6,-2.3760
ENSG00000160049,DFFA,67,-0.0538,45,-0.6624,60,-0.2332,135,1.10700,33,-1.1341,93,0.47200,53,-0.4849,82,0.26354,75,0.11309
ENSG00000142655,PEX14,13,-0.2589,13,-0.2551,19,0.31334,16,0.08325,20,0.43926,7,-1.1090,27,1.07430,5,-1.7402,7,-1.1959
ENSG00000120948,TARDBP,50,-0.6583,40,-1.0018,78,0.04919,77,0.02025,83,0.14486,109,0.58233,83,0.17151,85,0.18110,71,-0.1046
ENSG00000116649,SRM,25,-0.7973,42,0.03105,36,-0.2249,72,0.90311,47,0.19054,29,-0.5316,58,0.63777,20,-1.1073,27,-0.6507
ENSG00000171824,EXOSC10,16,-1.1258,10,-1.8497,47,0.48162,43,0.33810,17,-1.0985,32,-0.1442,34,-0.0143,52,0.67004,61,0.93139
ENSG00000198793,MTOR,33,0.06591,16,-1.0574,33,0.08373,20,-0.6805,30,-0.0879,11,-1.5700,45,0.65160,27,-0.2327,56,0.94149
ENSG00000116661,FBXO2,60,-1.0310,129,0.16242,43,-1.5174,249,1.28911,207,0.95964,50,-1.3077,141,0.35274,111,-0.0764,33,-1.8976
ENSG00000132879,FBXO44,76,0.03707,55,-0.4809,65,-0.2179,52,-0.5644,103,0.52655,49,-0.6659,128,1.05836,25,-1.6577,65,-0.2212
ENSG00000177000,MTHFR,22,-0.6230,24,-0.4795,36,0.11135,26,-0.3932,26,-0.3664,46,0.53111,30,-0.1549,35,0.10172,55,0.84262
ENSG00000011021,CLCN6,64,-0.0147,49,-0.4340,49,-0.4498,62,-0.0689,56,-0.2142,102,0.74387,99,0.81305,20,-1.8048,47,-0.4834
ENSG00000116685,KIAA2013,15,-0.9937,14,-1.0365,35,0.37381,36,0.39569,23,-0.3329,19,-0.6142,47,1.00019,15,-0.9133,29,0.07195
ENSG00000116688,MFN2,115,-0.1027,117,-0.0783,113,-0.1279,106,-0.2241,102,-0.2861,150,0.33060,162,0.51657,97,-0.3612,101,-0.3013
ENSG00000048707,VPS13D,69,-0.2512,48,-0.8084,133,0.82559,96,0.28630,45,-0.8992,123,0.70039,73,-0.1655,70,-0.2163,74,-0.1264
ENSG00000162496,DHRS3,8,-1.3779,16,-0.3694,5,-1.9109,72,2.29711,13,-0.6334,6,-1.6602,14,-0.6234,30,0.68232,21,0.09606
ENSG00000116731,PRDM2,414,0.40799,199,-0.7574,618,1.09246,142,-1.2711,206,-0.6986,322,-0.0013,232,-0.5698,299,-0.1199,559,0.91664
ENSG00000189337,KAZN,55,-0.2817,49,-0.4641,55,-0.2807,55,-0.2901,50,-0.4521,136,1.20968,69,0.07039,63,-0.0901,61,-0.1224
ENSG00000142634,EFHD2,132,0.50558,103,0.09349,113,0.24526,19,-2.4403,32,-1.6837,262,1.72876,84,-0.2484,76,-0.3775,64,-0.6505
ENSG00000116138,DNAJC16,22,-0.7526,16,-1.2329,65,0.95132,56,0.69100,28,-0.4140,19,-0.9806,57,0.84991,13,-1.5115,31,-0.2465
ENSG00000197312,DDI2,66,0.55594,20,-1.3260,90,1.08693,42,-0.1751,25,-0.9349,58,0.33660,53,0.21450,14,-1.8057,48,0.04717
ENSG00000116786,PLEKHM2,194,0.86242,169,0.62864,54,-1.1571,104,-0.1710,147,0.39024,126,0.14092,98,-0.2794,94,-0.3302,69,-0.8047
ENSG00000065526,SPEN,239,0.34189,87,-1.2408,343,0.95374,149,-0.4158,63,-1.7119,137,-0.5411,106,-1.0158,372,1.09610,333,0.90232
ENSG00000116809,ZBTB17,11,-0.7824,20,0.10860,10,-0.8986,17,-0.1771,40,1.22426,15,-0.3765,17,-0.1911,13,-0.5331,29,0.67573
ENSG00000037637,FBXO42,19,-0.1681,8,-1.3977,17,-0.3606,25,0.26325,10,-1.0721,36,0.88413,22,0.04047,14,-0.6275,38,0.98481
ENSG00000055070,SZRD1,35,0.35981,46,0.80188,24,-0.2702,44,0.71552,22,-0.3718,10,-1.6019,13,-1.3274,41,0.60839,35,0.35512
ENSG00000159363,ATP13A2,63,-0.3372,76,-0.0388,40,-1.0193,57,-0.4930,103,0.46003,94,0.31278,147,1.28240,8,-3.3566,41,-0.9697
ENSG00000117118,SDHB,28,-0.4861,38,0.00645,19,-1.0493,48,0.37055,68,0.97204,43,0.19649,51,0.55450,17,-1.1829,16,-1.3261
ENSG00000117115,PADI2,22,-1.4109,85,0.69770,15,-1.9676,132,1.47923,38,-0.5852,15,-1.9284,17,-1.8819,195,2.27050,18,-1.6930
ENSG00000179051,RCC2,17,-0.3412,13,-0.7099,21,0.06158,19,-0.1267,25,0.33224,20,-0.0725,35,1.02446,11,-0.9335,10,-1.1051
ENSG00000074964,ARHGEF10L,19,0.08571,19,0.07191,12,-0.5480,36,1.18157,22,0.36845,10,-0.8232,17,-0.1154,11,-0.7270,15,-0.2941
ENSG00000117154,IGSF21,20,-1.3986,25,-1.0342,95,1.09900,26,-0.9533,74,0.65741,59,0.30028,74,0.76908,27,-0.9470,19,-1.4585
ENSG00000159423,ALDH4A1,11,-0.7548,22,0.26189,3,-2.5883,76,2.59598,19,0.07832,11,-0.7796,12,-0.7490,12,-0.6315,7,-1.4725
ENSG00000127481,UBR4,46,-0.2244,19,-1.5370,78,0.60670,50,-0.1080,22,-1.3508,19,-1.5346,40,-0.4871,66,0.34417,153,1.83910
ENSG00000127463,EMC1,28,-0.3637,22,-0.7442,56,0.73929,39,0.14980,31,-0.2196,51,0.59790,41,0.24430,25,-0.5658,22,-0.7310
ENSG00000053372,MRTO4,73,0.76414,40,-0.2137,43,-0.1125,20,-1.2452,54,0.26806,28,-0.7330,59,0.48572,13,-1.8659,67,0.62517
ENSG00000053371,AKR7A2,5,-2.2969,35,0.54011,8,-1.6826,66,1.67562,29,0.24241,16,-0.7209,23,-0.1701,25,-0.0050,20,-0.3039
ENSG00000077549,CAPZB,109,-0.3115,94,-0.5398,171,0.40861,187,0.55570,119,-0.1751,160,0.29386,151,0.23536,116,-0.2204,72,-0.9613
ENSG00000173436,MICOS10,114,-0.9312,348,0.85721,74,-1.5788,270,0.42811,350,0.86384,252,0.31190,189,-0.1669,227,0.14204,63,-1.8096
ENSG00000158747,NBL1,166,0.37058,106,-0.3479,120,-0.1479,124,-0.0990,189,0.58924,94,-0.5354,188,0.66721,41,-1.7761,104,-0.3743
ENSG00000169914,OTUD3,29,0.58751,12,-0.8051,27,0.48787,8,-1.4013,16,-0.3008,26,0.41238,25,0.38312,5,-2.0793,28,0.53785
ENSG00000162545,CAMK2N1,1035,-0.5609,1898,0.40722,1233,-0.2878,2299,0.72907,3270,1.35427,666,-1.2357,1319,-0.2019,1178,-0.3586,562,-1.4914
ENSG00000090432,MUL1,26,0.50630,14,-0.4640,23,0.29840,33,0.90346,9,-1.0615,24,0.37352,25,0.50019,7,-1.5375,4,-2.2786
ENSG00000158828,PINK1,242,-0.6114,337,-0.0940,273,-0.4277,307,-0.2448,703,1.13613,445,0.35477,439,0.37922,253,-0.5425,139,-1.4549
ENSG00000244038,DDOST,14,-0.3458,10,-0.8706,25,0.50624,24,0.46978,12,-0.6493,18,0.03607,26,0.70226,19,0.12862,4,-2.0145
ENSG00000117245,KIF17,19,-0.0301,18,-0.1286,30,0.67575,11,-0.9391,8,-1.2808,46,1.43856,26,0.50684,6,-1.8583,7,-1.5296
ENSG00000189410,SH2D5,31,-0.2010,20,-0.8924,28,-0.4019,34,-0.0701,58,0.80172,11,-1.7071,75,1.51456,0,-5.4232,24,-0.6138
ENSG00000127483,HP1BP3,354,0.17482,176,-0.9212,473,0.65375,330,0.06331,190,-0.8062,312,-0.0294,278,-0.2367,440,0.53439,345,0.13511
ENSG00000075151,EIF4G3,283,0.17573,102,-1.4077,454,0.96989,171,-0.6163,167,-0.6576,338,0.46881,257,0.02536,261,0.04754,246,-0.0476
ENSG00000117298,ECE1,22,0.03672,14,-0.6760,20,-0.0811,53,1.56114,6,-1.9396,14,-0.6548,16,-0.5026,14,-0.6872,39,1.00269
ENSG00000076864,RAP1GAP,69,-0.5911,65,-0.6972,105,0.06732,53,-0.9898,88,-0.2159,231,1.41310,143,0.64981,35,-1.6358,79,-0.3928
ENSG00000090686,USP48,65,-0.4400,42,-1.1193,141,0.81816,62,-0.5211,39,-1.2105,99,0.21881,73,-0.2904,122,0.56456,146,0.86998
ENSG00000070831,CDC42,132,-0.1997,95,-0.7052,143,-0.0675,161,0.12446,155,0.06372,172,0.23047,216,0.70422,108,-0.5087,94,-0.7282
ENSG00000173372,C1QA,6,-2.1493,33,0.35109,4,-2.7793,24,-0.1818,24,-0.1459,5,-2.3303,12,-1.2966,118,2.79718,28,0.08281
ENSG00000173369,C1QB,13,-1.3338,42,0.41045,8,-1.9750,19,-0.8230,21,-0.6568,8,-2.1022,4,-3.2366,188,3.60744,16,-1.0662
ENSG00000133216,EPHB2,11,-0.6010,3,-2.4413,37,1.27859,10,-0.8143,14,-0.2923,8,-1.0536,22,0.49186,9,-0.9719,33,1.09883
ENSG00000004487,KDM1A,34,-0.7474,13,-2.0971,99,0.98660,86,0.73215,41,-0.4529,52,-0.0948,65,0.31524,38,-0.5627,55,-0.0027
ENSG00000169641,LUZP1,301,0.65718,101,-1.0780,276,0.51177,89,-1.2547,145,-0.5201,262,0.42432,277,0.60026,80,-1.4304,209,0.05628
ENSG00000125944,HNRNPR,112,-0.3671,64,-1.2170,217,0.69819,161,0.19892,146,0.05095,186,0.43563,126,-0.2048,158,0.17747,121,-0.2495
ENSG00000117318,ID3,18,0.00823,13,-0.4532,1,-3.5849,79,2.84581,5,-1.8466,2,-2.8364,0,-4.6815,52,1.89068,4,-2.1482
ENSG00000142676,RPL11,121,-1.4692,462,0.63334,150,-1.1482,427,0.50261,554,0.94365,373,0.27817,225,-0.5789,524,0.84824,81,-2.0702
ENSG00000011007,ELOA,20,-0.5856,17,-0.8010,45,0.69152,34,0.21188,11,-1.4889,32,0.11637,19,-0.7604,61,1.21709,37,0.36916
ENSG00000057757,PITHD1,126,-0.1445,80,-0.8520,100,-0.5036,127,-0.1316,219,0.76123,184,0.46942,215,0.85417,50,-1.5683,64,-1.1804
ENSG00000011009,LYPLA2,18,-0.2330,16,-0.3970,7,-1.5628,19,-0.1587,31,0.63068,32,0.66567,32,0.80466,12,-0.8699,10,-1.0433
ENSG00000189266,PNRC2,30,-0.8444,27,-0.9891,67,0.40119,80,0.69563,69,0.45625,72,0.52316,52,0.00404,48,-0.1444,24,-1.1883
ENSG00000188529,SRSF10,52,-0.3693,30,-1.2213,81,0.32320,52,-0.3701,68,0.03386,55,-0.2904,75,0.21792,102,0.70309,73,0.15719
ENSG00000001461,NIPAL3,119,-0.3362,81,-0.9236,169,0.21756,75,-1.0516,74,-1.0611,196,0.46160,153,0.06245,312,1.26896,143,-0.0488
ENSG00000133226,SRRM1,182,-0.5150,124,-1.1057,296,0.25504,160,-0.7147,140,-0.9197,224,-0.1890,126,-1.1654,516,1.20626,631,1.58234
ENSG00000169504,CLIC4,5,-2.6827,27,-0.2671,6,-2.4905,61,1.08634,14,-1.2081,5,-2.7677,15,-1.2851,157,3.09575,14,-1.2024
ENSG00000117614,SYF2,178,0.56325,107,-0.2557,146,0.23468,147,0.24558,134,0.10232,110,-0.2194,76,-0.8654,164,0.43164,122,-0.0463
ENSG00000117616,RSRP1,23,-1.2240,17,-1.6742,103,1.15674,75,0.61192,19,-1.4924,63,0.33245,56,0.16143,37,-0.5327,66,0.38481
ENSG00000183726,TMEM50A,29,-0.8444,32,-0.7216,64,0.36114,90,0.94983,51,0.01536,33,-0.6911,67,0.52855,47,-0.1294,27,-0.9495
ENSG00000204178,MACO1,93,0.64418,29,-1.1767,120,1.07183,43,-0.5905,27,-1.3043,63,-0.0111,62,-0.0369,57,-0.1469,74,0.26303
ENSG00000117643,MAN1C1,9,-1.9205,16,-1.0775,16,-1.0972,53,0.80170,58,0.97182,8,-2.1132,54,1.00459,24,-0.4842,32,-0.0282
ENSG00000162430,SELENON,10,-1.4671,31,0.29519,28,0.11176,50,1.06915,30,0.20599,8,-1.7706,27,0.07053,32,0.34986,18,-0.6064
ENSG00000117640,MTFR1L,50,-0.2794,39,-0.6682,42,-0.5318,90,0.66874,82,0.52712,45,-0.4483,86,0.69847,30,-1.0301,45,-0.4387
ENSG00000117632,STMN1,781,-0.3232,607,-0.7129,1157,0.30779,636,-0.6420,1046,0.14335,1839,1.09767,1294,0.56807,451,-1.1685,465,-1.1193
ENSG00000158008,EXTL1,44,0.07717,38,-0.1564,60,0.57891,27,-0.6509,65,0.71846,47,0.17862,58,0.60743,9,-2.2790,13,-1.7717
ENSG00000142684,ZNF593,25,-0.0709,15,-0.8308,9,-1.5456,34,0.45191,46,0.95277,39,0.65598,29,0.22930,14,-0.9760,18,-0.5431
ENSG00000142669,SH3BGRL3,62,-0.7412,144,0.58775,50,-1.0818,112,0.18208,137,0.50796,104,0.05221,119,0.30629,104,0.05952,53,-0.9865
ENSG00000117682,DHDDS,13,-0.5987,16,-0.3057,13,-0.5826,35,0.97943,20,0.09533,29,0.70428,20,0.06085,5,-1.8329,20,0.06175
ENSG00000198830,HMGN2,81,-1.1210,166,-0.0187,157,-0.0979,316,1.06055,261,0.73197,120,-0.5211,96,-0.9422,296,0.94968,85,-1.0508
ENSG00000117713,ARID1A,100,0.12093,63,-0.5997,122,0.44483,127,0.50600,45,-1.1039,102,0.15432,75,-0.3851,111,0.28781,109,0.25288
ENSG00000204160,ZDHHC18,11,-0.5874,15,-0.1136,32,1.11515,13,-0.3740,6,-1.3954,12,-0.4316,26,0.92713,9,-0.8841,11,-0.5743
ENSG00000142751,GPN2,13,-0.8517,8,-1.4937,24,0.13477,29,0.41507,23,0.04327,29,0.43424,24,0.14127,29,0.45120,19,-0.2581
ENSG00000090273,NUDC,225,0.26974,167,-0.2082,168,-0.2031,218,0.21276,304,0.76858,188,-0.0261,193,0.02059,145,-0.4287,106,-0.9067
ENSG00000253368,TRNP1,26,-0.6361,40,0.02749,30,-0.4274,35,-0.1533,69,0.92829,56,0.58520,53,0.58212,13,-1.6185,15,-1.4253
ENSG00000090020,SLC9A1,14,-0.2577,15,-0.1667,9,-0.9757,4,-1.9822,24,0.60319,36,1.27706,26,0.88210,5,-1.7406,6,-1.4184
ENSG00000142784,WDTC1,36,0.48398,33,0.32798,16,-0.8410,34,0.34589,23,-0.2265,24,-0.2169,36,0.51966,10,-1.5076,23,-0.2487
ENSG00000186501,TMEM222,55,0.55247,30,-0.4132,23,-0.7924,53,0.50351,24,-0.7340,40,0.02833,59,0.79336,20,-1.0459,27,-0.5902
ENSG00000158195,WASF2,40,-0.6681,52,-0.2808,51,-0.3061,119,1.09160,33,-0.9776,24,-1.4221,18,-2.0242,190,1.97684,76,0.31632
ENSG00000126705,AHDC1,89,0.63697,48,-0.3620,80,0.46296,55,-0.1370,36,-0.7819,66,0.14634,58,-0.0549,29,-1.1353,82,0.50484
ENSG00000126709,IFI6,31,-1.6844,66,-0.5718,75,-0.3587,147,0.72263,88,-0.1175,93,-0.0274,128,0.56626,141,0.64647,50,-0.9944
ENSG00000009780,FAM76A,14,-0.8660,14,-0.9100,52,1.25901,33,0.45465,12,-1.0581,25,0.03558,24,-0.0277,20,-0.3018,28,0.18266
ENSG00000117758,STX12,72,-0.3896,71,-0.4232,94,0.03514,117,0.38783,111,0.29576,157,0.88341,92,-0.0089,77,-0.2952,40,-1.2716
ENSG00000117751,PPP1R8,19,-0.4402,24,-0.0806,21,-0.2630,28,0.16054,23,-0.1571,32,0.38842,37,0.74825,19,-0.4435,11,-1.2324
ENSG00000117748,RPA2,6,-2.4097,19,-0.8714,36,0.14180,56,0.88958,40,0.32312,59,0.95840,40,0.36668,25,-0.4492,7,-2.1931
ENSG00000126698,DNAJC8,313,0.51070,158,-0.5853,301,0.44661,191,-0.2907,263,0.22673,203,-0.1926,179,-0.4304,275,0.29750,227,-0.0112
ENSG00000130770,ATP5IF1,171,-0.7257,218,-0.3475,221,-0.3277,333,0.33409,609,1.38014,367,0.49140,301,0.19054,135,-1.0861,58,-2.3448
ENSG00000204138,PHACTR4,26,-0.6935,38,-0.1406,42,0.02674,47,0.21311,14,-1.6229,35,-0.2602,9,-2.3390,128,1.99114,65,0.72523
ENSG00000180098,TRNAU1AP,13,-0.5578,12,-0.6923,24,0.40718,23,0.32858,11,-0.8305,16,-0.2365,24,0.44627,14,-0.4669,26,0.56462
ENSG00000162419,GMEB1,33,0.90576,9,-1.0801,18,-0.1355,27,0.57198,6,-1.6275,13,-0.6392,20,0.11169,26,0.45244,19,-0.0290
