Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000224051,CPTP,116,2.71823,21,-0.3751,9,-1.5801,7,-1.9407,24,-0.1870,13,-1.1518,23,-0.2519,4,-2.6963,29,0.12174
ENSG00000107404,DVL1,116,1.35996,35,-0.6245,44,-0.2569,17,-1.7220,56,0.12303,89,0.89202,44,-0.2723,42,-0.3315,32,-0.7570
ENSG00000175756,AURKAIP1,116,-0.3261,161,0.19759,87,-0.7742,113,-0.3672,173,0.31702,163,0.22205,198,0.62500,150,0.08198,64,-1.2230
ENSG00000221978,CCNL2,116,1.14149,40,-0.5887,78,0.47343,33,-0.8936,38,-0.6838,47,-0.3590,66,0.21966,23,-1.4289,79,0.48681
ENSG00000242485,MRPL20,116,-0.2639,124,-0.1620,109,-0.3609,112,-0.3123,187,0.51023,193,0.56178,153,0.20466,118,-0.2359,104,-0.4380
ENSG00000235098,ANKRD65,116,1.92226,42,0.12821,63,0.78487,28,-0.5113,59,0.69239,15,-1.3953,26,-0.6802,7,-2.4632,5,-2.8741
ENSG00000179403,VWA1,116,0.86899,200,1.88297,179,1.66319,105,0.70330,20,-1.8339,22,-1.6878,12,-2.7371,8,-3.1691,10,-2.8470
ENSG00000205090,TMEM240,116,2.65763,9,-1.6163,4,-2.6372,0,-5.0215,31,0.15658,12,-1.2346,34,0.37363,9,-1.7479,28,-0.0007
ENSG00000160075,SSU72,116,-0.0056,116,-0.0072,66,-0.8826,72,-0.7566,151,0.41975,93,-0.3521,172,0.75279,84,-0.5174,121,0.06850
ENSG00000228594,FNDC10,116,2.21841,11,-1.6560,4,-3.1824,6,-2.4186,37,0.15939,28,-0.2637,38,0.21151,15,-1.2285,43,0.39903
ENSG00000197530,MIB2,116,1.86718,39,-0.0344,15,-1.4757,27,-0.6197,57,0.59194,38,-0.0738,29,-0.5406,13,-1.6874,35,-0.1874
ENSG00000248333,CDK11B,116,1.10207,14,-2.1523,62,0.04427,91,0.68105,48,-0.3383,59,-0.0308,31,-1.1060,88,0.63242,59,-0.0134
ENSG00000008128,CDK11A,116,2.34694,6,-2.4536,42,0.46785,29,-0.1139,11,-1.5944,11,-1.5672,15,-1.1893,38,0.30502,32,0.02460
ENSG00000215790,SLC35E2A,116,1.94863,30,-0.3916,17,-1.2485,13,-1.6332,50,0.43818,34,-0.1889,39,0.01246,24,-0.6960,22,-0.8710
ENSG00000008130,NADK,116,2.26029,26,-0.3718,19,-0.8380,17,-1.0358,22,-0.6570,24,-0.4692,27,-0.3511,15,-1.2228,38,0.21419
ENSG00000078369,GNB1,116,-1.8570,361,-0.1249,202,-1.0251,219,-0.9037,730,1.05013,541,0.53296,491,0.42730,500,0.40171,253,-0.6813
ENSG00000187730,GABRD,116,-0.2747,75,-0.9381,4,-5.0272,2,-5.6872,140,0.02553,40,-1.8944,313,1.73166,197,0.58145,177,0.41084
ENSG00000067606,PRKCZ,116,-0.7444,293,0.74334,87,-1.1700,82,-1.2621,318,0.88592,105,-0.8910,225,0.34621,169,-0.1572,244,0.43999
ENSG00000162585,FAAP20,116,1.67870,22,-1.0801,32,-0.4936,55,0.35246,62,0.55598,42,-0.0853,27,-0.8056,29,-0.6219,27,-0.7336
ENSG00000157933,SKI,116,1.67042,34,-0.4205,41,-0.1070,47,0.09720,40,-0.1409,39,-0.1996,22,-1.1484,37,-0.2668,43,-0.0539
ENSG00000157916,RER1,116,1.08972,93,0.71809,56,-0.1191,51,-0.2601,51,-0.2783,55,-0.1456,65,0.14256,33,-0.9488,18,-1.8157
ENSG00000157911,PEX10,116,2.39421,32,0.05599,19,-0.7328,43,0.54313,25,-0.3081,28,-0.1631,21,-0.6730,2,-3.8456,3,-3.4774
ENSG00000157870,PRXL2B,116,1.95054,3,-3.5264,10,-2.0005,15,-1.4451,41,0.12718,19,-1.0753,58,0.80282,29,-0.4259,33,-0.2507
ENSG00000158109,TPRG1L,116,-0.5845,145,-0.2364,42,-2.0913,50,-1.8461,259,0.71485,131,-0.3960,267,0.89689,184,0.14788,219,0.42844
ENSG00000130764,LRRC47,116,0.63058,84,0.10075,62,-0.3738,30,-1.4681,77,-0.0412,54,-0.5843,114,0.70875,69,-0.2130,67,-0.2548
ENSG00000116198,CEP104,116,1.19053,58,0.02370,112,1.12929,93,0.80062,19,-1.6938,49,-0.2243,20,-1.7013,50,-0.1913,33,-0.8408
ENSG00000196581,AJAP1,116,1.48506,57,0.27135,24,-1.0480,21,-1.2866,19,-1.4545,29,-0.8037,49,0.03164,55,0.18672,66,0.49451
ENSG00000069424,KCNAB2,116,-0.2367,103,-0.4263,11,-3.6916,14,-3.3939,225,0.85025,128,-0.0748,237,1.12409,133,-0.0136,140,0.06770
ENSG00000116254,CHD5,116,-0.9166,178,-0.2494,17,-3.7591,42,-2.4166,232,0.16825,110,-0.9976,207,-0.0176,439,1.25801,541,1.65120
ENSG00000116251,RPL22,116,-2.4251,492,-0.2417,644,0.18740,1202,1.25524,995,0.91798,680,0.27651,394,-0.6480,537,-0.1043,278,-1.1242
ENSG00000116237,ICMT,116,1.69765,50,0.21634,19,-1.2954,16,-1.5148,45,0.05634,29,-0.6306,49,0.23897,40,-0.1437,22,-1.0697
ENSG00000097021,ACOT7,116,-0.5737,167,0.00188,33,-2.4397,36,-2.3332,126,-0.4452,99,-0.8084,352,1.54377,176,0.08642,211,0.38290
ENSG00000162408,NOL9,116,1.94448,40,0.07027,25,-0.6518,8,-2.2991,35,-0.1504,29,-0.4352,35,-0.1411,22,-0.8772,38,-0.0148
ENSG00000162413,KLHL21,116,1.96847,69,0.98542,36,-0.0722,20,-1.0106,22,-0.8114,10,-2.0122,30,-0.4034,11,-1.8142,35,-0.1188
ENSG00000116273,PHF13,116,2.67172,38,0.53171,14,-1.0400,2,-3.7432,18,-0.6867,12,-1.2461,19,-0.6548,18,-0.6794,21,-0.4263
ENSG00000041988,THAP3,116,2.84704,20,-0.3910,18,-0.5737,3,-2.9507,17,-0.6254,26,2.98110,25,-0.0740,4,-2.6074,4,-2.6872
ENSG00000007923,DNAJC11,116,1.84173,33,-0.2920,22,-0.9256,17,-1.3307,22,-0.9130,30,-0.4858,39,-0.0696,32,-0.3793,54,0.47884
ENSG00000171735,CAMTA1,116,-1.7682,241,-0.6618,179,-1.1149,122,-1.6904,356,-0.0522,287,-0.3926,481,0.50476,787,1.29259,626,0.88340
ENSG00000049245,VAMP3,116,0.93224,117,0.95791,141,1.28932,170,1.63848,17,-2.0399,54,-0.3107,13,-2.5897,10,-2.8048,8,-3.0869
ENSG00000049246,PER3,116,1.23791,54,-0.0328,102,1.01486,42,-0.4532,47,-0.2733,52,-0.0895,28,-1.1420,43,-0.4021,43,-0.3951
ENSG00000116288,PARK7,116,-1.0336,213,-0.0928,154,-0.6000,168,-0.4642,313,0.53905,281,0.35682,334,0.74975,235,0.06556,107,-1.1515
ENSG00000116285,ERRFI1,116,2.59481,13,-1.2290,20,-0.5648,21,-0.4986,12,-1.2882,10,-1.6221,32,0.22814,13,-1.1855,17,-0.8281
ENSG00000162426,SLC45A1,116,2.50388,7,-2.1638,7,-2.2045,8,-2.0134,20,-0.6247,5,-2.6474,43,0.70686,24,-0.3459,25,-0.2759
ENSG00000142599,RERE,116,-0.2604,107,-0.3853,190,0.54177,121,-0.1965,117,-0.2393,171,0.36269,106,-0.4402,163,0.28453,168,0.33959
ENSG00000074800,ENO1,116,-1.8184,411,0.12689,218,-0.8685,352,-0.1248,390,0.04230,841,1.35234,484,0.44934,257,-0.6139,249,-0.6629
ENSG00000171612,SLC25A33,116,2.11570,5,-2.9274,17,-1.1237,25,-0.5361,32,-0.1657,92,1.65159,21,-0.8681,10,-1.8164,14,-1.3793
ENSG00000171603,CLSTN1,116,-2.3288,624,0.24185,135,-2.1071,172,-1.7457,431,-0.3461,383,-0.5315,1062,1.38671,588,0.14644,797,0.64981
ENSG00000178585,CTNNBIP1,116,2.03586,43,0.26790,27,-0.4877,22,-0.8007,42,0.22198,26,-0.5331,26,-0.5935,25,-0.5894,14,-1.4656
ENSG00000162441,LZIC,116,0.68476,101,0.44832,133,0.92544,118,0.71641,50,-0.6663,51,-0.6216,48,-0.8047,56,-0.4716,42,-0.9050
ENSG00000162444,RBP7,116,1.98143,116,1.99009,71,1.04866,51,0.49250,3,-3.5354,18,-1.1351,0,-7.8308,0,-5.7806,2,-4.2077
ENSG00000130939,UBE4B,116,1.21631,56,-0.0069,65,0.22614,28,-1.0697,53,-0.0846,30,-0.9578,60,0.12479,38,-0.6248,56,-0.0065
ENSG00000054523,KIF1B,116,-2.1562,540,0.19849,722,0.68014,567,0.27818,424,-0.1904,409,-0.2482,379,-0.4045,680,0.57823,560,0.25825
ENSG00000142657,PGD,116,1.04651,53,-0.2416,48,-0.3864,43,-0.5604,53,-0.2473,26,-1.3289,96,0.84483,34,-0.9082,53,-0.2526
ENSG00000241563,CORT,116,1.63338,6,-2.8324,11,-2.0610,6,-3.0463,204,2.88745,0,-8.3663,43,-0.0896,9,-2.3177,11,-2.0863
ENSG00000160049,DFFA,116,0.85904,75,0.14252,110,0.76568,78,0.20608,50,-0.5128,83,0.30364,42,-0.8562,51,-0.4677,42,-0.7503
ENSG00000142655,PEX14,116,2.81730,16,-0.7151,10,-1.4125,8,-1.6621,6,-2.1174,8,-1.6732,27,0.05293,20,-0.3906,21,-0.3394
ENSG00000120948,TARDBP,116,0.42315,151,0.87340,118,0.45762,56,-0.7190,56,-0.7124,71,-0.3570,80,-0.2017,66,-0.4667,98,0.14311
ENSG00000116649,SRM,116,1.59061,41,-0.1685,24,-0.9839,27,-0.8060,46,0.00433,54,0.26151,45,-0.0531,36,-0.3686,25,-0.9288
ENSG00000171824,EXOSC10,116,1.90233,26,-0.6186,61,0.71817,12,-1.7135,19,-1.1377,15,-1.4901,33,-0.2711,23,-0.8221,53,0.48882
ENSG00000198793,MTOR,116,1.70713,39,-0.1639,25,-0.8377,11,-1.9960,30,-0.5850,46,0.10740,52,0.34426,17,-1.4453,44,0.03107
ENSG00000120942,UBIAD1,116,2.90953,10,-1.4348,35,0.52893,27,0.13471,5,-2.3983,13,-1.0465,6,-2.1680,22,-0.2287,12,-1.1511
ENSG00000116661,FBXO2,116,-0.2633,79,-0.8608,47,-1.6465,154,0.18946,157,0.21853,298,1.32231,177,0.47866,110,-0.3447,55,-1.4090
ENSG00000132879,FBXO44,116,0.62108,132,0.84757,14,-2.5831,20,-2.0670,62,-0.3878,44,-0.9033,116,0.72662,71,-0.1690,100,0.38186
ENSG00000177000,MTHFR,116,2.13412,34,-0.0489,28,-0.3704,21,-0.8019,4,-3.0376,24,-0.5721,22,-0.7913,30,-0.2158,49,0.54725
ENSG00000011021,CLCN6,116,0.73882,107,0.61185,42,-0.8640,30,-1.3683,91,0.34529,25,-1.6388,92,0.41092,42,-0.8605,99,0.48219
ENSG00000116685,KIAA2013,116,1.38648,113,1.33713,58,0.21291,39,-0.4399,16,-1.7856,33,-0.6649,41,-0.3872,22,-1.2666,33,-0.6862
ENSG00000083444,PLOD1,116,2.48676,48,0.77940,21,-0.5271,27,-0.1277,12,-1.4274,14,-1.1855,14,-1.1919,19,-0.7179,13,-1.2714
ENSG00000116688,MFN2,116,0.16190,104,-0.0128,64,-0.7589,75,-0.5243,77,-0.4802,87,-0.2874,148,0.64783,123,0.26096,105,0.01181
ENSG00000116691,MIIP,116,2.66944,2,-3.8323,12,-1.2751,26,-0.1007,18,-0.6514,35,0.37388,12,-1.3690,16,-0.8645,28,0.04219
ENSG00000048707,VPS13D,116,0.63112,70,-0.1956,59,-0.4529,40,-1.0553,63,-0.3453,47,-0.8001,83,0.09499,78,-0.0186,149,1.06781
ENSG00000162496,DHRS3,116,2.25735,30,-0.1601,22,-0.6515,44,0.46173,24,-0.5143,57,0.89611,10,-1.9386,9,-1.9637,10,-1.7766
ENSG00000116731,PRDM2,116,-1.0618,214,-0.1118,161,-0.5577,150,-0.6651,229,-0.0076,223,-0.0495,197,-0.2661,445,1.11153,364,0.76011
ENSG00000189337,KAZN,116,0.42352,71,-0.3673,129,0.59821,111,0.35190,68,-0.4196,39,-1.2621,88,-0.0277,85,-0.0818,98,0.15226
ENSG00000142634,EFHD2,116,0.37521,206,1.37181,11,-3.1778,19,-2.3655,111,0.30757,28,-1.8062,91,-0.0099,83,-0.1637,163,0.94935
ENSG00000116138,DNAJC16,116,1.63294,7,-2.6699,36,-0.3644,32,-0.5298,27,-0.8061,28,-0.7425,64,0.67182,30,-0.6191,45,0.02123
ENSG00000197312,DDI2,116,1.49701,40,-0.2737,42,-0.2314,15,-1.7884,23,-1.1116,22,-1.1857,58,0.33279,46,-0.0666,62,0.40956
ENSG00000116786,PLEKHM2,116,0.14593,63,-0.8107,59,-0.8984,110,0.05938,185,0.93201,146,0.52368,77,-0.5499,142,0.48035,83,-0.3889
ENSG00000065526,SPEN,116,-0.9132,105,-1.0574,484,1.44327,265,0.39044,97,-1.1749,180,-0.2267,104,-1.1637,331,0.76366,295,0.57157
ENSG00000116809,ZBTB17,116,2.34144,34,0.09243,30,-0.1115,21,-0.6041,26,-0.3153,14,-1.1965,24,-0.5040,14,-1.2645,16,-1.0725
ENSG00000037637,FBXO42,116,2.60915,0,-5.7692,13,-1.1665,19,-0.6469,17,-0.8173,17,-0.7491,26,-0.1534,13,-1.1319,36,0.39418
ENSG00000055070,SZRD1,116,1.78983,34,-0.3256,63,0.67209,46,0.16585,35,-0.2832,59,0.58109,18,-1.3596,11,-2.0050,15,-1.4978
ENSG00000219481,NBPF1,116,2.11932,14,-1.3495,82,1.43365,40,0.19941,21,-0.7891,20,-0.8731,18,-1.1279,13,-1.5187,11,-1.7937
ENSG00000159363,ATP13A2,116,0.62986,40,-1.0457,23,-1.8551,23,-1.8353,65,-0.2995,74,-0.0930,158,1.41951,46,-0.8245,83,0.08295
ENSG00000117118,SDHB,116,1.24801,55,-0.0147,41,-0.4604,23,-1.3597,53,-0.0724,40,-0.4993,79,0.66575,48,-0.2290,20,-1.5363
ENSG00000117115,PADI2,116,-0.4464,281,1.00896,430,1.80275,418,1.74261,55,-1.5805,164,0.10631,15,-3.6545,20,-3.0158,24,-2.7912
ENSG00000179051,RCC2,116,2.36502,8,-2.0812,21,-0.6089,13,-1.3744,20,-0.6819,20,-0.7327,34,0.14467,24,-0.4372,26,-0.3230
ENSG00000117154,IGSF21,116,1.27345,51,-0.1026,7,-2.9554,16,-1.8646,60,0.15201,34,-0.7431,69,0.44838,38,-0.5696,84,0.71903
ENSG00000159423,ALDH4A1,116,2.30916,2,-3.6124,15,-1.1682,22,-0.5754,38,0.26125,80,1.55511,8,-2.2243,19,-0.8285,15,-1.2024
ENSG00000127481,UBR4,116,1.23749,14,-2.0738,74,0.46779,55,-0.0158,13,-2.1914,53,-0.0729,31,-0.9766,81,0.61302,88,0.74740
ENSG00000127463,EMC1,116,1.82397,53,0.41860,23,-0.8489,18,-1.2418,19,-1.1749,21,-1.0198,47,0.27559,24,-0.8240,39,-0.0793
ENSG00000053372,MRTO4,116,1.41799,59,0.25388,21,-1.3583,14,-1.9009,58,0.22465,40,-0.3449,45,-0.2115,50,-0.0028,56,0.16696
ENSG00000053371,AKR7A2,116,1.94276,21,-0.9262,34,-0.1738,45,0.25454,20,-0.9896,84,1.32536,20,-1.1091,12,-1.7436,12,-1.7493
ENSG00000077549,CAPZB,116,-0.4484,157,0.02956,126,-0.3139,139,-0.1572,153,-0.0121,171,0.16768,203,0.51658,136,-0.1987,136,-0.1983
ENSG00000173436,MICOS10,116,-1.2827,228,-0.2399,123,-1.1948,274,0.04816,552,1.23541,333,0.36811,307,0.26321,291,0.14413,127,-1.1378
ENSG00000158747,NBL1,116,-0.0934,145,0.26727,15,-3.1109,41,-1.6714,118,-0.0615,179,0.62055,176,0.68607,99,-0.3383,162,0.44723
ENSG00000169914,OTUD3,116,2.83294,0,-5.4931,8,-1.6900,8,-1.6575,10,-1.4097,10,-1.3599,25,-0.0833,21,-0.3479,35,0.49655
ENSG00000162545,CAMK2N1,116,-3.5870,904,-0.5344,712,-0.9014,868,-0.5971,2213,0.92638,2707,1.28735,1102,-0.2506,2296,0.99129,669,-0.9961
ENSG00000090432,MUL1,116,2.31925,29,-0.1631,26,-0.3377,18,-0.8885,30,-0.1262,8,-1.9764,33,0.06501,9,-1.9103,19,-0.8071
ENSG00000183114,FAM43B,116,2.52603,48,0.80409,1,-4.4170,1,-4.3436,17,-0.8476,8,-1.9547,31,0.07569,13,-1.2683,29,-0.0319
ENSG00000158828,PINK1,116,-1.6386,286,-0.2619,118,-1.6047,245,-0.5014,532,0.75280,286,-0.2609,584,1.08560,322,-0.0715,296,-0.2055
ENSG00000244038,DDOST,116,2.02626,41,0.16193,16,-1.2429,8,-2.3339,21,-0.8758,40,0.12444,42,0.24188,21,-0.8727,22,-0.7760
ENSG00000117245,KIF17,116,2.29396,18,-0.9299,1,-4.3638,6,-2.3613,25,-0.3891,11,-1.5887,45,0.59452,26,-0.3368,31,-0.0500
ENSG00000189410,SH2D5,116,1.85794,6,-2.7848,1,-5.2637,2,-4.2692,46,0.20749,28,-0.5384,78,1.32922,25,-0.7061,21,-0.9595
ENSG00000127483,HP1BP3,116,-1.4327,258,-0.2066,572,1.12111,340,0.23767,216,-0.4805,276,-0.0981,201,-0.6525,398,0.49436,358,0.31995
ENSG00000075151,EIF4G3,116,-1.0854,89,-1.4725,260,0.17461,208,-0.1854,142,-0.7786,112,-1.1415,300,0.47036,489,1.25332,317,0.50075
ENSG00000117298,ECE1,116,2.27074,7,-2.1891,44,0.47188,39,0.26009,17,-0.9692,42,0.41266,15,-1.2540,18,-0.9399,14,-1.2700
ENSG00000076864,RAP1GAP,116,0.16031,170,0.79349,25,-2.1628,15,-2.9023,100,-0.0806,27,-2.0546,169,0.93183,77,-0.4917,180,0.90197
ENSG00000090686,USP48,116,0.27867,117,0.29086,175,0.97432,103,0.09294,40,-1.3620,89,-0.1414,65,-0.6859,46,-1.1624,158,0.79563
ENSG00000070831,CDC42,116,-0.6067,327,1.09009,185,0.13177,143,-0.2815,112,-0.6564,147,-0.2344,219,0.46603,99,-0.8396,138,-0.3315
ENSG00000173372,C1QA,116,2.15429,13,-1.4434,33,-0.0982,52,0.65560,33,-0.0940,68,1.11829,9,-2.1292,6,-2.5076,8,-2.1165
ENSG00000173369,C1QB,116,1.69433,36,-0.3135,42,-0.0396,112,1.62586,36,-0.2793,66,0.67398,6,-2.9841,8,-2.4726,6,-2.7876
ENSG00000133216,EPHB2,116,2.70214,10,-1.5544,41,0.65858,26,-0.0603,3,-2.9376,4,-2.8696,17,-0.8286,11,-1.4230,29,0.09275
ENSG00000004487,KDM1A,116,0.95669,84,0.41028,38,-0.8229,15,-2.1560,33,-1.0256,36,-0.9102,87,0.53862,68,0.06433,86,0.45857
ENSG00000169641,LUZP1,116,-0.4950,39,-2.1288,37,-2.2163,50,-1.7694,117,-0.4750,93,-0.8237,219,0.60647,449,1.82605,247,0.73234
ENSG00000125944,HNRNPR,116,-0.2970,179,0.40275,233,0.84725,174,0.35639,91,-0.6682,130,-0.1144,120,-0.2668,146,0.07352,87,-0.7317
ENSG00000142676,RPL11,116,-1.8554,467,0.29260,539,0.53030,780,1.16924,581,0.65449,502,0.41265,266,-0.6609,261,-0.6279,120,-1.8009
ENSG00000011007,ELOA,116,1.77151,28,-0.6293,40,-0.0803,24,-0.8385,20,-1.0883,66,0.73969,21,-1.1357,41,-0.0182,41,-0.0456
ENSG00000057757,PITHD1,116,-0.1736,247,1.08578,84,-0.6747,65,-1.0515,128,-0.0182,78,-0.7887,182,0.64328,130,0.01266,81,-0.7338
ENSG00000011009,LYPLA2,116,2.27825,22,-0.5785,3,-3.2598,13,-1.3513,35,0.11115,22,-0.6428,28,-0.2964,35,0.09863,25,-0.3875
ENSG00000117305,HMGCL,116,2.58175,39,0.50923,22,-0.4180,12,-1.3416,15,-1.0234,29,0.01699,16,-0.9508,14,-1.0936,8,-1.9311
ENSG00000189266,PNRC2,116,1.16757,70,0.30998,71,0.33572,45,-0.3873,35,-0.7895,75,0.42004,43,-0.5098,40,-0.5672,40,-0.5846
ENSG00000188529,SRSF10,116,0.59100,28,-1.6058,112,0.53889,73,-0.1511,70,-0.2278,122,0.68390,63,-0.4283,70,-0.2225,88,0.14941
ENSG00000001461,NIPAL3,116,-0.7816,399,1.24733,397,1.23894,266,0.53856,115,-0.7924,86,-1.2325,128,-0.6943,119,-0.7382,157,-0.3123
ENSG00000133226,SRRM1,116,-1.0913,163,-0.5664,558,1.49210,315,0.48230,128,-0.9345,111,-1.1528,135,-0.9324,326,0.54090,353,0.67475
ENSG00000169504,CLIC4,116,0.59846,208,1.64867,224,1.79390,170,1.26966,24,-1.8568,27,-1.6824,10,-3.2162,12,-2.8654,3,-4.8751
ENSG00000117614,SYF2,116,-0.2135,98,-0.4807,179,0.48666,167,0.37721,103,-0.3912,164,0.34810,102,-0.4512,183,0.53028,110,-0.2939
ENSG00000117616,RSRP1,116,0.51380,80,-0.0929,162,1.08683,73,-0.2398,23,-1.9867,99,0.25910,53,-0.7988,8,-3.4932,179,1.27346
ENSG00000183726,TMEM50A,116,0.80684,129,0.99516,100,0.56268,59,-0.2909,54,-0.4400,70,-0.0214,62,-0.2418,27,-1.4815,31,-1.2527
ENSG00000204178,MACO1,116,0.80884,60,-0.2632,103,0.61012,33,-1.1935,24,-1.6403,51,-0.5090,53,-0.4992,96,0.48954,120,0.87133
ENSG00000157978,LDLRAP1,116,2.33457,40,0.37737,89,1.77863,45,0.55381,5,-2.7056,3,-3.3876,4,-3.1046,0,-5.6424,13,-1.3866
ENSG00000117643,MAN1C1,116,1.86261,16,-1.3553,11,-1.8722,11,-1.9891,22,-0.9047,40,-0.0124,60,0.78568,34,-0.2623,29,-0.5028
ENSG00000162430,SELENON,116,1.86151,42,0.07889,36,-0.1763,26,-0.6779,33,-0.3144,74,1.03409,24,-0.8282,9,-2.2445,15,-1.4469
ENSG00000117640,MTFR1L,116,1.06933,65,0.09583,40,-0.6634,28,-1.2109,59,-0.0539,79,0.40955,68,0.20361,23,-1.5119,65,0.11043
ENSG00000117632,STMN1,116,-3.2171,1629,0.83495,926,-0.0971,735,-0.4605,946,-0.0630,430,-1.2797,1610,0.95933,945,-0.0654,895,-0.1508
ENSG00000158008,EXTL1,116,1.77739,22,-0.9604,3,-3.7950,9,-2.3336,44,0.10095,59,0.55968,48,0.25623,14,-1.6629,54,0.42245
ENSG00000142684,ZNF593,116,2.01722,47,0.38478,14,-1.4841,8,-2.2280,26,-0.5430,21,-0.8734,38,0.03829,35,-0.1077,28,-0.4358
ENSG00000142669,SH3BGRL3,116,-0.1335,164,0.43332,107,-0.2615,142,0.19763,140,0.17585,151,0.29257,133,0.10390,76,-0.7791,95,-0.4374
ENSG00000198830,HMGN2,116,-0.6105,257,0.66754,316,1.02979,275,0.78524,135,-0.3672,242,0.57035,91,-1.0639,98,-0.8650,87,-1.0390
ENSG00000117713,ARID1A,116,0.15282,136,0.41943,148,0.55889,95,-0.1600,65,-0.7604,121,0.22988,76,-0.5690,109,0.06187,110,0.07223
ENSG00000204160,ZDHHC18,116,2.63165,28,-0.0053,10,-1.5032,5,-2.5651,12,-1.2799,19,-0.5766,30,0.10878,13,-1.1890,18,-0.6885
ENSG00000142751,GPN2,116,2.50325,12,-1.3138,34,0.23076,19,-0.6662,20,-0.6294,9,-1.7221,22,-0.5156,16,-0.9271,25,-0.2342
ENSG00000090273,NUDC,116,-0.8897,185,-0.1646,129,-0.7272,204,-0.0042,276,0.48311,220,0.11487,247,0.34670,269,0.44077,157,-0.4235
ENSG00000253368,TRNP1,116,1.78844,4,-3.4262,3,-3.6573,4,-3.4613,45,0.14717,25,-0.7599,71,1.03831,52,0.37453,24,-0.8681
ENSG00000090020,SLC9A1,116,2.94966,3,-2.8430,3,-2.8271,6,-2.1181,12,-1.1087,0,-6.9417,35,0.63826,9,-1.5515,29,0.23913
ENSG00000142784,WDTC1,116,2.12885,23,-0.6671,25,-0.5341,23,-0.6773,48,0.49634,15,-1.2844,24,-0.6326,23,-0.6784,31,-0.1956
ENSG00000186501,TMEM222,116,1.34306,130,1.55834,33,-0.7027,22,-1.3537,35,-0.6075,31,-0.8114,51,-0.0364,25,-1.1093,29,-0.9188
ENSG00000158195,WASF2,116,0.26970,110,0.18195,263,1.72031,250,1.61681,33,-1.6409,119,0.31877,7,-4.0127,45,-1.2100,30,-1.8167
ENSG00000126705,AHDC1,116,1.14251,28,-1.1573,21,-1.5512,20,-1.5992,51,-0.2192,58,-0.0227,54,-0.1531,61,0.06108,124,1.26301
ENSG00000126709,IFI6,116,0.54190,82,-0.0159,61,-0.4940,64,-0.4156,42,-1.0526,67,-0.3347,128,0.83687,62,-0.4567,80,-0.0598
ENSG00000009780,FAM76A,116,2.06425,36,-0.0246,47,0.43152,31,-0.2605,14,-1.4288,29,-0.3304,24,-0.6940,19,-0.9615,22,-0.7891
ENSG00000117758,STX12,116,0.17207,196,1.05718,99,-0.0723,79,-0.4414,84,-0.3345,63,-0.7741,117,0.20960,75,-0.5220,95,-0.1386
ENSG00000117751,PPP1R8,116,1.80568,116,1.81135,42,0.03654,23,-0.9084,23,-0.8959,13,-1.6744,23,-0.9975,16,-1.4079,16,-1.4137
