Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000272106,AL691432.2,9,-0.5589,13,-0.0739,15,0.19035,21,0.67327,14,0.00964,12,-0.1638,8,-0.7406
ENSG00000197530,MIB2,12,-1.0881,16,-0.6296,16,-0.7457,28,0.18189,27,0.18118,56,1.35902,29,0.26464
ENSG00000248333,CDK11B,97,1.31510,47,0.09189,64,0.79123,34,-0.3822,18,-1.5332,36,-0.3227,24,-0.8991
ENSG00000189339,SLC35E2B,12,-0.3665,8,-0.8757,16,0.12798,17,0.21228,16,0.16381,18,0.23744,13,-0.1906
ENSG00000008128,CDK11A,73,1.80650,23,-0.1534,29,0.31652,20,-0.3458,14,-0.9931,17,-0.5837,12,-1.0521
ENSG00000215790,SLC35E2A,11,-1.1238,40,0.84591,23,-0.0073,10,-1.3323,25,0.13439,14,-0.7419,38,0.77184
ENSG00000008130,NADK,16,-0.2871,9,-1.0234,16,-0.3144,19,0.05887,20,0.13183,28,0.63784,26,0.52069
ENSG00000078369,GNB1,191,-1.3515,524,0.20406,370,-0.4164,442,-0.0640,594,0.53146,448,-0.0454,570,0.34223
ENSG00000187730,GABRD,6,-4.6330,53,-1.5905,132,-0.2420,335,1.35100,203,0.64805,150,0.00423,96,-0.6845
ENSG00000067606,PRKCZ,86,-1.1288,94,-1.0064,145,-0.4200,216,0.29065,226,0.46819,281,0.72369,194,0.11383
ENSG00000162585,FAAP20,37,0.37992,35,0.25535,12,-1.5211,16,-0.9497,47,1.03170,13,-1.1776,45,0.66850
ENSG00000157933,SKI,45,0.69769,43,0.61693,28,-0.0724,23,-0.3353,19,-0.7781,30,0.04220,38,0.42495
ENSG00000157916,RER1,57,0.28529,38,-0.3746,35,-0.5691,44,-0.1411,62,0.55235,45,-0.0799,49,0.04680
ENSG00000157911,PEX10,25,0.42972,24,0.37482,9,-1.3572,13,-0.5892,25,0.53517,28,0.62297,19,0.00083
ENSG00000149527,PLCH2,7,-1.0863,23,0.82729,9,-0.8248,39,1.73966,13,-0.0950,12,-0.2421,6,-1.2095
ENSG00000157881,PANK4,2,-2.3593,4,-1.6588,10,-0.2822,27,1.31370,20,1.07198,6,-0.8881,3,-2.0666
ENSG00000157873,TNFRSF14,0,-5.8273,26,0.97317,11,-0.5295,35,1.52013,12,-0.3454,18,0.38406,9,-0.6044
ENSG00000157870,PRXL2B,19,-1.0012,31,-0.3139,25,-0.7636,70,1.01058,37,-0.0099,55,0.61511,52,0.51695
ENSG00000177133,PRDM16-DT,7,-1.4492,49,1.57903,11,-1.0031,14,-0.4977,23,0.42181,14,-0.4236,22,0.26283
ENSG00000142611,PRDM16,8,-0.5479,32,1.74059,8,-0.6107,7,-0.6464,12,0.02792,1,-2.8519,18,0.67955
ENSG00000158109,TPRG1L,39,-2.1487,79,-1.0798,154,-0.0764,239,0.64199,188,0.32366,212,0.45126,169,0.08272
ENSG00000116213,WRAP73,11,-0.1069,8,-0.5438,9,-0.4742,9,-0.3012,17,0.88545,9,-0.3091,10,-0.2157
ENSG00000130764,LRRC47,39,-0.7011,34,-0.9014,53,-0.2789,85,0.51291,81,0.55841,75,0.30958,44,-0.5431
ENSG00000116198,CEP104,87,1.50494,35,-0.0358,47,0.56947,20,-0.8795,23,-0.7775,27,-0.4260,12,-1.5874
ENSG00000198912,C1orf174,7,-0.6542,6,-0.9511,9,-0.4256,15,0.41076,15,0.57312,10,-0.1797,14,0.39547
ENSG00000196581,AJAP1,30,-0.3766,12,-1.7736,54,0.72862,84,1.31853,30,-0.4643,24,-0.6803,19,-1.0941
ENSG00000069424,KCNAB2,36,-2.2184,119,-0.4275,147,-0.1284,210,0.46494,172,0.17651,219,0.53513,188,0.28807
ENSG00000116254,CHD5,61,-1.9655,179,-0.3542,385,1.22934,253,0.19025,112,-1.2525,296,0.44823,188,-0.2784
ENSG00000116251,RPL22,685,0.72772,547,0.35460,350,-0.4273,376,-0.2409,456,0.07905,169,-1.4549,625,0.57383
ENSG00000116237,ICMT,16,-1.2358,26,-0.5288,32,-0.2742,55,0.64234,44,0.34091,54,0.61719,27,-0.4607
ENSG00000097021,ACOT7,24,-2.9077,36,-2.3331,159,-0.1169,294,0.90931,257,0.92095,169,-0.0011,86,-1.0434
ENSG00000215788,TNFRSF25,0,-5.4481,9,-1.2077,18,-0.1564,47,1.42369,13,-0.7997,51,1.57891,19,-0.0939
ENSG00000171680,PLEKHG5,0,-7.2755,11,-0.5039,10,-0.7566,44,1.73412,16,-0.0137,23,0.61598,17,0.12751
ENSG00000162408,NOL9,22,-0.3483,18,-0.6536,30,0.13762,30,0.13174,21,-0.4958,47,0.86614,34,0.34012
ENSG00000162413,KLHL21,26,0.04763,30,0.24574,20,-0.4752,28,0.15598,29,0.29045,34,0.43509,15,-0.8061
ENSG00000116273,PHF13,10,-0.5606,5,-1.4368,14,-0.0202,24,0.85864,14,-0.0429,23,0.80234,10,-0.5954
ENSG00000041988,THAP3,6,-0.9106,8,-0.6733,12,-0.0942,15,0.33653,15,0.40348,18,0.59316,7,-0.7596
ENSG00000007923,DNAJC11,20,-0.5683,18,-0.7619,32,0.18355,36,0.33188,29,0.00269,40,0.53277,23,-0.3839
ENSG00000171735,CAMTA1,174,-1.3978,250,-0.8483,741,1.22403,358,-0.2961,349,-0.4116,434,0.00525,273,-0.7145
ENSG00000049245,VAMP3,115,2.72299,37,0.57986,7,-2.1862,11,-1.3440,22,-0.3424,11,-1.2533,26,-0.0202
ENSG00000049246,PER3,44,0.48892,56,0.89301,23,-0.5972,32,-0.0136,31,-0.0450,25,-0.3718,33,0.03979
ENSG00000116288,PARK7,128,-1.1745,301,0.14833,186,-0.7272,314,0.21412,423,0.95285,161,-0.8296,288,0.07531
ENSG00000116285,ERRFI1,20,-0.4445,8,-1.7740,25,-0.1409,21,-0.3319,38,0.75449,35,0.44530,20,-0.4451
ENSG00000162426,SLC45A1,7,-1.7565,14,-0.7317,23,-0.0369,31,0.47756,35,0.87027,15,-0.6929,15,-0.6578
ENSG00000142599,RERE,167,0.47733,150,0.30834,135,0.17293,130,0.08315,95,-0.5006,128,0.05017,97,-0.3803
ENSG00000074800,ENO1,182,-1.1422,580,0.67748,255,-0.7520,346,-0.1551,583,0.92573,229,-0.7938,352,-0.1303
ENSG00000171612,SLC25A33,16,-0.9328,72,1.44658,24,-0.4502,19,-0.6972,35,0.31311,12,-1.4204,36,0.28717
ENSG00000171608,PIK3CD,0,-4.5599,7,-0.8007,7,-0.8785,5,-1.1077,19,1.09475,25,1.25340,12,-0.0071
ENSG00000171603,CLSTN1,184,-1.9299,313,-1.1362,671,0.05050,1013,0.71187,796,0.40405,867,0.45386,420,-0.6908
ENSG00000178585,CTNNBIP1,21,-0.0849,26,0.30062,17,-0.4740,11,-1.0897,24,0.18407,30,0.48107,30,0.52093
ENSG00000162441,LZIC,125,1.28495,69,0.29828,60,0.07411,47,-0.3119,49,-0.3159,27,-1.1389,39,-0.5964
ENSG00000130939,UBE4B,39,0.13779,20,-0.9091,41,0.28061,30,-0.2554,34,-0.1004,44,0.33160,35,-0.0308
ENSG00000054523,KIF1B,462,0.43262,347,-0.0264,400,0.25538,281,-0.3548,316,-0.2107,385,0.14111,256,-0.5036
ENSG00000284642,AL139424.2,8,-0.2410,8,-0.3601,8,-0.4972,10,0.04259,13,0.59430,10,0.04705,10,0.00663
ENSG00000142657,PGD,39,-0.2968,20,-1.3161,37,-0.4220,51,0.12777,64,0.66024,65,0.53029,36,-0.3960
ENSG00000175279,CENPS,0,-7.6787,4,-1.4490,17,0.89187,14,0.28031,12,0.12159,10,-0.1900,9,-0.2981
ENSG00000241563,CORT,8,-2.8240,55,-0.0385,20,-1.7874,32,-0.8672,52,-0.1787,301,3.20061,12,-2.3259
ENSG00000160049,DFFA,88,0.98050,85,0.91217,47,-0.0845,41,-0.2514,36,-0.5574,28,-0.8198,43,-0.1746
ENSG00000142655,PEX14,5,-1.8466,5,-1.6164,16,-0.0423,29,0.91217,18,0.20422,27,0.79528,12,-0.4898
ENSG00000120948,TARDBP,108,0.38094,90,0.09072,87,0.04840,94,0.16300,86,0.03261,62,-0.4934,60,-0.5277
ENSG00000271895,AL109811.2,6,-1.1966,7,-1.0671,12,-0.3335,16,0.14533,19,0.54693,25,0.90080,11,-0.3568
ENSG00000116649,SRM,24,-1.1706,67,0.42935,37,-0.6191,55,0.11497,66,0.51996,67,0.44470,42,-0.2952
ENSG00000171824,EXOSC10,20,-0.3752,22,-0.2147,31,0.42809,31,0.32993,24,-0.0779,24,-0.0724,15,-0.8346
ENSG00000198793,MTOR,18,-1.1417,39,-0.0131,37,-0.0829,43,0.15701,52,0.59986,22,-0.8702,39,-0.0079
ENSG00000116661,FBXO2,60,-1.1910,220,0.85979,71,-1.0943,157,0.29582,183,0.72915,53,-1.3669,179,0.51526
ENSG00000132879,FBXO44,18,-2.1938,39,-1.0170,74,-0.0509,116,0.67649,92,0.39846,102,0.46567,63,-0.2857
ENSG00000116670,MAD2L2,35,1.30595,11,-0.5276,9,-1.0489,20,0.40322,15,-0.0926,18,0.24197,17,0.16378
ENSG00000177000,MTHFR,14,-0.4832,32,0.83968,22,0.23907,20,0.07975,14,-0.6134,21,0.18259,17,-0.1963
ENSG00000011021,CLCN6,21,-1.4816,51,-0.1601,42,-0.5728,53,-0.0929,61,0.15392,124,1.31069,64,0.20045
ENSG00000116685,KIAA2013,40,0.55257,15,-0.9644,22,-0.5103,32,0.20181,33,0.29302,38,0.47197,23,-0.2990
ENSG00000083444,PLOD1,26,0.25977,40,0.99442,12,-1.1266,17,-0.3440,22,0.03971,33,0.68135,22,0.00010
ENSG00000116688,MFN2,97,-0.1065,64,-0.7336,91,-0.2525,128,0.34560,121,0.32989,119,0.22424,92,-0.1787
ENSG00000116691,MIIP,20,0.81139,14,0.24524,3,-1.9495,15,0.42330,13,0.27147,19,0.74565,11,-0.1474
ENSG00000048707,VPS13D,43,-0.5012,36,-0.7911,73,0.41617,52,-0.2035,67,0.21918,62,0.05026,45,-0.4488
ENSG00000162496,DHRS3,11,-1.1813,73,1.94943,15,-0.8415,20,-0.2124,24,0.06674,11,-1.0966,26,0.15165
ENSG00000116731,PRDM2,158,-0.3674,158,-0.3611,361,1.37497,196,-0.0236,104,-1.1709,183,-0.1363,103,-1.0187
ENSG00000189337,KAZN,119,0.81097,43,-0.8206,74,0.02817,45,-0.7310,75,0.06098,96,0.45760,49,-0.6027
ENSG00000142634,EFHD2,62,0.06798,16,-1.9263,51,-0.2930,5,-3.5287,64,0.14846,167,1.76065,59,-0.0184
ENSG00000116138,DNAJC16,12,-1.6082,26,-0.4579,44,0.43010,57,0.76566,31,-0.2520,47,0.44646,23,-0.6475
ENSG00000197312,DDI2,27,-0.2350,27,-0.2766,46,0.75542,27,-0.2571,26,-0.3726,41,0.39089,14,-1.2608
ENSG00000116786,PLEKHM2,69,-0.2091,76,-0.0443,69,-0.2650,51,-0.6623,85,0.14316,71,-0.1624,139,0.92792
ENSG00000065526,SPEN,360,1.40104,201,0.40140,270,1.24513,106,-0.5969,44,-2.1633,63,-1.3965,48,-1.7974
ENSG00000116809,ZBTB17,20,0.14631,10,-0.9393,19,0.12093,21,0.23325,18,-0.0260,19,0.10224,18,-0.0186
ENSG00000037637,FBXO42,19,-0.0748,7,-1.4176,18,-0.1476,28,0.55122,21,0.10558,25,0.40070,20,0.02574
ENSG00000055070,SZRD1,37,0.70881,38,0.72843,17,-0.6158,18,-0.4778,24,0.02770,17,-0.4826,29,0.31228
ENSG00000157191,NECAP2,31,1.55843,14,0.25322,5,-1.4285,3,-1.8853,14,0.22427,15,0.29755,14,0.20377
ENSG00000159363,ATP13A2,20,-2.2397,40,-1.2109,77,-0.2811,90,0.03115,125,0.73541,135,0.67612,85,-0.0662
ENSG00000117118,SDHB,23,-1.3669,27,-1.1098,42,-0.5239,63,0.18439,92,1.10681,51,-0.1310,49,-0.2205
ENSG00000117115,PADI2,250,3.19887,95,1.16098,14,-2.0943,10,-2.3492,22,-1.3136,18,-1.4747,38,-0.3494
ENSG00000179051,RCC2,12,-0.7721,17,-0.2898,18,-0.1745,23,0.24376,25,0.48461,30,0.66141,7,-1.5468
ENSG00000074964,ARHGEF10L,4,-1.5643,9,-0.4508,8,-0.7629,7,-0.7404,19,0.99276,14,0.24523,17,0.55811
ENSG00000117154,IGSF21,30,-1.0261,19,-1.6903,44,-0.5248,81,0.51691,81,0.68138,82,0.55101,57,-0.0536
ENSG00000159423,ALDH4A1,14,-0.6616,31,0.48927,14,-0.8909,9,-1.3524,33,0.83460,23,0.05098,29,0.40501
ENSG00000127481,UBR4,60,0.72589,54,0.55696,59,0.92021,25,-0.6573,21,-1.0720,33,-0.2504,11,-1.8934
ENSG00000127463,EMC1,14,-1.2427,29,-0.1792,29,-0.2332,54,0.78901,38,0.27210,46,0.53348,18,-0.8963
ENSG00000053372,MRTO4,16,-0.9465,11,-1.5289,33,0.17086,33,0.14582,37,0.38291,42,0.50031,23,-0.4457
ENSG00000053371,AKR7A2,30,0.13360,60,1.26807,13,-1.3595,22,-0.3609,35,0.46763,17,-0.7303,33,0.29037
ENSG00000077549,CAPZB,95,-0.5138,116,-0.2062,135,0.03692,165,0.35346,152,0.28499,134,0.02283,84,-0.7042
ENSG00000173436,MICOS10,199,-0.4488,140,-0.9828,204,-0.4925,219,-0.2975,360,0.65396,216,-0.3184,444,0.84817
ENSG00000158747,NBL1,55,-1.2543,99,-0.3557,100,-0.4030,129,0.05929,138,0.21207,247,1.13711,121,-0.0362
ENSG00000169914,OTUD3,8,-1.1340,13,-0.5174,20,0.17842,17,-0.0857,16,-0.2274,32,0.95031,20,0.19211
ENSG00000162545,CAMK2N1,646,-1.1853,2246,0.77921,1348,-0.0656,2672,1.07696,1098,-0.4553,581,-1.3423,1851,0.45682
ENSG00000090432,MUL1,18,0.10986,17,0.01457,11,-0.6808,18,0.07350,24,0.76736,11,-0.5818,13,-0.3273
ENSG00000183114,FAM43B,6,-1.7386,2,-2.9066,19,-0.0041,2,-3.2842,23,0.35640,59,1.92147,16,-0.2752
ENSG00000158828,PINK1,180,-1.0817,181,-1.0767,318,-0.2592,366,0.00738,527,0.79928,344,-0.0889,396,0.13398
ENSG00000244038,DDOST,6,-2.0332,25,0.16939,12,-1.0622,31,0.50464,37,1.10270,27,0.26417,11,-1.0765
ENSG00000117245,KIF17,4,-2.5291,3,-2.9179,17,-0.4343,12,-0.8100,34,1.03068,39,1.00097,23,0.12261
ENSG00000189410,SH2D5,4,-3.1779,15,-1.2078,31,-0.1642,104,1.96777,31,-0.1641,33,-0.0300,28,-0.2879
ENSG00000127483,HP1BP3,407,0.73138,324,0.35739,368,0.74528,236,-0.1476,141,-1.1104,237,-0.1433,126,-1.1103
ENSG00000075151,EIF4G3,191,-0.3837,169,-0.5743,451,1.43405,238,-0.0401,162,-0.7562,156,-0.6958,91,-1.5011
ENSG00000117298,ECE1,19,0.29741,58,2.26985,11,-0.7147,3,-2.3841,15,-0.0728,6,-1.4997,11,-0.5623
ENSG00000076864,RAP1GAP,33,-1.6409,36,-1.5420,80,-0.3903,92,-0.0955,120,0.42067,237,1.48359,81,-0.3034
ENSG00000090686,USP48,135,0.85530,76,-0.0840,123,0.94204,77,-0.0482,46,-0.9977,50,-0.7168,33,-1.3324
ENSG00000070831,CDC42,137,-0.2073,91,-0.8307,159,0.02916,150,-0.0630,189,0.38525,183,0.24639,117,-0.4515
ENSG00000184677,ZBTB40,19,0.78588,4,-1.6664,15,0.49666,7,-0.7869,10,-0.1813,14,0.26090,8,-0.4992
ENSG00000173372,C1QA,8,-0.4774,20,1.00936,5,-1.3962,13,0.25296,10,-0.0471,3,-1.9617,29,1.68191
ENSG00000173369,C1QB,9,-0.5046,36,1.63861,6,-1.3022,11,-0.3464,17,0.53235,5,-1.4661,15,0.23412
ENSG00000133216,EPHB2,17,0.49364,11,-0.2631,12,-0.0737,15,0.23230,13,0.06543,17,0.44384,4,-1.6790
ENSG00000004487,KDM1A,30,-0.9452,34,-0.7461,74,0.58504,74,0.45251,56,0.00394,42,-0.4307,44,-0.3737
ENSG00000169641,LUZP1,41,-2.1845,112,-0.7058,331,1.48035,182,0.04547,114,-0.8095,190,0.11382,81,-1.1914
ENSG00000125944,HNRNPR,195,0.61774,110,-0.2944,156,0.32831,182,0.50317,107,-0.4072,99,-0.4528,86,-0.6785
ENSG00000125945,ZNF436,9,-0.1007,7,-0.3749,8,-0.2205,14,0.64712,11,0.23330,11,0.29672,5,-0.9602
ENSG00000088280,ASAP3,13,0.36300,22,1.22719,4,-1.4353,2,-2.0166,14,0.71721,10,-0.0849,9,-0.1453
ENSG00000117318,ID3,27,0.86599,118,4.23192,0,-4.6378,5,-1.5658,3,-2.6192,0,-8.6586,15,-0.0534
ENSG00000142676,RPL11,519,0.57375,438,0.29736,209,-1.0146,296,-0.3244,428,0.33208,227,-0.7325,613,0.85370
ENSG00000011007,ELOA,33,0.27198,37,0.43618,41,0.78978,18,-0.6867,22,-0.4340,22,-0.3844,10,-1.5574
ENSG00000057757,PITHD1,90,-0.4610,55,-1.1941,104,-0.2984,150,0.34166,167,0.68524,128,0.08918,96,-0.3672
ENSG00000011009,LYPLA2,8,-1.5486,17,-0.4160,16,-0.6030,24,0.12693,24,0.16558,47,1.21844,28,0.39104
ENSG00000117308,GALE,1,-3.3541,8,-0.7322,9,-0.6525,15,0.23013,22,1.18769,22,0.86871,3,-2.2308
ENSG00000117305,HMGCL,10,-0.4443,20,0.64273,12,-0.2579,6,-1.0564,19,0.72922,10,-0.4214,8,-0.6718
ENSG00000189266,PNRC2,71,0.19896,98,0.73499,66,0.10945,66,0.08376,59,-0.1053,41,-0.6507,36,-0.8627
ENSG00000188529,SRSF10,76,0.06921,69,-0.0900,84,0.28700,85,0.24706,72,-0.0073,66,-0.1434,35,-1.1046
ENSG00000001461,NIPAL3,317,1.59050,61,-1.0963,146,0.32801,91,-0.4880,87,-0.6624,119,-0.0681,80,-0.6832
ENSG00000133226,SRRM1,404,1.34003,222,0.31831,298,1.10581,114,-0.7200,64,-1.8035,107,-0.8186,65,-1.5689
ENSG00000169504,CLIC4,233,3.88809,44,0.34593,4,-3.2744,3,-3.3315,18,-1.2014,15,-1.2279,24,-0.5953
ENSG00000117614,SYF2,174,0.67156,172,0.65990,130,0.25823,109,-0.0854,81,-0.6570,92,-0.3364,82,-0.5271
ENSG00000117616,RSRP1,103,0.33962,68,-0.3218,97,0.31751,108,0.41065,71,-0.3042,84,0.00812,49,-0.8245
ENSG00000183726,TMEM50A,96,0.44254,70,-0.0489,56,-0.4810,141,1.09940,76,0.09359,47,-0.6634,47,-0.6784
ENSG00000204178,MACO1,78,0.45081,45,-0.4183,94,1.04166,78,0.45664,30,-1.2015,51,-0.2138,22,-1.4962
ENSG00000117643,MAN1C1,8,-2.1435,38,0.08517,28,-0.4679,93,1.61042,40,0.21483,29,-0.3460,23,-0.6846
ENSG00000162430,SELENON,27,0.15381,55,1.33591,15,-0.9451,27,0.14120,19,-0.4603,35,0.53426,26,0.07520
ENSG00000117640,MTFR1L,43,-0.4255,44,-0.3649,49,-0.2624,78,0.52419,58,0.07258,74,0.43950,57,0.02769
ENSG00000117632,STMN1,817,-0.3467,348,-1.6380,976,-0.0837,963,-0.0887,1426,0.71984,1229,0.30135,640,-0.7230
ENSG00000158008,EXTL1,8,-2.1556,11,-1.6981,32,-0.1629,46,0.45121,40,0.28902,65,1.00155,37,0.08564
ENSG00000175087,PDIK1L,4,-2.0105,1,-3.1307,16,0.10649,23,0.68860,19,0.51033,25,0.87284,5,-1.4576
ENSG00000142684,ZNF593,15,-1.2697,16,-1.1262,35,0.04182,42,0.31881,46,0.59335,27,-0.4036,36,0.07565
ENSG00000142669,SH3BGRL3,138,-0.1384,150,-0.0083,111,-0.5813,143,-0.0882,189,0.46857,171,0.20129,158,0.07272
ENSG00000158062,UBXN11,10,-0.6210,20,0.43400,13,-0.2705,21,0.47923,18,0.37422,10,-0.6346,12,-0.3480
ENSG00000117682,DHDDS,5,-1.9713,16,-0.2394,18,-0.0970,12,-0.7475,24,0.47285,31,0.76556,20,0.04709
ENSG00000198830,HMGN2,271,0.74639,300,0.92280,133,-0.4732,139,-0.3227,166,-0.0659,80,-1.1742,196,0.21622
ENSG00000117713,ARID1A,102,0.54808,84,0.23053,79,0.17651,85,0.25637,54,-0.5680,72,-0.0044,56,-0.3980
ENSG00000060642,PIGV,11,-0.0869,10,-0.2057,11,-0.1809,18,0.68862,15,0.46543,4,-1.5695,9,-0.3434
ENSG00000204160,ZDHHC18,4,-1.8272,13,-0.2204,13,-0.1389,24,0.81672,17,0.26885,14,-0.0933,15,0.03321
ENSG00000142751,GPN2,21,0.38456,9,-0.8903,16,-0.0527,25,0.63359,17,0.05198,15,-0.1078,12,-0.4400
ENSG00000090273,NUDC,143,-0.5849,166,-0.3572,190,-0.1779,251,0.29770,281,0.63153,144,-0.5811,175,-0.2707
ENSG00000253368,TRNP1,8,-2.6155,21,-1.2517,41,-0.2930,52,0.12886,71,0.85767,49,0.02905,60,0.35721
ENSG00000090020,SLC9A1,2,-2.8867,12,-0.3563,13,-0.4052,17,0.10275,16,0.05262,37,1.41620,18,0.24378
ENSG00000142784,WDTC1,18,-0.7126,39,0.54088,22,-0.4174,24,-0.2559,24,-0.2799,56,1.12889,32,0.20817
ENSG00000186501,TMEM222,26,-0.5150,32,-0.2281,24,-0.7683,43,0.24120,45,0.40377,66,0.94420,31,-0.2648
ENSG00000158195,WASF2,197,2.72314,101,1.36601,24,-1.0905,12,-1.9050,19,-1.5202,24,-0.9764,28,-0.7090
ENSG00000126705,AHDC1,32,-0.4699,35,-0.3367,52,0.37863,57,0.45363,34,-0.4340,60,0.54584,31,-0.4909
ENSG00000126709,IFI6,107,-0.2656,304,1.46750,92,-0.6178,54,-1.3030,116,-0.1812,194,0.68273,118,-0.1175
ENSG00000009780,FAM76A,17,-0.3010,34,0.77104,29,0.65586,23,0.09029,16,-0.5674,14,-0.6231,11,-0.9683
ENSG00000117758,STX12,95,0.04334,64,-0.5757,83,-0.1977,93,0.00395,106,0.28545,103,0.16853,93,0.00950
ENSG00000117751,PPP1R8,27,0.00608,18,-0.5935,21,-0.4432,31,0.24050,33,0.40760,27,-0.0060,30,0.18375
ENSG00000117748,RPA2,26,-1.0865,64,0.30638,48,-0.1951,62,0.25653,64,0.38465,48,-0.1347,46,-0.2137
ENSG00000158161,EYA3,11,-0.1760,11,-0.2411,14,0.23464,7,-0.7896,11,-0.2645,27,1.21494,7,-0.8218
ENSG00000126698,DNAJC8,237,0.17479,186,-0.2077,326,0.94174,190,-0.1720,162,-0.5123,133,-0.7232,124,-0.8273
ENSG00000130770,ATP5IF1,125,-1.4136,173,-0.9319,249,-0.4566,385,0.31847,512,1.07562,194,-0.7588,317,0.00649
ENSG00000130766,SESN2,5,-0.9266,14,0.59062,6,-0.7010,15,0.73644,11,0.23934,11,0.27747,8,-0.3245
ENSG00000204138,PHACTR4,87,1.76589,61,1.13252,30,-0.0266,19,-0.7032,11,-1.6910,26,-0.2747,20,-0.6718
ENSG00000180098,TRNAU1AP,25,0.57140,24,0.53798,16,-0.1809,11,-0.6507,18,0.06344,20,0.20158,9,-0.9042
ENSG00000120656,TAF12,12,-0.1587,4,-1.6793,12,-0.1840,18,0.49489,18,0.59190,14,0.04500,9,-0.6173
ENSG00000162419,GMEB1,17,0.52000,22,0.96414,14,0.21085,9,-0.4290,10,-0.3642,9,-0.4392,6,-1.0768
ENSG00000198492,YTHDF2,52,-0.6690,58,-0.5144,96,0.35869,113,0.53915,84,0.06909,79,-0.0287,46,-0.8601
ENSG00000116329,OPRD1,1,-2.9984,6,-1.1878,20,0.74950,25,0.94982,10,-0.5823,22,0.77510,7,-0.9075
ENSG00000159023,EPB41,4,-2.4101,18,-0.1314,37,1.51868,11,-0.8054,12,-0.8534,27,0.54576,5,-1.8748
ENSG00000116350,SRSF4,102,0.40496,91,0.21639,112,0.73601,65,-0.3090,59,-0.5629,52,-0.6422,50,-0.7216
ENSG00000116353,MECR,12,-0.9501,12,-1.0370,21,-0.2146,26,0.18984,36,0.94644,15,-0.7020,21,-0.1960
