Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to8,Feature log2 fold change topic 3to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000126709,IFI6,112,-0.0139,166,0.62917,107,-0.1750,115,0.03509,92,-0.3256
ENSG00000009780,FAM76A,25,0.05037,12,-1.0323,26,0.30138,14,-0.8469,34,0.52900
ENSG00000117758,STX12,115,0.04559,104,-0.1140,122,0.34733,110,-0.0224,55,-1.1011
ENSG00000117751,PPP1R8,40,0.22159,31,-0.1671,38,0.28558,37,0.08522,15,-1.2929
ENSG00000117748,RPA2,31,-0.6319,18,-1.4453,57,0.96070,41,-0.1744,27,-0.8149
ENSG00000126698,DNAJC8,176,0.11024,134,-0.3305,154,-0.2342,176,0.11097,237,0.59969
ENSG00000130770,ATP5IF1,130,-1.6615,130,-1.6670,504,1.29236,364,-0.0877,198,-1.0314
ENSG00000204138,PHACTR4,101,2.24037,30,0.07163,12,-2.1837,20,-0.5575,68,1.44918
ENSG00000180098,TRNAU1AP,31,0.63661,17,-0.3297,22,0.13400,11,-0.9592,20,-0.0762
ENSG00000120656,TAF12,10,-0.6751,12,-0.4817,20,0.97034,14,-0.2828,5,-1.7759
ENSG00000198492,YTHDF2,56,-0.6317,87,0.05607,99,0.72144,67,-0.3601,31,-1.5006
ENSG00000116329,OPRD1,2,-2.9487,20,0.44982,20,1.18616,4,-1.8407,8,-1.0612
ENSG00000159023,EPB41,6,-1.4920,18,0.07462,15,-0.4006,16,-0.0524,39,1.41510
ENSG00000116350,SRSF4,125,0.88352,87,0.28018,51,-1.0332,44,-0.7784,167,1.40394
ENSG00000116353,MECR,12,-1.2126,32,0.27191,31,0.60765,35,0.41120,3,-3.2453
ENSG00000060656,PTPRU,12,-0.2497,17,0.27492,13,-0.3101,13,-0.1855,23,0.77286
ENSG00000162512,SDC3,180,0.41928,189,0.49962,103,-0.8876,246,0.95226,153,0.15635
ENSG00000134644,PUM1,187,0.03622,233,0.39671,191,0.17234,121,-0.6484,138,-0.4418
ENSG00000121766,ZCCHC17,138,0.00933,109,-0.3663,150,0.36038,62,-1.2284,160,0.24833
ENSG00000121769,FABP3,16,-1.9335,84,0.63548,70,0.89316,32,-0.8846,18,-1.7530
ENSG00000162517,PEF1,37,-0.8136,58,-0.1153,73,0.65187,59,-0.0784,31,-1.0718
ENSG00000084636,COL16A1,54,1.07418,25,-0.2084,19,-1.0815,35,0.34627,52,1.02216
ENSG00000121753,ADGRB2,83,-1.3798,205,0.00957,252,0.94052,140,-0.5822,96,-1.1660
ENSG00000184007,PTP4A2,1082,2.82387,173,-0.5469,143,-1.4719,123,-1.0662,215,-0.2097
ENSG00000121774,KHDRBS1,138,-0.3714,136,-0.3861,185,0.23020,192,0.15825,165,-0.0884
ENSG00000121775,TMEM39B,16,0.18077,25,0.91151,15,0.04263,4,-1.9734,12,-0.3402
ENSG00000025800,KPNA6,48,-0.3555,41,-0.5778,58,-0.1014,53,-0.1761,107,0.96534
ENSG00000084652,TXLNA,39,0.27783,39,0.28205,30,-0.3265,24,-0.4938,47,0.60381
ENSG00000160050,CCDC28B,15,-0.5954,18,-0.2754,20,-0.3066,29,0.49756,35,0.81733
ENSG00000084623,EIF3I,50,-1.0203,71,-0.4887,118,0.81719,94,-0.0465,50,-1.0164
ENSG00000175130,MARCKSL1,702,2.48800,156,-0.2527,81,-2.0465,336,1.02297,146,-0.3509
ENSG00000160058,BSDC1,72,0.31292,54,-0.1371,65,0.39052,33,-0.9133,40,-0.5985
ENSG00000160062,ZBTB8A,5,-1.8485,12,-0.6395,19,0.12587,5,-1.9089,47,1.61567
ENSG00000176261,ZBTB8OS,32,-0.0296,16,-1.1041,35,0.30492,49,0.67039,17,-0.9913
ENSG00000162521,RBBP4,111,0.16774,71,-0.5301,100,0.00736,116,0.23522,101,0.01127
ENSG00000162522,KIAA1522,3,-2.9088,27,0.19146,28,0.62609,29,0.34726,12,-1.0588
ENSG00000134684,YARS,43,-1.2356,65,-0.6174,127,1.31959,42,-1.2796,52,-0.9484
ENSG00000116497,S100PBP,45,1.54260,13,-0.4668,16,-0.4739,9,-1.0336,20,0.15870
ENSG00000160097,FNDC5,5,-2.8263,53,0.72941,35,0.10183,27,-0.3414,45,0.44744
ENSG00000121905,HPCA,27,-2.7655,185,0.13837,214,1.04329,109,-0.6897,93,-0.9350
ENSG00000121900,TMEM54,28,-0.4037,43,0.29497,33,-0.3264,66,0.99829,27,-0.4290
ENSG00000116514,RNF19B,6,-1.5756,16,-0.1168,18,0.21036,23,0.46906,18,0.05346
ENSG00000004455,AK2,63,1.28897,35,0.28543,22,-0.7942,41,0.56433,18,-0.7420
ENSG00000142920,AZIN2,28,0.29479,18,-0.3616,25,0.26440,13,-0.8414,23,-0.0162
ENSG00000160094,ZNF362,23,-0.0590,42,0.94745,21,-0.4326,26,0.16634,21,-0.1693
ENSG00000134686,PHC2,65,0.34073,53,-0.0001,53,0.00288,34,-0.6826,59,0.17465
ENSG00000163866,SMIM12,26,-1.2903,55,-0.1389,75,0.95671,54,-0.1819,19,-1.7796
ENSG00000116544,DLGAP3,5,-3.3906,59,0.26842,54,0.31073,49,-0.0177,61,0.32493
ENSG00000163867,ZMYM6,23,-0.2221,19,-0.4706,27,0.05992,28,0.12567,32,0.30573
ENSG00000116560,SFPQ,581,1.37840,192,-0.4721,185,-0.9978,186,-0.5164,520,1.17627
ENSG00000146463,ZMYM4,67,0.22391,51,-0.2234,58,-0.0266,60,0.05243,58,-0.0101
ENSG00000142687,KIAA0319L,65,0.14066,74,0.36272,60,0.05676,33,-0.8910,59,-0.0010
ENSG00000020129,NCDN,189,-1.6068,586,0.14090,658,0.89163,320,-0.8066,323,-0.7924
ENSG00000126067,PSMB2,80,-0.4754,99,-0.1381,121,0.46650,68,-0.7286,104,-0.0503
ENSG00000142686,C1orf216,8,-3.3440,97,0.28474,101,0.92081,51,-0.7349,55,-0.6111
ENSG00000134698,AGO4,24,0.52464,25,0.56405,14,-0.6334,16,-0.1169,24,0.50944
ENSG00000092847,AGO1,54,0.35707,49,0.19828,42,-0.0915,46,0.10577,30,-0.5424
ENSG00000126070,AGO3,89,1.25503,33,-0.3848,32,-0.8589,32,-0.4498,78,1.02185
ENSG00000116863,ADPRHL2,17,0.04314,19,0.18047,19,0.48849,10,-0.7043,7,-1.2811
ENSG00000054116,TRAPPC3,21,-1.0042,23,-0.9315,51,0.86417,33,-0.3335,33,-0.3634
ENSG00000116871,MAP7D1,216,0.31470,164,-0.1250,190,0.24924,134,-0.4444,124,-0.5624
ENSG00000054118,THRAP3,180,0.55404,122,-0.0818,109,-0.5326,100,-0.3869,228,0.95636
ENSG00000196182,STK40,7,-1.3444,24,0.45647,17,-0.1994,25,0.55924,21,0.27737
ENSG00000181817,LSM10,14,-1.3051,15,-1.2236,42,1.11738,26,-0.3435,21,-0.6507
ENSG00000116885,OSCP1,2,-3.3028,9,-0.9646,23,1.28384,16,-0.1484,10,-0.8297
ENSG00000116898,MRPS15,19,-1.1876,32,-0.3759,46,0.42982,48,0.26199,36,-0.2015
ENSG00000163873,GRIK3,19,0.05456,41,1.32212,19,0.07782,8,-1.3167,4,-2.2033
ENSG00000163875,MEAF6,70,-0.9359,127,-0.0048,153,0.77338,89,-0.5575,71,-0.9106
ENSG00000163877,SNIP1,22,-0.0308,18,-0.2833,22,0.06750,20,-0.1762,26,0.26156
ENSG00000116922,C1orf109,9,-0.8733,8,-1.0555,20,1.03431,12,-0.3789,9,-0.8274
ENSG00000185090,MANEAL,8,-1.5819,28,0.36027,27,0.71108,19,-0.2893,10,-1.2229
ENSG00000197982,C1orf122,197,0.54617,98,-0.5753,138,-0.0821,183,0.42297,106,-0.4526
ENSG00000183431,SF3A3,42,-0.3011,50,-0.0142,53,0.17060,47,-0.1272,49,-0.0353
ENSG00000183520,UTP11,26,-0.2769,16,-0.9878,36,0.55045,37,0.25796,18,-0.8392
ENSG00000116954,RRAGC,61,0.24581,55,0.08449,52,-0.0382,41,-0.3907,56,0.10053
ENSG00000174574,AKIRIN1,65,-0.4756,80,-0.1497,99,0.46674,64,-0.4937,77,-0.2171
ENSG00000168653,NDUFS5,183,-1.6203,276,-1.0019,654,0.97340,539,0.04076,333,-0.7135
ENSG00000127603,MACF1,972,1.98351,226,-0.5407,172,-1.6366,322,0.01889,628,1.14430
ENSG00000090621,PABPC4,78,0.34480,87,0.52668,47,-0.8634,54,-0.2421,126,1.17521
ENSG00000116983,HPCAL4,154,-1.5772,488,0.20232,462,0.26796,377,-0.2093,514,0.28768
ENSG00000084072,PPIE,30,-0.2440,35,0.03530,36,0.12966,33,-0.0559,32,-0.0975
ENSG00000131236,CAP1,129,-0.1193,98,-0.5383,150,0.29106,138,-0.0073,124,-0.1805
ENSG00000131238,PPT1,58,-1.3600,67,-1.1430,169,0.81696,173,0.34130,86,-0.7556
ENSG00000117000,RLF,31,0.95252,13,-0.4496,17,-0.0749,9,-0.9841,18,0.11100
ENSG00000259943,AL050341.2,9,-1.0308,2,-2.9872,24,1.24755,18,-0.0381,10,-0.9003
ENSG00000084073,ZMPSTE24,43,0.00240,46,0.08469,39,-0.3281,65,0.67352,43,-0.0079
ENSG00000049089,COL9A2,112,3.08811,20,-0.1637,9,-2.2749,24,0.09500,18,-0.3291
ENSG00000084070,SMAP2,47,-1.4811,114,-0.1208,141,0.52937,78,-0.7182,150,0.31870
ENSG00000117016,RIMS3,34,-3.1274,415,0.68541,326,0.73786,184,-0.6244,148,-0.9550
ENSG00000066136,NFYC,24,-0.9071,80,1.01250,45,0.14827,20,-1.2065,40,-0.1569
ENSG00000127124,HIVEP3,11,-0.8933,32,0.72436,20,-0.0643,31,0.69812,9,-1.1890
ENSG00000198815,FOXJ3,42,-0.9025,81,0.12228,89,0.72689,60,-0.3482,32,-1.3105
ENSG00000177181,RIMKLA,4,-3.5239,59,0.35911,56,0.67463,50,0.07583,26,-0.9196
