Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to10,Feature log2 fold change topic 8to10
ENSG00000189339,SLC35E2B,14,-0.6484,16,-0.4643,20,-0.0555,23,0.18215,25,0.37130
ENSG00000008128,CDK11A,101,2.44977,13,-1.1594,14,-0.9597,17,-0.8115,24,-0.2030
ENSG00000215790,SLC35E2A,15,-0.8263,22,-0.2768,17,-0.6757,34,0.56911,27,0.11007
ENSG00000008130,NADK,17,-0.5167,21,-0.1815,5,-2.1886,31,0.58371,26,0.21649
ENSG00000078369,GNB1,158,-1.6053,466,0.06796,468,0.06755,562,0.48922,415,-0.1601
ENSG00000187730,GABRD,8,-3.9477,78,-0.6929,80,-0.6010,142,0.41744,167,0.79595
ENSG00000067606,PRKCZ,55,-1.5967,190,0.35953,78,-1.0812,188,0.39688,162,0.07539
ENSG00000162585,FAAP20,25,-0.3010,46,0.79518,19,-0.6876,40,0.59204,16,-1.1947
ENSG00000157933,SKI,41,0.11410,59,0.85694,28,-0.4698,37,-0.0451,27,-0.6610
ENSG00000157916,RER1,33,-0.5452,43,-0.1633,52,0.16649,49,0.11836,50,0.12410
ENSG00000157911,PEX10,13,-0.4836,18,-0.0617,17,-0.0943,27,0.83095,12,-0.7214
ENSG00000149527,PLCH2,4,-1.7907,14,-0.1093,4,-1.7547,21,0.74723,16,0.20371
ENSG00000197921,HES5,1,-3.7387,12,-0.7443,10,-0.9212,40,2.06684,10,-1.1255
ENSG00000157870,PRXL2B,15,-1.8681,49,-0.0932,29,-0.8984,61,0.36565,63,0.44590
ENSG00000177133,PRDM16-DT,6,-1.6760,18,-0.0955,16,-0.2711,39,1.91525,4,-2.4090
ENSG00000142611,PRDM16,11,-0.2796,9,-0.6018,12,-0.2083,19,0.82046,11,-0.3154
ENSG00000158109,TPRG1L,30,-2.0854,88,-0.4941,75,-0.6946,141,0.40355,155,0.62363
ENSG00000130764,LRRC47,32,-0.7744,39,-0.4917,28,-0.9455,60,0.29424,68,0.57110
ENSG00000116198,CEP104,94,1.57863,27,-0.5497,52,0.52353,22,-1.0091,36,-0.0576
ENSG00000198912,C1orf174,2,-2.4619,5,-1.4060,4,-1.6582,18,0.62141,21,1.00665
ENSG00000196581,AJAP1,28,-0.8378,40,-0.3023,38,-0.3573,48,-0.0130,63,0.60731
ENSG00000069424,KCNAB2,22,-3.1804,188,0.03439,91,-1.1037,232,0.49594,221,0.38091
ENSG00000116254,CHD5,85,-1.8376,292,0.04775,342,0.29606,263,-0.1553,348,0.43329
ENSG00000116251,RPL22,735,0.89747,448,0.08122,473,0.15901,467,0.18142,260,-0.9463
ENSG00000116237,ICMT,19,-1.0713,26,-0.6198,22,-0.8521,47,0.47566,48,0.50669
ENSG00000097021,ACOT7,23,-2.4409,65,-0.9585,41,-1.5705,134,0.32828,185,1.10732
ENSG00000215788,TNFRSF25,2,-3.2551,18,-0.4733,1,-3.8517,42,1.34677,25,0.04588
ENSG00000171680,PLEKHG5,0,-8.4059,22,-0.3220,31,0.27740,34,0.59276,28,0.14643
ENSG00000162408,NOL9,28,-0.0681,24,-0.3703,29,-0.0003,29,-0.0253,34,0.30269
ENSG00000162413,KLHL21,10,-1.4020,25,-0.0260,13,-1.0299,30,0.32547,31,0.40186
ENSG00000116273,PHF13,5,-1.5313,13,-0.2755,13,-0.2328,14,-0.1650,22,0.80920
ENSG00000007923,DNAJC11,15,-1.1923,33,0.00363,30,-0.1544,30,-0.2247,44,0.60200
ENSG00000171735,CAMTA1,187,-1.2540,407,-0.0605,685,0.80430,376,-0.2302,466,0.21393
ENSG00000049245,VAMP3,75,1.75390,31,0.25711,13,-1.1174,29,0.14771,11,-1.5624
ENSG00000049246,PER3,63,0.26089,41,-0.4533,84,0.73546,64,0.38499,38,-0.6617
ENSG00000116288,PARK7,107,-1.0933,170,-0.4243,210,-0.0557,308,0.78683,197,-0.1993
ENSG00000116285,ERRFI1,10,-1.4108,11,-1.4161,13,-1.0133,30,0.37985,39,1.01456
ENSG00000162426,SLC45A1,1,-3.8048,6,-1.8914,11,-0.8719,32,1.16234,25,0.52928
ENSG00000142599,RERE,193,0.48875,146,0.03484,137,-0.0740,143,-0.0002,127,-0.2435
ENSG00000074800,ENO1,168,-1.2619,280,-0.5302,317,-0.2868,609,1.11068,309,-0.4088
ENSG00000171612,SLC25A33,15,-1.1558,33,-0.0212,34,0.05877,54,1.13871,18,-1.1104
ENSG00000171603,CLSTN1,102,-2.5804,364,-0.7531,442,-0.3845,609,0.16087,847,0.93423
ENSG00000178585,CTNNBIP1,15,-1.0712,34,0.24143,24,-0.2924,28,-0.0726,34,0.32266
ENSG00000162441,LZIC,125,1.48493,41,-0.4279,67,0.38969,44,-0.3280,39,-0.5661
ENSG00000130939,UBE4B,37,0.01588,29,-0.3968,25,-0.6041,35,-0.0880,47,0.54034
ENSG00000054523,KIF1B,595,0.64955,350,-0.2401,552,0.52305,285,-0.6576,435,0.17160
ENSG00000142657,PGD,18,-0.9875,23,-0.6740,20,-0.7860,41,0.38902,45,0.58594
ENSG00000241563,CORT,2,-3.4615,27,0.24793,17,-0.4939,33,0.75313,21,-0.2229
ENSG00000160049,DFFA,78,0.71218,61,0.35166,51,0.00928,44,-0.2925,41,-0.4063
ENSG00000142655,PEX14,4,-2.1121,13,-0.5722,12,-0.7428,23,0.45235,25,0.63201
ENSG00000120948,TARDBP,96,0.16913,53,-0.8263,55,-0.6901,99,0.29214,103,0.37216
ENSG00000271895,AL109811.2,8,-0.8333,4,-1.7067,2,-2.7539,16,0.37365,22,1.20469
ENSG00000116649,SRM,20,-1.8066,59,-0.1692,30,-1.1669,104,1.09451,57,-0.2692
ENSG00000171824,EXOSC10,53,0.86852,9,-1.9388,24,-0.4209,30,-0.0861,42,0.67278
ENSG00000198793,MTOR,27,-0.4867,30,-0.3707,30,-0.3006,39,0.14443,44,0.39438
ENSG00000116661,FBXO2,70,-1.4318,147,-0.3241,110,-0.7352,291,1.18120,140,-0.4519
ENSG00000132879,FBXO44,8,-3.2668,62,-0.3729,37,-1.1167,102,0.63198,97,0.50965
ENSG00000177000,MTHFR,16,-0.3745,20,-0.0763,10,-1.0707,20,-0.0622,27,0.56580
ENSG00000011021,CLCN6,16,-2.1813,71,0.04474,37,-0.9639,71,0.03821,95,0.70681
ENSG00000116685,KIAA2013,20,-0.4875,26,-0.0862,21,-0.3877,30,0.20159,30,0.18469
ENSG00000083444,PLOD1,10,-0.2985,8,-0.6508,15,0.29928,16,0.52832,11,-0.1580
ENSG00000116688,MFN2,84,-0.4401,90,-0.3798,78,-0.5695,123,0.20477,135,0.41016
ENSG00000048707,VPS13D,55,-0.2494,62,-0.0614,65,0.03870,54,-0.3484,78,0.43580
ENSG00000162496,DHRS3,25,0.61227,19,0.15446,9,-0.9685,18,0.07815,15,-0.1986
ENSG00000116731,PRDM2,195,-0.2213,185,-0.3339,448,1.16549,137,-0.9280,272,0.41808
ENSG00000189337,KAZN,72,0.35581,41,-0.5925,54,-0.1014,60,0.08048,63,0.18501
ENSG00000142634,EFHD2,14,-2.4263,95,0.53031,49,-0.5698,33,-1.4063,120,1.25496
ENSG00000116138,DNAJC16,15,-1.3195,31,-0.2329,24,-0.6043,37,0.04692,49,0.67932
ENSG00000197312,DDI2,25,-0.6075,27,-0.5413,37,0.01891,38,0.06002,46,0.48811
ENSG00000116786,PLEKHM2,76,-0.6817,141,0.34718,117,0.00055,151,0.56449,80,-0.7243
ENSG00000065526,SPEN,565,2.04441,127,-0.5935,323,0.97900,68,-1.7392,150,-0.3613
ENSG00000116809,ZBTB17,18,-0.1096,25,0.46021,24,0.38882,20,0.07062,13,-0.6602
ENSG00000037637,FBXO42,18,-0.1105,14,-0.5950,11,-0.9043,19,-0.1097,28,0.78265
ENSG00000055070,SZRD1,49,1.03688,35,0.54048,14,-0.9466,29,0.22551,14,-1.1766
ENSG00000219481,NBPF1,37,1.57460,14,-0.1215,13,-0.2093,10,-0.6196,12,-0.2962
ENSG00000058453,CROCC,12,-0.2920,13,-0.2131,5,-1.4758,16,0.17551,18,0.48442
ENSG00000159363,ATP13A2,16,-2.4320,59,-0.5423,58,-0.4926,95,0.37403,108,0.65568
ENSG00000117118,SDHB,16,-1.9315,34,-0.8836,48,-0.2653,87,0.98240,59,0.06290
ENSG00000117115,PADI2,161,2.13580,60,0.38073,20,-1.3724,52,0.13799,10,-2.6306
ENSG00000179051,RCC2,10,-1.4502,13,-1.1574,19,-0.4474,34,0.55528,35,0.62773
ENSG00000074964,ARHGEF10L,21,0.40872,10,-0.7527,14,-0.1979,20,0.50330,15,-0.1686
ENSG00000117154,IGSF21,14,-2.6700,72,-0.2343,43,-0.9924,119,0.83351,88,0.14595
ENSG00000159423,ALDH4A1,25,0.44528,27,0.65281,15,-0.3651,28,0.87062,4,-2.5616
ENSG00000127481,UBR4,85,1.28307,32,-0.3897,70,0.92480,18,-1.3981,42,0.08731
ENSG00000127463,EMC1,25,-0.4759,33,-0.0203,30,-0.1766,33,-0.0403,38,0.29493
ENSG00000053372,MRTO4,19,-0.9374,28,-0.3537,28,-0.3166,39,0.22581,42,0.42833
ENSG00000053371,AKR7A2,33,0.37698,16,-0.8553,20,-0.4144,39,0.89631,20,-0.5061
ENSG00000077549,CAPZB,63,-1.2650,106,-0.5173,145,0.01407,182,0.51488,156,0.17739
ENSG00000173436,MICOS10,135,-0.8934,243,0.03021,254,0.09443,327,0.69783,179,-0.5697
ENSG00000158747,NBL1,44,-1.5121,114,-0.0653,61,-1.0188,150,0.50900,134,0.25792
ENSG00000169914,OTUD3,9,-1.2222,11,-1.0541,19,-0.1462,17,-0.3257,35,1.22834
ENSG00000162545,CAMK2N1,842,-0.9070,1790,0.31896,2128,0.56672,1858,0.45592,978,-0.8249
ENSG00000090432,MUL1,11,-0.2986,15,0.27941,5,-1.2461,10,-0.4195,17,0.61904
ENSG00000183114,FAM43B,8,-0.5183,21,1.06058,1,-3.0227,4,-1.8026,18,1.00494
ENSG00000158828,PINK1,128,-1.4892,300,-0.2080,225,-0.6394,411,0.42317,397,0.34504
ENSG00000244038,DDOST,4,-2.2169,13,-0.6644,13,-0.6186,31,1.13472,18,-0.0825
ENSG00000117245,KIF17,6,-1.7852,9,-1.3033,5,-1.9011,18,-0.2376,40,1.69585
ENSG00000189410,SH2D5,1,-4.1753,27,-0.2277,10,-1.6510,45,0.79805,37,0.37216
ENSG00000127483,HP1BP3,410,0.74167,198,-0.4798,415,0.76312,208,-0.4456,255,-0.0463
ENSG00000075151,EIF4G3,244,-0.0307,127,-1.1338,531,1.28221,129,-1.2183,359,0.82368
ENSG00000117298,ECE1,26,0.70288,21,0.46219,24,0.58749,12,-0.5359,12,-0.6082
ENSG00000076864,RAP1GAP,29,-2.0922,77,-0.7006,46,-1.4082,130,0.24557,179,1.01541
ENSG00000090686,USP48,145,1.17071,39,-1.0520,81,0.18865,51,-0.6548,88,0.42942
ENSG00000070831,CDC42,74,-1.2315,116,-0.6204,96,-0.8453,180,0.17488,238,0.81961
ENSG00000133216,EPHB2,13,-0.2291,13,-0.2202,21,0.52697,12,-0.4281,18,0.37439
ENSG00000004487,KDM1A,39,-0.2673,34,-0.5239,62,0.48844,35,-0.5508,62,0.67445
ENSG00000169641,LUZP1,66,-1.2379,103,-0.6285,308,1.23856,98,-0.7841,202,0.69022
ENSG00000125944,HNRNPR,204,0.76833,76,-0.8972,153,0.28263,115,-0.2135,143,0.22407
ENSG00000142676,RPL11,584,0.63056,454,0.24421,378,-0.0824,513,0.55856,189,-1.3627
ENSG00000011007,ELOA,42,0.35932,28,-0.3186,58,0.87372,22,-0.8177,39,0.28803
ENSG00000057757,PITHD1,39,-1.6477,86,-0.4898,61,-0.9673,124,0.17761,165,0.84159
ENSG00000011009,LYPLA2,1,-3.7170,20,-0.0287,16,-0.3967,19,-0.0862,29,0.81200
ENSG00000117308,GALE,2,-2.9168,11,-0.5489,5,-1.6966,20,0.55121,22,0.76069
ENSG00000117305,HMGCL,10,-0.5010,17,0.42781,14,0.03705,16,0.34741,10,-0.6006
ENSG00000189266,PNRC2,49,-0.3602,51,-0.3592,76,0.31780,69,0.21321,63,0.02513
ENSG00000188529,SRSF10,80,0.30242,56,-0.2884,86,0.40601,56,-0.3499,73,0.19807
ENSG00000001461,NIPAL3,282,1.68052,73,-0.6658,100,-0.1048,59,-1.1002,122,0.27189
ENSG00000133226,SRRM1,604,1.89534,135,-0.7247,338,0.81827,96,-1.4001,187,-0.1933
ENSG00000169504,CLIC4,113,2.67500,26,-0.0562,7,-2.0269,26,-0.1009,7,-2.3199
ENSG00000117614,SYF2,190,0.73930,112,-0.1352,237,1.12571,99,-0.4032,88,-0.6185
ENSG00000117616,RSRP1,73,-0.0611,39,-1.1170,48,-0.7104,78,0.04362,110,0.81829
ENSG00000183726,TMEM50A,50,-0.7700,55,-0.6947,74,-0.1717,110,0.63982,86,0.10074
ENSG00000204178,MACO1,68,0.28688,34,-0.8580,110,1.10210,33,-1.0173,74,0.58984
ENSG00000117643,MAN1C1,8,-2.2310,27,-0.4573,33,-0.1504,50,0.74685,37,0.09169
ENSG00000162430,SELENON,11,-1.1469,25,0.07744,5,-2.2308,32,0.61180,26,0.16549
ENSG00000117640,MTFR1L,34,-0.8025,43,-0.4764,30,-0.9808,77,0.68761,62,0.17527
ENSG00000117632,STMN1,526,-0.8347,628,-0.6212,653,-0.5024,845,-0.1229,1337,0.91193
ENSG00000158008,EXTL1,0,-7.9309,31,-0.3797,14,-1.5859,60,1.00818,44,0.26375
ENSG00000175087,PDIK1L,3,-2.0477,10,-0.6302,7,-1.1802,17,0.26889,22,0.91830
ENSG00000142684,ZNF593,9,-1.1788,16,-0.3635,16,-0.2745,25,0.57192,20,0.11660
ENSG00000142669,SH3BGRL3,77,-0.8141,130,-0.0057,73,-0.8922,160,0.43546,138,0.12033
ENSG00000158062,UBXN11,5,-1.5436,15,-0.0612,11,-0.5003,21,0.72444,14,-0.1215
ENSG00000117682,DHDDS,6,-1.4029,14,-0.1564,8,-0.9230,14,-0.1911,23,0.92226
ENSG00000198830,HMGN2,187,0.51950,125,-0.1437,105,-0.3998,179,0.60629,93,-0.7279
ENSG00000117713,ARID1A,112,0.79833,83,0.32342,67,-0.0396,57,-0.3679,58,-0.3401
ENSG00000204160,ZDHHC18,2,-2.8463,13,-0.4069,10,-0.7766,19,0.26455,24,0.78851
ENSG00000142751,GPN2,12,-0.6510,16,-0.2383,15,-0.2588,19,0.05788,22,0.42715
ENSG00000090273,NUDC,103,-0.9524,182,-0.0789,199,0.06590,250,0.59390,163,-0.3066
ENSG00000253368,TRNP1,3,-3.5135,33,-0.0974,26,-0.4437,35,0.02706,49,0.76549
ENSG00000090020,SLC9A1,2,-3.3791,20,-0.1058,10,-1.1746,25,0.32618,29,0.66442
ENSG00000142784,WDTC1,16,-0.7461,31,0.27459,30,0.20723,32,0.39392,20,-0.5067
ENSG00000186501,TMEM222,21,-1.0047,57,0.63915,14,-1.5668,49,0.38457,37,-0.1951
ENSG00000158195,WASF2,151,2.15842,46,0.04622,60,0.46817,25,-1.0735,24,-1.1608
ENSG00000126705,AHDC1,40,-0.3348,52,0.07715,43,-0.2561,41,-0.4051,64,0.52049
ENSG00000126709,IFI6,49,-0.9908,81,-0.2521,59,-0.7116,91,-0.0551,130,0.74478
ENSG00000009780,FAM76A,25,0.17017,22,0.00928,23,0.02512,15,-0.7130,28,0.51000
ENSG00000117758,STX12,53,-0.5822,72,-0.1262,48,-0.7281,79,0.05042,96,0.48112
ENSG00000117751,PPP1R8,17,-0.5418,18,-0.4538,14,-0.7787,29,0.41202,28,0.33416
ENSG00000117748,RPA2,5,-2.4445,19,-0.6450,10,-1.5550,42,0.98467,32,0.30916
ENSG00000158161,EYA3,5,-1.4131,11,-0.2341,10,-0.3007,13,0.06930,17,0.58759
ENSG00000126698,DNAJC8,279,0.47422,148,-0.5901,395,1.07042,174,-0.3562,197,-0.1127
ENSG00000130770,ATP5IF1,105,-1.5427,174,-0.8581,346,0.30228,387,0.66208,304,0.11800
ENSG00000204138,PHACTR4,122,2.17912,29,-0.3885,27,-0.4441,23,-0.8181,28,-0.4896
ENSG00000180098,TRNAU1AP,16,-0.0234,11,-0.6478,6,-1.3835,19,0.25682,21,0.54268
ENSG00000162419,GMEB1,14,0.06266,10,-0.4855,28,1.23808,9,-0.7417,15,0.21922
ENSG00000198492,YTHDF2,32,-1.2170,50,-0.6051,56,-0.3558,74,0.08992,99,0.75727
ENSG00000116329,OPRD1,2,-2.9901,13,-0.3468,10,-0.7031,18,0.22704,23,0.78034
ENSG00000159023,EPB41,14,-0.7335,12,-1.0512,42,1.02881,11,-1.3577,38,1.23185
ENSG00000116350,SRSF4,187,1.19955,74,-0.3820,105,0.22430,72,-0.4588,86,-0.1177
ENSG00000116353,MECR,9,-1.3821,10,-1.3322,12,-0.9553,37,1.03261,27,0.31304
ENSG00000060656,PTPRU,1,-3.5397,18,0.59260,3,-2.1524,4,-1.7795,26,1.69633
ENSG00000162512,SDC3,148,0.80518,90,-0.0128,74,-0.3245,106,0.32573,63,-0.7073
ENSG00000134644,PUM1,149,-0.2226,168,-0.0374,163,-0.0736,141,-0.3814,214,0.48004
ENSG00000121766,ZCCHC17,146,0.25923,102,-0.3382,138,0.17251,110,-0.2468,141,0.27122
ENSG00000121769,FABP3,9,-1.9826,16,-1.2209,23,-0.5800,29,-0.2619,61,1.47291
ENSG00000162517,PEF1,16,-2.0078,35,-0.9195,37,-0.7774,79,0.56605,83,0.68125
ENSG00000084636,COL16A1,49,1.25463,9,-1.5277,9,-1.4064,26,0.27095,25,0.19786
ENSG00000121753,ADGRB2,37,-2.2730,137,-0.3225,100,-0.7746,236,0.80605,177,0.14541
ENSG00000184007,PTP4A2,1434,2.95929,270,-0.2393,198,-0.6981,146,-1.3680,160,-1.2222
ENSG00000121774,KHDRBS1,103,-0.4200,103,-0.4574,150,0.18005,141,0.09987,153,0.28318
ENSG00000121775,TMEM39B,10,-0.6050,10,-0.6734,3,-2.3397,25,1.28631,13,-0.2578
ENSG00000025800,KPNA6,64,-0.4994,64,-0.5408,125,0.58503,76,-0.2839,110,0.49941
ENSG00000084652,TXLNA,34,0.47793,24,-0.1302,20,-0.3578,26,0.00746,25,-0.0056
ENSG00000160050,CCDC28B,10,-1.0517,12,-0.7362,13,-0.6217,38,1.66405,11,-1.0111
ENSG00000084623,EIF3I,35,-1.1464,53,-0.5664,77,0.06409,77,0.08758,96,0.58190
ENSG00000175130,MARCKSL1,377,2.05432,112,-0.1110,110,-0.1298,115,-0.0610,44,-1.7517
ENSG00000160058,BSDC1,59,0.29276,54,0.14214,38,-0.4320,43,-0.2613,54,0.16462
ENSG00000160062,ZBTB8A,26,0.52856,21,0.15604,28,0.61205,13,-0.6972,18,-0.0710
ENSG00000176261,ZBTB8OS,16,-1.0253,30,-0.0833,18,-0.8116,42,0.64462,31,-0.0234
ENSG00000162521,RBBP4,127,0.37957,76,-0.4731,111,0.16306,99,-0.0174,105,0.08816
ENSG00000162522,KIAA1522,5,-2.0449,25,0.39854,16,-0.3244,27,0.58539,17,-0.3392
ENSG00000134684,YARS,10,-2.7761,49,-0.5180,58,-0.1893,69,0.10437,95,0.82287
ENSG00000160097,FNDC5,1,-4.2646,20,-0.4836,53,1.15396,28,0.08317,30,0.21434
ENSG00000121905,HPCA,8,-4.0756,100,-0.5386,103,-0.4545,183,0.63947,170,0.46249
ENSG00000121900,TMEM54,16,-0.7639,31,0.28523,27,0.00867,36,0.69267,17,-0.8202
ENSG00000004455,AK2,38,0.60554,22,-0.3368,16,-0.7562,29,0.20608,26,-0.0164
ENSG00000142920,AZIN2,6,-1.6442,15,-0.4312,4,-2.2652,21,0.21835,29,0.95599
ENSG00000160094,ZNF362,17,-0.3325,25,0.30457,31,0.58670,20,-0.1582,19,-0.2678
ENSG00000134686,PHC2,24,-0.7145,38,0.00050,16,-1.3419,39,0.01933,50,0.58744
ENSG00000121904,CSMD2,18,0.49086,6,-1.1682,7,-0.9506,7,-1.0866,25,1.46859
ENSG00000163866,SMIM12,16,-1.4304,25,-0.8321,29,-0.5174,55,0.67680,48,0.38400
ENSG00000116544,DLGAP3,1,-5.5395,65,0.55237,44,-0.1571,74,0.95815,30,-0.9227
ENSG00000163867,ZMYM6,19,-0.2785,11,-1.2010,29,0.41611,24,0.16548,28,0.41897
ENSG00000116560,SFPQ,701,1.71648,144,-1.0096,270,0.05012,180,-0.7212,273,0.08535
ENSG00000146463,ZMYM4,94,0.57626,68,0.05778,116,0.93394,37,-1.0739,68,0.04876
ENSG00000142687,KIAA0319L,44,-0.5590,51,-0.3583,57,-0.1489,62,-0.0222,79,0.50897
ENSG00000020129,NCDN,42,-3.2762,206,-1.0206,125,-1.6850,581,1.01706,477,0.52269
ENSG00000126067,PSMB2,50,-0.6705,57,-0.5222,48,-0.7255,75,-0.0359,110,0.80828
ENSG00000142686,C1orf216,14,-2.3698,61,-0.1993,29,-1.2979,73,0.16083,98,0.83341
ENSG00000134698,AGO4,22,0.46549,10,-0.7934,17,-0.0066,16,-0.0629,20,0.33196
ENSG00000092847,AGO1,74,0.98354,31,-0.4622,29,-0.5336,40,-0.0664,42,0.03136
ENSG00000126070,AGO3,129,1.42855,34,-0.8590,73,0.44558,41,-0.6122,55,-0.0120
ENSG00000054116,TRAPPC3,8,-2.3331,16,-1.4659,32,-0.3658,63,1.03065,47,0.32447
ENSG00000116871,MAP7D1,188,0.36531,133,-0.2156,118,-0.3714,159,0.12009,150,0.00533
ENSG00000054118,THRAP3,236,0.80730,99,-0.6447,238,0.82724,85,-0.9885,172,0.37383
ENSG00000196182,STK40,8,-1.0913,18,0.25527,8,-1.0463,18,0.27965,17,0.18342
ENSG00000181817,LSM10,10,-1.5876,16,-0.9946,21,-0.4575,43,0.96386,31,0.15276
ENSG00000116885,OSCP1,1,-3.7610,9,-0.7801,2,-2.7819,18,0.44617,24,1.10834
ENSG00000116898,MRPS15,18,-1.3382,29,-0.7399,35,-0.3781,62,0.73835,49,0.21404
ENSG00000163873,GRIK3,13,-0.2596,21,0.49874,4,-1.8290,4,-2.0949,29,1.41044
ENSG00000163875,MEAF6,28,-1.9790,80,-0.4573,102,-0.0290,120,0.30866,130,0.47683
ENSG00000163877,SNIP1,9,-0.9607,19,0.24223,14,-0.2079,11,-0.6499,23,0.72994
ENSG00000134697,GNL2,38,0.77552,8,-1.6468,27,0.24699,23,-0.0664,28,0.38822
ENSG00000116922,C1orf109,6,-1.5845,12,-0.7630,17,-0.1036,22,0.41101,23,0.51101
ENSG00000183317,EPHA10,1,-3.2367,10,-0.4380,11,-0.2708,18,0.67216,15,0.28115
ENSG00000185090,MANEAL,1,-3.7372,7,-1.1548,5,-1.3963,14,0.02888,25,1.48900
ENSG00000197982,C1orf122,138,0.17273,121,-0.0474,95,-0.4187,186,0.93236,69,-1.0934
ENSG00000188786,MTF1,28,0.79216,15,-0.1848,18,0.10596,13,-0.5727,19,0.18668
ENSG00000183431,SF3A3,27,-0.6583,33,-0.3546,36,-0.1998,41,-0.0223,53,0.55107
ENSG00000183520,UTP11,36,0.06960,19,-1.0017,75,1.28758,31,-0.2667,36,0.05826
ENSG00000185668,POU3F1,0,-7.7567,9,-0.9665,15,-0.1651,22,0.65782,22,0.59223
ENSG00000116954,RRAGC,46,0.23975,23,-0.8646,33,-0.2790,32,-0.3906,57,0.83368
ENSG00000174574,AKIRIN1,54,-0.4373,55,-0.4452,63,-0.1919,76,0.11755,87,0.41111
ENSG00000168653,NDUFS5,153,-1.6270,338,-0.4723,473,0.10655,650,0.87740,391,-0.2475
ENSG00000127603,MACF1,1269,2.08395,222,-0.9830,625,0.75300,249,-0.8802,291,-0.5958
ENSG00000090621,PABPC4,95,0.61484,67,0.03907,111,0.87623,52,-0.4349,52,-0.4397
ENSG00000116983,HPCAL4,132,-0.9955,314,0.41806,242,-0.0545,246,-0.0373,255,0.03819
ENSG00000084072,PPIE,14,-0.7444,17,-0.4373,17,-0.4023,29,0.60552,23,0.06605
ENSG00000168389,MFSD2A,20,0.37400,23,0.73350,14,-0.2013,17,0.20771,8,-1.1558
ENSG00000131236,CAP1,102,-0.2840,86,-0.5953,148,0.31123,145,0.37203,120,-0.0243
ENSG00000131238,PPT1,50,-1.3028,75,-0.7394,93,-0.3586,142,0.42699,148,0.52447
ENSG00000117000,RLF,57,0.86500,12,-1.6930,63,1.02428,19,-1.0517,46,0.66304
ENSG00000084073,ZMPSTE24,35,-0.0174,35,-0.0477,25,-0.5397,39,0.17051,37,0.06753
ENSG00000084070,SMAP2,83,-0.8349,105,-0.5155,174,0.33834,109,-0.5178,207,0.86844
ENSG00000117016,RIMS3,14,-3.9100,216,0.21721,127,-0.6509,268,0.74184,182,-0.1123
ENSG00000066136,NFYC,7,-2.2658,24,-0.4487,13,-1.2822,42,0.62414,40,0.52302
