Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8
ENSG00000116198,CEP104,43,1.08794,10,-1.1777,18,-0.3759,22,-0.0585,11,-1.0640,26,0.29443
ENSG00000198912,C1orf174,10,-0.7087,12,-0.4516,18,0.15134,13,-0.3779,17,0.08244,20,0.49215
ENSG00000196581,AJAP1,31,-0.2833,24,-0.7201,77,1.26728,31,-0.2744,40,0.12538,31,-0.3583
ENSG00000131697,NPHP4,6,-0.6660,5,-0.9360,13,0.61081,4,-1.3501,13,0.57576,11,0.39035
ENSG00000069424,KCNAB2,156,-0.2210,118,-0.6629,205,0.23320,118,-0.6569,190,0.10661,213,0.43517
ENSG00000116254,CHD5,166,0.14348,110,-0.5236,186,0.33447,108,-0.5544,148,-0.0484,167,0.21578
ENSG00000116251,RPL22,636,0.29856,853,0.81031,562,0.09093,502,-0.0973,387,-0.5133,439,-0.4215
ENSG00000158286,RNF207,6,-0.6924,1,-2.7297,10,0.26637,5,-0.8059,18,1.15625,10,0.35398
ENSG00000116237,ICMT,34,-0.5420,30,-0.7263,49,0.04061,52,0.13193,61,0.39283,52,0.21046
ENSG00000158292,GPR153,10,0.40696,7,-0.1407,8,0.11511,10,0.44757,11,0.65754,5,-0.8860
ENSG00000097021,ACOT7,155,-0.9544,157,-0.9307,173,-0.7803,269,-0.0813,433,0.72810,358,0.58981
ENSG00000215788,TNFRSF25,49,0.67129,14,-1.3002,57,0.96069,21,-0.7177,29,-0.1749,31,-0.1558
ENSG00000171680,PLEKHG5,33,-0.0316,24,-0.5185,70,1.29965,25,-0.4942,40,0.29185,25,-0.5858
ENSG00000162408,NOL9,41,0.54403,23,-0.4186,33,0.17040,21,-0.5429,31,0.05874,29,-0.0077
ENSG00000204859,ZBTB48,15,0.44098,7,-0.8337,16,0.53270,9,-0.3720,10,-0.1741,12,0.03252
ENSG00000162413,KLHL21,36,0.16565,28,-0.2253,33,0.00313,19,-0.8547,36,0.16042,36,0.25277
ENSG00000116273,PHF13,23,0.56155,7,-1.2289,24,0.69132,23,0.60087,13,-0.2961,13,-0.4944
ENSG00000041988,THAP3,25,0.34452,13,-0.6771,26,0.39413,17,-0.2373,20,-0.0553,20,0.01494
ENSG00000007923,DNAJC11,35,0.30316,26,-0.1861,27,-0.1604,24,-0.2994,29,-0.0372,31,0.14630
ENSG00000171735,CAMTA1,318,0.06727,331,0.13406,314,0.04368,249,-0.3351,313,0.03684,307,0.00855
ENSG00000049245,VAMP3,61,1.66620,21,-0.1907,26,0.09721,12,-1.0934,7,-1.7780,22,-0.2102
ENSG00000049246,PER3,77,1.17135,46,0.27024,56,0.60170,20,-1.0759,20,-1.0479,32,-0.4624
ENSG00000116288,PARK7,322,-0.5401,626,0.55852,363,-0.3493,522,0.24686,433,-0.0632,445,-0.0267
ENSG00000116285,ERRFI1,29,-0.1210,22,-0.5427,17,-0.9613,31,0.00572,34,0.18488,38,0.51198
ENSG00000162426,SLC45A1,21,-0.6213,20,-0.6877,23,-0.4705,28,-0.1620,39,0.40215,38,0.55245
ENSG00000142599,RERE,151,0.47651,108,-0.0832,136,0.28968,84,-0.4852,96,-0.2773,112,-0.0392
ENSG00000074800,ENO1,663,0.40843,547,0.08555,475,-0.1466,408,-0.3937,466,-0.1771,533,0.05779
ENSG00000171612,SLC25A33,75,1.21960,78,1.29289,29,-0.4124,36,-0.0457,24,-0.7040,19,-1.3366
ENSG00000188807,TMEM201,12,-0.0308,11,-0.1034,9,-0.4484,7,-0.6962,8,-0.6655,16,0.74586
ENSG00000171608,PIK3CD,14,0.10016,7,-0.9232,5,-1.5040,4,-1.8692,12,-0.2274,22,1.33889
ENSG00000171603,CLSTN1,744,-0.3532,444,-1.1597,932,0.01276,752,-0.3358,1192,0.42742,1111,0.45044
ENSG00000178585,CTNNBIP1,37,-0.0438,47,0.35990,15,-1.4471,17,-1.2141,34,-0.1993,52,0.76531
ENSG00000162441,LZIC,75,0.56444,76,0.58631,46,-0.2457,51,-0.0773,33,-0.7650,49,-0.1900
ENSG00000173614,NMNAT1,7,-0.1241,5,-0.4507,7,-0.1482,5,-0.5104,11,0.58519,8,0.19786
ENSG00000130939,UBE4B,41,0.01397,14,-1.5909,36,-0.2126,37,-0.1671,47,0.22570,50,0.52251
ENSG00000054523,KIF1B,369,0.00227,307,-0.2992,284,-0.4238,280,-0.4440,326,-0.2044,462,0.55918
ENSG00000284642,AL139424.2,10,-0.7834,12,-0.3956,6,-1.5248,7,-1.1907,20,0.38835,24,1.09475
ENSG00000142657,PGD,51,0.03457,48,-0.0805,41,-0.3276,42,-0.2972,50,-0.0030,57,0.28440
ENSG00000175279,CENPS,14,0.06394,17,0.32172,13,-0.0710,18,0.45472,12,-0.2589,12,-0.2946
ENSG00000241563,CORT,45,-0.1949,58,0.21746,44,-0.2142,52,0.03696,36,-0.5399,57,0.26935
ENSG00000160049,DFFA,53,0.60087,37,0.01862,38,0.04333,39,0.09160,44,0.27619,28,-0.5717
ENSG00000142655,PEX14,15,-0.5543,16,-0.3655,25,0.30118,25,0.33787,16,-0.4166,23,0.22517
ENSG00000120948,TARDBP,101,0.21073,78,-0.2046,84,-0.0892,90,0.02614,97,0.14751,87,-0.0567
ENSG00000271895,AL109811.2,16,-0.2915,19,-0.0774,32,0.83577,15,-0.4078,22,0.16328,18,-0.2332
ENSG00000116649,SRM,72,0.50204,57,0.10611,70,0.45313,43,-0.3619,37,-0.6017,50,-0.1637
ENSG00000171824,EXOSC10,45,0.36293,26,-0.5511,42,0.24017,32,-0.1842,38,0.07349,36,-0.0357
ENSG00000198793,MTOR,36,-0.6422,38,-0.5565,59,0.15284,58,0.13558,65,0.32311,58,0.17176
ENSG00000120942,UBIAD1,18,0.81224,10,-0.1526,8,-0.6037,9,-0.3138,8,-0.5155,12,0.18630
ENSG00000116661,FBXO2,315,0.91279,199,0.11761,172,-0.1235,194,0.07461,145,-0.4024,153,-0.4199
ENSG00000132879,FBXO44,89,-0.1299,55,-0.8836,117,0.31576,59,-0.7796,101,0.06736,117,0.47466
ENSG00000116663,FBXO6,11,-0.0605,9,-0.3340,7,-0.6517,7,-0.7716,14,0.31570,14,0.54159
ENSG00000116670,MAD2L2,22,0.90368,14,0.07461,16,0.32799,10,-0.3851,9,-0.5044,11,-0.3758
ENSG00000177000,MTHFR,30,1.10166,11,-0.4684,20,0.45218,8,-0.9868,11,-0.5857,15,-0.1299
ENSG00000011021,CLCN6,58,-0.4370,61,-0.3418,49,-0.6996,63,-0.2998,101,0.48815,91,0.45617
ENSG00000175206,NPPA,5,-0.8412,6,-0.5753,40,3.26036,4,-1.1761,4,-1.1895,3,-1.8533
ENSG00000116685,KIAA2013,35,0.54130,22,-0.2485,31,0.32122,16,-0.7020,20,-0.3393,26,0.07282
ENSG00000083444,PLOD1,35,0.90435,11,-0.9553,19,-0.1440,21,0.02386,18,-0.1876,20,-0.0454
ENSG00000116688,MFN2,114,-0.3087,118,-0.2469,131,-0.0769,127,-0.1323,115,-0.2857,165,0.44549
ENSG00000116691,MIIP,21,1.17853,7,-0.7159,7,-0.5382,5,-1.2055,6,-0.9601,13,0.50186
ENSG00000048707,VPS13D,60,-0.2807,56,-0.3942,52,-0.5214,53,-0.4895,81,0.21792,90,0.57171
ENSG00000162496,DHRS3,30,1.39794,24,0.98358,10,-0.3990,10,-0.4814,13,-0.0040,7,-1.3458
ENSG00000116731,PRDM2,133,-0.0276,109,-0.3419,172,0.41228,105,-0.4107,157,0.25413,134,-0.0096
ENSG00000189337,KAZN,61,-0.1895,69,0.00896,41,-0.8109,74,0.13440,66,-0.0675,79,0.34313
ENSG00000142634,EFHD2,55,-0.5691,27,-1.6736,6,-3.8813,9,-3.1701,53,-0.6299,160,2.39655
ENSG00000132906,CASP9,12,-0.0115,8,-0.5777,11,-0.0258,16,0.47268,12,0.06187,11,-0.0292
ENSG00000116138,DNAJC16,28,-0.4032,32,-0.1833,41,0.22587,33,-0.1357,45,0.38479,36,0.00203
ENSG00000197312,DDI2,22,-0.3313,12,-1.2271,21,-0.3991,21,-0.4424,39,0.60048,34,0.56139
ENSG00000116786,PLEKHM2,89,0.05573,107,0.37453,76,-0.2027,81,-0.0890,51,-0.8390,94,0.22182
ENSG00000065526,SPEN,135,1.37406,30,-1.1709,70,0.19845,45,-0.5207,58,-0.1070,53,-0.3398
ENSG00000116809,ZBTB17,28,0.49229,16,-0.4352,21,0.01212,16,-0.4373,17,-0.3007,23,0.22283
ENSG00000185519,FAM131C,5,-0.8287,6,-0.5513,6,-0.6042,5,-0.8388,7,-0.4929,14,1.23058
ENSG00000037637,FBXO42,18,-0.4343,16,-0.6505,14,-0.7957,15,-0.6768,30,0.39129,32,0.76646
ENSG00000055070,SZRD1,41,1.05961,24,0.13001,27,0.30669,13,-0.8096,12,-0.9433,20,-0.2155
ENSG00000157191,NECAP2,23,1.26051,13,0.27545,6,-1.0188,7,-0.6337,9,-0.3783,10,-0.1662
ENSG00000219481,NBPF1,24,0.96087,13,-0.1136,9,-0.6018,12,-0.1561,9,-0.6866,14,0.05887
ENSG00000058453,CROCC,18,0.85683,9,-0.3423,11,-0.0163,6,-0.8247,4,-1.3987,13,0.40888
ENSG00000238142,BX284668.5,9,0.42939,6,-0.2389,10,0.56511,6,-0.2332,8,0.12679,6,-0.3978
ENSG00000159363,ATP13A2,77,-0.4207,66,-0.6664,67,-0.6527,96,-0.0760,105,0.07689,130,0.66424
ENSG00000117118,SDHB,50,-1.2491,138,0.37279,81,-0.4927,151,0.53306,153,0.55726,103,-0.1559
ENSG00000117115,PADI2,114,2.33780,27,-0.3204,9,-1.9899,15,-1.1977,13,-1.4843,30,-0.2452
ENSG00000179051,RCC2,19,-0.5470,28,0.05892,21,-0.3934,28,0.08350,41,0.73315,26,-0.0934
ENSG00000074964,ARHGEF10L,31,0.93973,18,-0.0138,8,-1.1568,17,-0.0841,9,-1.0195,20,0.24851
ENSG00000117154,IGSF21,70,-0.1693,52,-0.6276,86,0.16519,48,-0.7609,103,0.47512,87,0.27814
ENSG00000159423,ALDH4A1,24,0.53700,26,0.69907,9,-0.9583,10,-0.7800,9,-0.9737,20,0.31238
ENSG00000169991,IFFO2,15,0.65953,4,-1.2182,8,-0.2760,17,0.95714,12,0.28266,7,-0.5735
ENSG00000127481,UBR4,24,0.94401,10,-0.4746,13,-0.0385,16,0.20757,7,-1.1251,13,-0.0555
ENSG00000127463,EMC1,36,0.01105,36,0.02446,33,-0.1238,28,-0.3744,49,0.53709,34,-0.0904
ENSG00000053372,MRTO4,32,-0.3972,35,-0.2432,42,0.04955,35,-0.2424,44,0.11727,46,0.29337
ENSG00000053371,AKR7A2,48,0.76116,36,0.27282,31,0.02730,22,-0.5127,21,-0.6270,29,-0.1237
ENSG00000040487,SLC66A1,14,0.59952,7,-0.6191,10,-0.0376,5,-1.0941,8,-0.3226,12,0.44485
ENSG00000077549,CAPZB,163,0.16971,126,-0.2538,166,0.19857,149,0.02314,145,-0.0233,143,-0.0699
ENSG00000173436,MICOS10,243,-0.7840,575,0.63338,247,-0.7529,491,0.35961,348,-0.2102,421,0.14619
ENSG00000158747,NBL1,203,0.38420,138,-0.2552,127,-0.3904,95,-0.8361,174,0.12424,184,0.32366
ENSG00000169914,OTUD3,19,-0.3448,9,-1.4893,21,-0.2373,17,-0.5630,34,0.59597,31,0.60198
ENSG00000162543,UBXN10,7,-0.0918,10,0.37868,8,0.09817,16,1.26191,4,-1.0559,5,-0.6756
ENSG00000162545,CAMK2N1,2217,0.48509,2155,0.43668,3914,1.54490,1476,-0.1944,1092,-0.6754,816,-1.4114
ENSG00000090432,MUL1,24,-0.0591,20,-0.3562,18,-0.4859,23,-0.1238,15,-0.7864,33,0.70269
ENSG00000183114,FAM43B,13,-0.2925,13,-0.2877,4,-2.0988,3,-2.4034,10,-0.7571,28,1.65728
ENSG00000158828,PINK1,347,-0.6254,482,-0.1008,311,-0.7969,598,0.25562,512,-0.0008,617,0.45376
ENSG00000244038,DDOST,29,0.29026,20,-0.3135,23,-0.0629,24,-0.0226,22,-0.1780,25,0.10659
ENSG00000117245,KIF17,17,-0.6165,10,-1.3352,8,-1.6934,10,-1.4142,27,0.13528,42,1.51955
ENSG00000189410,SH2D5,36,-0.3594,30,-0.6320,55,0.33999,42,-0.1180,72,0.80883,41,-0.1829
ENSG00000127483,HP1BP3,332,0.61655,178,-0.4209,261,0.20211,192,-0.2955,196,-0.2639,229,-0.0173
ENSG00000075151,EIF4G3,161,-0.5226,157,-0.5606,219,-0.0238,281,0.39370,314,0.58371,215,-0.0701
ENSG00000117298,ECE1,50,1.89070,15,-0.2082,15,-0.2195,9,-1.0282,10,-0.8389,14,-0.5201
ENSG00000162551,ALPL,19,1.19878,4,-1.2769,4,-1.0912,1,-3.2744,3,-1.6498,15,1.18166
ENSG00000076864,RAP1GAP,122,-0.7154,83,-1.3017,120,-0.7332,79,-1.3796,201,0.09479,305,1.33180
ENSG00000090686,USP48,80,0.28758,52,-0.4003,76,0.21182,63,-0.1048,83,0.35173,61,-0.2171
ENSG00000218510,LINC00339,5,-1.4003,10,-0.3434,11,-0.3032,14,0.17926,15,0.23825,16,0.50710
ENSG00000070831,CDC42,183,-0.4873,240,-0.0552,172,-0.5887,258,0.06907,361,0.63915,256,0.07688
ENSG00000184677,ZBTB40,8,-0.1433,7,-0.3137,14,0.71133,8,-0.2103,5,-0.9125,10,0.22601
ENSG00000133216,EPHB2,21,0.73870,3,-2.0052,17,0.34216,9,-0.6673,16,0.20075,15,0.12946
ENSG00000004487,KDM1A,47,-0.1156,31,-0.7764,67,0.46053,47,-0.1275,61,0.30575,51,0.00934
ENSG00000169641,LUZP1,91,-0.4702,67,-0.9442,75,-0.7659,152,0.36688,122,0.00409,156,0.61589
ENSG00000125944,HNRNPR,147,0.18943,99,-0.4560,172,0.45783,142,0.13358,134,0.04125,118,-0.2333
ENSG00000125945,ZNF436,14,-0.2599,5,-1.7838,23,0.58169,8,-1.0956,18,0.14780,21,0.61070
ENSG00000249087,ZNF436-AS1,11,-0.3378,19,0.48082,22,0.71108,9,-0.7436,11,-0.4264,14,-0.0433
ENSG00000204219,TCEA3,10,0.29803,16,1.06728,3,-1.6390,9,0.18726,4,-1.2099,8,0.02025
ENSG00000088280,ASAP3,10,0.17473,8,-0.2735,4,-1.2692,4,-1.3734,9,-0.1152,13,0.91446
ENSG00000117318,ID3,125,3.60961,18,-0.4318,13,-0.9696,7,-1.8536,6,-2.0647,8,-2.0098
ENSG00000142676,RPL11,610,0.41031,749,0.77000,549,0.22919,422,-0.2051,350,-0.5046,381,-0.4896
ENSG00000011007,ELOA,23,0.08150,27,0.31156,25,0.19434,20,-0.1839,22,-0.0457,20,-0.1922
ENSG00000057757,PITHD1,115,-0.8545,197,0.00452,164,-0.2913,193,-0.0277,255,0.43925,215,0.22214
ENSG00000011009,LYPLA2,26,-0.0931,22,-0.3558,21,-0.4894,26,-0.1046,17,-0.7766,37,0.70735
ENSG00000117308,GALE,15,-0.6380,11,-1.2003,22,-0.0602,16,-0.6129,25,0.09713,32,0.84615
ENSG00000117305,HMGCL,21,0.08527,25,0.37152,10,-1.0771,17,-0.2498,13,-0.6265,24,0.48843
ENSG00000179163,FUCA1,9,-0.7609,7,-1.2221,12,-0.3446,15,-0.0424,28,1.03353,17,0.24370
ENSG00000189266,PNRC2,77,0.22816,68,0.03651,105,0.76164,57,-0.2657,74,0.16628,52,-0.5582
ENSG00000188529,SRSF10,84,0.27496,61,-0.2536,62,-0.2299,68,-0.0686,78,0.15185,72,0.03178
ENSG00000001460,STPG1,10,0.19610,6,-0.5432,14,0.70455,6,-0.5293,7,-0.5071,10,0.15103
ENSG00000001461,NIPAL3,111,0.27408,68,-0.5192,53,-0.9133,70,-0.4745,80,-0.2655,123,0.69143
ENSG00000133226,SRRM1,204,1.22831,61,-0.8147,122,0.31020,99,-0.0497,72,-0.5587,85,-0.3907
ENSG00000169504,CLIC4,139,2.85783,22,-0.6477,8,-2.1176,7,-2.3534,7,-2.3523,29,-0.3411
ENSG00000117614,SYF2,137,0.51796,111,0.16431,129,0.41788,97,-0.0625,75,-0.4590,85,-0.3675
ENSG00000117616,RSRP1,89,0.30955,34,-1.2012,114,0.72426,46,-0.7688,90,0.32238,74,-0.0232
ENSG00000183726,TMEM50A,96,0.04415,85,-0.1539,139,0.68032,100,0.11894,87,-0.1127,80,-0.3468
ENSG00000204178,MACO1,53,0.35008,26,-0.7703,57,0.48466,31,-0.5160,42,-0.0320,44,0.08354
ENSG00000117643,MAN1C1,38,-0.4014,31,-0.6826,99,1.25618,69,0.58772,59,0.31883,31,-0.9397
ENSG00000162430,SELENON,60,1.25779,24,-0.3083,30,0.01883,17,-0.8267,27,-0.1586,26,-0.3010
ENSG00000117640,MTFR1L,69,0.14856,59,-0.1134,71,0.18384,50,-0.3950,90,0.59658,56,-0.2756
ENSG00000117632,STMN1,784,-1.3450,1576,-0.2548,1134,-0.7768,2119,0.23350,2259,0.34160,2288,0.53929
ENSG00000158008,EXTL1,44,-0.0767,40,-0.2170,43,-0.1021,24,-1.0394,35,-0.4232,61,0.69381
ENSG00000175087,PDIK1L,8,-0.9436,13,-0.2989,19,0.36584,14,-0.0909,25,0.85416,14,-0.1697
ENSG00000142684,ZNF593,21,-0.5642,41,0.55229,23,-0.4005,35,0.27486,29,-0.0545,29,-0.0138
ENSG00000142669,SH3BGRL3,174,0.27870,147,-0.0045,105,-0.5351,113,-0.4250,128,-0.2218,170,0.34562
ENSG00000158062,UBXN11,24,0.59459,22,0.47468,21,0.36783,12,-0.5013,11,-0.6757,15,-0.3010
ENSG00000117682,DHDDS,21,-0.2132,17,-0.4724,19,-0.3497,30,0.40789,26,0.18499,25,0.13449
ENSG00000198830,HMGN2,276,1.19790,199,0.59519,190,0.51491,107,-0.4322,63,-1.2499,94,-0.8193
ENSG00000117713,ARID1A,87,0.96324,52,0.08967,59,0.29261,39,-0.3711,41,-0.3124,39,-0.4948
ENSG00000060642,PIGV,14,0.27843,13,0.07409,8,-0.5660,13,0.13997,18,0.61721,10,-0.3648
ENSG00000204160,ZDHHC18,16,-0.2772,12,-0.7319,19,0.00922,16,-0.2425,22,0.26460,22,0.36224
ENSG00000142751,GPN2,23,0.28859,13,-0.6454,24,0.38680,20,0.05372,19,0.02084,18,-0.1267
ENSG00000198746,GPATCH3,7,-0.2912,5,-0.9297,6,-0.4714,6,-0.4659,14,0.82120,10,0.37158
ENSG00000090273,NUDC,179,-0.1725,250,0.37763,208,0.06601,257,0.42585,153,-0.4253,183,-0.1961
ENSG00000253368,TRNP1,41,-0.5990,58,-0.0593,39,-0.6984,79,0.46891,65,0.13774,66,0.22040
ENSG00000090020,SLC9A1,11,-1.1255,11,-1.0349,9,-1.4417,16,-0.5241,35,0.76143,32,0.95723
ENSG00000142784,WDTC1,34,0.54936,19,-0.4338,19,-0.3707,18,-0.5096,16,-0.7095,30,0.50813
ENSG00000186501,TMEM222,68,0.51329,32,-0.7046,37,-0.5042,28,-0.9102,47,-0.0904,63,0.56128
ENSG00000158195,WASF2,95,2.49425,19,-0.4948,15,-0.9186,14,-0.9759,9,-1.5727,19,-0.6385
ENSG00000126705,AHDC1,37,0.46509,14,-1.0651,34,0.31245,18,-0.7100,34,0.33089,29,0.07987
ENSG00000126709,IFI6,124,0.52596,80,-0.2073,40,-1.2675,101,0.17454,111,0.33519,90,-0.0201
ENSG00000009780,FAM76A,29,0.53088,16,-0.4534,36,0.91372,14,-0.6208,21,0.00270,17,-0.4027
ENSG00000117758,STX12,100,-0.3141,108,-0.1980,102,-0.2832,105,-0.2332,111,-0.1458,149,0.49649
ENSG00000117751,PPP1R8,37,0.29040,26,-0.2763,32,0.05591,31,0.02634,28,-0.1684,31,0.01028
ENSG00000117748,RPA2,49,-0.1242,37,-0.5746,63,0.29935,45,-0.2579,74,0.57069,51,-0.0598
ENSG00000158161,EYA3,15,0.36559,4,-1.5475,8,-0.6347,9,-0.3765,15,0.37731,15,0.49436
ENSG00000126698,DNAJC8,225,-0.1143,275,0.21847,243,0.01490,273,0.20939,247,0.04540,221,-0.1910
ENSG00000130770,ATP5IF1,268,-1.4880,922,0.48588,680,-0.0268,1033,0.68550,548,-0.3763,693,0.00541
ENSG00000130766,SESN2,9,-0.0702,9,-0.0618,7,-0.3725,6,-0.4880,8,-0.1673,11,0.47756
ENSG00000204138,PHACTR4,54,2.01910,8,-1.2176,15,-0.2621,16,-0.2390,5,-1.7922,16,-0.3412
ENSG00000242125,SNHG3,7,-0.7773,9,-0.2539,17,0.68871,7,-0.7493,10,-0.1355,13,0.36270
ENSG00000180098,TRNAU1AP,23,0.30457,26,0.49284,12,-0.6821,12,-0.6853,19,0.00667,20,0.11460
ENSG00000197989,SNHG12,12,0.36024,14,0.69735,6,-0.6182,13,0.58767,3,-1.4348,9,-0.1886
