Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to8,Feature log2 fold change topic 3to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000116198,CEP104,87,1.77522,53,0.87096,17,-1.5684,25,-0.3186,43,0.52572
ENSG00000196581,AJAP1,30,-0.3673,27,-0.5265,36,-0.1272,58,0.70793,44,0.25149
ENSG00000069424,KCNAB2,21,-3.3868,218,0.09425,261,1.10304,103,-1.0769,144,-0.5559
ENSG00000116254,CHD5,33,-2.9073,158,-0.5699,229,0.02967,168,-0.4763,538,1.48222
ENSG00000116251,RPL22,853,0.47448,917,0.59508,569,-0.3791,483,-0.4400,710,0.17192
ENSG00000116237,ICMT,22,-0.7107,27,-0.4238,41,0.63686,39,0.13401,18,-1.0377
ENSG00000097021,ACOT7,53,-2.1117,53,-2.1232,309,2.08619,101,-1.1617,82,-1.4743
ENSG00000171680,PLEKHG5,0,-6.7451,20,-0.1896,29,1.18936,16,-0.5056,14,-0.7049
ENSG00000162408,NOL9,24,-0.2596,15,-0.9093,31,0.33289,40,0.57444,18,-0.7161
ENSG00000162413,KLHL21,35,0.31614,37,0.37688,30,0.16507,21,-0.4902,15,-1.0193
ENSG00000041988,THAP3,18,0.01390,1,-3.7066,21,0.70526,24,0.43145,9,-1.0600
ENSG00000007923,DNAJC11,27,-0.1631,11,-1.4785,34,0.45114,34,0.18866,26,-0.2256
ENSG00000171735,CAMTA1,184,-1.0366,229,-0.7052,364,0.05113,383,0.10519,608,0.87810
ENSG00000049245,VAMP3,161,2.80960,54,0.63667,20,-1.6211,13,-1.6030,19,-1.0259
ENSG00000049246,PER3,74,0.83144,33,-0.4603,26,-1.4670,124,1.78390,59,0.44939
ENSG00000116288,PARK7,175,-0.9293,317,-0.0040,385,0.81837,197,-0.7531,183,-0.8618
ENSG00000116285,ERRFI1,16,-0.1663,10,-0.7995,22,1.04618,4,-2.1891,12,-0.5581
ENSG00000162426,SLC45A1,7,-1.6747,11,-1.0712,34,2.55881,0,-5.1913,3,-2.8911
ENSG00000142599,RERE,158,0.26944,113,-0.2703,100,-0.8705,223,0.84936,241,0.98286
ENSG00000074800,ENO1,258,-0.9127,838,0.99391,482,0.15288,437,-0.0900,201,-1.2916
ENSG00000171612,SLC25A33,16,-0.7236,72,1.74967,25,-0.1775,9,-1.6537,16,-0.7819
ENSG00000171603,CLSTN1,143,-2.3753,304,-1.2587,887,1.21121,661,-0.0570,423,-0.7560
ENSG00000178585,CTNNBIP1,24,-0.6116,45,0.37099,44,0.84028,12,-1.6150,15,-1.3099
ENSG00000162441,LZIC,170,1.75601,86,0.53733,41,-1.1537,43,-0.5740,72,0.24159
ENSG00000130939,UBE4B,64,0.88346,13,-1.5466,43,0.57748,5,-2.8789,32,-0.2185
ENSG00000054523,KIF1B,710,0.93483,203,-1.0746,368,-0.3264,254,-0.7321,678,0.85474
ENSG00000142657,PGD,50,-0.0783,31,-0.8114,57,0.30687,69,0.44075,33,-0.6911
ENSG00000241563,CORT,0,-8.2489,19,-2.0159,30,-2.1834,526,4.54985,1,-5.6377
ENSG00000160049,DFFA,96,0.74222,90,0.62378,46,-0.8767,61,-0.0088,91,0.64493
ENSG00000142655,PEX14,7,-1.4570,7,-1.4545,24,1.39412,10,-0.8516,12,-0.6419
ENSG00000120948,TARDBP,124,0.74879,62,-0.3800,71,-0.3553,96,0.31899,81,0.04073
ENSG00000116649,SRM,34,-0.6888,78,0.61620,57,0.24216,49,-0.1322,31,-0.8409
ENSG00000171824,EXOSC10,40,0.05983,43,0.18335,32,-0.5538,81,1.27837,25,-0.6417
ENSG00000198793,MTOR,22,-1.0240,29,-0.6029,50,0.63964,39,-0.1367,38,-0.2050
ENSG00000116661,FBXO2,40,-2.4490,584,1.87888,207,0.10974,72,-1.5811,72,-1.5714
ENSG00000132879,FBXO44,12,-3.0843,70,-0.5445,128,1.14999,84,-0.2619,62,-0.7370
ENSG00000177000,MTHFR,14,-0.5920,24,0.20546,12,-1.3893,78,2.38294,18,-0.2260
ENSG00000011021,CLCN6,39,-0.8120,42,-0.6826,83,1.08187,41,-0.7081,33,-1.0310
ENSG00000116685,KIAA2013,67,1.17038,40,0.28249,28,-0.5388,39,0.26361,18,-0.9267
ENSG00000083444,PLOD1,20,-0.3365,22,-0.1636,20,-0.6117,74,1.94651,8,-1.6729
ENSG00000116688,MFN2,64,-0.7826,71,-0.6379,120,0.45415,115,0.12423,98,-0.1330
ENSG00000048707,VPS13D,59,-0.3597,38,-1.0098,83,0.47253,60,-0.3170,82,0.16346
ENSG00000162496,DHRS3,9,-1.5307,49,1.15232,19,-0.7845,59,1.49857,15,-0.7870
ENSG00000116731,PRDM2,199,-0.1855,102,-1.2178,189,-0.5493,269,0.29383,537,1.50189
ENSG00000189337,KAZN,111,0.93885,64,0.01584,60,-0.2060,25,-1.4364,75,0.27756
ENSG00000142634,EFHD2,23,-1.8967,33,-1.3390,116,2.27291,7,-3.5630,32,-1.3830
ENSG00000116138,DNAJC16,27,-0.2553,11,-1.5875,39,0.96482,20,-0.7019,22,-0.5652
ENSG00000197312,DDI2,35,0.07151,13,-1.4381,33,-0.0615,29,-0.2180,60,0.97392
ENSG00000116786,PLEKHM2,57,-1.2267,105,-0.3120,142,0.43568,102,-0.3561,157,0.33350
ENSG00000065526,SPEN,302,1.08995,115,-0.4950,67,-2.1187,324,1.21336,433,1.76462
ENSG00000116809,ZBTB17,22,-0.1444,28,0.28769,21,-0.3308,42,0.95430,16,-0.6033
ENSG00000055070,SZRD1,46,0.72327,36,0.31953,20,-1.0765,63,1.28047,28,-0.0809
ENSG00000219481,NBPF1,48,1.58114,24,0.35143,13,-1.0959,33,0.91757,7,-1.3962
ENSG00000159363,ATP13A2,17,-2.5796,49,-0.9966,129,1.65645,43,-1.2026,54,-0.8645
ENSG00000117118,SDHB,43,-0.5575,26,-1.2928,82,1.38427,46,-0.4625,9,-2.8440
ENSG00000117115,PADI2,320,2.88006,188,1.69650,26,-2.4136,29,-1.3488,16,-2.1878
ENSG00000179051,RCC2,18,-0.1969,10,-1.0707,27,1.07172,12,-0.8768,9,-1.2330
ENSG00000117154,IGSF21,13,-2.0801,27,-1.0596,75,1.69120,26,-1.1198,25,-1.1955
ENSG00000127481,UBR4,46,0.51579,23,-0.5853,22,-1.1581,58,0.87955,76,1.36299
ENSG00000127463,EMC1,30,-0.1884,25,-0.4577,34,0.08608,59,0.93328,15,-1.1706
ENSG00000053372,MRTO4,15,-1.7136,43,-0.1570,54,0.44981,57,0.28667,41,-0.2536
ENSG00000053371,AKR7A2,33,0.10447,71,1.42701,26,-0.5029,37,0.27344,9,-1.8131
ENSG00000077549,CAPZB,134,-0.5629,210,0.15097,213,0.42386,155,-0.3364,136,-0.5327
ENSG00000173436,MICOS10,230,-0.5384,324,-0.0019,392,0.81547,88,-1.9897,248,-0.4220
ENSG00000158747,NBL1,23,-2.7040,171,0.32759,161,0.59306,165,0.27204,68,-1.1067
ENSG00000169914,OTUD3,9,-1.1724,12,-0.7395,26,1.11074,16,-0.3898,9,-1.1293
ENSG00000162545,CAMK2N1,1164,-1.0360,3736,0.82943,2170,-0.1507,1703,-0.4507,3032,0.47584
ENSG00000090432,MUL1,21,0.30622,7,-1.3941,19,0.42635,29,0.81280,1,-3.9919
ENSG00000158828,PINK1,113,-2.0222,205,-1.1310,580,1.59574,183,-1.3033,266,-0.7314
ENSG00000244038,DDOST,17,-0.8814,27,-0.1379,35,0.70779,28,-0.1067,14,-1.1485
ENSG00000117245,KIF17,2,-3.4638,19,-0.4864,38,1.92765,5,-2.5346,12,-1.1769
ENSG00000189410,SH2D5,0,-7.1656,37,-0.0264,48,1.11944,25,-0.6132,25,-0.6079
ENSG00000127483,HP1BP3,487,0.78658,176,-0.8471,199,-1.2039,568,1.05472,603,1.16183
ENSG00000075151,EIF4G3,290,0.14161,106,-1.4158,248,-0.2316,229,-0.2358,542,1.20296
ENSG00000117298,ECE1,29,0.19741,42,0.78380,14,-1.6657,98,2.43035,8,-1.8046
ENSG00000076864,RAP1GAP,36,-1.9269,43,-1.6725,164,1.14552,180,0.55980,36,-1.9077
ENSG00000090686,USP48,180,1.26022,53,-0.7311,60,-1.0480,146,0.88667,116,0.50502
ENSG00000070831,CDC42,224,0.41985,99,-0.8685,195,0.47230,178,0.04742,60,-1.6237
ENSG00000173369,C1QB,12,-1.0151,76,2.02494,11,-1.8838,53,1.30792,32,0.44996
ENSG00000004487,KDM1A,38,-0.6887,42,-0.5437,58,-0.0928,59,0.00558,107,0.98117
ENSG00000169641,LUZP1,34,-2.1751,41,-1.8641,136,-0.1329,226,0.77851,295,1.24620
ENSG00000125944,HNRNPR,252,0.79376,108,-0.5717,130,-0.5761,209,0.47343,209,0.47479
ENSG00000142676,RPL11,758,0.60429,820,0.73677,442,-0.5539,556,0.09358,461,-0.2055
ENSG00000011007,ELOA,55,0.86202,35,0.11172,22,-1.0843,46,0.57765,55,0.86424
ENSG00000057757,PITHD1,87,-0.7614,81,-0.8689,183,1.21776,93,-0.6622,54,-1.4798
ENSG00000011009,LYPLA2,6,-2.0343,16,-0.7391,33,1.30475,15,-0.8073,16,-0.7006
ENSG00000189266,PNRC2,84,0.51844,86,0.57157,47,-0.7616,89,0.62778,64,0.07870
ENSG00000188529,SRSF10,95,0.39766,67,-0.1556,62,-0.5893,149,1.17315,61,-0.3145
ENSG00000001461,NIPAL3,409,1.90424,66,-1.1452,120,-0.4754,62,-1.2389,131,-0.0902
ENSG00000133226,SRRM1,373,0.96282,172,-0.3082,118,-1.5441,458,1.33070,381,0.99747
ENSG00000169504,CLIC4,311,3.34953,73,0.37547,17,-2.8100,87,0.66223,10,-2.6668
ENSG00000117614,SYF2,176,0.30311,121,-0.2886,103,-1.0166,291,1.16684,249,0.88902
ENSG00000117616,RSRP1,135,1.09020,43,-0.7616,46,-1.1985,223,2.05333,25,-1.5595
ENSG00000183726,TMEM50A,123,1.01598,63,-0.0855,62,-0.2578,84,0.37624,26,-1.4432
ENSG00000204178,MACO1,93,0.64388,35,-0.8849,42,-1.1670,143,1.39104,107,0.87403
ENSG00000117643,MAN1C1,5,-2.9849,38,0.05359,43,0.64490,41,0.19176,25,-0.5827
ENSG00000162430,SELENON,14,-1.0390,87,2.01436,22,-0.7141,24,-0.2324,21,-0.4576
ENSG00000117640,MTFR1L,24,-1.4840,43,-0.6263,69,0.24721,112,0.90192,53,-0.3074
ENSG00000117632,STMN1,1231,-0.1046,422,-1.7448,1705,1.22361,442,-1.6731,824,-0.7330
ENSG00000158008,EXTL1,4,-3.0747,21,-0.8689,50,1.44048,16,-1.2975,31,-0.2848
ENSG00000142684,ZNF593,17,-1.2521,42,0.14058,42,0.33660,46,0.28697,27,-0.5083
ENSG00000142669,SH3BGRL3,131,-0.3396,147,-0.1535,190,0.67019,97,-0.8026,103,-0.7044
ENSG00000158062,UBXN11,2,-3.7141,39,0.77935,28,0.69876,23,-0.0861,6,-1.9563
ENSG00000117682,DHDDS,10,-1.2604,14,-0.6560,22,0.03083,62,1.78243,1,-3.7557
ENSG00000198830,HMGN2,359,1.12949,321,0.92900,122,-1.1695,246,0.48156,175,-0.0740
ENSG00000117713,ARID1A,134,0.85976,90,0.19893,57,-0.9846,123,0.70849,107,0.48073
ENSG00000204160,ZDHHC18,9,-1.2075,36,0.94532,21,0.20485,20,-0.0108,9,-1.2383
ENSG00000142751,GPN2,24,0.14119,11,-1.0357,21,-0.1827,39,0.92279,21,-0.0621
ENSG00000090273,NUDC,142,-0.9104,207,-0.3272,288,0.48720,156,-0.7640,316,0.34578
ENSG00000253368,TRNP1,5,-3.5120,33,-0.8647,78,1.54237,18,-1.7522,50,-0.2185
ENSG00000142784,WDTC1,23,-0.3766,38,0.39873,32,0.25200,26,-0.2030,19,-0.6938
ENSG00000186501,TMEM222,48,0.23113,43,0.03297,46,0.42304,23,-0.9020,24,-0.8376
ENSG00000158195,WASF2,202,2.19893,90,0.67828,18,-2.6956,110,1.02920,82,0.53136
ENSG00000126705,AHDC1,16,-1.4279,33,-0.3465,43,0.24842,58,0.57962,39,-0.0480
ENSG00000126709,IFI6,57,-0.8812,92,-0.1419,127,1.07118,57,-0.8708,35,-1.6062
ENSG00000009780,FAM76A,36,0.25565,34,0.17328,23,-0.8155,57,1.03298,39,0.37786
ENSG00000117758,STX12,114,0.25990,95,-0.0417,110,0.50797,50,-1.0376,51,-0.9898
ENSG00000117751,PPP1R8,51,0.90725,26,-0.2031,31,0.26447,22,-0.4232,5,-2.4504
ENSG00000117748,RPA2,30,-0.5328,19,-1.2219,53,1.03331,37,-0.2031,17,-1.3821
ENSG00000126698,DNAJC8,330,0.38376,163,-0.7349,232,-0.3863,241,-0.1259,480,1.02123
ENSG00000130770,ATP5IF1,174,-1.5020,279,-0.7919,599,1.21548,249,-0.9653,329,-0.5363
ENSG00000204138,PHACTR4,73,1.35455,22,-0.6191,12,-2.3983,126,2.45721,37,0.16569
ENSG00000180098,TRNAU1AP,15,-0.3036,22,0.33177,18,0.14166,23,0.43215,7,-1.3766
ENSG00000198492,YTHDF2,77,0.01322,28,-1.5017,84,0.39552,73,-0.0611,77,0.02413
ENSG00000116350,SRSF4,110,0.56936,86,0.16102,55,-0.9949,129,0.84779,118,0.68863
ENSG00000116353,MECR,12,-1.2849,16,-0.8591,40,1.75239,2,-3.6502,15,-0.9304
ENSG00000162511,LAPTM5,28,0.01494,59,1.29687,21,-0.8418,42,0.69558,21,-0.4236
ENSG00000162512,SDC3,75,-0.7425,216,0.95472,113,-0.2344,126,0.05794,117,-0.0584
ENSG00000134644,PUM1,118,-0.2533,86,-0.7405,119,-0.5137,269,1.10620,205,0.63328
ENSG00000060688,SNRNP40,37,1.37975,17,0.07066,15,-0.3215,10,-0.7347,10,-0.7218
ENSG00000121766,ZCCHC17,174,0.20227,101,-0.6544,167,0.32449,64,-1.3476,194,0.37974
ENSG00000121769,FABP3,10,-2.9499,24,-1.7844,110,2.02620,43,-0.9078,30,-1.4409
ENSG00000162517,PEF1,43,-0.6506,36,-0.9043,83,1.11086,38,-0.8421,36,-0.9225
ENSG00000084636,COL16A1,59,0.71067,89,1.42367,28,-0.8937,56,0.60802,9,-2.1159
ENSG00000121753,ADGRB2,37,-2.2175,81,-1.0529,207,1.19782,143,-0.1856,99,-0.7489
ENSG00000184007,PTP4A2,1197,2.49301,194,-0.7400,209,-1.1516,140,-1.2328,325,0.07290
ENSG00000121774,KHDRBS1,214,0.57288,129,-0.2439,124,-0.6276,299,1.15203,123,-0.3195
ENSG00000025800,KPNA6,99,0.04190,68,-0.5367,85,-0.4037,162,0.86169,122,0.38700
ENSG00000084652,TXLNA,34,0.31225,38,0.50829,25,-0.3819,29,0.09579,28,0.01646
ENSG00000084623,EIF3I,96,-0.1555,44,-1.3614,125,0.69830,82,-0.3980,86,-0.3284
ENSG00000175130,MARCKSL1,1329,2.85150,609,1.20507,143,-1.8883,88,-1.8703,99,-1.6944
ENSG00000160058,BSDC1,63,0.26692,42,-0.3841,54,0.05621,63,0.26944,40,-0.4299
ENSG00000160062,ZBTB8A,19,-0.1101,27,0.38601,17,-0.6948,22,0.06730,41,1.12093
ENSG00000176261,ZBTB8OS,33,-0.3503,37,-0.1787,48,0.60864,24,-0.8572,32,-0.4162
ENSG00000162521,RBBP4,138,0.13242,125,-0.0214,119,-0.2245,159,0.36887,133,0.08058
ENSG00000162522,KIAA1522,1,-3.6106,27,0.45600,22,0.38795,27,0.48705,12,-0.7617
ENSG00000134684,YARS,43,-1.4339,64,-0.8155,144,1.32386,52,-1.1499,69,-0.7068
ENSG00000160097,FNDC5,0,-5.6919,25,-0.1991,34,0.86012,7,-1.9966,43,0.68024
ENSG00000121905,HPCA,4,-5.3419,80,-1.2281,250,1.87476,86,-1.1118,101,-0.8807
ENSG00000121900,TMEM54,26,-0.7109,68,0.83255,48,0.66373,7,-2.5262,20,-1.1238
ENSG00000116514,RNF19B,12,-0.4921,16,-0.1068,21,0.89617,2,-3.0044,14,-0.2893
ENSG00000004455,AK2,76,1.63092,55,1.01494,22,-0.8418,17,-0.8587,14,-1.1629
ENSG00000142920,AZIN2,25,0.09010,9,-1.4534,31,1.28700,7,-1.8410,9,-1.4246
ENSG00000160094,ZNF362,9,-1.4886,29,0.30306,25,0.19605,18,-0.4335,32,0.46789
ENSG00000134686,PHC2,66,0.31206,50,-0.1506,62,0.50483,39,-0.5321,19,-1.5695
ENSG00000163866,SMIM12,30,-0.9065,21,-1.3981,75,1.79954,16,-1.8532,18,-1.6372
ENSG00000116544,DLGAP3,3,-3.9786,81,0.80318,51,0.13032,51,0.05784,52,0.08557
ENSG00000163867,ZMYM6,20,-0.3475,15,-0.8151,22,-0.4239,72,1.81781,13,-1.0493
ENSG00000116560,SFPQ,392,0.97120,179,-0.3240,153,-1.0497,447,1.20441,253,0.23459
ENSG00000146463,ZMYM4,73,0.33426,72,0.29287,43,-0.9794,41,-0.5842,154,1.63275
ENSG00000142687,KIAA0319L,46,-0.7084,67,-0.1103,70,-0.1074,134,1.04151,54,-0.4572
ENSG00000020129,NCDN,28,-4.2852,172,-1.6519,669,1.38426,591,0.25683,234,-1.1906
ENSG00000126067,PSMB2,78,-0.0594,52,-0.6773,97,0.78134,54,-0.6098,40,-1.0691
ENSG00000142686,C1orf216,15,-2.6099,9,-3.2921,125,2.20028,23,-1.9981,60,-0.5501
ENSG00000092847,AGO1,38,-0.1251,40,-0.0406,36,-0.3662,57,0.54856,54,0.45818
ENSG00000126070,AGO3,127,1.48482,48,-0.1711,26,-1.8179,136,1.62087,64,0.29289
ENSG00000116863,ADPRHL2,23,0.41131,10,-0.8213,20,0.42528,21,0.26007,4,-2.0335
ENSG00000054116,TRAPPC3,23,-0.9234,41,-0.0232,52,0.94807,12,-1.8689,30,-0.4884
ENSG00000116871,MAP7D1,307,0.61003,123,-0.8514,218,0.10744,193,-0.1512,187,-0.1979
ENSG00000054118,THRAP3,278,0.49366,107,-1.0119,149,-0.9475,299,0.61772,471,1.42134
ENSG00000181817,LSM10,12,-1.7721,25,-0.6838,45,0.68196,48,0.34737,28,-0.4858
ENSG00000116898,MRPS15,26,-1.0804,25,-1.1498,74,1.70271,20,-1.5068,18,-1.6256
ENSG00000163875,MEAF6,61,-0.5146,34,-1.3837,102,0.78082,62,-0.4799,79,-0.1200
ENSG00000163877,SNIP1,21,0.26218,12,-0.5836,16,-0.2236,8,-1.2415,37,1.22544
ENSG00000134697,GNL2,54,1.18253,2,-3.7201,22,-0.6296,33,0.32904,47,0.93787
ENSG00000185090,MANEAL,2,-3.4427,5,-2.2834,25,0.41589,64,1.84584,3,-2.8322
ENSG00000197982,C1orf122,366,1.16759,238,0.42911,179,-0.0722,43,-2.2061,107,-0.8336
ENSG00000188786,MTF1,48,1.60270,8,-1.1878,14,-0.7798,19,0.05424,25,0.44600
ENSG00000183431,SF3A3,38,-0.4635,37,-0.4920,47,-0.2685,91,0.96587,61,0.28546
ENSG00000183520,UTP11,40,0.06995,13,-1.6349,33,-0.4725,48,0.35564,84,1.31917
ENSG00000116954,RRAGC,55,0.28426,49,0.10636,44,-0.1023,42,-0.1465,46,-0.0014
ENSG00000174574,AKIRIN1,105,0.54192,52,-0.5617,86,0.55564,39,-1.0163,38,-1.0562
ENSG00000168653,NDUFS5,284,-1.3391,514,-0.4308,847,1.01808,279,-1.3643,595,-0.2022
ENSG00000127603,MACF1,618,1.09405,427,0.45927,160,-1.8148,618,1.09524,596,1.03075
ENSG00000090621,PABPC4,103,0.51739,109,0.61234,49,-1.1951,98,0.42819,145,1.09408
ENSG00000116983,HPCAL4,45,-3.2630,371,-0.0956,431,0.34946,346,-0.2060,591,0.66763
ENSG00000084072,PPIE,33,-0.0860,15,-1.2633,43,0.89888,32,-0.1144,10,-1.7823
ENSG00000131236,CAP1,221,0.35009,121,-0.5975,182,0.07987,211,0.27918,134,-0.4440
ENSG00000131238,PPT1,59,-1.0879,125,0.08098,134,0.46120,134,0.18315,71,-0.8151
ENSG00000117000,RLF,46,0.85071,1,-4.2612,17,-1.3572,45,0.81331,82,1.91079
ENSG00000084073,ZMPSTE24,44,0.39323,42,0.30668,32,-0.2403,46,0.48010,20,-0.8459
ENSG00000049089,COL9A2,127,3.43892,25,0.16128,11,-1.8980,2,-3.5814,10,-1.1772
ENSG00000084070,SMAP2,72,-0.9902,34,-2.1120,148,0.33263,95,-0.5620,270,1.15295
ENSG00000117016,RIMS3,6,-5.0328,181,-0.1450,263,1.40536,74,-1.4995,135,-0.5937
ENSG00000066136,NFYC,21,-0.5064,18,-0.7284,30,0.11221,35,0.29333,37,0.37900
ENSG00000179862,CITED4,8,-1.0841,5,-1.8017,20,0.63290,33,1.12142,4,-2.0977
ENSG00000127124,HIVEP3,10,-1.2203,28,0.26527,24,0.14959,21,-0.1529,29,0.31195
ENSG00000198815,FOXJ3,21,-1.0809,16,-1.5034,55,1.24502,36,-0.2410,19,-1.2052
ENSG00000177181,RIMKLA,10,-2.3511,15,-1.6704,61,1.26062,7,-2.8542,69,0.63896
ENSG00000127125,PPCS,71,0.19546,38,-0.7613,62,-0.0211,70,0.16906,74,0.26912
ENSG00000186409,CCDC30,37,-0.6313,42,-0.4599,40,-1.0088,96,0.89560,146,1.66063
ENSG00000065978,YBX1,321,1.43118,282,1.19429,83,-1.4165,180,0.42256,107,-0.4063
ENSG00000164008,C1orf50,23,0.34437,10,-0.9495,19,0.00280,21,0.16910,21,0.16021
ENSG00000177868,SVBP,39,-0.0817,44,0.11653,40,-0.0753,33,-0.3532,54,0.42804
ENSG00000117394,SLC2A1,31,-0.9813,95,0.80474,33,-1.5316,242,2.66255,17,-1.8644
ENSG00000117395,EBNA1BP2,65,-0.7109,67,-0.6707,116,0.44579,102,-0.0147,104,0.01152
ENSG00000179178,TMEM125,192,4.37500,9,-1.6327,11,-2.2209,0,-7.5612,6,-2.1804
ENSG00000066322,ELOVL1,322,4.81955,23,-0.9088,11,-2.9965,10,-2.1382,1,-5.2115
ENSG00000159479,MED8,21,0.09480,22,0.17982,24,0.86013,9,-1.1906,0,-4.6747
ENSG00000178922,HYI,30,0.90604,41,1.42931,12,-1.0977,16,-0.0955,16,-0.1488
ENSG00000142949,PTPRF,115,0.31368,86,-0.1551,87,-0.2738,118,0.35433,104,0.15140
ENSG00000066135,KDM4A,14,-0.4143,13,-0.5492,14,-0.8757,44,1.48366,31,0.83719
ENSG00000126091,ST3GAL3,9,-2.0354,28,-0.3522,40,0.48195,51,0.58822,26,-0.4857
ENSG00000117408,IPO13,167,1.91776,45,-0.3449,48,-0.5184,33,-0.7961,29,-1.0124
ENSG00000117410,ATP6V0B,184,-0.9017,162,-1.0949,417,1.09537,271,-0.2998,162,-1.0947
ENSG00000117411,B4GALT2,28,-1.3720,105,0.70251,82,0.75107,27,-1.4313,34,-1.0820
ENSG00000178028,DMAP1,37,-0.7819,28,-1.1774,65,0.27258,110,0.99481,40,-0.6338
ENSG00000117419,ERI3,77,-0.7359,107,-0.2217,149,0.80865,77,-0.7256,78,-0.7201
ENSG00000187147,RNF220,114,-0.1049,67,-0.9343,146,0.76343,82,-0.6157,80,-0.6578
ENSG00000142937,RPS8,2038,0.86051,1637,0.48857,1015,-0.5762,1116,-0.1345,1260,0.06039
ENSG00000070785,EIF2B3,36,0.33889,21,-0.4780,35,0.77308,4,-2.8485,20,-0.5989
