Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to8,Feature log2 fold change topic 4to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000157911,PEX10,32,0.88692,14,-0.4835,14,-0.7371,13,-0.5699,44,1.45318
ENSG00000149527,PLCH2,14,-0.1407,28,1.12966,13,-0.5259,12,-0.4787,11,-0.5366
ENSG00000157881,PANK4,7,-1.1064,26,1.00467,13,-0.4111,18,0.22687,11,-0.5059
ENSG00000157873,TNFRSF14,20,1.20131,16,0.91534,8,-0.5678,3,-1.8283,4,-1.3103
ENSG00000157870,PRXL2B,22,-0.7493,47,0.47625,36,-0.0230,30,-0.3098,37,0.02702
ENSG00000177133,PRDM16-DT,46,1.63854,26,0.72230,6,-2.0757,23,0.39688,24,0.44770
ENSG00000158109,TPRG1L,107,-0.9337,186,-0.0733,223,0.42716,214,0.15689,134,-0.5766
ENSG00000116213,WRAP73,10,-0.8191,22,0.42998,18,-0.0145,24,0.48314,10,-0.8810
ENSG00000130764,LRRC47,50,-0.6322,59,-0.4286,82,0.25287,83,0.15686,93,0.32977
ENSG00000116198,CEP104,24,0.24925,20,-0.0757,16,-0.7016,26,0.33928,39,1.05546
ENSG00000198912,C1orf174,8,-0.9513,14,-0.0078,17,0.48111,14,-0.0091,9,-0.6885
ENSG00000196581,AJAP1,22,-0.7204,44,0.44397,33,-0.1114,44,0.39071,26,-0.4502
ENSG00000131697,NPHP4,10,0.24208,12,0.66093,6,-0.7731,14,0.82441,6,-0.6294
ENSG00000069424,KCNAB2,104,-0.8239,170,-0.0575,182,0.09763,217,0.34241,188,0.10667
ENSG00000116254,CHD5,78,-0.6837,113,-0.1322,124,0.06453,166,0.51324,123,0.02399
ENSG00000116251,RPL22,1126,0.88242,830,0.41959,528,-0.5918,509,-0.4163,687,0.05810
ENSG00000116237,ICMT,33,-0.4703,52,0.26910,46,0.04681,50,0.16960,34,-0.4537
ENSG00000097021,ACOT7,88,-1.7784,239,-0.2897,349,0.70898,301,0.10663,201,-0.5279
ENSG00000215788,TNFRSF25,25,-0.4066,42,0.47330,27,-0.4840,64,1.12801,17,-0.9971
ENSG00000171680,PLEKHG5,11,-0.3265,21,0.78435,12,-0.4237,19,0.45435,8,-0.8409
ENSG00000162408,NOL9,28,0.11475,26,-0.0060,26,0.04981,29,0.19789,18,-0.5267
ENSG00000204859,ZBTB48,7,-0.6774,18,0.95330,8,-0.7923,11,-0.0616,16,0.62838
ENSG00000162413,KLHL21,30,-0.0011,28,-0.1471,24,-0.5420,43,0.60582,49,0.82106
ENSG00000116273,PHF13,10,-0.2890,17,0.51195,11,-0.2558,13,0.05453,12,-0.0885
ENSG00000041988,THAP3,13,-0.6337,19,-0.1241,23,0.45519,14,-0.6111,20,0.00872
ENSG00000007923,DNAJC11,31,0.40470,25,0.07095,20,-0.4320,28,0.23731,29,0.32641
ENSG00000171735,CAMTA1,285,0.05478,242,-0.2280,285,0.10350,328,0.28195,231,-0.2829
ENSG00000049245,VAMP3,45,1.14364,17,-0.4810,12,-1.5177,29,0.36786,62,1.71116
ENSG00000049246,PER3,76,0.88730,48,0.13275,31,-0.8969,49,0.15188,69,0.72450
ENSG00000116288,PARK7,425,-0.2022,522,0.14044,512,0.17209,412,-0.2542,391,-0.3361
ENSG00000116285,ERRFI1,36,0.32871,19,-0.7682,33,0.33193,31,0.07185,26,-0.2087
ENSG00000162426,SLC45A1,7,-1.9426,25,-0.1057,30,0.31860,30,0.20105,31,0.22779
ENSG00000142599,RERE,116,0.07188,117,0.09577,104,-0.1791,133,0.29338,106,-0.0694
ENSG00000074800,ENO1,710,0.63364,399,-0.3369,470,-0.0758,484,0.00383,486,0.01020
ENSG00000171612,SLC25A33,78,1.50963,24,-0.5043,29,-0.3281,25,-0.4089,29,-0.1818
ENSG00000171608,PIK3CD,11,0.12190,6,-0.9687,12,0.43176,6,-0.8424,15,0.62456
ENSG00000171603,CLSTN1,367,-1.2963,772,-0.1659,942,0.32304,1095,0.41692,759,-0.1756
ENSG00000178585,CTNNBIP1,38,0.20034,31,-0.1203,31,-0.2310,30,-0.1587,50,0.65879
ENSG00000162441,LZIC,66,0.26927,58,0.06689,50,-0.2733,41,-0.4770,82,0.64105
ENSG00000130939,UBE4B,13,-1.5559,31,-0.2468,38,0.22336,48,0.49169,41,0.23740
ENSG00000054523,KIF1B,302,-0.1873,283,-0.3236,322,-0.1512,459,0.49147,461,0.49854
ENSG00000284642,AL139424.2,11,-0.0410,3,-1.9295,13,0.54399,13,0.30365,14,0.39109
ENSG00000142657,PGD,32,-0.6096,32,-0.6411,52,0.30589,51,0.12122,63,0.46950
ENSG00000175279,CENPS,10,-0.1764,16,0.52607,13,0.20719,9,-0.4558,4,-1.6155
ENSG00000241563,CORT,38,-0.7954,72,0.23994,41,-1.0745,17,-1.9779,231,2.35552
ENSG00000160049,DFFA,66,1.03948,32,-0.1799,29,-0.5579,30,-0.2735,52,0.60537
ENSG00000142655,PEX14,13,-0.4574,18,0.00092,17,-0.2093,19,0.12251,28,0.70490
ENSG00000120948,TARDBP,75,-0.0783,81,0.04585,79,-0.0177,81,0.03321,80,0.01019
ENSG00000271895,AL109811.2,17,0.15979,24,0.79165,11,-0.7923,22,0.53617,13,-0.3009
ENSG00000116649,SRM,52,-0.0206,74,0.63095,48,-0.2497,46,-0.2413,42,-0.3645
ENSG00000171824,EXOSC10,36,-0.0571,45,0.35787,31,-0.4325,50,0.48179,37,0.01501
ENSG00000198793,MTOR,33,-0.7640,47,-0.2315,61,0.40592,53,-0.0195,50,-0.0925
ENSG00000120942,UBIAD1,17,1.20591,5,-0.7953,6,-0.6425,13,0.71652,10,0.36554
ENSG00000116661,FBXO2,340,1.02231,188,0.03787,169,-0.2397,104,-0.8960,178,-0.0530
ENSG00000132879,FBXO44,50,-0.9821,106,0.20159,99,0.11307,91,-0.0750,103,0.13066
ENSG00000116670,MAD2L2,20,0.66044,18,0.51133,10,-0.6856,11,-0.2943,16,0.31508
ENSG00000177000,MTHFR,14,0.23644,8,-0.6366,14,0.38907,16,0.46167,5,-1.2043
ENSG00000011021,CLCN6,33,-0.9940,57,-0.2031,74,0.47724,65,0.03484,54,-0.2657
ENSG00000116685,KIAA2013,27,0.17754,26,0.11562,20,-0.5327,42,0.87527,24,-0.0454
ENSG00000083444,PLOD1,34,1.02728,14,-0.5048,14,-0.6823,16,-0.1795,36,1.09946
ENSG00000116688,MFN2,78,-0.5899,108,-0.0944,125,0.28514,102,-0.1629,116,0.03164
ENSG00000116691,MIIP,20,1.01991,10,-0.0563,8,-0.7723,9,-0.3003,18,0.88509
ENSG00000048707,VPS13D,55,-0.4234,51,-0.6180,80,0.30610,88,0.31646,79,0.13923
ENSG00000162496,DHRS3,65,2.43324,10,-0.9472,12,-0.8300,11,-0.7109,15,-0.2287
ENSG00000116731,PRDM2,87,-0.8224,145,-0.0359,141,-0.1340,213,0.59720,184,0.35154
ENSG00000189337,KAZN,42,-0.3777,38,-0.5653,59,0.35193,48,-0.1506,66,0.36280
ENSG00000142634,EFHD2,22,-1.8282,26,-1.6626,72,-0.0579,150,1.20644,149,1.19176
ENSG00000132906,CASP9,17,1.08356,8,-0.0500,8,-0.2154,7,-0.2943,6,-0.5822
ENSG00000116138,DNAJC16,20,-0.8072,33,-0.0199,40,0.57100,35,0.06716,13,-1.3943
ENSG00000197312,DDI2,24,-0.1082,15,-0.9339,27,0.18987,37,0.60457,29,0.20385
ENSG00000116786,PLEKHM2,74,-0.2097,129,0.79530,68,-0.5757,60,-0.5313,116,0.51275
ENSG00000065526,SPEN,130,0.80098,63,-0.4065,66,-0.5046,121,0.67454,92,0.22681
ENSG00000116809,ZBTB17,20,0.30703,17,0.05140,14,-0.4618,23,0.53760,19,0.20972
ENSG00000037637,FBXO42,10,-1.1220,15,-0.4474,24,0.55722,25,0.35230,15,-0.4155
ENSG00000055070,SZRD1,41,1.19103,25,0.42154,13,-0.9445,15,-0.4317,26,0.41170
ENSG00000157191,NECAP2,23,1.30402,7,-0.5409,5,-1.5557,18,0.88304,23,1.29472
ENSG00000219481,NBPF1,17,0.58202,11,-0.1859,7,-1.2442,17,0.57134,29,1.49658
ENSG00000058453,CROCC,7,-0.4939,12,0.33143,9,-0.2284,15,0.60599,8,-0.3064
ENSG00000238142,BX284668.5,13,0.58186,11,0.41399,8,-0.1544,5,-0.8733,7,-0.4117
ENSG00000159363,ATP13A2,41,-1.1741,86,-0.0548,104,0.50535,69,-0.3970,83,-0.0889
ENSG00000117118,SDHB,79,-0.5698,131,0.25947,124,0.28213,84,-0.4788,88,-0.4043
ENSG00000117115,PADI2,81,1.59886,12,-1.6364,13,-1.8642,45,0.54485,102,2.07443
ENSG00000179051,RCC2,23,-0.0855,20,-0.3172,26,0.23673,17,-0.5244,31,0.36856
ENSG00000074964,ARHGEF10L,14,0.30463,11,-0.1197,14,0.58710,4,-1.5549,6,-0.9194
ENSG00000117154,IGSF21,33,-1.0038,52,-0.3583,54,-0.4263,141,1.35535,87,0.50621
ENSG00000159423,ALDH4A1,18,0.65131,15,0.39831,7,-1.1899,20,0.78835,17,0.52484
ENSG00000127481,UBR4,25,0.73603,15,-0.1232,14,-0.3702,15,-0.1333,21,0.41439
ENSG00000127463,EMC1,21,-0.5065,38,0.51778,28,-0.0684,29,-0.0065,22,-0.4311
ENSG00000053372,MRTO4,38,0.09879,30,-0.2850,37,0.12139,38,0.06967,35,-0.0329
ENSG00000053371,AKR7A2,74,1.59228,25,-0.2475,23,-0.6384,30,0.05619,23,-0.3457
ENSG00000040487,SLC66A1,8,-0.2763,9,0.06842,9,-0.1392,14,0.65907,7,-0.2933
ENSG00000077549,CAPZB,155,0.09171,116,-0.3963,159,0.25195,125,-0.2447,154,0.08181
ENSG00000173436,MICOS10,411,-0.0566,464,0.15851,456,0.20214,286,-0.6227,353,-0.2949
ENSG00000158747,NBL1,139,0.06272,130,-0.0380,126,-0.1583,158,0.27169,146,0.14401
ENSG00000169914,OTUD3,10,-1.0121,12,-0.7898,22,0.47443,36,1.03399,10,-0.9433
ENSG00000162545,CAMK2N1,2904,0.92675,3247,1.35445,989,-1.2428,1280,-0.4153,1027,-0.7565
ENSG00000090432,MUL1,18,-0.1126,19,-0.0084,17,-0.3085,21,0.12138,30,0.70316
ENSG00000183114,FAM43B,5,-1.5742,7,-1.1221,13,-0.1594,37,1.70095,17,0.33926
ENSG00000158828,PINK1,284,-0.8220,375,-0.4338,560,0.48157,489,0.02914,482,0.00289
ENSG00000244038,DDOST,18,-0.5070,25,-0.0244,26,0.03330,33,0.43045,24,-0.0958
ENSG00000117245,KIF17,10,-1.4200,7,-1.9211,35,1.12301,24,-0.0757,30,0.26095
ENSG00000189410,SH2D5,24,-0.6268,47,0.46241,37,0.01435,40,0.15806,23,-0.7034
ENSG00000127483,HP1BP3,281,0.34624,218,-0.0716,193,-0.4305,283,0.36178,302,0.46762
ENSG00000075151,EIF4G3,127,-1.0828,150,-0.9028,334,0.92120,263,0.04526,191,-0.4558
ENSG00000117298,ECE1,34,1.25753,16,-0.0079,11,-0.9294,18,0.19976,21,0.47191
ENSG00000076864,RAP1GAP,35,-2.2619,111,-0.5997,158,0.00927,334,1.27433,193,0.32679
ENSG00000090686,USP48,79,0.19336,56,-0.3780,68,-0.0950,95,0.48949,75,0.11591
ENSG00000070831,CDC42,144,-0.6599,173,-0.4092,262,0.57068,188,-0.2437,202,-0.1250
ENSG00000184677,ZBTB40,4,-1.4339,13,0.36786,9,-0.3801,22,1.24453,8,-0.4823
ENSG00000133216,EPHB2,4,-1.2624,8,-0.2303,9,-0.2225,18,0.99075,13,0.52311
ENSG00000004487,KDM1A,46,-0.2720,51,-0.1339,60,0.26410,67,0.31626,34,-0.7244
ENSG00000169641,LUZP1,52,-1.2511,97,-0.3364,142,0.61981,110,-0.1016,106,-0.1588
ENSG00000125944,HNRNPR,127,-0.0449,133,0.02933,121,-0.2255,158,0.30577,154,0.26434
ENSG00000125945,ZNF436,11,-0.2023,17,0.46772,12,-0.2260,21,0.79010,4,-1.7054
ENSG00000249087,ZNF436-AS1,9,-0.4328,21,0.96260,9,-0.6825,14,0.20565,12,-0.0179
ENSG00000117318,ID3,142,4.41661,2,-3.2714,4,-2.8491,8,-1.3939,22,0.13600
ENSG00000142676,RPL11,1092,1.14043,736,0.53028,432,-0.6460,310,-0.9057,511,-0.1312
ENSG00000011007,ELOA,31,0.38859,17,-0.6097,21,-0.3640,38,0.70437,35,0.57133
ENSG00000057757,PITHD1,99,-0.9994,194,0.05273,211,0.34903,186,-0.0198,155,-0.3056
ENSG00000011009,LYPLA2,20,-0.2410,25,0.09346,23,-0.1339,33,0.54060,21,-0.2115
ENSG00000117308,GALE,5,-2.1784,26,0.36088,24,0.33307,25,0.24368,12,-0.8180
ENSG00000117305,HMGCL,12,-0.3986,19,0.36796,13,-0.3597,12,-0.3991,25,0.80574
ENSG00000179163,FUCA1,7,-0.6139,9,-0.4132,13,0.39595,12,0.14579,11,-0.0553
ENSG00000189266,PNRC2,99,0.47110,79,0.12934,64,-0.3882,94,0.39659,67,-0.1489
ENSG00000188529,SRSF10,78,0.23256,59,-0.2189,65,-0.0939,68,0.02639,82,0.32693
ENSG00000001460,STPG1,1,-2.4374,8,-0.1044,11,0.59885,12,0.49002,5,-0.9627
ENSG00000001461,NIPAL3,42,-1.2316,54,-0.9278,101,0.23463,113,0.30009,167,0.96036
ENSG00000133226,SRRM1,158,0.54913,102,-0.1855,99,-0.3696,134,0.27148,142,0.36782
ENSG00000169504,CLIC4,131,2.53457,6,-2.5902,11,-2.2215,14,-1.2891,117,2.26697
ENSG00000117614,SYF2,191,0.86146,120,0.09990,94,-0.5039,111,-0.0305,124,0.13982
ENSG00000117616,RSRP1,73,-0.0831,81,0.10179,61,-0.6002,111,0.60345,117,0.68598
ENSG00000183726,TMEM50A,78,-0.1429,117,0.58748,70,-0.5374,97,0.20564,98,0.21151
ENSG00000204178,MACO1,31,-0.4650,36,-0.2829,41,-0.0537,56,0.46194,56,0.44806
ENSG00000117643,MAN1C1,36,-0.4240,72,0.81753,45,-0.1168,46,-0.0311,18,-1.4213
ENSG00000162430,SELENON,40,0.77755,27,0.15718,21,-0.4577,23,-0.1304,27,0.13149
ENSG00000117640,MTFR1L,54,-0.2699,56,-0.2289,64,0.00852,78,0.32678,74,0.24035
ENSG00000117632,STMN1,729,-1.4889,1292,-0.6801,2510,0.92781,1362,-0.5367,1921,0.00573
ENSG00000158008,EXTL1,20,-0.7829,22,-0.7243,32,-0.1455,64,1.07606,48,0.59034
ENSG00000175087,PDIK1L,5,-1.3717,11,-0.4195,15,0.31614,20,0.58490,14,0.06200
ENSG00000142684,ZNF593,32,-0.1342,37,0.09325,34,-0.0745,42,0.26675,33,-0.1241
ENSG00000142669,SH3BGRL3,153,0.15310,89,-0.7720,146,0.13881,154,0.15939,178,0.40051
ENSG00000158062,UBXN11,4,-2.1300,27,0.86603,14,-0.5144,18,0.05622,26,0.63175
ENSG00000117682,DHDDS,26,0.24327,19,-0.2027,22,-0.0397,20,-0.1665,27,0.32425
ENSG00000198830,HMGN2,349,1.58893,158,0.23501,81,-1.2794,115,-0.2964,205,0.63805
ENSG00000117713,ARID1A,50,0.13343,45,-0.0512,41,-0.2976,49,0.08417,66,0.58678
ENSG00000060642,PIGV,16,0.36334,12,-0.1280,12,-0.1737,14,0.20065,13,0.08774
ENSG00000204160,ZDHHC18,9,-1.1707,17,-0.1619,20,0.21625,19,-0.0221,26,0.48146
ENSG00000142751,GPN2,14,-0.3426,17,-0.1258,16,-0.3191,18,0.01304,34,1.05244
ENSG00000090273,NUDC,183,-0.1914,252,0.36760,194,-0.1759,195,-0.0896,213,0.05274
ENSG00000253368,TRNP1,25,-1.2469,51,-0.1904,75,0.90392,41,-0.5392,30,-0.9941
ENSG00000090020,SLC9A1,17,-0.1492,16,-0.2891,22,0.54981,17,-0.0987,9,-1.0494
ENSG00000142784,WDTC1,8,-1.0943,17,-0.0117,18,0.09255,21,0.27849,20,0.25451
ENSG00000186501,TMEM222,26,-0.7873,36,-0.2945,42,-0.1003,63,0.62406,61,0.56735
ENSG00000158195,WASF2,101,1.97735,14,-1.3395,19,-1.3166,30,-0.1191,75,1.39772
ENSG00000126705,AHDC1,22,-0.2318,20,-0.3900,25,0.04261,39,0.73473,23,-0.1693
ENSG00000126709,IFI6,106,-0.4034,72,-1.0806,179,0.91325,108,-0.3759,116,-0.2629
ENSG00000009780,FAM76A,16,-0.3052,17,-0.2589,15,-0.6316,31,0.72788,39,1.14273
ENSG00000117758,STX12,88,-0.3863,98,-0.2445,118,0.13930,120,0.10670,131,0.24595
ENSG00000117751,PPP1R8,33,0.28053,38,0.62632,23,-0.4356,24,-0.2367,25,-0.1435
ENSG00000117748,RPA2,37,-0.6266,63,0.25917,56,0.04590,59,0.12249,48,-0.2267
ENSG00000158161,EYA3,16,0.55741,9,-0.4893,12,0.01771,15,0.45422,8,-0.4941
ENSG00000126698,DNAJC8,303,0.22485,263,-0.0031,268,0.04577,196,-0.4701,272,0.05107
ENSG00000130770,ATP5IF1,456,-0.7931,836,0.18061,907,0.57544,407,-0.9693,506,-0.6334
ENSG00000204138,PHACTR4,43,1.84178,12,-0.3030,10,-1.0140,20,0.44229,12,-0.2708
ENSG00000242125,SNHG3,16,0.86427,12,0.42386,6,-1.1146,9,-0.1027,17,0.89183
ENSG00000180098,TRNAU1AP,17,-0.1511,19,-0.0020,19,0.07359,20,0.07948,17,-0.1426
ENSG00000197989,SNHG12,8,-0.4061,15,0.60107,11,0.08663,5,-1.2717,10,-0.1911
ENSG00000120656,TAF12,9,-0.9757,24,0.53871,19,0.24178,11,-0.6815,13,-0.4856
ENSG00000198492,YTHDF2,54,-0.6466,75,-0.1658,90,0.26602,107,0.43870,61,-0.4621
ENSG00000116329,OPRD1,2,-2.3522,14,0.14457,13,0.04934,24,1.02130,9,-0.5705
ENSG00000159023,EPB41,22,0.41867,14,-0.2714,18,0.29265,16,-0.0613,8,-1.0088
ENSG00000116350,SRSF4,83,0.46611,56,-0.1782,59,-0.1244,56,-0.1602,73,0.25521
ENSG00000116353,MECR,19,-0.7927,25,-0.4084,35,0.29751,29,-0.1036,43,0.50418
ENSG00000060656,PTPRU,5,-1.9395,12,-0.6133,13,-0.7889,59,2.14719,24,0.48959
ENSG00000162512,SDC3,87,0.50131,60,-0.0994,49,-0.6967,94,0.62949,94,0.62938
ENSG00000134644,PUM1,112,-0.0526,114,-0.0281,106,-0.2304,175,0.67999,110,-0.0806
ENSG00000060688,SNRNP40,14,-0.2035,13,-0.3553,18,0.25657,13,-0.3721,21,0.36416
ENSG00000121766,ZCCHC17,90,-0.5971,125,-0.0864,141,0.22353,130,-0.0157,136,0.05228
ENSG00000121769,FABP3,42,-2.0774,107,-0.7306,233,1.29753,99,-0.7861,118,-0.5167
ENSG00000162517,PEF1,49,-0.6361,70,-0.0756,81,0.30004,58,-0.3548,80,0.15059
ENSG00000084636,COL16A1,34,0.28059,19,-0.6346,18,-1.0717,71,1.57803,49,0.89179
ENSG00000121753,ADGRB2,88,-1.0066,176,0.08618,154,-0.2372,278,0.83292,191,0.20694
ENSG00000184007,PTP4A2,192,0.01973,148,-0.4372,154,-0.5431,202,0.09666,437,1.42457
ENSG00000121774,KHDRBS1,145,0.24449,135,0.13633,112,-0.2920,144,0.23428,129,0.04695
ENSG00000121775,TMEM39B,7,-0.5531,10,-0.0774,8,-0.6332,19,1.04182,17,0.77647
ENSG00000025800,KPNA6,39,-0.3344,43,-0.1908,45,-0.2088,77,0.75947,57,0.25629
ENSG00000084652,TXLNA,22,0.12754,14,-0.6502,20,-0.0029,24,0.28393,28,0.49877
ENSG00000160050,CCDC28B,29,0.78295,30,0.99103,14,-0.6409,8,-1.2521,13,-0.5126
ENSG00000084623,EIF3I,90,-0.5414,128,0.01234,140,0.29397,111,-0.2168,114,-0.1737
ENSG00000175130,MARCKSL1,175,0.78794,64,-0.9063,48,-1.7895,110,0.02294,430,2.55812
ENSG00000160058,BSDC1,32,-0.5342,47,0.03306,41,-0.2998,59,0.40042,68,0.65530
ENSG00000160062,ZBTB8A,17,0.78756,15,0.59524,8,-0.7901,13,0.30558,8,-0.3976
ENSG00000176261,ZBTB8OS,60,-0.1552,72,0.13444,77,0.47521,26,-1.4130,48,-0.5120
ENSG00000162521,RBBP4,102,0.20324,83,-0.1346,85,-0.1397,130,0.59844,73,-0.3286
ENSG00000162522,KIAA1522,19,0.08522,24,0.56792,16,-0.3215,16,-0.1513,16,-0.1907
ENSG00000134684,YARS,65,-1.1543,104,-0.4942,177,0.83989,94,-0.5914,126,-0.1420
ENSG00000116497,S100PBP,11,-0.0052,14,0.48310,6,-1.3203,13,0.35088,25,1.43750
ENSG00000160097,FNDC5,14,-1.1012,30,-0.0084,39,0.87153,11,-1.5025,20,-0.6211
ENSG00000121905,HPCA,122,-0.3930,202,0.47809,151,-0.0903,164,0.08319,115,-0.4744
ENSG00000121900,TMEM54,53,0.33553,49,0.25737,41,-0.1183,24,-0.8832,47,0.16300
ENSG00000116514,RNF19B,13,-0.6108,14,-0.4928,22,0.39445,22,0.21490,19,-0.0134
ENSG00000004455,AK2,35,0.30588,25,-0.2768,26,-0.2450,25,-0.2344,48,0.82277
ENSG00000142920,AZIN2,8,-1.3856,21,0.03917,23,0.39050,26,0.38163,12,-0.7713
ENSG00000160094,ZNF362,25,0.72713,11,-0.5560,13,-0.4811,28,0.94608,17,0.08774
ENSG00000134686,PHC2,37,-0.4993,40,-0.3996,44,-0.3931,66,0.43177,105,1.21612
ENSG00000163866,SMIM12,38,-0.9105,50,-0.5420,83,0.65924,69,0.03336,56,-0.2909
ENSG00000116544,DLGAP3,24,0.02876,36,0.82003,14,-1.2108,48,1.19116,21,-0.2048
ENSG00000163867,ZMYM6,21,-0.1402,27,0.32010,21,-0.1454,24,0.10705,20,-0.1883
ENSG00000116560,SFPQ,231,0.35386,165,-0.2069,161,-0.3744,254,0.51270,232,0.36687
ENSG00000146463,ZMYM4,82,0.22724,90,0.44720,63,-0.3282,69,-0.0325,63,-0.1794
ENSG00000142687,KIAA0319L,50,-0.1897,59,0.07628,58,0.05518,57,0.01869,52,-0.1348
ENSG00000020129,NCDN,222,-1.3106,603,0.28110,536,0.10105,724,0.54822,346,-0.6330
ENSG00000126067,PSMB2,64,-0.6605,79,-0.3714,110,0.37160,82,-0.2783,121,0.35467
ENSG00000142686,C1orf216,33,-1.3299,104,0.52599,83,0.16899,78,-0.0115,50,-0.6897
ENSG00000134698,AGO4,20,0.59775,17,0.43424,11,-0.6080,12,-0.1921,16,0.27820
ENSG00000092847,AGO1,28,-0.3982,38,0.12089,36,0.04071,34,-0.0776,38,0.09655
ENSG00000126070,AGO3,65,1.34855,20,-0.6341,21,-0.7823,35,0.28495,45,0.71026
ENSG00000116863,ADPRHL2,9,-0.7720,16,0.05938,15,-0.0982,16,0.08266,23,0.59824
ENSG00000054116,TRAPPC3,50,-0.0537,60,0.27581,54,0.12089,43,-0.2952,34,-0.6299
ENSG00000116871,MAP7D1,130,-0.4166,191,0.21432,160,-0.1702,181,0.10094,206,0.31334
ENSG00000054118,THRAP3,95,-0.0714,96,-0.0586,98,-0.0348,106,0.11041,109,0.14955
