Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000162408,NOL9,52,0.61606,32,-0.1807,42,0.26099,37,0.03652,22,-0.7913,39,0.14654,31,-0.2465
ENSG00000162413,KLHL21,31,-0.0729,36,0.14054,51,0.73023,39,0.33497,35,0.09898,32,-0.0507,16,-1.2050
ENSG00000007923,DNAJC11,47,0.15832,19,-1.2088,42,-0.0373,43,0.01895,56,0.45448,63,0.64247,35,-0.3444
ENSG00000171735,CAMTA1,280,-0.7054,310,-0.5503,512,0.25883,386,-0.2302,647,0.65176,493,0.19510,462,0.10338
ENSG00000049245,VAMP3,79,2.08609,50,1.17575,12,-1.0848,19,-0.4616,3,-3.1983,11,-1.1890,15,-0.8092
ENSG00000049246,PER3,70,0.79730,51,0.26492,70,0.78896,27,-0.8137,48,0.15290,12,-1.9449,43,-0.0181
ENSG00000116288,PARK7,106,-1.5424,317,0.15878,524,1.02220,407,0.68620,128,-1.2636,235,-0.3183,230,-0.3961
ENSG00000116285,ERRFI1,24,-0.3773,17,-0.8740,47,0.70359,30,-0.0454,32,0.05075,56,1.01287,20,-0.7369
ENSG00000162426,SLC45A1,7,-2.3108,17,-0.9684,31,-0.0274,48,0.84098,32,0.04008,53,0.88776,23,-0.5227
ENSG00000142599,RERE,177,0.50525,144,0.15975,103,-0.3697,85,-0.7496,151,0.24295,120,-0.1373,154,0.31644
ENSG00000074800,ENO1,176,-1.5981,812,0.83912,897,1.01710,515,0.07720,210,-1.3304,566,0.22332,376,-0.4864
ENSG00000171612,SLC25A33,3,-3.3653,79,1.68246,51,0.88627,16,-1.0662,8,-1.9604,17,-0.9157,41,0.58957
ENSG00000171603,CLSTN1,305,-1.5210,363,-1.2589,788,-0.0524,914,0.21908,933,0.22354,1338,0.83764,885,0.15637
ENSG00000178585,CTNNBIP1,13,-1.3618,39,0.30160,20,-0.7593,49,0.82049,65,1.19754,18,-0.8976,19,-0.9312
ENSG00000162441,LZIC,126,1.36029,83,0.62022,56,-0.0315,34,-0.9227,68,0.28666,29,-1.0483,43,-0.5149
ENSG00000130939,UBE4B,40,-0.1662,25,-0.8944,40,-0.1906,52,0.29100,44,-0.0432,53,0.28053,48,0.13664
ENSG00000054523,KIF1B,620,0.49006,379,-0.3164,342,-0.4743,343,-0.5260,765,0.85271,477,0.05350,441,-0.0839
ENSG00000142657,PGD,43,-0.5320,45,-0.4715,102,0.87143,61,0.02496,37,-0.7814,81,0.49001,57,-0.1105
ENSG00000241563,CORT,9,-3.0646,33,-1.2337,329,2.94138,46,-0.8282,159,1.31918,20,-1.9633,12,-2.8725
ENSG00000160049,DFFA,57,0.28940,73,0.69349,65,0.50626,28,-0.9250,67,0.55178,55,0.23134,29,-0.8732
ENSG00000142655,PEX14,15,-0.5913,15,-0.5683,22,0.05265,25,0.27395,14,-0.6783,31,0.60859,23,0.15689
ENSG00000120948,TARDBP,99,0.22920,70,-0.3468,69,-0.3478,113,0.51080,45,-1.0101,73,-0.2764,98,0.23753
ENSG00000116649,SRM,46,-0.3268,74,0.42658,92,0.79991,52,-0.1768,42,-0.4886,52,-0.1418,52,-0.1792
ENSG00000171824,EXOSC10,33,-0.0051,35,0.11933,41,0.35328,26,-0.4027,24,-0.4862,31,-0.1226,40,0.36785
ENSG00000198793,MTOR,18,-1.4034,39,-0.1877,57,0.40015,57,0.49242,21,-1.1610,49,0.17307,50,0.23176
ENSG00000116661,FBXO2,39,-1.8626,239,1.02322,167,0.39976,168,0.47866,43,-1.7223,131,-0.0005,112,-0.2818
ENSG00000132879,FBXO44,57,-0.9283,47,-1.2180,74,-0.5306,140,0.57928,121,0.25581,137,0.45962,108,0.08046
ENSG00000177000,MTHFR,33,0.61258,15,-0.6126,14,-0.7455,18,-0.3778,37,0.81291,21,-0.1493,24,0.08837
ENSG00000011021,CLCN6,48,-0.8185,73,-0.1557,61,-0.4378,82,0.03145,86,0.10214,136,0.87040,79,-0.0345
ENSG00000116685,KIAA2013,47,0.36589,40,0.10467,49,0.43302,32,-0.3119,40,0.11817,35,-0.1097,32,-0.3032
ENSG00000116688,MFN2,116,-0.3228,81,-0.8954,188,0.45584,147,0.05691,152,0.10719,210,0.64295,121,-0.2965
ENSG00000048707,VPS13D,78,-0.1185,55,-0.6546,63,-0.4408,76,-0.1714,117,0.55338,105,0.37012,91,0.16336
ENSG00000162496,DHRS3,31,0.40858,56,1.42795,17,-0.5494,12,-1.2486,11,-1.1796,21,-0.2418,30,0.38768
ENSG00000116731,PRDM2,310,0.58429,117,-0.9822,158,-0.5129,172,-0.4254,277,0.39213,284,0.43378,237,0.15472
ENSG00000189337,KAZN,108,0.58484,38,-1.0596,116,0.69993,63,-0.3266,98,0.41419,95,0.36915,51,-0.7018
ENSG00000142634,EFHD2,79,-0.0791,51,-0.7556,21,-2.1130,113,0.59553,240,1.90841,100,0.30046,16,-2.6739
ENSG00000116138,DNAJC16,33,-0.4645,31,-0.5923,28,-0.7073,37,-0.3563,49,0.16435,67,0.67051,60,0.57113
ENSG00000197312,DDI2,37,-0.0287,17,-1.2040,27,-0.5507,27,-0.6217,59,0.71662,54,0.56863,48,0.42576
ENSG00000116786,PLEKHM2,69,-0.4931,120,0.38783,75,-0.3670,114,0.34960,154,0.81563,61,-0.6846,72,-0.4789
ENSG00000065526,SPEN,331,1.49189,108,-0.4324,66,-1.1898,37,-2.2101,217,0.71996,81,-0.8816,198,0.65794
ENSG00000037637,FBXO42,24,0.19620,13,-0.7251,26,0.31020,22,0.01682,24,0.18482,31,0.58480,16,-0.5455
ENSG00000055070,SZRD1,40,0.62267,49,0.96720,43,0.73079,10,-1.6068,16,-0.8521,18,-0.6749,31,0.20137
ENSG00000159363,ATP13A2,56,-1.1691,77,-0.6990,139,0.25382,149,0.42576,111,-0.1170,201,0.87432,96,-0.3899
ENSG00000117118,SDHB,12,-2.5169,45,-0.5800,180,1.79284,66,0.00917,52,-0.3604,72,0.14671,49,-0.5253
ENSG00000117115,PADI2,288,3.05288,123,1.15528,33,-1.0057,36,-0.9484,6,-3.3358,6,-3.3849,17,-2.1257
ENSG00000179051,RCC2,35,0.22517,21,-0.5775,21,-0.5785,37,0.38532,30,-0.0147,36,0.28180,28,-0.1551
ENSG00000117154,IGSF21,77,0.13234,58,-0.3036,39,-0.9158,94,0.54975,67,-0.0720,95,0.48667,56,-0.4278
ENSG00000159423,ALDH4A1,31,0.14508,72,1.63698,33,0.24605,27,-0.1139,13,-1.1445,6,-2.2382,23,-0.3673
ENSG00000127481,UBR4,52,0.57737,32,-0.2403,26,-0.5246,21,-0.9398,51,0.52156,26,-0.5256,51,0.62261
ENSG00000127463,EMC1,41,-0.0741,25,-0.8728,58,0.48617,51,0.32674,41,-0.0882,63,0.63475,29,-0.7018
ENSG00000053372,MRTO4,18,-1.2925,27,-0.6844,24,-0.8748,45,0.14276,75,0.97450,51,0.31129,46,0.17749
ENSG00000053371,AKR7A2,26,-0.2196,62,1.22021,49,0.79507,35,0.25861,13,-1.2701,23,-0.4315,15,-1.2023
ENSG00000077549,CAPZB,92,-0.8714,140,-0.2126,206,0.41870,212,0.54925,89,-0.9148,197,0.33864,145,-0.1746
ENSG00000173436,MICOS10,104,-1.4445,333,0.37940,368,0.55096,403,0.84310,191,-0.5156,163,-0.7648,206,-0.4432
ENSG00000158747,NBL1,92,-0.8705,178,0.17966,140,-0.2055,206,0.49682,206,0.42343,214,0.48920,96,-0.8844
ENSG00000162545,CAMK2N1,475,-1.8594,2546,0.79440,1478,-0.1153,1981,0.42560,1106,-0.5752,763,-1.1466,1978,0.42254
ENSG00000090432,MUL1,19,-0.2875,15,-0.6342,28,0.32523,9,-1.4657,28,0.35783,49,1.32495,23,0.03855
ENSG00000158828,PINK1,213,-1.0384,333,-0.3429,417,0.01789,633,0.85642,315,-0.4295,485,0.26545,341,-0.3406
ENSG00000244038,DDOST,15,-1.1381,46,0.67204,42,0.53140,33,0.13109,14,-1.2408,33,0.12597,30,-0.0307
ENSG00000117245,KIF17,7,-2.1788,16,-1.0622,15,-1.1494,56,1.17749,47,0.65469,57,1.01838,14,-1.2951
ENSG00000189410,SH2D5,9,-2.7565,41,-0.4713,60,0.12281,76,0.62826,46,-0.3034,63,0.22504,63,0.24951
ENSG00000127483,HP1BP3,373,0.48159,224,-0.3534,274,-0.0315,189,-0.6922,361,0.42523,276,-0.0186,313,0.21844
ENSG00000075151,EIF4G3,149,-0.7356,114,-1.1515,245,0.04413,148,-0.8302,210,-0.2027,347,0.62834,391,1.00464
ENSG00000076864,RAP1GAP,99,-0.5596,89,-0.7262,74,-1.0149,195,0.63246,213,0.68444,197,0.55410,104,-0.5423
ENSG00000090686,USP48,138,1.02122,39,-1.0224,86,0.22173,50,-0.7188,53,-0.5500,89,0.26413,87,0.26329
ENSG00000070831,CDC42,160,-0.4967,162,-0.4820,246,0.19036,270,0.39899,165,-0.4541,289,0.45713,205,-0.1221
ENSG00000004487,KDM1A,65,-0.0535,30,-1.2404,78,0.24404,53,-0.4292,85,0.39342,114,0.89667,63,-0.1176
ENSG00000169641,LUZP1,58,-1.4866,72,-1.1661,181,0.28762,92,-0.8684,226,0.66461,187,0.34846,228,0.81271
ENSG00000125944,HNRNPR,148,0.10005,103,-0.4744,175,0.37338,130,-0.1269,109,-0.3946,137,-0.0214,160,0.26891
ENSG00000142676,RPL11,574,0.53680,807,1.13643,502,0.30944,560,0.57984,212,-1.0548,152,-1.5607,187,-1.3602
ENSG00000011007,ELOA,35,0.51288,44,0.87442,26,-0.0049,17,-0.6756,20,-0.3902,26,-0.0172,24,-0.1684
ENSG00000057757,PITHD1,85,-1.1142,126,-0.5145,164,-0.0963,215,0.41032,213,0.33181,261,0.67795,143,-0.3563
ENSG00000011009,LYPLA2,13,-1.2116,27,-0.0287,12,-1.3095,30,0.13480,41,0.65868,35,0.39239,31,0.19984
ENSG00000189266,PNRC2,49,-0.1303,60,0.17270,97,1.00182,38,-0.5933,37,-0.5691,31,-0.8567,66,0.38930
ENSG00000188529,SRSF10,79,0.11528,74,0.02173,123,0.87475,56,-0.4877,47,-0.7110,64,-0.2180,80,0.17911
ENSG00000001461,NIPAL3,346,1.64875,91,-0.6382,79,-0.8612,99,-0.5641,133,-0.0381,179,0.45176,100,-0.5507
ENSG00000133226,SRRM1,657,2.25586,111,-0.8862,150,-0.4174,67,-1.7766,177,-0.1588,123,-0.7211,201,0.05672
ENSG00000169504,CLIC4,193,3.52144,54,0.66313,4,-3.1289,22,-0.8436,10,-1.9186,4,-3.1195,7,-2.5100
ENSG00000117614,SYF2,154,0.60334,120,0.18558,98,-0.1382,83,-0.4631,107,0.00450,86,-0.3577,117,0.15987
ENSG00000117616,RSRP1,148,1.12465,48,-0.7220,63,-0.3036,69,-0.1779,54,-0.5479,39,-1.0276,98,0.48206
ENSG00000183726,TMEM50A,70,-0.1192,82,0.12456,51,-0.6200,76,0.01060,62,-0.3090,87,0.22334,88,0.29206
ENSG00000204178,MACO1,69,0.07795,32,-1.1391,55,-0.2825,33,-1.1779,108,0.82043,69,0.07487,98,0.76773
ENSG00000117643,MAN1C1,10,-2.2391,37,-0.2433,52,0.30365,44,0.02775,13,-1.8021,56,0.43647,66,0.85158
ENSG00000162430,SELENON,35,0.14451,59,0.99496,27,-0.2929,29,-0.2133,17,-0.9684,15,-1.1637,40,0.41584
ENSG00000117640,MTFR1L,45,-0.7997,49,-0.6690,89,0.26984,87,0.26326,75,-0.0189,83,0.15305,82,0.15972
ENSG00000117632,STMN1,695,-0.9176,562,-1.2416,1247,0.00367,1974,0.92969,1408,0.20209,1441,0.24023,950,-0.4847
ENSG00000158008,EXTL1,18,-1.4720,37,-0.3615,18,-1.4452,83,1.21040,92,1.18481,42,-0.1328,21,-1.3198
ENSG00000142684,ZNF593,26,-0.3605,23,-0.5645,41,0.33522,48,0.72898,27,-0.3109,22,-0.6194,31,-0.1130
ENSG00000142669,SH3BGRL3,165,0.20824,184,0.38742,97,-0.6341,192,0.54252,178,0.33353,160,0.15792,69,-1.2625
ENSG00000198830,HMGN2,223,0.34339,317,0.95168,206,0.21251,176,-0.0482,147,-0.3312,80,-1.2628,151,-0.3268
ENSG00000117713,ARID1A,120,0.46272,75,-0.3059,102,0.19985,73,-0.3742,80,-0.1940,87,-0.0560,101,0.21636
ENSG00000204160,ZDHHC18,10,-1.1887,13,-0.8957,12,-0.9087,32,0.65397,30,0.47496,25,0.18389,24,0.14548
ENSG00000142751,GPN2,59,1.39196,5,-2.3676,36,0.51436,21,-0.4458,19,-0.5014,16,-0.8237,31,0.27845
ENSG00000090273,NUDC,128,-0.7783,225,0.11864,242,0.23792,273,0.51061,197,-0.1012,163,-0.3996,192,-0.1578
ENSG00000253368,TRNP1,8,-2.9105,41,-0.4511,88,0.79042,71,0.48936,52,-0.0858,58,0.08509,53,-0.0747
ENSG00000090020,SLC9A1,0,-6.3401,19,-0.4241,13,-0.9544,35,0.67521,35,0.57288,51,1.22881,17,-0.6286
ENSG00000142784,WDTC1,23,-0.4606,60,1.11924,15,-1.1500,31,0.01838,24,-0.4121,31,0.02072,32,0.03970
ENSG00000186501,TMEM222,57,0.18703,60,0.27718,20,-1.3989,54,0.12878,77,0.69470,79,0.73588,27,-1.0670
ENSG00000158195,WASF2,153,2.25981,86,1.10259,20,-1.2291,14,-1.8970,24,-0.9562,17,-1.4497,38,-0.3057
ENSG00000126705,AHDC1,95,0.84522,41,-0.5246,42,-0.4962,43,-0.5234,59,0.03979,59,0.03168,68,0.31541
ENSG00000126709,IFI6,79,-0.4588,137,0.42841,81,-0.4278,94,-0.2172,142,0.47861,185,0.94068,71,-0.7122
ENSG00000009780,FAM76A,41,0.79202,19,-0.4698,19,-0.4590,25,0.00976,28,0.13731,36,0.57944,17,-0.6471
ENSG00000117758,STX12,98,-0.2230,103,-0.1335,118,0.08442,114,0.02344,128,0.20658,139,0.34540,99,-0.2308
ENSG00000117751,PPP1R8,29,-0.0688,45,0.64774,18,-0.8343,37,0.36102,21,-0.5789,33,0.14667,27,-0.2197
ENSG00000117748,RPA2,32,-0.4015,33,-0.3569,58,0.55409,46,0.18494,20,-1.0900,62,0.65552,38,-0.1530
ENSG00000126698,DNAJC8,247,0.27686,191,-0.1436,164,-0.3841,159,-0.4818,186,-0.1803,197,-0.0927,287,0.62129
ENSG00000130770,ATP5IF1,129,-1.6949,334,-0.2319,735,1.10059,531,0.62379,167,-1.3049,344,-0.1842,351,-0.1720
ENSG00000204138,PHACTR4,116,2.28502,19,-0.8982,29,-0.2261,11,-1.8505,34,-0.0087,9,-1.9292,37,0.19398
ENSG00000198492,YTHDF2,71,-0.5652,62,-0.7700,98,-0.0491,73,-0.5813,124,0.33232,127,0.36641,142,0.65919
ENSG00000116350,SRSF4,110,0.75688,70,-0.0008,78,0.18556,49,-0.6404,49,-0.5537,80,0.22311,72,0.05914
ENSG00000116353,MECR,23,-0.2886,19,-0.5649,37,0.45999,49,1.16105,8,-1.8598,18,-0.6556,23,-0.3234
ENSG00000162512,SDC3,103,-0.0930,161,0.64847,83,-0.4326,57,-1.1103,111,0.02030,92,-0.2710,159,0.74140
ENSG00000134644,PUM1,217,0.20767,137,-0.5314,113,-0.8273,151,-0.4200,317,0.85305,220,0.22868,207,0.14849
ENSG00000121766,ZCCHC17,137,0.00194,92,-0.6388,125,-0.1462,138,0.00849,127,-0.1216,129,-0.0973,174,0.45941
ENSG00000121769,FABP3,25,-1.6030,16,-2.2623,98,0.51611,95,0.53968,75,0.08435,125,0.94523,58,-0.3903
ENSG00000162517,PEF1,27,-1.5507,56,-0.4760,86,0.22234,82,0.15269,63,-0.2879,116,0.72281,83,0.17904
ENSG00000084636,COL16A1,85,1.18074,74,0.93947,23,-0.9846,44,0.05669,42,-0.0099,27,-0.7008,22,-1.1298
ENSG00000121753,ADGRB2,113,-1.0866,156,-0.5840,121,-0.9836,297,0.52900,242,0.11351,306,0.50622,250,0.19282
ENSG00000184007,PTP4A2,871,2.28837,241,-0.0905,122,-1.1500,190,-0.5208,186,-0.5005,158,-0.7556,168,-0.7373
ENSG00000121774,KHDRBS1,157,-0.0339,172,0.11637,207,0.42649,153,-0.0796,169,0.09130,129,-0.3403,150,-0.1230
ENSG00000025800,KPNA6,101,0.13732,45,-1.1430,86,-0.1238,81,-0.2505,136,0.63191,86,-0.1201,110,0.32508
ENSG00000084652,TXLNA,51,0.88525,24,-0.3457,36,0.28816,26,-0.2949,26,-0.2454,29,-0.0881,27,-0.1841
ENSG00000084623,EIF3I,38,-1.5227,97,-0.0735,135,0.46159,116,0.23472,80,-0.3767,90,-0.1956,123,0.35375
ENSG00000175130,MARCKSL1,717,2.74468,277,0.77762,115,-0.6610,81,-1.3123,123,-0.5587,32,-2.5754,72,-1.4878
ENSG00000160058,BSDC1,88,0.54332,49,-0.4192,55,-0.2247,66,0.08766,51,-0.3480,77,0.32542,59,-0.1387
ENSG00000176261,ZBTB8OS,30,-0.1697,59,0.96992,35,0.11607,34,0.07160,19,-0.8732,24,-0.4757,31,-0.1327
ENSG00000162521,RBBP4,151,0.46361,107,-0.0999,94,-0.3094,88,-0.4528,80,-0.5648,131,0.22895,143,0.43403
ENSG00000134684,YARS,29,-2.1032,52,-1.2715,180,0.71655,153,0.51420,121,0.05554,159,0.50260,104,-0.2209
ENSG00000160097,FNDC5,1,-5.0070,18,-1.2520,80,1.18494,48,0.33631,31,-0.4181,51,0.39331,42,0.09086
ENSG00000121905,HPCA,25,-2.7525,99,-0.7080,148,-0.0718,304,1.43165,133,-0.2459,162,0.07004,110,-0.6085
ENSG00000121900,TMEM54,24,-0.2882,39,0.51128,16,-0.8907,55,1.35612,17,-0.8399,14,-1.1270,19,-0.6848
ENSG00000004455,AK2,72,1.50789,40,0.44822,13,-1.2716,40,0.55618,9,-1.8238,27,-0.1624,15,-1.1736
ENSG00000142920,AZIN2,9,-1.2771,21,0.00662,12,-0.7768,28,0.60885,33,0.76553,30,0.59883,12,-0.8913
ENSG00000160094,ZNF362,30,0.54935,27,0.35996,35,0.79903,23,0.16188,19,-0.2201,17,-0.3697,9,-1.3443
ENSG00000134686,PHC2,83,0.68218,50,-0.1437,49,-0.1900,69,0.42910,57,0.04764,60,0.14309,29,-1.0805
ENSG00000163866,SMIM12,34,-0.9374,33,-0.9517,64,0.07146,78,0.45326,60,-0.0357,94,0.70861,56,-0.1708
ENSG00000116544,DLGAP3,24,-1.0289,83,0.95478,24,-1.0392,51,0.13448,48,0.00528,38,-0.3402,53,0.22103
ENSG00000163867,ZMYM6,22,-0.2174,14,-0.8977,43,0.91011,21,-0.2911,24,-0.1039,22,-0.2017,29,0.28565
ENSG00000116560,SFPQ,605,1.42882,165,-0.7579,289,0.12941,138,-1.1379,229,-0.2431,192,-0.5233,323,0.36246
ENSG00000146463,ZMYM4,55,-0.1459,73,0.30748,39,-0.6876,49,-0.3759,85,0.56162,54,-0.1798,70,0.27525
ENSG00000142687,KIAA0319L,51,-0.4682,57,-0.2823,76,0.17235,49,-0.5841,97,0.58044,88,0.41199,74,0.14685
ENSG00000020129,NCDN,102,-2.3977,213,-1.3003,431,-0.2107,729,0.78522,367,-0.4642,691,0.56949,578,0.31002
ENSG00000126067,PSMB2,68,-0.6587,61,-0.8254,121,0.26575,105,0.03255,103,0.00059,149,0.61031,108,0.08481
ENSG00000142686,C1orf216,25,-2.0530,67,-0.5673,78,-0.3301,140,0.74569,126,0.44180,127,0.45978,81,-0.3149
ENSG00000092847,AGO1,88,0.96403,43,-0.2359,38,-0.4095,40,-0.4046,52,0.07777,51,0.05033,48,-0.0754
ENSG00000126070,AGO3,121,1.40894,26,-1.1278,43,-0.3414,24,-1.3158,53,-0.0073,42,-0.3812,74,0.62430
ENSG00000054116,TRAPPC3,33,-0.1972,31,-0.2976,46,0.32092,54,0.70960,22,-0.8537,26,-0.5953,36,-0.0629
ENSG00000116871,MAP7D1,286,0.56870,157,-0.4092,222,0.14328,242,0.32698,203,-0.0046,196,-0.0614,141,-0.6430
ENSG00000054118,THRAP3,163,-0.0937,117,-0.6151,175,0.01953,111,-0.7781,225,0.43430,157,-0.1507,248,0.71142
ENSG00000196182,STK40,7,-1.5542,28,0.58168,10,-1.0765,22,0.16944,21,0.08289,17,-0.2238,26,0.50750
ENSG00000181817,LSM10,1,-4.3572,34,0.21277,45,0.71549,45,0.83581,13,-1.2084,39,0.46714,21,-0.5772
ENSG00000116898,MRPS15,32,-0.5959,35,-0.4339,56,0.31118,72,0.87674,31,-0.6039,43,-0.1190,38,-0.3672
ENSG00000163873,GRIK3,49,1.03748,2,-3.4115,28,0.11743,19,-0.5417,102,2.55329,16,-0.7796,1,-4.8746
ENSG00000163875,MEAF6,78,-0.7835,97,-0.4562,158,0.32858,155,0.34717,93,-0.5211,165,0.40840,130,0.01591
ENSG00000134697,GNL2,27,0.15160,17,-0.5906,20,-0.2946,18,-0.5498,19,-0.4144,12,-1.0631,44,1.24318
ENSG00000185090,MANEAL,9,-1.5326,9,-1.6064,29,0.19698,42,0.99506,12,-1.1602,24,-0.0836,32,0.39067
ENSG00000197982,C1orf122,182,0.36655,245,0.87446,132,-0.1590,202,0.63958,115,-0.3710,72,-1.0996,80,-1.0288
ENSG00000183431,SF3A3,43,-0.3601,27,-1.0744,64,0.25290,56,0.03930,71,0.44436,69,0.38067,52,-0.0756
ENSG00000183520,UTP11,12,-1.5737,34,0.02859,31,-0.1023,28,-0.2921,21,-0.7199,37,0.14550,55,0.98433
ENSG00000116954,RRAGC,66,0.48470,36,-0.4948,25,-1.0438,51,0.06621,28,-0.8633,63,0.41923,61,0.40681
