Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000097021,ACOT7,51,-2.2669,179,-0.3720,388,1.30740,251,0.16695,221,-0.0409,113,-1.0815,62,-1.9823
ENSG00000215788,TNFRSF25,4,-2.9716,21,-0.7471,40,0.36543,15,-1.2535,53,0.84798,15,-1.2144,57,0.85834
ENSG00000171680,PLEKHG5,8,-1.9123,26,-0.0912,32,0.30470,27,-0.0449,41,0.71904,23,-0.2932,16,-0.8296
ENSG00000162408,NOL9,41,-0.0948,71,0.80927,51,0.31525,30,-0.5691,35,-0.3889,47,0.11617,25,-0.8640
ENSG00000162413,KLHL21,33,-0.4695,46,0.04016,54,0.40504,38,-0.2522,47,0.07514,50,0.17490,25,-0.9079
ENSG00000116273,PHF13,10,-0.6738,13,-0.3037,23,0.83246,16,0.04888,12,-0.4400,10,-0.7387,16,-0.0267
ENSG00000007923,DNAJC11,30,-0.6266,60,0.48336,52,0.34096,53,0.29924,30,-0.6658,38,-0.2428,46,0.06823
ENSG00000171735,CAMTA1,156,-1.3502,533,0.57773,455,0.42028,349,-0.1139,352,-0.1122,296,-0.3727,343,-0.1410
ENSG00000049245,VAMP3,91,1.83665,11,-1.5623,19,-0.9454,22,-0.5594,18,-0.9125,61,1.07356,38,0.30517
ENSG00000049246,PER3,64,0.70856,21,-1.0342,34,-0.3838,48,0.22923,37,-0.2243,65,0.73675,42,-0.0018
ENSG00000116288,PARK7,154,-1.0771,157,-1.0547,295,-0.0943,347,0.18614,505,0.95654,415,0.48166,122,-1.4323
ENSG00000116285,ERRFI1,13,-1.2376,31,0.09604,41,0.76410,29,-0.0212,33,0.22775,19,-0.6895,11,-1.4916
ENSG00000162426,SLC45A1,5,-2.2978,25,-0.0861,42,1.10196,27,0.03956,19,-0.5585,16,-0.7679,25,-0.0795
ENSG00000142599,RERE,188,0.43175,125,-0.2266,154,0.13522,111,-0.4098,148,0.04719,109,-0.4308,150,0.06740
ENSG00000074800,ENO1,308,-0.9417,415,-0.4818,599,0.12950,681,0.30707,475,-0.2994,1108,1.14001,372,-0.6519
ENSG00000171612,SLC25A33,16,-1.5465,41,-0.0953,27,-0.8964,55,0.37433,48,0.16475,104,1.48452,44,0.00063
ENSG00000171608,PIK3CD,5,-1.4970,35,1.49681,22,0.89365,15,0.08288,2,-2.5833,7,-1.1469,12,-0.2213
ENSG00000171603,CLSTN1,264,-1.5972,695,-0.1147,1149,1.00201,546,-0.4935,774,0.06610,445,-0.8088,518,-0.5751
ENSG00000178585,CTNNBIP1,35,0.01809,53,0.68635,35,0.01794,54,0.73851,17,-1.1474,51,0.64315,13,-1.4570
ENSG00000162441,LZIC,95,1.04963,47,-0.1119,30,-0.9652,45,-0.1909,49,-0.0537,77,0.68084,54,0.09042
ENSG00000130939,UBE4B,61,0.56781,40,-0.1230,57,0.62200,54,0.38452,26,-0.8503,26,-0.7832,25,-0.8132
ENSG00000054523,KIF1B,581,0.65310,424,0.13520,364,-0.1418,486,0.35765,320,-0.3484,391,0.00176,288,-0.4781
ENSG00000142657,PGD,54,-0.0667,45,-0.3571,84,0.91118,60,0.10627,41,-0.5567,47,-0.2848,24,-1.3304
ENSG00000241563,CORT,20,-0.6557,18,-0.7632,52,1.27604,6,-2.3278,17,-0.9718,43,0.55266,27,-0.1938
ENSG00000160049,DFFA,85,0.95728,51,0.10362,33,-0.7037,42,-0.2151,36,-0.4913,84,0.94459,44,-0.1148
ENSG00000142655,PEX14,10,-0.9516,13,-0.5321,29,1.09881,10,-0.8370,20,0.22070,15,-0.3025,5,-1.8997
ENSG00000120948,TARDBP,115,0.35808,69,-0.4414,109,0.36184,79,-0.2314,93,0.01621,91,-0.0102,52,-0.8801
ENSG00000271895,AL109811.2,16,-0.4685,17,-0.4378,30,0.67485,22,0.03584,20,-0.1842,19,-0.2204,16,-0.4763
ENSG00000116649,SRM,44,-0.8974,76,-0.0765,76,-0.0919,79,-0.0019,100,0.43590,77,-0.0499,89,0.18382
ENSG00000171824,EXOSC10,53,0.84156,19,-0.7896,32,0.01509,18,-0.8562,32,0.02063,26,-0.3334,42,0.42990
ENSG00000198793,MTOR,24,-0.7790,14,-1.5366,48,0.41669,24,-0.7356,53,0.56050,45,0.21454,36,-0.1284
ENSG00000116661,FBXO2,97,-0.8697,110,-0.6755,161,-0.1074,119,-0.5595,178,0.08418,348,1.21622,184,0.12774
ENSG00000132879,FBXO44,50,-1.3572,147,0.31770,162,0.65468,94,-0.3853,108,-0.1893,87,-0.5069,124,0.05023
ENSG00000116670,MAD2L2,24,0.06757,15,-0.5966,16,-0.6327,15,-0.6680,40,1.11192,14,-0.7967,31,0.48336
ENSG00000177000,MTHFR,19,-0.2495,11,-1.0633,32,0.78029,28,0.35407,18,-0.4250,23,0.00176,13,-0.8356
ENSG00000011021,CLCN6,31,-1.5279,123,0.60161,109,0.54349,65,-0.4093,82,-0.0598,87,0.04733,51,-0.7868
ENSG00000116685,KIAA2013,54,0.61970,28,-0.4358,41,0.18893,27,-0.5108,38,0.03083,38,0.06139,26,-0.5531
ENSG00000083444,PLOD1,19,0.00608,11,-0.8146,14,-0.4769,14,-0.4466,17,-0.1743,39,1.23767,26,0.55585
ENSG00000116688,MFN2,125,-0.1527,121,-0.2150,174,0.50734,142,0.03957,136,-0.0309,121,-0.2058,77,-0.8988
ENSG00000048707,VPS13D,68,0.16008,78,0.38895,77,0.47845,47,-0.4343,43,-0.6075,44,-0.5222,61,-0.0009
ENSG00000162496,DHRS3,38,0.19149,31,-0.0957,19,-1.0542,42,0.35279,12,-1.6098,99,1.91423,42,0.38876
ENSG00000116731,PRDM2,175,0.12738,195,0.30143,160,-0.0185,63,-1.4536,154,-0.0867,75,-1.1893,321,1.15213
ENSG00000189337,KAZN,98,0.85577,58,-0.0095,69,0.35841,45,-0.3973,34,-0.9157,40,-0.5995,67,0.23228
ENSG00000142634,EFHD2,52,-0.3199,149,1.44092,90,0.76517,48,-0.4408,14,-2.4187,36,-0.8936,57,-0.1976
ENSG00000116138,DNAJC16,18,-1.0030,40,0.20009,41,0.27888,24,-0.5951,44,0.39652,29,-0.3234,34,-0.0899
ENSG00000197312,DDI2,31,0.01576,21,-0.5723,38,0.42537,21,-0.5853,28,-0.1553,30,-0.0170,35,0.19697
ENSG00000116786,PLEKHM2,55,-0.9632,139,0.48642,75,-0.6118,166,0.78850,110,0.12382,124,0.29928,100,-0.0489
ENSG00000065526,SPEN,355,1.95444,98,-0.2915,56,-1.3397,45,-1.4734,85,-0.5682,99,-0.2771,240,1.20764
ENSG00000116809,ZBTB17,25,0.06491,21,-0.2125,21,-0.2529,34,0.54024,21,-0.2142,22,-0.1639,33,0.51764
ENSG00000037637,FBXO42,17,-0.5625,18,-0.4342,33,0.67777,8,-1.7190,19,-0.4433,22,-0.1890,42,0.88806
ENSG00000055070,SZRD1,40,0.40552,46,0.62647,19,-0.9250,29,-0.1315,24,-0.4452,45,0.59066,47,0.67400
ENSG00000219481,NBPF1,29,0.65865,17,-0.1893,15,-0.5184,12,-0.6721,24,0.41143,31,0.76190,11,-0.8404
ENSG00000159363,ATP13A2,36,-1.7633,200,0.91319,158,0.69775,148,0.40191,78,-0.6630,87,-0.4393,52,-1.2346
ENSG00000117118,SDHB,30,-1.2716,53,-0.4393,94,0.66504,58,-0.2995,82,0.28893,90,0.41065,21,-1.8349
ENSG00000117115,PADI2,321,2.46859,59,-0.5486,26,-2.0134,42,-1.0641,49,-0.9019,152,0.98595,87,0.05986
ENSG00000179051,RCC2,4,-2.4191,25,0.38983,32,1.16417,25,0.38813,11,-0.9272,11,-0.9082,12,-0.7096
ENSG00000074964,ARHGEF10L,13,-0.7499,23,0.06423,18,-0.4059,40,0.97784,17,-0.3906,17,-0.3641,37,0.88618
ENSG00000117154,IGSF21,39,-0.9058,47,-0.6254,92,0.60557,70,0.01753,71,0.03706,61,-0.1989,62,-0.1923
ENSG00000159423,ALDH4A1,24,-0.6245,53,0.59873,21,-1.0163,58,0.75254,34,-0.1349,75,1.20460,24,-0.6316
ENSG00000127481,UBR4,45,0.94263,23,-0.1566,21,-0.3876,7,-1.9188,23,-0.1943,34,0.44417,38,0.63826
ENSG00000127463,EMC1,31,-0.4511,31,-0.4222,53,0.57239,36,-0.1911,49,0.32336,36,-0.2235,18,-1.2316
ENSG00000053372,MRTO4,15,-1.3724,47,0.37899,51,0.71214,33,-0.1755,36,-0.0815,30,-0.3565,22,-0.8106
ENSG00000053371,AKR7A2,49,0.22669,27,-0.7061,36,-0.3043,45,0.08143,43,0.04134,82,1.09142,26,-0.7425
ENSG00000077549,CAPZB,115,-0.5036,138,-0.2203,174,0.18289,175,0.14901,151,-0.0985,173,0.13252,168,0.08478
ENSG00000173436,MICOS10,111,-1.2597,148,-0.8254,220,-0.2724,383,0.68988,372,0.74502,338,0.48162,134,-0.9840
ENSG00000158747,NBL1,76,-1.1734,227,0.54395,188,0.30824,164,0.00767,127,-0.4391,152,-0.1076,191,0.25832
ENSG00000169914,OTUD3,13,-0.3692,26,0.69074,21,0.44445,14,-0.2545,11,-0.6933,14,-0.2747,16,-0.0467
ENSG00000162545,CAMK2N1,840,-1.3134,1326,-0.6175,1281,-0.8162,1683,-0.2452,3680,1.26208,2245,0.21693,2337,0.28184
ENSG00000090432,MUL1,14,-0.4762,24,0.38036,19,-0.0502,14,-0.4851,28,0.69344,16,-0.2371,11,-0.8161
ENSG00000158828,PINK1,199,-1.0663,478,0.31069,461,0.33450,448,0.20581,421,0.11809,376,-0.0767,218,-0.9232
ENSG00000244038,DDOST,11,-1.6317,13,-1.3704,43,0.68791,27,-0.2410,43,0.58635,31,-0.0405,18,-0.8150
ENSG00000117245,KIF17,6,-2.1926,29,0.18552,34,0.64953,12,-1.1972,35,0.59707,19,-0.4921,17,-0.6011
ENSG00000189410,SH2D5,6,-3.3156,58,-0.0160,82,0.72722,47,-0.3588,88,0.75810,26,-1.2395,31,-0.9867
ENSG00000127483,HP1BP3,383,0.65049,238,-0.1282,246,-0.0970,159,-0.7547,217,-0.3054,253,-0.0276,373,0.60798
ENSG00000075151,EIF4G3,203,0.31826,124,-0.4692,186,0.23438,145,-0.2264,144,-0.2595,93,-0.9098,256,0.70679
ENSG00000117298,ECE1,30,1.02298,19,0.28214,14,-0.3445,6,-1.4843,5,-1.9476,24,0.60317,33,1.17845
ENSG00000076864,RAP1GAP,54,-1.1410,146,0.39974,171,0.92679,71,-0.7480,109,-0.0738,64,-0.8855,73,-0.6880
ENSG00000090686,USP48,125,0.96561,46,-0.6539,65,-0.1469,67,-0.0649,62,-0.2081,40,-0.8721,102,0.61627
ENSG00000070831,CDC42,179,-0.2540,219,0.06826,278,0.61843,209,-0.0056,192,-0.1540,179,-0.2507,94,-1.2354
ENSG00000004487,KDM1A,22,-1.3253,29,-0.9563,69,0.57631,88,0.83382,54,0.03909,41,-0.4028,35,-0.6458
ENSG00000169641,LUZP1,47,-1.2876,145,0.45878,127,0.31314,101,-0.1262,76,-0.6213,61,-0.8943,206,1.05859
ENSG00000125944,HNRNPR,176,0.46856,77,-0.8425,149,0.25474,111,-0.2753,160,0.35728,112,-0.2612,77,-0.8368
ENSG00000117318,ID3,37,0.80570,1,-4.4054,1,-4.3011,0,-8.0082,0,-6.9324,104,2.87684,83,2.33366
ENSG00000142676,RPL11,550,0.53738,170,-1.3040,238,-0.9580,386,-0.0437,506,0.45667,686,0.91233,442,0.17751
ENSG00000011007,ELOA,42,0.66844,24,-0.2236,24,-0.2714,24,-0.2117,25,-0.1998,13,-1.1429,52,1.04774
ENSG00000057757,PITHD1,122,-0.6688,159,-0.2614,262,0.75212,253,0.48745,175,-0.1263,111,-0.8144,94,-1.0761
ENSG00000011009,LYPLA2,16,-0.6198,22,-0.1584,27,0.23906,26,0.11212,30,0.37599,21,-0.2268,16,-0.6242
ENSG00000117305,HMGCL,11,-0.5720,15,-0.0894,13,-0.4595,9,-0.8353,26,0.90615,27,0.82335,9,-0.8966
ENSG00000189266,PNRC2,58,-0.1137,29,-1.1781,67,0.12777,52,-0.2854,69,0.18041,83,0.45222,66,0.07664
ENSG00000188529,SRSF10,87,0.45090,44,-0.6221,68,0.07135,45,-0.6047,77,0.27628,63,-0.0755,62,-0.0911
ENSG00000001461,NIPAL3,308,1.86557,107,-0.0005,97,-0.1909,82,-0.4129,52,-1.1923,71,-0.6291,102,-0.0618
ENSG00000133226,SRRM1,535,2.01418,92,-0.9682,81,-1.3770,62,-1.5721,78,-1.3249,75,-1.2791,560,2.11090
ENSG00000169504,CLIC4,244,3.07166,27,-0.9347,16,-1.9350,30,-0.8052,6,-3.1428,71,0.57954,66,0.44770
ENSG00000117614,SYF2,136,0.55539,77,-0.3495,68,-0.6636,44,-1.2232,112,0.26419,128,0.45371,153,0.75683
ENSG00000117616,RSRP1,114,0.51132,62,-0.4748,112,0.65335,45,-0.9488,62,-0.5098,76,-0.1551,77,-0.1314
ENSG00000183726,TMEM50A,61,-0.5446,68,-0.3890,89,0.06231,66,-0.4405,127,0.71858,104,0.28840,48,-0.9268
ENSG00000204178,MACO1,71,0.56504,40,-0.3552,47,-0.1215,23,-1.2121,52,0.05267,31,-0.7442,92,1.00585
ENSG00000117643,MAN1C1,16,-1.7243,26,-1.0091,65,0.57805,47,-0.0917,66,0.52237,35,-0.5285,47,-0.0847
ENSG00000162430,SELENON,27,-0.4407,27,-0.4269,28,-0.4780,36,0.01427,43,0.36813,50,0.56089,45,0.38907
ENSG00000117640,MTFR1L,52,-0.8133,103,0.25659,102,0.30668,118,0.47916,80,-0.1809,76,-0.2372,67,-0.4344
ENSG00000117632,STMN1,782,-0.7403,1132,-0.1624,1676,0.64399,1430,0.21298,1437,0.25057,779,-0.7443,510,-1.3890
ENSG00000158008,EXTL1,11,-2.3226,98,0.98665,63,0.31153,67,0.33201,41,-0.4602,52,-0.0638,42,-0.3920
ENSG00000175087,PDIK1L,15,-0.0415,18,0.19035,25,1.09283,4,-2.0399,9,-0.8472,19,0.27815,7,-1.2233
ENSG00000142684,ZNF593,4,-2.6407,29,0.12189,36,0.62901,17,-0.7064,32,0.33986,19,-0.5400,27,0.01482
ENSG00000142669,SH3BGRL3,161,0.08871,185,0.31241,187,0.44062,217,0.57823,102,-0.6927,122,-0.3514,75,-1.1091
ENSG00000158062,UBXN11,11,-1.0419,35,0.71661,13,-1.0172,36,0.77995,24,0.14346,39,0.88256,16,-0.4959
ENSG00000117682,DHDDS,11,-0.7352,29,0.77336,25,0.66317,18,-0.0513,10,-0.9939,11,-0.7116,18,0.02602
ENSG00000198830,HMGN2,315,0.46645,129,-0.9416,191,-0.4266,183,-0.4043,264,0.19949,421,0.95727,219,-0.1241
ENSG00000117713,ARID1A,116,0.66724,62,-0.3468,78,0.01845,36,-1.1789,72,-0.1212,102,0.44873,79,0.02578
ENSG00000204160,ZDHHC18,12,-0.7181,21,0.10361,28,0.74957,5,-2.1189,19,-0.0891,16,-0.2911,22,0.19444
ENSG00000142751,GPN2,29,0.72730,23,0.28937,16,-0.2629,23,0.34862,19,0.04254,16,-0.2889,9,-1.0828
ENSG00000090273,NUDC,132,-0.8516,183,-0.3473,235,0.05771,364,0.77249,273,0.33046,196,-0.2422,156,-0.5922
ENSG00000253368,TRNP1,9,-2.7578,51,-0.2266,79,0.61966,115,1.10817,60,0.02391,39,-0.6347,22,-1.5167
ENSG00000090020,SLC9A1,8,-1.5791,55,1.54562,30,0.63509,18,-0.3391,12,-0.9858,6,-1.8678,21,-0.0446
ENSG00000142784,WDTC1,24,-0.7191,61,0.78555,35,-0.1694,39,0.04285,37,-0.0306,45,0.28271,31,-0.3206
ENSG00000186501,TMEM222,53,-0.0215,87,0.79681,53,-0.0099,63,0.27306,46,-0.2774,40,-0.4536,41,-0.4220
ENSG00000158195,WASF2,152,1.86953,41,-0.3761,22,-1.5237,34,-0.6681,31,-0.8604,59,0.20797,106,1.19254
ENSG00000126705,AHDC1,38,-0.3294,76,0.78233,52,0.18423,37,-0.3695,37,-0.4267,51,0.11884,41,-0.2185
ENSG00000126709,IFI6,112,-0.0139,166,0.62917,150,0.63018,98,-0.2310,48,-1.4228,115,0.03509,92,-0.3256
ENSG00000009780,FAM76A,25,0.05037,12,-1.0323,26,0.15100,21,-0.2003,29,0.32380,14,-0.8469,34,0.52900
ENSG00000117758,STX12,115,0.04559,104,-0.1140,128,0.29043,117,0.07919,116,0.06417,110,-0.0224,55,-1.1011
ENSG00000117751,PPP1R8,40,0.22159,31,-0.1671,47,0.63486,32,-0.1520,27,-0.4361,37,0.08522,15,-1.2929
ENSG00000117748,RPA2,31,-0.6319,18,-1.4453,59,0.54273,41,-0.1959,63,0.58023,41,-0.1744,27,-0.8149
ENSG00000126698,DNAJC8,176,0.11024,134,-0.3305,143,-0.2797,101,-0.7629,196,0.32194,176,0.11097,237,0.59969
ENSG00000130770,ATP5IF1,130,-1.6615,130,-1.6670,392,0.04274,496,0.41568,674,1.11138,364,-0.0877,198,-1.0314
ENSG00000204138,PHACTR4,101,2.24037,30,0.07163,9,-2.0191,18,-0.7430,13,-1.3320,20,-0.5575,68,1.44918
ENSG00000180098,TRNAU1AP,31,0.63661,17,-0.3297,21,-0.0554,12,-0.7947,29,0.56422,11,-0.9592,20,-0.0762
ENSG00000120656,TAF12,10,-0.6751,12,-0.4817,19,0.27851,26,0.74329,20,0.39389,14,-0.2828,5,-1.7759
ENSG00000198492,YTHDF2,56,-0.6317,87,0.05607,130,1.02813,70,-0.2906,68,-0.3664,67,-0.3601,31,-1.5006
ENSG00000116329,OPRD1,2,-2.9487,20,0.44982,24,1.02083,8,-0.9164,19,0.43561,4,-1.8407,8,-1.0612
ENSG00000159023,EPB41,6,-1.4920,18,0.07462,16,-0.0708,11,-0.6238,15,-0.2385,16,-0.0524,39,1.41510
ENSG00000116350,SRSF4,125,0.88352,87,0.28018,60,-0.3891,19,-1.9991,54,-0.5100,44,-0.7784,167,1.40394
ENSG00000116353,MECR,12,-1.2126,32,0.27191,36,0.62808,26,-0.0625,27,0.00933,35,0.41120,3,-3.2453
ENSG00000060656,PTPRU,12,-0.2497,17,0.27492,20,0.78787,3,-2.0973,7,-1.2203,13,-0.1855,23,0.77286
ENSG00000162512,SDC3,180,0.41928,189,0.49962,103,-0.5741,139,-0.0009,86,-0.8169,246,0.95226,153,0.15635
ENSG00000134644,PUM1,187,0.03622,233,0.39671,206,0.25888,142,-0.3985,193,0.10225,121,-0.6484,138,-0.4418
ENSG00000121766,ZCCHC17,138,0.00933,109,-0.3663,146,0.12623,122,-0.1905,172,0.42103,62,-1.2284,160,0.24833
ENSG00000121769,FABP3,16,-1.9335,84,0.63548,86,0.93824,69,0.30134,47,-0.3444,32,-0.8846,18,-1.7530
ENSG00000162517,PEF1,37,-0.8136,58,-0.1153,78,0.46854,54,-0.2334,76,0.36448,59,-0.0784,31,-1.0718
ENSG00000084636,COL16A1,54,1.07418,25,-0.2084,24,-0.3059,14,-1.0689,15,-1.0600,35,0.34627,52,1.02216
ENSG00000121753,ADGRB2,83,-1.3798,205,0.00957,249,0.44133,253,0.35294,254,0.41545,140,-0.5822,96,-1.1660
ENSG00000184007,PTP4A2,1082,2.82387,173,-0.5469,132,-1.1564,154,-0.7263,155,-0.7842,123,-1.0662,215,-0.2097
ENSG00000121774,KHDRBS1,138,-0.3714,136,-0.3861,184,0.10941,160,-0.1384,200,0.25483,192,0.15825,165,-0.0884
ENSG00000121775,TMEM39B,16,0.18077,25,0.91151,16,0.20159,20,0.52298,10,-0.6278,4,-1.9734,12,-0.3402
ENSG00000025800,KPNA6,48,-0.3555,41,-0.5778,67,0.23417,33,-0.9230,57,-0.0686,53,-0.1761,107,0.96534
ENSG00000084652,TXLNA,39,0.27783,39,0.28205,33,-6.4191,26,-0.3642,27,-0.3370,24,-0.4938,47,0.60381
ENSG00000160050,CCDC28B,15,-0.5954,18,-0.2754,12,-1.0157,12,-0.8684,34,0.88475,29,0.49756,35,0.81733
ENSG00000084623,EIF3I,50,-1.0203,71,-0.4887,124,0.53495,129,0.46699,102,0.08230,94,-0.0465,50,-1.0164
ENSG00000175130,MARCKSL1,702,2.48800,156,-0.2527,68,-1.7632,106,-0.8388,87,-1.2386,336,1.02297,146,-0.3509
ENSG00000160058,BSDC1,72,0.31292,54,-0.1371,69,0.32455,50,-0.2453,67,0.23986,33,-0.9133,40,-0.5985
ENSG00000160062,ZBTB8A,5,-1.8485,12,-0.6395,13,-0.5501,8,-1.1537,32,1.08634,5,-1.9089,47,1.61567
ENSG00000176261,ZBTB8OS,32,-0.0296,16,-1.1041,29,-0.2341,34,0.08487,45,0.61604,49,0.67039,17,-0.9913
