Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000205090,TMEM240,8,-1.6410,3,-2.8905,8,-1.4947,12,-1.0036,24,0.01952,36,0.69836,29,0.36154,24,0.02022,19,-0.2933,62,1.63264,32,0.50332
ENSG00000160075,SSU72,21,-2.8195,190,0.52221,132,-0.0612,183,0.45517,72,-0.9912,151,0.14882,103,-0.4513,106,-0.4121,254,1.00974,143,0.06459,158,0.22111
ENSG00000228594,FNDC10,18,-0.5031,18,-0.5133,8,-1.7037,32,0.40269,18,-0.4736,38,0.67018,18,-0.5194,28,0.18810,15,-0.7698,43,0.87993,38,0.69471
ENSG00000197530,MIB2,6,-1.9327,4,-2.4417,9,-1.4113,18,-0.4118,19,-0.3070,42,0.90674,1,-3.7361,29,0.31685,49,1.20437,59,1.53598,23,-0.0641
ENSG00000248333,CDK11B,103,1.48775,5,-3.1921,16,-1.4650,55,0.39595,30,-0.5563,27,-0.6930,47,0.14275,112,1.63726,8,-2.5339,29,-0.6003,38,-0.1734
ENSG00000008130,NADK,7,-1.5520,6,-1.8795,26,0.30617,34,0.75211,24,0.16796,17,-0.3094,15,-0.4995,19,-0.1547,24,0.20954,47,1.30869,14,-0.6466
ENSG00000078369,GNB1,183,-1.6066,595,0.20303,504,-0.0600,626,0.28451,632,0.29942,594,0.20058,474,-0.1575,382,-0.4926,696,0.45720,537,0.03933,540,0.04779
ENSG00000187730,GABRD,9,-3.6000,101,-0.0988,66,-0.7539,97,-0.1518,33,-1.7847,113,0.07926,65,-0.7795,91,-0.2517,126,0.25909,256,1.47202,221,1.20672
ENSG00000067606,PRKCZ,77,-1.1676,152,-0.1307,109,-0.6548,208,0.36361,146,-0.1996,145,-0.2121,173,0.06788,159,-0.0596,251,0.67615,249,0.66317,152,-0.1343
ENSG00000162585,FAAP20,48,0.19059,94,1.31230,32,-0.4459,37,-0.2084,33,-0.3780,55,0.40363,17,-1.4174,16,-1.4733,80,1.01837,24,-0.8692,33,-0.3853
ENSG00000157933,SKI,55,0.23551,23,-1.1273,45,-0.0803,28,-0.8038,80,0.84400,51,0.10081,50,0.06584,34,-0.5436,98,1.18183,48,-0.0081,14,-1.8515
ENSG00000157916,RER1,30,-0.5691,39,-0.1637,61,0.56818,34,-0.3571,54,0.35992,27,-0.6925,18,-1.2728,29,-0.6079,60,0.54117,75,0.89980,45,0.08281
ENSG00000157870,PRXL2B,12,-2.1130,72,0.54086,50,-0.0415,58,0.19268,27,-0.9690,54,0.09342,35,-0.5698,43,-0.2711,92,0.95733,83,0.77518,37,-0.5033
ENSG00000158109,TPRG1L,23,-2.8289,158,0.00956,118,-0.4446,175,0.17820,102,-0.6652,108,-0.5793,145,-0.1163,149,-0.0838,284,0.98106,224,0.57617,237,0.66973
ENSG00000130764,LRRC47,47,-0.3893,21,-1.6085,43,-0.5338,41,-0.5948,100,0.83035,38,-0.7011,29,-1.1137,60,0.00979,56,-0.0984,115,1.07272,111,1.00181
ENSG00000116198,CEP104,116,1.95195,42,0.19050,37,-0.0239,8,-2.3197,8,-2.2138,26,-0.5404,47,0.34598,42,0.16187,42,0.16918,18,-1.1232,27,-0.5094
ENSG00000196581,AJAP1,17,-1.6478,15,-1.7942,56,0.16300,34,-0.6275,22,-1.2642,32,-0.7008,68,0.47105,100,1.13061,40,-0.3682,110,1.29455,62,0.32618
ENSG00000069424,KCNAB2,36,-2.5127,345,0.96159,114,-0.8093,209,0.13111,188,-0.0339,211,0.14369,137,-0.5265,129,-0.6214,304,0.74649,282,0.61870,161,-0.2840
ENSG00000116254,CHD5,358,0.26543,172,-0.8808,199,-0.6547,265,-0.2140,185,-0.7633,362,0.28336,465,0.69460,489,0.77839,200,-0.6501,332,0.14392,310,0.03355
ENSG00000116251,RPL22,733,0.54399,711,0.49398,592,0.19578,962,1.00240,477,-0.1473,615,0.25790,380,-0.5032,225,-1.2974,382,-0.4915,374,-0.5262,309,-0.8175
ENSG00000116237,ICMT,14,-1.3526,65,1.05933,45,0.42224,21,-0.7652,21,-0.7401,30,-0.2144,27,-0.3766,27,-0.3888,34,-0.0142,61,0.94967,32,-0.0904
ENSG00000097021,ACOT7,31,-2.1486,144,0.15241,46,-1.5984,164,0.36347,41,-1.7499,64,-1.1051,74,-0.8786,145,0.17032,234,0.95648,197,0.66120,298,1.38313
ENSG00000215788,TNFRSF25,3,-3.0090,11,-1.1000,14,-0.7371,15,-0.6146,7,-1.7565,21,-0.1187,5,-2.2267,46,1.16652,46,1.18130,71,1.95939,10,-1.1514
ENSG00000171680,PLEKHG5,0,-5.2512,3,-3.0029,15,-0.6351,23,0.02930,9,-1.3864,19,-0.2712,7,-1.7344,26,0.22891,78,2.17677,44,1.09691,24,0.10256
ENSG00000162408,NOL9,46,0.67842,3,-3.4009,37,0.32277,33,0.17694,9,-1.7766,43,0.59619,25,-0.2862,36,0.27611,27,-0.1492,38,0.38525,32,0.12307
ENSG00000162413,KLHL21,21,-0.2015,3,-2.7706,31,0.38934,20,-0.2731,7,-1.7432,23,-0.1055,16,-0.6369,37,0.65351,8,-1.6119,60,1.49724,41,0.83180
ENSG00000007923,DNAJC11,21,-0.7124,16,-1.1058,18,-0.9543,39,0.25185,46,0.53609,27,-0.3346,26,-0.3855,49,0.63817,24,-0.4986,57,0.87672,42,0.38458
ENSG00000171735,CAMTA1,129,-1.7623,440,0.11232,346,-0.2651,430,0.07914,392,-0.0697,336,-0.3096,743,0.98152,578,0.55591,356,-0.2215,268,-0.6580,487,0.27813
ENSG00000049246,PER3,35,-0.5640,14,-1.9484,80,0.75190,28,-0.8803,101,1.15892,39,-0.3943,49,-0.0319,52,0.06641,65,0.41469,42,-0.2650,46,-0.1217
ENSG00000116288,PARK7,74,-1.8159,509,1.22075,391,0.76589,287,0.25466,173,-0.5380,242,-0.0130,122,-1.0655,125,-1.0294,243,-0.0116,294,0.29575,228,-0.1068
ENSG00000116285,ERRFI1,0,-4.9261,12,-1.0604,24,0.01021,7,-1.8297,51,1.28932,22,-0.1129,33,0.54710,12,-1.0245,32,0.48034,34,0.57944,32,0.50519
ENSG00000162426,SLC45A1,0,-5.2074,3,-2.9203,9,-1.2177,20,-0.0568,12,-0.8139,5,-2.0237,11,-0.9395,13,-0.7342,50,1.40528,65,1.92573,44,1.19717
ENSG00000142599,RERE,255,0.83897,105,-0.5849,127,-0.2860,111,-0.4902,103,-0.6100,119,-0.3937,187,0.32942,159,0.06809,170,0.17312,192,0.36810,150,-0.0311
ENSG00000074800,ENO1,186,-1.0528,91,-2.1233,994,1.69999,234,-0.7046,399,0.12759,303,-0.3068,182,-1.0874,248,-0.6152,513,0.53649,529,0.58525,372,0.01730
ENSG00000171612,SLC25A33,3,-3.0596,3,-3.2491,78,1.83496,13,-1.0681,83,1.96848,15,-0.8609,17,-0.6606,20,-0.4343,6,-2.1628,28,0.05789,27,0.00649
ENSG00000171603,CLSTN1,149,-2.0556,494,-0.2502,366,-0.7143,402,-0.5729,356,-0.7591,338,-0.8372,607,0.07332,769,0.45434,774,0.46526,1096,1.05355,1026,0.93845
ENSG00000178585,CTNNBIP1,24,-0.6463,67,0.99360,25,-0.5969,54,0.63318,42,0.21750,32,-0.2155,24,-0.6540,33,-0.1382,48,0.45200,10,-1.9067,42,0.22735
ENSG00000162441,LZIC,64,0.56946,6,-3.0265,79,0.94149,59,0.43588,50,0.18701,33,-0.4588,48,0.12412,46,0.04234,49,0.15952,28,-0.6942,28,-0.6983
ENSG00000130939,UBE4B,41,0.32028,16,-1.0946,30,-0.1904,40,0.27027,33,-0.0577,26,-0.4039,34,0.00027,50,0.63385,32,-0.0783,33,-0.0271,36,0.10347
ENSG00000054523,KIF1B,511,0.23794,73,-2.6980,545,0.33975,417,-0.0887,584,0.45435,243,-0.9226,810,1.00300,571,0.41803,253,-0.8570,332,-0.4426,508,0.22666
ENSG00000142657,PGD,21,-1.0191,3,-3.5247,42,0.06787,32,-0.3668,68,0.83311,22,-0.8931,27,-0.6419,36,-0.1923,77,1.06828,39,-0.0450,77,1.06292
ENSG00000160049,DFFA,61,-0.2057,119,0.89062,67,-0.0430,37,-0.9444,107,0.70090,53,-0.4287,62,-0.1636,43,-0.7456,127,1.00297,45,-0.6537,39,-0.8662
ENSG00000120948,TARDBP,97,0.32844,92,0.24176,78,-0.0307,40,-1.0619,72,-0.1381,68,-0.2437,63,-0.3491,105,0.45391,45,-0.8558,103,0.42983,107,0.47879
ENSG00000116649,SRM,23,-1.1023,15,-1.7019,72,0.65760,35,-0.4680,47,-0.0211,52,0.15227,20,-1.3224,27,-0.8498,75,0.72380,120,1.55517,38,-0.3575
ENSG00000171824,EXOSC10,84,1.68016,40,0.39161,24,-0.4058,15,-1.1205,6,-2.4113,27,-0.2178,14,-1.2274,34,0.13222,25,-0.3415,41,0.42997,34,0.11886
ENSG00000198793,MTOR,22,-0.5755,18,-0.8706,43,0.47632,22,-0.5784,28,-0.1775,17,-0.9305,7,-2.2844,18,-0.8348,30,-0.0638,65,1.17160,79,1.53692
ENSG00000116661,FBXO2,61,-1.6920,354,1.05855,223,0.28286,156,-0.2776,210,0.18538,218,0.24564,47,-2.0659,77,-1.3528,304,0.79597,254,0.49491,148,-0.3580
ENSG00000132879,FBXO44,30,-1.2743,17,-2.0873,34,-1.0888,86,0.34717,33,-1.1367,60,-0.2321,42,-0.7787,97,0.53675,72,0.05181,191,1.72956,102,0.61571
ENSG00000177000,MTHFR,18,-0.4899,3,-3.1257,15,-0.6934,23,-0.0630,42,0.88401,29,0.28368,10,-1.2637,33,0.48224,36,0.60130,44,0.95791,15,-0.7709
ENSG00000011021,CLCN6,33,-1.1521,22,-1.7239,51,-0.4944,58,-0.2871,106,0.68718,69,-0.0184,69,-0.0193,72,0.05462,45,-0.6874,100,0.58616,141,1.17414
ENSG00000116685,KIAA2013,15,-0.8014,38,0.65663,30,0.29545,7,-1.8825,53,1.21785,18,-0.4704,11,-1.2418,28,0.18303,10,-1.3981,41,0.76748,26,0.04095
ENSG00000116688,MFN2,119,-0.0325,177,0.60461,93,-0.4216,93,-0.4120,121,-0.0035,70,-0.8496,113,-0.1089,95,-0.3779,137,0.18876,141,0.24169,177,0.60385
ENSG00000048707,VPS13D,70,-0.1513,146,1.04311,32,-1.3312,49,-0.6927,26,-1.6708,39,-1.0425,154,1.13625,98,0.38622,104,0.47836,63,-0.3302,69,-0.1714
ENSG00000116731,PRDM2,317,0.38109,44,-2.6038,156,-0.7335,272,0.13384,200,-0.3496,158,-0.7106,558,1.34708,424,0.86668,256,0.03977,167,-0.6252,196,-0.3767
ENSG00000189337,KAZN,84,0.75569,18,-1.6338,27,-1.0168,48,-0.1561,21,-1.3704,35,-0.6407,76,0.58420,60,0.22003,93,0.93672,54,0.04130,63,0.28652
ENSG00000142634,EFHD2,25,-1.3083,3,-4.3513,30,-1.0132,50,-0.2688,71,0.28684,53,-0.1662,118,1.14889,57,-0.0391,87,0.61883,18,-1.7522,137,1.40856
ENSG00000116138,DNAJC16,21,-0.5007,3,-3.3875,35,0.28847,32,0.14947,16,-0.9432,17,-0.7877,33,0.19842,49,0.81557,30,0.03940,30,0.01668,57,1.07485
ENSG00000197312,DDI2,28,-0.6835,82,1.03095,26,-0.8077,34,-0.3845,21,-1.1316,18,-1.3240,64,0.60857,82,1.03734,45,0.03870,41,-0.0833,39,-0.1536
ENSG00000116786,PLEKHM2,108,-0.2273,66,-0.9821,126,0.00419,193,0.70601,154,0.33187,178,0.56969,113,-0.1607,120,-0.0638,118,-0.0943,108,-0.2285,92,-0.4783
ENSG00000065526,SPEN,359,1.15068,139,-0.3992,130,-0.5032,85,-1.1518,169,-0.0979,99,-0.9177,432,1.48073,301,0.84343,63,-1.5852,95,-0.9846,103,-0.8529
ENSG00000055070,SZRD1,28,-0.1008,43,0.58338,59,1.13600,15,-1.0105,36,0.30007,31,0.08423,12,-1.3557,17,-0.8468,60,1.16805,12,-1.3032,12,-1.3102
ENSG00000159363,ATP13A2,20,-2.2162,103,0.21871,53,-0.8123,98,0.13753,187,1.22476,42,-1.1459,72,-0.3361,72,-0.3414,91,0.01807,104,0.23538,143,0.76459
ENSG00000117118,SDHB,10,-2.1686,5,-3.1885,87,1.14787,36,-0.2980,40,-0.1262,38,-0.2321,26,-0.8117,29,-0.6295,108,1.52357,58,0.45624,43,-0.0187
ENSG00000117115,PADI2,108,2.08978,3,-3.5417,60,0.99277,26,-0.3554,56,0.88659,42,0.38698,2,-3.6605,8,-2.1295,32,-0.0337,13,-1.3856,9,-1.8652
ENSG00000117154,IGSF21,7,-3.5154,390,2.87486,36,-1.2709,38,-1.1998,25,-1.8242,74,-0.1943,36,-1.2673,69,-0.2971,56,-0.6093,128,0.69230,58,-0.5710
ENSG00000159423,ALDH4A1,20,-0.5007,3,-3.3420,68,1.47233,24,-0.2490,81,1.78717,31,0.15451,9,-1.6430,5,-2.4408,54,1.06205,12,-1.2475,3,-3.2469
ENSG00000127481,UBR4,73,0.96469,3,-3.8474,40,-0.0263,11,-1.9424,37,-0.1527,24,-0.7988,81,1.14043,110,1.69916,9,-2.1626,19,-1.1060,38,-0.0848
ENSG00000127463,EMC1,4,-2.7504,46,0.77941,29,0.00420,20,-0.5517,21,-0.4575,10,-1.6106,32,0.20226,27,-0.1072,22,-0.4224,51,0.93224,53,0.99776
ENSG00000053372,MRTO4,37,-0.1471,45,0.17722,37,-0.1283,45,0.17537,58,0.58988,16,-1.4255,27,-0.6461,37,-0.1243,31,-0.3904,50,0.34470,61,0.65374
ENSG00000053371,AKR7A2,38,0.49956,4,-2.7448,56,1.15496,26,-0.1120,79,1.78526,18,-0.6180,2,-3.3886,8,-1.8838,38,0.48325,23,-0.2865,13,-1.1590
ENSG00000077549,CAPZB,80,-0.8666,148,0.08187,100,-0.5250,77,-0.9335,202,0.58709,103,-0.4822,91,-0.6768,140,-0.0055,211,0.65908,211,0.65393,183,0.42518
ENSG00000173436,MICOS10,191,-0.4612,379,0.62779,277,0.11695,559,1.29816,139,-0.9529,278,0.12618,190,-0.4733,120,-1.1726,253,-0.0260,217,-0.2645,226,-0.2061
ENSG00000158747,NBL1,81,-0.7171,31,-2.1526,101,-0.3754,112,-0.2136,144,0.18333,119,-0.1162,131,0.03215,107,-0.2847,220,0.87853,214,0.83459,153,0.27583
ENSG00000162545,CAMK2N1,860,-1.2893,2436,0.32403,2283,0.21873,2683,0.48126,2346,0.26260,3024,0.67963,1433,-0.5136,1305,-0.6576,1412,-0.5371,3190,0.76951,927,-1.1774
ENSG00000158828,PINK1,187,-0.9157,294,-0.2202,269,-0.3578,532,0.73617,209,-0.7507,323,-0.0725,299,-0.1931,265,-0.3845,419,0.34141,430,0.38389,496,0.61777
ENSG00000244038,DDOST,0,-6.6568,3,-2.5086,27,0.51681,3,-2.7140,5,-2.0053,16,-0.3330,5,-2.0170,19,-0.0551,51,1.61414,51,1.59361,36,0.98877
ENSG00000117245,KIF17,5,-1.9679,3,-2.9004,12,-0.8855,45,1.24626,13,-0.7614,24,0.19795,14,-0.5616,25,0.26886,10,-1.0627,34,0.76918,46,1.30274
ENSG00000189410,SH2D5,4,-2.9972,51,0.55019,7,-2.4252,39,0.14438,5,-2.7429,35,-0.0279,14,-1.3805,21,-0.8029,69,1.06916,86,1.45514,63,0.91073
ENSG00000127483,HP1BP3,465,0.62605,578,0.99429,345,0.13631,195,-0.7470,223,-0.5453,188,-0.8040,398,0.36975,419,0.45106,164,-1.0152,196,-0.7403,307,-0.0459
ENSG00000075151,EIF4G3,299,0.19082,275,0.05742,180,-0.6054,266,0.00211,148,-0.8993,87,-1.6944,446,0.84903,562,1.25016,119,-1.2263,157,-0.8126,380,0.58058
ENSG00000076864,RAP1GAP,20,-2.3338,24,-2.0806,38,-1.4078,99,0.05809,60,-0.7220,77,-0.3349,84,-0.2108,135,0.55258,169,0.92658,175,0.98736,173,0.96803
ENSG00000090686,USP48,133,0.79242,74,-0.1637,69,-0.2661,74,-0.1615,75,-0.1416,33,-1.3907,99,0.30717,121,0.63484,69,-0.2636,83,0.01749,70,-0.2332
ENSG00000070831,CDC42,84,-0.9043,146,-0.0431,127,-0.2593,114,-0.4317,165,0.14785,63,-1.3281,125,-0.2907,152,0.01862,252,0.84523,174,0.22962,251,0.84030
ENSG00000004487,KDM1A,12,-2.5089,157,1.44397,94,0.56022,28,-1.2903,48,-0.5200,32,-1.0980,68,0.04050,61,-0.1313,78,0.24443,76,0.20510,77,0.23139
ENSG00000169641,LUZP1,76,-1.5352,617,1.88205,70,-1.6490,178,-0.2401,171,-0.3044,68,-1.7029,329,0.74832,268,0.40740,104,-1.0604,108,-1.0063,296,0.57383
ENSG00000125944,HNRNPR,160,0.32470,80,-0.7684,169,0.40661,90,-0.5754,173,0.44537,55,-1.3119,122,-0.1165,155,0.26704,108,-0.2989,158,0.30034,170,0.42100
ENSG00000142676,RPL11,654,0.40869,718,0.56357,550,0.13015,821,0.78621,423,-0.2865,716,0.55844,260,-1.0308,181,-1.5702,652,0.40360,372,-0.4854,231,-1.2097
ENSG00000011007,ELOA,32,0.06079,6,-2.2953,39,0.37653,28,-0.1461,29,-0.1069,18,-0.8233,52,0.83507,54,0.90774,19,-0.7174,37,0.26726,26,-0.2977
ENSG00000057757,PITHD1,33,-2.0915,202,0.70420,93,-0.5411,160,0.31477,84,-0.6819,80,-0.7670,87,-0.6343,175,0.46726,114,-0.2181,185,0.55510,229,0.91481
ENSG00000011009,LYPLA2,11,-1.2090,26,0.03658,22,-0.1888,15,-0.7310,13,-1.0293,25,0.00037,10,-1.4125,21,-0.2583,52,1.22004,54,1.27144,26,0.04705
ENSG00000189266,PNRC2,54,-0.2361,101,0.75290,91,0.59378,55,-0.2232,112,0.93192,21,-1.6511,58,-0.1411,33,-0.9890,42,-0.6396,90,0.57057,39,-0.7617
ENSG00000188529,SRSF10,71,-0.3351,228,1.62019,99,0.18493,36,-1.3462,81,-0.1340,48,-0.9396,63,-0.5244,86,-0.0332,74,-0.2648,92,0.06339,90,0.03556
ENSG00000001461,NIPAL3,153,0.58143,142,0.45693,61,-0.8610,90,-0.2605,119,0.17835,64,-0.7975,149,0.54053,124,0.24707,56,-0.9747,73,-0.5910,141,0.44907
ENSG00000133226,SRRM1,1001,2.51213,130,-1.0061,181,-0.5023,141,-0.8816,107,-1.3000,96,-1.4694,387,0.70869,298,0.28173,107,-1.2976,103,-1.3623,200,-0.3524
ENSG00000117614,SYF2,157,0.31632,74,-0.8632,148,0.22215,116,-0.1673,127,-0.0172,103,-0.3463,182,0.55692,170,0.44944,118,-0.1412,112,-0.2128,109,-0.2588
ENSG00000117616,RSRP1,30,-1.3538,200,1.69519,36,-1.0879,10,-3.0155,62,-0.2756,43,-0.8517,24,-1.6834,139,1.03225,112,0.67680,107,0.60024,51,-0.5891
ENSG00000183726,TMEM50A,45,-0.5304,30,-1.1432,111,0.90047,61,-0.0592,37,-0.8190,48,-0.4336,58,-0.1544,61,-0.0787,69,0.13406,99,0.71370,81,0.38883
ENSG00000204178,MACO1,68,0.24364,3,-4.3691,38,-0.6660,48,-0.2951,66,0.21009,19,-1.6689,110,1.04489,136,1.42438,35,-0.7637,57,-0.0281,59,0.03502
ENSG00000117643,MAN1C1,18,-1.1150,6,-2.6699,16,-1.2177,26,-0.5312,38,0.05066,22,-0.7917,20,-0.8956,49,0.45757,49,0.43667,106,1.81383,55,0.64104
ENSG00000162430,SELENON,22,-0.1150,3,-3.0871,45,1.04964,9,-1.3660,47,1.12987,36,0.66443,6,-2.0942,28,0.25064,11,-1.1608,42,0.94178,12,-1.0696
ENSG00000117640,MTFR1L,29,-0.9664,30,-0.9063,35,-0.6823,58,0.10508,58,0.11217,67,0.33760,53,-0.0435,49,-0.1677,72,0.44812,77,0.56304,70,0.39488
ENSG00000117632,STMN1,420,-1.0019,705,-0.2085,451,-0.8950,1056,0.43928,432,-0.9606,330,-1.3668,1024,0.38785,997,0.34468,793,-0.0217,1118,0.53280,1520,1.05193
ENSG00000158008,EXTL1,8,-2.3021,14,-1.4015,20,-0.9128,28,-0.4159,49,0.48575,48,0.44699,32,-0.1978,27,-0.4601,71,1.09886,61,0.84525,41,0.21562
ENSG00000142669,SH3BGRL3,91,-0.6578,71,-1.0418,168,0.30072,216,0.70858,146,0.07602,127,-0.1502,71,-1.0452,118,-0.2654,186,0.46313,166,0.28105,174,0.35512
ENSG00000198830,HMGN2,173,0.08094,174,0.08867,204,0.34268,141,-0.2382,152,-0.1190,191,0.24306,144,-0.2133,98,-0.8033,270,0.81108,163,-0.0140,98,-0.7970
ENSG00000117713,ARID1A,77,-0.1078,134,0.79396,108,0.44172,38,-1.1736,43,-0.9925,56,-0.5928,94,0.21011,112,0.49931,113,0.51112,78,-0.0825,51,-0.7345
ENSG00000090273,NUDC,120,-0.7778,126,-0.7017,240,0.30576,247,0.35236,121,-0.7644,173,-0.2185,258,0.42343,159,-0.3490,246,0.34254,299,0.66574,193,-0.0423
ENSG00000253368,TRNP1,1,-5.3304,54,0.19463,41,-0.2364,66,0.50805,28,-0.8276,49,0.04852,39,-0.3014,27,-0.8651,88,0.99260,66,0.51858,67,0.53633
ENSG00000142784,WDTC1,20,-0.4695,3,-3.2668,12,-1.2391,36,0.42796,35,0.37812,44,0.73480,24,-0.1959,19,-0.5987,71,1.57365,26,-0.1131,15,-0.9504
ENSG00000186501,TMEM222,12,-1.4282,5,-2.6762,31,0.02621,20,-0.6520,31,0.01511,23,-0.4357,38,0.34696,30,-0.0117,47,0.67916,56,0.98082,44,0.57910
ENSG00000158195,WASF2,153,1.67746,29,-1.0161,84,0.62696,19,-1.6302,145,1.57189,29,-1.0136,28,-1.0983,24,-1.3048,85,0.63373,20,-1.5948,12,-2.3504
ENSG00000126705,AHDC1,24,-1.5175,103,0.75510,62,-0.0712,59,-0.1337,47,-0.5055,36,-0.9011,63,-0.0401,92,0.57166,98,0.66540,74,0.21058,54,-0.2789
ENSG00000126709,IFI6,108,0.58885,21,-1.8913,73,-0.0333,69,-0.1270,79,0.09371,73,-0.0389,65,-0.2244,75,-0.0019,57,-0.4323,51,-0.5846,152,1.17148
ENSG00000117758,STX12,35,-1.1342,10,-2.9611,95,0.40842,84,0.20962,90,0.30770,67,-0.1536,50,-0.6019,88,0.27645,99,0.46754,78,0.09146,116,0.73498
ENSG00000117751,PPP1R8,29,0.19676,3,-3.1775,46,0.98658,9,-1.4691,45,0.94733,12,-1.0991,31,0.30538,22,-0.2418,14,-0.9103,37,0.61130,30,0.28714
ENSG00000117748,RPA2,10,-2.2854,204,2.65310,32,-0.6310,30,-0.7020,35,-0.4919,42,-0.1941,10,-2.2526,26,-0.8978,38,-0.3447,64,0.46776,33,-0.5859
ENSG00000126698,DNAJC8,216,-0.1109,348,0.65877,263,0.19773,244,0.08300,161,-0.5706,145,-0.7300,348,0.66004,281,0.30615,132,-0.8724,190,-0.3131,223,-0.0602
ENSG00000130770,ATP5IF1,116,-1.5319,536,0.87225,345,0.14590,465,0.63198,212,-0.6142,203,-0.6866,228,-0.5022,182,-0.8459,351,0.17134,419,0.45905,407,0.41325
ENSG00000204138,PHACTR4,130,2.15172,3,-3.7641,54,0.54843,19,-1.0173,27,-0.5428,33,-0.2371,72,1.04406,26,-0.5713,18,-1.1066,23,-0.7791,14,-1.4848
ENSG00000198492,YTHDF2,54,-0.6153,102,0.37420,93,0.23730,59,-0.4873,105,0.42066,21,-1.9859,90,0.17417,122,0.67322,43,-0.9693,88,0.15067,108,0.47243
ENSG00000116350,SRSF4,191,1.20370,151,0.80574,70,-0.4299,72,-0.3769,96,0.06945,39,-1.3272,115,0.34536,106,0.21462,44,-1.1324,67,-0.4886,64,-0.5665
ENSG00000116353,MECR,4,-2.3811,33,0.68076,13,-0.8132,36,0.83587,2,-3.0273,17,-0.3307,9,-1.2539,20,-0.1253,23,0.09214,54,1.53471,25,0.25697
ENSG00000162512,SDC3,100,-0.1382,112,0.02982,121,0.15656,42,-1.4672,273,1.54803,53,-1.1115,88,-0.3383,98,-0.1824,88,-0.3477,147,0.47486,83,-0.4268
ENSG00000134644,PUM1,106,-0.6335,105,-0.6569,127,-0.3616,152,-0.0820,121,-0.4267,128,-0.3409,228,0.57400,258,0.78564,116,-0.4985,201,0.36739,214,0.47301
ENSG00000121766,ZCCHC17,100,-0.5059,68,-1.0850,86,-0.7247,183,0.45814,162,0.26016,83,-0.7825,180,0.42984,175,0.38591,139,0.01114,166,0.30083,173,0.36300
