"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015986","BP","GO:0015986","proton motive force-driven ATP synthesis","30/251","75/10421",0.4,16.607171314741,21.3097736114986,1.48976539318138e-29,3.69597250726545e-27,3.55832958983802e-27,"NDUFB2/NDUFB9/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/ATP5MC1/ATP5MC3/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/NDUFS4/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",30
"GO:0006754","BP","GO:0006754","ATP biosynthetic process","32/251","93/10421",0.344086021505376,14.2857387653686,20.2175866053785,5.36798910411163e-29,1.22077018876005e-26,1.17530708805813e-26,"NDUFB2/NDUFB9/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/NDUFS4/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",32
"GO:0009206","BP","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","33/251","102/10421",0.323529411764706,13.4322709163347,19.8217497496294,7.19686314563796e-29,1.51078765572661e-26,1.45452391996051e-26,"NDUFB2/NDUFB9/NME2/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/NDUFS4/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",33
"GO:0009145","BP","GO:0009145","purine nucleoside triphosphate biosynthetic process","33/251","103/10421",0.320388349514563,13.3018605190887,19.7106929645385,1.03728580148366e-28,2.02196639446351e-26,1.94666568458889e-26,"NDUFB2/NDUFB9/NME2/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/NDUFS4/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",33
"GO:0009201","BP","GO:0009201","ribonucleoside triphosphate biosynthetic process","33/251","107/10421",0.308411214953271,12.804594705291,19.2814481930766,4.28274862239515e-28,7.79174732701091e-26,7.50157232385845e-26,"NDUFB2/NDUFB9/NME2/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/NDUFS4/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",33
"GO:0006091","BP","GO:0006091","generation of precursor metabolites and energy","55/251","382/10421",0.143979057591623,5.97771218789762,15.5713576583926,5.17513322829022e-28,8.8268366125025e-26,8.49811351171867e-26,"VGF/UQCRFS1/DNAJC15/NDUFB2/CYCS/COX5A/NDUFB9/ATP5F1E/CISD1/COX17/COX6C/NDUFA4/COA6/NDUFAB1/ATP5IF1/COX7A2/NDUFA11/ATP5PD/UQCR11/PINK1/CYC1/NDUFB1/ATP5F1A/COX6A1/NDUFA12/UQCRQ/ATP5F1B/COX7C/COX7B/COX4I1/CHCHD2/ATP5PB/NDUFA8/SURF1/ATP5PO/COX6B1/NDUFS3/UQCRB/ATP5MG/ATP5F1C/UQCRH/COX8A/BLOC1S1/NDUFS4/TPI1/NDUFB10/NDUFA1/COX5B/NDUFB6/NDUFB7/ATP5PF/NDUFB5/BID/ANTKMT/NDUFB3",55
"GO:0009142","BP","GO:0009142","nucleoside triphosphate biosynthetic process","33/251","114/10421",0.289473684210526,12.0183476619836,18.5828791670253,4.38431697527272e-27,7.03811825030544e-25,6.77600939336266e-25,"NDUFB2/NDUFB9/NME2/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/NDUFS4/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",33
"GO:0042776","BP","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","26/251","67/10421",0.388059701492537,16.1114348575846,19.4939239797302,2.59050421885792e-25,3.92749222959071e-23,3.78122721068385e-23,"NDUFB2/NDUFB9/ATP5F1E/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/ATP5PB/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/NDUFS4/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",26
"GO:0009152","BP","GO:0009152","purine ribonucleotide biosynthetic process","33/251","135/10421",0.244444444444444,10.148826914564,16.8081253917968,1.80968247989713e-24,2.59927551981014e-22,2.50247505253364e-22,"NDUFB2/NDUFB9/NME2/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/NDUFS4/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",33
"GO:0009260","BP","GO:0009260","ribonucleotide biosynthetic process","33/251","147/10421",0.224489795918367,9.32035124806895,15.9602904716162,3.42368650378576e-23,4.67162023441566e-21,4.49764290181539e-21,"NDUFB2/NDUFB9/NME2/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/NDUFS4/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",33
"GO:0046390","BP","GO:0046390","ribose phosphate biosynthetic process","33/251","152/10421",0.217105263157895,9.01376074648773,15.635232117948,1.06906958546519e-22,1.38928138034976e-20,1.33754269940908e-20,"NDUFB2/NDUFB9/NME2/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/NDUFS4/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",33
"GO:0006164","BP","GO:0006164","purine nucleotide biosynthetic process","33/251","159/10421",0.207547169811321,8.61692851236563,15.2045188149853,4.88155962573872e-22,6.05535282665498e-20,5.82984345734155e-20,"NDUFB2/NDUFB9/NME2/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/NDUFS4/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",33
"GO:0046034","BP","GO:0046034","ATP metabolic process","35/251","187/10421",0.18716577540107,7.77073524085476,14.6772324506827,9.43130245675435e-22,1.11904453932533e-19,1.0773698367075e-19,"NDUFB2/NDUFB9/HSPA8/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/NDUFS4/BAD/TPI1/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",35
"GO:0009205","BP","GO:0009205","purine ribonucleoside triphosphate metabolic process","36/251","207/10421",0.173913043478261,7.22050926727871,14.2011472684284,3.18311371138783e-21,3.61946554932391e-19,3.48467185246668e-19,"NDUFB2/NDUFB9/HSPA8/NME2/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/NDUFS4/BAD/TPI1/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",36
"GO:0009165","BP","GO:0009165","nucleotide biosynthetic process","34/251","186/10421",0.182795698924731,7.58929871910209,14.2449847506132,8.35339350165964e-21,8.76035346198899e-19,8.43410628189409e-19,"NDUFB2/NDUFB9/NME2/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/GARS1/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/NDUFS4/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",34
"GO:0009144","BP","GO:0009144","purine nucleoside triphosphate metabolic process","36/251","213/10421",0.169014084507042,7.01711464003142,13.9385629461469,8.66726066228299e-21,8.76035346198899e-19,8.43410628189409e-19,"NDUFB2/NDUFB9/HSPA8/NME2/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/NDUFS4/BAD/TPI1/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",36
"GO:0009199","BP","GO:0009199","ribonucleoside triphosphate metabolic process","36/251","213/10421",0.169014084507042,7.01711464003142,13.9385629461469,8.66726066228299e-21,8.76035346198899e-19,8.43410628189409e-19,"NDUFB2/NDUFB9/HSPA8/NME2/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/NDUFS4/BAD/TPI1/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",36
"GO:0009141","BP","GO:0009141","nucleoside triphosphate metabolic process","36/251","227/10421",0.158590308370044,6.58434104989733,13.3635791924467,7.88092583179791e-20,7.68108806963447e-18,7.39503416397278e-18,"NDUFB2/NDUFB9/HSPA8/NME2/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/NDUFS4/BAD/TPI1/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",36
"GO:0009150","BP","GO:0009150","purine ribonucleotide metabolic process","37/251","274/10421",0.135036496350365,5.60643557158228,12.1389660338119,6.11643717261232e-18,5.75577829105484e-16,5.54142547471519e-16,"NDUFB2/NDUFB9/HSPA8/NME2/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/HINT1/NDUFS4/BAD/TPI1/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",37
"GO:0072522","BP","GO:0072522","purine-containing compound biosynthetic process","33/251","214/10421",0.154205607476636,6.40229735264549,12.5443036459043,7.42198630456614e-18,6.75153354172033e-16,6.5000974793674e-16,"NDUFB2/NDUFB9/NME2/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/NDUFS4/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",33
"GO:0019693","BP","GO:0019693","ribose phosphate metabolic process","38/251","295/10421",0.128813559322034,5.34807211830644,11.9014267783615,1.07267986234688e-17,9.44304304627303e-16,9.09137160073961e-16,"NDUFB2/NDUFB9/HSPA8/NME2/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/NUDT14/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/HINT1/NDUFS4/BAD/TPI1/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",38
"GO:0009259","BP","GO:0009259","ribonucleotide metabolic process","37/251","289/10421",0.1280276816609,5.31544410592922,11.6879156994948,3.70153553594105e-17,3.15671577424473e-15,3.03915549266739e-15,"NDUFB2/NDUFB9/HSPA8/NME2/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/HINT1/NDUFS4/BAD/TPI1/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",37
"GO:0006123","BP","GO:0006123","mitochondrial electron transport, cytochrome c to oxygen","12/251","17/10421",0.705882352941177,29.3067729083665,18.3495278301312,1.63296607460807e-16,1.35041345988043e-14,1.30012227184106e-14,"CYCS/COX5A/COX6C/NDUFA4/COX7A2/COX6A1/COX7C/COX7B/COX4I1/COX6B1/COX8A/COX5B",12
"GO:1901293","BP","GO:1901293","nucleoside phosphate biosynthetic process","34/251","260/10421",0.130769230769231,5.4292675452038,11.362152297632,4.12551125166604e-16,3.31132947229312e-14,3.18801117156608e-14,"NDUFB2/NDUFB9/NME2/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/GARS1/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/NDUFS4/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",34
"GO:0006163","BP","GO:0006163","purine nucleotide metabolic process","38/251","330/10421",0.115151515151515,4.78085234818303,10.9645251487686,4.85905946584323e-16,3.78867808065319e-14,3.64758268473525e-14,"NDUFB2/NDUFB9/HSPA8/NME2/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/PRDX5/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/HINT1/NDUFS4/BAD/TPI1/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",38
"GO:0009117","BP","GO:0009117","nucleotide metabolic process","39/251","378/10421",0.103174603174603,4.28359577562765,10.2158404279997,7.86497598803609e-15,5.9620887420418e-13,5.74005265091756e-13,"NDUFB2/NDUFB9/HSPA8/NME2/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/PRDX5/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/GARS1/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/HINT1/NDUFS4/BAD/TPI1/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",39
"GO:0097250","BP","GO:0097250","mitochondrial respirasome assembly","22/251","110/10421",0.2,8.30358565737052,12.0974077769155,1.15692495330117e-14,8.53310323664565e-13,8.21531915630077e-13,"UQCRFS1/NDUFB2/NDUFB9/COX17/NDUFAB1/COX7A2/NDUFA11/NDUFB1/NDUFA12/TMEM126A/NDUFA8/SURF1/NDUFS3/PET100/NDUFS4/NDUFB10/NDUFA1/NDUFB6/NDUFB7/NDUFB5/RAB5IF/NDUFB3",22
"GO:0006120","BP","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","16/251","49/10421",0.326530612244898,13.5568745426457,13.8407168774539,1.31218227513541e-14,9.42354060222247e-13,9.07259545356784e-13,"DNAJC15/NDUFB2/NDUFB9/NDUFA4/NDUFAB1/PINK1/NDUFB1/NDUFA8/NDUFS3/NDUFS4/NDUFB10/NDUFA1/NDUFB6/NDUFB7/NDUFB5/NDUFB3",16
"GO:0033108","BP","GO:0033108","mitochondrial respiratory chain complex assembly","20/251","101/10421",0.198019801980198,8.22137193799061,11.456469308645,2.38407150218305e-13,1.66823875114296e-11,1.60611132778648e-11,"UQCRFS1/NDUFB2/NDUFB9/COX17/NDUFAB1/NDUFA11/NDUFB1/NDUFA12/TMEM126A/NDUFA8/SURF1/NDUFS3/PET100/NDUFS4/NDUFB10/NDUFA1/NDUFB6/NDUFB7/NDUFB5/NDUFB3",20
"GO:0072521","BP","GO:0072521","purine-containing compound metabolic process","39/251","422/10421",0.0924170616113744,3.83696493646268,9.34635242868585,2.8848080419251e-13,1.9681602866034e-11,1.89486338753817e-11,"NDUFB2/ABCG2/NDUFB9/HSPA8/NME2/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/PRDX5/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/HINT1/NDUFS4/BAD/TPI1/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",39
"GO:0010257","BP","GO:0010257","NADH dehydrogenase complex assembly","16/251","61/10421",0.262295081967213,10.8899484031089,12.1699644444575,6.14104959797486e-13,3.99022008401748e-11,3.84161899662789e-11,"NDUFB2/NDUFB9/NDUFAB1/NDUFA11/NDUFB1/NDUFA12/TMEM126A/NDUFA8/NDUFS3/NDUFS4/NDUFB10/NDUFA1/NDUFB6/NDUFB7/NDUFB5/NDUFB3",16
