Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000198793,MTOR,116,1.70713,39,-0.1639,25,-0.8377,11,-1.9960,38,-0.2284,52,0.34426,30,-0.6051
ENSG00000120942,UBIAD1,116,2.90953,10,-1.4348,35,0.52893,27,0.13471,9,-1.6948,6,-2.1680,17,-0.6889
ENSG00000116661,FBXO2,116,-0.2633,79,-0.8608,47,-1.6465,154,0.18946,227,0.99080,177,0.47866,82,-0.8661
ENSG00000132879,FBXO44,116,0.62108,132,0.84757,14,-2.5831,20,-2.0670,53,-0.6878,116,0.72662,86,0.14365
ENSG00000177000,MTHFR,116,2.13412,34,-0.0489,28,-0.3704,21,-0.8019,14,-1.4678,22,-0.7913,40,0.23226
ENSG00000011021,CLCN6,116,0.73882,107,0.61185,42,-0.8640,30,-1.3683,58,-0.4123,92,0.41092,71,-0.0730
ENSG00000116685,KIAA2013,116,1.38648,113,1.33713,58,0.21291,39,-0.4399,24,-1.2234,41,-0.3872,28,-1.0350
ENSG00000083444,PLOD1,116,2.48676,48,0.77940,21,-0.5271,27,-0.1277,13,-1.4052,14,-1.1919,16,-1.0568
ENSG00000116688,MFN2,116,0.16190,104,-0.0128,64,-0.7589,75,-0.5243,82,-0.4224,148,0.64783,114,0.15917
ENSG00000116691,MIIP,116,2.66944,2,-3.8323,12,-1.2751,26,-0.1007,26,-0.0739,12,-1.3690,22,-0.3903
ENSG00000048707,VPS13D,116,0.63112,70,-0.1956,59,-0.4529,40,-1.0553,55,-0.6140,83,0.09499,113,0.69249
ENSG00000162496,DHRS3,116,2.25735,30,-0.1601,22,-0.6515,44,0.46173,40,0.36478,10,-1.9386,9,-1.9926
ENSG00000116731,PRDM2,116,-1.0618,214,-0.1118,161,-0.5577,150,-0.6651,226,-0.0319,197,-0.2661,404,1.11945
ENSG00000189337,KAZN,116,0.42352,71,-0.3673,129,0.59821,111,0.35190,54,-0.8612,88,-0.0277,91,0.04390
ENSG00000142634,EFHD2,116,0.37521,206,1.37181,11,-3.1778,19,-2.3655,70,-0.4835,91,-0.0099,123,0.54222
ENSG00000116138,DNAJC16,116,1.63294,7,-2.6699,36,-0.3644,32,-0.5298,27,-0.8470,64,0.67182,38,-0.2999
ENSG00000197312,DDI2,116,1.49701,40,-0.2737,42,-0.2314,15,-1.7884,23,-1.2440,58,0.33279,54,0.21178
ENSG00000116786,PLEKHM2,116,0.14593,63,-0.8107,59,-0.8984,110,0.05938,166,0.86349,77,-0.5499,112,0.10951
ENSG00000065526,SPEN,116,-0.9132,105,-1.0574,484,1.44327,265,0.39044,139,-0.6968,104,-1.1637,313,0.78056
ENSG00000116809,ZBTB17,116,2.34144,34,0.09243,30,-0.1115,21,-0.6041,20,-0.7654,24,-0.5040,15,-1.2622
ENSG00000037637,FBXO42,116,2.60915,0,-5.7692,13,-1.1665,19,-0.6469,17,-0.8565,26,-0.1534,25,-0.2303
ENSG00000055070,SZRD1,116,1.78983,34,-0.3256,63,0.67209,46,0.16585,47,0.22561,18,-1.3596,13,-1.8515
ENSG00000219481,NBPF1,116,2.11932,14,-1.3495,82,1.43365,40,0.19941,21,-0.9074,18,-1.1279,12,-1.7681
ENSG00000159363,ATP13A2,116,0.62986,40,-1.0457,23,-1.8551,23,-1.8353,70,-0.2156,158,1.41951,65,-0.3463
ENSG00000117118,SDHB,116,1.24801,55,-0.0147,41,-0.4604,23,-1.3597,46,-0.3035,79,0.66575,34,-0.8274
ENSG00000117115,PADI2,116,-0.4464,281,1.00896,430,1.80275,418,1.74261,110,-0.5874,15,-3.6545,22,-3.0476
ENSG00000179051,RCC2,116,2.36502,8,-2.0812,21,-0.6089,13,-1.3744,20,-0.7753,34,0.14467,25,-0.4202
ENSG00000117154,IGSF21,116,1.27345,51,-0.1026,7,-2.9554,16,-1.8646,47,-0.2657,69,0.44838,61,0.20965
ENSG00000159423,ALDH4A1,116,2.30916,2,-3.6124,15,-1.1682,22,-0.5754,59,1.19279,8,-2.2243,17,-1.0924
ENSG00000127481,UBR4,116,1.23749,14,-2.0738,74,0.46779,55,-0.0158,33,-0.8842,31,-0.9766,84,0.79447
ENSG00000127463,EMC1,116,1.82397,53,0.41860,23,-0.8489,18,-1.2418,20,-1.1884,47,0.27559,31,-0.4553
ENSG00000053372,MRTO4,116,1.41799,59,0.25388,21,-1.3583,14,-1.9009,49,-0.0422,45,-0.2115,53,0.09486
ENSG00000053371,AKR7A2,116,1.94276,21,-0.9262,34,-0.1738,45,0.25454,52,0.57082,20,-1.1091,12,-1.8678
ENSG00000077549,CAPZB,116,-0.4484,157,0.02956,126,-0.3139,139,-0.1572,162,0.09032,203,0.51658,136,-0.2215
ENSG00000173436,MICOS10,116,-1.2827,228,-0.2399,123,-1.1948,274,0.04816,443,0.99642,307,0.26321,209,-0.4201
ENSG00000158747,NBL1,116,-0.0934,145,0.26727,15,-3.1109,41,-1.6714,149,0.35385,176,0.68607,130,0.10882
ENSG00000169914,OTUD3,116,2.83294,0,-5.4931,8,-1.6900,8,-1.6575,10,-1.4918,25,-0.0833,28,0.13853
ENSG00000162545,CAMK2N1,116,-3.5870,904,-0.5344,712,-0.9014,868,-0.5971,2460,1.34065,1102,-0.2506,1483,0.28663
ENSG00000090432,MUL1,116,2.31925,29,-0.1631,26,-0.3377,18,-0.8885,19,-0.8764,33,0.06501,14,-1.3659
ENSG00000183114,FAM43B,116,2.52603,48,0.80409,1,-4.4170,1,-4.3436,12,-1.4094,31,0.07569,21,-0.5937
ENSG00000158828,PINK1,116,-1.6386,286,-0.2619,118,-1.6047,245,-0.5014,409,0.35722,584,1.08560,309,-0.1535
ENSG00000244038,DDOST,116,2.02626,41,0.16193,16,-1.2429,8,-2.3339,30,-0.3379,42,0.24188,22,-0.9000
ENSG00000117245,KIF17,116,2.29396,18,-0.9299,1,-4.3638,6,-2.3613,18,-0.9606,45,0.59452,29,-0.2094
ENSG00000189410,SH2D5,116,1.85794,6,-2.7848,1,-5.2637,2,-4.2692,37,-0.1414,78,1.32922,23,-0.9046
ENSG00000127483,HP1BP3,116,-1.4327,258,-0.2066,572,1.12111,340,0.23767,246,-0.3101,201,-0.6525,378,0.46949
ENSG00000075151,EIF4G3,116,-1.0854,89,-1.4725,260,0.17461,208,-0.1854,127,-1.0343,300,0.47036,403,1.07681
ENSG00000117298,ECE1,116,2.27074,7,-2.1891,44,0.47188,39,0.26009,30,-0.1628,15,-1.2540,16,-1.1894
ENSG00000076864,RAP1GAP,116,0.16031,170,0.79349,25,-2.1628,15,-2.9023,63,-0.8591,169,0.93183,129,0.37754
ENSG00000090686,USP48,116,0.27867,117,0.29086,175,0.97432,103,0.09294,65,-0.7052,65,-0.6859,102,0.07962
ENSG00000070831,CDC42,116,-0.6067,327,1.09009,185,0.13177,143,-0.2815,130,-0.4783,219,0.46603,119,-0.6238
ENSG00000173372,C1QA,116,2.15429,13,-1.4434,33,-0.0982,52,0.65560,50,0.69856,9,-2.1292,7,-2.4364
ENSG00000173369,C1QB,116,1.69433,36,-0.3135,42,-0.0396,112,1.62586,51,0.29280,6,-2.9841,7,-2.7655
ENSG00000133216,EPHB2,116,2.70214,10,-1.5544,41,0.65858,26,-0.0603,4,-3.0515,17,-0.8286,20,-0.5514
ENSG00000004487,KDM1A,116,0.95669,84,0.41028,38,-0.8229,15,-2.1560,35,-1.0524,87,0.53862,77,0.30959
ENSG00000169641,LUZP1,116,-0.4950,39,-2.1288,37,-2.2163,50,-1.7694,105,-0.7034,219,0.60647,348,1.64298
ENSG00000125944,HNRNPR,116,-0.2970,179,0.40275,233,0.84725,174,0.35639,111,-0.4092,120,-0.2668,117,-0.3144
ENSG00000142676,RPL11,116,-1.8554,467,0.29260,539,0.53030,780,1.16924,541,0.62098,266,-0.6609,191,-1.2026
ENSG00000011007,ELOA,116,1.77151,28,-0.6293,40,-0.0803,24,-0.8385,43,0.05491,21,-1.1357,41,-0.0358
ENSG00000057757,PITHD1,116,-0.1736,247,1.08578,84,-0.6747,65,-1.0515,103,-0.3998,182,0.64328,105,-0.3559
ENSG00000011009,LYPLA2,116,2.27825,22,-0.5785,3,-3.2598,13,-1.3513,28,-0.2512,28,-0.2964,30,-0.1430
ENSG00000117305,HMGCL,116,2.58175,39,0.50923,22,-0.4180,12,-1.3416,22,-0.4700,16,-0.9508,11,-1.5672
ENSG00000189266,PNRC2,116,1.16757,70,0.30998,71,0.33572,45,-0.3873,55,-0.0935,43,-0.5098,40,-0.6340
ENSG00000188529,SRSF10,116,0.59100,28,-1.6058,112,0.53889,73,-0.1511,96,0.32213,63,-0.4283,79,-0.0302
ENSG00000001461,NIPAL3,116,-0.7816,399,1.24733,397,1.23894,266,0.53856,100,-1.0848,128,-0.6943,138,-0.5647
ENSG00000133226,SRRM1,116,-1.0913,163,-0.5664,558,1.49210,315,0.48230,120,-1.1298,135,-0.9324,339,0.70688
ENSG00000169504,CLIC4,116,0.59846,208,1.64867,224,1.79390,170,1.26966,25,-1.8892,10,-3.2162,7,-3.7065
ENSG00000117614,SYF2,116,-0.2135,98,-0.4807,179,0.48666,167,0.37721,134,0.01805,102,-0.4512,147,0.18557
ENSG00000117616,RSRP1,116,0.51380,80,-0.0929,162,1.08683,73,-0.2398,61,-0.5641,53,-0.7988,94,0.18661
ENSG00000183726,TMEM50A,116,0.80684,129,0.99516,100,0.56268,59,-0.2909,62,-0.2433,62,-0.2418,29,-1.4692
ENSG00000204178,MACO1,116,0.80884,60,-0.2632,103,0.61012,33,-1.1935,38,-1.0635,53,-0.4992,108,0.80411
ENSG00000157978,LDLRAP1,116,2.33457,40,0.37737,89,1.77863,45,0.55381,4,-3.1576,4,-3.1046,6,-2.4767
ENSG00000117643,MAN1C1,116,1.86261,16,-1.3553,11,-1.8722,11,-1.9891,31,-0.4439,60,0.78568,31,-0.4194
ENSG00000162430,SELENON,116,1.86151,42,0.07889,36,-0.1763,26,-0.6779,54,0.54584,24,-0.8282,12,-1.9175
ENSG00000117640,MTFR1L,116,1.06933,65,0.09583,40,-0.6634,28,-1.2109,69,0.21814,68,0.20361,44,-0.5645
ENSG00000117632,STMN1,116,-3.2171,1629,0.83495,926,-0.0971,735,-0.4605,688,-0.6201,1610,0.95933,920,-0.1205
ENSG00000158008,EXTL1,116,1.77739,22,-0.9604,3,-3.7950,9,-2.3336,52,0.39342,48,0.25623,34,-0.3549
ENSG00000142684,ZNF593,116,2.01722,47,0.38478,14,-1.4841,8,-2.2280,23,-0.7677,38,0.03829,31,-0.2939
ENSG00000142669,SH3BGRL3,116,-0.1335,164,0.43332,107,-0.2615,142,0.19763,146,0.26740,133,0.10390,86,-0.6596
ENSG00000198830,HMGN2,116,-0.6105,257,0.66754,316,1.02979,275,0.78524,189,0.18183,91,-1.0639,93,-1.0342
ENSG00000117713,ARID1A,116,0.15282,136,0.41943,148,0.55889,95,-0.1600,93,-0.2187,76,-0.5690,110,0.07566
ENSG00000204160,ZDHHC18,116,2.63165,28,-0.0053,10,-1.5032,5,-2.5651,16,-0.9712,30,0.10878,15,-1.0021
ENSG00000142751,GPN2,116,2.50325,12,-1.3138,34,0.23076,19,-0.6662,14,-1.1764,22,-0.5156,21,-0.6008
ENSG00000090273,NUDC,116,-0.8897,185,-0.1646,129,-0.7272,204,-0.0042,248,0.35144,247,0.34670,213,0.06720
ENSG00000253368,TRNP1,116,1.78844,4,-3.4262,3,-3.6573,4,-3.4613,35,-0.2759,71,1.03831,38,-0.1556
ENSG00000090020,SLC9A1,116,2.94966,3,-2.8430,3,-2.8271,6,-2.1181,6,-2.2509,35,0.63826,19,-0.4748
ENSG00000142784,WDTC1,116,2.12885,23,-0.6671,25,-0.5341,23,-0.6773,31,-0.1962,24,-0.6326,27,-0.4648
ENSG00000186501,TMEM222,116,1.34306,130,1.55834,33,-0.7027,22,-1.3537,33,-0.7745,51,-0.0364,27,-1.0994
ENSG00000158195,WASF2,116,0.26970,110,0.18195,263,1.72031,250,1.61681,76,-0.4344,7,-4.0127,37,-1.5955
ENSG00000126705,AHDC1,116,1.14251,28,-1.1573,21,-1.5512,20,-1.5992,54,-0.1323,54,-0.1531,92,0.87523
ENSG00000126709,IFI6,116,0.54190,82,-0.0159,61,-0.4940,64,-0.4156,55,-0.7195,128,0.83687,71,-0.2750
ENSG00000009780,FAM76A,116,2.06425,36,-0.0246,47,0.43152,31,-0.2605,22,-0.8631,24,-0.6940,20,-0.9527
ENSG00000117758,STX12,116,0.17207,196,1.05718,99,-0.0723,79,-0.4414,74,-0.5952,117,0.20960,85,-0.3551
ENSG00000117751,PPP1R8,116,1.80568,116,1.81135,42,0.03654,23,-0.9084,18,-1.3381,23,-0.9975,16,-1.5192
ENSG00000117748,RPA2,116,1.15820,110,1.06737,43,-0.4844,22,-1.5058,45,-0.4229,70,0.35208,29,-1.1361
ENSG00000126698,DNAJC8,116,-0.9964,105,-1.1487,308,0.55196,261,0.27645,221,0.01151,195,-0.2143,289,0.50795
ENSG00000130770,ATP5IF1,116,-1.5662,173,-0.9602,127,-1.4227,168,-1.0054,441,0.59796,565,1.11862,307,-0.0806
ENSG00000204138,PHACTR4,116,1.27210,66,0.29822,142,1.65029,51,-0.1097,35,-0.7542,11,-2.4852,39,-0.5662
ENSG00000180098,TRNAU1AP,116,2.53127,20,-0.6218,23,-0.3529,22,-0.4521,17,-0.8719,24,-0.3122,14,-1.1921
ENSG00000198492,YTHDF2,116,0.34725,49,-1.0109,85,-0.1560,57,-0.7555,64,-0.6629,140,0.77359,110,0.30277
ENSG00000159023,EPB41,116,2.66393,0,-8.1517,8,-1.7747,7,-2.0671,19,-0.6668,22,-0.3923,32,0.28171
ENSG00000116350,SRSF4,116,0.48403,57,-0.6393,108,0.36805,115,0.47770,78,-0.1724,64,-0.5143,90,0.07970
ENSG00000116353,MECR,116,2.32266,33,0.06723,15,-1.1974,14,-1.2174,15,-1.2028,38,0.29845,18,-0.9649
ENSG00000060656,PTPRU,116,2.83685,14,-0.9485,7,-1.8997,4,-2.5652,15,-0.9506,25,-0.0381,19,-0.5558
ENSG00000162511,LAPTM5,116,1.02427,74,0.26988,71,0.19401,131,1.24392,86,0.60068,18,-1.9712,13,-2.5263
ENSG00000162512,SDC3,116,-0.1004,97,-0.3708,104,-0.2757,168,0.49964,156,0.43998,115,-0.1201,103,-0.3198
ENSG00000134644,PUM1,116,-0.5598,266,0.78355,117,-0.5430,139,-0.2752,131,-0.4036,145,-0.2350,232,0.63928
ENSG00000060688,SNRNP40,116,2.28988,40,0.35059,32,-0.0131,19,-0.8175,9,-2.1147,27,-0.3188,23,-0.5736
ENSG00000121766,ZCCHC17,116,-0.2214,118,-0.1880,129,-0.0479,158,0.27869,113,-0.2885,126,-0.1002,166,0.40952
ENSG00000121769,FABP3,116,0.71727,42,-0.9022,28,-1.4720,26,-1.5790,69,-0.1539,133,1.14105,66,-0.2251
ENSG00000162517,PEF1,116,1.03847,53,-0.2489,56,-0.1510,28,-1.2258,58,-0.1171,83,0.55353,42,-0.6599
ENSG00000084636,COL16A1,116,1.19921,133,1.44858,95,0.84827,44,-0.3830,38,-0.6696,21,-1.5959,30,-1.0666
ENSG00000121753,ADGRB2,116,-0.4711,144,-0.1253,27,-2.6432,36,-2.2147,169,0.14656,243,0.84979,207,0.52921
ENSG00000184007,PTP4A2,116,-1.8959,384,-0.0675,1098,1.76385,1255,2.03599,195,-1.2072,160,-1.5223,221,-1.0105
ENSG00000121774,KHDRBS1,116,-0.2010,136,0.04950,179,0.49868,128,-0.0416,114,-0.2521,134,0.02814,131,-0.0091
ENSG00000025800,KPNA6,116,0.28442,70,-0.5091,116,0.29057,59,-0.7712,63,-0.7506,112,0.25767,130,0.55152
ENSG00000084652,TXLNA,116,1.71383,47,0.13527,49,0.19193,41,-0.0928,36,-0.3006,28,-0.7585,26,-0.8791
ENSG00000084623,EIF3I,116,0.38578,114,0.35879,81,-0.1889,83,-0.1431,62,-0.6703,118,0.48338,79,-0.2517
ENSG00000175130,MARCKSL1,116,-1.9545,1257,1.95618,1211,1.88144,749,0.97945,270,-0.7498,68,-2.8765,79,-2.6484
ENSG00000160058,BSDC1,116,0.96166,78,0.30439,60,-0.1148,64,-0.0214,35,-1.0195,62,-0.0764,68,0.07356
ENSG00000160062,ZBTB8A,116,2.71030,5,-2.3257,25,-0.1231,10,-1.5452,15,-0.9890,14,-1.1074,29,0.10771
ENSG00000176261,ZBTB8OS,116,1.74711,33,-0.4090,24,-0.8892,24,-0.8997,49,0.27779,43,0.02866,21,-1.1297
ENSG00000162521,RBBP4,116,-0.1371,79,-0.7295,160,0.38628,127,0.00497,112,-0.2144,137,0.14941,141,0.20710
ENSG00000134684,YARS,116,0.43798,64,-0.5076,37,-1.3176,26,-1.8732,59,-0.6987,176,1.39283,86,-0.0474
ENSG00000116497,S100PBP,116,2.78999,24,-0.1204,26,0.00856,30,0.19507,13,-1.1805,11,-1.3755,9,-1.6853
ENSG00000160097,FNDC5,116,2.18881,1,-5.0918,6,-2.4716,15,-1.2294,15,-1.3384,57,1.01349,29,-0.2851
ENSG00000121905,HPCA,116,0.21315,87,-0.2496,4,-4.8003,8,-3.6921,112,0.17473,204,1.41763,85,-0.3141
ENSG00000121900,TMEM54,116,1.75551,24,-0.8840,17,-1.4007,51,0.29259,50,0.29955,34,-0.3766,24,-0.9659
ENSG00000116514,RNF19B,116,2.71381,11,-1.3299,11,-1.3929,13,-1.1026,25,-0.1540,27,-0.0107,8,-1.8703
ENSG00000004455,AK2,116,1.46308,56,0.20251,76,0.70807,77,0.73642,32,-0.7414,27,-1.0307,25,-1.1191
ENSG00000142920,AZIN2,116,2.69227,28,0.03459,37,0.50554,5,-2.3624,5,-2.4808,28,0.06448,10,-1.6809
