Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to12,Feature log2 fold change topic 8to12
ENSG00000134684,YARS,55,-1.2564,95,-0.4884,55,-1.3347,98,-0.4329,193,1.29095
ENSG00000160097,FNDC5,0,-8.7177,39,-0.2356,30,-0.6922,42,-0.1035,64,0.99565
ENSG00000121905,HPCA,3,-5.5460,83,-0.8443,98,-0.5665,190,0.57415,182,0.77148
ENSG00000121900,TMEM54,14,-1.0512,9,-1.6535,49,1.08205,42,0.74977,23,-0.4135
ENSG00000004455,AK2,56,0.88059,21,-0.6934,36,0.19115,29,-0.1718,32,-0.0402
ENSG00000160094,ZNF362,34,0.42109,19,-0.5363,31,0.34075,29,0.18493,24,-0.2027
ENSG00000134686,PHC2,99,0.97085,34,-0.7907,41,-0.4800,59,0.14761,57,0.12789
ENSG00000163866,SMIM12,18,-1.5846,24,-1.2911,44,-0.3081,47,-0.1991,78,1.11618
ENSG00000116544,DLGAP3,25,-1.0287,27,-0.9948,87,1.00876,80,0.84139,38,-0.6328
ENSG00000163867,ZMYM6,11,-1.2166,39,0.81749,23,-0.1524,17,-0.6531,26,0.11650
ENSG00000116560,SFPQ,495,0.88495,532,1.16273,195,-0.6460,187,-0.7130,223,-0.5696
ENSG00000146463,ZMYM4,79,0.18179,107,0.77539,92,0.47508,47,-0.6593,54,-0.5916
ENSG00000142687,KIAA0319L,53,-0.4200,86,0.36980,60,-0.2578,69,-0.0226,71,0.03881
ENSG00000020129,NCDN,40,-3.6504,239,-1.0960,257,-0.9821,538,0.25275,697,1.20938
ENSG00000126067,PSMB2,68,-0.5732,53,-1.0053,82,-0.3022,109,0.18083,125,0.64398
ENSG00000142686,C1orf216,23,-2.2077,49,-1.2084,38,-1.5960,158,0.78430,144,0.96765
ENSG00000092847,AGO1,54,0.10739,50,-0.0275,50,-0.0180,42,-0.2971,54,0.14826
ENSG00000126070,AGO3,166,1.58589,117,1.11957,49,-0.4453,33,-1.0974,41,-0.9558
ENSG00000054116,TRAPPC3,9,-2.1928,14,-1.6327,33,-0.3086,46,0.27649,56,0.98599
ENSG00000116871,MAP7D1,335,0.73102,166,-0.4166,173,-0.3472,227,0.10983,217,0.05062
ENSG00000054118,THRAP3,217,0.30731,330,1.14967,139,-0.4286,122,-0.6443,150,-0.4157
ENSG00000196182,STK40,19,-0.0560,23,0.30295,19,-0.0079,25,0.42661,16,-0.4463
ENSG00000181817,LSM10,15,-1.1883,10,-1.8438,50,0.70464,36,0.12499,39,0.39301
ENSG00000116898,MRPS15,9,-2.1517,25,-0.7933,48,0.28228,40,-0.0169,51,0.57671
ENSG00000163873,GRIK3,32,0.17392,30,0.06956,4,-3.0381,43,0.72669,32,0.26034
ENSG00000163875,MEAF6,74,-0.8070,110,-0.2167,80,-0.7258,152,0.34752,147,0.44524
ENSG00000163877,SNIP1,20,-0.1720,31,0.59962,14,-0.7367,15,-0.6344,25,0.32059
ENSG00000134697,GNL2,41,0.84714,42,1.01533,23,-0.0464,8,-1.7586,20,-0.3854
ENSG00000185090,MANEAL,4,-2.7695,11,-1.2733,13,-1.0031,29,0.24367,38,1.24236
ENSG00000197982,C1orf122,191,0.59815,16,-3.2645,227,1.02085,148,0.21270,120,-0.2097
ENSG00000183431,SF3A3,26,-0.9599,50,0.01057,29,-0.8778,40,-0.3677,67,0.80594
ENSG00000183520,UTP11,7,-1.7854,35,0.70041,27,0.24130,16,-0.6466,24,0.04661
ENSG00000116954,RRAGC,65,0.34610,54,0.03340,38,-0.5595,37,-0.5789,62,0.42157
ENSG00000174574,AKIRIN1,69,-0.3540,90,0.06756,53,-0.8041,96,0.17671,99,0.33047
ENSG00000168653,NDUFS5,237,-1.2441,240,-1.3026,595,0.18828,710,0.50792,617,0.37588
ENSG00000127603,MACF1,1029,1.29625,971,1.39349,630,0.52586,184,-1.5176,207,-1.6617
ENSG00000090621,PABPC4,94,0.64274,72,0.24153,80,0.43885,59,-0.1067,47,-0.6383
ENSG00000116983,HPCAL4,147,-0.9411,344,0.41635,337,0.37906,312,0.24092,226,-0.4296
ENSG00000084072,PPIE,42,0.22099,9,-2.1751,27,-0.4922,35,-0.0423,50,0.91963
ENSG00000131236,CAP1,190,0.32543,135,-0.2328,157,0.01859,110,-0.5782,173,0.28720
ENSG00000131238,PPT1,59,-1.2808,72,-1.0703,172,0.38829,129,-0.1184,170,0.56588
ENSG00000117000,RLF,26,-0.4406,82,1.69494,36,0.06057,10,-1.9775,27,-0.5803
ENSG00000084073,ZMPSTE24,35,-0.1957,30,-0.4621,40,0.00777,26,-0.6942,50,0.61398
ENSG00000084070,SMAP2,87,-1.1070,304,0.97291,76,-1.4019,175,-0.0404,192,0.16347
ENSG00000117016,RIMS3,16,-3.8108,126,-0.8707,220,0.05727,378,1.06662,219,0.06402
ENSG00000066136,NFYC,16,-1.3121,33,-0.2628,29,-0.4912,60,0.77800,41,0.14849
ENSG00000127124,HIVEP3,19,-0.7121,52,0.95441,16,-0.9957,53,0.98943,21,-0.7871
ENSG00000198815,FOXJ3,38,-0.7849,62,-0.0302,26,-1.4230,85,0.53616,75,0.43857
ENSG00000177181,RIMKLA,17,-1.9505,70,0.15950,38,-0.8449,76,0.30158,77,0.46512
ENSG00000127125,PPCS,33,-0.6056,34,-0.6142,61,0.38374,53,0.11601,52,0.15498
ENSG00000186409,CCDC30,56,0.29227,100,1.45542,36,-0.4272,39,-0.3168,31,-0.8929
ENSG00000065978,YBX1,239,1.50619,48,-1.1462,203,1.41805,108,0.19052,41,-1.7241
ENSG00000177868,SVBP,24,-0.5878,30,-0.2562,47,0.52236,32,-0.1408,36,0.03646
ENSG00000117394,SLC2A1,39,0.30433,13,-1.4185,76,1.69615,23,-0.5210,24,-0.6426
ENSG00000117395,EBNA1BP2,43,-0.7698,67,-0.1041,78,0.16970,48,-0.6523,84,0.46214
ENSG00000066322,ELOVL1,182,3.72156,9,-1.7931,14,-1.0362,20,-0.5449,12,-1.5996
ENSG00000159479,MED8,13,-1.0797,17,-0.7144,24,-0.2028,23,-0.2526,36,0.82363
ENSG00000142949,PTPRF,86,-0.5110,65,-0.9974,129,0.13594,164,0.56335,127,0.14153
ENSG00000066135,KDM4A,8,-1.2937,27,0.72082,20,0.18640,18,0.00485,16,-0.3208
ENSG00000126091,ST3GAL3,21,-0.7703,22,-0.7705,38,0.10074,54,0.74788,35,-0.0012
ENSG00000117408,IPO13,115,1.41344,16,-1.7720,38,-0.4278,65,0.49522,47,-0.0971
ENSG00000117410,ATP6V0B,161,-1.5085,200,-1.2629,219,-1.1230,465,0.12054,656,1.24960
ENSG00000117411,B4GALT2,58,-0.3308,29,-1.4522,102,0.63850,124,1.02727,58,-0.4878
ENSG00000178028,DMAP1,58,-0.5987,47,-0.9767,54,-0.7466,102,0.32144,111,0.74388
ENSG00000117419,ERI3,63,-0.9449,49,-1.3927,132,0.22005,126,0.13601,144,0.57210
ENSG00000187147,RNF220,149,0.26402,65,-1.0761,100,-0.3890,173,0.56467,138,0.22020
ENSG00000142937,RPS8,1135,0.84982,370,-0.9832,1227,1.12895,742,0.17359,450,-0.8843
ENSG00000070785,EIF2B3,15,-1.1627,28,-0.1947,17,-0.9993,20,-0.7732,47,1.17043
ENSG00000126088,UROD,51,-0.5925,31,-1.4149,84,0.18597,65,-0.2627,99,0.74661
ENSG00000117450,PRDX1,217,-0.3239,63,-2.2876,488,1.12830,236,-0.2147,283,0.14765
ENSG00000117448,AKR1A1,22,-0.8759,11,-2.0403,51,0.42890,26,-0.6821,56,0.97169
ENSG00000132780,NASP,281,2.04102,156,1.11213,60,-0.5883,61,-0.5625,39,-1.6137
ENSG00000159592,GPBP1L1,58,0.66316,32,-0.3006,36,-0.0710,51,0.50973,32,-0.3893
ENSG00000086015,MAST2,10,-1.3724,16,-0.7941,52,1.30370,24,-0.1512,24,-0.2237
ENSG00000117461,PIK3R3,30,-0.2453,49,0.55853,36,0.02797,25,-0.5573,35,-0.0264
ENSG00000085998,POMGNT1,52,-0.0945,38,-0.6335,51,-0.1419,56,0.02911,64,0.39538
ENSG00000132128,LRRC41,27,-0.5628,25,-0.7505,35,-0.2241,34,-0.2520,52,0.75049
ENSG00000173660,UQCRH,93,-2.0712,106,-1.9784,464,0.40849,363,-0.0239,492,0.81217
ENSG00000117481,NSUN4,26,0.19687,26,0.23298,16,-0.5907,31,0.58008,20,-0.2953
ENSG00000117480,FAAH,37,0.43999,13,-1.2706,28,-0.0395,28,-0.0273,33,0.40880
