Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to12,Feature log2 fold change topic 7to12
ENSG00000157911,PEX10,25,0.18440,6,-1.9110,32,0.67139,29,0.41028,0,-7.3332,24,0.18976
ENSG00000157870,PRXL2B,5,-3.1015,29,-0.5589,42,0.00852,21,-1.0583,36,-0.2590,55,0.90246
ENSG00000177133,PRDM16-DT,5,-2.0521,6,-1.9057,34,0.89283,85,2.44416,0,-5.0271,15,-0.8911
ENSG00000158109,TPRG1L,22,-3.2471,192,-0.0549,183,-0.1369,109,-0.9177,155,-0.3892,257,0.86355
ENSG00000130764,LRRC47,17,-2.2113,49,-0.6657,63,-0.2842,51,-0.5896,88,0.24795,95,0.77451
ENSG00000116198,CEP104,124,2.06690,65,0.90541,23,-0.7564,32,-0.2293,26,-0.5465,25,-0.9425
ENSG00000196581,AJAP1,32,-0.3938,58,0.55435,34,-0.3392,29,-0.5156,58,0.53426,41,0.02812
ENSG00000069424,KCNAB2,25,-2.8455,120,-0.5589,192,0.19535,141,-0.3048,158,-0.1356,206,0.57345
ENSG00000116254,CHD5,64,-1.8101,450,1.23087,186,-0.2335,144,-0.6108,282,0.44708,208,-0.0747
ENSG00000116251,RPL22,945,0.46827,361,-1.0290,1119,0.84651,667,-0.0864,632,-0.1710,603,-0.4210
ENSG00000116237,ICMT,11,-1.5405,15,-1.0420,24,-0.4020,32,0.06281,11,-1.4446,41,1.06707
ENSG00000097021,ACOT7,32,-2.8615,138,-0.7248,88,-1.4846,122,-0.9045,164,-0.4555,336,1.66550
ENSG00000215788,TNFRSF25,8,-1.3795,34,0.85991,13,-0.6528,24,0.30368,21,0.10939,21,0.12452
ENSG00000171680,PLEKHG5,2,-3.0663,6,-1.7820,19,-0.0003,11,-0.7836,10,-1.0513,28,1.25481
ENSG00000162408,NOL9,22,-0.2599,23,-0.2317,29,0.18346,35,0.44037,16,-0.7999,27,0.07537
ENSG00000162413,KLHL21,17,-1.0786,20,-0.8432,51,0.67901,29,-0.3167,21,-0.7925,39,0.28992
ENSG00000007923,DNAJC11,11,-1.6438,28,-0.3043,31,-0.1715,35,0.01415,32,-0.1195,41,0.53141
ENSG00000171735,CAMTA1,150,-1.4468,653,0.84515,273,-0.5876,331,-0.2456,557,0.58222,402,0.10896
ENSG00000049245,VAMP3,76,1.60416,0,-6.0431,62,1.46730,53,0.96386,3,-3.4081,15,-1.4577
ENSG00000049246,PER3,64,0.63203,44,0.02272,51,0.29524,53,0.33322,28,-0.6426,38,-0.3647
ENSG00000116288,PARK7,107,-1.7114,193,-0.8311,337,0.02829,413,0.34904,293,-0.1933,383,0.45110
ENSG00000116285,ERRFI1,1,-4.1473,41,0.92613,7,-1.7511,12,-1.0202,22,-0.1118,31,1.02834
ENSG00000162426,SLC45A1,4,-2.7797,33,0.25244,23,-0.3164,20,-0.5549,10,-1.5359,37,0.97089
ENSG00000142599,RERE,279,1.05097,196,0.46023,102,-0.6103,188,0.39553,160,0.13267,122,-0.4831
ENSG00000074800,ENO1,139,-1.8879,267,-0.9177,451,-0.1256,1245,1.57914,286,-0.8145,498,0.07177
ENSG00000171612,SLC25A33,3,-3.2545,4,-2.8898,33,0.05286,88,1.68479,29,-0.1506,32,0.02750
ENSG00000171603,CLSTN1,169,-2.2385,789,0.08471,507,-0.6492,603,-0.3351,762,0.03035,939,0.75485
ENSG00000178585,CTNNBIP1,23,-0.7425,6,-2.7379,35,-0.1125,49,0.43023,14,-1.4024,47,0.80844
ENSG00000162441,LZIC,113,1.29582,46,-0.1504,45,-0.2275,95,0.99743,48,-0.0946,37,-0.8059
ENSG00000130939,UBE4B,48,0.01639,72,0.65762,29,-0.7889,51,0.11843,37,-0.3957,51,0.18590
ENSG00000054523,KIF1B,562,0.48290,632,0.67256,467,0.20409,342,-0.3053,424,0.03002,349,-0.4656
ENSG00000142657,PGD,28,-1.0438,49,-0.1746,36,-0.6867,46,-0.2581,11,-2.3380,75,1.11675
ENSG00000241563,CORT,12,-1.6300,1,-5.2750,110,2.34045,3,-3.4213,1,-4.8356,33,-0.2643
ENSG00000160049,DFFA,123,1.40659,84,0.75761,38,-0.5461,60,0.19989,25,-1.1353,44,-0.4786
ENSG00000142655,PEX14,2,-3.4826,24,0.10802,18,-0.3204,30,0.44678,4,-2.4302,29,0.81636
ENSG00000120948,TARDBP,81,-0.0142,84,0.04191,96,0.27585,83,0.00886,72,-0.2000,79,-0.1168
ENSG00000116649,SRM,25,-1.1916,16,-1.8500,59,0.15209,58,0.10253,26,-1.1168,68,0.74399
ENSG00000171824,EXOSC10,34,-0.0535,47,0.42744,39,0.17214,32,-0.1840,17,-1.0773,36,0.06474
ENSG00000198793,MTOR,9,-2.0939,24,-0.5857,26,-0.5630,34,-0.0893,39,0.13832,46,0.78719
ENSG00000116661,FBXO2,91,-1.0959,58,-1.7538,279,0.73029,282,0.66370,124,-0.6263,187,0.01340
ENSG00000132879,FBXO44,19,-2.2985,80,-0.1661,49,-0.9655,85,-0.0731,108,0.30297,113,0.79032
ENSG00000177000,MTHFR,29,0.48434,26,0.28036,18,-0.2898,49,1.33401,4,-2.5546,19,-0.3160
ENSG00000011021,CLCN6,26,-1.5688,43,-0.8179,66,-0.1989,107,0.58342,57,-0.4143,88,0.51972
ENSG00000116685,KIAA2013,23,-0.4932,29,-0.1562,50,0.80939,40,0.37784,17,-0.9774,29,-0.2627
ENSG00000083444,PLOD1,11,-0.8640,18,-0.1412,28,0.55160,47,1.38016,7,-1.5774,17,-0.4144
ENSG00000116688,MFN2,69,-0.8374,100,-0.2639,127,0.11974,94,-0.3608,124,0.06740,130,0.28721
ENSG00000048707,VPS13D,55,-0.3311,73,0.09612,36,-1.0349,99,0.57615,89,0.41329,72,0.16039
ENSG00000162496,DHRS3,17,-0.4524,14,-0.6633,33,0.67534,81,2.23104,0,-4.7395,15,-0.9645
ENSG00000116731,PRDM2,277,0.37195,499,1.36295,154,-0.5870,101,-1.1887,471,1.25926,162,-0.7637
ENSG00000189337,KAZN,90,0.63377,59,-0.0516,37,-0.8135,32,-0.9840,36,-0.7822,73,0.58154
ENSG00000142634,EFHD2,15,-2.6249,163,0.94398,127,0.58738,26,-1.9050,37,-1.3479,100,0.27417
ENSG00000116138,DNAJC16,14,-1.3437,23,-0.5971,43,0.39030,20,-0.8314,55,0.74435,36,0.11702
ENSG00000197312,DDI2,28,-0.2939,74,1.28737,21,-0.7720,20,-0.7778,31,-0.1433,35,0.10464
ENSG00000116786,PLEKHM2,105,-0.2800,40,-1.7291,158,0.40899,115,-0.1338,106,-0.2608,137,0.27079
ENSG00000065526,SPEN,591,2.27897,425,1.63748,98,-0.8214,106,-0.6333,220,0.50252,65,-1.9797
ENSG00000037637,FBXO42,15,-0.4677,18,-0.1283,11,-0.9955,49,1.46875,3,-2.7845,22,0.32635
ENSG00000055070,SZRD1,35,0.69413,11,-1.0337,47,1.35928,28,0.31812,29,0.39272,13,-1.3502
ENSG00000159363,ATP13A2,20,-2.3493,43,-1.2260,59,-0.8278,83,-0.2505,63,-0.6736,140,1.35464
ENSG00000117118,SDHB,15,-2.2499,17,-2.0987,44,-0.7741,84,0.29869,50,-0.5229,97,1.19284
ENSG00000117115,PADI2,285,2.83856,19,-1.7042,122,1.35518,78,0.41355,1,-6.0258,15,-2.7305
ENSG00000179051,RCC2,13,-0.7473,15,-0.5168,10,-1.1592,16,-0.3463,12,-0.8622,29,1.17012
ENSG00000117154,IGSF21,4,-3.7916,77,0.37646,75,0.38555,31,-1.0303,29,-1.1213,73,0.57324
ENSG00000159423,ALDH4A1,14,-0.7811,6,-1.8976,32,0.54902,81,2.12347,19,-0.2989,16,-0.9120
ENSG00000127481,UBR4,69,1.09719,90,1.55681,9,-2.1048,63,0.93030,36,0.02284,24,-0.8961
ENSG00000127463,EMC1,22,-0.9089,23,-0.8219,37,-0.1176,34,-0.2401,40,0.01422,47,0.54724
ENSG00000053372,MRTO4,22,-1.2429,45,-0.1402,39,-0.4016,51,0.03400,32,-0.6862,61,0.68600
ENSG00000053371,AKR7A2,11,-1.6726,15,-1.2206,56,0.86587,71,1.17477,19,-0.8941,31,-0.2855
ENSG00000077549,CAPZB,117,-0.3888,177,0.25864,121,-0.3677,130,-0.2331,159,0.08031,164,0.25057
ENSG00000173436,MICOS10,133,-1.5251,152,-1.3279,511,0.61189,328,-0.1606,234,-0.6836,416,0.41576
ENSG00000158747,NBL1,50,-1.4521,111,-0.2404,160,0.36426,99,-0.4172,91,-0.5500,148,0.40340
ENSG00000169914,OTUD3,2,-3.5240,38,0.85667,11,-1.1024,21,-0.0500,30,0.49218,25,0.41549
ENSG00000162545,CAMK2N1,947,-0.7786,879,-0.8916,2243,0.64442,1816,0.23149,2492,0.74648,1368,-0.3712
ENSG00000158828,PINK1,181,-1.4455,196,-1.3272,488,0.07303,294,-0.7199,456,-0.0397,586,0.73917
ENSG00000244038,DDOST,8,-1.7858,16,-0.8367,27,0.02555,23,-0.2405,20,-0.4750,34,0.73019
ENSG00000117245,KIF17,3,-3.0398,25,-0.2562,20,-0.6488,14,-1.1796,9,-1.8134,45,1.51961
ENSG00000189410,SH2D5,4,-3.4938,22,-1.2291,35,-0.5924,38,-0.4098,81,0.77045,64,0.82541
ENSG00000127483,HP1BP3,403,0.70062,464,0.93817,210,-0.3632,270,0.05951,440,0.85035,188,-0.8238
ENSG00000075151,EIF4G3,268,0.21182,524,1.33039,94,-1.4848,166,-0.5382,424,0.96321,207,-0.3332
ENSG00000076864,RAP1GAP,31,-2.1354,137,0.09177,118,-0.1622,105,-0.3272,62,-1.1224,164,0.78102
ENSG00000090686,USP48,154,1.10350,153,1.09002,60,-0.4509,106,0.47320,69,-0.2079,57,-0.8189
ENSG00000070831,CDC42,87,-1.0313,144,-0.2697,110,-0.7360,153,-0.1781,160,-0.1114,215,0.75608
ENSG00000004487,KDM1A,20,-1.5651,58,0.06246,42,-0.4820,38,-0.5852,64,0.20952,68,0.62101
ENSG00000169641,LUZP1,57,-1.6328,306,0.96409,74,-1.3359,117,-0.5660,291,0.88060,185,0.26762
ENSG00000125944,HNRNPR,202,0.54690,233,0.78826,122,-0.2666,125,-0.2088,149,0.06330,127,-0.3195
ENSG00000142676,RPL11,812,0.54643,210,-1.5355,873,0.75338,592,0.03991,404,-0.5515,526,-0.2524
ENSG00000011007,ELOA,41,0.56219,28,-0.0402,21,-0.4674,47,0.80199,40,0.55252,24,-0.4680
ENSG00000057757,PITHD1,43,-2.0032,78,-1.1037,157,-0.0491,112,-0.5624,133,-0.3029,210,0.88440
ENSG00000011009,LYPLA2,5,-1.8291,17,-0.1780,19,0.05917,29,0.69057,4,-2.2452,22,0.47439
ENSG00000189266,PNRC2,35,-0.5952,71,0.52218,55,0.12437,57,0.16408,52,0.02078,48,-0.1623
ENSG00000188529,SRSF10,81,0.27452,96,0.54914,59,-0.2475,44,-0.6758,65,-0.0632,69,0.03152
ENSG00000001461,NIPAL3,427,1.78990,227,0.68453,141,-0.0909,98,-0.6321,86,-0.8329,110,-0.7598
ENSG00000133226,SRRM1,679,2.14097,474,1.45883,107,-1.0090,141,-0.5204,236,0.28402,104,-1.4776
ENSG00000169504,CLIC4,135,2.63063,8,-1.9266,69,1.56249,4,-3.0664,6,-2.4367,13,-1.8442
ENSG00000117614,SYF2,379,1.04228,283,0.55068,210,0.08651,192,-0.0625,293,0.60877,139,-0.9071
ENSG00000117616,RSRP1,117,0.31388,143,0.64483,86,-0.1828,106,0.15487,35,-1.5107,96,0.00802
ENSG00000183726,TMEM50A,65,-0.5240,37,-1.3749,67,-0.5146,103,0.18544,69,-0.4372,115,0.75091
ENSG00000204178,MACO1,72,0.32837,121,1.17664,36,-0.7932,53,-0.1600,107,0.96418,47,-0.5986
ENSG00000117643,MAN1C1,11,-1.9617,33,-0.3502,30,-0.5124,50,0.30092,24,-0.8495,53,0.82330
ENSG00000162430,SELENON,21,-0.4077,16,-0.7626,45,0.90369,41,0.65124,29,0.11165,22,-0.5949
ENSG00000117640,MTFR1L,19,-1.8262,63,-0.0326,45,-0.5885,98,0.68395,73,0.20648,71,0.31063
ENSG00000117632,STMN1,591,-1.3232,1295,-0.1290,1003,-0.5678,792,-0.8837,1485,0.08634,1783,0.79468
ENSG00000158008,EXTL1,2,-4.4331,37,-0.3436,50,0.12685,24,-0.9977,64,0.49496,56,0.54066
ENSG00000142684,ZNF593,10,-2.1939,42,-0.0664,36,-0.3358,52,0.27306,40,-0.1235,51,0.51228
ENSG00000142669,SH3BGRL3,94,-0.4632,97,-0.4108,153,0.33522,101,-0.3519,66,-0.9942,142,0.36269
ENSG00000117682,DHDDS,12,-0.8862,11,-1.0234,23,0.12546,40,0.96556,4,-2.3513,24,0.36520
ENSG00000198830,HMGN2,305,0.71923,167,-0.2429,243,0.39161,285,0.61254,120,-0.7409,162,-0.4833
ENSG00000117713,ARID1A,93,0.32815,145,1.06615,76,0.01823,119,0.73511,61,-0.3170,56,-0.7691
ENSG00000204160,ZDHHC18,2,-3.1878,31,0.63464,18,-0.2844,15,-0.5527,5,-1.9745,27,0.85783
ENSG00000142751,GPN2,16,-0.4003,32,0.62521,21,-0.0136,38,0.93877,15,-0.5403,19,-0.3479
ENSG00000090273,NUDC,130,-0.8338,146,-0.6526,217,-0.0473,150,-0.6128,238,0.10241,263,0.52281
ENSG00000253368,TRNP1,4,-3.7665,28,-0.9591,30,-0.8940,60,0.20533,58,0.15297,70,0.98826
ENSG00000090020,SLC9A1,0,-5.3215,5,-1.9019,8,-1.3428,39,1.25926,13,-0.4695,24,0.96058
ENSG00000142784,WDTC1,10,-1.3819,32,0.38239,28,0.16315,29,0.18994,0,-5.2461,29,0.47176
ENSG00000186501,TMEM222,36,-0.3972,39,-0.2935,31,-0.6916,55,0.26473,25,-0.9607,57,0.66420
ENSG00000158195,WASF2,214,2.48985,74,0.55114,65,0.38207,97,0.99515,37,-0.5167,13,-2.8138
ENSG00000126705,AHDC1,14,-2.0344,134,1.53801,44,-0.3177,87,0.78099,41,-0.4066,46,-0.3955
ENSG00000126709,IFI6,33,-1.3008,74,-0.0816,66,-0.2685,62,-0.3354,43,-0.9136,98,0.76578
ENSG00000009780,FAM76A,32,0.66138,38,0.91330,19,-0.1621,3,-2.5631,20,-0.1322,21,-0.0881
ENSG00000117758,STX12,71,-0.5355,70,-0.5619,97,-0.0675,88,-0.2003,76,-0.4334,118,0.50314
ENSG00000117751,PPP1R8,12,-1.1833,3,-2.9163,31,0.20476,44,0.73552,25,-0.1544,31,0.32050
ENSG00000117748,RPA2,20,-1.5197,20,-1.5289,43,-0.4216,69,0.33233,63,0.20491,68,0.65298
ENSG00000126698,DNAJC8,286,0.41278,372,0.84626,171,-0.4333,128,-0.8367,435,1.11170,181,-0.5255
ENSG00000130770,ATP5IF1,152,-1.9607,185,-1.6688,408,-0.5178,492,-0.1887,681,0.32608,722,0.89720
ENSG00000204138,PHACTR4,90,1.89528,37,0.37795,20,-0.6312,37,0.36105,30,0.03546,20,-0.9731
ENSG00000180098,TRNAU1AP,5,-2.2440,42,0.80041,11,-1.3894,61,1.45178,19,-0.4636,26,0.07249
ENSG00000198492,YTHDF2,38,-1.2066,107,0.36637,26,-1.8906,86,0.00907,103,0.30126,106,0.71531
ENSG00000159023,EPB41,21,-0.1460,45,1.05263,16,-0.6546,14,-0.7826,54,1.37387,19,-0.5141
ENSG00000116350,SRSF4,205,1.62213,98,0.36898,67,-0.2557,66,-0.2594,91,0.24372,57,-0.7986
ENSG00000116353,MECR,9,-1.6502,15,-0.9840,11,-1.5361,21,-0.4592,29,0.06262,41,1.32461
ENSG00000060656,PTPRU,2,-3.1562,22,0.11956,34,0.95017,20,-0.0020,10,-1.0119,20,-0.0291
ENSG00000162512,SDC3,104,0.20641,83,-0.1497,102,0.20146,187,1.17829,107,0.25436,68,-0.7437
ENSG00000134644,PUM1,111,-0.5017,331,1.26014,135,-0.2209,141,-0.1319,162,0.08467,138,-0.2903
ENSG00000121766,ZCCHC17,171,0.12292,269,0.86115,152,-0.0595,120,-0.4227,186,0.25858,141,-0.3153
ENSG00000121769,FABP3,8,-3.1657,34,-1.1486,20,-2.0269,27,-1.4611,76,0.08070,113,1.86095
ENSG00000162517,PEF1,13,-2.6928,44,-0.8615,63,-0.3511,43,-0.9001,75,-0.0518,106,1.06017
ENSG00000084636,COL16A1,70,1.42443,40,0.49030,32,0.14415,55,0.99345,5,-2.5883,20,-0.9475
ENSG00000121753,ADGRB2,33,-2.4097,153,-0.1193,140,-0.2879,164,-0.0118,144,-0.2220,202,0.64645
ENSG00000184007,PTP4A2,1477,2.85871,343,0.16241,375,0.33921,96,-1.7764,212,-0.5834,139,-1.7818
ENSG00000121774,KHDRBS1,91,-0.7226,171,0.26517,145,0.00473,153,0.08782,158,0.13955,146,0.01756
ENSG00000025800,KPNA6,61,-0.6857,190,1.12900,63,-0.6980,87,-0.1450,161,0.84434,87,-0.2626
ENSG00000084652,TXLNA,42,0.78427,37,0.59667,37,0.64098,21,-0.3233,22,-0.2307,19,-0.7901
ENSG00000160050,CCDC28B,10,-1.1014,9,-1.1514,24,0.28514,63,1.90257,27,0.45419,15,-0.8321
ENSG00000084623,EIF3I,44,-1.2362,101,0.02010,94,-0.0979,109,0.12835,79,-0.3720,113,0.37709
ENSG00000175130,MARCKSL1,577,2.22090,115,-0.5201,249,0.79384,230,0.57058,82,-1.0294,72,-1.7952
ENSG00000160058,BSDC1,45,-0.2767,58,0.09121,44,-0.3611,68,0.34341,69,0.38150,54,-0.0122
ENSG00000176261,ZBTB8OS,31,-0.7379,18,-1.5322,36,-0.5571,53,0.10389,38,-0.4247,65,0.86615
ENSG00000162521,RBBP4,54,-1.0324,191,0.93950,76,-0.5631,130,0.30489,161,0.65918,99,-0.2124
ENSG00000162522,KIAA1522,4,-2.1371,2,-3.0810,15,-0.4331,20,0.02447,18,-0.1001,27,1.06949
ENSG00000134684,YARS,35,-1.7294,79,-0.5180,46,-1.3960,88,-0.3377,80,-0.4815,157,1.32528
ENSG00000160097,FNDC5,6,-2.3552,16,-1.0528,10,-1.8282,16,-1.0835,23,-0.5276,52,1.88373
ENSG00000121905,HPCA,19,-3.0395,81,-0.9391,99,-0.6935,81,-0.9552,136,-0.1534,215,1.31566
ENSG00000121900,TMEM54,24,-0.3922,2,-3.7058,59,1.21241,25,-0.3456,16,-0.9767,31,0.00403
ENSG00000004455,AK2,60,1.17157,14,-1.0988,33,0.17665,53,0.95983,16,-0.8784,24,-0.5396
ENSG00000142920,AZIN2,13,-0.5703,1,-3.4911,13,-0.7058,5,-2.1012,16,-0.2886,29,1.47212
ENSG00000160094,ZNF362,16,-0.3770,22,0.13979,20,0.00676,26,0.39717,10,-1.0013,21,0.14936
ENSG00000134686,PHC2,55,0.10556,36,-0.5662,58,0.20812,68,0.43399,13,-1.9956,55,0.19482
ENSG00000163866,SMIM12,12,-2.2357,21,-1.4897,56,0.00830,35,-0.7006,22,-1.4122,78,1.19664
ENSG00000116544,DLGAP3,9,-2.1803,31,-0.3846,66,0.88192,42,0.06968,37,-0.1297,39,-0.1032
ENSG00000163867,ZMYM6,19,-0.3331,47,1.14345,4,-2.5118,20,-0.2508,13,-0.8967,29,0.66989
ENSG00000116560,SFPQ,688,1.69615,461,0.98462,157,-0.7829,328,0.42453,207,-0.3064,170,-0.9657
ENSG00000146463,ZMYM4,67,0.21977,57,-0.0445,59,0.01965,46,-0.3558,89,0.68263,54,-0.2253
ENSG00000142687,KIAA0319L,60,-0.3457,59,-0.3657,69,-0.1432,57,-0.4369,81,0.11504,85,0.35643
ENSG00000020129,NCDN,24,-4.3908,307,-0.6689,279,-0.8788,388,-0.3108,554,0.24861,642,1.07253
ENSG00000126067,PSMB2,43,-1.0862,94,0.11309,41,-1.2154,113,0.41778,59,-0.5935,109,0.73699
ENSG00000142686,C1orf216,7,-3.6743,79,-0.2484,48,-1.0670,66,-0.5262,84,-0.1590,130,1.22266
ENSG00000092847,AGO1,65,0.75335,50,0.34980,31,-0.4331,27,-0.6249,50,0.34529,38,-0.1439
ENSG00000126070,AGO3,94,1.44220,65,0.79148,40,0.02731,33,-0.2735,15,-1.4193,31,-0.6222
ENSG00000054116,TRAPPC3,12,-1.6550,33,-0.2156,22,-0.8812,40,0.11663,35,-0.0800,47,0.78323
ENSG00000116871,MAP7D1,287,0.60755,152,-0.3932,151,-0.4381,257,0.43224,162,-0.2978,199,0.03950
ENSG00000054118,THRAP3,305,0.85954,404,1.34458,114,-0.7462,152,-0.2574,339,1.04074,120,-0.9822
ENSG00000181817,LSM10,9,-2.0082,14,-1.4123,22,-0.7336,84,1.44781,13,-1.4365,43,0.62294
ENSG00000116885,OSCP1,4,-2.1683,12,-0.7220,12,-0.7863,21,0.11014,15,-0.4109,26,1.02613
ENSG00000116898,MRPS15,14,-2.1065,33,-0.7901,50,-0.1924,68,0.30482,72,0.40320,64,0.41928
ENSG00000163873,GRIK3,0,-8.0198,48,1.36583,33,0.80026,13,-0.7268,6,-1.7216,20,-0.1581
ENSG00000163875,MEAF6,55,-1.0848,81,-0.5182,90,-0.3772,97,-0.2402,107,-0.0915,139,0.68000
ENSG00000134697,GNL2,36,0.66008,47,1.08287,6,-2.0586,2,-3.3958,16,-0.6223,29,0.60170
ENSG00000185090,MANEAL,1,-3.8753,5,-2.1702,21,-0.2631,40,0.74859,32,0.40247,29,0.53359
ENSG00000197982,C1orf122,208,0.34380,67,-1.4013,285,0.98136,174,0.06368,86,-1.0269,151,-0.2852
ENSG00000183431,SF3A3,33,-0.6658,59,0.22171,33,-0.7514,34,-0.6505,77,0.64502,58,0.37465
ENSG00000183520,UTP11,24,-0.5548,33,-0.0447,20,-0.8823,49,0.57301,84,1.47655,30,-0.3373
ENSG00000116954,RRAGC,20,-1.3512,43,-0.1693,43,-0.1933,69,0.56977,82,0.85910,46,-0.1069
ENSG00000174574,AKIRIN1,64,-0.3792,84,0.04393,65,-0.3734,73,-0.1761,46,-0.8684,96,0.54508
ENSG00000168653,NDUFS5,266,-1.5730,376,-1.0575,716,-0.0766,701,-0.1029,530,-0.5364,946,0.78059
ENSG00000127603,MACF1,861,1.62532,654,1.13582,238,-0.5341,770,1.42259,311,-0.0794,142,-1.8433
ENSG00000090621,PABPC4,153,1.45892,39,-0.7486,86,0.54054,36,-0.8524,77,0.30074,48,-0.7385
ENSG00000116983,HPCAL4,111,-1.5584,437,0.55677,373,0.33450,334,0.12381,367,0.27567,285,-0.2229
ENSG00000084072,PPIE,18,-0.9923,9,-1.9331,44,0.37217,35,-0.0206,27,-0.3882,41,0.46697
ENSG00000131236,CAP1,123,-0.1256,209,0.71980,77,-0.8984,131,-0.0317,111,-0.2922,146,0.26146
ENSG00000131238,PPT1,41,-1.8025,62,-1.1907,74,-1.0007,194,0.57531,161,0.27671,170,0.74889
ENSG00000117000,RLF,40,0.99490,60,1.70460,5,-2.1803,25,0.20324,36,0.82744,15,-0.9433
ENSG00000084073,ZMPSTE24,19,-0.6276,37,0.35156,8,-1.9991,54,0.96108,28,-0.0950,33,0.37162
ENSG00000084070,SMAP2,63,-1.1084,259,1.12456,94,-0.5447,90,-0.5801,138,0.08631,138,0.16295
ENSG00000117016,RIMS3,10,-4.4708,58,-1.9978,191,-0.2420,228,0.05347,264,0.28849,283,0.84805
ENSG00000066136,NFYC,10,-1.9621,38,0.07113,27,-0.4918,30,-0.2961,15,-1.2695,48,0.95842
ENSG00000127124,HIVEP3,20,0.09908,27,0.56093,23,0.31279,10,-1.0135,10,-0.9010,19,0.02604
ENSG00000198815,FOXJ3,16,-1.8772,47,-0.2514,25,-1.3039,40,-0.5071,55,-0.0316,77,1.14205
ENSG00000177181,RIMKLA,8,-2.4991,37,-0.3356,24,-1.0439,20,-1.2865,45,-0.0520,66,1.30584
