Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to12,Feature log2 fold change topic 7to12
ENSG00000049246,PER3,52,1.12716,34,0.49359,30,0.21719,34,0.48097,15,-1.2168
ENSG00000116288,PARK7,212,-0.6834,376,0.23022,202,-0.7583,250,-0.4683,382,0.46031
ENSG00000116285,ERRFI1,12,-1.1352,19,-0.4093,26,0.08952,24,-0.0686,29,0.47166
ENSG00000162426,SLC45A1,4,-2.9409,21,-0.7183,23,-0.5834,23,-0.6366,47,1.28295
ENSG00000142599,RERE,162,0.41526,135,0.13942,148,0.27469,188,0.74382,90,-0.8214
ENSG00000074800,ENO1,472,-0.1258,540,0.09553,504,-0.0241,342,-0.6726,566,0.30979
ENSG00000171612,SLC25A33,37,0.28921,64,1.36462,20,-0.6481,23,-0.5144,24,-0.6914
ENSG00000171603,CLSTN1,240,-1.6416,471,-0.6755,736,0.06514,613,-0.2400,888,0.76005
ENSG00000178585,CTNNBIP1,48,0.75682,37,0.36646,15,-1.0092,28,-0.0860,28,-0.2307
ENSG00000162441,LZIC,88,0.84675,48,-0.1466,36,-0.5396,78,0.75048,41,-0.6100
ENSG00000130939,UBE4B,31,-0.4131,31,-0.4517,49,0.27053,35,-0.2496,46,0.38129
ENSG00000054523,KIF1B,435,0.34932,294,-0.2907,347,-0.0074,489,0.60670,306,-0.3520
ENSG00000142657,PGD,22,-1.4291,36,-0.7431,59,0.06853,40,-0.5823,74,0.92962
ENSG00000241563,CORT,19,-1.6257,46,-0.3933,16,-1.9087,144,1.81805,46,-0.5727
ENSG00000160049,DFFA,75,0.90522,47,0.18319,29,-0.5791,46,0.13762,37,-0.3963
ENSG00000142655,PEX14,7,-1.4979,14,-0.6201,30,0.62479,11,-0.9143,26,0.79759
ENSG00000120948,TARDBP,62,-0.3847,62,-0.4027,115,0.59443,81,0.03249,81,0.07498
ENSG00000116649,SRM,37,-0.7759,65,0.10307,53,-0.2434,42,-0.6303,72,0.50735
ENSG00000171824,EXOSC10,23,-0.4660,12,-1.5171,97,1.90990,38,0.33025,26,-0.4811
ENSG00000198793,MTOR,34,-0.5107,32,-0.6491,49,0.04860,33,-0.6100,60,0.73770
ENSG00000116661,FBXO2,204,0.11755,268,0.62999,144,-0.4176,81,-1.3653,204,0.22037
ENSG00000132879,FBXO44,45,-1.0295,68,-0.4124,108,0.33529,50,-0.9333,110,0.76186
ENSG00000177000,MTHFR,11,-0.5989,10,-0.8046,39,1.48021,20,0.37282,14,-0.3911
ENSG00000011021,CLCN6,41,-0.6397,63,0.00992,79,0.37419,64,0.05010,62,0.00168
ENSG00000116685,KIAA2013,40,0.38563,19,-0.7798,30,-0.0599,22,-0.5926,37,0.53825
ENSG00000083444,PLOD1,30,0.65392,18,-0.1721,30,0.67887,16,-0.3241,18,-0.2352
ENSG00000116688,MFN2,69,-0.6567,88,-0.3017,95,-0.1606,100,-0.0805,120,0.41611
ENSG00000048707,VPS13D,50,-0.6032,52,-0.5911,108,0.59564,86,0.25064,76,0.07697
ENSG00000162496,DHRS3,32,1.15469,21,0.48002,20,0.41875,6,-1.4591,14,-0.3631
ENSG00000116731,PRDM2,154,-0.6906,193,-0.3748,182,-0.4331,454,1.19217,210,-0.3695
ENSG00000189337,KAZN,69,0.00803,61,-0.1964,77,0.17483,111,0.86525,56,-0.5398
ENSG00000142634,EFHD2,69,-0.5904,46,-1.2811,129,0.37635,61,-0.8343,135,0.96090
ENSG00000116138,DNAJC16,13,-1.3765,28,-0.2675,27,-0.3256,28,-0.2597,40,0.66313
ENSG00000197312,DDI2,21,-1.0040,32,-0.4361,46,0.16731,65,0.82761,39,-0.1544
ENSG00000116786,PLEKHM2,127,0.24525,182,0.95134,63,-0.8276,115,0.10234,86,-0.5947
ENSG00000065526,SPEN,229,0.57519,120,-0.4831,140,-0.2078,346,1.49625,103,-1.0750
ENSG00000116809,ZBTB17,18,-0.0684,22,0.20651,32,0.77457,14,-0.5086,18,-0.1451
ENSG00000037637,FBXO42,16,-0.4087,14,-0.6785,29,0.49401,18,-0.2942,24,0.41312
ENSG00000055070,SZRD1,37,0.98230,40,1.30427,25,0.38700,14,-0.5739,11,-1.2747
ENSG00000159363,ATP13A2,46,-1.5061,99,-0.3868,103,-0.2957,90,-0.5408,162,0.87101
ENSG00000117118,SDHB,39,-0.9401,67,-0.1493,39,-0.9611,54,-0.5076,93,0.79292
ENSG00000117115,PADI2,163,3.23081,39,0.52029,34,0.22824,9,-1.8696,9,-2.3030
ENSG00000179051,RCC2,32,0.67181,18,-0.2201,15,-0.5401,14,-0.5938,23,0.29599
ENSG00000117154,IGSF21,32,-1.2525,46,-0.7824,82,0.17213,28,-1.5429,103,1.23575
ENSG00000159423,ALDH4A1,35,1.26570,44,2.03743,11,-0.6045,4,-1.9290,8,-1.4832
ENSG00000127481,UBR4,30,-0.2524,18,-1.1073,51,0.55729,72,1.31406,28,-0.6208
ENSG00000127463,EMC1,19,-0.8819,23,-0.6209,86,1.53814,24,-0.5907,35,0.06810
ENSG00000053372,MRTO4,23,-0.7769,42,0.13749,48,0.34038,40,0.05691,38,-0.0354
ENSG00000053371,AKR7A2,55,1.02429,33,0.20627,30,0.06042,13,-1.2421,28,-0.0466
ENSG00000077549,CAPZB,94,-1.0769,150,-0.3899,161,-0.2491,145,-0.4542,238,0.75444
ENSG00000173436,MICOS10,423,0.36356,477,0.63036,216,-0.6827,226,-0.6676,332,-0.0377
ENSG00000158747,NBL1,122,-0.3085,152,0.02877,192,0.40375,88,-0.8753,166,0.32742
ENSG00000169914,OTUD3,7,-1.4197,17,-0.1511,28,0.67265,29,0.82457,16,-0.4279
ENSG00000162545,CAMK2N1,2053,0.45453,2825,1.13232,682,-1.2501,1347,-0.2339,1242,-0.5713
ENSG00000090432,MUL1,5,-1.8688,23,0.29179,17,-0.2251,18,-0.1190,22,0.29743
ENSG00000183114,FAM43B,11,-1.0075,11,-1.0464,46,1.22789,12,-0.8809,26,0.55462
ENSG00000158828,PINK1,325,-0.5918,515,0.13788,228,-1.1247,303,-0.7518,587,0.68527
ENSG00000244038,DDOST,9,-1.7344,19,-0.7126,27,-0.1089,25,-0.2533,38,0.85027
ENSG00000117245,KIF17,7,-2.0018,12,-1.2270,12,-1.1673,34,0.40904,35,0.89535
ENSG00000189410,SH2D5,16,-1.0841,32,-0.0535,20,-0.7683,24,-0.5108,41,0.72807
ENSG00000127483,HP1BP3,334,0.64008,187,-0.3018,170,-0.4239,381,0.98401,174,-0.6490
ENSG00000075151,EIF4G3,140,-1.3310,211,-0.7749,259,-0.4030,581,1.01565,341,0.04738
ENSG00000117298,ECE1,36,1.15623,23,0.47990,47,1.62123,10,-0.9023,10,-1.2346
ENSG00000076864,RAP1GAP,41,-1.7650,95,-0.5645,222,0.83115,95,-0.5503,158,0.55763
ENSG00000090686,USP48,79,-0.0621,40,-1.1746,156,1.03541,108,0.47409,76,-0.2079
ENSG00000070831,CDC42,111,-0.7133,111,-0.7676,162,-0.1371,153,-0.2427,220,0.71484
ENSG00000133216,EPHB2,15,0.07740,10,-0.5861,6,-1.3430,14,-0.0050,17,0.54978
ENSG00000004487,KDM1A,33,-1.2937,57,-0.4998,108,0.53089,68,-0.2202,89,0.45206
ENSG00000169641,LUZP1,80,-1.4460,179,-0.2430,116,-0.8910,371,1.09011,198,-0.1282
ENSG00000125944,HNRNPR,108,-0.2997,89,-0.6444,141,0.12465,169,0.46155,134,0.06742
ENSG00000142676,RPL11,863,1.41456,444,0.32710,271,-0.4764,259,-0.5920,314,-0.4308
ENSG00000011007,ELOA,34,0.41382,29,0.17570,21,-0.2875,34,0.49098,22,-0.4717
ENSG00000057757,PITHD1,73,-1.0790,139,-0.1005,119,-0.3306,109,-0.5048,180,0.64888
ENSG00000011009,LYPLA2,15,-0.7056,24,0.06951,35,0.61804,13,-0.9164,26,0.32148
ENSG00000117308,GALE,0,-4.4046,14,-0.2191,22,0.45124,13,-0.4083,20,0.63073
ENSG00000189266,PNRC2,69,0.17585,46,-0.4909,65,0.06859,62,-0.0061,66,0.16854
ENSG00000188529,SRSF10,70,0.06217,44,-0.6988,136,1.14796,84,0.38041,58,-0.4102
ENSG00000001461,NIPAL3,166,0.38872,58,-1.3158,172,0.44825,118,-0.1570,145,0.32938
ENSG00000133226,SRRM1,409,1.04466,118,-0.9896,318,0.62102,402,1.17251,137,-1.1061
ENSG00000169504,CLIC4,122,3.49358,10,-1.0784,20,0.04032,3,-2.9242,11,-1.2471
ENSG00000117614,SYF2,170,0.48515,140,0.19471,79,-0.7169,207,0.92572,93,-0.7485
ENSG00000117616,RSRP1,57,-0.3964,12,-2.7965,385,3.08659,40,-0.9929,56,-0.7041
ENSG00000183726,TMEM50A,75,0.23763,50,-0.4191,69,0.10370,43,-0.6702,74,0.42099
ENSG00000204178,MACO1,60,-0.3189,38,-1.0875,109,0.62756,115,0.82146,68,-0.2211
ENSG00000117643,MAN1C1,9,-2.2249,31,-0.4413,46,0.20245,28,-0.5958,52,0.83622
ENSG00000162430,SELENON,43,1.11477,36,0.92212,42,1.04218,9,-1.4084,14,-1.0026
ENSG00000117640,MTFR1L,60,0.00130,57,-0.0779,57,-0.0883,45,-0.4733,66,0.30472
ENSG00000117632,STMN1,519,-1.4621,943,-0.6064,797,-0.8185,1225,-0.1717,1767,0.90671
ENSG00000158008,EXTL1,37,-0.0397,47,0.37215,44,0.24306,26,-0.5953,38,-0.0053
ENSG00000175087,PDIK1L,13,-0.2809,11,-0.5303,14,-0.1380,15,-0.0244,18,0.39555
ENSG00000142684,ZNF593,20,-1.2098,45,-0.0099,32,-0.5438,42,-0.1275,53,0.48362
ENSG00000142669,SH3BGRL3,155,-0.0147,185,0.29825,141,-0.1656,102,-0.7088,168,0.20851
ENSG00000158062,UBXN11,28,0.45633,21,0.01449,37,0.86183,14,-0.6685,20,-0.1879
ENSG00000117682,DHDDS,10,-1.0344,17,-0.2610,19,-0.0986,15,-0.4220,24,0.62318
ENSG00000198830,HMGN2,278,1.01870,163,0.15945,159,0.10769,105,-0.5872,135,-0.2593
ENSG00000117713,ARID1A,103,0.61483,71,0.02286,76,0.12378,84,0.32396,58,-0.4741
ENSG00000204160,ZDHHC18,13,-0.8347,16,-0.5224,25,0.14155,13,-0.8692,29,0.82670
ENSG00000142751,GPN2,26,0.38852,13,-0.6889,18,-0.1816,20,-0.0452,22,0.27037
ENSG00000090273,NUDC,246,0.01074,243,-0.0069,195,-0.3475,242,-0.0166,253,0.10588
ENSG00000253368,TRNP1,20,-1.4330,66,0.43403,23,-1.2350,52,-0.0003,57,0.29470
ENSG00000090020,SLC9A1,10,-1.0982,18,-0.2802,21,-0.0312,20,-0.0877,25,0.45254
ENSG00000142784,WDTC1,36,0.71136,29,0.37204,27,0.24704,16,-0.6283,21,-0.2727
ENSG00000186501,TMEM222,32,-0.0018,32,0.00878,51,0.75071,18,-0.9311,33,0.12502
ENSG00000158195,WASF2,161,2.74593,33,-0.0830,44,0.36993,32,-0.1411,14,-1.9668
ENSG00000126705,AHDC1,45,-0.2954,35,-0.7264,80,0.60332,62,0.20829,56,0.08166
ENSG00000126709,IFI6,99,0.02685,65,-0.6802,119,0.30724,42,-1.3794,123,0.77883
ENSG00000009780,FAM76A,24,0.38474,10,-0.9437,44,1.41755,22,0.30269,15,-0.5463
ENSG00000117758,STX12,94,-0.1737,84,-0.3704,141,0.47301,94,-0.1895,111,0.17442
ENSG00000117751,PPP1R8,46,0.92218,18,-0.5960,26,-0.0256,21,-0.3522,27,0.10831
ENSG00000117748,RPA2,21,-1.0492,24,-0.9420,55,0.39949,22,-1.0843,58,1.02413
ENSG00000126698,DNAJC8,192,-0.2986,284,0.34968,111,-1.1271,357,0.77772,201,-0.3902
ENSG00000130770,ATP5IF1,228,-1.3111,585,0.14493,248,-1.1861,428,-0.3880,659,0.66101
ENSG00000204138,PHACTR4,78,2.13982,17,-0.4459,34,0.68622,32,0.63290,10,-1.8125
ENSG00000180098,TRNAU1AP,27,0.61685,14,-0.4760,25,0.47752,10,-0.9719,20,0.27229
ENSG00000120656,TAF12,11,-0.6357,25,0.73104,16,-0.0203,14,-0.2603,15,-0.1724
ENSG00000198492,YTHDF2,23,-2.1065,66,-0.6032,91,-0.0621,93,-0.0289,117,0.70006
ENSG00000116329,OPRD1,5,-1.6004,16,0.16002,11,-0.4702,23,0.85085,13,-0.2221
ENSG00000159023,EPB41,15,-0.3575,13,-0.6125,31,0.75441,42,1.47190,13,-1.0328
ENSG00000116350,SRSF4,98,-0.0019,62,-0.7485,115,0.25503,158,0.87144,87,-0.3207
ENSG00000116353,MECR,24,-0.4884,41,0.37291,30,-0.1432,18,-1.0329,38,0.39684
ENSG00000162512,SDC3,200,0.77571,181,0.68638,138,0.17732,74,-0.8447,106,-0.4159
ENSG00000134644,PUM1,104,-0.5426,109,-0.5041,189,0.39014,217,0.69200,138,-0.1906
ENSG00000060688,SNRNP40,19,-0.1056,8,-1.5339,20,-0.0478,18,-0.2356,26,0.77689
ENSG00000121766,ZCCHC17,112,-0.5173,141,-0.1732,102,-0.6655,180,0.25029,170,0.25022
ENSG00000121769,FABP3,27,-2.4077,122,-0.1996,69,-1.0453,60,-1.3451,198,1.36014
ENSG00000162517,PEF1,20,-2.0131,82,0.09362,55,-0.5264,51,-0.6969,99,0.78584
ENSG00000084636,COL16A1,33,0.14928,22,-0.5332,65,1.23404,12,-1.5269,33,0.26580
ENSG00000121753,ADGRB2,137,-0.6316,180,-0.2289,234,0.19831,126,-0.8187,249,0.60004
ENSG00000184007,PTP4A2,662,1.57775,207,-0.3724,176,-0.5902,194,-0.4818,243,-0.1703
ENSG00000121774,KHDRBS1,84,-0.4795,83,-0.5490,130,0.19171,119,0.06062,127,0.30052
ENSG00000025800,KPNA6,61,-0.7616,81,-0.3634,83,-0.2913,140,0.59213,103,0.07944
ENSG00000084652,TXLNA,18,-0.3173,21,-0.0507,31,0.55256,27,0.39404,19,-0.3222
ENSG00000160050,CCDC28B,13,-0.4300,25,0.58381,10,-0.8096,17,-0.0279,17,-0.0412
ENSG00000084623,EIF3I,71,-0.6218,69,-0.7156,80,-0.4383,97,-0.1566,133,0.71028
ENSG00000175130,MARCKSL1,549,1.98100,214,0.37955,158,-0.1405,82,-1.2217,129,-0.7414
ENSG00000160058,BSDC1,68,0.09625,48,-0.4853,83,0.41077,54,-0.2885,69,0.21910
ENSG00000160062,ZBTB8A,21,0.31779,18,0.11774,29,0.83954,11,-0.6994,16,-0.1714
ENSG00000176261,ZBTB8OS,17,-1.3926,52,0.33335,52,0.30245,35,-0.3604,46,0.17139
ENSG00000162521,RBBP4,113,0.00264,89,-0.3921,97,-0.2276,127,0.20676,118,0.14266
ENSG00000162522,KIAA1522,23,0.77684,27,1.15909,19,0.45332,11,-0.4595,9,-1.0952
ENSG00000134684,YARS,37,-1.8015,84,-0.6507,88,-0.5198,115,-0.1193,160,0.87075
ENSG00000160097,FNDC5,11,-1.8705,43,0.22422,8,-2.2627,79,1.41903,31,-0.4697
ENSG00000121905,HPCA,43,-2.1751,175,-0.0945,102,-0.9082,146,-0.3958,238,0.85745
ENSG00000121900,TMEM54,61,0.57565,73,0.99439,18,-1.3132,29,-0.6425,38,-0.3075
ENSG00000116514,RNF19B,8,-1.3009,19,-0.0433,17,-0.2109,13,-0.6552,24,0.68409
ENSG00000004455,AK2,34,0.51428,26,0.09798,25,0.05350,17,-0.5965,25,0.03310
ENSG00000142920,AZIN2,14,-0.6448,12,-0.9506,24,0.10253,17,-0.4181,28,0.78124
ENSG00000160094,ZNF362,26,0.56630,24,0.51203,11,-0.7723,20,0.14251,16,-0.4180
ENSG00000134686,PHC2,41,-0.1306,36,-0.3833,62,0.49881,45,-0.0011,46,0.05766
ENSG00000163866,SMIM12,34,-0.6857,45,-0.2827,55,0.06224,39,-0.5362,64,0.56954
ENSG00000116544,DLGAP3,66,0.64225,74,0.95224,46,0.06862,31,-0.5969,34,-0.6277
ENSG00000163867,ZMYM6,13,-0.6933,12,-0.8901,30,0.58872,25,0.35780,22,0.14489
ENSG00000116560,SFPQ,278,0.09298,150,-0.9190,544,1.20366,345,0.49323,221,-0.4470
ENSG00000146463,ZMYM4,66,0.04234,58,-0.1734,42,-0.6429,112,1.01989,54,-0.4643
ENSG00000142687,KIAA0319L,57,-0.0874,55,-0.1408,62,0.05772,64,0.11937,60,0.01568
ENSG00000020129,NCDN,91,-2.4930,296,-0.7974,527,0.15521,250,-1.0634,671,1.23369
ENSG00000126067,PSMB2,52,-0.9140,71,-0.5039,72,-0.4306,59,-0.8064,127,0.98638
ENSG00000142686,C1orf216,20,-2.3330,66,-0.6214,77,-0.3205,66,-0.6061,130,1.10897
ENSG00000092847,AGO1,45,0.19120,27,-0.6095,57,0.57945,55,0.57936,35,-0.3456
ENSG00000126070,AGO3,67,0.67526,25,-0.9245,89,1.16181,59,0.54695,33,-0.6893
ENSG00000116863,ADPRHL2,17,0.07391,4,-2.0069,6,-1.3955,8,-1.1515,25,1.57939
ENSG00000054116,TRAPPC3,23,-0.8401,31,-0.4786,32,-0.3884,29,-0.5577,52,0.84009
ENSG00000116871,MAP7D1,180,-0.0352,186,0.01500,165,-0.1784,151,-0.3415,199,0.22971
ENSG00000054118,THRAP3,138,-0.2934,124,-0.4942,127,-0.4261,321,1.24116,141,-0.4524
ENSG00000196182,STK40,25,0.79419,20,0.48555,11,-0.4421,15,0.00324,12,-0.4931
ENSG00000181817,LSM10,26,-0.6611,47,0.25599,41,-0.0077,31,-0.4700,44,0.25316
ENSG00000116885,OSCP1,7,-1.6661,11,-1.0930,30,0.44227,16,-0.6181,30,0.96472
ENSG00000116898,MRPS15,28,-1.2227,63,0.03207,66,0.10325,50,-0.3589,71,0.39988
ENSG00000163873,GRIK3,8,-1.2759,3,-2.6442,36,1.09370,22,0.34621,21,0.39260
ENSG00000163875,MEAF6,45,-1.3378,107,-0.0343,91,-0.2738,111,0.03000,123,0.36194
ENSG00000134697,GNL2,24,-0.4583,19,-0.8242,19,-0.7842,49,0.77221,34,0.18316
ENSG00000116922,C1orf109,5,-1.3168,10,-0.4745,15,0.20930,13,-0.1159,16,0.51355
ENSG00000185090,MANEAL,4,-2.6016,15,-0.7509,31,0.39532,20,-0.3387,31,0.80305
ENSG00000197982,C1orf122,255,0.85690,219,0.68255,130,-0.2206,90,-0.8483,133,-0.3287
ENSG00000188786,MTF1,22,0.91882,15,0.31399,8,-0.6057,22,0.99582,8,-1.1360
ENSG00000183431,SF3A3,34,-0.5963,37,-0.5071,66,0.44421,58,0.24586,52,0.10476
ENSG00000183520,UTP11,33,-0.3284,32,-0.3840,40,-0.0357,42,0.07065,44,0.25780
ENSG00000185668,POU3F1,1,-3.8241,20,0.81963,4,-1.6434,9,-0.5369,15,0.48525
ENSG00000116954,RRAGC,24,-0.7968,36,-0.1905,38,-0.0788,42,0.06701,44,0.28180
ENSG00000174574,AKIRIN1,62,-0.3028,67,-0.1968,63,-0.2879,62,-0.3393,88,0.44786
ENSG00000168653,NDUFS5,443,-0.6825,816,0.29722,417,-0.7749,567,-0.3303,774,0.35632
ENSG00000127603,MACF1,621,1.13148,225,-0.5488,545,0.90882,518,0.93857,181,-1.2865
ENSG00000090621,PABPC4,101,0.88495,62,0.09519,92,0.73583,69,0.28566,41,-0.8758
ENSG00000116983,HPCAL4,237,-0.1487,306,0.28122,254,-0.0415,250,-0.0750,254,-0.0694
ENSG00000084072,PPIE,15,-1.3524,28,-0.4020,38,0.08168,32,-0.2149,43,0.58142
ENSG00000131236,CAP1,125,-0.5537,141,-0.4013,181,0.02341,139,-0.4213,212,0.55883
ENSG00000131238,PPT1,67,-1.0490,103,-0.4413,118,-0.1940,110,-0.3354,166,0.70073
ENSG00000117000,RLF,23,-0.4624,16,-1.0472,75,1.46313,55,1.04652,22,-0.8481
ENSG00000084073,ZMPSTE24,29,-0.1566,23,-0.5313,47,0.57966,30,-0.1090,34,0.15593
ENSG00000084070,SMAP2,46,-1.7932,108,-0.5580,121,-0.3473,223,0.70366,164,0.24556
ENSG00000117016,RIMS3,65,-1.3315,242,0.79798,112,-0.5176,126,-0.3592,160,0.07233
ENSG00000066136,NFYC,19,-0.8767,23,-0.6700,46,0.49281,21,-0.7983,43,0.73453
ENSG00000179862,CITED4,6,-1.3454,17,0.15175,5,-1.6152,18,0.23486,18,0.37330
ENSG00000127124,HIVEP3,27,0.21084,21,-0.2305,31,0.42568,36,0.75698,19,-0.5985
ENSG00000198815,FOXJ3,21,-0.9513,37,-0.1191,50,0.34472,30,-0.4719,46,0.40701
ENSG00000177181,RIMKLA,22,-1.2834,60,0.24654,25,-1.0943,61,0.29680,55,0.19745
ENSG00000127125,PPCS,30,-0.7233,58,0.31508,33,-0.6009,60,0.37041,47,-0.0774
ENSG00000186409,CCDC30,45,0.02891,51,0.21903,32,-0.5226,87,1.26294,30,-0.9411
ENSG00000065978,YBX1,244,1.55457,116,0.33110,75,-0.3874,91,-0.1047,70,-0.7900
ENSG00000164008,C1orf50,10,-1.0234,27,0.58829,15,-0.4534,17,-0.2725,21,0.12529
ENSG00000177868,SVBP,26,-0.8244,49,0.17137,20,-1.2170,57,0.41332,47,0.11190
ENSG00000117394,SLC2A1,112,2.29693,42,0.62325,35,0.24945,16,-1.0234,16,-1.4452
ENSG00000117395,EBNA1BP2,35,-1.4637,97,0.08933,35,-1.4806,98,0.10021,108,0.49271
ENSG00000159479,MED8,17,-0.6005,27,0.17452,18,-0.4457,19,-0.3921,28,0.37410
ENSG00000178922,HYI,15,0.30930,20,0.84169,2,-2.2887,12,-0.1095,11,-0.2298
ENSG00000142949,PTPRF,69,-0.4994,89,-0.1159,106,0.16411,72,-0.4639,108,0.37544
