"pathway","sender","receiver","diff_value"
"PTPR","L3/4 (spd02) ","L5 (spd05) ",0
"PTPR","L3/4 (spd02) ","L6 (spd03) ",0
"PTPR","L3/4 (spd02) ","L6/WM (spd01) ",0
"PTPR","L3/4 (spd02) ","WM (spd04) ",0
"PTPR","L5 (spd05) ","L1 (spd07) ",0
"PTPR","L5 (spd05) ","L2/3 (spd06) ",2.7539622824964576e-4
"PTPR","L5 (spd05) ","L3/4 (spd02) ",2.081235610264197e-4
"PTPR","L5 (spd05) ","L5 (spd05) ",1.506980159479076e-4
"PTPR","L5 (spd05) ","L6 (spd03) ",1.3400840729003993e-5
"PTPR","L5 (spd05) ","L6/WM (spd01) ",1.0691419733576063e-4
"PTPR","L5 (spd05) ","WM (spd04) ",-3.29643335093624e-4
"PTPR","L6 (spd03) ","L1 (spd07) ",0
"PTPR","L6 (spd03) ","L2/3 (spd06) ",-2.2959199434214607e-4
"PTPR","L6 (spd03) ","L3/4 (spd02) ",-2.608635709131827e-4
"PTPR","L6 (spd03) ","L5 (spd05) ",-2.861512446251473e-4
"PTPR","L6 (spd03) ","L6 (spd03) ",-2.0083448548498608e-4
"PTPR","L6 (spd03) ","L6/WM (spd01) ",-1.6396231788160182e-5
"PTPR","L6 (spd03) ","WM (spd04) ",-4.3925242532509264e-4
"PTPR","L6/WM (spd01) ","L1 (spd07) ",0
"PTPR","L6/WM (spd01) ","L2/3 (spd06) ",0
"PTPR","L6/WM (spd01) ","L3/4 (spd02) ",0
"PTPR","L6/WM (spd01) ","L5 (spd05) ",0
"PTPR","L6/WM (spd01) ","L6 (spd03) ",0
"PTPR","L6/WM (spd01) ","L6/WM (spd01) ",0
"PTPR","L6/WM (spd01) ","WM (spd04) ",0
"PTPR","WM (spd04) ","L1 (spd07) ",0
"PTPR","WM (spd04) ","L2/3 (spd06) ",0
"PTPR","WM (spd04) ","L3/4 (spd02) ",0
"PTPR","WM (spd04) ","L5 (spd05) ",0
"PTPR","WM (spd04) ","L6 (spd03) ",0
"PTPR","WM (spd04) ","L6/WM (spd01) ",0
"PTPR","WM (spd04) ","WM (spd04) ",0
"EPHB","L1 (spd07) ","L1 (spd07) ",0
"EPHB","L1 (spd07) ","L2/3 (spd06) ",0
"EPHB","L1 (spd07) ","L3/4 (spd02) ",0
"EPHB","L1 (spd07) ","L5 (spd05) ",0
"EPHB","L1 (spd07) ","L6 (spd03) ",0
"EPHB","L1 (spd07) ","L6/WM (spd01) ",0
"EPHB","L1 (spd07) ","WM (spd04) ",0
"EPHB","L2/3 (spd06) ","L1 (spd07) ",0
"EPHB","L2/3 (spd06) ","L2/3 (spd06) ",0
"EPHB","L2/3 (spd06) ","L3/4 (spd02) ",0
"EPHB","L2/3 (spd06) ","L5 (spd05) ",0
"EPHB","L2/3 (spd06) ","L6 (spd03) ",0
"EPHB","L2/3 (spd06) ","L6/WM (spd01) ",0
"EPHB","L2/3 (spd06) ","WM (spd04) ",0
"EPHB","L3/4 (spd02) ","L1 (spd07) ",0
"EPHB","L3/4 (spd02) ","L2/3 (spd06) ",0
"EPHB","L3/4 (spd02) ","L3/4 (spd02) ",0
"EPHB","L3/4 (spd02) ","L5 (spd05) ",0
"EPHB","L3/4 (spd02) ","L6 (spd03) ",0
"EPHB","L3/4 (spd02) ","L6/WM (spd01) ",0
"EPHB","L3/4 (spd02) ","WM (spd04) ",0
"EPHB","L5 (spd05) ","L1 (spd07) ",0
"EPHB","L5 (spd05) ","L2/3 (spd06) ",3.1319171943382804e-4
"EPHB","L5 (spd05) ","L3/4 (spd02) ",3.084936438530971e-4
"EPHB","L5 (spd05) ","L5 (spd05) ",5.769041718468411e-4
"EPHB","L5 (spd05) ","L6 (spd03) ",3.0869801191099914e-4
"EPHB","L5 (spd05) ","L6/WM (spd01) ",3.192213442079929e-5
"EPHB","L5 (spd05) ","WM (spd04) ",0
"EPHB","L6 (spd03) ","L1 (spd07) ",0
"EPHB","L6 (spd03) ","L2/3 (spd06) ",0
"EPHB","L6 (spd03) ","L3/4 (spd02) ",0
"EPHB","L6 (spd03) ","L5 (spd05) ",0
"EPHB","L6 (spd03) ","L6 (spd03) ",0
"EPHB","L6 (spd03) ","L6/WM (spd01) ",0
"EPHB","L6 (spd03) ","WM (spd04) ",0
"EPHB","L6/WM (spd01) ","L1 (spd07) ",0
"EPHB","L6/WM (spd01) ","L2/3 (spd06) ",0
"EPHB","L6/WM (spd01) ","L3/4 (spd02) ",0
"EPHB","L6/WM (spd01) ","L5 (spd05) ",0
"EPHB","L6/WM (spd01) ","L6 (spd03) ",0
"EPHB","L6/WM (spd01) ","L6/WM (spd01) ",0
"EPHB","L6/WM (spd01) ","WM (spd04) ",0
"EPHB","WM (spd04) ","L1 (spd07) ",0
"EPHB","WM (spd04) ","L2/3 (spd06) ",0
"EPHB","WM (spd04) ","L3/4 (spd02) ",0
"EPHB","WM (spd04) ","L5 (spd05) ",0
"EPHB","WM (spd04) ","L6 (spd03) ",0
"EPHB","WM (spd04) ","L6/WM (spd01) ",0
"EPHB","WM (spd04) ","WM (spd04) ",0
"SEMA6","L1 (spd07) ","L1 (spd07) ",0
"SEMA6","L1 (spd07) ","L2/3 (spd06) ",0
"SEMA6","L1 (spd07) ","L3/4 (spd02) ",0
"SEMA6","L1 (spd07) ","L5 (spd05) ",0
"SEMA6","L1 (spd07) ","L6 (spd03) ",0
"SEMA6","L1 (spd07) ","L6/WM (spd01) ",0
"SEMA6","L1 (spd07) ","WM (spd04) ",0
"SEMA6","L2/3 (spd06) ","L1 (spd07) ",0
"SEMA6","L2/3 (spd06) ","L2/3 (spd06) ",0
"SEMA6","L2/3 (spd06) ","L3/4 (spd02) ",0
"SEMA6","L2/3 (spd06) ","L5 (spd05) ",0
"SEMA6","L2/3 (spd06) ","L6 (spd03) ",0
"SEMA6","L2/3 (spd06) ","L6/WM (spd01) ",0
"SEMA6","L2/3 (spd06) ","WM (spd04) ",0
"SEMA6","L3/4 (spd02) ","L1 (spd07) ",0
"SEMA6","L3/4 (spd02) ","L2/3 (spd06) ",0
"SEMA6","L3/4 (spd02) ","L3/4 (spd02) ",0
"SEMA6","L3/4 (spd02) ","L5 (spd05) ",0
"SEMA6","L3/4 (spd02) ","L6 (spd03) ",0
"SEMA6","L3/4 (spd02) ","L6/WM (spd01) ",0
"SEMA6","L3/4 (spd02) ","WM (spd04) ",0
"SEMA6","L5 (spd05) ","L1 (spd07) ",0
"SEMA6","L5 (spd05) ","L2/3 (spd06) ",0
"SEMA6","L5 (spd05) ","L3/4 (spd02) ",0
"SEMA6","L5 (spd05) ","L5 (spd05) ",1.7837575467292199e-4
"SEMA6","L5 (spd05) ","L6 (spd03) ",1.7883378349036537e-4
"SEMA6","L5 (spd05) ","L6/WM (spd01) ",0
"SEMA6","L5 (spd05) ","WM (spd04) ",0
"SEMA6","L6 (spd03) ","L1 (spd07) ",0
"SEMA6","L6 (spd03) ","L2/3 (spd06) ",0
"SEMA6","L6 (spd03) ","L3/4 (spd02) ",0
"SEMA6","L6 (spd03) ","L5 (spd05) ",6.0608586019211645e-5
"SEMA6","L6 (spd03) ","L6 (spd03) ",3.799755841388098e-5
"SEMA6","L6 (spd03) ","L6/WM (spd01) ",0
"SEMA6","L6 (spd03) ","WM (spd04) ",0
"SEMA6","L6/WM (spd01) ","L1 (spd07) ",0
"SEMA6","L6/WM (spd01) ","L2/3 (spd06) ",0
"SEMA6","L6/WM (spd01) ","L3/4 (spd02) ",0
"SEMA6","L6/WM (spd01) ","L5 (spd05) ",0
"SEMA6","L6/WM (spd01) ","L6 (spd03) ",0
"SEMA6","L6/WM (spd01) ","L6/WM (spd01) ",0
"SEMA6","L6/WM (spd01) ","WM (spd04) ",0
"SEMA6","WM (spd04) ","L1 (spd07) ",0
"SEMA6","WM (spd04) ","L2/3 (spd06) ",0
"SEMA6","WM (spd04) ","L3/4 (spd02) ",0
"SEMA6","WM (spd04) ","L5 (spd05) ",-2.6162237339522857e-5
"SEMA6","WM (spd04) ","L6 (spd03) ",-1.1131386294689833e-4
"SEMA6","WM (spd04) ","L6/WM (spd01) ",0
"SEMA6","WM (spd04) ","WM (spd04) ",0
"L1CAM","L1 (spd07) ","L1 (spd07) ",0
"L1CAM","L1 (spd07) ","L2/3 (spd06) ",0
"L1CAM","L1 (spd07) ","L3/4 (spd02) ",0
"L1CAM","L1 (spd07) ","L5 (spd05) ",0
"L1CAM","L1 (spd07) ","L6 (spd03) ",0
"L1CAM","L1 (spd07) ","L6/WM (spd01) ",0
"L1CAM","L1 (spd07) ","WM (spd04) ",0
"L1CAM","L2/3 (spd06) ","L1 (spd07) ",0
"L1CAM","L2/3 (spd06) ","L2/3 (spd06) ",9.63035464214329e-5
"L1CAM","L2/3 (spd06) ","L3/4 (spd02) ",0
"L1CAM","L2/3 (spd06) ","L5 (spd05) ",7.672655796364105e-5
"L1CAM","L2/3 (spd06) ","L6 (spd03) ",6.68990938303288e-5
"L1CAM","L2/3 (spd06) ","L6/WM (spd01) ",0
"L1CAM","L2/3 (spd06) ","WM (spd04) ",0
"L1CAM","L3/4 (spd02) ","L1 (spd07) ",0
"L1CAM","L3/4 (spd02) ","L2/3 (spd06) ",0
"L1CAM","L3/4 (spd02) ","L3/4 (spd02) ",0
"L1CAM","L3/4 (spd02) ","L5 (spd05) ",0
"L1CAM","L3/4 (spd02) ","L6 (spd03) ",0
"L1CAM","L3/4 (spd02) ","L6/WM (spd01) ",0
"L1CAM","L3/4 (spd02) ","WM (spd04) ",0
"L1CAM","L5 (spd05) ","L1 (spd07) ",0
"L1CAM","L5 (spd05) ","L2/3 (spd06) ",7.672655796364105e-5
"L1CAM","L5 (spd05) ","L3/4 (spd02) ",0
"L1CAM","L5 (spd05) ","L5 (spd05) ",5.2943769673008823e-5
"L1CAM","L5 (spd05) ","L6 (spd03) ",4.389070245329577e-5
"L1CAM","L5 (spd05) ","L6/WM (spd01) ",0
"L1CAM","L5 (spd05) ","WM (spd04) ",0
"L1CAM","L6 (spd03) ","L1 (spd07) ",0
"L1CAM","L6 (spd03) ","L2/3 (spd06) ",6.68990938303288e-5
"L1CAM","L6 (spd03) ","L3/4 (spd02) ",0
"L1CAM","L6 (spd03) ","L5 (spd05) ",4.389070245329577e-5
"L1CAM","L6 (spd03) ","L6 (spd03) ",3.5657398336655735e-5
"L1CAM","L6 (spd03) ","L6/WM (spd01) ",0
"L1CAM","L6 (spd03) ","WM (spd04) ",0
"L1CAM","L6/WM (spd01) ","L1 (spd07) ",0
"L1CAM","L6/WM (spd01) ","L2/3 (spd06) ",0
"L1CAM","L6/WM (spd01) ","L3/4 (spd02) ",0
"L1CAM","L6/WM (spd01) ","L5 (spd05) ",0
"L1CAM","L6/WM (spd01) ","L6 (spd03) ",0
"L1CAM","L6/WM (spd01) ","L6/WM (spd01) ",0
"L1CAM","L6/WM (spd01) ","WM (spd04) ",0
"L1CAM","WM (spd04) ","L1 (spd07) ",0
"L1CAM","WM (spd04) ","L2/3 (spd06) ",0
"L1CAM","WM (spd04) ","L3/4 (spd02) ",0
"L1CAM","WM (spd04) ","L5 (spd05) ",0
"L1CAM","WM (spd04) ","L6 (spd03) ",0
"L1CAM","WM (spd04) ","L6/WM (spd01) ",0
"L1CAM","WM (spd04) ","WM (spd04) ",0
"GABA-B","L1 (spd07) ","L1 (spd07) ",0
"GABA-B","L1 (spd07) ","L2/3 (spd06) ",0
"GABA-B","L1 (spd07) ","L3/4 (spd02) ",0
"GABA-B","L1 (spd07) ","L5 (spd05) ",0
"GABA-B","L1 (spd07) ","L6 (spd03) ",0
"GABA-B","L1 (spd07) ","L6/WM (spd01) ",0
"GABA-B","L1 (spd07) ","WM (spd04) ",0
"GABA-B","L2/3 (spd06) ","L1 (spd07) ",0.002452708637961319
"GABA-B","L2/3 (spd06) ","L2/3 (spd06) ",2.1062158457340122e-4
"GABA-B","L2/3 (spd06) ","L3/4 (spd02) ",1.7549916198893005e-4
"GABA-B","L2/3 (spd06) ","L5 (spd05) ",2.190993978936403e-4
"GABA-B","L2/3 (spd06) ","L6 (spd03) ",-6.857996603778886e-5
"GABA-B","L2/3 (spd06) ","L6/WM (spd01) ",-1.6258900126460722e-4
"GABA-B","L2/3 (spd06) ","WM (spd04) ",0.0014205666114096125
"GABA-B","L3/4 (spd02) ","L1 (spd07) ",0.0018593202220703667
"GABA-B","L3/4 (spd02) ","L2/3 (spd06) ",-0.0013394326875186997
"GABA-B","L3/4 (spd02) ","L3/4 (spd02) ",-0.0011878612976043684
"GABA-B","L3/4 (spd02) ","L5 (spd05) ",-0.0012364560491111582
"GABA-B","L3/4 (spd02) ","L6 (spd03) ",-0.0014515528909367428
"GABA-B","L3/4 (spd02) ","L6/WM (spd01) ",-6.53702384532199e-4
"GABA-B","L3/4 (spd02) ","WM (spd04) ",0.001076616757227858
"GABA-B","L5 (spd05) ","L1 (spd07) ",0.0026151986015159386
"GABA-B","L5 (spd05) ","L2/3 (spd06) ",0.0026803123349917954
"GABA-B","L5 (spd05) ","L3/4 (spd02) ",0.002332679901735961
"GABA-B","L5 (spd05) ","L5 (spd05) ",0.002568501842871787
"GABA-B","L5 (spd05) ","L6 (spd03) ",0.0017651720110438383
"GABA-B","L5 (spd05) ","L6/WM (spd01) ",-0.002587217295399501
"GABA-B","L5 (spd05) ","WM (spd04) ",0.0012445230293430501
"GABA-B","L6 (spd03) ","L1 (spd07) ",0
"GABA-B","L6 (spd03) ","L2/3 (spd06) ",0
"GABA-B","L6 (spd03) ","L3/4 (spd02) ",0
"GABA-B","L6 (spd03) ","L5 (spd05) ",0
"GABA-B","L6 (spd03) ","L6 (spd03) ",0
"GABA-B","L6 (spd03) ","L6/WM (spd01) ",0
"GABA-B","L6 (spd03) ","WM (spd04) ",0
"GABA-B","L6/WM (spd01) ","L1 (spd07) ",0
"GABA-B","L6/WM (spd01) ","L2/3 (spd06) ",0
"GABA-B","L6/WM (spd01) ","L3/4 (spd02) ",0
"GABA-B","L6/WM (spd01) ","L5 (spd05) ",0
"GABA-B","L6/WM (spd01) ","L6 (spd03) ",0
"GABA-B","L6/WM (spd01) ","L6/WM (spd01) ",0
"GABA-B","L6/WM (spd01) ","WM (spd04) ",0
"GABA-B","WM (spd04) ","L1 (spd07) ",0
"GABA-B","WM (spd04) ","L2/3 (spd06) ",0
"GABA-B","WM (spd04) ","L3/4 (spd02) ",0
"GABA-B","WM (spd04) ","L5 (spd05) ",0
"GABA-B","WM (spd04) ","L6 (spd03) ",0
"GABA-B","WM (spd04) ","L6/WM (spd01) ",0
"GABA-B","WM (spd04) ","WM (spd04) ",0
"CypA","L1 (spd07) ","L1 (spd07) ",0
"CypA","L1 (spd07) ","L2/3 (spd06) ",0
"CypA","L1 (spd07) ","L3/4 (spd02) ",0
"CypA","L1 (spd07) ","L5 (spd05) ",0
"CypA","L1 (spd07) ","L6 (spd03) ",0
"CypA","L1 (spd07) ","L6/WM (spd01) ",0
"CypA","L1 (spd07) ","WM (spd04) ",0
"CypA","L2/3 (spd06) ","L1 (spd07) ",0
"CypA","L2/3 (spd06) ","L2/3 (spd06) ",0.0031029016360655456
"CypA","L2/3 (spd06) ","L3/4 (spd02) ",0.003340708086224789
"CypA","L2/3 (spd06) ","L5 (spd05) ",7.387971194881757e-4
"CypA","L2/3 (spd06) ","L6 (spd03) ",0.0027555763106275957
"CypA","L2/3 (spd06) ","L6/WM (spd01) ",0
"CypA","L2/3 (spd06) ","WM (spd04) ",0
"CypA","L3/4 (spd02) ","L1 (spd07) ",0
"CypA","L3/4 (spd02) ","L2/3 (spd06) ",0.0019482252777444295
"CypA","L3/4 (spd02) ","L3/4 (spd02) ",0.002302158099613802
"CypA","L3/4 (spd02) ","L5 (spd05) ",-2.5083805348098676e-4
"CypA","L3/4 (spd02) ","L6 (spd03) ",0.0016402979886788183
"CypA","L3/4 (spd02) ","L6/WM (spd01) ",0
"CypA","L3/4 (spd02) ","WM (spd04) ",0
"CypA","L5 (spd05) ","L1 (spd07) ",0
"CypA","L5 (spd05) ","L2/3 (spd06) ",0.0038173257634007557
"CypA","L5 (spd05) ","L3/4 (spd02) ",0.00399647359629747
"CypA","L5 (spd05) ","L5 (spd05) ",0.0013111293231521381
"CypA","L5 (spd05) ","L6 (spd03) ",0.003440876832940934
"CypA","L5 (spd05) ","L6/WM (spd01) ",0
"CypA","L5 (spd05) ","WM (spd04) ",0
"CypA","L6 (spd03) ","L1 (spd07) ",0
"CypA","L6 (spd03) ","L2/3 (spd06) ",0.005927910189503498
"CypA","L6 (spd03) ","L3/4 (spd02) ",0.005837267713069805
"CypA","L6 (spd03) ","L5 (spd05) ",0.003305088578889885
"CypA","L6 (spd03) ","L6 (spd03) ",0.005501912795536933
"CypA","L6 (spd03) ","L6/WM (spd01) ",0
"CypA","L6 (spd03) ","WM (spd04) ",0
"CypA","L6/WM (spd01) ","L1 (spd07) ",0
"CypA","L6/WM (spd01) ","L2/3 (spd06) ",0.004152820754644994
"CypA","L6/WM (spd01) ","L3/4 (spd02) ",0
"CypA","L6/WM (spd01) ","L5 (spd05) ",0
"CypA","L6/WM (spd01) ","L6 (spd03) ",0.04459556277357371
"CypA","L6/WM (spd01) ","L6/WM (spd01) ",0
"CypA","L6/WM (spd01) ","WM (spd04) ",0
"CypA","WM (spd04) ","L1 (spd07) ",0
"CypA","WM (spd04) ","L2/3 (spd06) ",0
"CypA","WM (spd04) ","L3/4 (spd02) ",0
"CypA","WM (spd04) ","L5 (spd05) ",0
"CypA","WM (spd04) ","L6 (spd03) ",0
"CypA","WM (spd04) ","L6/WM (spd01) ",0
"CypA","WM (spd04) ","WM (spd04) ",0
"CDH","L1 (spd07) ","L1 (spd07) ",0
"CDH","L1 (spd07) ","L2/3 (spd06) ",0
"CDH","L1 (spd07) ","L3/4 (spd02) ",0
"CDH","L1 (spd07) ","L5 (spd05) ",0
"CDH","L1 (spd07) ","L6 (spd03) ",0
"CDH","L1 (spd07) ","L6/WM (spd01) ",0
"CDH","L1 (spd07) ","WM (spd04) ",0
"CDH","L2/3 (spd06) ","L1 (spd07) ",0
"CDH","L2/3 (spd06) ","L2/3 (spd06) ",0
"CDH","L2/3 (spd06) ","L3/4 (spd02) ",0
"CDH","L2/3 (spd06) ","L5 (spd05) ",0
"CDH","L2/3 (spd06) ","L6 (spd03) ",0
"CDH","L2/3 (spd06) ","L6/WM (spd01) ",0
"CDH","L2/3 (spd06) ","WM (spd04) ",0
"CDH","L3/4 (spd02) ","L1 (spd07) ",0
"CDH","L3/4 (spd02) ","L2/3 (spd06) ",0
"CDH","L3/4 (spd02) ","L3/4 (spd02) ",0
"CDH","L3/4 (spd02) ","L5 (spd05) ",0
"CDH","L3/4 (spd02) ","L6 (spd03) ",0
"CDH","L3/4 (spd02) ","L6/WM (spd01) ",0
"CDH","L3/4 (spd02) ","WM (spd04) ",0
"CDH","L5 (spd05) ","L1 (spd07) ",0
"CDH","L5 (spd05) ","L2/3 (spd06) ",0
"CDH","L5 (spd05) ","L3/4 (spd02) ",0
"CDH","L5 (spd05) ","L5 (spd05) ",1.1079685053558253e-5
"CDH","L5 (spd05) ","L6 (spd03) ",1.383420389757732e-5
"CDH","L5 (spd05) ","L6/WM (spd01) ",0
"CDH","L5 (spd05) ","WM (spd04) ",0
"CDH","L6 (spd03) ","L1 (spd07) ",0
"CDH","L6 (spd03) ","L2/3 (spd06) ",0
"CDH","L6 (spd03) ","L3/4 (spd02) ",0
"CDH","L6 (spd03) ","L5 (spd05) ",1.383420389757732e-5
"CDH","L6 (spd03) ","L6 (spd03) ",1.5461316310413768e-5
"CDH","L6 (spd03) ","L6/WM (spd01) ",0
"CDH","L6 (spd03) ","WM (spd04) ",0
"CDH","L6/WM (spd01) ","L1 (spd07) ",0
"CDH","L6/WM (spd01) ","L2/3 (spd06) ",0
"CDH","L6/WM (spd01) ","L3/4 (spd02) ",0
"CDH","L6/WM (spd01) ","L5 (spd05) ",0
"CDH","L6/WM (spd01) ","L6 (spd03) ",0
"CDH","L6/WM (spd01) ","L6/WM (spd01) ",0
"CDH","L6/WM (spd01) ","WM (spd04) ",0
"CDH","WM (spd04) ","L1 (spd07) ",0
"CDH","WM (spd04) ","L2/3 (spd06) ",0
"CDH","WM (spd04) ","L3/4 (spd02) ",0
"CDH","WM (spd04) ","L5 (spd05) ",0
"CDH","WM (spd04) ","L6 (spd03) ",0
"CDH","WM (spd04) ","L6/WM (spd01) ",0
"CDH","WM (spd04) ","WM (spd04) ",0
"SEMA4","L1 (spd07) ","L1 (spd07) ",0
"SEMA4","L1 (spd07) ","L2/3 (spd06) ",0
"SEMA4","L1 (spd07) ","L3/4 (spd02) ",0
"SEMA4","L1 (spd07) ","L5 (spd05) ",0
"SEMA4","L1 (spd07) ","L6 (spd03) ",0
"SEMA4","L1 (spd07) ","L6/WM (spd01) ",0
"SEMA4","L1 (spd07) ","WM (spd04) ",0
"SEMA4","L2/3 (spd06) ","L1 (spd07) ",0
"SEMA4","L2/3 (spd06) ","L2/3 (spd06) ",0
"SEMA4","L2/3 (spd06) ","L3/4 (spd02) ",0
"SEMA4","L2/3 (spd06) ","L5 (spd05) ",0
"SEMA4","L2/3 (spd06) ","L6 (spd03) ",0
"SEMA4","L2/3 (spd06) ","L6/WM (spd01) ",0
"SEMA4","L2/3 (spd06) ","WM (spd04) ",0
"SEMA4","L3/4 (spd02) ","L1 (spd07) ",0
"SEMA4","L3/4 (spd02) ","L2/3 (spd06) ",0
"SEMA4","L3/4 (spd02) ","L3/4 (spd02) ",0
"SEMA4","L3/4 (spd02) ","L5 (spd05) ",0
"SEMA4","L3/4 (spd02) ","L6 (spd03) ",0
"SEMA4","L3/4 (spd02) ","L6/WM (spd01) ",0
"SEMA4","L3/4 (spd02) ","WM (spd04) ",0
"SEMA4","L5 (spd05) ","L1 (spd07) ",0
"SEMA4","L5 (spd05) ","L2/3 (spd06) ",0
"SEMA4","L5 (spd05) ","L3/4 (spd02) ",0
"SEMA4","L5 (spd05) ","L5 (spd05) ",0
"SEMA4","L5 (spd05) ","L6 (spd03) ",0
"SEMA4","L5 (spd05) ","L6/WM (spd01) ",0
"SEMA4","L5 (spd05) ","WM (spd04) ",0
"SEMA4","L6 (spd03) ","L1 (spd07) ",0
"SEMA4","L6 (spd03) ","L2/3 (spd06) ",0
"SEMA4","L6 (spd03) ","L3/4 (spd02) ",0
"SEMA4","L6 (spd03) ","L5 (spd05) ",0
"SEMA4","L6 (spd03) ","L6 (spd03) ",0
"SEMA4","L6 (spd03) ","L6/WM (spd01) ",0
"SEMA4","L6 (spd03) ","WM (spd04) ",0
"SEMA4","L6/WM (spd01) ","L1 (spd07) ",0
"SEMA4","L6/WM (spd01) ","L2/3 (spd06) ",0
"SEMA4","L6/WM (spd01) ","L3/4 (spd02) ",0
"SEMA4","L6/WM (spd01) ","L5 (spd05) ",0
"SEMA4","L6/WM (spd01) ","L6 (spd03) ",0
"SEMA4","L6/WM (spd01) ","L6/WM (spd01) ",0
"SEMA4","L6/WM (spd01) ","WM (spd04) ",-1.0570109525028025e-4
"SEMA4","WM (spd04) ","L1 (spd07) ",0
"SEMA4","WM (spd04) ","L2/3 (spd06) ",0
"SEMA4","WM (spd04) ","L3/4 (spd02) ",0
"SEMA4","WM (spd04) ","L5 (spd05) ",0
"SEMA4","WM (spd04) ","L6 (spd03) ",0
"SEMA4","WM (spd04) ","L6/WM (spd01) ",0
"SEMA4","WM (spd04) ","WM (spd04) ",1.1366306165968773e-4
"FLRT","L1 (spd07) ","L1 (spd07) ",0
"FLRT","L1 (spd07) ","L2/3 (spd06) ",0
