Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to10,Feature log2 fold change topic 6to10
ENSG00000120948,TARDBP,176,1.20121,112,0.42225,73,-0.2590,90,0.06189,76,-0.2134,67,-0.6418
ENSG00000116649,SRM,4,-3.4961,37,-0.2486,61,0.53690,55,0.38237,37,-0.2425,48,0.31013
ENSG00000171824,EXOSC10,16,-0.8303,16,-0.8326,24,-0.2137,59,1.26312,35,0.34203,26,-0.2253
ENSG00000198793,MTOR,32,0.30947,7,-1.9219,47,0.98758,35,0.47032,22,-0.2395,23,-0.2864
ENSG00000116661,FBXO2,199,0.31192,184,0.18752,170,0.05373,76,-1.1920,234,0.58059,156,-0.1490
ENSG00000132879,FBXO44,4,-3.8984,14,-2.1123,147,1.60949,84,0.62064,23,-1.4191,61,0.16491
ENSG00000177000,MTHFR,4,-2.2601,20,0.14560,21,0.18819,59,2.05348,15,-0.3626,13,-0.8280
ENSG00000011021,CLCN6,86,0.80652,11,-2.2788,72,0.50944,79,0.66241,37,-0.5280,48,-0.2473
ENSG00000116685,KIAA2013,79,1.65042,13,-1.3044,31,0.02815,38,0.37486,23,-0.4373,24,-0.6162
ENSG00000116688,MFN2,351,2.10233,81,-0.4538,142,0.44221,62,-0.8779,53,-1.1071,79,-0.8005
ENSG00000048707,VPS13D,77,0.33302,33,-0.9765,88,0.54054,104,0.82294,56,-0.1832,54,-0.3993
ENSG00000162496,DHRS3,44,0.68919,52,0.98025,16,-0.8393,9,-1.6892,47,0.80058,24,-0.4992
ENSG00000162493,PDPN,172,2.99796,27,-0.4569,5,-2.9092,9,-2.1162,90,1.55175,12,-2.2915
ENSG00000116731,PRDM2,4,-5.3085,96,-0.7379,148,-0.0602,364,1.48091,36,-2.1769,177,0.45227
ENSG00000189337,KAZN,4,-3.3345,49,0.35810,61,0.74098,40,0.03680,47,0.28529,38,-0.0793
ENSG00000142634,EFHD2,130,0.75505,93,0.19563,150,1.00739,79,-0.0565,103,0.36146,53,-1.0532
ENSG00000116138,DNAJC16,4,-2.3467,5,-2.0842,33,0.83040,57,1.85615,4,-2.1325,19,-0.1355
ENSG00000197312,DDI2,4,-2.6155,3,-2.8053,36,0.68785,48,1.16822,24,0.02750,24,0.07613
ENSG00000116786,PLEKHM2,12,-3.2132,97,-0.1908,74,-0.5934,87,-0.3588,66,-0.7899,151,1.15940
ENSG00000065526,SPEN,24,-2.2995,191,0.87419,77,-0.5833,227,1.18261,93,-0.3055,102,-0.2558
ENSG00000055070,SZRD1,4,-2.4705,31,0.58052,3,-2.6644,21,-0.0611,33,0.68299,25,0.42436
ENSG00000159363,ATP13A2,15,-2.0648,11,-2.5093,151,1.62952,74,0.37124,31,-0.9795,61,0.11635
ENSG00000117118,SDHB,4,-3.8046,33,-0.7835,101,1.03369,27,-1.0491,51,-0.1016,65,0.59316
ENSG00000117115,PADI2,119,0.95518,227,2.19175,17,-2.0879,15,-2.2491,111,0.83580,36,-1.4185
ENSG00000117154,IGSF21,41,-0.0256,21,-1.0865,137,2.10779,19,-1.1827,48,0.21290,31,-0.7846
ENSG00000159423,ALDH4A1,44,0.95395,12,-1.1145,2,-3.3984,5,-2.3654,46,1.05237,27,0.32018
ENSG00000127481,UBR4,16,-0.9834,17,-0.9320,35,0.17380,98,2.01073,31,-0.0065,23,-0.7584
ENSG00000127463,EMC1,49,1.07209,14,-0.9482,35,0.49574,29,0.22936,28,0.14931,20,-0.6104
ENSG00000053372,MRTO4,9,-1.7827,11,-1.4935,34,0.25987,63,1.30563,15,-0.9878,32,0.25927
ENSG00000053371,AKR7A2,4,-2.7590,19,-0.5320,30,0.19748,10,-1.4387,75,1.83589,25,-0.1380
ENSG00000077549,CAPZB,240,0.67407,100,-0.7184,188,0.27184,133,-0.2800,198,0.35760,146,-0.2347
ENSG00000173436,MICOS10,129,-1.1091,294,0.17938,272,0.05003,139,-0.9945,371,0.56093,286,0.24550
ENSG00000158747,NBL1,536,2.20590,51,-1.7158,167,0.08889,124,-0.3844,144,-0.1428,111,-0.8752
ENSG00000162545,CAMK2N1,683,-1.3767,596,-1.5809,898,-0.9618,1473,-0.1948,841,-1.0625,2431,1.43636
ENSG00000158828,PINK1,399,0.40037,190,-0.7741,486,0.72948,208,-0.6383,187,-0.7978,330,0.16655
ENSG00000244038,DDOST,4,-2.1952,11,-0.6866,33,1.04754,16,-0.1078,40,1.37909,14,-0.5412
ENSG00000189410,SH2D5,4,-2.9194,0,-8.4055,50,0.87548,56,1.09252,9,-1.7986,35,0.54518
ENSG00000127483,HP1BP3,10,-4.4275,218,0.13225,217,0.12351,436,1.31621,116,-0.8620,203,0.02311
ENSG00000075151,EIF4G3,4,-5.1825,121,-0.2645,260,0.99880,232,0.79540,39,-1.9842,155,0.24068
ENSG00000117298,ECE1,4,-2.2182,16,-0.2256,10,-0.8559,10,-0.9128,39,1.29021,20,0.36352
ENSG00000076864,RAP1GAP,353,2.48438,12,-2.9716,213,1.44482,81,-0.1976,39,-1.3054,44,-1.6703
ENSG00000090686,USP48,145,1.42427,78,0.33955,69,0.15919,83,0.44901,36,-0.8731,44,-0.9073
ENSG00000070831,CDC42,117,-0.1445,137,0.10735,229,0.96873,110,-0.2428,132,0.05097,111,-0.3825
ENSG00000173372,C1QA,18,-1.5535,52,0.04871,11,-2.3018,30,-0.7851,147,1.88688,49,-0.0773
ENSG00000159189,C1QC,36,0.08852,33,-0.0413,5,-2.8245,9,-1.9964,85,1.56625,34,0.03912
ENSG00000173369,C1QB,4,-4.3546,81,0.03900,26,-1.6868,29,-1.5374,285,2.32554,74,-0.2069
ENSG00000004487,KDM1A,81,0.76233,18,-1.5783,77,0.68720,62,0.33239,29,-0.8646,48,-0.1527
ENSG00000169641,LUZP1,4,-4.6641,35,-1.5560,130,0.45491,242,1.55290,28,-1.9029,109,0.30318
ENSG00000125944,HNRNPR,120,0.03543,166,0.55886,136,0.23569,111,-0.0906,95,-0.3461,110,-0.1933
ENSG00000142676,RPL11,627,0.04063,1245,1.20215,443,-0.5077,242,-1.4266,721,0.26788,567,-0.2100
ENSG00000011007,ELOA,4,-2.5363,16,-0.5462,27,0.29272,51,1.37601,38,0.86246,18,-0.5921
ENSG00000057757,PITHD1,302,1.52867,44,-1.5989,203,0.81393,152,0.33266,54,-1.2853,97,-0.6326
ENSG00000011009,LYPLA2,4,-2.0837,6,-1.5414,20,0.28992,11,-0.5542,6,-1.4500,23,1.28248
ENSG00000189266,PNRC2,116,1.05075,44,-0.5125,55,-0.1920,42,-0.5950,102,0.83079,51,-0.4748
ENSG00000188529,SRSF10,34,-0.6749,55,0.07188,65,0.35789,112,1.29257,49,-0.1059,41,-0.5959
ENSG00000001461,NIPAL3,47,-0.8649,162,1.13824,137,0.84146,126,0.69109,53,-0.6856,60,-0.8098
ENSG00000133226,SRRM1,105,-1.0381,391,1.07859,90,-1.2722,454,1.34961,83,-1.4040,186,-0.2681
ENSG00000169504,CLIC4,4,-4.3576,144,0.98948,15,-2.5043,19,-2.1152,270,2.20571,68,-0.4019
ENSG00000117614,SYF2,58,-0.9928,147,0.46071,130,0.25522,107,-0.0557,104,-0.0975,112,0.03897
ENSG00000117616,RSRP1,15,-1.9946,59,0.05126,97,0.87515,143,1.57119,93,0.79749,33,-1.2899
ENSG00000183726,TMEM50A,4,-3.6489,59,0.31123,78,0.78305,45,-0.1217,79,0.80759,44,-0.2657
ENSG00000204178,MACO1,20,-1.2848,49,0.11109,81,0.93388,152,2.14430,26,-0.8500,26,-1.3150
ENSG00000117643,MAN1C1,4,-3.1945,6,-2.6918,34,-0.0737,49,0.52960,74,1.24387,37,0.16790
ENSG00000162430,SELENON,4,-2.5997,4,-2.5145,17,-0.5197,26,0.16311,65,1.75710,24,0.04225
ENSG00000117640,MTFR1L,83,0.87413,24,-1.0775,72,0.62120,72,0.61360,32,-0.6433,41,-0.4472
ENSG00000117632,STMN1,1169,0.81125,467,-0.6707,1793,1.58625,540,-0.4463,559,-0.3922,527,-0.7803
ENSG00000158008,EXTL1,4,-2.6067,8,-1.6593,40,0.88515,10,-1.2594,14,-0.8077,32,1.04649
ENSG00000142684,ZNF593,4,-2.5757,6,-2.0117,34,0.63215,28,0.29485,44,1.08329,23,-0.0146
ENSG00000142669,SH3BGRL3,436,1.51704,167,-0.1256,217,0.29691,93,-1.0250,249,0.52357,129,-0.8508
ENSG00000198830,HMGN2,210,0.37929,238,0.59100,126,-0.4329,121,-0.5020,232,0.54314,147,-0.3349
ENSG00000117713,ARID1A,18,-1.9855,62,-0.0933,62,-0.0920,87,0.45135,53,-0.3289,75,0.41145
ENSG00000175793,SFN,42,0.41308,16,-1.0764,4,-3.0515,9,-1.8498,195,3.68365,12,-2.0933
ENSG00000142751,GPN2,4,-2.1788,6,-1.4679,21,0.28902,27,0.69168,11,-0.6643,21,0.58634
ENSG00000090273,NUDC,204,-0.0039,195,-0.0759,249,0.31952,147,-0.5164,172,-0.2731,215,0.15502
ENSG00000253368,TRNP1,45,-0.0457,4,-3.6575,62,0.48037,48,0.07860,20,-1.2922,56,0.65427
ENSG00000142784,WDTC1,4,-2.2525,0,-4.8872,15,-0.3311,32,0.92803,28,0.64894,21,0.40326
ENSG00000186501,TMEM222,99,1.88746,26,-0.4044,48,0.57119,14,-1.2820,42,0.33620,22,-1.0688
ENSG00000158195,WASF2,89,0.35499,102,0.58177,15,-2.3199,36,-1.0627,121,0.87199,70,-0.0477
ENSG00000126705,AHDC1,19,-1.2478,36,-0.2629,39,-0.1110,82,1.10386,40,-0.1067,42,-0.0521
ENSG00000126709,IFI6,133,0.92830,138,0.98523,140,1.01704,62,-0.3373,105,0.51933,37,-1.6365
ENSG00000117758,STX12,11,-2.8260,49,-0.6842,134,0.94288,57,-0.4589,131,0.89994,76,-0.0151
ENSG00000117751,PPP1R8,4,-2.4316,10,-1.1687,18,-0.2168,33,0.76272,40,1.06677,21,-0.0113
ENSG00000117748,RPA2,33,0.41694,17,-0.6677,69,1.68704,10,-1.4466,34,0.43824,19,-0.7558
ENSG00000126698,DNAJC8,45,-2.0670,255,0.62261,209,0.29050,216,0.34686,139,-0.3605,176,0.02876
ENSG00000130770,ATP5IF1,295,-0.0637,189,-0.7550,590,1.09841,161,-0.9997,261,-0.2584,314,0.07108
ENSG00000204138,PHACTR4,4,-2.8671,37,0.42778,7,-1.9637,29,0.03763,37,0.45227,34,0.54266
ENSG00000198492,YTHDF2,54,0.02543,34,-0.6950,95,0.95714,73,0.50473,49,-0.1269,46,-0.4172
ENSG00000159023,EPB41,4,-2.3355,10,-1.0625,16,-0.3110,48,1.54310,13,-0.6573,21,0.20426
ENSG00000116350,SRSF4,273,1.46817,167,0.60324,95,-0.3043,128,0.16550,106,-0.1433,78,-0.9847
ENSG00000116353,MECR,35,0.97731,7,-1.4733,26,0.49319,5,-2.0789,16,-0.3237,21,0.22913
ENSG00000162511,LAPTM5,35,-1.1438,130,0.94179,21,-1.9093,27,-1.5299,217,1.91230,61,-0.4920
ENSG00000162512,SDC3,71,-0.7357,121,0.10370,78,-0.5861,112,-0.0184,110,-0.0480,128,0.38300
ENSG00000134644,PUM1,72,-0.8612,84,-0.6350,155,0.34711,241,1.09517,78,-0.7319,125,-0.0160
ENSG00000121766,ZCCHC17,126,0.14108,107,-0.1147,160,0.53071,133,0.23460,54,-1.1614,115,-0.0200
ENSG00000121769,FABP3,80,1.34444,34,-0.0782,104,1.83596,17,-1.1890,21,-0.8575,21,-1.2468
ENSG00000162517,PEF1,138,1.46573,21,-1.5598,99,0.88154,33,-0.8786,32,-0.9214,52,-0.3097
ENSG00000084636,COL16A1,4,-2.3989,56,1.73186,42,1.20725,23,0.19529,20,-0.0188,12,-1.2642
ENSG00000121753,ADGRB2,31,-1.9271,40,-1.5316,218,1.15637,156,0.57550,53,-1.1220,120,0.26316
ENSG00000184007,PTP4A2,457,0.56780,1223,2.45379,144,-1.2505,301,-0.1095,187,-0.8483,183,-1.3334
ENSG00000121774,KHDRBS1,37,-1.5583,99,-0.0365,128,0.37203,86,-0.2641,92,-0.1566,115,0.37637
ENSG00000025800,KPNA6,249,1.64636,30,-1.7867,115,0.29718,121,0.37738,62,-0.6929,77,-0.5839
ENSG00000084652,TXLNA,79,1.90688,23,-0.2168,23,-0.2174,22,-0.3193,20,-0.4336,20,-0.7455
ENSG00000084623,EIF3I,170,1.02574,64,-0.5658,84,-0.1402,61,-0.6258,82,-0.1754,91,-0.0152
ENSG00000175130,MARCKSL1,320,0.54232,451,1.13378,68,-1.8488,115,-1.0722,424,1.02434,184,-0.5834
ENSG00000160058,BSDC1,4,-3.5755,39,-0.2625,40,-0.2404,90,1.11406,41,-0.1672,50,0.20873
ENSG00000176261,ZBTB8OS,4,-2.8443,17,-0.7361,42,0.68500,17,-0.7816,47,0.85762,30,0.24505
ENSG00000162521,RBBP4,4,-4.3629,59,-0.4827,88,0.15821,153,1.09641,77,-0.0548,83,0.12741
ENSG00000162522,KIAA1522,20,0.31453,0,-4.7823,18,0.16916,29,0.90642,3,-2.4952,19,0.41735
ENSG00000134684,YARS,219,1.55916,36,-1.3876,178,1.17268,78,-0.1998,61,-0.5919,63,-0.8587
ENSG00000160097,FNDC5,4,-2.3906,7,-1.5198,30,0.64872,19,-0.0950,7,-1.5713,27,0.97839
ENSG00000121905,HPCA,62,-0.8934,8,-3.8463,246,1.36767,113,0.04519,57,-1.0064,123,0.33502
ENSG00000121900,TMEM54,4,-2.9871,38,0.35955,28,-0.1250,24,-0.4125,37,0.31382,35,0.40984
ENSG00000004455,AK2,84,0.99714,47,0.02932,27,-0.8096,43,-0.1028,92,1.15108,34,-0.7967
ENSG00000134686,PHC2,63,-0.2018,74,0.04646,63,-0.2049,48,-0.6145,151,1.25093,64,-0.3230
ENSG00000163866,SMIM12,94,1.22479,13,-1.9133,53,0.24242,28,-0.7647,32,-0.5354,47,0.09487
ENSG00000116544,DLGAP3,24,-0.5722,0,-5.9757,19,-0.9578,35,0.00379,6,-2.5638,54,1.63085
ENSG00000116560,SFPQ,154,0.03228,212,0.55554,88,-0.8480,260,0.90151,60,-1.4249,147,-0.0702
ENSG00000146463,ZMYM4,4,-3.4710,62,0.58936,45,0.05879,28,-0.6563,13,-1.8127,56,0.87161
ENSG00000142687,KIAA0319L,52,-0.1881,33,-0.8895,65,0.16218,99,0.87281,15,-2.0637,64,0.28377
ENSG00000020129,NCDN,288,0.19396,23,-3.5903,705,1.77415,258,0.01428,94,-1.5414,238,-0.2020
ENSG00000126067,PSMB2,90,0.63721,47,-0.4062,124,1.20133,57,-0.0987,67,0.15715,44,-0.7830
ENSG00000142686,C1orf216,15,-2.0193,18,-1.7640,157,1.68940,65,0.13700,25,-1.3003,62,0.14893
ENSG00000092847,AGO1,13,-1.1444,27,-0.0874,37,0.40029,33,0.22177,23,-0.3287,30,0.19413
ENSG00000126070,AGO3,79,0.95464,21,-1.1410,41,-0.1402,88,1.14710,16,-1.5487,40,-0.2942
ENSG00000054116,TRAPPC3,4,-2.7290,18,-0.5652,65,1.57838,23,-0.1596,22,-0.2192,25,-0.0755
ENSG00000116871,MAP7D1,27,-2.4260,103,-0.4182,202,0.66057,133,-0.0220,111,-0.3130,154,0.42344
ENSG00000054118,THRAP3,152,0.27426,114,-0.1899,121,-0.0940,186,0.60851,66,-1.0262,129,0.01096
ENSG00000181817,LSM10,4,-2.7434,17,-0.6080,45,0.90707,9,-1.5180,36,0.53005,29,0.39308
ENSG00000116898,MRPS15,42,0.11725,24,-0.7352,53,0.48604,27,-0.5443,37,-0.0880,41,0.17201
ENSG00000163875,MEAF6,51,-0.4987,25,-1.5764,128,1.01483,78,0.17875,88,0.37820,65,-0.1737
ENSG00000134697,GNL2,19,-0.4018,32,0.45739,17,-0.5249,19,-0.3862,15,-0.7307,28,0.44947
ENSG00000197982,C1orf122,4,-5.1365,185,0.49955,109,-0.3544,65,-1.1369,240,0.94399,152,0.32993
ENSG00000183431,SF3A3,11,-1.5747,17,-0.9046,56,0.98012,27,-0.2297,42,0.48365,32,0.04159
ENSG00000183520,UTP11,4,-2.5934,22,-0.1239,26,0.17137,11,-1.1821,10,-1.2013,32,1.12349
ENSG00000116954,RRAGC,6,-2.9147,36,-0.3419,54,0.30960,48,0.11310,118,1.67803,37,-0.4996
ENSG00000174574,AKIRIN1,15,-2.0500,25,-1.3622,79,0.43667,74,0.34930,80,0.46497,65,0.25890
ENSG00000168653,NDUFS5,699,0.41315,325,-0.8030,705,0.42784,214,-1.4311,572,0.08641,582,0.20878
ENSG00000127603,MACF1,97,-2.0174,436,0.29632,139,-1.4782,428,0.26780,543,0.66311,397,0.27357
ENSG00000090621,PABPC4,234,1.45076,136,0.49265,44,-1.2692,56,-0.8905,114,0.20654,84,-0.4800
ENSG00000116983,HPCAL4,305,0.31697,81,-1.7373,297,0.27448,281,0.18372,128,-1.0439,283,0.37430
ENSG00000084072,PPIE,4,-2.6421,18,-0.4958,58,1.39599,16,-0.7163,21,-0.3025,27,0.21528
ENSG00000131236,CAP1,4,-4.9500,129,0.12395,154,0.41215,138,0.22635,213,0.95662,112,-0.1896
ENSG00000131238,PPT1,238,1.34724,64,-0.8130,129,0.28717,69,-0.7006,106,-0.0242,95,-0.3581
ENSG00000117000,RLF,14,-1.4657,61,0.79384,46,0.31359,94,1.57675,37,-0.0059,25,-1.0222
ENSG00000084073,ZMPSTE24,30,0.49590,13,-0.8552,28,0.39805,22,0.02497,40,0.96730,18,-0.5914
ENSG00000084070,SMAP2,120,0.11948,106,-0.0717,140,0.37488,149,0.47781,30,-1.9740,113,0.05334
ENSG00000117016,RIMS3,4,-5.1166,7,-4.2866,169,0.36507,103,-0.4231,43,-1.7538,205,1.64353
ENSG00000066136,NFYC,4,-2.5160,5,-2.0836,35,0.75690,37,0.83240,14,-0.7425,25,0.40589
ENSG00000127124,HIVEP3,4,-2.0519,4,-1.9677,20,0.36080,36,1.34661,10,-0.7731,17,0.23164
ENSG00000198815,FOXJ3,4,-3.2576,4,-3.3310,67,0.99386,63,0.87358,15,-1.3813,43,0.50338
ENSG00000177181,RIMKLA,96,1.44019,0,-6.2147,61,0.64569,37,-0.1867,9,-2.2077,42,0.03651
ENSG00000127125,PPCS,4,-3.3874,51,0.37405,58,0.59486,65,0.77141,29,-0.5043,40,-0.0700
ENSG00000186409,CCDC30,69,0.29349,34,-0.8073,40,-0.5729,100,0.91147,21,-1.5271,62,0.23685
ENSG00000065978,YBX1,65,-1.1187,281,1.24923,43,-1.7355,79,-0.8238,236,0.93679,128,-0.1406
ENSG00000177868,SVBP,25,-0.1413,20,-0.4959,21,-0.4377,28,0.01286,15,-0.9017,33,0.60119
ENSG00000117394,SLC2A1,23,-2.3142,78,-0.4601,54,-1.0349,59,-0.8819,374,2.30966,92,-0.3483
ENSG00000117395,EBNA1BP2,27,-1.0553,28,-0.9940,94,0.96708,53,0.00135,55,0.05682,54,0.08242
ENSG00000159479,MED8,4,-2.0723,7,-1.1527,25,0.68160,11,-0.5280,18,0.17020,19,0.54143
ENSG00000142949,PTPRF,69,-0.1745,15,-2.4271,60,-0.3903,66,-0.2478,64,-0.2798,99,0.84619
ENSG00000126091,ST3GAL3,34,0.45739,1,-4.8270,29,0.20105,27,0.06735,23,-0.1863,29,0.33171
ENSG00000117408,IPO13,4,-3.0125,43,0.53531,39,0.35343,21,-0.5918,43,0.51873,32,0.10061
ENSG00000117410,ATP6V0B,552,1.72689,66,-1.7382,488,1.49118,114,-0.9136,154,-0.4480,135,-1.0226
ENSG00000117411,B4GALT2,41,-0.5038,24,-1.3438,36,-0.7268,25,-1.2584,36,-0.7127,81,1.32424
ENSG00000178028,DMAP1,130,1.86487,10,-2.2090,55,0.34392,33,-0.4883,17,-1.4482,40,-0.2760
ENSG00000117419,ERI3,236,1.61870,43,-1.1634,135,0.62393,48,-1.0288,56,-0.7773,81,-0.3502
ENSG00000187147,RNF220,99,0.13948,31,-1.6500,131,0.61066,93,0.04636,73,-0.3360,95,0.16105
ENSG00000142937,RPS8,1534,0.42265,2267,1.09273,831,-0.5568,628,-0.9857,1541,0.43082,1006,-0.4350
ENSG00000126088,UROD,175,2.03671,16,-1.8783,77,0.53686,15,-1.9236,38,-0.5902,47,-0.4566
ENSG00000117450,PRDX1,111,-1.2623,197,-0.3778,234,-0.1113,105,-1.3353,511,1.20220,270,0.21923
