Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4to10,Feature log2 fold change topic 4to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000078369,GNB1,446,-0.1022,424,-0.3082,477,0.02115,669,0.62061
ENSG00000187730,GABRD,296,1.16573,135,-0.6339,76,-1.2174,148,-0.2332
ENSG00000067606,PRKCZ,230,0.26836,193,-0.1109,119,-0.7896,220,0.16455
ENSG00000162585,FAAP20,23,-0.3419,21,-0.7853,39,0.55105,54,1.21032
ENSG00000157933,SKI,11,-1.0600,19,-0.3800,49,1.35135,32,0.68471
ENSG00000157916,RER1,60,0.69832,34,-0.5797,53,0.37819,37,-0.2021
ENSG00000157911,PEX10,17,-0.0197,14,-0.5984,36,1.16859,20,0.25889
ENSG00000157870,PRXL2B,52,0.52561,34,-0.4582,26,-0.6551,49,0.35725
ENSG00000177133,PRDM16-DT,5,-1.3325,5,-1.8263,61,3.02410,18,0.81233
ENSG00000158109,TPRG1L,253,0.33450,198,-0.2141,134,-0.7093,243,0.22858
ENSG00000116213,WRAP73,14,0.51382,10,-0.1188,15,0.59136,5,-1.2587
ENSG00000130764,LRRC47,96,0.51652,72,-0.0415,54,-0.4720,53,-0.5313
ENSG00000116198,CEP104,21,-0.8838,43,0.69886,41,0.23923,26,-0.4680
ENSG00000198912,C1orf174,17,0.57735,10,-0.5402,21,0.76884,10,-0.3972
ENSG00000196581,AJAP1,41,0.06813,43,0.23423,24,-0.7339,35,-0.2258
ENSG00000069424,KCNAB2,252,0.68607,141,-0.6542,137,-0.4134,220,0.36615
ENSG00000116254,CHD5,213,-0.5762,362,0.76900,164,-0.8864,236,-0.3608
ENSG00000116251,RPL22,349,-0.6868,479,-0.2063,656,0.38821,807,0.81067
ENSG00000116237,ICMT,48,0.63172,32,-0.3082,35,-0.0053,27,-0.4030
ENSG00000097021,ACOT7,384,1.21675,190,-0.3641,47,-2.2839,136,-0.7607
ENSG00000215788,TNFRSF25,13,0.42393,8,-0.8240,14,0.45657,15,0.57541
ENSG00000171680,PLEKHG5,29,0.84304,15,-0.6065,12,-0.7156,21,0.15156
ENSG00000162408,NOL9,29,0.35477,23,-0.0724,14,-0.8181,24,-0.0245
ENSG00000204859,ZBTB48,11,0.42233,8,-0.3662,8,-0.1138,9,0.13747
ENSG00000162413,KLHL21,30,0.45257,19,-0.5707,31,0.40705,26,0.16696
ENSG00000116273,PHF13,12,0.06155,13,0.37996,11,-0.1193,7,-0.9243
ENSG00000041988,THAP3,17,0.19973,14,-0.2041,19,0.34969,15,-0.1052
ENSG00000007923,DNAJC11,35,0.21491,32,0.07066,39,0.34609,19,-0.7867
ENSG00000171735,CAMTA1,377,-0.4910,615,0.79806,285,-0.8427,353,-0.5585
ENSG00000049245,VAMP3,9,-0.9201,12,-0.8787,66,2.40303,18,0.16213
ENSG00000049246,PER3,24,-0.7880,38,-0.0004,74,1.06787,41,0.11880
ENSG00000116288,PARK7,339,0.45108,224,-0.5173,234,-0.2151,338,0.39646
ENSG00000116285,ERRFI1,27,0.52875,18,-0.3340,17,-0.2773,20,-0.0101
ENSG00000162426,SLC45A1,49,1.30943,21,-0.6124,19,-0.4802,14,-0.9808
ENSG00000142599,RERE,89,-0.5065,123,0.13771,138,0.24326,133,0.21017
ENSG00000074800,ENO1,511,0.46130,288,-0.9034,980,1.46145,359,-0.1967
ENSG00000171612,SLC25A33,22,-0.1448,14,-1.3085,88,2.22051,29,0.33576
ENSG00000188807,TMEM201,9,-0.0166,8,-0.4785,9,-0.1170,15,0.82944
ENSG00000171608,PIK3CD,16,0.44958,13,0.14928,6,-0.9808,8,-0.6350
ENSG00000171603,CLSTN1,953,0.65055,709,0.10117,346,-1.0450,380,-0.9653
ENSG00000178585,CTNNBIP1,30,0.20621,22,-0.5648,43,0.75395,31,0.25935
ENSG00000162441,LZIC,40,-0.6679,66,0.41341,70,0.30078,53,-0.1637
ENSG00000130939,UBE4B,46,0.22167,43,0.18341,25,-0.7348,32,-0.3706
ENSG00000054523,KIF1B,341,-0.5620,574,0.74604,345,-0.4663,341,-0.5212
ENSG00000284642,AL139424.2,16,0.44141,13,0.18737,11,-0.2507,6,-1.1744
ENSG00000142657,PGD,86,0.71198,53,-0.3550,62,0.03917,45,-0.4903
ENSG00000175279,CENPS,16,0.21715,12,-0.3912,6,-1.2948,22,0.77914
ENSG00000241563,CORT,29,-0.8511,51,0.21846,27,-0.8705,74,0.78069
ENSG00000160049,DFFA,30,-0.7313,49,0.23791,56,0.34593,51,0.19312
ENSG00000142655,PEX14,22,0.49834,17,-0.0862,18,0.09169,11,-0.7554
ENSG00000120948,TARDBP,75,0.14468,67,-0.0914,103,0.63214,51,-0.5002
ENSG00000271895,AL109811.2,13,0.04169,12,-0.1802,21,0.83594,10,-0.3181
ENSG00000116649,SRM,64,0.66268,31,-1.0001,64,0.52191,61,0.48405
ENSG00000171824,EXOSC10,25,-0.3107,33,0.31340,43,0.56008,20,-0.6470
ENSG00000198793,MTOR,50,0.33536,42,-0.0312,45,0.11576,30,-0.5638
ENSG00000116661,FBXO2,207,0.57115,84,-1.4996,391,1.53523,206,0.50479
ENSG00000132879,FBXO44,115,0.70046,69,-0.4717,52,-0.6889,88,0.13283
ENSG00000116670,MAD2L2,8,0.03340,4,-1.3406,8,0.08527,20,1.68230
ENSG00000177000,MTHFR,20,-0.0645,21,0.15713,21,0.01378,18,-0.2315
ENSG00000011021,CLCN6,74,0.26369,62,-0.1034,57,-0.1714,61,-0.0923
ENSG00000116685,KIAA2013,31,0.11570,31,0.20469,31,0.10686,18,-0.7287
ENSG00000083444,PLOD1,17,0.24185,12,-0.5737,34,1.34250,12,-0.3576
ENSG00000116688,MFN2,157,0.57247,112,-0.1443,78,-0.6354,97,-0.3208
ENSG00000116691,MIIP,9,-0.1569,8,-0.3935,26,1.58141,7,-0.4427
ENSG00000048707,VPS13D,69,-0.1218,85,0.49701,74,0.00372,40,-0.9755
ENSG00000162496,DHRS3,12,0.02304,3,-2.5200,62,2.87861,17,0.61131
ENSG00000116731,PRDM2,162,-0.9418,371,1.14586,138,-1.0648,190,-0.6194
ENSG00000189337,KAZN,66,-0.0047,67,0.02003,68,0.04421,64,-0.0570
ENSG00000142634,EFHD2,67,-0.7440,139,1.22333,58,-0.8710,48,-1.2062
ENSG00000116138,DNAJC16,41,0.09585,44,0.40169,27,-0.5521,24,-0.7599
ENSG00000197312,DDI2,32,-0.5924,58,0.92115,25,-0.8738,30,-0.6762
ENSG00000116786,PLEKHM2,72,-0.4950,84,-0.3559,104,0.14938,162,0.97300
ENSG00000065526,SPEN,88,-1.3849,269,1.23374,244,0.33638,88,-1.2974
ENSG00000116809,ZBTB17,20,0.25307,16,-0.2424,28,0.71606,14,-0.4191
ENSG00000185519,FAM131C,11,0.24083,8,-0.4336,9,-0.0124,12,0.44591
ENSG00000037637,FBXO42,20,0.29134,19,0.43793,10,-0.7383,8,-1.2413
ENSG00000055070,SZRD1,12,-0.8641,18,-0.3116,51,1.46163,25,0.34207
ENSG00000219481,NBPF1,8,-0.5926,12,0.11582,23,1.13895,9,-0.4059
ENSG00000159363,ATP13A2,168,1.02910,79,-0.6998,67,-0.6351,100,-0.0281
ENSG00000117118,SDHB,83,0.84378,43,-0.6400,49,-0.1688,54,-0.0107
ENSG00000117115,PADI2,11,-1.8564,25,-0.8509,161,2.74519,38,0.19494
ENSG00000179051,RCC2,33,0.66597,18,-0.6968,21,-0.1321,29,0.35186
ENSG00000074964,ARHGEF10L,14,0.24340,8,-1.0245,24,1.07030,18,0.67136
ENSG00000117154,IGSF21,71,0.86001,39,-0.4719,26,-0.8983,45,-0.0682
ENSG00000159423,ALDH4A1,10,-0.4886,7,-1.5796,48,2.13710,24,1.05991
ENSG00000127481,UBR4,35,-0.7124,67,0.96201,46,-0.2037,28,-1.0001
ENSG00000127463,EMC1,34,0.04253,33,-0.0011,43,0.43361,26,-0.3540
ENSG00000053372,MRTO4,46,0.20491,37,-0.3192,46,0.13564,48,0.23201
ENSG00000053371,AKR7A2,19,-0.0282,15,-0.6582,42,1.20656,24,0.33309
ENSG00000077549,CAPZB,201,0.46799,150,-0.1560,134,-0.2575,134,-0.2821
ENSG00000173436,MICOS10,291,0.09713,218,-0.6566,192,-0.5628,500,1.08499
ENSG00000158747,NBL1,137,0.36274,103,-0.2926,85,-0.4502,130,0.23544
ENSG00000169914,OTUD3,20,-0.6572,35,0.61690,18,-0.7191,29,-0.0371
ENSG00000162545,CAMK2N1,1310,-0.4899,1280,-0.7996,2528,0.61564,3455,1.30147
ENSG00000090432,MUL1,17,0.17504,15,-0.1292,19,0.36438,13,-0.2330
ENSG00000183114,FAM43B,10,-0.5185,16,0.78779,8,-0.6666,9,-0.5757
ENSG00000158828,PINK1,522,0.47409,371,-0.2939,287,-0.5454,437,0.11216
ENSG00000244038,DDOST,34,0.73639,17,-0.7969,47,1.10292,17,-0.5101
ENSG00000117245,KIF17,26,-0.0028,33,0.87964,6,-2.1756,11,-1.2884
ENSG00000189410,SH2D5,60,0.84169,28,-0.9237,31,-0.3642,54,0.53701
ENSG00000127483,HP1BP3,190,-0.8084,368,0.74038,293,-0.0353,229,-0.4474
ENSG00000075151,EIF4G3,342,-0.1113,457,0.85567,147,-1.3702,171,-1.2107
ENSG00000117298,ECE1,12,-0.5515,13,-0.6931,66,2.31898,13,-0.4529
ENSG00000076864,RAP1GAP,132,0.61074,95,-0.0397,56,-0.8366,69,-0.5624
ENSG00000090686,USP48,66,-0.4761,113,1.00501,56,-0.6617,40,-1.2324
ENSG00000070831,CDC42,229,0.67612,151,-0.2369,128,-0.3727,125,-0.4421
ENSG00000184677,ZBTB40,6,-1.0295,13,0.69698,22,1.09364,4,-1.3460
ENSG00000173372,C1QA,5,-1.4955,4,-2.2135,54,2.57559,30,1.69756
ENSG00000173369,C1QB,4,-1.7775,6,-1.6773,50,2.19726,34,1.72716
ENSG00000133216,EPHB2,11,-0.3504,17,0.76981,7,-1.0506,9,-0.6262
ENSG00000004487,KDM1A,80,0.45735,67,0.17016,50,-0.3693,33,-1.0631
ENSG00000169641,LUZP1,254,0.25228,257,0.49266,58,-2.0115,138,-0.7915
ENSG00000125944,HNRNPR,113,-0.4551,170,0.52996,99,-0.6009,134,-0.1489
ENSG00000125945,ZNF436,8,-0.1775,9,0.03743,4,-1.2694,13,0.56559
ENSG00000142676,RPL11,296,-0.1510,232,-0.8763,531,0.80246,568,1.03775
ENSG00000011007,ELOA,21,-0.6213,35,0.54022,43,0.57309,19,-0.7534
ENSG00000057757,PITHD1,199,0.76337,123,-0.3002,64,-1.1339,123,-0.1655
ENSG00000011009,LYPLA2,28,0.67950,18,-0.2692,14,-0.4795,16,-0.3194
ENSG00000117308,GALE,20,1.47651,6,-1.2685,9,-0.2179,10,-0.0218
ENSG00000117305,HMGCL,15,0.71548,5,-1.6938,33,1.86274,12,0.19560
ENSG00000179163,FUCA1,16,1.28689,6,-0.8199,7,-0.3004,6,-0.4693
ENSG00000189266,PNRC2,35,-0.5259,50,0.14659,55,0.24389,54,0.21396
ENSG00000188529,SRSF10,62,-0.0978,70,0.24862,70,0.10646,50,-0.4450
ENSG00000001460,STPG1,10,0.29083,9,0.23650,4,-1.0370,6,-0.5039
ENSG00000001461,NIPAL3,124,-0.3682,193,0.86611,103,-0.5945,78,-1.0846
ENSG00000133226,SRRM1,138,-0.9461,303,0.92287,213,-0.1693,166,-0.5922
ENSG00000169504,CLIC4,8,-1.6646,17,-0.6130,98,2.63713,20,-0.1665
ENSG00000117614,SYF2,81,-0.8691,156,0.52877,146,0.14236,128,-0.0727
ENSG00000117616,RSRP1,41,-0.3533,56,0.43336,74,0.62592,27,-0.9843
ENSG00000183726,TMEM50A,69,0.60582,41,-0.6046,64,0.35215,52,0.02666
ENSG00000204178,MACO1,57,-0.5940,102,0.91211,60,-0.4364,46,-0.8936
ENSG00000117643,MAN1C1,60,1.17260,25,-0.8110,21,-0.7187,33,-0.0545
ENSG00000162430,SELENON,17,-0.0275,11,-1.0423,56,1.98600,18,0.09702
ENSG00000117640,MTFR1L,72,0.39874,49,-0.5059,58,-0.0216,72,0.36473
ENSG00000117632,STMN1,1431,0.31039,1334,0.30326,436,-1.5550,880,-0.5395
ENSG00000158008,EXTL1,32,-0.0958,35,0.08568,19,-0.8986,41,0.31869
ENSG00000175087,PDIK1L,19,0.30821,18,0.37109,12,-0.4593,7,-1.2592
ENSG00000142684,ZNF593,60,0.42160,43,-0.3065,33,-0.5751,55,0.22196
ENSG00000142669,SH3BGRL3,160,0.54427,101,-0.5090,156,0.39933,115,-0.0871
ENSG00000158062,UBXN11,15,-0.0273,12,-0.6820,13,-0.2498,29,1.13995
ENSG00000117682,DHDDS,19,0.10910,17,-0.1271,24,0.50220,15,-0.2393
ENSG00000198830,HMGN2,73,-0.6145,89,-0.4053,234,1.34842,129,0.39326
ENSG00000117713,ARID1A,56,-0.6229,84,0.20004,118,0.62423,78,-0.0380
ENSG00000204160,ZDHHC18,19,0.39236,16,0.10081,6,-1.3470,13,-0.2832
ENSG00000142751,GPN2,16,-0.1180,18,0.14553,34,1.04035,8,-1.1921
ENSG00000198746,GPATCH3,14,0.49211,10,-0.2647,7,-0.5309,11,0.02457
ENSG00000090273,NUDC,251,0.20059,207,-0.2708,198,-0.2058,272,0.31672
ENSG00000253368,TRNP1,66,0.77322,37,-0.5341,16,-1.5339,55,0.33819
ENSG00000090020,SLC9A1,32,0.96705,18,-0.3327,5,-2.0627,17,-0.2843
ENSG00000142784,WDTC1,26,0.26671,18,-0.5926,28,0.36607,30,0.47402
ENSG00000186501,TMEM222,42,0.29707,29,-0.5833,50,0.51852,43,0.33214
ENSG00000158195,WASF2,14,-1.8730,41,-0.1109,138,1.99499,43,0.01992
ENSG00000126705,AHDC1,33,-0.3883,47,0.48956,41,0.00577,30,-0.4788
ENSG00000126709,IFI6,172,0.65852,99,-0.6145,242,1.08860,77,-0.7820
ENSG00000009780,FAM76A,19,-0.4911,29,0.58693,27,0.13323,16,-0.6524
ENSG00000117758,STX12,112,0.28487,100,0.10784,80,-0.2869,70,-0.5360
ENSG00000117751,PPP1R8,20,0.20334,14,-0.6739,29,0.74495,24,0.44442
ENSG00000117748,RPA2,55,0.55300,38,-0.2582,47,0.17327,31,-0.4889
ENSG00000158161,EYA3,10,0.36857,8,-0.1685,10,0.22936,7,-0.3814
ENSG00000126698,DNAJC8,203,-0.4986,314,0.54749,185,-0.5720,247,-0.1422
ENSG00000130770,ATP5IF1,573,0.71343,338,-0.4877,170,-1.3054,478,0.30597
ENSG00000204138,PHACTR4,16,-1.0028,34,0.67152,38,0.49283,21,-0.4888
ENSG00000180098,TRNAU1AP,12,0.05974,11,-0.0567,8,-0.5800,14,0.27502
ENSG00000120656,TAF12,14,0.51960,8,-0.6835,14,0.46301,12,0.22715
ENSG00000162419,GMEB1,12,-0.2623,14,0.23111,16,0.27460,11,-0.2779
ENSG00000198492,YTHDF2,115,0.16458,118,0.39051,65,-0.7463,66,-0.7692
ENSG00000116329,OPRD1,19,0.71015,13,0.10190,2,-2.4635,8,-0.7114
ENSG00000159023,EPB41,18,-0.6416,33,0.78882,18,-0.5907,20,-0.4440
ENSG00000116350,SRSF4,59,-0.6771,105,0.71583,90,0.06646,58,-0.6370
ENSG00000116353,MECR,37,0.57490,25,-0.2323,21,-0.4252,24,-0.2271
ENSG00000060656,PTPRU,10,-0.5183,17,0.83326,8,-0.8257,9,-0.6056
ENSG00000162511,LAPTM5,8,-1.7310,12,-1.6854,89,2.21358,60,1.70505
ENSG00000162512,SDC3,65,-0.4321,68,-0.5769,257,1.89865,77,-0.1336
ENSG00000134644,PUM1,128,-0.4128,193,0.64774,109,-0.5942,122,-0.4507
ENSG00000060688,SNRNP40,16,0.43016,14,0.17441,10,-0.3531,7,-1.0146
ENSG00000121766,ZCCHC17,141,-0.1920,181,0.49627,91,-0.8230,127,-0.3478
ENSG00000121769,FABP3,122,0.56375,99,0.25808,19,-2.3205,56,-0.8112
ENSG00000162517,PEF1,90,0.86487,49,-0.5035,38,-0.6759,55,-0.0925
ENSG00000084636,COL16A1,19,-0.4996,25,0.00284,63,1.52289,15,-0.8297
ENSG00000121753,ADGRB2,191,0.32374,154,-0.1478,103,-0.6859,173,0.11874
ENSG00000184007,PTP4A2,127,-1.0759,290,0.76305,223,-0.0791,211,-0.1850
ENSG00000121774,KHDRBS1,140,0.06593,136,0.02189,126,-0.1131,129,-0.0744
ENSG00000121775,TMEM39B,14,0.75948,9,-0.1438,7,-0.5633,6,-0.7725
ENSG00000025800,KPNA6,97,-0.0690,118,0.53363,63,-0.7083,66,-0.6944
ENSG00000084652,TXLNA,25,0.18087,22,-0.1555,42,0.94946,14,-0.7752
ENSG00000160050,CCDC28B,16,0.43842,8,-1.1163,20,0.71217,20,0.80425
ENSG00000084623,EIF3I,114,0.58172,76,-0.3138,62,-0.4701,82,-0.0518
ENSG00000175130,MARCKSL1,47,-1.5535,108,-0.2291,365,1.91669,129,0.16281
ENSG00000160058,BSDC1,53,0.15025,48,-0.0433,63,0.39181,38,-0.4056
ENSG00000160062,ZBTB8A,14,-0.5795,21,0.14452,28,0.52973,21,0.09046
ENSG00000176261,ZBTB8OS,32,-0.0535,30,-0.3327,31,-0.1290,49,0.66738
ENSG00000162521,RBBP4,95,-0.2817,119,0.24808,146,0.43640,86,-0.4162
ENSG00000162522,KIAA1522,21,0.68610,8,-1.4293,18,0.31395,27,1.08490
ENSG00000134684,YARS,159,0.70162,107,-0.1344,68,-0.7574,79,-0.5587
ENSG00000160097,FNDC5,38,0.18220,39,0.45658,12,-1.5674,23,-0.6603
ENSG00000121905,HPCA,148,0.32574,117,-0.2041,39,-1.7618,162,0.45578
ENSG00000121900,TMEM54,33,0.43599,17,-1.0963,32,0.30880,45,0.98563
ENSG00000116514,RNF19B,21,0.54936,17,0.23960,12,-0.4155,5,-1.5961
ENSG00000004455,AK2,26,0.10573,16,-1.0634,46,1.01522,40,0.90173
ENSG00000142920,AZIN2,21,0.99216,8,-1.1232,22,0.78803,13,-0.0238
ENSG00000160094,ZNF362,16,-0.1690,17,-0.1431,17,-0.0753,24,0.48055
ENSG00000134686,PHC2,55,0.36422,43,-0.1733,40,-0.2011,43,-0.0965
ENSG00000121904,CSMD2,5,-0.7299,11,0.83793,0,-3.3646,9,0.09808
ENSG00000163866,SMIM12,91,1.02493,45,-0.5785,39,-0.5328,46,-0.3102
ENSG00000116544,DLGAP3,33,-0.1533,24,-1.0521,65,0.93456,69,1.16844
ENSG00000163867,ZMYM6,21,0.04828,22,0.26625,13,-0.6314,17,-0.3047
ENSG00000116560,SFPQ,172,-0.3914,255,0.61259,192,-0.1658,144,-0.6486
ENSG00000146463,ZMYM4,58,-0.2871,74,0.28953,58,-0.2405,66,-0.0546
ENSG00000142687,KIAA0319L,63,-0.1485,74,0.28519,66,-0.0413,55,-0.3476
ENSG00000020129,NCDN,731,1.24418,300,-0.8203,128,-1.7443,428,0.09343
ENSG00000126067,PSMB2,106,0.74917,60,-0.5523,83,0.20508,63,-0.2317
ENSG00000142686,C1orf216,138,1.00088,74,-0.3965,31,-1.5282,70,-0.3226
ENSG00000134698,AGO4,10,-0.3212,11,-0.1255,19,0.76089,13,0.12924
ENSG00000092847,AGO1,38,-0.1380,42,0.10234,31,-0.4055,45,0.17756
ENSG00000126070,AGO3,27,-0.9957,58,0.63600,76,0.73219,32,-0.6611
ENSG00000116863,ADPRHL2,18,0.41617,14,-0.1462,16,0.16170,11,-0.4751
ENSG00000054116,TRAPPC3,57,1.14021,24,-0.8170,21,-0.6347,32,-0.0134
ENSG00000116871,MAP7D1,189,0.24736,159,-0.1424,145,-0.2123,169,0.02868
ENSG00000054118,THRAP3,161,-0.5889,281,0.83132,156,-0.5517,153,-0.6314
ENSG00000196182,STK40,18,0.56697,10,-0.8508,20,0.56230,17,0.36722
ENSG00000181817,LSM10,39,0.49907,25,-0.5522,20,-0.6339,41,0.53227
ENSG00000116885,OSCP1,29,1.05652,15,-0.4831,12,-0.5106,12,-0.6233
ENSG00000116898,MRPS15,56,0.42858,38,-0.4240,40,-0.1806,52,0.25971
ENSG00000163873,GRIK3,10,-0.9363,27,1.68849,3,-2.7270,7,-1.4569
ENSG00000163875,MEAF6,132,0.24477,121,0.12607,74,-0.6850,97,-0.3038
ENSG00000163877,SNIP1,16,-0.1125,17,0.13393,26,0.70105,11,-0.6780
ENSG00000134697,GNL2,27,-0.3405,41,0.87950,14,-1.2356,19,-0.8416
ENSG00000116922,C1orf109,22,0.59232,12,-0.7807,30,0.96080,15,-0.1054
ENSG00000183317,EPHA10,12,0.64669,7,-0.3566,8,-0.1296,7,-0.2464
ENSG00000185090,MANEAL,30,0.65677,19,-0.3113,13,-0.7097,20,-0.0908
ENSG00000196449,YRDC,12,0.63058,9,0.01629,2,-1.7348,6,-0.4543
ENSG00000197982,C1orf122,123,-0.1636,109,-0.5948,206,0.67291,207,0.76196
ENSG00000188786,MTF1,14,-0.1347,14,-0.1854,30,1.08735,12,-0.3015
ENSG00000183431,SF3A3,63,0.42060,52,0.06162,35,-0.5540,36,-0.5461
ENSG00000183520,UTP11,31,-0.3289,43,0.48056,25,-0.6164,33,-0.2056
ENSG00000185668,POU3F1,29,2.10737,4,-2.4279,2,-2.2367,19,0.80136
ENSG00000116954,RRAGC,67,0.65262,42,-0.4049,47,-0.0446,43,-0.2035
ENSG00000174574,AKIRIN1,86,0.07552,78,-0.1475,88,0.10441,88,0.11621
ENSG00000168653,NDUFS5,847,0.52291,569,-0.3814,351,-0.9393,779,0.31695
ENSG00000127603,MACF1,153,-1.4061,435,0.81301,606,0.88943,209,-0.8351
ENSG00000090621,PABPC4,39,-0.8706,68,0.19250,82,0.38793,79,0.36122
ENSG00000116983,HPCAL4,251,-0.3259,297,-0.0306,271,-0.1619,399,0.49865
ENSG00000084072,PPIE,41,0.70247,24,-0.5166,32,0.17531,26,-0.1987
ENSG00000043514,TRIT1,11,0.48144,9,0.04512,10,0.18435,4,-1.2270
ENSG00000131236,CAP1,160,0.25801,133,-0.1404,176,0.37181,113,-0.3552
ENSG00000131238,PPT1,155,0.63234,93,-0.5338,138,0.32350,104,-0.1366
ENSG00000117000,RLF,22,-0.6738,43,1.04208,25,-0.4016,16,-1.1384
ENSG00000259943,AL050341.2,10,0.09557,10,0.07924,10,-0.0039,8,-0.3029
ENSG00000084073,ZMPSTE24,30,0.22497,27,-0.0251,28,0.06555,22,-0.3339
ENSG00000084070,SMAP2,172,-0.0355,209,0.61888,44,-2.0520,127,-0.5262
ENSG00000117016,RIMS3,213,0.46520,133,-0.6482,113,-0.6117,250,0.70546
ENSG00000066136,NFYC,27,-0.0520,29,0.03394,25,-0.2157,30,0.11301
ENSG00000179862,CITED4,20,1.05785,10,-0.4489,6,-1.0678,9,-0.4635
ENSG00000171793,CTPS1,15,0.73685,8,-0.7385,9,-0.2517,13,0.36536
ENSG00000127124,HIVEP3,13,-1.0612,29,0.73532,23,-0.0529,21,-0.1615
ENSG00000198815,FOXJ3,61,0.61973,40,-0.2963,38,-0.2333,38,-0.2692
ENSG00000177181,RIMKLA,85,0.61609,64,0.08402,14,-2.2365,46,-0.4882
ENSG00000127125,PPCS,45,-0.2356,54,0.12175,32,-0.7201,64,0.36221
ENSG00000186409,CCDC30,35,-0.9046,70,0.64692,53,-0.1473,55,-0.0926
ENSG00000171960,PPIH,14,0.30654,11,-0.3020,6,-0.9631,16,0.47912
ENSG00000065978,YBX1,38,-1.2500,70,-0.3341,177,1.31623,121,0.76066
ENSG00000164008,C1orf50,19,0.27825,15,-0.2721,14,-0.3123,20,0.26167
ENSG00000177868,SVBP,54,-0.0391,54,-0.0790,49,-0.1935,66,0.28414
ENSG00000117394,SLC2A1,15,-0.4977,12,-1.2591,48,1.46560,40,1.30498
ENSG00000117395,EBNA1BP2,102,0.26270,89,-0.0044,42,-1.1478,93,0.08213
ENSG00000066322,ELOVL1,7,-1.4147,19,0.25997,43,1.42792,15,-0.2465
ENSG00000159479,MED8,28,1.06922,12,-0.8846,7,-1.2876,21,0.39984
ENSG00000198198,SZT2,6,-0.8315,11,0.36751,13,0.37874,10,0.03638
ENSG00000178922,HYI,9,-0.1498,5,-1.4211,38,2.25163,13,0.45576
ENSG00000142949,PTPRF,133,0.78044,66,-0.8215,125,0.51518,91,0.02229
ENSG00000066135,KDM4A,14,-0.1897,18,0.48262,8,-1.0060,14,-0.2563
ENSG00000126091,ST3GAL3,35,0.48538,23,-0.4644,17,-0.7005,35,0.43500
ENSG00000117408,IPO13,43,0.10841,37,-0.2452,58,0.56475,39,-0.0448
ENSG00000117410,ATP6V0B,534,1.11690,264,-0.4810,189,-0.7699,211,-0.6484
ENSG00000117411,B4GALT2,46,-0.3054,41,-0.8035,103,1.01676,93,0.94842
