Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9to11,Feature log2 fold change topic 9to11
ENSG00000171735,CAMTA1,247,-1.0387,264,-0.9368,625,0.40866,1021,1.24434,426,-0.2800,489,0.01793
ENSG00000049245,VAMP3,63,1.54109,43,0.87790,31,0.31066,7,-1.9260,17,-0.7499,21,-0.3302
ENSG00000049246,PER3,55,0.46565,57,0.51874,42,0.02753,48,0.22763,43,0.07435,27,-0.7688
ENSG00000116288,PARK7,67,-1.8418,341,0.67583,119,-0.9792,106,-1.1481,280,0.53560,239,0.12759
ENSG00000116285,ERRFI1,13,-0.6860,8,-1.4161,6,-1.7622,22,0.06144,36,1.46080,13,-0.8633
ENSG00000162426,SLC45A1,3,-2.8413,23,0.17454,18,-0.2432,22,0.08336,25,0.41108,21,0.04792
ENSG00000142599,RERE,198,0.29764,146,-0.1874,274,0.83326,175,0.09918,141,-0.3358,151,-0.1684
ENSG00000074800,ENO1,245,-1.1132,1118,1.33646,401,-0.3579,417,-0.2968,529,0.11300,415,-0.3725
ENSG00000171612,SLC25A33,5,-2.4760,69,1.67265,26,0.01988,10,-1.4483,26,-0.0068,24,-0.1647
ENSG00000171603,CLSTN1,238,-1.4750,346,-0.9151,488,-0.3863,678,0.13171,880,0.87860,533,-0.3057
ENSG00000178585,CTNNBIP1,22,-0.5636,42,0.42654,23,-0.5040,35,0.15302,27,-0.3435,40,0.46911
ENSG00000162441,LZIC,75,0.74773,54,0.21919,68,0.58927,37,-0.3851,50,0.13060,28,-0.9219
ENSG00000130939,UBE4B,61,0.44707,26,-0.8440,33,-0.4905,56,0.33238,57,0.52042,33,-0.5981
ENSG00000054523,KIF1B,573,0.62396,247,-0.7101,551,0.56084,459,0.25951,348,-0.2493,356,-0.1795
ENSG00000142657,PGD,37,-0.5272,53,0.02463,20,-1.4411,50,-0.0669,60,0.34395,57,0.19082
ENSG00000241563,CORT,8,-1.3356,30,0.62406,20,0.02282,6,-1.6742,22,0.16927,23,0.29124
ENSG00000160049,DFFA,92,0.70805,68,0.19829,134,1.34731,39,-0.6435,45,-0.5745,47,-0.4417
ENSG00000142655,PEX14,11,-1.2563,29,0.23959,8,-1.7364,17,-0.5843,43,1.57902,12,-1.3028
ENSG00000120948,TARDBP,104,0.39615,70,-0.2280,75,-0.1290,75,-0.1216,93,0.32815,65,-0.4162
ENSG00000116649,SRM,14,-2.3614,83,0.27397,46,-0.6553,79,0.19536,82,0.38420,73,0.07675
ENSG00000171824,EXOSC10,64,1.01960,42,0.32353,40,0.24524,60,0.90931,37,0.16444,8,-2.4142
ENSG00000198793,MTOR,12,-1.7056,43,0.14861,36,-0.1279,38,-0.0320,45,0.34025,40,0.03653
ENSG00000116661,FBXO2,66,-1.8204,439,1.14946,116,-0.9826,140,-0.6961,248,0.28441,221,0.01102
ENSG00000132879,FBXO44,40,-1.3318,67,-0.5508,63,-0.6598,75,-0.3803,144,1.05573,79,-0.3768
ENSG00000116670,MAD2L2,14,0.00738,30,1.17217,5,-1.4918,12,-0.2849,13,-0.1900,15,0.05844
ENSG00000177000,MTHFR,30,0.19564,25,-0.0882,23,-0.1924,38,0.60221,22,-0.4031,29,0.17375
ENSG00000011021,CLCN6,39,-1.4112,72,-0.4852,44,-1.2127,117,0.28189,119,0.46291,110,0.23862
ENSG00000116685,KIAA2013,41,0.32696,38,0.22815,33,-0.0097,26,-0.3487,36,0.22655,27,-0.4123
ENSG00000083444,PLOD1,41,0.88137,38,0.73848,32,0.45417,0,-5.9110,21,-0.2780,23,-0.1015
ENSG00000116688,MFN2,74,-0.5794,85,-0.3677,93,-0.2398,102,-0.0902,128,0.40600,107,-0.0161
ENSG00000116691,MIIP,14,-0.1835,29,0.95596,6,-1.4540,18,0.18836,19,0.36624,11,-0.6309
ENSG00000048707,VPS13D,54,-0.4857,57,-0.3755,72,-0.0191,63,-0.2310,81,0.24655,78,0.11925
ENSG00000162496,DHRS3,32,0.45966,92,2.36082,26,0.09657,1,-4.0593,17,-0.7109,16,-0.7879
ENSG00000116731,PRDM2,308,0.20207,100,-1.5247,528,1.10064,353,0.42259,231,-0.3554,259,-0.0960
ENSG00000189337,KAZN,107,1.43384,43,-0.0772,24,-0.9780,46,0.01554,47,0.08958,30,-0.7484
ENSG00000142634,EFHD2,54,-0.8984,22,-2.2292,42,-1.2871,195,1.16722,114,0.39950,98,0.02121
ENSG00000116138,DNAJC16,29,-0.0912,20,-0.6303,25,-0.2959,16,-0.9930,43,0.83409,25,-0.3633
ENSG00000197312,DDI2,54,0.61278,23,-0.7097,54,0.59315,57,0.68917,26,-0.7517,39,0.09826
ENSG00000116786,PLEKHM2,94,-0.8732,115,-0.5649,220,0.45656,177,0.10951,128,-0.5513,235,0.74741
ENSG00000065526,SPEN,375,1.52286,105,-0.5885,334,1.30875,125,-0.3135,94,-0.9786,121,-0.4394
ENSG00000116809,ZBTB17,23,-0.2423,31,0.25680,18,-0.6232,6,-2.0591,31,0.34211,30,0.26644
ENSG00000037637,FBXO42,13,-0.9770,23,-0.1226,23,-0.1018,45,0.98828,31,0.53974,15,-0.9454
ENSG00000055070,SZRD1,53,0.78607,46,0.55379,43,0.45258,13,-1.3203,28,-0.3228,30,-0.1511
ENSG00000159363,ATP13A2,35,-1.6874,61,-0.8673,77,-0.4997,114,0.11430,145,0.77238,102,-0.0920
ENSG00000117118,SDHB,25,-1.0790,66,0.42215,36,-0.5206,35,-0.5519,70,0.80365,38,-0.5115
ENSG00000117115,PADI2,122,1.61792,135,1.80561,33,-0.5700,11,-2.1574,26,-1.2001,38,-0.3948
ENSG00000179051,RCC2,3,-3.2258,20,-0.6459,20,-0.6503,31,0.02167,47,1.12874,25,-0.3954
ENSG00000074964,ARHGEF10L,1,-3.5674,31,1.06702,10,-0.6885,9,-0.9455,14,-0.3697,24,0.85407
ENSG00000117154,IGSF21,45,-0.6521,30,-1.2633,40,-0.8400,36,-1.0127,102,1.01950,67,-0.0688
ENSG00000159423,ALDH4A1,20,-1.1318,95,1.34288,33,-0.4017,10,-2.1028,25,-1.0792,70,1.11409
ENSG00000127481,UBR4,108,1.53855,25,-0.8437,66,0.68161,68,0.73299,30,-0.7269,29,-0.7268
ENSG00000127463,EMC1,18,-0.6145,28,0.06555,10,-1.5291,31,0.24230,32,0.43814,26,-0.0321
ENSG00000053372,MRTO4,25,-0.8097,38,-0.1780,42,-0.0508,48,0.17655,56,0.63849,32,-0.5449
ENSG00000053371,AKR7A2,15,-0.9340,78,1.69907,23,-0.3611,6,-2.2889,24,-0.3369,32,0.20213
ENSG00000077549,CAPZB,138,-0.4244,179,-0.0139,153,-0.2610,177,-0.0370,217,0.42932,159,-0.2491
ENSG00000173436,MICOS10,136,-1.0961,323,0.24176,131,-1.1538,188,-0.6062,288,0.07766,376,0.63940
ENSG00000158747,NBL1,61,-1.4047,125,-0.3199,130,-0.2536,99,-0.6776,178,0.35998,185,0.39410
ENSG00000169914,OTUD3,22,0.01658,6,-1.8334,20,-0.0624,23,0.14544,24,0.22327,23,0.14916
ENSG00000162545,CAMK2N1,747,-1.0376,1962,0.47347,1637,0.17927,780,-0.9720,1355,-0.1696,1848,0.48707
ENSG00000090432,MUL1,13,-0.4182,20,0.21398,12,-0.5940,22,0.35948,21,0.43415,13,-0.4540
ENSG00000183114,FAM43B,15,-0.2787,27,0.59031,9,-1.1383,21,0.22338,23,0.56551,13,-0.7070
ENSG00000158828,PINK1,120,-1.6558,337,-0.0912,234,-0.6552,266,-0.4565,435,0.47996,409,0.27612
ENSG00000244038,DDOST,10,-1.4166,29,0.16011,23,-0.1877,16,-0.7301,39,1.06325,17,-0.7570
ENSG00000117245,KIF17,10,-1.4770,19,-0.5625,9,-1.6613,32,0.29457,36,0.75728,27,-0.0149
ENSG00000189410,SH2D5,2,-3.6888,17,-0.8746,13,-1.2141,26,-0.2089,51,1.45426,23,-0.5018
ENSG00000127483,HP1BP3,482,1.09699,170,-0.5901,403,0.79079,308,0.34344,201,-0.4508,188,-0.5261
ENSG00000075151,EIF4G3,277,0.11505,118,-1.1961,436,0.85987,383,0.64334,249,-0.0738,208,-0.4119
ENSG00000117298,ECE1,24,0.01327,37,0.72524,28,0.26639,14,-0.8227,25,0.10301,20,-0.3670
ENSG00000076864,RAP1GAP,60,-1.1639,41,-1.7047,47,-1.5291,234,0.99557,181,0.88988,100,-0.4663
ENSG00000090686,USP48,159,1.17756,44,-0.8940,112,0.57762,120,0.69486,68,-0.2886,50,-0.8062
ENSG00000070831,CDC42,130,-0.1360,142,0.00435,50,-1.5950,149,0.08053,188,0.71374,111,-0.4620
ENSG00000004487,KDM1A,53,-0.3374,72,0.14794,65,-0.0023,38,-0.8363,87,0.72547,47,-0.6095
ENSG00000169641,LUZP1,83,-1.2873,68,-1.5790,318,0.81503,228,0.26216,187,-0.0710,226,0.32257
ENSG00000125944,HNRNPR,154,0.55574,116,0.10235,114,0.06852,110,0.01163,119,0.19431,77,-0.6482
ENSG00000142676,RPL11,499,0.44733,515,0.49863,321,-0.2551,260,-0.5855,291,-0.5530,466,0.43308
ENSG00000011007,ELOA,35,0.20373,24,-0.3761,34,0.13741,46,0.61827,26,-0.3452,32,0.07218
ENSG00000057757,PITHD1,50,-1.3128,85,-0.4979,56,-1.1334,138,0.26098,169,0.93714,95,-0.3933
ENSG00000011009,LYPLA2,8,-2.0319,20,-0.6228,10,-1.6022,42,0.49316,31,0.02771,44,0.78053
ENSG00000117308,GALE,4,-2.3150,15,-0.5419,7,-1.5913,34,0.68578,35,1.22722,14,-0.8411
ENSG00000117305,HMGCL,23,0.32763,36,1.04149,11,-0.8203,13,-0.5896,15,-0.4657,21,0.25543
ENSG00000189266,PNRC2,47,-0.0110,61,0.38195,56,0.25663,32,-0.6152,53,0.22537,39,-0.3614
ENSG00000188529,SRSF10,96,0.57079,52,-0.4040,80,0.25974,119,0.92035,73,0.16946,35,-1.1668
ENSG00000001460,STPG1,11,-0.7874,20,0.02372,8,-1.2955,26,0.50119,28,0.90282,12,-0.8391
ENSG00000001461,NIPAL3,367,1.65046,49,-1.5744,108,-0.3926,159,0.20999,116,-0.3910,128,-0.1650
ENSG00000133226,SRRM1,800,2.12854,180,-0.4401,419,0.92160,281,0.25959,129,-1.2214,143,-0.9334
ENSG00000169504,CLIC4,121,2.09156,93,1.57266,21,-0.8127,18,-1.0395,22,-0.9691,19,-1.1366
ENSG00000117614,SYF2,192,0.31020,164,0.06293,289,0.99496,153,-0.0448,128,-0.4563,143,-0.1966
ENSG00000117616,RSRP1,123,1.07348,60,-0.0981,33,-1.0068,137,1.26577,72,0.25769,22,-1.8611
ENSG00000183726,TMEM50A,32,-0.9065,78,0.47101,29,-1.0585,56,-0.0491,81,0.85269,39,-0.7164
ENSG00000204178,MACO1,106,0.59398,33,-1.2375,85,0.23882,158,1.27347,64,-0.2923,56,-0.4982
ENSG00000117643,MAN1C1,50,0.21272,26,-0.7563,18,-1.2897,12,-1.9550,69,1.27602,31,-0.6276
ENSG00000162430,SELENON,17,-0.7779,79,1.71685,21,-0.4571,14,-1.0817,28,-0.0461,24,-0.3427
ENSG00000117640,MTFR1L,24,-1.2836,63,0.17782,45,-0.3644,47,-0.2998,64,0.28731,63,0.19859
ENSG00000117632,STMN1,576,-0.4494,448,-0.8346,400,-1.0069,981,0.39525,1145,1.05416,485,-0.8483
ENSG00000158008,EXTL1,22,-1.1155,24,-0.9577,25,-0.9267,49,0.12713,59,0.66640,47,0.07309
ENSG00000142684,ZNF593,7,-2.2107,23,-0.4624,18,-0.7691,25,-0.2897,41,0.70386,33,0.17939
ENSG00000142669,SH3BGRL3,100,-0.6204,176,0.25999,64,-1.3007,90,-0.7889,171,0.31425,177,0.34670
ENSG00000158062,UBXN11,2,-3.8050,32,0.27748,9,-1.6681,20,-0.4474,40,0.97443,25,-0.1162
ENSG00000117682,DHDDS,16,-0.4464,28,0.46365,13,-0.6979,44,1.21748,21,-0.0609,16,-0.4982
ENSG00000198830,HMGN2,201,0.63665,227,0.83872,95,-0.5549,84,-0.7458,132,-0.0667,120,-0.2421
ENSG00000117713,ARID1A,139,1.03920,92,0.34317,82,0.15555,78,0.07815,63,-0.3425,57,-0.4913
ENSG00000204160,ZDHHC18,16,-0.6517,23,-0.0773,12,-1.0555,34,0.53179,29,0.40445,22,-0.1642
ENSG00000142751,GPN2,13,-0.5422,20,0.11632,17,-0.1548,21,0.15864,24,0.60876,13,-0.6818
ENSG00000090273,NUDC,147,-0.7065,198,-0.2496,220,-0.0811,164,-0.5396,260,0.26769,261,0.23624
ENSG00000253368,TRNP1,7,-2.9240,42,-0.3613,29,-0.9478,48,-0.1645,63,0.39820,69,0.54728
ENSG00000090020,SLC9A1,0,-6.5335,13,-0.9351,8,-1.5787,23,0.00050,36,1.15875,23,-0.0545
ENSG00000142784,WDTC1,34,-0.0370,32,-0.1267,41,0.26223,10,-1.8347,34,-0.0367,43,0.42689
ENSG00000186501,TMEM222,37,-0.1189,38,-0.0764,32,-0.3567,37,-0.1155,51,0.58629,31,-0.4934
ENSG00000158195,WASF2,192,2.11868,113,1.11783,112,1.10376,15,-2.0105,28,-1.4095,29,-1.1949
ENSG00000126705,AHDC1,68,0.16751,46,-0.4258,53,-0.2352,51,-0.2744,63,0.08804,67,0.17341
ENSG00000126709,IFI6,74,-0.0031,105,0.54761,23,-1.7634,33,-1.2264,100,0.74154,61,-0.3812
ENSG00000009780,FAM76A,36,0.85546,14,-0.6123,18,-0.2347,23,0.10137,25,0.34073,15,-0.6736
ENSG00000117758,STX12,67,-0.2250,69,-0.1587,45,-0.8250,87,0.20237,96,0.53853,64,-0.3379
ENSG00000117751,PPP1R8,28,0.15823,42,0.83841,7,-1.8290,29,0.20441,31,0.50448,15,-0.8774
ENSG00000117748,RPA2,29,0.00459,48,0.78733,10,-1.5481,30,0.03004,35,0.42544,22,-0.5694
ENSG00000126698,DNAJC8,225,0.13685,167,-0.3252,327,0.75046,219,0.09979,177,-0.3350,207,0.01260
ENSG00000130770,ATP5IF1,130,-1.5479,295,-0.3095,214,-0.8025,338,-0.0947,501,0.84987,323,-0.2082
ENSG00000204138,PHACTR4,117,2.16492,44,0.41109,49,0.58175,27,-0.3337,23,-0.7717,15,-1.4790
ENSG00000180098,TRNAU1AP,16,-0.0877,5,-1.6913,14,-0.2788,16,-0.0365,22,0.65611,15,-0.2074
ENSG00000198492,YTHDF2,61,-0.0965,55,-0.2697,55,-0.2789,104,0.75767,73,0.26354,50,-0.4943
ENSG00000159023,EPB41,9,-1.3725,6,-1.9337,19,-0.3045,61,1.62510,20,-0.3311,27,0.28966
ENSG00000116350,SRSF4,132,0.82972,77,-0.0523,120,0.66254,101,0.38195,68,-0.3473,58,-0.5917
ENSG00000116353,MECR,17,-0.4882,20,-0.2378,23,-0.0497,26,0.15215,29,0.50757,19,-0.4199
ENSG00000060656,PTPRU,22,0.47214,10,-0.7658,4,-1.8326,27,0.81037,23,0.91077,7,-1.3503
ENSG00000162512,SDC3,133,0.02911,224,0.87989,94,-0.5185,63,-1.1254,134,0.05032,130,-0.0113
ENSG00000134644,PUM1,177,-0.0841,94,-1.0519,179,-0.0681,342,0.99364,175,-0.1494,188,0.01379
ENSG00000121766,ZCCHC17,151,0.01547,71,-1.1531,226,0.66712,235,0.73208,157,0.10951,112,-0.5463
ENSG00000121769,FABP3,18,-1.6101,22,-1.2969,16,-1.7586,49,-0.0923,84,1.30423,44,-0.3326
ENSG00000162517,PEF1,27,-1.6432,65,-0.3332,37,-1.1930,76,-0.0885,107,0.70915,84,0.08511
ENSG00000084636,COL16A1,64,1.12900,49,0.67017,6,-2.3368,58,0.97101,33,0.08046,14,-1.4146
ENSG00000121753,ADGRB2,71,-1.4477,112,-0.7725,124,-0.6174,162,-0.2019,240,0.65260,199,0.15777
ENSG00000184007,PTP4A2,814,2.21715,146,-0.7231,180,-0.4014,146,-0.7267,181,-0.5364,184,-0.4490
ENSG00000121774,KHDRBS1,87,-0.2959,133,0.36330,150,0.57026,111,0.07363,102,-0.0854,91,-0.2784
ENSG00000025800,KPNA6,123,-0.0202,104,-0.2772,196,0.73989,189,0.67311,115,-0.1711,99,-0.4385
ENSG00000084652,TXLNA,48,1.08746,28,0.19865,23,-0.1345,17,-0.5559,21,-0.3055,23,-0.1056
ENSG00000160050,CCDC28B,6,-1.6631,50,1.63449,11,-0.7538,21,0.19937,19,0.07290,14,-0.6022
ENSG00000084623,EIF3I,53,-0.8518,119,0.41756,48,-0.9973,86,-0.1060,114,0.52497,83,-0.2029
ENSG00000175130,MARCKSL1,578,1.85652,434,1.31869,110,-0.9019,55,-1.9454,134,-0.7944,152,-0.4914
ENSG00000160058,BSDC1,55,-0.1077,54,-0.1326,51,-0.2292,65,0.16864,71,0.46286,45,-0.4854
ENSG00000160062,ZBTB8A,48,1.43906,13,-0.6765,30,0.66389,15,-0.4760,13,-0.8535,21,0.07893
ENSG00000176261,ZBTB8OS,30,-0.3248,32,-0.2335,5,-2.8627,42,0.19930,35,-0.1419,53,0.76929
ENSG00000162521,RBBP4,127,0.25039,129,0.27607,108,-0.0181,113,0.05589,101,-0.1603,105,-0.0692
ENSG00000162522,KIAA1522,1,-3.7634,28,0.55424,21,0.12783,9,-1.2359,26,0.70731,17,-0.2262
ENSG00000134684,YARS,45,-0.9143,65,-0.3381,49,-0.7732,112,0.52303,96,0.39672,79,-0.0488
ENSG00000160097,FNDC5,3,-3.7771,28,-0.6111,32,-0.4193,76,0.98351,36,-0.3190,58,0.72405
ENSG00000121905,HPCA,16,-3.5894,128,-0.5391,87,-1.1317,254,0.54460,230,0.58165,196,0.16134
ENSG00000121900,TMEM54,21,-1.2724,62,0.35925,22,-1.2253,34,-0.5536,43,-0.2947,77,0.97278
ENSG00000004455,AK2,36,0.51126,35,0.49438,17,-0.6773,21,-0.3328,28,0.15847,22,-0.3285
ENSG00000142920,AZIN2,0,-5.7970,12,-0.9430,17,-0.4069,22,-0.0359,38,1.45394,15,-0.7769
ENSG00000160094,ZNF362,16,-0.7693,30,0.22827,26,-0.0216,35,0.47225,25,-0.0744,27,0.02682
ENSG00000134686,PHC2,73,0.56158,79,0.70425,30,-0.8227,32,-0.6971,49,-0.1138,51,0.00997
ENSG00000163866,SMIM12,13,-1.6134,34,-0.2208,19,-1.0596,37,-0.0820,56,0.94036,33,-0.2941
ENSG00000116544,DLGAP3,6,-3.6212,66,-0.2019,80,0.09588,55,-0.4953,59,-0.5051,128,1.19598
ENSG00000163867,ZMYM6,16,-0.1215,17,-0.0564,26,0.59686,20,0.15377,21,0.41891,10,-0.9398
ENSG00000116560,SFPQ,416,1.19929,189,-0.1064,233,0.22582,303,0.65664,168,-0.3983,137,-0.7246
ENSG00000146463,ZMYM4,62,0.04505,46,-0.4392,77,0.39318,70,0.22622,63,0.08135,53,-0.2463
ENSG00000142687,KIAA0319L,64,-0.4850,75,-0.2338,105,0.29616,100,0.20979,101,0.33759,71,-0.3890
ENSG00000020129,NCDN,80,-2.3560,236,-0.7494,162,-1.3106,245,-0.6894,665,1.59639,272,-0.6384
ENSG00000126067,PSMB2,43,-0.8036,57,-0.3853,42,-0.8611,105,0.58091,97,0.70212,56,-0.4909
ENSG00000142686,C1orf216,24,-1.8081,29,-1.5215,39,-1.0898,110,0.53747,112,0.89651,73,-0.1583
ENSG00000092847,AGO1,67,0.74347,25,-0.7821,48,0.20409,45,0.10434,30,-0.7192,53,0.48125
ENSG00000126070,AGO3,135,1.50634,49,-0.1875,65,0.27213,83,0.66517,41,-0.6286,37,-0.7380
ENSG00000116863,ADPRHL2,12,-0.6055,23,0.36159,2,-3.0534,23,0.37496,24,0.60571,16,-0.3065
ENSG00000054116,TRAPPC3,13,-1.7849,47,0.19569,30,-0.5176,41,-0.0138,56,0.73177,35,-0.3550
ENSG00000116871,MAP7D1,223,0.30711,131,-0.5298,141,-0.4165,138,-0.4505,219,0.41840,172,-0.1375
ENSG00000054118,THRAP3,246,0.61924,111,-0.6441,299,0.94785,244,0.60299,143,-0.3494,125,-0.5535
ENSG00000181817,LSM10,9,-1.8550,36,0.15313,23,-0.5466,22,-0.5877,44,0.74294,31,-0.1110
ENSG00000116898,MRPS15,10,-2.2012,45,0.03464,15,-1.6358,43,-0.0473,58,0.69672,46,0.09201
ENSG00000163875,MEAF6,42,-1.2527,44,-1.1707,49,-1.0409,149,0.71307,125,0.66594,89,-0.1355
ENSG00000134697,GNL2,39,0.42414,27,-0.1689,35,0.22373,29,-0.0489,35,0.32355,21,-0.6735
ENSG00000185090,MANEAL,6,-1.6849,11,-0.8792,7,-1.4565,16,-0.3423,32,1.30310,16,-0.3697
ENSG00000197982,C1orf122,130,-0.0717,201,0.62749,73,-0.9578,43,-1.7675,121,-0.2693,191,0.70989
ENSG00000188786,MTF1,42,1.56498,16,-0.0006,30,0.94498,25,0.65297,7,-1.5379,13,-0.4187
ENSG00000183431,SF3A3,21,-1.0722,46,0.09590,51,0.25505,59,0.49150,49,0.27641,35,-0.4180
ENSG00000183520,UTP11,36,0.11438,41,0.32868,47,0.54347,49,0.62040,31,-0.1561,23,-0.6646
