category,subcategory,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
Environmental Information Processing,Signal transduction,hsa04151,PI3K-Akt signaling pathway,5/62,239/5742,0.11447587966045153,0.5501290410896681,0.5099389383234945,5595/54541/1436/6850/3691,5
Organismal Systems,Aging,hsa04213,Longevity regulating pathway - multiple species,2/62,54/5742,0.11495233694410976,0.5501290410896681,0.5099389383234945,3312/8660,2
Human Diseases,Cancer: specific types,hsa05213,Endometrial cancer,2/62,54/5742,0.11495233694410976,0.5501290410896681,0.5099389383234945,5595/10912,2
Human Diseases,Cancer: specific types,hsa05218,Melanoma,2/62,56/5742,0.12206123780090052,0.5684505249102682,0.5269219319670986,5595/10912,2
Cellular Processes,Cell growth and death,hsa04115,p53 signaling pathway,2/62,57/5742,0.12565598807579703,0.5684505249102682,0.5269219319670986,10912/27244,2
Organismal Systems,Immune system,hsa04621,NOD-like receptor signaling pathway,3/62,116/5742,0.129430435223994,0.5684505249102682,0.5269219319670986,5595/10628/1535,3
Metabolism,Glycan biosynthesis and metabolism,hsa00533,Glycosaminoglycan biosynthesis - keratan sulfate,1/62,13/5742,0.13175472609348393,0.5684505249102682,0.5269219319670986,8534,1
Human Diseases,Drug resistance: antineoplastic,hsa01524,Platinum drug resistance,2/62,59/5742,0.13292126701881893,0.5684505249102682,0.5269219319670986,5595/2949,2
Environmental Information Processing,Signal transduction,hsa04064,NF-kappa B signaling pathway,2/62,60/5742,0.13658991834885867,0.5719702830858456,0.5301845514857014,10912/6850,2
Environmental Information Processing,Signal transduction,hsa04022,cGMP-PKG signaling pathway,3/62,123/5742,0.14680147194282053,0.6021856298062638,0.5581924926719491,5595/8660/493,3
Metabolism,Amino acid metabolism,hsa00340,Histidine metabolism,1/62,15/5742,0.15044719278633545,0.6047977150010685,0.5606137499617132,84735,1
Human Diseases,Cancer: specific types,hsa05214,Glioma,2/62,68/5742,0.1666859965700559,0.6101891060873568,0.565611268800535,5595/10912,2
Human Diseases,Cancer: specific types,hsa05223,Non-small cell lung cancer,2/62,68/5742,0.1666859965700559,0.6101891060873568,0.565611268800535,5595/10912,2
Organismal Systems,Excretory system,hsa04964,Proximal tubule bicarbonate reclamation,1/62,17/5742,0.16874358214861696,0.6101891060873568,0.565611268800535,358,1
Human Diseases,Cancer: overview,hsa05206,MicroRNAs in cancer,3/62,133/5742,0.1728534868115184,0.6101891060873568,0.565611268800535,5595/54541/8660,3
Human Diseases,Cancer: specific types,hsa05212,Pancreatic cancer,2/62,70/5742,0.1743867375991384,0.6101891060873568,0.565611268800535,5595/10912,2
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,3/62,134/5742,0.17553015936833039,0.6101891060873568,0.565611268800535,8660/4715/9377,3
Metabolism,Metabolism of cofactors and vitamins,hsa00830,Retinol metabolism,1/62,18/5742,0.17774583505809916,0.6101891060873568,0.565611268800535,216,1
Organismal Systems,Immune system,hsa04625,C-type lectin receptor signaling pathway,2/62,71/5742,0.17825925409867446,0.6101891060873568,0.565611268800535,5595/6850,2
Human Diseases,Cancer: specific types,hsa05220,Chronic myeloid leukemia,2/62,72/5742,0.18214553516676935,0.6101891060873568,0.565611268800535,5595/10912,2
Metabolism,Xenobiotics biodegradation and metabolism,hsa00982,Drug metabolism - cytochrome P450,1/62,19/5742,0.1866521520089024,0.6101891060873568,0.565611268800535,2949,1
Human Diseases,Cancer: specific types,hsa05225,Hepatocellular carcinoma,3/62,139/5742,0.18908796786040777,0.6101891060873568,0.565611268800535,5595/2949/10912,3
Human Diseases,Infectious disease: viral,hsa05167,Kaposi sarcoma-associated herpesvirus infection,3/62,140/5742,0.19183264661514887,0.6101891060873568,0.565611268800535,5595/718/6850,3
Human Diseases,Cancer: specific types,hsa05210,Colorectal cancer,2/62,77/5742,0.20175826146730733,0.6101891060873568,0.565611268800535,5595/10912,2
Human Diseases,Drug resistance: antineoplastic,hsa01523,Antifolate resistance,1/62,21/5742,0.204180990838575,0.6101891060873568,0.565611268800535,9429,1
Human Diseases,Cancer: overview,hsa05203,Viral carcinogenesis,3/62,145/5742,0.2057078443470913,0.6101891060873568,0.565611268800535,5595/718/6850,3
Environmental Information Processing,Signaling molecules and interaction,hsa04060,Cytokine-cytokine receptor interaction,2/62,79/5742,0.20967511759663607,0.6101891060873568,0.565611268800535,1524/1436,2
Organismal Systems,Aging,hsa04211,Longevity regulating pathway,2/62,79/5742,0.20967511759663607,0.6101891060873568,0.565611268800535,8660/27244,2
Environmental Information Processing,Signal transduction,hsa04392,Hippo signaling pathway - multiple species,1/62,22/5742,0.21280549329758702,0.6101891060873568,0.565611268800535,9113,1
Organismal Systems,Immune system,hsa04670,Leukocyte transendothelial migration,2/62,80/5742,0.21364628697034385,0.6101891060873568,0.565611268800535,1535/3689,2
Human Diseases,Infectious disease: parasitic,hsa05145,Toxoplasmosis,2/62,80/5742,0.21364628697034385,0.6101891060873568,0.565611268800535,5595/3312,2
Human Diseases,Infectious disease: parasitic,hsa05144,Malaria,1/62,23/5742,0.22133802116743817,0.6101891060873568,0.565611268800535,3689,1
Human Diseases,Cancer: overview,hsa05204,Chemical carcinogenesis - DNA adducts,1/62,23/5742,0.22133802116743817,0.6101891060873568,0.565611268800535,2949,1
Organismal Systems,Immune system,hsa04666,Fc gamma R-mediated phagocytosis,2/62,82/5742,0.22161096887749773,0.6101891060873568,0.565611268800535,5595/6850,2
Metabolism,Metabolism of other amino acids,hsa00410,beta-Alanine metabolism,1/62,24/5742,0.22977953938524187,0.6223878305030046,0.5769188059650789,84735,1
Environmental Information Processing,Signal transduction,hsa04350,TGF-beta signaling pathway,2/62,86/5742,0.2376128821298592,0.6223878305030046,0.5769188059650789,5595/7018,2
Metabolism,Xenobiotics biodegradation and metabolism,hsa00980,Metabolism of xenobiotics by cytochrome P450,1/62,25/5742,0.23813100293160683,0.6223878305030046,0.5769188059650789,2949,1
Cellular Processes,Transport and catabolism,hsa04140,Autophagy - animal,3/62,157/5742,0.23989093551322005,0.6223878305030046,0.5769188059650789,5595/54541/8660,3
NA,NA,hsa04820,Cytoskeleton in muscle cells,3/62,159/5742,0.24568812132827364,0.6223878305030046,0.5769188059650789,5339/3691/832,3
Organismal Systems,Excretory system,hsa04960,Aldosterone-regulated sodium reabsorption,1/62,26/5742,0.2463933569316492,0.6223878305030046,0.5769188059650789,5595,1
Environmental Information Processing,Signal transduction,hsa04010,MAPK signaling pathway,4/62,235/5742,0.24771654945393215,0.6223878305030046,0.5769188059650789,5595/3312/10912/1436,4
Environmental Information Processing,Signal transduction,hsa04066,HIF-1 signaling pathway,2/62,91/5742,0.2577045893550242,0.6316905178092667,0.5855418782521089,5595/7018,2
Human Diseases,Endocrine and metabolic disease,hsa04931,Insulin resistance,2/62,91/5742,0.2577045893550242,0.6316905178092667,0.5855418782521089,10724/8660,2
Human Diseases,Endocrine and metabolic disease,hsa04936,Alcoholic liver disease,2/62,94/5742,0.26978192026778547,0.6533273008894563,0.6055979694026383,718/713,2
Environmental Information Processing,Membrane transport,hsa02010,ABC transporters,1/62,30/5742,0.27857024060096425,0.6665156738536091,0.617822855575223,9429,1
Environmental Information Processing,Signaling molecules and interaction,hsa04514,Cell adhesion molecules,2/62,97/5742,0.2818598620773969,0.6665156738536091,0.617822855575223,6404/3689,2
Human Diseases,Cancer: specific types,hsa05219,Bladder cancer,1/62,31/5742,0.286400885748503,0.6693788143656872,0.6204768271417996,5595,1
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,3/62,174/5742,0.2897987191012877,0.6695349717167681,0.6206215762967686,1535/4715/9377,3
Organismal Systems,Nervous system,hsa04724,Glutamatergic synapse,2/62,100/5742,0.293926161382284,0.6713540731572624,0.6223077818739746,5595/9762,2
Organismal Systems,Endocrine system,hsa04919,Thyroid hormone signaling pathway,2/62,104/5742,0.3099766900030344,0.689664680563233,0.6392806936878359,5595/10231,2
Cellular Processes,Cell growth and death,hsa04210,Apoptosis,2/62,105/5742,0.3139799008919383,0.689664680563233,0.6392806936878359,5595/10912,2
Cellular Processes,Cell growth and death,hsa04216,Ferroptosis,1/62,35/5742,0.3168958075316276,0.689664680563233,0.6392806936878359,7018,1
Human Diseases,Cardiovascular disease,hsa05418,Fluid shear stress and atherosclerosis,2/62,106/5742,0.31797858446677185,0.689664680563233,0.6392806936878359,2949/1535,2
Organismal Systems,Immune system,hsa04640,Hematopoietic cell lineage,1/62,36/5742,0.32431694997652694,0.689664680563233,0.6392806936878359,1436,1
Human Diseases,Cancer: specific types,hsa05224,Breast cancer,2/62,108/5742,0.3259609186741649,0.689664680563233,0.6392806936878359,5595/10912,2
Human Diseases,Cancer: specific types,hsa05226,Gastric cancer,2/62,108/5742,0.3259609186741649,0.689664680563233,0.6392806936878359,5595/10912,2
Metabolism,Metabolism of other amino acids,hsa00480,Glutathione metabolism,1/62,38/5742,0.33892206205015096,0.7019344803102057,0.6506541137203793,2949,1
Metabolism,Xenobiotics biodegradation and metabolism,hsa00983,Drug metabolism - other enzymes,1/62,40/5742,0.3532164631777819,0.7019344803102057,0.6506541137203793,2949,1
Human Diseases,Infectious disease: bacterial,hsa05131,Shigellosis,3/62,196/5742,0.3554223756574305,0.7019344803102057,0.6506541137203793,5595/718/5216,3
Organismal Systems,Endocrine system,hsa04910,Insulin signaling pathway,2/62,116/5742,0.35764009600463664,0.7019344803102057,0.6506541137203793,5595/8660,2
Metabolism,Amino acid metabolism,hsa00330,Arginine and proline metabolism,1/62,41/5742,0.3602491849040146,0.7019344803102057,0.6506541137203793,84735,1
Organismal Systems,Excretory system,hsa04961,Endocrine and other factor-regulated calcium reabsorption,1/62,41/5742,0.3602491849040146,0.7019344803102057,0.6506541137203793,493,1
Organismal Systems,Immune system,hsa04062,Chemokine signaling pathway,2/62,117/5742,0.3615666326494227,0.7019344803102057,0.6506541137203793,5595/1524,2
Organismal Systems,Circulatory system,hsa04261,Adrenergic signaling in cardiomyocytes,2/62,117/5742,0.3615666326494227,0.7019344803102057,0.6506541137203793,5595/493,2
Human Diseases,Endocrine and metabolic disease,hsa04934,Cushing syndrome,2/62,118/5742,0.3654847746296578,0.7019344803102057,0.6506541137203793,5595/51655,2
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,2/62,119/5742,0.3693942467841108,0.7019344803102057,0.6506541137203793,4715/9377,2
Organismal Systems,Endocrine system,hsa04923,Regulation of lipolysis in adipocytes,1/62,43/5742,0.37408967267707816,0.7019344803102057,0.6506541137203793,8660,1
Environmental Information Processing,Signal transduction,hsa04072,Phospholipase D signaling pathway,2/62,121/5742,0.3771861144321641,0.7019344803102057,0.6506541137203793,5595/6850,2
Environmental Information Processing,Signal transduction,hsa04390,Hippo signaling pathway,2/62,121/5742,0.3771861144321641,0.7019344803102057,0.6506541137203793,3689/9113,2
Human Diseases,Cancer: specific types,hsa05217,Basal cell carcinoma,1/62,44/5742,0.38089901471849263,0.7019344803102057,0.6506541137203793,10912,1
Cellular Processes,Cell growth and death,hsa04218,Cellular senescence,2/62,123/5742,0.3849401666374572,0.7019344803102057,0.6506541137203793,5595/10912,2
Metabolism,Lipid metabolism,hsa00600,Sphingolipid metabolism,1/62,45/5742,0.38763545927578524,0.7019344803102057,0.6506541137203793,7368,1
Human Diseases,Immune disease,hsa05323,Rheumatoid arthritis,1/62,46/5742,0.3942997740949711,0.707627273152582,0.6559310151767846,3689,1
Human Diseases,Cancer: overview,hsa05200,Pathways in cancer,5/62,386/5742,0.40511525058663445,0.7098354089790677,0.6579778339318932,5595/2949/7704/10912/1436,5
Human Diseases,Cardiovascular disease,hsa05416,Viral myocarditis,1/62,48/5742,0.40741504582194543,0.7098354089790677,0.6579778339318932,3689,1
Environmental Information Processing,Signal transduction,hsa04370,VEGF signaling pathway,1/62,49/5742,0.41386749878278817,0.7098354089790677,0.6579778339318932,5595,1
Organismal Systems,Nervous system,hsa04723,Retrograde endocannabinoid signaling,2/62,131/5742,0.41554035303015646,0.7098354089790677,0.6579778339318932,5595/4715,2
Human Diseases,Cancer: overview,hsa05207,Chemical carcinogenesis - receptor activation,2/62,131/5742,0.41554035303015646,0.7098354089790677,0.6579778339318932,5595/2949,2
Organismal Systems,Immune system,hsa04657,IL-17 signaling pathway,1/62,50/5742,0.4202508142711894,0.7098354089790677,0.6579778339318932,5595,1
Organismal Systems,Endocrine system,hsa04929,GnRH secretion,1/62,50/5742,0.4202508142711894,0.7098354089790677,0.6579778339318932,5595,1
Environmental Information Processing,Signal transduction,hsa04150,mTOR signaling pathway,2/62,136/5742,0.43429305913458904,0.7250136114296488,0.6720471810581191,5595/54541,2
Organismal Systems,Nervous system,hsa04730,Long-term depression,1/62,53/5742,0.4389931860585006,0.7250136114296488,0.6720471810581191,5595,1
Organismal Systems,Endocrine system,hsa04917,Prolactin signaling pathway,1/62,54/5742,0.4451071643436775,0.7250136114296488,0.6720471810581191,5595,1
Organismal Systems,Digestive system,hsa04970,Salivary secretion,1/62,55/5742,0.451155574296331,0.7250136114296488,0.6720471810581191,493,1
Organismal Systems,Digestive system,hsa04971,Gastric acid secretion,1/62,55/5742,0.451155574296331,0.7250136114296488,0.6720471810581191,6750,1
Environmental Information Processing,Signaling molecules and interaction,hsa04512,ECM-receptor interaction,1/62,57/5742,0.46305844910878846,0.7250136114296488,0.6720471810581191,3691,1
Organismal Systems,Endocrine system,hsa04920,Adipocytokine signaling pathway,1/62,57/5742,0.46305844910878846,0.7250136114296488,0.6720471810581191,8660,1
Organismal Systems,Digestive system,hsa04972,Pancreatic secretion,1/62,57/5742,0.46305844910878846,0.7250136114296488,0.6720471810581191,493,1
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,4/62,323/5742,0.4642575478938282,0.7250136114296488,0.6720471810581191,5595/8660/4715/9377,4
Organismal Systems,Immune system,hsa04620,Toll-like receptor signaling pathway,1/62,58/5742,0.4689142760490266,0.7250136114296488,0.6720471810581191,5595,1
Human Diseases,Cancer: overview,hsa05230,Central carbon metabolism in cancer,1/62,58/5742,0.4689142760490266,0.7250136114296488,0.6720471810581191,5595,1
Human Diseases,Infectious disease: viral,hsa05169,Epstein-Barr virus infection,2/62,148/5742,0.47798155356779226,0.7260755663960452,0.6730315540827443,10912/6850,2
Organismal Systems,Nervous system,hsa04720,Long-term potentiation,1/62,60/5742,0.4804380613466369,0.7260755663960452,0.6730315540827443,5595,1
Human Diseases,Infectious disease: parasitic,hsa05146,Amoebiasis,1/62,60/5742,0.4804380613466369,0.7260755663960452,0.6730315540827443,3689,1
Organismal Systems,Immune system,hsa04658,Th1 and Th2 cell differentiation,1/62,61/5742,0.48610733980431176,0.7291610097064676,0.6758915879447226,5595,1
Organismal Systems,Circulatory system,hsa04260,Cardiac muscle contraction,1/62,64/5742,0.5027524958070788,0.7416127425586019,0.687433649818657,9377,1
Human Diseases,Cancer: overview,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,1/62,65/5742,0.5081821092730813,0.7416127425586019,0.687433649818657,5595,1
Human Diseases,Cardiovascular disease,hsa05412,Arrhythmogenic right ventricular cardiomyopathy,1/62,65/5742,0.5081821092730813,0.7416127425586019,0.687433649818657,3691,1
Organismal Systems,Endocrine system,hsa04911,Insulin secretion,1/62,66/5742,0.5135533809350628,0.7416127425586019,0.687433649818657,117,1
Organismal Systems,Immune system,hsa04659,Th17 cell differentiation,1/62,68/5742,0.5241233593191296,0.7416127425586019,0.687433649818657,5595,1
Human Diseases,Cancer: specific types,hsa05211,Renal cell carcinoma,1/62,69/5742,0.5293232803135275,0.7416127425586019,0.687433649818657,5595,1
Cellular Processes,Cellular community - eukaryotes,hsa04510,Focal adhesion,2/62,165/5742,0.5363333573351532,0.7416127425586019,0.687433649818657,5595/3691,2
Organismal Systems,Nervous system,hsa04726,Serotonergic synapse,1/62,71/5742,0.5395559743801004,0.7416127425586019,0.687433649818657,5595,1
Organismal Systems,Endocrine system,hsa04912,GnRH signaling pathway,1/62,73/5742,0.5495697169438458,0.7416127425586019,0.687433649818657,5595,1
Organismal Systems,Endocrine system,hsa04914,Progesterone-mediated oocyte maturation,1/62,73/5742,0.5495697169438458,0.7416127425586019,0.687433649818657,5595,1
Human Diseases,Cardiovascular disease,hsa05410,Hypertrophic cardiomyopathy,1/62,73/5742,0.5495697169438458,0.7416127425586019,0.687433649818657,3691,1
Human Diseases,Infectious disease: viral,hsa05166,Human T-cell leukemia virus 1 infection,2/62,171/5742,0.5558662151008915,0.7416127425586019,0.687433649818657,5595/3689,2
Organismal Systems,Endocrine system,hsa04916,Melanogenesis,1/62,75/5742,0.5593691177811952,0.7416127425586019,0.687433649818657,5595,1
Human Diseases,Drug resistance: antineoplastic,hsa01521,EGFR tyrosine kinase inhibitor resistance,1/62,76/5742,0.5641898544491966,0.7416127425586019,0.687433649818657,5595,1
Cellular Processes,Cellular community - eukaryotes,hsa04540,Gap junction,1/62,76/5742,0.5641898544491966,0.7416127425586019,0.687433649818657,5595,1
Environmental Information Processing,Signal transduction,hsa04014,Ras signaling pathway,2/62,174/5742,0.5654182807111843,0.7416127425586019,0.687433649818657,5595/1436,2
Metabolism,Lipid metabolism,hsa00564,Glycerophospholipid metabolism,1/62,77/5742,0.5689586911989583,0.7416127425586019,0.687433649818657,122618,1
Organismal Systems,Endocrine system,hsa04925,Aldosterone synthesis and secretion,1/62,77/5742,0.5689586911989583,0.7416127425586019,0.687433649818657,493,1
Human Diseases,Endocrine and metabolic disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,1/62,78/5742,0.5736761777206998,0.7416127425586019,0.687433649818657,5595,1
Human Diseases,Cardiovascular disease,hsa05414,Dilated cardiomyopathy,1/62,78/5742,0.5736761777206998,0.7416127425586019,0.687433649818657,3691,1
Human Diseases,Cancer: specific types,hsa05222,Small cell lung cancer,1/62,79/5742,0.5783428579787007,0.7416127425586019,0.687433649818657,10912,1
Environmental Information Processing,Signal transduction,hsa04012,ErbB signaling pathway,1/62,80/5742,0.5829592702699458,0.7416127425586019,0.687433649818657,5595,1
Cellular Processes,Cellular community - eukaryotes,hsa04520,Adherens junction,1/62,80/5742,0.5829592702699458,0.7416127425586019,0.687433649818657,5595,1
Human Diseases,Cancer: specific types,hsa05215,Prostate cancer,1/62,80/5742,0.5829592702699458,0.7416127425586019,0.687433649818657,5595,1
Environmental Information Processing,Signal transduction,hsa04668,TNF signaling pathway,1/62,82/5742,0.5920434161513723,0.748432243059282,0.6937549464335844,5595,1
Human Diseases,Cancer: overview,hsa05231,Choline metabolism in cancer,1/62,83/5742,0.5965121985186188,0.7493684493890149,0.6946227574854968,5595,1
Human Diseases,Drug resistance: antineoplastic,hsa01522,Endocrine resistance,1/62,84/5742,0.6009328105864478,0.7502328877507827,0.6954240436338754,5595,1
Organismal Systems,Endocrine system,hsa04928,"Parathyroid hormone synthesis, secretion and action",1/62,88/5742,0.6181436926708547,0.763158192041113,0.7074050798181567,5595,1
Cellular Processes,Cell growth and death,hsa04114,Oocyte meiosis,1/62,90/5742,0.6264731427203166,0.763158192041113,0.7074050798181567,5595,1
Organismal Systems,Immune system,hsa04660,T cell receptor signaling pathway,1/62,90/5742,0.6264731427203166,0.763158192041113,0.7074050798181567,5595,1
Organismal Systems,Nervous system,hsa04725,Cholinergic synapse,1/62,90/5742,0.6264731427203166,0.763158192041113,0.7074050798181567,5595,1
Human Diseases,Infectious disease: viral,hsa05162,Measles,1/62,92/5742,0.6346237695678347,0.7684299860429806,0.7122917388300999,3312,1
Organismal Systems,Circulatory system,hsa04270,Vascular smooth muscle contraction,1/62,95/5742,0.6465226581364842,0.7781500256612774,0.7213016734330774,5595,1
Human Diseases,Infectious disease: bacterial,hsa05132,Salmonella infection,2/62,205/5742,0.6556164540511463,0.7813824979283341,0.7242979949374975,5595/5216,2
Environmental Information Processing,Signal transduction,hsa04152,AMPK signaling pathway,1/62,100/5742,0.6655124273554474,0.7813824979283341,0.7242979949374975,8660,1
Cellular Processes,Cellular community - eukaryotes,hsa04550,Signaling pathways regulating pluripotency of stem cells,1/62,102/5742,0.6728240548485163,0.7813824979283341,0.7242979949374975,5595,1
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,3/62,317/5742,0.6738180897127655,0.7813824979283341,0.7242979949374975,4715/5216/9377,3
Organismal Systems,Environmental adaptation,hsa04714,Thermogenesis,2/62,212/5742,0.6738438042247215,0.7813824979283341,0.7242979949374975,4715/9377,2
Organismal Systems,Endocrine system,hsa04926,Relaxin signaling pathway,1/62,103/5742,0.6764206698484087,0.7813824979283341,0.7242979949374975,5595,1
Human Diseases,Substance dependence,hsa05034,Alcoholism,1/62,103/5742,0.6764206698484087,0.7813824979283341,0.7242979949374975,5595,1
Environmental Information Processing,Signal transduction,hsa04071,Sphingolipid signaling pathway,1/62,105/5742,0.6834975945203912,0.7822590356650957,0.7251104965316677,5595,1
Organismal Systems,Nervous system,hsa04722,Neurotrophin signaling pathway,1/62,108/5742,0.6938283641512037,0.7822590356650957,0.7251104965316677,5595,1
Human Diseases,Infectious disease: viral,hsa05164,Influenza A,1/62,108/5742,0.6938283641512037,0.7822590356650957,0.7251104965316677,5595,1
