Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to8,Feature log2 fold change topic 3to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000117298,ECE1,18,-0.3149,21,-0.0835,14,-0.6872,39,1.00269
ENSG00000076864,RAP1GAP,67,-0.7068,127,1.03591,35,-1.6358,79,-0.3928
ENSG00000090686,USP48,53,-0.8158,81,-0.2035,122,0.56456,146,0.86998
ENSG00000070831,CDC42,113,-0.4798,178,0.72577,108,-0.5087,94,-0.7282
ENSG00000173372,C1QA,20,-0.5187,14,-1.7367,118,2.79718,28,0.08281
ENSG00000173369,C1QB,27,-0.2784,11,-2.5538,188,3.60744,16,-1.0662
ENSG00000133216,EPHB2,7,-1.3681,19,0.40979,9,-0.9719,33,1.09883
ENSG00000004487,KDM1A,24,-1.3845,68,0.94530,38,-0.5627,55,-0.0027
ENSG00000169641,LUZP1,201,-0.0081,221,0.35749,80,-1.4304,209,0.05628
ENSG00000125944,HNRNPR,88,-0.8082,160,0.48904,158,0.17747,121,-0.2495
ENSG00000117318,ID3,15,-0.2312,15,-0.5377,52,1.89068,4,-2.1482
ENSG00000142676,RPL11,291,-0.1335,326,0.13319,524,0.84824,81,-2.0702
ENSG00000011007,ELOA,19,-0.7568,27,-0.3516,61,1.21709,37,0.36916
ENSG00000057757,PITHD1,103,-0.5101,177,1.14061,50,-1.5683,64,-1.1804
ENSG00000011009,LYPLA2,17,-0.3478,26,0.83064,12,-0.8699,10,-1.0433
ENSG00000189266,PNRC2,29,-0.9974,66,1.00682,48,-0.1444,24,-1.1883
ENSG00000188529,SRSF10,41,-0.8114,67,0.07185,102,0.70309,73,0.15719
ENSG00000001461,NIPAL3,100,-0.6646,136,-0.2629,312,1.26896,143,-0.0488
ENSG00000133226,SRRM1,153,-0.8576,179,-1.0208,516,1.20626,631,1.58234
ENSG00000169504,CLIC4,16,-1.1454,19,-1.3822,157,3.09575,14,-1.2024
ENSG00000117614,SYF2,143,0.22531,115,-0.3166,164,0.43164,122,-0.0463
ENSG00000117616,RSRP1,20,-1.5423,62,0.79866,37,-0.5327,66,0.38481
ENSG00000183726,TMEM50A,31,-0.8554,62,0.86455,47,-0.1294,27,-0.9495
ENSG00000204178,MACO1,61,-0.0473,63,-0.0219,57,-0.1469,74,0.26303
ENSG00000117643,MAN1C1,12,-1.5526,41,0.99721,24,-0.4842,32,-0.0282
ENSG00000162430,SELENON,21,-0.4072,28,0.30385,32,0.34986,18,-0.6064
ENSG00000117640,MTFR1L,44,-0.5113,72,0.80213,30,-1.0301,45,-0.4387
ENSG00000117632,STMN1,694,-0.5593,1211,1.07165,451,-1.1685,465,-1.1193
ENSG00000158008,EXTL1,41,-0.0402,52,1.00411,9,-2.2790,13,-1.7717
ENSG00000142684,ZNF593,20,-0.4527,31,0.78643,14,-0.9760,18,-0.5431
ENSG00000142669,SH3BGRL3,103,0.04838,107,0.23076,104,0.05952,53,-0.9865
ENSG00000117682,DHDDS,14,-0.4931,23,0.74204,5,-1.8329,20,0.06175
ENSG00000198830,HMGN2,123,-0.5317,174,0.15185,296,0.94968,85,-1.0508
ENSG00000117713,ARID1A,82,-0.2259,91,-0.0746,111,0.28781,109,0.25288
ENSG00000204160,ZDHHC18,13,-0.3711,19,0.71940,9,-0.8841,11,-0.5743
ENSG00000142751,GPN2,10,-1.2359,25,0.55026,29,0.45120,19,-0.2581
ENSG00000090273,NUDC,196,0.05235,210,0.38440,145,-0.4287,106,-0.9067
ENSG00000253368,TRNP1,33,-0.3034,49,1.05359,13,-1.6185,15,-1.4253
ENSG00000090020,SLC9A1,14,-0.2360,21,1.02173,5,-1.7406,6,-1.4184
ENSG00000142784,WDTC1,35,0.46765,28,0.12115,10,-1.5076,23,-0.2487
ENSG00000186501,TMEM222,42,0.14982,43,0.39173,20,-1.0459,27,-0.5902
ENSG00000158195,WASF2,46,-0.5121,44,-1.0208,190,1.97684,76,0.31632
ENSG00000126705,AHDC1,68,0.23142,59,-0.0672,29,-1.1353,82,0.50484
ENSG00000126709,IFI6,49,-1.1230,110,0.61041,141,0.64647,50,-0.9944
ENSG00000009780,FAM76A,14,-0.9685,29,0.58319,20,-0.3018,28,0.18266
ENSG00000117758,STX12,71,-0.4499,111,0.76528,77,-0.2952,40,-1.2716
ENSG00000117751,PPP1R8,21,-0.2797,30,0.69664,19,-0.4435,11,-1.2324
ENSG00000117748,RPA2,12,-1.5684,45,1.63501,25,-0.4492,7,-2.1931
ENSG00000126698,DNAJC8,235,0.05011,219,-0.1492,275,0.29750,227,-0.0112
ENSG00000130770,ATP5IF1,194,-0.5801,355,1.28846,135,-1.0861,58,-2.3448
ENSG00000204138,PHACTR4,32,-0.4373,26,-1.2754,128,1.99114,65,0.72523
ENSG00000180098,TRNAU1AP,12,-0.6856,20,0.30771,14,-0.4669,26,0.56462
ENSG00000162419,GMEB1,21,0.19271,17,-0.3095,26,0.45244,19,-0.0290
ENSG00000198492,YTHDF2,57,-0.6781,107,1.07230,39,-1.1749,49,-0.8335
ENSG00000116329,OPRD1,28,0.23429,22,-0.3080,2,-3.2243,52,1.28578
ENSG00000159023,EPB41,33,-0.0996,30,-0.4217,21,-0.7536,77,1.35014
ENSG00000116350,SRSF4,94,-0.0805,79,-0.6634,178,0.99169,139,0.56793
ENSG00000116353,MECR,14,-0.9527,32,1.09590,14,-0.8547,16,-0.6652
ENSG00000060656,PTPRU,17,-0.0061,19,0.36470,14,-0.3518,11,-0.7563
ENSG00000162511,LAPTM5,29,0.05184,17,-1.4261,115,2.59999,9,-1.6827
ENSG00000162512,SDC3,98,-0.1459,109,0.09976,112,0.08094,100,-0.0978
ENSG00000134644,PUM1,197,-0.0146,206,0.13231,124,-0.7369,233,0.25850
ENSG00000121766,ZCCHC17,130,0.02167,124,-0.1130,150,0.25629,127,-0.0100
ENSG00000121769,FABP3,48,-0.0871,62,0.92029,5,-3.4378,30,-0.8038
ENSG00000162517,PEF1,36,-0.3439,58,1.29835,4,-3.3090,16,-1.5074
ENSG00000084636,COL16A1,16,-0.5265,24,0.30604,14,-0.7121,31,0.53816
ENSG00000121753,ADGRB2,133,-0.3093,199,1.05056,34,-2.3306,85,-0.9610
ENSG00000184007,PTP4A2,186,-0.5471,180,-1.0227,979,2.48337,117,-1.2055
ENSG00000121774,KHDRBS1,94,-0.5484,152,0.70433,113,-0.2090,73,-0.8870
ENSG00000025800,KPNA6,74,-0.4159,109,0.58428,68,-0.5204,74,-0.3914
ENSG00000084652,TXLNA,23,-0.5380,34,0.21088,37,0.23915,33,0.04213
ENSG00000084623,EIF3I,63,-0.3811,95,0.80973,50,-0.7005,39,-1.0629
ENSG00000175130,MARCKSL1,79,-0.1206,71,-0.5379,219,1.66066,37,-1.2399
ENSG00000160058,BSDC1,60,-0.0001,57,-0.1959,48,-0.3577,92,0.70360
ENSG00000160062,ZBTB8A,22,-0.4816,29,0.03120,26,-0.1455,44,0.68647
ENSG00000176261,ZBTB8OS,24,-0.4367,36,0.71344,18,-0.8175,23,-0.4788
ENSG00000162521,RBBP4,85,-0.4617,121,0.33292,87,-0.3720,126,0.20301
ENSG00000162522,KIAA1522,14,-0.3185,20,0.84169,0,-5.1294,17,0.01555
ENSG00000134684,YARS,66,-0.4447,107,1.00830,30,-1.6015,50,-0.8404
ENSG00000160097,FNDC5,34,0.12841,36,0.63368,5,-2.5815,21,-0.6136
ENSG00000121905,HPCA,79,-0.5361,144,1.40592,12,-3.2868,46,-1.3164
ENSG00000121900,TMEM54,26,0.14309,25,0.12416,29,0.28869,10,-1.2823
ENSG00000004455,AK2,23,-0.1461,27,0.25732,28,0.19157,15,-0.7700
ENSG00000160094,ZNF362,30,0.42056,24,0.02738,20,-0.2460,14,-0.8236
ENSG00000134686,PHC2,47,0.02871,47,0.08430,64,0.52624,20,-1.2405
ENSG00000163866,SMIM12,29,-0.6531,58,1.47654,6,-2.8733,17,-1.3720
ENSG00000116544,DLGAP3,38,0.08349,43,0.67974,16,-1.2805,15,-1.3882
ENSG00000163867,ZMYM6,14,-0.2480,19,0.55260,17,0.01402,6,-1.5034
ENSG00000116560,SFPQ,210,-0.5539,205,-1.0203,448,0.72355,794,1.76663
ENSG00000146463,ZMYM4,37,-0.9507,70,0.24011,107,0.80784,54,-0.2876
ENSG00000142687,KIAA0319L,55,-0.3578,76,0.46465,40,-0.8069,69,0.04396
ENSG00000020129,NCDN,165,-1.2594,490,1.79408,40,-3.2476,193,-0.9294
ENSG00000126067,PSMB2,52,-0.5590,90,0.98438,29,-1.3757,47,-0.6551
ENSG00000142686,C1orf216,67,-0.3448,103,0.99763,18,-2.2667,52,-0.7180
ENSG00000092847,AGO1,51,0.14099,45,-0.1454,58,0.34770,40,-0.2684
ENSG00000126070,AGO3,38,-0.8650,60,-0.1369,85,0.48511,106,0.85867
ENSG00000054116,TRAPPC3,16,-1.0186,37,0.94572,22,-0.4246,21,-0.5436
ENSG00000116871,MAP7D1,205,0.16721,174,-0.2518,193,0.05225,225,0.29581
ENSG00000054118,THRAP3,147,-0.4327,201,0.25619,220,0.25492,159,-0.2601
ENSG00000196182,STK40,13,-0.3923,13,-0.6697,16,-0.0245,43,1.63242
ENSG00000181817,LSM10,18,-0.3862,29,1.12598,7,-1.7146,9,-1.3898
ENSG00000116898,MRPS15,19,-0.7993,39,1.00952,23,-0.4714,15,-1.1097
ENSG00000163873,GRIK3,28,-0.0781,29,0.00606,8,-1.9077,52,0.97007
ENSG00000163875,MEAF6,73,-0.3723,111,0.89743,47,-1.0205,45,-1.0848
ENSG00000163877,SNIP1,19,0.05472,20,0.16761,17,-0.1261,14,-0.4769
ENSG00000134697,GNL2,14,-0.9354,26,0.23624,33,0.45414,28,0.20738
ENSG00000185090,MANEAL,7,-1.3573,24,1.84414,5,-1.8135,6,-1.5296
ENSG00000197982,C1orf122,101,-0.2195,124,0.32518,163,0.58227,31,-1.9515
ENSG00000188786,MTF1,14,-0.3041,16,-0.1626,28,0.82357,16,-0.0884
ENSG00000183431,SF3A3,33,-0.5056,49,0.33158,43,-0.0595,45,0.00395
ENSG00000183520,UTP11,20,-1.0174,45,0.90776,31,-0.2704,25,-0.6088
ENSG00000116954,RRAGC,46,-0.1691,60,0.73866,32,-0.7216,20,-1.3980
ENSG00000174574,AKIRIN1,64,-0.4901,95,0.45764,57,-0.6163,91,0.12581
ENSG00000168653,NDUFS5,401,-0.2540,579,0.99864,230,-1.0888,126,-1.9892
ENSG00000127603,MACF1,348,-0.8901,377,-1.2506,1214,1.23357,1684,1.85953
ENSG00000090621,PABPC4,83,0.02959,57,-1.0439,188,1.41954,120,0.62681
ENSG00000116983,HPCAL4,397,0.15317,393,0.27748,190,-1.0117,311,-0.2566
ENSG00000084072,PPIE,14,-0.8130,30,1.38737,10,-1.1909,7,-1.7437
ENSG00000131236,CAP1,89,-0.6024,147,0.64289,147,0.25748,51,-1.3935
ENSG00000131238,PPT1,66,-0.9723,153,1.21062,55,-1.1799,75,-0.7035
ENSG00000117000,RLF,8,-2.0911,35,0.68727,31,0.06780,40,0.46609
ENSG00000084073,ZMPSTE24,33,-0.1830,39,0.19505,32,-0.2254,37,0.01243
ENSG00000084070,SMAP2,149,-0.1594,178,0.32646,84,-1.0358,184,0.19452
ENSG00000117016,RIMS3,148,-0.3986,236,1.07704,14,-3.8143,136,-0.4993
ENSG00000066136,NFYC,35,0.13567,37,0.46460,8,-2.0298,27,-0.2810
ENSG00000127124,HIVEP3,23,-0.3996,27,-0.1663,39,0.49219,39,0.47142
ENSG00000198815,FOXJ3,32,-0.7219,64,1.22113,14,-1.8638,30,-0.7709
ENSG00000177181,RIMKLA,43,-0.3239,65,0.98482,15,-1.8756,29,-0.9023
ENSG00000127125,PPCS,43,-0.1330,52,0.40191,39,-0.2691,30,-0.6695
ENSG00000186409,CCDC30,74,0.24515,52,-0.6782,93,0.59385,93,0.59800
ENSG00000065978,YBX1,68,-0.4104,74,-0.4717,249,1.87643,27,-1.7340
ENSG00000177868,SVBP,35,-0.1140,39,0.18406,58,0.73755,9,-2.0659
ENSG00000117394,SLC2A1,36,0.39537,31,0.25514,16,-0.9403,16,-0.8995
ENSG00000117395,EBNA1BP2,38,-0.9994,88,1.23513,50,-0.4756,24,-1.5914
ENSG00000159479,MED8,16,-0.1766,21,0.90031,5,-1.7190,8,-1.0963
ENSG00000198198,SZT2,9,-1.0240,17,-0.0906,24,0.53109,29,0.85510
ENSG00000142949,PTPRF,73,-0.4965,116,0.75424,61,-0.7090,67,-0.5817
ENSG00000066135,KDM4A,15,-0.6089,24,0.47471,10,-1.1308,28,0.49124
ENSG00000126091,ST3GAL3,22,-0.7549,42,0.79257,13,-1.5054,39,0.17162
ENSG00000117408,IPO13,19,-0.8277,35,0.31009,51,0.77746,21,-0.6473
ENSG00000117410,ATP6V0B,128,-1.1891,356,1.58966,73,-1.9497,142,-0.9448
ENSG00000117411,B4GALT2,84,0.55245,56,-0.3651,54,-0.2283,67,0.11005
ENSG00000178028,DMAP1,35,-0.7049,64,0.85312,19,-1.5298,52,-0.0073
ENSG00000117419,ERI3,75,-0.3919,117,0.97305,38,-1.3932,49,-0.9921
ENSG00000187147,RNF220,73,-0.4795,119,0.94387,51,-0.9840,50,-1.0143
ENSG00000142937,RPS8,675,0.02949,632,-0.1723,1304,1.13668,194,-1.8777
ENSG00000070785,EIF2B3,14,-0.7598,27,0.78268,14,-0.6786,19,-0.2447
ENSG00000126088,UROD,38,-0.8089,77,1.03912,41,-0.6229,32,-0.9957
ENSG00000117450,PRDX1,150,-0.5283,251,0.94445,164,-0.3330,57,-1.9211
ENSG00000117448,AKR1A1,15,-1.0717,39,1.28189,21,-0.5575,11,-1.4650
ENSG00000132780,NASP,56,-1.0456,52,-1.8229,333,2.06692,290,1.78277
ENSG00000159592,GPBP1L1,18,-0.7992,34,0.69577,27,-0.1221,21,-0.4896
ENSG00000086015,MAST2,14,-0.6092,27,1.24556,8,-1.4332,8,-1.4480
ENSG00000117461,PIK3R3,40,0.16349,37,0.12725,23,-0.7264,35,-0.0429
ENSG00000085998,POMGNT1,34,-0.5843,58,0.86107,23,-1.1115,36,-0.4201
ENSG00000132128,LRRC41,18,-0.8742,40,1.17450,9,-1.8246,24,-0.4016
ENSG00000173660,UQCRH,231,-0.2601,334,0.97734,127,-1.1563,88,-1.7134
ENSG00000117481,NSUN4,21,-0.1094,24,0.32106,7,-1.6990,28,0.38526
ENSG00000117480,FAAH,12,-0.8311,26,1.25253,2,-3.2839,16,-0.2741
ENSG00000079277,MKNK1,16,-0.8673,26,-0.0594,30,0.21426,46,0.93514
ENSG00000123472,ATPAF1,110,-0.0984,136,0.67652,71,-0.7696,50,-1.2767
ENSG00000159658,EFCAB14,54,-0.7378,72,-0.4391,211,1.61816,74,-0.1670
ENSG00000162368,CMPK1,128,0.14252,128,0.30000,82,-0.5624,77,-0.6757
ENSG00000162373,BEND5,29,0.02124,33,0.55609,5,-2.6012,27,-0.1395
ENSG00000162374,ELAVL4,246,-0.0384,296,0.68029,40,-2.7612,206,-0.3167
ENSG00000185104,FAF1,24,-0.5643,39,0.62270,27,-0.3446,25,-0.4119
ENSG00000123091,RNF11,345,-0.1737,448,0.68728,184,-1.1218,239,-0.7297
ENSG00000085832,EPS15,174,-0.1976,221,0.50296,174,-0.1830,101,-1.0239
ENSG00000117859,OSBPL9,16,-0.6987,22,-0.4487,52,1.22922,34,0.50596
ENSG00000078618,NRDC,89,-0.5722,118,-0.1474,138,0.18366,209,0.86977
ENSG00000169213,RAB3B,60,-0.7067,109,0.79003,81,-0.1777,51,-0.9056
ENSG00000117862,TXNDC12,26,0.00605,29,0.45705,21,-0.2705,10,-1.3460
ENSG00000134717,BTF3L4,38,-0.3709,59,0.93607,31,-0.6657,14,-1.7988
ENSG00000157077,ZFYVE9,40,-0.4140,61,0.79565,22,-1.2837,38,-0.4368
ENSG00000134748,PRPF38A,53,0.20906,40,-0.5455,61,0.41926,66,0.54641
ENSG00000134744,TUT4,40,-1.3667,62,-1.1094,213,1.44409,247,1.73045
ENSG00000162377,COA7,32,0.08469,34,0.45136,13,-1.3184,23,-0.4431
ENSG00000162378,ZYG11B,179,-0.0689,209,0.46331,64,-1.6261,184,-0.0203
ENSG00000116171,SCP2,99,0.02061,100,0.09523,91,-0.1144,87,-0.1877
ENSG00000162384,CZIB,24,-0.4359,38,0.88930,21,-0.5741,12,-1.4440
ENSG00000157193,LRP8,33,-0.2546,42,0.30358,15,-1.4566,53,0.53376
ENSG00000058799,YIPF1,9,-0.9476,19,0.75946,15,-0.0785,11,-0.5054
ENSG00000081870,HSPB11,7,-1.3781,21,0.71610,27,0.65858,9,-1.0268
ENSG00000116209,TMEM59,64,-0.8544,135,1.16670,77,-0.4818,35,-1.6674
ENSG00000116221,MRPL37,30,-0.5631,52,0.99040,16,-1.4483,28,-0.6204
ENSG00000157216,SSBP3,441,0.72084,301,-0.0143,152,-1.0628,181,-0.7973
ENSG00000243725,TTC4,19,-0.3382,21,-0.1699,26,0.20604,34,0.66585
ENSG00000116133,DHCR24,64,-1.0190,155,1.40544,48,-1.3628,58,-1.0827
ENSG00000162402,USP24,22,-0.6972,30,-0.2360,22,-0.5777,78,1.48278
ENSG00000162407,PLPP3,77,-1.1517,187,0.90999,172,0.19493,73,-1.1428
ENSG00000162409,PRKAA2,44,-0.5821,75,0.83805,18,-1.8790,61,-0.0126
ENSG00000162601,MYSM1,32,-1.2006,67,0.10067,47,-0.5056,139,1.28177
ENSG00000177606,JUN,45,-1.3369,101,0.01108,164,0.80752,147,0.61351
ENSG00000134709,HOOK1,34,-0.5811,58,0.79164,16,-1.6150,48,-0.0022
