Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000187730,GABRD,200,0.38266,127,-0.3566,169,0.10001,89,-0.9133,272,1.41046,7,-4.5835,21,-3.0656
ENSG00000067606,PRKCZ,203,0.04430,257,0.43587,188,-0.0817,149,-0.4454,269,0.72707,89,-1.2442,86,-1.2940
ENSG00000157933,SKI,57,0.11869,41,-0.4070,30,-0.9191,123,1.45309,35,-0.8497,27,-1.0585,98,1.03200
ENSG00000157916,RER1,43,-0.2558,43,-0.2402,10,-2.3767,12,-2.1127,83,1.28716,48,-0.0559,46,-0.1538
ENSG00000157870,PRXL2B,42,-0.2297,85,0.94352,82,0.88228,37,-0.4333,39,-0.4315,26,-0.9463,47,-0.0686
ENSG00000158109,TPRG1L,229,0.28927,315,0.83320,278,0.61269,132,-0.5910,210,0.19857,53,-1.9833,91,-1.1585
ENSG00000130764,LRRC47,67,-0.1765,94,0.37571,56,-0.4452,26,-1.6057,114,1.06605,32,-1.3195,52,-0.5595
ENSG00000116198,CEP104,38,-0.3373,15,-1.7730,44,-0.1094,78,0.85641,38,-0.4195,96,1.23248,37,-0.3886
ENSG00000196581,AJAP1,43,-0.6736,46,-0.5827,39,-0.8519,160,1.53378,89,0.67240,30,-1.2527,16,-2.2011
ENSG00000069424,KCNAB2,196,0.44532,249,0.85718,120,-0.3521,127,-0.2685,176,0.36865,29,-2.4686,97,-0.6811
ENSG00000116254,CHD5,524,0.74479,209,-0.7523,364,0.13077,626,1.06147,382,0.28903,24,-3.9217,130,-1.4751
ENSG00000116251,RPL22,268,-1.1844,847,0.65389,632,0.16077,286,-1.0886,422,-0.6180,1108,1.13136,746,0.43677
ENSG00000097021,ACOT7,218,0.31587,173,-0.0587,147,-0.3193,96,-0.9849,310,1.43244,24,-3.0535,30,-2.7273
ENSG00000162408,NOL9,36,-0.1773,48,0.26668,30,-0.4891,55,0.51771,46,0.27727,33,-0.3395,25,-0.7552
ENSG00000007923,DNAJC11,57,0.59874,36,-0.1870,41,0.03211,36,-0.1760,44,0.23439,14,-1.5813,43,0.10486
ENSG00000171735,CAMTA1,529,0.19606,386,-0.3120,592,0.38287,629,0.48270,574,0.45829,181,-1.4762,187,-1.4343
ENSG00000049246,PER3,37,-0.1650,24,-0.8463,16,-1.4269,61,0.63129,43,0.08747,51,0.33592,54,0.43824
ENSG00000116288,PARK7,111,-1.1443,395,0.90196,248,0.11163,92,-1.4261,253,0.19786,178,-0.4203,300,0.42602
ENSG00000142599,RERE,113,-0.4090,129,-0.2072,160,0.14857,176,0.30655,132,-0.2112,174,0.28621,167,0.21601
ENSG00000074800,ENO1,207,-0.9464,416,0.15631,204,-0.9682,299,-0.3734,388,0.06001,236,-0.7442,874,1.46597
ENSG00000171603,CLSTN1,676,0.05200,561,-0.2473,541,-0.3069,787,0.30157,978,0.98843,128,-2.4854,264,-1.4106
ENSG00000162441,LZIC,61,-0.1579,61,-0.1470,57,-0.2654,54,-0.3409,43,-0.8568,165,1.58262,75,0.19313
ENSG00000130939,UBE4B,75,1.09985,39,-0.0243,20,-1.0682,45,0.22528,32,-0.4452,54,0.50773,27,-0.6041
ENSG00000054523,KIF1B,580,-0.0172,346,-0.8299,606,0.05604,745,0.39707,538,-0.1798,876,0.67285,504,-0.2414
ENSG00000142657,PGD,63,0.50420,25,-0.9759,44,-0.0840,45,-0.0278,60,0.60311,34,-0.4835,25,-0.9385
ENSG00000241563,CORT,14,-1.7898,90,1.20269,22,-1.0811,34,-0.4074,57,0.58900,23,-1.0314,45,0.02571
ENSG00000160049,DFFA,35,-0.9940,60,-0.1444,63,-0.0734,51,-0.4153,53,-0.4325,120,1.00781,105,0.77572
ENSG00000120948,TARDBP,76,-0.1110,57,-0.5741,94,0.22618,97,0.26755,76,-0.1542,112,0.51975,73,-0.1946
ENSG00000116649,SRM,54,0.46326,75,1.03618,30,-0.4836,13,-1.7159,39,-0.0702,31,-0.4112,45,0.14879
ENSG00000198793,MTOR,28,-0.6556,27,-0.7252,49,0.23898,78,1.04174,46,0.18361,18,-1.3350,43,0.03549
ENSG00000116661,FBXO2,49,-1.6534,169,0.27937,98,-0.5913,47,-1.7079,134,-0.1338,89,-0.7389,430,2.00355
ENSG00000132879,FBXO44,51,-0.5399,82,0.19957,52,-0.5359,69,-0.0643,114,1.14527,28,-1.4689,26,-1.5553
ENSG00000011021,CLCN6,55,-0.3182,62,-0.1088,42,-0.7122,53,-0.3610,87,0.61053,53,-0.3576,74,0.17443
ENSG00000116685,KIAA2013,17,-1.4464,27,-0.7316,23,-0.9820,29,-0.6231,63,0.92859,57,0.45607,45,0.09183
ENSG00000116688,MFN2,137,0.06137,122,-0.1184,143,0.13024,179,0.50424,135,0.05189,89,-0.6192,111,-0.2723
ENSG00000048707,VPS13D,105,0.26558,41,-1.2129,71,-0.3679,137,0.72007,104,0.35565,57,-0.7022,78,-0.2083
ENSG00000116731,PRDM2,293,0.00452,218,-0.4642,413,0.57739,472,0.80787,296,0.02940,176,-0.7975,168,-0.8752
ENSG00000189337,KAZN,67,-0.3863,40,-1.1657,109,0.39007,75,-0.2142,89,0.09604,132,0.72694,79,-0.1349
ENSG00000142634,EFHD2,123,0.81506,81,0.09821,69,-0.1540,61,-0.3378,76,-0.0089,44,-0.8418,78,0.03551
ENSG00000116138,DNAJC16,32,-0.2369,45,0.30304,15,-1.4189,58,0.74629,42,0.26838,34,-0.1481,25,-0.6191
ENSG00000197312,DDI2,55,0.15049,30,-0.7916,60,0.30862,57,0.21258,71,0.83078,23,-1.1654,12,-2.1860
ENSG00000116786,PLEKHM2,127,0.25188,114,0.06963,158,0.61743,62,-0.8828,120,0.21562,62,-0.8714,97,-0.1894
ENSG00000065526,SPEN,196,-0.3029,43,-2.5785,314,0.46218,378,0.77961,199,-0.3676,384,0.80809,224,-0.0903
ENSG00000159363,ATP13A2,72,-0.2482,98,0.24199,119,0.56976,45,-0.9910,124,0.92330,12,-2.9641,44,-1.0257
ENSG00000117118,SDHB,36,-0.1310,59,0.71059,16,-1.3327,30,-0.4165,46,0.37828,48,0.36282,21,-0.9086
ENSG00000117115,PADI2,5,-3.6591,15,-2.2352,7,-3.3169,15,-2.2740,16,-2.5161,291,2.90194,219,2.19097
ENSG00000117154,IGSF21,72,0.31575,62,0.07512,43,-0.4982,66,0.15621,87,0.93411,9,-2.8288,21,-1.6014
ENSG00000127481,UBR4,53,-0.2200,23,-1.5112,89,0.61077,109,0.97031,51,-0.3627,61,-0.0030,63,0.03005
ENSG00000127463,EMC1,20,-0.9486,31,-0.2486,32,-0.2326,41,0.18829,51,0.76039,23,-0.7239,31,-0.2650
ENSG00000053372,MRTO4,50,0.27660,55,0.45281,25,-0.7998,66,0.73879,52,0.50032,9,-2.3248,16,-1.4344
ENSG00000077549,CAPZB,100,-0.4721,133,-0.0208,177,0.45241,110,-0.3171,164,0.46151,124,-0.1231,72,-0.9774
ENSG00000173436,MICOS10,177,-0.5910,489,1.09904,346,0.49270,87,-1.6703,244,-0.1143,267,0.06206,216,-0.2788
ENSG00000158747,NBL1,138,0.13652,172,0.49867,63,-1.0961,119,-0.1132,177,0.78286,25,-2.4675,98,-0.4150
ENSG00000162545,CAMK2N1,1077,-0.9571,3156,0.78511,1885,-0.0783,1275,-0.6966,2403,0.44493,1030,-1.0250,2171,0.15218
ENSG00000158828,PINK1,358,0.00753,608,0.90426,283,-0.3652,197,-0.9283,422,0.38354,190,-0.9894,303,-0.2571
ENSG00000189410,SH2D5,35,-0.0077,45,0.38544,20,-0.9195,58,0.81717,47,0.65183,0,-8.2114,21,-0.8183
ENSG00000127483,HP1BP3,289,-0.2691,225,-0.6600,283,-0.3028,412,0.30691,340,-0.0122,550,0.79936,297,-0.2241
ENSG00000075151,EIF4G3,211,-0.5090,191,-0.6672,440,0.69279,399,0.52503,312,0.16019,294,0.01715,144,-1.1026
ENSG00000076864,RAP1GAP,163,0.75474,112,0.12082,38,-1.5573,117,0.19474,152,0.93698,26,-2.0977,21,-2.4210
ENSG00000090686,USP48,93,-0.1426,38,-1.4973,107,0.09605,155,0.70746,94,-0.1532,174,0.91716,61,-0.7907
ENSG00000070831,CDC42,150,-0.0728,134,-0.2515,115,-0.4929,78,-1.0887,190,0.44668,239,0.70900,122,-0.3963
ENSG00000004487,KDM1A,47,-0.4380,72,0.22469,58,-0.1267,67,0.10749,81,0.60649,42,-0.6082,33,-1.0045
ENSG00000169641,LUZP1,225,0.10236,111,-1.0046,582,1.81547,303,0.60012,177,-0.3678,46,-2.3140,103,-1.1188
ENSG00000125944,HNRNPR,57,-1.5786,111,-0.5796,104,-0.6757,195,0.33378,193,0.43386,267,0.86773,122,-0.4262
ENSG00000142676,RPL11,190,-1.4004,783,0.86619,233,-1.0942,138,-1.8822,317,-0.7809,958,1.23259,965,1.24585
ENSG00000057757,PITHD1,97,-0.5156,184,0.53204,99,-0.4742,90,-0.6216,193,0.89377,79,-0.8247,73,-0.9364
ENSG00000189266,PNRC2,16,-1.7771,52,-0.0102,54,0.03293,26,-1.1123,59,0.26992,65,0.35532,82,0.73655
ENSG00000188529,SRSF10,52,-0.3964,68,0.01814,28,-1.3331,122,1.01019,59,-0.2735,117,0.93219,40,-0.7924
ENSG00000001461,NIPAL3,123,-0.2313,70,-1.1082,150,0.08569,99,-0.5753,123,-0.3020,389,1.79906,80,-0.8998
ENSG00000133226,SRRM1,137,-1.0269,103,-1.4624,221,-0.2886,470,0.97269,198,-0.5897,559,1.29105,299,0.19763
ENSG00000169504,CLIC4,2,-3.8606,11,-1.8933,0,-5.7766,4,-3.0824,7,-2.9233,204,3.56485,97,1.66317
ENSG00000117614,SYF2,86,-0.6719,138,0.08504,136,0.05876,139,0.09251,126,-0.0871,181,0.53271,123,-0.1038
ENSG00000117616,RSRP1,58,-0.2609,31,-1.2171,22,-1.7041,151,1.38336,75,0.20982,104,0.69865,22,-1.7178
ENSG00000183726,TMEM50A,64,0.02133,60,-0.0800,23,-1.5291,36,-0.8893,69,0.21715,105,0.86441,70,0.17915
ENSG00000204178,MACO1,51,-0.4890,50,-0.5040,37,-0.9677,154,1.38814,67,-0.0623,71,0.04311,58,-0.2903
ENSG00000117640,MTFR1L,103,0.71028,74,0.15663,65,-0.0643,83,0.33029,71,0.12164,24,-1.6059,44,-0.6549
ENSG00000117632,STMN1,903,-0.2285,1256,0.30926,1107,0.10077,731,-0.5618,1302,0.51655,1132,0.13756,331,-1.7708
ENSG00000142684,ZNF593,41,0.09925,50,0.42391,33,-0.2414,35,-0.1505,52,0.71607,22,-0.8614,9,-2.2199
ENSG00000142669,SH3BGRL3,184,0.47560,158,0.22170,141,0.03972,42,-1.8376,147,0.13625,141,0.02969,136,-0.0273
ENSG00000198830,HMGN2,54,-1.6333,157,0.02163,82,-1.0007,102,-0.6634,129,-0.3802,371,1.53119,243,0.75087
ENSG00000117713,ARID1A,101,0.16076,75,-0.3126,92,0.01338,89,-0.0350,87,-0.0920,96,0.08840,106,0.23920
ENSG00000090273,NUDC,164,-0.5168,204,-0.1654,415,1.02965,153,-0.6180,251,0.22563,152,-0.6275,197,-0.2193
ENSG00000253368,TRNP1,48,0.41490,64,0.91773,50,0.49685,13,-1.5811,50,0.68926,3,-3.4675,6,-2.7258
ENSG00000186501,TMEM222,74,1.16912,39,0.06655,10,-1.9146,19,-0.9995,43,0.31508,24,-0.6628,39,0.08733
ENSG00000158195,WASF2,16,-2.0842,22,-1.6195,49,-0.4244,33,-1.0021,20,-2.0851,196,2.04124,198,2.06358
ENSG00000126705,AHDC1,77,0.29835,29,-1.2290,37,-0.8516,149,1.46182,69,0.15251,16,-2.0972,63,-0.0219
ENSG00000126709,IFI6,104,0.70465,75,0.15237,50,-0.4847,45,-0.6546,63,-0.1622,58,-0.2507,92,0.48983
ENSG00000117758,STX12,82,-0.3118,99,-0.0128,92,-0.1370,90,-0.1760,121,0.43934,99,-0.0213,74,-0.4680
ENSG00000126698,DNAJC8,219,-0.2998,233,-0.2057,453,0.91007,268,0.02088,213,-0.4471,355,0.48741,214,-0.3411
ENSG00000130770,ATP5IF1,162,-0.9693,462,0.72034,403,0.48518,154,-1.0455,391,0.61538,147,-1.1179,203,-0.6244
ENSG00000204138,PHACTR4,26,-0.8482,12,-2.0450,14,-1.7918,72,0.76061,29,-0.8676,121,1.73600,77,0.87983
ENSG00000198492,YTHDF2,73,-0.4578,45,-1.2054,124,0.40152,101,0.06430,139,0.85939,72,-0.4798,43,-1.2494
ENSG00000116350,SRSF4,75,-0.2020,60,-0.5564,86,0.02690,106,0.35620,71,-0.3622,120,0.56895,104,0.33587
ENSG00000162512,SDC3,76,-0.2489,70,-0.3797,36,-1.3795,101,0.20056,94,0.13163,72,-0.3388,162,1.01684
ENSG00000134644,PUM1,210,0.01383,115,-0.9361,181,-0.2297,307,0.64421,238,0.30072,185,-0.1900,163,-0.3921
ENSG00000121766,ZCCHC17,102,-0.5208,140,-0.0087,199,0.56720,116,-0.3111,151,0.14270,137,-0.0537,125,-0.1957
ENSG00000121769,FABP3,44,-0.0012,65,0.64165,49,0.15475,37,-0.2978,64,0.90396,6,-3.0270,5,-3.2620
ENSG00000162517,PEF1,33,-0.4994,83,1.02246,18,-1.4362,16,-1.5835,74,1.25398,19,-1.3214,16,-1.5650
ENSG00000121753,ADGRB2,215,-0.0166,211,-0.0506,132,-0.7883,208,-0.0737,354,1.23869,56,-2.0681,75,-1.6436
ENSG00000184007,PTP4A2,129,-1.5342,193,-0.9293,274,-0.3806,182,-1.0205,202,-1.0557,1454,2.79036,294,-0.2727
ENSG00000121774,KHDRBS1,82,-0.9652,152,0.00581,115,-0.4453,151,-0.0081,196,0.59937,155,0.03523,122,-0.3535
ENSG00000025800,KPNA6,70,-0.6509,72,-0.6078,85,-0.3381,147,0.54675,135,0.57363,82,-0.4057,88,-0.2824
ENSG00000084623,EIF3I,60,-0.6813,112,0.30340,102,0.15468,85,-0.1423,106,0.29378,65,-0.5574,94,0.01107
ENSG00000175130,MARCKSL1,41,-2.2130,100,-0.8858,69,-1.4346,25,-2.9147,72,-1.6364,766,2.91357,357,1.22654
ENSG00000160058,BSDC1,63,0.30001,25,-1.1629,25,-1.1492,70,0.48684,57,0.19391,66,0.39468,50,-0.0705
ENSG00000162521,RBBP4,87,-0.6160,81,-0.7375,122,-0.0979,226,0.94533,136,0.11661,114,-0.2054,124,-0.0621
ENSG00000134684,YARS,84,-0.0055,100,0.28125,70,-0.2886,58,-0.5889,133,1.15101,37,-1.2736,9,-3.3008
ENSG00000121905,HPCA,48,-1.2439,241,1.41385,40,-1.5088,39,-1.5629,187,1.47757,0,-7.4764,33,-1.8004
ENSG00000134686,PHC2,36,-0.0856,34,-0.1537,9,-2.0710,23,-0.7852,47,0.49590,69,1.00991,28,-0.4759
ENSG00000163866,SMIM12,39,-0.1004,47,0.22025,39,-0.0949,27,-0.6855,67,1.21291,16,-1.4443,4,-3.5117
ENSG00000116544,DLGAP3,39,-0.2810,73,0.77506,50,0.13575,25,-0.9417,55,0.40670,0,-6.1345,62,0.47778
ENSG00000116560,SFPQ,206,-0.5949,129,-1.3092,275,-0.1347,551,1.03893,252,-0.3614,490,0.82850,289,-0.0585
ENSG00000146463,ZMYM4,67,-0.1121,62,-0.2384,93,0.43150,100,0.54738,65,-0.2117,57,-0.3551,72,0.00184
ENSG00000142687,KIAA0319L,49,-0.4014,62,-0.0291,31,-1.0863,76,0.30382,91,0.87041,38,-0.7778,39,-0.7399
ENSG00000020129,NCDN,257,-0.5041,414,0.26109,167,-1.1694,317,-0.1744,618,1.48660,30,-3.6732,137,-1.4718
ENSG00000126067,PSMB2,69,-0.1914,90,0.25056,36,-1.1879,85,0.14069,105,0.71212,50,-0.6968,54,-0.5858
ENSG00000142686,C1orf216,58,-0.4989,108,0.49105,45,-0.8957,85,0.10810,129,1.20915,5,-4.0170,31,-1.4490
ENSG00000092847,AGO1,45,-0.3032,26,-1.1634,88,0.78527,121,1.36611,47,-0.3402,54,-0.0253,20,-1.5223
ENSG00000126070,AGO3,31,-1.2183,38,-0.9083,31,-1.2150,82,0.30475,64,-0.1142,148,1.35130,88,0.42795
ENSG00000116871,MAP7D1,173,-0.3544,201,-0.1195,192,-0.1914,205,-0.0828,250,0.32882,264,0.32681,160,-0.4802
ENSG00000054118,THRAP3,148,-0.6363,163,-0.4789,273,0.35076,267,0.31219,244,0.22045,257,0.24675,147,-0.6420
ENSG00000163875,MEAF6,98,-0.0834,145,0.56965,140,0.50339,66,-0.7132,135,0.62629,54,-1.0016,20,-2.4569
ENSG00000197982,C1orf122,115,-0.3674,250,0.91415,110,-0.4403,39,-1.9929,122,-0.3676,231,0.78067,197,0.49913
ENSG00000183431,SF3A3,40,-0.1750,37,-0.2767,23,-1.0135,39,-0.2022,72,1.26278,19,-1.2556,22,-1.0937
ENSG00000183520,UTP11,12,-1.7766,35,-0.1478,48,0.36340,22,-0.8179,54,0.81553,36,-0.0911,29,-0.4176
ENSG00000116954,RRAGC,31,-0.6991,65,0.49018,40,-0.3123,31,-0.6786,55,0.28604,50,0.05177,53,0.15007
ENSG00000174574,AKIRIN1,74,-0.4172,99,0.05343,71,-0.4692,107,0.18525,108,0.28113,101,0.09211,83,-0.2218
ENSG00000168653,NDUFS5,328,-0.7267,1046,1.20642,502,-0.0541,269,-1.0299,610,0.36349,261,-1.0790,436,-0.2784
ENSG00000127603,MACF1,423,-0.2137,152,-1.7773,538,0.17846,837,0.93195,307,-0.8952,712,0.64788,762,0.76670
ENSG00000090621,PABPC4,65,-0.4584,62,-0.5165,148,0.90507,56,-0.6718,72,-0.3707,94,0.14179,136,0.75059
ENSG00000116983,HPCAL4,368,-0.0288,320,-0.2518,346,-0.1265,419,0.18526,466,0.50259,58,-2.8118,460,0.33908
ENSG00000131236,CAP1,61,-1.3614,147,-0.0024,156,0.10347,128,-0.2242,169,0.31545,153,0.06557,170,0.23668
ENSG00000131238,PPT1,97,-0.2289,110,-0.0286,62,-0.9202,92,-0.3031,153,0.75256,62,-0.9069,121,0.13615
ENSG00000084070,SMAP2,265,0.36148,136,-0.7093,246,0.23983,341,0.79032,259,0.45229,71,-1.6915,78,-1.5566
ENSG00000117016,RIMS3,185,0.13234,237,0.54280,167,-0.0327,104,-0.7722,255,0.98960,7,-4.7541,70,-1.3889
ENSG00000198815,FOXJ3,63,0.39548,37,-0.4517,4,-3.5188,57,0.20957,79,1.15731,35,-0.5579,14,-1.8966
ENSG00000177181,RIMKLA,58,0.05604,64,0.22077,80,0.58693,56,-0.0071,75,0.66706,0,-8.3454,23,-1.3676
ENSG00000127125,PPCS,39,-0.4701,50,-0.0630,97,1.03778,24,-1.2238,52,-0.0004,65,0.36019,39,-0.4502
ENSG00000186409,CCDC30,33,-1.2171,87,0.28304,117,0.78336,127,0.92401,69,-0.1446,52,-0.5458,38,-1.0244
ENSG00000065978,YBX1,63,-0.8074,109,0.06276,88,-0.2798,43,-1.3657,60,-1.0858,248,1.50655,214,1.21998
ENSG00000117395,EBNA1BP2,52,-0.5235,95,0.45047,84,0.24564,39,-0.9799,102,0.80132,40,-0.9211,38,-1.0246
ENSG00000142949,PTPRF,82,-0.4365,77,-0.5404,80,-0.4636,117,0.12967,151,0.80935,79,-0.4812,81,-0.4525
ENSG00000126091,ST3GAL3,41,0.20285,55,0.67238,25,-0.5640,42,0.21377,39,0.13757,13,-1.5258,35,-0.0598
ENSG00000117408,IPO13,27,-0.7376,58,0.46420,12,-1.9402,11,-2.0167,36,-0.3850,116,1.72119,61,0.53067
ENSG00000117410,ATP6V0B,296,-0.0470,286,-0.1064,190,-0.7480,329,0.12111,473,1.09236,140,-1.2196,88,-1.9118
ENSG00000117411,B4GALT2,65,-0.3203,68,-0.2427,91,0.23450,66,-0.2997,89,0.26107,32,-1.4058,124,0.74616
ENSG00000178028,DMAP1,43,-0.1581,53,0.16931,25,-0.9813,45,-0.0855,64,0.68953,26,-0.9453,45,-0.1112
ENSG00000117419,ERI3,104,0.18335,122,0.44608,44,-1.1644,59,-0.7112,113,0.44054,82,-0.2046,87,-0.1017
ENSG00000187147,RNF220,99,-0.1948,140,0.36532,49,-1.2806,45,-1.3953,139,0.49881,148,0.45692,109,-0.0446
ENSG00000142937,RPS8,414,-1.3230,1311,0.50361,1001,0.05431,305,-1.7830,718,-0.6063,2160,1.39934,1365,0.57246
ENSG00000126088,UROD,31,-0.8728,67,0.31361,30,-0.9519,23,-1.3568,92,1.31307,27,-1.0766,42,-0.4390
ENSG00000117450,PRDX1,104,-1.1022,276,0.44943,112,-0.9830,108,-1.0381,199,-0.1130,226,0.12348,466,1.38654
ENSG00000132780,NASP,56,-0.9697,30,-1.8939,85,-0.3321,142,0.50627,77,-0.6086,278,1.74980,116,0.17226
ENSG00000085998,POMGNT1,51,0.11656,31,-0.6647,24,-1.0581,25,-0.9763,65,0.74323,61,0.41202,39,-0.2862
ENSG00000173660,UQCRH,213,-0.4780,645,1.40857,265,-0.1281,124,-1.3118,340,0.38433,117,-1.3900,200,-0.5735
ENSG00000123472,ATPAF1,120,0.17312,120,0.17131,120,0.16268,53,-1.1255,106,-0.0539,76,-0.5634,169,0.74378
ENSG00000159658,EFCAB14,67,-0.3936,32,-1.5257,91,0.07858,27,-1.7521,50,-1.0443,195,1.41677,214,1.59254
ENSG00000162368,CMPK1,128,0.05890,148,0.28866,121,-0.0410,87,-0.5538,137,0.23145,127,0.04201,91,-0.4920
ENSG00000162374,ELAVL4,263,0.16077,207,-0.2223,364,0.70882,224,-0.1013,335,0.82113,49,-2.3905,30,-3.1089
ENSG00000123091,RNF11,472,0.26365,555,0.53287,435,0.12885,273,-0.6162,518,0.58944,163,-1.4020,167,-1.3668
ENSG00000085832,EPS15,199,-0.0256,216,0.10519,279,0.53506,155,-0.4282,210,0.08250,211,0.06817,130,-0.6937
ENSG00000078618,NRDC,164,0.25960,68,-1.1329,167,0.28561,191,0.51071,123,-0.2735,181,0.42329,121,-0.2293
ENSG00000169213,RAB3B,119,-0.0860,67,-0.9736,87,-0.5770,122,-0.0470,206,1.26680,111,-0.1929,5,-4.6709
ENSG00000134717,BTF3L4,69,0.50005,72,0.57210,48,-0.0956,29,-0.8692,58,0.26322,50,-0.0458,19,-1.5388
ENSG00000157077,ZFYVE9,25,-1.2134,32,-0.8485,81,0.63397,78,0.57691,76,0.77261,28,-1.0695,23,-1.3278
ENSG00000134748,PRPF38A,26,-1.2306,23,-1.4059,69,0.28743,48,-0.2961,47,-0.4413,115,1.16031,101,0.92790
ENSG00000134744,TUT4,71,-0.5247,38,-1.4922,33,-1.7066,219,1.37496,70,-0.6827,212,1.31323,108,0.14319
ENSG00000162378,ZYG11B,211,0.00914,174,-0.3018,340,0.81470,310,0.65348,244,0.33809,69,-1.7107,52,-2.1395
ENSG00000116171,SCP2,70,-0.2575,55,-0.6245,64,-0.3859,69,-0.2768,90,0.21319,94,0.23417,114,0.54651
ENSG00000157193,LRP8,57,0.08817,60,0.15933,32,-0.8297,99,1.02717,65,0.40853,19,-1.5814,25,-1.1748
ENSG00000116209,TMEM59,44,-1.5467,105,-0.2166,83,-0.5938,83,-0.5910,163,0.71168,181,0.68080,99,-0.3098
ENSG00000116221,MRPL37,59,0.37210,42,-0.1811,36,-0.4152,35,-0.4903,66,0.78113,18,-1.4542,37,-0.3688
ENSG00000157216,SSBP3,270,0.15490,325,0.46368,247,0.00695,309,0.37771,263,0.15089,121,-1.1049,149,-0.7858
ENSG00000116133,DHCR24,177,0.11792,66,-1.4137,140,-0.2558,93,-0.8943,237,0.89000,217,0.46077,74,-1.2407
ENSG00000162407,PLPP3,51,-1.1834,26,-2.1766,27,-2.1359,36,-1.7217,35,-2.0607,117,0.10775,624,3.77425
ENSG00000162409,PRKAA2,46,-0.7338,41,-0.9252,91,0.34922,89,0.31591,109,0.96103,11,-2.8822,57,-0.4024
ENSG00000162601,MYSM1,72,-0.0015,45,-0.7192,89,0.35216,132,1.03159,64,-0.2496,97,0.49808,20,-1.9566
ENSG00000177606,JUN,56,-1.3257,48,-1.5663,62,-1.1733,263,1.19308,162,0.47915,59,-1.2384,208,0.77480
ENSG00000134709,HOOK1,20,-1.5908,52,-0.1516,37,-0.7120,108,1.06170,90,1.10960,12,-2.3514,19,-1.6504
ENSG00000162599,NFIA,155,-0.8759,89,-1.7079,150,-0.9285,273,0.01509,135,-1.3175,615,1.43041,748,1.82206
ENSG00000162604,TM2D1,28,-0.9151,27,-0.9894,13,-2.0245,44,-0.2306,82,1.22197,52,0.02376,46,-0.1478
ENSG00000162607,USP1,30,-1.2610,51,-0.4775,93,0.49828,47,-0.5919,65,-0.1154,163,1.51851,38,-0.9211
ENSG00000162434,JAK1,76,-0.4816,53,-1.0300,75,-0.4895,101,-0.0247,122,0.39722,74,-0.5166,177,0.92280
ENSG00000162433,AK4,67,0.02925,92,0.56360,69,0.08264,55,-0.2750,64,-0.0643,23,-1.6075,93,0.58073
ENSG00000116675,DNAJC6,398,0.03316,306,-0.3852,474,0.32121,320,-0.3160,501,0.58391,428,0.15416,78,-2.4462
ENSG00000184588,PDE4B,50,-0.4746,43,-0.7211,28,-1.3415,83,0.32892,59,-0.2789,166,1.56254,63,-0.1257
ENSG00000118473,SGIP1,92,-0.5839,89,-0.6285,164,0.35073,159,0.30396,185,0.79740,79,-0.8122,54,-1.3859
ENSG00000198160,MIER1,77,-0.2852,33,-1.5734,101,0.14187,133,0.61226,84,-0.1847,157,0.89118,76,-0.3148
