Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to8,Feature log2 fold change topic 3to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000097021,ACOT7,53,-2.0657,67,-1.7226,274,1.32733,111,-0.9722,203,-0.0342
ENSG00000215788,TNFRSF25,0,-5.5240,9,-0.3176,14,1.44418,9,-0.2137,2,-2.1101
ENSG00000171680,PLEKHG5,2,-3.0756,8,-0.9963,21,1.12458,21,0.39166,6,-1.3715
ENSG00000162408,NOL9,23,-0.2981,24,-0.2607,30,0.27770,32,0.18094,21,-0.4504
ENSG00000162413,KLHL21,26,0.29843,19,-0.2420,22,-0.0523,37,0.84885,8,-1.5773
ENSG00000116273,PHF13,13,-0.2778,12,-0.3280,16,0.19850,23,0.64333,8,-0.9517
ENSG00000041988,THAP3,20,0.28953,11,-0.6311,20,0.85197,4,-1.9286,9,-0.9367
ENSG00000007923,DNAJC11,15,-0.9829,23,-0.3275,32,0.36297,28,-0.0218,31,0.12674
ENSG00000171735,CAMTA1,197,-1.3944,355,-0.5001,518,0.23431,472,-0.0493,738,0.68289
ENSG00000049245,VAMP3,104,2.32868,41,0.57450,19,-1.1550,21,-0.4464,6,-2.3087
ENSG00000049246,PER3,63,1.08478,50,0.67930,24,-0.9407,47,0.58444,25,-0.4184
ENSG00000116288,PARK7,175,-0.7998,462,0.75963,328,0.46477,101,-1.6320,212,-0.5013
ENSG00000116285,ERRFI1,18,-0.5062,13,-0.9374,31,0.94250,20,-0.3591,12,-1.0647
ENSG00000162426,SLC45A1,7,-1.7221,13,-0.8104,28,1.01868,11,-1.1018,23,0.09673
ENSG00000142599,RERE,193,0.47264,192,0.46285,119,-0.6089,182,0.38032,161,0.17435
ENSG00000074800,ENO1,285,-0.6390,712,0.84581,434,0.05820,350,-0.3166,322,-0.4462
ENSG00000171612,SLC25A33,20,-0.7401,79,1.50425,32,-0.0944,21,-0.6903,16,-1.0974
ENSG00000171608,PIK3CD,3,-1.7645,6,-0.7904,13,0.78790,9,-0.1857,10,-0.0398
ENSG00000171603,CLSTN1,160,-2.1016,276,-1.2859,793,0.99690,446,-0.5570,707,0.17370
ENSG00000178585,CTNNBIP1,22,-0.2266,34,0.43547,29,0.50636,15,-0.7738,10,-1.3762
ENSG00000162441,LZIC,141,1.21564,71,0.05556,51,-0.8862,82,0.29135,85,0.34507
ENSG00000162444,RBP7,56,4.10716,6,-0.4149,3,-2.1591,0,-3.5254,0,-4.4136
ENSG00000130939,UBE4B,38,-0.1083,28,-0.5733,43,0.23642,33,-0.3261,47,0.25469
ENSG00000054523,KIF1B,688,0.58309,331,-0.5887,428,-0.3924,574,0.28468,655,0.50225
ENSG00000284642,AL139424.2,8,-0.6137,6,-0.9391,14,0.76242,10,-0.1402,8,-0.6051
ENSG00000142657,PGD,42,-0.5684,51,-0.2466,73,0.81133,32,-0.9844,40,-0.6342
ENSG00000175279,CENPS,5,-1.2981,15,0.28351,13,0.19589,5,-1.2394,20,0.78397
ENSG00000241563,CORT,12,-1.5100,43,0.44536,26,-0.6954,4,-2.9889,112,2.18968
ENSG00000160049,DFFA,102,1.11109,65,0.32833,38,-0.9412,87,0.81742,43,-0.3206
ENSG00000142655,PEX14,5,-1.6314,13,-0.4132,20,0.78954,11,-0.6948,17,0.03913
ENSG00000120948,TARDBP,115,0.44964,65,-0.4599,87,0.01790,88,0.01318,78,-0.1731
ENSG00000271895,AL109811.2,6,-0.8507,10,-0.1488,13,0.34047,18,0.75100,4,-1.4821
ENSG00000116649,SRM,23,-0.9278,66,0.74534,46,0.36726,20,-1.0994,33,-0.3686
ENSG00000171824,EXOSC10,45,0.68027,25,-0.2251,21,-0.9788,65,1.33798,33,0.16248
ENSG00000198793,MTOR,21,-1.1171,31,-0.5222,48,0.48635,40,-0.1044,46,0.12744
ENSG00000120942,UBIAD1,24,1.04648,16,0.36048,10,-0.5986,12,-0.0457,12,-0.1041
ENSG00000116661,FBXO2,73,-0.9586,312,1.41952,133,-0.0838,82,-0.7909,96,-0.5511
ENSG00000132879,FBXO44,20,-1.7568,33,-1.0158,76,0.79137,80,0.37328,43,-0.5988
ENSG00000116670,MAD2L2,15,0.58732,21,1.09092,8,-0.9013,15,0.54079,8,-0.3337
ENSG00000177000,MTHFR,12,-0.6085,7,-1.2916,18,0.10722,24,0.51287,24,0.47925
ENSG00000011021,CLCN6,34,-0.8806,30,-1.1113,79,1.25012,39,-0.6948,30,-1.1130
ENSG00000116685,KIAA2013,57,1.06583,23,-0.4010,32,0.26706,18,-0.8111,9,-1.8141
ENSG00000083444,PLOD1,18,0.37210,18,0.44461,15,0.28436,7,-0.9371,6,-1.3477
ENSG00000116688,MFN2,84,-0.5672,71,-0.8188,146,0.84805,96,-0.3530,73,-0.7688
ENSG00000116691,MIIP,14,0.57570,13,0.43443,10,-0.0488,5,-1.1034,9,-0.2333
ENSG00000048707,VPS13D,58,-0.4459,36,-1.1713,80,0.14403,103,0.47833,92,0.29298
ENSG00000162496,DHRS3,28,0.39433,33,0.62191,18,-0.6609,47,1.26037,6,-1.8706
ENSG00000116731,PRDM2,198,-0.5188,127,-1.2030,258,-0.2347,353,0.40114,535,1.11192
ENSG00000189337,KAZN,104,0.69809,69,0.01737,63,-0.2310,50,-0.4645,75,0.16292
ENSG00000142634,EFHD2,26,-2.0176,53,-0.9732,118,0.76963,129,0.42798,70,-0.5442
ENSG00000116138,DNAJC16,29,-0.2028,13,-1.4276,37,0.52319,23,-0.5376,39,0.26906
ENSG00000197312,DDI2,48,0.09256,17,-1.5023,50,0.35520,54,0.28206,36,-0.3551
ENSG00000116786,PLEKHM2,64,-0.7954,170,0.76205,110,0.09411,103,-0.0621,74,-0.5720
ENSG00000065526,SPEN,381,1.13503,115,-0.8208,113,-1.4782,383,1.14426,383,1.14755
ENSG00000116809,ZBTB17,22,0.22674,19,0.05277,18,-0.1308,28,0.62229,11,-0.8649
ENSG00000037637,FBXO42,18,-0.1149,15,-0.3873,21,0.28208,23,0.20645,14,-0.5814
ENSG00000055070,SZRD1,54,1.20755,43,0.80976,20,-0.7577,30,0.22132,12,-1.1400
ENSG00000157191,NECAP2,23,1.64515,15,0.91401,6,-1.0512,9,0.14450,3,-1.4264
ENSG00000219481,NBPF1,56,1.77205,14,-0.4911,14,-1.0199,27,0.46456,19,-0.1069
ENSG00000058453,CROCC,9,-0.1828,9,-0.2134,11,0.40393,14,0.54723,1,-2.5393
ENSG00000159363,ATP13A2,23,-1.7124,50,-0.5613,88,0.94281,42,-0.8157,68,-0.0767
ENSG00000117118,SDHB,29,-1.1582,78,0.39445,74,0.79995,18,-1.8502,44,-0.5152
ENSG00000117115,PADI2,286,2.84456,112,0.92144,27,-2.1041,56,-0.2233,23,-1.5425
ENSG00000179051,RCC2,16,-0.2783,11,-0.9015,24,0.88349,10,-1.0282,14,-0.4814
ENSG00000074964,ARHGEF10L,7,-0.9325,22,0.81677,12,-0.3673,17,0.44618,15,0.18552
ENSG00000117154,IGSF21,13,-2.1135,31,-0.8358,68,1.17372,32,-0.7853,44,-0.2786
ENSG00000159423,ALDH4A1,20,0.23750,38,1.28010,12,-0.9990,32,0.96939,11,-0.6939
ENSG00000127481,UBR4,45,0.24281,23,-0.7878,23,-1.3926,98,1.59353,81,1.24658
ENSG00000127463,EMC1,27,-0.1190,14,-1.1031,29,0.10946,38,0.47644,30,0.09447
ENSG00000053372,MRTO4,24,-0.6259,38,0.06572,36,-0.0030,48,0.44992,35,-0.0421
ENSG00000053371,AKR7A2,53,1.00710,54,1.04411,22,-0.7337,24,-0.2584,20,-0.5223
ENSG00000040487,SLC66A1,10,0.04521,2,-1.9581,11,0.63218,14,0.58754,2,-1.9997
ENSG00000077549,CAPZB,106,-0.5110,132,-0.1717,159,0.28910,127,-0.2310,154,0.06929
ENSG00000173436,MICOS10,158,-0.8645,478,0.91224,300,0.32102,125,-1.2202,198,-0.5182
ENSG00000158747,NBL1,50,-1.5344,103,-0.4514,160,0.63482,158,0.22946,100,-0.4959
ENSG00000169914,OTUD3,6,-1.6976,11,-0.9486,24,0.78417,18,-0.1150,19,-0.0245
ENSG00000162545,CAMK2N1,1082,-0.4706,2730,1.05231,1415,-0.1053,1025,-0.5542,1250,-0.2436
ENSG00000090432,MUL1,22,0.06817,17,-0.3218,23,0.36527,20,-0.1154,13,-0.7480
ENSG00000183114,FAM43B,5,-2.0212,10,-1.1819,27,1.04592,25,0.25403,11,-0.9679
ENSG00000158828,PINK1,138,-1.8046,425,-0.0886,566,1.04450,241,-0.9720,293,-0.6712
ENSG00000244038,DDOST,15,-0.4041,13,-0.5349,24,0.98377,9,-1.2048,11,-0.8664
ENSG00000117245,KIF17,2,-3.4754,7,-1.8390,33,1.44824,18,-0.5166,21,-0.2720
ENSG00000189410,SH2D5,6,-2.3541,15,-1.0495,42,1.56486,19,-0.7331,15,-1.1077
ENSG00000127483,HP1BP3,550,0.68182,332,-0.1417,275,-0.8443,536,0.63883,562,0.71836
ENSG00000075151,EIF4G3,255,-0.4800,147,-1.3161,327,-0.1884,311,-0.1639,777,1.38555
ENSG00000117298,ECE1,29,0.99685,19,0.30422,10,-1.1463,37,1.42294,10,-0.6908
ENSG00000076864,RAP1GAP,21,-2.3358,44,-1.2751,132,1.27694,89,-0.1942,62,-0.7541
ENSG00000090686,USP48,144,0.72893,56,-0.7691,78,-0.5616,128,0.53748,130,0.55539
ENSG00000070831,CDC42,183,0.09645,112,-0.6735,194,0.45377,105,-0.7744,164,-0.0804
ENSG00000184677,ZBTB40,19,1.06176,3,-1.7169,10,-0.0693,7,-0.6264,12,0.34250
ENSG00000173372,C1QA,7,-0.3053,28,2.12805,6,-0.8983,10,0.30940,2,-2.1968
ENSG00000173369,C1QB,15,0.84960,25,1.74597,6,-1.1868,11,0.36915,3,-1.4536
ENSG00000133216,EPHB2,17,0.46398,7,-0.8363,13,0.00256,19,0.62463,8,-0.7533
ENSG00000004487,KDM1A,57,-0.4753,45,-0.8372,85,0.37438,71,-0.1295,89,0.22394
ENSG00000169641,LUZP1,42,-2.6550,86,-1.6060,252,0.10701,279,0.21073,530,1.30883
ENSG00000125944,HNRNPR,213,0.46107,108,-0.6174,158,-0.0543,154,-0.0683,182,0.19825
ENSG00000125945,ZNF436,6,-0.6822,3,-1.6563,13,1.13140,6,-0.6876,7,-0.5624
ENSG00000249087,ZNF436-AS1,9,0.03871,21,1.58079,8,-0.1952,5,-0.8612,2,-2.2172
ENSG00000204219,TCEA3,22,1.54152,16,0.96277,4,-1.6601,9,0.01053,14,0.72406
ENSG00000088280,ASAP3,12,0.26094,15,0.66240,10,0.08793,7,-0.4683,4,-1.2690
ENSG00000117318,ID3,41,2.62279,39,2.50638,0,-4.7892,14,0.61823,0,-3.5301
ENSG00000142676,RPL11,583,0.65866,814,1.24209,357,-0.3104,175,-1.2392,196,-1.0700
ENSG00000011007,ELOA,35,0.10999,32,-0.0549,32,-0.1340,42,0.38668,30,-0.1337
ENSG00000057757,PITHD1,92,-0.7368,102,-0.5897,183,0.91689,100,-0.6214,92,-0.7408
ENSG00000011009,LYPLA2,9,-1.1148,20,0.01286,25,1.04335,3,-2.5397,15,-0.4328
ENSG00000117308,GALE,2,-2.0930,10,-0.1238,14,1.05719,4,-1.4047,9,-0.2686
ENSG00000117305,HMGCL,20,0.63975,27,1.09473,12,-0.3016,10,-0.5180,5,-1.4263
ENSG00000179163,FUCA1,3,-1.5387,9,-0.1807,11,0.52335,10,-0.0164,9,-0.1370
ENSG00000189266,PNRC2,65,0.09174,57,-0.1004,63,0.11088,63,0.06046,47,-0.3914
ENSG00000188529,SRSF10,112,0.60274,50,-0.6675,74,-0.1642,86,0.18138,82,0.09306
ENSG00000001461,NIPAL3,282,1.22666,55,-1.3804,131,-0.1442,123,-0.1595,118,-0.2317
ENSG00000133226,SRRM1,523,1.17802,163,-0.7323,175,-1.1445,507,1.12193,358,0.52022
ENSG00000169504,CLIC4,181,3.03695,48,0.41198,20,-1.6100,15,-1.3603,8,-2.2213
ENSG00000117614,SYF2,186,0.44120,188,0.45247,125,-0.4303,170,0.29427,128,-0.1634
ENSG00000117616,RSRP1,96,0.79402,38,-0.6777,58,-0.1026,70,0.26847,43,-0.5035
ENSG00000183726,TMEM50A,81,0.34759,46,-0.5459,73,0.45231,30,-1.2089,57,-0.2186
ENSG00000204178,MACO1,79,0.18011,36,-1.0184,57,-0.6630,91,0.41689,156,1.34847
ENSG00000117643,MAN1C1,11,-1.5608,18,-0.8065,36,0.80092,23,-0.4042,31,0.05171
ENSG00000162430,SELENON,21,0.28911,39,1.29379,17,-0.1508,10,-0.8593,6,-1.6588
ENSG00000117640,MTFR1L,38,-0.7937,53,-0.2550,71,0.48792,72,0.23365,38,-0.7681
ENSG00000117632,STMN1,974,-0.5287,583,-1.3139,1632,0.76778,834,-0.7685,1443,0.09151
ENSG00000158008,EXTL1,2,-3.9112,42,0.10784,47,0.76244,41,0.07551,24,-0.7234
ENSG00000175087,PDIK1L,14,-0.1932,11,-0.5988,17,0.25941,19,0.26734,13,-0.2989
ENSG00000142684,ZNF593,18,-0.6761,27,-0.0240,31,0.50051,20,-0.4998,23,-0.2783
ENSG00000142669,SH3BGRL3,106,-0.3201,142,0.15169,149,0.55636,88,-0.6114,68,-1.0025
ENSG00000158062,UBXN11,7,-0.9776,26,1.06105,16,0.52458,4,-1.6421,5,-1.3890
ENSG00000117682,DHDDS,7,-1.2443,9,-0.8676,20,1.11031,12,-0.4351,9,-0.8568
ENSG00000198830,HMGN2,270,0.98038,233,0.73112,134,-0.3799,127,-0.2645,66,-1.2596
ENSG00000117713,ARID1A,106,0.51785,55,-0.5160,69,-0.3599,136,0.93587,59,-0.4249
ENSG00000060642,PIGV,8,-0.3240,14,0.53519,10,-0.1603,16,0.70852,5,-0.9871
ENSG00000204160,ZDHHC18,13,-0.3699,14,-0.2323,19,0.44547,13,-0.4034,14,-0.2476
ENSG00000142751,GPN2,24,0.45276,9,-1.0315,20,0.26997,18,-0.0121,13,-0.4914
ENSG00000198746,GPATCH3,12,0.64171,7,-0.2211,9,0.27022,3,-1.4375,7,-0.3181
ENSG00000090273,NUDC,159,-0.5681,246,0.11317,258,0.47363,148,-0.6870,189,-0.2994
ENSG00000253368,TRNP1,4,-3.3031,55,0.50806,49,0.87610,15,-1.4485,32,-0.3587
ENSG00000090020,SLC9A1,3,-2.2606,6,-1.3287,19,1.24601,9,-0.6925,13,-0.1669
ENSG00000142784,WDTC1,21,-0.2389,32,0.39668,23,-0.2514,36,0.60291,21,-0.2690
ENSG00000186501,TMEM222,31,0.06821,32,0.10488,32,0.26397,31,0.06770,12,-1.3554
ENSG00000158195,WASF2,170,2.23235,63,0.38948,25,-1.7265,81,0.82981,26,-0.9863
ENSG00000126705,AHDC1,27,-0.7596,22,-1.0594,46,0.22943,62,0.58295,47,0.11820
ENSG00000126709,IFI6,102,0.02468,61,-0.7667,114,0.51341,82,-0.3115,73,-0.4896
ENSG00000009780,FAM76A,35,0.60643,15,-0.7233,24,-0.0703,21,-0.2300,29,0.26068
ENSG00000117758,STX12,93,-0.0832,89,-0.1613,109,0.38471,59,-0.7980,91,-0.1218
ENSG00000117751,PPP1R8,46,0.73389,27,-0.1308,32,0.25466,24,-0.3431,8,-1.8527
ENSG00000117748,RPA2,20,-0.9805,42,0.15983,46,0.76869,20,-0.9891,24,-0.6881
ENSG00000158161,EYA3,9,-0.3326,6,-0.8603,13,0.39497,11,-0.0057,11,-0.0317
ENSG00000126698,DNAJC8,294,0.12190,231,-0.2623,262,-0.1355,252,-0.1223,375,0.52059
ENSG00000130770,ATP5IF1,102,-1.9631,419,0.20727,461,1.01361,109,-1.8565,284,-0.4121
ENSG00000204138,PHACTR4,90,1.94965,21,-0.5219,17,-1.5450,61,1.18581,26,-0.2290
ENSG00000180098,TRNAU1AP,23,0.48942,16,-0.0962,18,0.26101,10,-0.8425,12,-0.5612
ENSG00000197989,SNHG12,8,0.05160,7,-0.1986,9,0.38624,7,-0.1487,4,-0.9287
ENSG00000120656,TAF12,11,-0.3862,19,0.40160,17,0.43271,6,-1.3162,12,-0.3233
ENSG00000162419,GMEB1,16,0.45859,13,0.12310,12,-0.0914,13,0.10100,8,-0.5972
ENSG00000198492,YTHDF2,93,-0.1644,41,-1.4140,111,0.28309,88,-0.2507,143,0.53084
ENSG00000116329,OPRD1,0,-3.6618,5,-0.9459,10,0.31183,14,0.68396,12,0.48666
ENSG00000159023,EPB41,11,-0.8959,12,-0.8025,19,-0.2603,22,0.16712,44,1.31720
ENSG00000116350,SRSF4,82,0.25873,62,-0.1932,58,-0.6185,133,1.07457,77,0.15765
ENSG00000116353,MECR,10,-1.5562,23,-0.3051,34,0.71242,19,-0.6133,29,0.04072
ENSG00000060656,PTPRU,5,-1.6567,11,-0.5378,20,0.92226,17,0.10884,7,-1.1364
ENSG00000162511,LAPTM5,14,0.10922,31,1.40917,12,-0.4287,15,0.22842,3,-2.2453
ENSG00000162512,SDC3,164,0.40972,201,0.75347,112,-0.4221,173,0.50294,63,-1.0961
ENSG00000134644,PUM1,143,-0.3409,107,-0.7970,187,0.19600,174,-0.0338,230,0.41743
ENSG00000060688,SNRNP40,27,0.76027,21,0.30628,17,-0.0181,6,-1.6020,15,-0.1940
ENSG00000121766,ZCCHC17,149,-0.1079,75,-1.1720,163,0.07730,171,0.10785,223,0.54885
ENSG00000121769,FABP3,24,-2.1048,43,-1.2311,129,1.44994,37,-1.4575,84,-0.2234
ENSG00000162517,PEF1,41,-0.7049,55,-0.2595,75,0.58737,54,-0.2860,49,-0.4530
ENSG00000084636,COL16A1,29,0.55476,22,0.06783,21,0.12537,21,-0.0002,7,-1.6270
ENSG00000121753,ADGRB2,45,-2.2326,130,-0.6550,258,1.25004,154,-0.3951,103,-1.0180
ENSG00000184007,PTP4A2,1252,2.24080,262,-0.5154,257,-1.0216,304,-0.2842,272,-0.4543
ENSG00000121774,KHDRBS1,138,0.05969,126,-0.0835,145,0.33753,90,-0.6029,104,-0.3830
ENSG00000121775,TMEM39B,9,-0.1805,5,-1.1705,12,0.63317,13,0.31576,4,-1.3131
ENSG00000025800,KPNA6,91,0.01927,34,-1.5019,100,0.37821,86,-0.0815,95,0.07909
ENSG00000084652,TXLNA,42,0.73408,15,-0.9103,28,0.09464,30,0.18211,16,-0.7841
ENSG00000160050,CCDC28B,9,-0.8222,26,0.74455,16,0.04034,17,0.10789,11,-0.5551
ENSG00000084623,EIF3I,85,-0.3686,103,-0.0612,120,0.44496,63,-0.8338,101,-0.0890
ENSG00000116478,HDAC1,34,2.07209,22,1.22064,5,-1.8822,19,0.95475,1,-3.5394
ENSG00000175130,MARCKSL1,870,2.53242,330,0.65251,142,-1.2671,110,-1.0883,58,-2.0335
ENSG00000160058,BSDC1,56,0.35010,37,-0.3280,42,-0.2410,59,0.43249,48,0.07714
ENSG00000160062,ZBTB8A,29,0.55609,10,-1.0793,19,-0.2042,37,1.00629,12,-0.7603
ENSG00000176261,ZBTB8OS,21,-0.7123,35,0.04962,40,0.77852,13,-1.3795,24,-0.5122
ENSG00000162521,RBBP4,161,0.38681,102,-0.3407,119,-0.2119,159,0.37149,130,0.04028
ENSG00000162520,SYNC,8,-0.0393,15,0.98566,8,-0.1099,0,-3.3224,11,0.42119
ENSG00000162522,KIAA1522,1,-3.9658,22,0.73561,14,0.09000,21,0.67146,10,-0.5271
ENSG00000134684,YARS,39,-1.4097,58,-0.8128,124,1.05238,63,-0.6789,77,-0.3787
ENSG00000116497,S100PBP,22,1.17912,16,0.57216,9,-0.4788,8,-0.4886,7,-0.6658
ENSG00000160097,FNDC5,7,-1.9636,33,0.42096,30,0.70409,11,-1.2588,23,-0.1887
ENSG00000121905,HPCA,7,-3.7847,90,-0.1312,130,1.39493,56,-0.8467,43,-1.2732
ENSG00000121900,TMEM54,29,-0.1444,71,1.35070,31,-0.0952,12,-1.4527,20,-0.6813
ENSG00000116514,RNF19B,10,-0.5110,15,0.02120,16,0.25662,9,-0.7665,18,0.33859
ENSG00000004455,AK2,64,1.30189,32,0.13602,25,-0.5026,29,-0.0465,19,-0.6825
ENSG00000142920,AZIN2,12,-0.4842,17,0.01569,20,0.73292,13,-0.4148,5,-1.6243
ENSG00000160094,ZNF362,12,-0.1630,25,0.99760,11,-0.6473,21,0.67321,12,-0.1956
ENSG00000134686,PHC2,61,0.41698,42,-0.1848,51,0.32630,45,-0.0779,15,-1.6731
ENSG00000121904,CSMD2,7,-0.6452,2,-2.3029,11,-0.1407,25,1.37583,12,0.17495
ENSG00000163866,SMIM12,21,-1.0770,30,-0.5634,51,0.78690,30,-0.5654,38,-0.1873
ENSG00000116544,DLGAP3,6,-2.8476,56,0.48385,48,0.56880,35,-0.2541,31,-0.4510
ENSG00000163867,ZMYM6,19,-0.2017,15,-0.5202,22,0.05224,20,-0.1519,30,0.55611
ENSG00000116560,SFPQ,427,0.61282,173,-0.8300,221,-0.8670,633,1.30331,381,0.42051
ENSG00000146463,ZMYM4,80,0.05434,81,0.07460,69,-0.4005,88,0.19454,115,0.63421
ENSG00000142687,KIAA0319L,45,-0.3345,45,-0.3276,57,0.07867,65,0.25700,60,0.11575
ENSG00000020129,NCDN,46,-3.0923,141,-1.4467,487,1.48019,237,-0.6609,272,-0.4506
ENSG00000126067,PSMB2,84,-0.1153,55,-0.7586,110,0.87923,48,-0.9735,52,-0.8567
ENSG00000142686,C1orf216,17,-2.3055,31,-1.4682,103,1.10123,59,-0.4935,84,0.05279
ENSG00000134698,AGO4,18,0.46649,6,-1.1394,12,-0.4058,34,1.57401,5,-1.4410
ENSG00000092847,AGO1,56,0.47990,40,-0.0444,36,-0.4256,54,0.44083,45,0.15272
ENSG00000126070,AGO3,143,1.58009,36,-0.7209,41,-0.9949,82,0.60057,65,0.20968
ENSG00000116863,ADPRHL2,17,0.24405,10,-0.5144,17,0.76404,6,-1.2888,7,-1.0796
ENSG00000054116,TRAPPC3,22,-0.7974,29,-0.4036,44,0.65161,27,-0.5281,33,-0.1887
