Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to8,Feature log2 fold change topic 2to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000157911,PEX10,27,0.09708,23,-0.4927,57,1.34685,12,-1.0894
ENSG00000149527,PLCH2,13,-0.6159,20,0.31937,5,-1.8128,30,0.74949
ENSG00000197921,HES5,0,-8.6649,25,0.10732,66,1.68857,5,-2.3988
ENSG00000157873,TNFRSF14,7,-1.3525,19,0.59145,12,-0.5517,19,0.14311
ENSG00000157870,PRXL2B,19,-2.0067,85,0.84451,71,-0.0530,50,-0.5833
ENSG00000177133,PRDM16-DT,22,-0.3486,21,-0.9392,68,1.54905,35,0.36882
ENSG00000142611,PRDM16,20,0.12714,15,-0.7883,36,1.06144,24,0.41329
ENSG00000158109,TPRG1L,55,-2.0647,262,1.34832,153,-0.5307,100,-1.1787
ENSG00000130764,LRRC47,43,-0.9717,93,0.85326,68,-0.2625,43,-0.9792
ENSG00000116198,CEP104,78,1.67852,23,-0.9822,25,-0.2784,33,0.18599
ENSG00000198912,C1orf174,10,-0.8486,19,0.36852,9,-0.9074,24,0.49249
ENSG00000196581,AJAP1,14,-1.7179,51,0.90696,24,-0.8896,42,-0.0522
ENSG00000069424,KCNAB2,61,-2.1535,281,0.55549,263,0.05810,248,-0.0368
ENSG00000116254,CHD5,89,-1.5337,268,0.59829,140,-0.8443,302,0.36775
ENSG00000116251,RPL22,678,0.66161,399,-0.5412,590,0.43044,473,0.06903
ENSG00000116237,ICMT,31,-0.5093,48,0.56293,41,-0.0970,25,-0.8422
ENSG00000097021,ACOT7,51,-2.2669,291,1.95078,113,-1.0815,62,-1.9823
ENSG00000215788,TNFRSF25,4,-2.9716,37,0.54271,15,-1.2144,57,0.85834
ENSG00000171680,PLEKHG5,8,-1.9123,33,1.05859,23,-0.2932,16,-0.8296
ENSG00000162408,NOL9,41,-0.0948,46,0.29222,47,0.11617,25,-0.8640
ENSG00000162413,KLHL21,33,-0.4695,49,0.42763,50,0.17490,25,-0.9079
ENSG00000116273,PHF13,10,-0.6738,18,0.55455,10,-0.7387,16,-0.0267
ENSG00000007923,DNAJC11,30,-0.6266,47,0.30689,38,-0.2428,46,0.06823
ENSG00000171735,CAMTA1,156,-1.3502,421,0.66889,296,-0.3727,343,-0.1410
ENSG00000049245,VAMP3,91,1.83665,18,-1.7734,61,1.07356,38,0.30517
ENSG00000049246,PER3,64,0.70856,35,-0.6960,65,0.73675,42,-0.0018
ENSG00000116288,PARK7,154,-1.0771,343,0.57113,415,0.48166,122,-1.4323
ENSG00000116285,ERRFI1,13,-1.2376,36,1.30905,19,-0.6895,11,-1.4916
ENSG00000162426,SLC45A1,5,-2.2978,31,0.97997,16,-0.7679,25,-0.0795
ENSG00000142599,RERE,188,0.43175,142,-0.0732,109,-0.4308,150,0.06740
ENSG00000074800,ENO1,308,-0.9417,549,-0.1178,1108,1.14001,372,-0.6519
ENSG00000171612,SLC25A33,16,-1.5465,39,-0.4783,104,1.48452,44,0.00063
ENSG00000171608,PIK3CD,5,-1.4970,17,1.03806,7,-1.1469,12,-0.2213
ENSG00000171603,CLSTN1,264,-1.5972,891,1.12249,445,-0.8088,518,-0.5751
ENSG00000178585,CTNNBIP1,35,0.01809,35,0.08413,51,0.64315,13,-1.4570
ENSG00000162441,LZIC,95,1.04963,40,-0.8976,77,0.68084,54,0.09042
ENSG00000130939,UBE4B,61,0.56781,45,0.27517,26,-0.7832,25,-0.8132
ENSG00000054523,KIF1B,581,0.65310,378,-0.1529,391,0.00176,288,-0.4781
ENSG00000142657,PGD,54,-0.0667,63,0.58848,47,-0.2848,24,-1.3304
ENSG00000241563,CORT,20,-0.6557,31,0.03755,43,0.55266,27,-0.1938
ENSG00000160049,DFFA,85,0.95728,38,-0.9135,84,0.94459,44,-0.1148
ENSG00000142655,PEX14,10,-0.9516,21,1.10760,15,-0.3025,5,-1.8997
ENSG00000120948,TARDBP,115,0.35808,94,0.13334,91,-0.0102,52,-0.8801
ENSG00000271895,AL109811.2,16,-0.4685,24,0.47759,19,-0.2204,16,-0.4763
ENSG00000116649,SRM,44,-0.8974,83,0.24726,77,-0.0499,89,0.18382
ENSG00000171824,EXOSC10,53,0.84156,28,-0.4994,26,-0.3334,42,0.42990
ENSG00000198793,MTOR,24,-0.7790,41,0.23249,45,0.21454,36,-0.1284
ENSG00000116661,FBXO2,97,-0.8697,152,-0.4592,348,1.21622,184,0.12774
ENSG00000132879,FBXO44,50,-1.3572,135,0.62666,87,-0.5069,124,0.05023
ENSG00000116670,MAD2L2,24,0.06757,23,0.00783,14,-0.7967,31,0.48336
ENSG00000177000,MTHFR,19,-0.2495,24,0.40758,23,0.00176,13,-0.8356
ENSG00000011021,CLCN6,31,-1.5279,97,0.77222,87,0.04733,51,-0.7868
ENSG00000116685,KIAA2013,54,0.61970,36,-0.1357,38,0.06139,26,-0.5531
ENSG00000083444,PLOD1,19,0.00608,15,-0.9235,39,1.23767,26,0.55585
ENSG00000116688,MFN2,125,-0.1527,151,0.48054,121,-0.2058,77,-0.8988
ENSG00000048707,VPS13D,68,0.16008,63,0.12457,44,-0.5222,61,-0.0009
ENSG00000162496,DHRS3,38,0.19149,22,-1.4233,99,1.91423,42,0.38876
ENSG00000116731,PRDM2,175,0.12738,149,-0.3465,75,-1.1893,321,1.15213
ENSG00000189337,KAZN,98,0.85577,54,-0.3368,40,-0.5995,67,0.23228
ENSG00000142634,EFHD2,52,-0.3199,71,0.54953,36,-0.8936,57,-0.1976
ENSG00000116138,DNAJC16,18,-1.0030,39,0.53223,29,-0.3234,34,-0.0899
ENSG00000197312,DDI2,31,0.01576,30,-0.0876,30,-0.0170,35,0.19697
ENSG00000116786,PLEKHM2,55,-0.9632,107,0.20387,124,0.29928,100,-0.0489
ENSG00000065526,SPEN,355,1.95444,69,-1.7428,99,-0.2771,240,1.20764
ENSG00000116809,ZBTB17,25,0.06491,23,-0.2110,22,-0.1639,33,0.51764
ENSG00000037637,FBXO42,17,-0.5625,23,-0.1963,22,-0.1890,42,0.88806
ENSG00000055070,SZRD1,40,0.40552,26,-0.7698,45,0.59066,47,0.67400
ENSG00000219481,NBPF1,29,0.65865,18,-0.4309,31,0.76190,11,-0.8404
ENSG00000159363,ATP13A2,36,-1.7633,140,1.25186,87,-0.4393,52,-1.2346
ENSG00000117118,SDHB,30,-1.2716,79,0.75168,90,0.41065,21,-1.8349
ENSG00000117115,PADI2,321,2.46859,40,-2.2114,152,0.98595,87,0.05986
ENSG00000179051,RCC2,4,-2.4191,24,1.39812,11,-0.9082,12,-0.7096
ENSG00000074964,ARHGEF10L,13,-0.7499,21,-0.0802,17,-0.3641,37,0.88618
ENSG00000117154,IGSF21,39,-0.9058,76,0.49762,61,-0.1989,62,-0.1923
ENSG00000159423,ALDH4A1,24,-0.6245,34,-0.2527,75,1.20460,24,-0.6316
ENSG00000127481,UBR4,45,0.94263,20,-0.9604,34,0.44417,38,0.63826
ENSG00000127463,EMC1,31,-0.4511,46,0.71323,36,-0.2235,18,-1.2316
ENSG00000053372,MRTO4,15,-1.3724,44,0.95961,30,-0.3565,22,-0.8106
ENSG00000053371,AKR7A2,49,0.22669,38,-0.4469,82,1.09142,26,-0.7425
ENSG00000077549,CAPZB,115,-0.5036,162,0.09282,173,0.13252,168,0.08478
ENSG00000173436,MICOS10,111,-1.2597,276,0.50592,338,0.48162,134,-0.9840
ENSG00000158747,NBL1,76,-1.1734,173,0.30361,152,-0.1076,191,0.25832
ENSG00000169914,OTUD3,13,-0.3692,18,0.28322,14,-0.2747,16,-0.0467
ENSG00000162545,CAMK2N1,840,-1.3134,2030,0.16770,2245,0.21693,2337,0.28184
ENSG00000090432,MUL1,14,-0.4762,21,0.60803,16,-0.2371,11,-0.8161
ENSG00000158828,PINK1,199,-1.0663,450,0.76816,376,-0.0767,218,-0.9232
ENSG00000244038,DDOST,11,-1.6317,36,0.85538,31,-0.0405,18,-0.8150
ENSG00000117245,KIF17,6,-2.1926,31,1.11494,19,-0.4921,17,-0.6011
ENSG00000189410,SH2D5,6,-3.3156,75,1.80767,26,-1.2395,31,-0.9867
ENSG00000127483,HP1BP3,383,0.65049,224,-0.5868,253,-0.0276,373,0.60798
ENSG00000075151,EIF4G3,203,0.31826,159,-0.2073,93,-0.9098,256,0.70679
ENSG00000117298,ECE1,30,1.02298,11,-1.3931,24,0.60317,33,1.17845
ENSG00000076864,RAP1GAP,54,-1.1410,135,1.07326,64,-0.8855,73,-0.6880
ENSG00000090686,USP48,125,0.96561,62,-0.5226,40,-0.8721,102,0.61627
ENSG00000070831,CDC42,179,-0.2540,235,0.63996,179,-0.2507,94,-1.2354
ENSG00000004487,KDM1A,22,-1.3253,62,0.90464,41,-0.4028,35,-0.6458
ENSG00000169641,LUZP1,47,-1.2876,111,0.08430,61,-0.8943,206,1.05859
ENSG00000125944,HNRNPR,176,0.46856,137,0.16413,112,-0.2612,77,-0.8368
ENSG00000117318,ID3,37,0.80570,0,-6.2894,104,2.87684,83,2.33366
ENSG00000142676,RPL11,550,0.53738,326,-0.7771,686,0.91233,442,0.17751
ENSG00000011007,ELOA,42,0.66844,24,-0.5453,13,-1.1429,52,1.04774
ENSG00000057757,PITHD1,122,-0.6688,221,1.01653,111,-0.8144,94,-1.0761
ENSG00000011009,LYPLA2,16,-0.6198,27,0.59203,21,-0.2268,16,-0.6242
ENSG00000117305,HMGCL,11,-0.5720,16,0.06818,27,0.82335,9,-0.8966
ENSG00000189266,PNRC2,58,-0.1137,60,-0.2004,83,0.45222,66,0.07664
ENSG00000188529,SRSF10,87,0.45090,64,-0.1461,63,-0.0755,62,-0.0911
ENSG00000001461,NIPAL3,308,1.86557,83,-0.9412,71,-0.6291,102,-0.0618
ENSG00000133226,SRRM1,535,2.01418,79,-2.2957,75,-1.2791,560,2.11090
ENSG00000169504,CLIC4,244,3.07166,17,-2.8615,71,0.57954,66,0.44770
ENSG00000117614,SYF2,136,0.55539,79,-0.8187,128,0.45371,153,0.75683
ENSG00000117616,RSRP1,114,0.51132,81,-0.1318,76,-0.1551,77,-0.1314
ENSG00000183726,TMEM50A,61,-0.5446,94,0.39753,104,0.28840,48,-0.9268
ENSG00000204178,MACO1,71,0.56504,44,-0.5515,31,-0.7442,92,1.00585
ENSG00000117643,MAN1C1,16,-1.7243,57,0.78765,35,-0.5285,47,-0.0847
ENSG00000162430,SELENON,27,-0.4407,33,-0.2880,50,0.56089,45,0.38907
ENSG00000117640,MTFR1L,52,-0.8133,98,0.59030,76,-0.2372,67,-0.4344
ENSG00000117632,STMN1,782,-0.7403,1495,1.11416,779,-0.7443,510,-1.3890
ENSG00000158008,EXTL1,11,-2.3226,62,0.81509,52,-0.0638,42,-0.3920
ENSG00000175087,PDIK1L,15,-0.0415,16,0.27460,19,0.27815,7,-1.2233
ENSG00000142684,ZNF593,4,-2.6407,31,0.87491,19,-0.5400,27,0.01482
ENSG00000142669,SH3BGRL3,161,0.08871,167,0.48227,122,-0.3514,75,-1.1091
ENSG00000158062,UBXN11,11,-1.0419,23,0.03968,39,0.88256,16,-0.4959
ENSG00000117682,DHDDS,11,-0.7352,20,0.53931,11,-0.7116,18,0.02602
ENSG00000198830,HMGN2,315,0.46645,202,-0.6558,421,0.95727,219,-0.1241
ENSG00000117713,ARID1A,116,0.66724,68,-0.5362,102,0.44873,79,0.02578
ENSG00000204160,ZDHHC18,12,-0.7181,21,0.29177,16,-0.2911,22,0.19444
ENSG00000142751,GPN2,29,0.72730,19,0.07938,16,-0.2889,9,-1.0828
ENSG00000090273,NUDC,132,-0.8516,257,0.66729,196,-0.2422,156,-0.5922
ENSG00000253368,TRNP1,9,-2.7578,75,1.64766,39,-0.6347,22,-1.5167
ENSG00000090020,SLC9A1,8,-1.5791,26,1.14173,6,-1.8678,21,-0.0446
ENSG00000142784,WDTC1,24,-0.7191,40,0.25677,45,0.28271,31,-0.3206
ENSG00000186501,TMEM222,53,-0.0215,57,0.36035,40,-0.4536,41,-0.4220
ENSG00000158195,WASF2,152,1.86953,29,-1.8376,59,0.20797,106,1.19254
ENSG00000126705,AHDC1,38,-0.3294,49,0.16841,51,0.11884,41,-0.2185
ENSG00000126709,IFI6,112,-0.0139,116,0.12030,115,0.03509,92,-0.3256
ENSG00000009780,FAM76A,25,0.05037,24,0.00317,14,-0.8469,34,0.52900
ENSG00000117758,STX12,115,0.04559,120,0.35693,110,-0.0224,55,-1.1011
ENSG00000117751,PPP1R8,40,0.22159,37,0.26034,37,0.08522,15,-1.2929
ENSG00000117748,RPA2,31,-0.6319,52,0.63792,41,-0.1744,27,-0.8149
ENSG00000126698,DNAJC8,176,0.11024,151,-0.3819,176,0.11097,237,0.59969
ENSG00000130770,ATP5IF1,130,-1.6615,450,0.96380,364,-0.0877,198,-1.0314
ENSG00000204138,PHACTR4,101,2.24037,14,-2.0979,20,-0.5575,68,1.44918
ENSG00000180098,TRNAU1AP,31,0.63661,21,0.02273,11,-0.9592,20,-0.0762
ENSG00000120656,TAF12,10,-0.6751,19,0.96357,14,-0.2828,5,-1.7759
ENSG00000198492,YTHDF2,56,-0.6317,98,0.92300,67,-0.3601,31,-1.5006
ENSG00000116329,OPRD1,2,-2.9487,20,2.03245,4,-1.8407,8,-1.0612
ENSG00000159023,EPB41,6,-1.4920,15,-0.4132,16,-0.0524,39,1.41510
ENSG00000116350,SRSF4,125,0.88352,57,-0.9804,44,-0.7784,167,1.40394
ENSG00000116353,MECR,12,-1.2126,31,0.90672,35,0.41120,3,-3.2453
ENSG00000060656,PTPRU,12,-0.2497,14,-0.2268,13,-0.1855,23,0.77286
ENSG00000162512,SDC3,180,0.41928,116,-0.7359,246,0.95226,153,0.15635
ENSG00000134644,PUM1,187,0.03622,197,0.40841,121,-0.6484,138,-0.4418
ENSG00000121766,ZCCHC17,138,0.00933,144,0.26830,62,-1.2284,160,0.24833
ENSG00000121769,FABP3,16,-1.9335,72,1.69433,32,-0.8846,18,-1.7530
ENSG00000162517,PEF1,37,-0.8136,71,0.73405,59,-0.0784,31,-1.0718
ENSG00000084636,COL16A1,54,1.07418,20,-1.2078,35,0.34627,52,1.02216
ENSG00000121753,ADGRB2,83,-1.3798,245,1.20009,140,-0.5822,96,-1.1660
ENSG00000184007,PTP4A2,1082,2.82387,148,-1.6783,123,-1.0662,215,-0.2097
ENSG00000121774,KHDRBS1,138,-0.3714,178,0.11147,192,0.15825,165,-0.0884
ENSG00000121775,TMEM39B,16,0.18077,16,0.60309,4,-1.9734,12,-0.3402
ENSG00000025800,KPNA6,48,-0.3555,56,-0.3147,53,-0.1761,107,0.96534
ENSG00000084652,TXLNA,39,0.27783,31,-0.2416,24,-0.4938,47,0.60381
ENSG00000160050,CCDC28B,15,-0.5954,19,-0.4411,29,0.49756,35,0.81733
ENSG00000084623,EIF3I,50,-1.0203,111,0.76745,94,-0.0465,50,-1.0164
ENSG00000175130,MARCKSL1,702,2.48800,91,-2.1048,336,1.02297,146,-0.3509
ENSG00000160058,BSDC1,72,0.31292,64,0.39852,33,-0.9133,40,-0.5985
ENSG00000160062,ZBTB8A,5,-1.8485,18,-0.0860,5,-1.9089,47,1.61567
ENSG00000176261,ZBTB8OS,32,-0.0296,32,-0.0093,49,0.67039,17,-0.9913
ENSG00000162521,RBBP4,111,0.16774,96,-0.1832,116,0.23522,101,0.01127
ENSG00000162522,KIAA1522,3,-2.9088,27,0.87837,29,0.34726,12,-1.0588
ENSG00000134684,YARS,43,-1.2356,118,1.35780,42,-1.2796,52,-0.9484
ENSG00000116497,S100PBP,45,1.54260,15,-0.6755,9,-1.0336,20,0.15870
ENSG00000160097,FNDC5,5,-2.8263,37,0.54026,27,-0.3414,45,0.44744
ENSG00000121905,HPCA,27,-2.7655,210,1.45185,109,-0.6897,93,-0.9350
ENSG00000121900,TMEM54,28,-0.4037,34,-0.2355,66,0.99829,27,-0.4290
ENSG00000116514,RNF19B,6,-1.5756,18,0.19340,23,0.46906,18,0.05346
ENSG00000004455,AK2,63,1.28897,24,-0.7385,41,0.56433,18,-0.7420
ENSG00000142920,AZIN2,28,0.29479,24,0.15931,13,-0.8414,23,-0.0162
ENSG00000160094,ZNF362,23,-0.0590,24,0.01951,26,0.16634,21,-0.1693
ENSG00000134686,PHC2,65,0.34073,53,0.00322,34,-0.6826,59,0.17465
ENSG00000163866,SMIM12,26,-1.2903,72,1.12733,54,-0.1819,19,-1.7796
ENSG00000116544,DLGAP3,5,-3.3906,55,0.50820,49,-0.0177,61,0.32493
ENSG00000163867,ZMYM6,23,-0.2221,26,-0.1072,28,0.12567,32,0.30573
ENSG00000116560,SFPQ,581,1.37840,186,-1.2045,186,-0.5164,520,1.17627
ENSG00000146463,ZMYM4,67,0.22391,57,-0.1186,60,0.05243,58,-0.0101
ENSG00000142687,KIAA0319L,65,0.14066,62,0.24504,33,-0.8910,59,-0.0010
ENSG00000020129,NCDN,189,-1.6068,648,1.22201,320,-0.8066,323,-0.7924
ENSG00000126067,PSMB2,80,-0.4754,118,0.49049,68,-0.7286,104,-0.0503
ENSG00000142686,C1orf216,8,-3.3440,100,1.38202,51,-0.7349,55,-0.6111
ENSG00000134698,AGO4,24,0.52464,16,-0.4379,16,-0.1169,24,0.50944
ENSG00000092847,AGO1,54,0.35707,43,-0.0155,46,0.10577,30,-0.5424
ENSG00000126070,AGO3,89,1.25503,32,-1.0427,32,-0.4498,78,1.02185
ENSG00000116863,ADPRHL2,17,0.04314,19,0.68663,10,-0.7043,7,-1.2811
ENSG00000054116,TRAPPC3,21,-1.0042,47,0.66297,33,-0.3335,33,-0.3634
ENSG00000116871,MAP7D1,216,0.31470,186,0.23549,134,-0.4444,124,-0.5624
ENSG00000054118,THRAP3,180,0.55404,110,-0.6129,100,-0.3869,228,0.95636
ENSG00000196182,STK40,7,-1.3444,18,-0.0088,25,0.55924,21,0.27737
ENSG00000181817,LSM10,14,-1.3051,38,0.87291,26,-0.3435,21,-0.6507
ENSG00000116885,OSCP1,2,-3.3028,21,1.15835,16,-0.1484,10,-0.8297
ENSG00000116898,MRPS15,19,-1.1876,44,0.34576,48,0.26199,36,-0.2015
ENSG00000163873,GRIK3,19,0.05456,22,1.06813,8,-1.3167,4,-2.2033
ENSG00000163875,MEAF6,70,-0.9359,149,0.95655,89,-0.5575,71,-0.9106
ENSG00000163877,SNIP1,22,-0.0308,22,-0.0353,20,-0.1762,26,0.26156
ENSG00000116922,C1orf109,9,-0.8733,18,0.82473,12,-0.3789,9,-0.8274
ENSG00000185090,MANEAL,8,-1.5819,27,1.12150,19,-0.2893,10,-1.2229
ENSG00000197982,C1orf122,197,0.54617,132,-0.2932,183,0.42297,106,-0.4526
ENSG00000183431,SF3A3,42,-0.3011,52,0.19161,47,-0.1272,49,-0.0353
ENSG00000183520,UTP11,26,-0.2769,33,0.28843,37,0.25796,18,-0.8392
ENSG00000116954,RRAGC,61,0.24581,52,-0.0067,41,-0.3907,56,0.10053
ENSG00000174574,AKIRIN1,65,-0.4756,97,0.48539,64,-0.4937,77,-0.2171
ENSG00000168653,NDUFS5,183,-1.6203,600,0.76942,539,0.04076,333,-0.7135
ENSG00000127603,MACF1,972,1.98351,180,-1.8291,322,0.01889,628,1.14430
ENSG00000090621,PABPC4,78,0.34480,53,-0.6980,54,-0.2421,126,1.17521
ENSG00000116983,HPCAL4,154,-1.5772,465,0.41687,377,-0.2093,514,0.28768
ENSG00000084072,PPIE,30,-0.2440,36,0.16595,33,-0.0559,32,-0.0975
ENSG00000131236,CAP1,129,-0.1193,142,0.12856,138,-0.0073,124,-0.1805
ENSG00000131238,PPT1,58,-1.3600,155,0.54842,173,0.34130,86,-0.7556
ENSG00000117000,RLF,31,0.95252,16,-0.2480,9,-0.9841,18,0.11100
ENSG00000259943,AL050341.2,9,-1.0308,21,0.72937,18,-0.0381,10,-0.9003
ENSG00000084073,ZMPSTE24,43,0.00240,40,-0.3305,65,0.67352,43,-0.0079
ENSG00000049089,COL9A2,112,3.08811,10,-2.2648,24,0.09500,18,-0.3291
ENSG00000084070,SMAP2,47,-1.4811,137,0.57638,78,-0.7182,150,0.31870
ENSG00000117016,RIMS3,34,-3.1274,338,1.46987,184,-0.6244,148,-0.9550
ENSG00000066136,NFYC,24,-0.9071,50,0.84625,20,-1.2065,40,-0.1569
ENSG00000127124,HIVEP3,11,-0.8933,21,0.31946,31,0.69812,9,-1.1890
ENSG00000198815,FOXJ3,42,-0.9025,88,0.97257,60,-0.3482,32,-1.3105
ENSG00000177181,RIMKLA,4,-3.5239,56,1.06646,50,0.07583,26,-0.9196
ENSG00000127125,PPCS,37,-0.6316,58,0.14297,66,0.25088,54,-0.0667
ENSG00000186409,CCDC30,47,0.42376,23,-1.4886,40,0.14307,112,1.99538
ENSG00000065978,YBX1,154,1.23602,45,-1.6338,150,1.19184,119,0.78765
ENSG00000164008,C1orf50,25,0.14696,24,0.25656,24,0.08099,11,-1.0990
ENSG00000177868,SVBP,30,0.03915,31,0.26820,22,-0.4974,26,-0.2210
ENSG00000117394,SLC2A1,41,-0.4712,45,-0.7746,97,0.93952,95,0.91447
ENSG00000117395,EBNA1BP2,32,-1.1417,77,0.70821,67,-0.0230,42,-0.7669
ENSG00000066322,ELOVL1,96,2.84690,11,-1.9427,27,0.38549,11,-1.0391
ENSG00000159479,MED8,12,-0.9380,27,1.00057,12,-0.9633,15,-0.6139
ENSG00000142949,PTPRF,134,-0.1446,158,0.39209,146,-0.0029,81,-0.9319
ENSG00000066135,KDM4A,27,0.48807,18,-0.4664,12,-0.7258,35,0.92420
ENSG00000126091,ST3GAL3,19,-1.4603,58,1.07547,29,-0.8077,34,-0.5509
ENSG00000117408,IPO13,150,1.43558,55,-0.6722,38,-0.8220,75,0.23413
ENSG00000117410,ATP6V0B,222,-0.7799,440,1.17726,228,-0.7437,133,-1.5599
ENSG00000117411,B4GALT2,53,-0.5584,82,0.47120,84,0.17343,41,-0.9429
ENSG00000159214,CCDC24,9,-1.1968,24,1.31161,9,-1.2291,11,-0.9120
ENSG00000178028,DMAP1,51,-0.4077,75,0.76565,41,-0.7155,40,-0.7826
ENSG00000117419,ERI3,97,-0.3889,134,0.41720,140,0.19296,64,-1.0167
ENSG00000187147,RNF220,124,0.12868,125,0.49453,78,-0.5932,64,-0.8964
ENSG00000142937,RPS8,998,0.75176,527,-0.7397,1062,0.85790,582,-0.1347
ENSG00000070785,EIF2B3,24,-0.4843,37,0.81376,10,-1.7379,29,-0.1643
ENSG00000126107,HECTD3,33,0.91615,17,-0.3956,17,-0.1619,18,-0.0511
ENSG00000126088,UROD,35,-1.3512,96,0.68762,81,-0.0624,61,-0.5124
ENSG00000117450,PRDX1,220,-0.5125,275,-0.4445,623,1.20893,280,-0.1372
ENSG00000117448,AKR1A1,23,-0.7375,43,0.88669,30,-0.3536,17,-1.2142
ENSG00000132780,NASP,261,2.24174,44,-1.7595,39,-1.0269,148,1.13195
ENSG00000159592,GPBP1L1,42,0.37327,33,-0.0009,26,-0.3799,32,-0.0710
ENSG00000159596,TMEM69,14,-0.4548,19,0.09423,23,0.37934,15,-0.2546
ENSG00000086015,MAST2,6,-2.0050,25,0.29695,35,0.61421,21,-0.2337
ENSG00000117461,PIK3R3,7,-1.7673,21,-0.1981,34,0.68649,33,0.62526
ENSG00000085998,POMGNT1,67,0.28885,59,0.26144,52,-0.1202,28,-1.0446
ENSG00000132128,LRRC41,39,-0.1102,45,0.31144,29,-0.5713,40,-0.1022
ENSG00000173660,UQCRH,107,-2.0295,489,1.21411,352,-0.2247,173,-1.3201
ENSG00000117481,NSUN4,26,0.59289,18,0.13001,8,-1.1419,16,-0.1687
ENSG00000117480,FAAH,42,0.36037,36,0.31514,23,-0.5882,21,-0.7354
ENSG00000079277,MKNK1,13,-1.1515,32,0.84198,15,-0.9195,25,-0.1708
ENSG00000123472,ATPAF1,120,-0.5314,181,0.39843,195,0.23367,98,-0.8403
ENSG00000159658,EFCAB14,219,1.31119,77,-1.0430,151,0.65371,105,0.06369
ENSG00000186377,CYP4X1,9,-1.3830,27,1.20776,5,-2.2493,21,-0.1190
ENSG00000162368,CMPK1,139,0.05353,149,0.55801,110,-0.3103,53,-1.4210
ENSG00000162373,BEND5,8,-1.8396,31,0.75879,19,-0.5096,27,-0.0065
ENSG00000162374,ELAVL4,25,-2.9971,226,1.46394,83,-1.2206,137,-0.4497
ENSG00000185104,FAF1,38,-0.3123,48,0.14831,42,-0.1652,50,0.10247
ENSG00000123091,RNF11,244,-1.2179,638,1.10996,386,-0.5118,255,-1.1467
ENSG00000085832,EPS15,161,-0.2726,208,0.44841,199,0.06346,97,-1.0553
