Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000235098,ANKRD65,12,-1.2924,1,-4.2157,27,-0.0563,16,-0.8773,62,1.33487,53,1.06710,36,0.42266
ENSG00000179403,VWA1,12,-1.5522,80,1.47046,16,-1.4166,4,-3.3047,155,2.84863,23,-0.5862,26,-0.3970
ENSG00000205090,TMEM240,12,-1.0232,3,-3.0778,30,0.65863,27,0.27631,2,-3.6753,38,0.79348,25,0.14561
ENSG00000160075,SSU72,12,-3.3681,39,-1.6392,173,1.07003,98,-0.2820,100,-0.2271,107,-0.1204,122,0.09410
ENSG00000228594,FNDC10,12,-1.1573,2,-3.3815,33,0.60442,32,0.39554,5,-2.2234,48,1.03673,18,-0.5174
ENSG00000197530,MIB2,12,-1.2828,10,-1.5663,36,0.64936,32,0.24673,11,-1.4139,49,0.91640,15,-0.8777
ENSG00000248333,CDK11B,12,-1.9921,132,1.85144,36,-0.4541,51,0.23340,56,0.35341,37,-0.2902,9,-2.2958
ENSG00000008128,CDK11A,12,-1.3781,99,2.11563,15,-1.3280,32,0.14590,35,0.29348,11,-1.5201,44,0.64201
ENSG00000215790,SLC35E2A,12,-0.9958,31,0.51402,12,-1.2114,30,0.47725,20,-0.1742,33,0.57092,46,1.15728
ENSG00000078369,GNB1,267,-0.7915,88,-2.4444,558,0.55045,420,-0.1013,285,-0.6939,633,0.56924,552,0.34528
ENSG00000187730,GABRD,12,-3.8548,30,-2.5071,286,1.66221,191,0.30305,20,-3.0831,90,-0.8937,96,-0.8091
ENSG00000067606,PRKCZ,220,0.18296,109,-0.9122,251,0.59691,162,-0.3347,150,-0.4262,201,0.03732,155,-0.3691
ENSG00000162585,FAAP20,12,-1.3159,23,-0.3207,29,0.06467,9,-1.7412,34,0.29470,55,1.09317,52,0.99064
ENSG00000157933,SKI,12,-1.8425,70,0.89301,20,-1.3446,46,0.22605,53,0.42539,68,0.84468,70,0.88230
ENSG00000157916,RER1,12,-1.9331,9,-2.3610,66,1.11725,34,-0.4225,44,0.03242,42,-0.0478,37,-0.2275
ENSG00000157870,PRXL2B,12,-1.7632,5,-2.8780,55,0.94891,28,-0.5164,48,0.37243,59,0.69907,19,-1.0956
ENSG00000158109,TPRG1L,200,0.10037,47,-2.0748,285,1.11296,142,-0.4771,56,-1.8404,195,0.05725,141,-0.4511
ENSG00000130764,LRRC47,12,-2.6155,35,-1.0135,99,0.95688,69,0.00330,57,-0.2913,63,-0.1251,52,-0.4284
ENSG00000116198,CEP104,12,-2.0657,117,1.53122,22,-1.4455,49,0.07263,148,1.98901,35,-0.4683,19,-1.3386
ENSG00000196581,AJAP1,12,-2.2266,33,-0.7132,52,-0.0140,117,1.59615,27,-1.0095,39,-0.4529,25,-1.1559
ENSG00000069424,KCNAB2,12,-3.8589,10,-4.0982,283,1.53578,130,-0.4102,57,-1.6193,206,0.35515,137,-0.2912
ENSG00000116254,CHD5,25,-3.4696,255,-0.0181,223,-0.3248,550,1.50251,121,-1.1598,344,0.46180,107,-1.3546
ENSG00000116251,RPL22,98,-2.1574,223,-0.9266,398,-0.0470,310,-0.4643,695,0.87861,707,0.90926,536,0.44523
ENSG00000116237,ICMT,12,-1.7574,20,-0.9633,58,1.07417,23,-0.8283,22,-0.8695,59,0.70875,30,-0.3493
ENSG00000097021,ACOT7,15,-3.5983,68,-1.4188,318,1.85151,152,-0.2026,40,-2.1915,89,-1.0110,97,-0.8727
ENSG00000215788,TNFRSF25,12,-1.0690,3,-2.8437,19,-0.5006,46,1.25667,2,-3.1647,25,0.09779,53,1.30890
ENSG00000171680,PLEKHG5,12,-0.9232,6,-1.8924,33,1.10438,27,0.41824,0,-7.2787,16,-0.4809,18,-0.2834
ENSG00000162408,NOL9,12,-1.4447,17,-0.9236,30,-0.0411,41,0.50353,32,0.07406,47,0.69464,28,-0.1380
ENSG00000162413,KLHL21,12,-1.1920,15,-0.8000,34,0.66648,16,-0.8395,20,-0.3877,30,0.20676,41,0.74111
ENSG00000007923,DNAJC11,12,-1.7494,14,-1.4577,49,0.65024,32,-0.2767,46,0.30712,51,0.46736,32,-0.2691
ENSG00000171735,CAMTA1,1003,1.03339,263,-1.1008,447,-0.3943,889,0.95579,293,-0.9371,441,-0.3058,335,-0.7305
ENSG00000049246,PER3,12,-1.8752,52,0.36054,29,-0.7193,62,0.75399,64,0.69205,33,-0.3517,54,0.41539
ENSG00000116288,PARK7,19,-3.5664,28,-2.9726,346,1.40518,144,-0.6317,134,-0.6912,248,0.27756,195,-0.1053
ENSG00000116285,ERRFI1,12,-1.0188,6,-2.0493,30,0.59540,28,0.33614,9,-1.3393,21,-0.1511,32,0.53220
ENSG00000162426,SLC45A1,12,-1.1526,5,-2.3319,45,1.61587,19,-0.5093,14,-0.8706,11,-1.1839,20,-0.3688
ENSG00000142599,RERE,12,-3.5454,256,1.11527,112,-0.3230,173,0.51601,120,-0.1332,141,0.13116,109,-0.2721
ENSG00000074800,ENO1,198,-1.0369,121,-1.7778,508,0.67066,153,-1.5203,232,-0.7967,473,0.31824,904,1.42497
ENSG00000171612,SLC25A33,12,-1.4295,12,-1.3449,22,-0.6700,12,-1.4754,12,-1.4022,42,0.50855,145,2.89813
ENSG00000171603,CLSTN1,389,-0.8549,192,-1.9122,1028,1.11414,729,0.13549,301,-1.2429,391,-0.8483,590,-0.2134
ENSG00000178585,CTNNBIP1,12,-1.2678,18,-0.6372,30,0.24167,15,-0.9480,34,0.36098,36,0.41558,49,0.94797
ENSG00000162441,LZIC,12,-2.5415,140,1.27482,47,-0.6964,51,-0.4360,155,1.45005,66,0.00643,58,-0.1889
ENSG00000130939,UBE4B,85,0.74251,85,0.73775,59,0.20372,41,-0.4752,35,-0.6858,46,-0.2522,25,-1.1526
ENSG00000054523,KIF1B,844,0.65460,798,0.56218,401,-0.7094,634,0.21027,887,0.73811,355,-0.7175,444,-0.3752
ENSG00000142657,PGD,12,-2.1715,22,-1.2386,86,1.47134,34,-0.6922,29,-0.8501,42,-0.2795,42,-0.3029
ENSG00000241563,CORT,24307,9.47981,21,-6.8461,51,-6.0797,21,-6.9849,8,-8.1500,14,-7.4571,46,-5.7196
ENSG00000160049,DFFA,182,1.41541,99,0.37795,40,-1.3280,52,-0.7005,177,1.36060,60,-0.4275,82,0.07328
ENSG00000120948,TARDBP,191,1.02025,108,0.08032,87,-0.3677,108,0.09745,118,0.22340,74,-0.5021,75,-0.4949
ENSG00000116649,SRM,12,-1.8969,0,-8.6733,67,1.28350,23,-0.9936,23,-0.9153,41,-0.0243,70,0.83708
ENSG00000171824,EXOSC10,12,-1.6910,61,0.84682,29,-0.5023,42,0.25008,39,0.11392,42,0.22668,48,0.42865
ENSG00000198793,MTOR,12,-1.9579,44,0.00574,52,0.41562,61,0.60622,17,-1.3971,36,-0.3209,42,-0.0575
ENSG00000116661,FBXO2,12,-3.6123,23,-2.6802,167,0.48349,62,-1.2885,106,-0.3979,297,1.30248,271,1.14055
ENSG00000132879,FBXO44,25,-1.5529,28,-1.3533,111,1.28447,67,-0.0717,10,-2.8087,83,0.28613,38,-0.9213
ENSG00000177000,MTHFR,151,2.57925,28,-0.4072,23,-0.9417,27,-0.4832,23,-0.6807,24,-0.6237,28,-0.4164
ENSG00000011021,CLCN6,12,-2.6283,52,-0.4440,83,0.42631,66,-0.0936,75,0.12523,108,0.72636,52,-0.4411
ENSG00000116685,KIAA2013,12,-1.4000,48,0.74778,27,-0.2305,19,-0.7223,50,0.81882,17,-0.8295,56,1.03711
ENSG00000116688,MFN2,12,-3.4793,88,-0.5435,167,0.72973,128,0.04324,99,-0.3567,122,-0.0291,126,0.02491
ENSG00000048707,VPS13D,118,0.23460,118,0.24378,96,-0.1287,118,0.26216,73,-0.5220,63,-0.7259,126,0.35013
ENSG00000116731,PRDM2,236,-0.1810,298,0.18555,213,-0.4744,498,1.21779,239,-0.1644,174,-0.6599,126,-1.1466
ENSG00000189337,KAZN,12,-2.7873,117,0.66957,85,0.22917,57,-0.5058,113,0.61668,78,0.01402,74,-0.0628
ENSG00000142634,EFHD2,235,1.70302,91,0.08091,90,0.10065,61,-0.5897,49,-0.8860,86,-0.0097,8,-3.5510
ENSG00000116138,DNAJC16,12,-1.7824,34,-0.1899,48,0.52215,46,0.31128,34,-0.2031,31,-0.3588,31,-0.3656
ENSG00000197312,DDI2,12,-1.8324,51,0.38332,50,0.51250,50,0.38585,53,0.45498,15,-1.5006,12,-1.7686
ENSG00000116786,PLEKHM2,12,-3.1689,52,-1.0109,100,-0.0165,117,0.26651,129,0.39516,183,0.98541,98,-0.0456
ENSG00000065526,SPEN,84,-1.3568,583,1.81485,91,-1.5577,325,0.88315,257,0.37860,116,-0.8652,183,-0.1665
ENSG00000116809,ZBTB17,12,-1.1026,23,-0.1232,22,-0.2279,8,-1.6644,55,1.33174,47,1.07625,28,0.19572
ENSG00000055070,SZRD1,12,-1.1775,45,0.90602,17,-0.8571,9,-1.6298,59,1.38566,43,0.84312,38,0.62709
ENSG00000159363,ATP13A2,12,-3.0494,20,-2.2718,165,1.68808,66,-0.5848,9,-3.3542,110,0.26974,75,-0.3358
ENSG00000117118,SDHB,12,-1.9167,8,-2.4878,75,1.60378,28,-0.6804,21,-1.0568,40,-0.0832,32,-0.4505
ENSG00000117115,PADI2,12,-2.7634,160,1.23454,19,-2.4879,7,-3.6574,365,2.94128,67,-0.1878,143,1.03562
ENSG00000179051,RCC2,12,-1.0790,24,-0.0208,31,0.57595,34,0.62689,17,-0.5732,9,-1.4007,13,-0.9218
ENSG00000117154,IGSF21,12,-2.1268,24,-1.1001,73,1.04072,39,-0.3756,19,-1.4642,58,0.25602,57,0.22757
ENSG00000159423,ALDH4A1,12,-0.9956,9,-1.3175,15,-0.7869,8,-1.6203,12,-0.9584,79,2.18004,60,1.63264
ENSG00000127481,UBR4,12,-2.3521,140,1.50488,34,-1.0218,109,1.25193,31,-0.9516,50,-0.2082,41,-0.5196
ENSG00000127463,EMC1,69,0.79825,43,0.03912,48,0.33480,40,-0.0702,12,-1.8312,28,-0.6106,35,-0.2743
ENSG00000053372,MRTO4,33,-0.2869,19,-1.1228,47,0.37806,40,-0.0191,34,-0.2403,46,0.21802,41,0.02061
ENSG00000077549,CAPZB,428,1.49347,96,-0.9416,192,0.19487,124,-0.6082,106,-0.7891,110,-0.7378,188,0.10123
ENSG00000173436,MICOS10,12,-4.1491,22,-3.2507,310,1.21365,108,-0.9993,205,0.05926,295,0.65106,182,-0.1262
ENSG00000158747,NBL1,12,-3.2500,33,-1.7588,143,0.73517,119,0.19719,68,-0.6999,138,0.41883,110,0.06079
ENSG00000162545,CAMK2N1,1033,-0.5932,352,-2.2056,1375,-0.2083,1620,0.12290,1071,-0.5380,3656,1.49472,1772,0.25458
ENSG00000158828,PINK1,207,-0.8534,68,-2.5034,580,1.31798,221,-0.8146,180,-1.0629,428,0.28136,302,-0.2729
ENSG00000244038,DDOST,12,-1.2632,13,-1.0687,35,0.63617,18,-0.6636,18,-0.6245,13,-1.1289,66,1.46607
ENSG00000189410,SH2D5,12,-1.8633,2,-4.4624,59,0.94021,49,0.31301,21,-1.0109,58,0.56325,24,-0.8266
ENSG00000127483,HP1BP3,175,-0.8196,617,1.21953,177,-1.0380,469,0.85634,393,0.45110,185,-0.7324,248,-0.2846
ENSG00000075151,EIF4G3,184,-0.7847,429,0.54413,328,0.16038,482,0.85038,171,-0.8960,123,-1.3902,183,-0.7988
ENSG00000076864,RAP1GAP,220,0.92001,36,-1.8953,182,0.96674,99,-0.3998,57,-1.1987,99,-0.3657,40,-1.7328
ENSG00000090686,USP48,623,2.64507,183,0.35805,72,-1.3782,132,-0.1886,152,0.05199,54,-1.5336,50,-1.6496
ENSG00000070831,CDC42,12,-3.9117,99,-0.8097,253,1.08797,141,-0.2999,154,-0.1311,85,-1.0417,199,0.27670
ENSG00000004487,KDM1A,58,-0.1931,64,-0.0337,84,0.59711,70,0.10284,24,-1.5154,35,-0.9534,66,0.00811
ENSG00000169641,LUZP1,12,-4.0801,138,-0.4866,222,0.39489,370,1.32209,49,-2.0311,111,-0.8243,132,-0.5485
ENSG00000125944,HNRNPR,12,-3.5885,190,0.55970,126,-0.1330,158,0.28703,247,1.00077,78,-0.8294,129,-0.0624
ENSG00000142676,RPL11,389,0.15204,107,-1.8099,365,0.07612,134,-1.5817,555,0.73396,551,0.72293,556,0.73811
ENSG00000011007,ELOA,12,-1.4237,20,-0.6744,22,-0.6527,44,0.68511,47,0.70543,32,0.10267,46,0.68029
ENSG00000057757,PITHD1,12,-3.5805,53,-1.3971,218,1.34656,90,-0.6566,121,-0.1563,96,-0.5184,134,0.01236
ENSG00000011009,LYPLA2,12,-0.9692,5,-2.0497,32,0.95271,26,0.29274,3,-3.0197,23,0.07551,20,-0.1787
ENSG00000189266,PNRC2,12,-2.2253,35,-0.6280,57,0.19856,50,-0.0813,81,0.69536,56,0.10469,65,0.33800
ENSG00000188529,SRSF10,12,-2.7710,114,0.65317,72,-0.1441,94,0.37301,66,-0.2293,80,0.06811,94,0.33295
ENSG00000001461,NIPAL3,193,0.07266,370,1.15906,136,-0.6275,158,-0.2615,467,1.58149,76,-1.3505,56,-1.8048
ENSG00000133226,SRRM1,12,-4.3164,913,2.57689,124,-1.1558,252,0.22687,253,0.20988,112,-1.0537,149,-0.6175
ENSG00000169504,CLIC4,12,-2.0790,76,0.76431,14,-2.2515,3,-4.0457,269,3.37913,33,-0.5827,73,0.68815
ENSG00000117614,SYF2,380,1.63468,158,0.13294,84,-1.1037,131,-0.1777,220,0.67396,134,-0.1282,110,-0.4417
ENSG00000117616,RSRP1,12,-2.9431,197,1.38917,73,-0.3555,138,0.89173,49,-0.8682,49,-0.8524,70,-0.3125
ENSG00000183726,TMEM50A,176,1.36360,31,-1.4050,89,0.30009,54,-0.6060,84,0.11330,48,-0.7446,55,-0.5332
ENSG00000204178,MACO1,12,-2.6083,142,1.22002,61,-0.2451,90,0.50622,105,0.69883,21,-1.7431,46,-0.6206
ENSG00000117643,MAN1C1,12,-1.9035,12,-1.8617,70,1.42411,43,0.01977,8,-2.3899,26,-0.7455,38,-0.1430
ENSG00000162430,SELENON,12,-1.2487,42,0.70771,25,-0.1590,11,-1.3793,44,0.77871,33,0.33966,43,0.74129
ENSG00000117640,MTFR1L,12,-2.4069,14,-2.1377,82,0.80015,60,0.00615,30,-1.0324,61,0.04249,91,0.67995
ENSG00000117632,STMN1,1503,0.46603,652,-0.8461,1636,0.97241,929,-0.3321,799,-0.5347,472,-1.3353,552,-1.0976
ENSG00000158008,EXTL1,12,-1.6538,13,-1.5269,55,1.17996,31,-0.2401,16,-1.1847,44,0.32529,23,-0.6574
ENSG00000142684,ZNF593,12,-1.6896,33,-0.1317,52,0.93166,31,-0.2625,15,-1.3035,32,-0.1882,36,-0.0363
ENSG00000142669,SH3BGRL3,12,-3.2486,72,-0.5966,162,1.12540,48,-1.2976,119,0.17976,132,0.35245,87,-0.3067
ENSG00000198830,HMGN2,18,-2.9859,164,0.28726,110,-0.4797,79,-0.9307,315,1.39669,213,0.71657,203,0.63157
ENSG00000117713,ARID1A,12,-3.0366,182,1.10921,66,-0.6988,98,0.10002,126,0.48607,101,0.12713,140,0.66024
ENSG00000090273,NUDC,27,-2.9474,92,-1.1251,261,0.77305,150,-0.4247,187,-0.0416,239,0.35101,223,0.23972
ENSG00000253368,TRNP1,12,-1.7226,13,-1.6223,75,1.92861,30,-0.4358,8,-2.3697,13,-1.6530,27,-0.5687
ENSG00000142784,WDTC1,12,-1.1372,26,0.03829,26,0.06267,21,-0.2740,15,-0.7679,48,1.04785,30,0.26991
ENSG00000186501,TMEM222,12,-1.7974,42,0.09686,42,0.11889,30,-0.4814,89,1.34639,32,-0.3385,34,-0.2176
ENSG00000158195,WASF2,124,0.79527,157,1.20467,12,-3.1368,10,-3.0903,291,2.41085,67,-0.2026,127,0.83367
ENSG00000126705,AHDC1,12,-2.3256,102,0.97886,58,0.08535,77,0.56784,21,-1.4965,57,0.02655,39,-0.5504
ENSG00000126709,IFI6,12,-2.6507,19,-1.9810,115,1.35489,26,-1.6220,48,-0.5828,71,0.02547,111,0.74532
ENSG00000009780,FAM76A,12,-1.1820,33,0.38577,15,-1.0476,38,0.70590,52,1.14686,19,-0.4796,32,0.32638
ENSG00000117758,STX12,49,-1.0729,74,-0.4484,113,0.30648,90,-0.1632,153,0.70929,80,-0.3283,101,0.02568
ENSG00000117751,PPP1R8,12,-1.2701,33,0.30029,29,0.14200,12,-1.3106,46,0.85135,31,0.19050,38,0.53233
ENSG00000117748,RPA2,12,-1.6954,16,-1.2169,47,0.58733,30,-0.3112,26,-0.5425,31,-0.2572,70,1.06993
ENSG00000126698,DNAJC8,12,-4.2229,253,0.31657,208,-0.0027,308,0.73150,242,0.24482,150,-0.5054,182,-0.2124
ENSG00000130770,ATP5IF1,770,1.15902,76,-2.4333,552,0.94568,220,-0.9318,202,-0.9886,198,-1.0212,320,-0.2806
ENSG00000204138,PHACTR4,12,-1.9883,163,2.29263,11,-2.5156,36,-0.3728,95,1.24334,45,0.02634,62,0.51988
ENSG00000198492,YTHDF2,12,-3.1586,81,-0.3307,146,0.99496,128,0.45455,53,-0.9746,57,-0.8497,53,-0.9762
ENSG00000159023,EPB41,12,-1.2583,16,-0.7807,23,-0.3717,53,1.27045,1,-4.0365,23,-0.2283,50,0.98096
ENSG00000116350,SRSF4,12,-3.0155,173,1.07238,68,-0.6036,110,0.35414,143,0.74326,81,-0.1727,94,0.06417
ENSG00000116353,MECR,12,-1.0674,6,-2.0108,38,1.25893,17,-0.5250,7,-1.8840,33,0.50313,18,-0.4471
ENSG00000162511,LAPTM5,12,-1.4102,14,-1.1194,16,-1.2121,10,-1.6879,95,1.97680,63,1.20633,63,1.20590
ENSG00000162512,SDC3,12,-3.3601,110,-0.0698,97,-0.3669,116,0.02437,122,0.10557,110,-0.0597,287,1.55662
ENSG00000134644,PUM1,467,1.33866,198,-0.0955,164,-0.5220,267,0.43332,150,-0.5255,129,-0.7527,176,-0.2797
ENSG00000121766,ZCCHC17,12,-3.3704,137,0.27912,125,0.18647,169,0.70202,117,0.02364,80,-0.5674,85,-0.4739
ENSG00000121769,FABP3,167,1.49845,2,-4.9367,119,1.55209,30,-1.3624,14,-2.3246,22,-1.7063,16,-2.1977
ENSG00000162517,PEF1,12,-2.3645,36,-0.7339,97,1.45964,31,-1.0437,33,-0.8455,65,0.19848,38,-0.6443
ENSG00000084636,COL16A1,12,-1.9789,127,1.79758,26,-1.0590,15,-1.6923,75,0.86262,50,0.18751,89,1.15023
ENSG00000121753,ADGRB2,312,0.74600,63,-1.7311,267,0.76218,175,-0.2104,48,-2.1315,201,0.03016,128,-0.6766
ENSG00000184007,PTP4A2,17,-4.1781,590,1.21929,181,-0.9207,224,-0.4053,965,2.16076,267,-0.0978,111,-1.4353
ENSG00000121774,KHDRBS1,12,-3.5936,107,-0.3542,150,0.24484,154,0.24332,170,0.37107,115,-0.2501,171,0.37998
ENSG00000025800,KPNA6,12,-3.1086,126,0.42605,110,0.30509,108,0.19935,92,-0.0775,87,-0.1694,90,-0.1108
ENSG00000084652,TXLNA,12,-1.3697,42,0.56890,30,0.06834,35,0.29519,20,-0.5708,28,-0.0806,31,0.07293
ENSG00000084623,EIF3I,12,-2.8349,20,-2.0570,123,1.15045,53,-0.6911,87,0.14405,67,-0.2801,94,0.26028
ENSG00000175130,MARCKSL1,283,0.51250,407,1.12725,57,-2.3379,27,-3.1373,894,2.69858,221,0.11193,178,-0.2306
ENSG00000160058,BSDC1,12,-2.2692,63,0.25258,56,0.05919,56,0.06925,83,0.69505,51,-0.1083,52,-0.0741
ENSG00000176261,ZBTB8OS,12,-1.1964,12,-1.1968,38,0.96446,20,-0.4524,11,-1.3027,22,-0.2533,38,0.61892
ENSG00000162521,RBBP4,112,-0.1620,116,-0.1038,125,0.01975,135,0.14705,104,-0.2759,117,-0.1011,146,0.26039
ENSG00000134684,YARS,175,0.77699,40,-1.4959,163,1.07899,75,-0.6263,39,-1.5683,80,-0.4628,55,-1.0384
ENSG00000160097,FNDC5,12,-1.4505,12,-1.3963,45,0.98368,44,0.62514,0,-7.4741,32,0.04691,16,-0.9837
ENSG00000121905,HPCA,171,0.68371,6,-4.1682,176,1.21330,77,-0.6263,25,-2.2685,94,-0.2749,78,-0.5562
ENSG00000004455,AK2,12,-1.5112,47,0.58772,28,-0.3049,17,-1.0520,61,1.02862,36,0.18696,54,0.82785
ENSG00000160094,ZNF362,12,-1.0026,12,-0.9316,24,0.13313,27,0.32169,32,0.51410,27,0.27384,17,-0.4728
ENSG00000134686,PHC2,12,-2.2273,81,0.70735,50,-0.1079,30,-0.9074,122,1.41146,32,-0.7573,70,0.45198
ENSG00000163866,SMIM12,170,1.77332,18,-1.7822,80,0.71111,30,-1.1411,21,-1.5995,34,-0.8974,39,-0.6673
ENSG00000116544,DLGAP3,12,-1.9011,2,-4.0300,46,0.21517,35,-0.3208,14,-1.6844,104,1.52138,77,0.98037
ENSG00000163867,ZMYM6,12,-1.2799,31,0.17246,28,0.05970,29,0.06697,21,-0.4323,29,0.07370,41,0.61552
ENSG00000116560,SFPQ,399,0.23938,1039,1.92162,198,-1.1079,413,0.32957,232,-0.6131,197,-0.8634,296,-0.2345
ENSG00000146463,ZMYM4,185,1.26081,53,-0.7479,56,-0.8933,123,0.63390,81,-0.1173,64,-0.4672,102,0.26020
ENSG00000142687,KIAA0319L,12,-2.5763,49,-0.4698,68,0.03327,72,0.12024,88,0.44637,80,0.28738,91,0.50060
ENSG00000020129,NCDN,44,-3.3073,37,-3.5431,763,1.97732,351,-0.2313,102,-2.0682,242,-0.7805,228,-0.8747
ENSG00000126067,PSMB2,12,-2.7162,68,-0.1243,102,0.82622,66,-0.1891,61,-0.3022,54,-0.4733,75,0.02545
ENSG00000142686,C1orf216,12,-2.9535,12,-2.9764,161,1.84780,83,-0.0740,37,-1.2816,49,-0.8913,35,-1.3850
ENSG00000092847,AGO1,12,-2.0897,66,0.50583,45,-0.1494,54,0.21163,47,-0.0207,51,0.08500,65,0.47994
ENSG00000126070,AGO3,12,-2.6449,207,1.86775,42,-1.0182,91,0.47872,64,-0.1343,38,-0.9569,99,0.55244
ENSG00000054116,TRAPPC3,12,-1.6384,13,-1.5203,59,1.42236,25,-0.5501,10,-1.9312,14,-1.4011,53,0.65948
ENSG00000116871,MAP7D1,12,-4.2155,346,0.84066,211,0.04460,145,-0.6065,427,1.20442,222,0.11209,136,-0.6540
ENSG00000054118,THRAP3,12,-3.9820,235,0.46001,127,-0.6825,308,1.06543,211,0.28742,149,-0.2630,208,0.26244
ENSG00000181817,LSM10,12,-1.1606,13,-1.0529,44,1.54822,9,-1.6902,6,-2.0230,30,0.24093,26,0.00932
ENSG00000116898,MRPS15,12,-1.4928,2,-3.8600,54,1.48400,20,-0.7667,15,-1.1483,24,-0.4064,40,0.37587
ENSG00000163873,GRIK3,12,-0.9833,29,0.42097,26,0.28809,32,0.64424,19,-0.2296,21,-0.0888,0,-7.6836
ENSG00000163875,MEAF6,195,0.77836,41,-1.6391,163,0.74766,111,-0.1563,75,-0.7368,68,-0.8886,78,-0.6805
ENSG00000134697,GNL2,12,-1.1448,22,-0.2027,27,0.14270,38,0.72784,28,0.14783,17,-0.5856,16,-0.6804
ENSG00000197982,C1orf122,12,-3.4387,53,-1.2583,128,0.13590,53,-1.3521,232,1.07153,213,0.92639,202,0.83733
ENSG00000183431,SF3A3,12,-2.0839,42,-0.1808,52,0.19040,59,0.39362,50,0.06398,36,-0.4446,59,0.33697
ENSG00000183520,UTP11,12,-1.4485,13,-1.3109,30,-0.0299,47,0.78952,30,-0.0284,27,-0.2155,41,0.46065
ENSG00000116954,RRAGC,12,-2.1304,80,0.78941,64,0.62431,26,-1.0381,51,0.05371,32,-0.6442,60,0.30806
ENSG00000174574,AKIRIN1,12,-3.0549,113,0.30887,98,0.12951,92,-0.0201,138,0.64443,112,0.29813,70,-0.4364
ENSG00000168653,NDUFS5,594,0.42556,63,-2.9643,647,0.89925,290,-0.7628,307,-0.6154,447,-0.0291,435,-0.0751
ENSG00000127603,MACF1,511,-0.1432,1788,2.03274,189,-2.0277,602,0.13100,615,0.15000,268,-1.1352,1013,0.97795
ENSG00000090621,PABPC4,12,-2.5153,115,0.95201,46,-0.6953,68,0.10510,125,1.09720,76,0.26349,59,-0.1333
ENSG00000116983,HPCAL4,12,-4.5943,113,-1.3675,282,0.05321,454,0.94281,214,-0.3979,386,0.54372,270,-0.0287
ENSG00000084072,PPIE,13,-1.3645,15,-1.0956,48,1.11495,24,-0.4645,25,-0.3298,34,0.09960,19,-0.7636
ENSG00000131236,CAP1,171,0.21815,92,-0.7444,167,0.25794,98,-0.7047,183,0.31915,148,-0.0150,185,0.34336
ENSG00000131238,PPT1,204,0.70678,33,-2.0856,177,0.73601,95,-0.5547,69,-0.9933,76,-0.8459,170,0.40734
ENSG00000117000,RLF,12,-1.7978,69,0.91749,27,-0.7293,82,1.45808,33,-0.2627,20,-1.0031,23,-0.8286
ENSG00000084073,ZMPSTE24,213,2.38532,28,-1.0703,50,-0.2715,23,-1.4777,45,-0.3503,39,-0.5604,49,-0.2025
ENSG00000084070,SMAP2,588,1.83892,79,-1.4417,197,-0.0681,280,0.59270,64,-1.7398,68,-1.6593,83,-1.3608
ENSG00000117016,RIMS3,12,-3.9976,17,-3.5459,273,1.05136,186,0.02825,57,-1.7667,263,0.58816,199,0.13785
