Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to11,Feature log2 fold change topic 5to11
ENSG00000271895,AL109811.2,11,-0.1038,7,-0.9723,14,0.60499
ENSG00000116649,SRM,36,-0.8093,58,-0.0079,65,0.45969
ENSG00000171824,EXOSC10,40,0.34953,23,-0.5646,33,0.07759
ENSG00000198793,MTOR,20,-1.2294,30,-0.5901,52,1.05929
ENSG00000116661,FBXO2,203,-0.0013,227,0.19497,196,-0.1283
ENSG00000132879,FBXO44,21,-1.8564,63,-0.1087,81,0.94656
ENSG00000177000,MTHFR,10,-0.5389,9,-0.8094,17,0.81485
ENSG00000011021,CLCN6,22,-1.1960,31,-0.6825,57,1.10377
ENSG00000116685,KIAA2013,33,0.43831,19,-0.5475,26,0.00143
ENSG00000083444,PLOD1,30,1.29241,11,-0.5070,12,-0.7362
ENSG00000116688,MFN2,67,-0.4758,77,-0.2516,98,0.44905
ENSG00000048707,VPS13D,45,-0.7383,54,-0.4235,81,0.70401
ENSG00000162496,DHRS3,42,1.55095,22,0.27945,12,-1.4331
ENSG00000116731,PRDM2,130,-0.6427,167,-0.2271,215,0.52560
ENSG00000189337,KAZN,67,0.05485,53,-0.3727,68,0.18812
ENSG00000142634,EFHD2,40,-0.9272,71,0.01831,79,0.49602
ENSG00000116138,DNAJC16,19,-0.6183,15,-1.0574,34,0.99414
ENSG00000197312,DDI2,25,-0.2268,17,-0.8619,33,0.63830
ENSG00000116786,PLEKHM2,49,-0.7507,146,1.26430,64,-0.6031
ENSG00000065526,SPEN,200,1.02704,56,-1.2042,110,-0.2203
ENSG00000116809,ZBTB17,17,-0.0070,15,-0.1615,17,0.10584
ENSG00000037637,FBXO42,11,-0.9782,9,-1.2880,26,1.33407
ENSG00000055070,SZRD1,44,1.47845,24,0.25761,13,-1.3463
ENSG00000219481,NBPF1,25,1.22696,9,-0.6050,11,-0.6319
ENSG00000159363,ATP13A2,28,-1.8990,78,-0.2955,115,1.10818
ENSG00000117118,SDHB,58,-0.5927,74,-0.1662,91,0.45840
ENSG00000117115,PADI2,239,3.54656,29,-1.1767,17,-2.9130
ENSG00000179051,RCC2,15,-0.3856,13,-0.6646,22,0.63990
ENSG00000074964,ARHGEF10L,8,-0.6209,14,0.33331,12,0.11758
ENSG00000117154,IGSF21,21,-1.8963,49,-0.5768,88,1.32238
ENSG00000159423,ALDH4A1,28,0.58561,35,1.03564,14,-1.1732
ENSG00000127481,UBR4,38,0.08217,17,-1.1765,41,0.55552
ENSG00000127463,EMC1,18,-0.5301,13,-0.9677,29,0.89227
ENSG00000053372,MRTO4,19,-1.1142,38,-0.0037,43,0.59461
ENSG00000053371,AKR7A2,58,1.17750,30,-0.0789,24,-0.8553
ENSG00000077549,CAPZB,123,-0.6431,164,-0.1656,201,0.48495
ENSG00000173436,MICOS10,226,-0.5947,504,0.84525,296,-0.3036
ENSG00000158747,NBL1,61,-1.1544,130,0.10795,138,0.52680
ENSG00000169914,OTUD3,6,-1.5971,13,-0.3439,19,1.04035
ENSG00000162545,CAMK2N1,1138,-0.5672,2902,1.16419,1340,-0.5926
ENSG00000090432,MUL1,22,0.32776,7,-1.5247,21,0.48600
ENSG00000183114,FAM43B,4,-2.3810,14,-0.5792,26,1.47625
ENSG00000158828,PINK1,206,-1.2075,444,0.06929,485,0.57782
ENSG00000244038,DDOST,25,-0.4698,22,-0.7221,39,0.72434
ENSG00000117245,KIF17,1,-3.3625,14,-0.1645,20,1.31654
ENSG00000189410,SH2D5,1,-3.9023,24,0.24914,26,0.98874
ENSG00000127483,HP1BP3,334,0.86700,158,-0.4918,190,-0.3705
ENSG00000075151,EIF4G3,176,-0.7509,126,-1.2822,345,1.18937
ENSG00000117298,ECE1,33,1.56730,10,-0.5601,11,-0.9693
ENSG00000162551,ALPL,3,-2.1816,11,-0.0141,14,0.95991
ENSG00000076864,RAP1GAP,21,-2.4111,78,-0.3728,124,1.31686
ENSG00000090686,USP48,97,0.44232,34,-1.3229,82,0.32341
ENSG00000070831,CDC42,166,-0.2671,113,-0.8996,225,0.68440
ENSG00000173372,C1QA,15,0.00043,37,1.92037,8,-1.6294
ENSG00000173369,C1QB,23,0.32972,44,1.66698,11,-1.5877
ENSG00000133216,EPHB2,21,0.78414,8,-0.9844,14,-0.0872
ENSG00000004487,KDM1A,30,-1.0628,35,-0.7796,70,1.09756
ENSG00000169641,LUZP1,44,-1.8712,100,-0.5923,181,1.32504
ENSG00000125944,HNRNPR,179,0.61205,74,-0.9116,129,0.02782
ENSG00000117318,ID3,78,3.62096,11,-0.9255,5,-3.1670
ENSG00000142676,RPL11,933,1.05906,663,0.38462,386,-1.0465
ENSG00000011007,ELOA,46,1.05822,15,-0.9823,24,-0.3266
ENSG00000057757,PITHD1,68,-0.9953,116,-0.1081,141,0.61862
ENSG00000011009,LYPLA2,8,-1.5017,18,-0.1862,24,0.88616
ENSG00000117308,GALE,2,-2.4214,7,-0.8850,17,1.72667
ENSG00000117305,HMGCL,22,0.94558,12,-0.1790,11,-0.5980
ENSG00000189266,PNRC2,75,0.57602,49,-0.1974,50,-0.2893
ENSG00000188529,SRSF10,84,0.33597,52,-0.5042,71,0.05725
ENSG00000001460,STPG1,7,-0.7800,8,-0.5214,13,0.78810
ENSG00000001461,NIPAL3,210,0.82704,68,-1.1273,133,-0.0709
ENSG00000133226,SRRM1,299,0.94458,114,-0.7890,167,-0.3032
ENSG00000169504,CLIC4,190,3.97982,14,-1.8016,11,-3.1783
ENSG00000117614,SYF2,156,0.68819,114,0.10863,92,-0.5582
ENSG00000117616,RSRP1,96,0.27985,30,-1.6158,93,0.55468
ENSG00000183726,TMEM50A,99,0.52745,46,-0.8135,75,0.05505
ENSG00000204178,MACO1,47,-0.1705,23,-1.2966,61,0.79428
ENSG00000117643,MAN1C1,8,-2.2879,25,-0.5180,44,1.40125
ENSG00000162430,SELENON,31,0.72335,23,0.16986,17,-0.6247
ENSG00000117640,MTFR1L,37,-0.5318,42,-0.3073,57,0.51627
ENSG00000117632,STMN1,842,-0.7777,895,-0.6776,1600,0.88161
ENSG00000158008,EXTL1,3,-3.3968,35,0.12278,40,1.05686
ENSG00000142684,ZNF593,24,-1.1005,48,0.07905,52,0.52661
ENSG00000142669,SH3BGRL3,124,-0.6546,187,0.03992,198,0.34920
ENSG00000158062,UBXN11,7,-1.3085,24,0.73596,16,0.07011
ENSG00000117682,DHDDS,9,-1.1096,12,-0.5642,21,0.98503
ENSG00000198830,HMGN2,333,1.59708,148,-0.0316,99,-1.2765
ENSG00000117713,ARID1A,72,0.26827,55,-0.1942,61,-0.0627
ENSG00000204160,ZDHHC18,6,-1.2328,11,-0.3809,16,0.91834
ENSG00000142751,GPN2,18,0.29353,6,-1.5307,17,0.51623
ENSG00000090273,NUDC,142,-0.4791,187,-0.0033,201,0.28689
ENSG00000253368,TRNP1,6,-3.0282,42,0.05376,51,1.07003
ENSG00000090020,SLC9A1,0,-5.7142,9,-0.6913,20,1.99755
ENSG00000142784,WDTC1,20,0.00238,25,0.39172,18,-0.2691
ENSG00000186501,TMEM222,38,0.06986,39,0.11394,35,-0.1194
ENSG00000158195,WASF2,152,2.69529,33,-0.5676,20,-2.1730
ENSG00000126705,AHDC1,19,-1.0209,28,-0.3561,41,0.80370
ENSG00000126709,IFI6,77,-0.0832,43,-1.0587,93,0.62919
ENSG00000009780,FAM76A,17,0.11084,18,0.19333,16,-0.1991
ENSG00000117758,STX12,107,-0.0287,80,-0.5345,118,0.33426
ENSG00000117751,PPP1R8,35,0.72278,17,-0.5950,23,-0.2018
ENSG00000117748,RPA2,32,-0.3713,30,-0.5111,45,0.54452
ENSG00000126698,DNAJC8,258,0.14878,210,-0.2128,239,0.03177
ENSG00000130770,ATP5IF1,178,-1.7583,515,-0.0370,629,0.85822
ENSG00000204138,PHACTR4,65,1.79499,17,-0.7063,19,-1.1275
ENSG00000180098,TRNAU1AP,22,0.48850,8,-1.2373,18,0.25489
ENSG00000120656,TAF12,17,0.12587,19,0.28215,15,-0.2697
ENSG00000198492,YTHDF2,60,-0.6754,56,-0.7871,108,0.88562
ENSG00000159023,EPB41,11,-0.5975,14,-0.1737,18,0.46598
ENSG00000116350,SRSF4,98,0.30555,63,-0.4540,84,0.05382
ENSG00000116353,MECR,13,-1.3951,38,0.27890,36,0.48255
ENSG00000060656,PTPRU,4,-1.5785,13,0.15296,14,0.64684
ENSG00000162511,LAPTM5,33,0.76557,43,1.29000,13,-1.5521
ENSG00000162512,SDC3,123,0.98121,51,-0.5967,65,-0.4186
ENSG00000134644,PUM1,105,-0.3007,80,-0.7569,144,0.63453
ENSG00000060688,SNRNP40,20,0.80238,5,-1.5293,13,0.08072
ENSG00000121766,ZCCHC17,105,-0.4635,115,-0.3067,153,0.47684
ENSG00000121769,FABP3,14,-3.2476,86,-0.4709,150,1.57386
ENSG00000162517,PEF1,30,-1.3322,60,-0.2114,81,0.83885
ENSG00000084636,COL16A1,42,0.35414,22,-0.7634,36,0.16908
ENSG00000121753,ADGRB2,44,-2.0589,145,-0.1487,194,1.03877
ENSG00000184007,PTP4A2,760,2.19567,158,-0.9184,168,-1.4506
ENSG00000121774,KHDRBS1,123,0.07579,93,-0.4095,124,0.19421
ENSG00000025800,KPNA6,68,-0.3351,51,-0.8018,96,0.68051
ENSG00000084652,TXLNA,28,0.77789,12,-0.7279,18,-0.1874
ENSG00000160050,CCDC28B,13,-0.6467,28,0.62905,19,-0.1015
ENSG00000084623,EIF3I,66,-0.6531,71,-0.5293,113,0.72247
ENSG00000175130,MARCKSL1,944,3.28464,132,-1.0610,86,-2.6363
ENSG00000160058,BSDC1,65,0.50603,42,-0.2888,47,-0.1849
ENSG00000160062,ZBTB8A,19,0.72704,11,-0.1819,11,-0.4167
ENSG00000176261,ZBTB8OS,25,-0.8373,49,0.32674,43,0.22365
ENSG00000162521,RBBP4,113,0.27032,75,-0.4468,99,0.07593
ENSG00000162522,KIAA1522,3,-1.6943,16,0.80648,10,0.12308
ENSG00000134684,YARS,44,-1.4925,51,-1.2565,145,1.60342
ENSG00000116497,S100PBP,25,1.51703,10,-0.2543,8,-1.0723
ENSG00000160097,FNDC5,14,-1.3312,23,-0.5733,40,1.09468
ENSG00000121905,HPCA,20,-3.3607,168,-0.0833,224,1.24228
ENSG00000121900,TMEM54,28,-0.0248,49,1.02431,23,-0.7529
ENSG00000116514,RNF19B,11,-0.6817,11,-0.6413,19,0.80559
ENSG00000004455,AK2,62,1.32771,21,-0.6936,26,-0.6852
ENSG00000142920,AZIN2,26,0.19470,16,-0.5816,24,0.20095
ENSG00000160094,ZNF362,14,-0.2291,18,0.16391,16,0.03083
ENSG00000134686,PHC2,59,0.78367,27,-0.6074,36,-0.2463
ENSG00000163866,SMIM12,17,-1.7097,36,-0.5428,62,1.22932
ENSG00000116544,DLGAP3,9,-1.8782,51,1.03387,29,-0.0377
ENSG00000163867,ZMYM6,12,-1.0350,18,-0.3196,26,0.78546
ENSG00000116560,SFPQ,306,0.54206,139,-0.8337,231,0.05207
ENSG00000146463,ZMYM4,56,0.00116,50,-0.2025,58,0.12522
ENSG00000142687,KIAA0319L,51,-0.2585,44,-0.4973,66,0.46572
ENSG00000020129,NCDN,38,-3.6234,242,-0.8412,546,1.96002
ENSG00000126067,PSMB2,64,-0.3595,47,-0.8654,92,0.72920
ENSG00000142686,C1orf216,21,-2.4844,76,-0.4755,130,1.41981
ENSG00000134698,AGO4,16,0.49865,8,-0.6585,12,0.00796
ENSG00000092847,AGO1,37,0.09352,26,-0.5119,37,0.23733
ENSG00000126070,AGO3,73,1.10618,20,-1.1508,37,-0.3094
ENSG00000116863,ADPRHL2,20,0.46046,9,-0.9333,16,0.15983
ENSG00000054116,TRAPPC3,15,-1.5915,31,-0.4116,49,1.08835
ENSG00000116871,MAP7D1,206,0.38449,131,-0.4140,166,-0.0259
ENSG00000054118,THRAP3,174,0.38070,82,-0.9014,148,0.20965
ENSG00000196182,STK40,10,-0.6036,13,-0.1373,16,0.44495
ENSG00000181817,LSM10,22,-0.8042,45,0.43615,36,0.12359
ENSG00000116885,OSCP1,2,-2.7363,8,-1.0749,22,1.96481
ENSG00000116898,MRPS15,28,-1.1237,59,0.10778,62,0.51439
ENSG00000163873,GRIK3,9,-1.2655,12,-0.8228,26,1.22700
ENSG00000163875,MEAF6,49,-1.0975,84,-0.2175,112,0.74296
ENSG00000163877,SNIP1,15,0.19193,7,-1.0821,15,0.43263
ENSG00000134697,GNL2,20,-0.4732,14,-1.0574,32,0.89975
ENSG00000116922,C1orf109,8,-0.8999,12,-0.1794,15,0.62423
ENSG00000185090,MANEAL,4,-2.2241,15,-0.3002,22,1.20820
ENSG00000196449,YRDC,6,-1.1043,3,-1.8634,16,1.68123
ENSG00000197982,C1orf122,281,0.89080,225,0.46174,130,-0.9583
ENSG00000188786,MTF1,35,2.01845,6,-1.2558,9,-1.1488
ENSG00000183431,SF3A3,39,-0.5953,29,-1.0550,68,0.97819
ENSG00000183520,UTP11,41,0.16541,16,-1.3916,42,0.57254
ENSG00000116954,RRAGC,57,0.48456,24,-0.9984,45,0.16713
ENSG00000174574,AKIRIN1,74,-0.1141,72,-0.1593,82,0.17342
ENSG00000168653,NDUFS5,290,-1.1573,635,0.15457,651,0.49209
ENSG00000127603,MACF1,459,0.89430,197,-0.6281,261,-0.3299
ENSG00000090621,PABPC4,83,0.71245,51,-0.1680,50,-0.4128
ENSG00000116983,HPCAL4,108,-1.0832,240,0.26185,226,0.37869
ENSG00000084072,PPIE,23,-0.3156,18,-0.6788,31,0.60279
ENSG00000168389,MFSD2A,18,0.62004,15,0.25625,11,-0.6011
ENSG00000131236,CAP1,154,-0.1626,106,-0.7825,191,0.55484
ENSG00000131238,PPT1,87,-0.6478,99,-0.4277,147,0.65704
ENSG00000117000,RLF,25,0.00221,16,-0.7570,28,0.42702
ENSG00000084073,ZMPSTE24,39,0.37536,23,-0.4914,32,0.02112
ENSG00000049089,COL9A2,75,3.13593,9,-1.3196,8,-2.3401
ENSG00000084070,SMAP2,47,-1.5879,84,-0.6911,160,1.28629
ENSG00000117016,RIMS3,7,-4.2160,145,0.53541,127,0.73610
ENSG00000066136,NFYC,19,-0.5508,21,-0.3529,30,0.55574
ENSG00000179862,CITED4,8,-0.4476,7,-0.6050,12,0.64530
ENSG00000127124,HIVEP3,13,-0.8630,27,0.34568,24,0.22036
ENSG00000198815,FOXJ3,16,-1.2526,31,-0.2325,42,0.82131
ENSG00000177181,RIMKLA,6,-3.3058,40,-0.3509,65,1.47650
ENSG00000127125,PPCS,49,-0.1225,58,0.15452,52,-0.0259
ENSG00000186409,CCDC30,37,-0.1613,46,0.20091,40,-0.0347
ENSG00000171960,PPIH,5,-1.8656,12,-0.4819,21,1.24050
ENSG00000065978,YBX1,250,1.62153,127,0.23264,68,-1.4717
ENSG00000164008,C1orf50,25,0.59932,14,-0.4034,17,-0.1965
ENSG00000177868,SVBP,45,-0.3032,67,0.41542,52,-0.1086
ENSG00000117394,SLC2A1,52,0.98544,43,0.62099,21,-1.1567
ENSG00000117395,EBNA1BP2,50,-0.9654,71,-0.3984,106,0.80507
ENSG00000179178,TMEM125,112,5.26200,0,-5.2117,3,-3.9933
ENSG00000066322,ELOVL1,208,5.17014,7,-2.7932,5,-4.3302
ENSG00000159479,MED8,13,-1.0925,21,-0.2824,30,0.78641
ENSG00000198198,SZT2,21,0.78442,7,-1.0987,13,-0.0445
ENSG00000142949,PTPRF,74,0.13501,55,-0.3692,71,0.13067
ENSG00000066135,KDM4A,15,-0.0917,15,-0.0963,16,0.11985
ENSG00000126091,ST3GAL3,11,-1.4550,24,-0.1355,31,0.83014
ENSG00000117408,IPO13,116,1.58265,38,-0.5610,39,-0.9837
ENSG00000117410,ATP6V0B,161,-1.2156,168,-1.1482,433,1.39544
ENSG00000117411,B4GALT2,39,-0.6424,82,0.66102,55,-0.1293
ENSG00000159214,CCDC24,2,-2.5326,6,-1.1459,17,1.95770
ENSG00000178028,DMAP1,32,-0.6872,32,-0.6657,57,0.82303
ENSG00000117419,ERI3,73,-0.7019,103,-0.1416,124,0.49942
ENSG00000187147,RNF220,109,0.14081,94,-0.1246,100,-0.0154
ENSG00000142937,RPS8,1578,0.95157,1245,0.48522,693,-1.0262
ENSG00000070785,EIF2B3,18,-0.4458,10,-1.3855,29,1.02998
ENSG00000126107,HECTD3,16,0.17975,7,-1.1912,16,0.48596
ENSG00000126088,UROD,41,-0.7608,50,-0.4549,76,0.73604
ENSG00000117450,PRDX1,445,0.68980,313,0.03777,265,-0.5156
ENSG00000117448,AKR1A1,42,0.05306,36,-0.2171,41,0.09939
ENSG00000132780,NASP,176,1.47904,38,-1.2998,70,-0.6068
ENSG00000159592,GPBP1L1,47,1.06942,18,-0.6850,24,-0.4563
ENSG00000159596,TMEM69,13,0.16359,11,-0.1155,12,-0.0364
ENSG00000086015,MAST2,12,-1.0254,23,0.07338,24,0.49894
ENSG00000117461,PIK3R3,16,-0.8206,22,-0.2865,30,0.65799
ENSG00000085998,POMGNT1,44,0.10554,34,-0.3281,43,0.12811
ENSG00000132128,LRRC41,26,-0.2874,23,-0.5093,35,0.49092
ENSG00000173660,UQCRH,150,-1.9764,593,0.27062,589,0.66547
ENSG00000117481,NSUN4,18,0.14807,8,-1.1564,19,0.49675
ENSG00000117480,FAAH,49,0.98057,13,-1.3464,28,-0.1328
ENSG00000079277,MKNK1,18,-0.0926,16,-0.3144,20,0.25320
ENSG00000123472,ATPAF1,97,-0.3630,127,0.10210,124,0.15016
ENSG00000159658,EFCAB14,147,1.71305,49,-0.4393,43,-1.1687
ENSG00000186377,CYP4X1,0,-8.2795,9,-1.0053,23,2.35651
ENSG00000162368,CMPK1,84,-0.6748,120,-0.0655,138,0.43327
ENSG00000162373,BEND5,8,-2.5734,30,-0.5315,53,1.48802
ENSG00000162374,ELAVL4,28,-3.0603,124,-0.7904,269,1.81396
ENSG00000185104,FAF1,41,-0.0014,27,-0.7003,45,0.40146
ENSG00000123091,RNF11,126,-1.6214,399,0.27909,387,0.55705
ENSG00000085832,EPS15,151,-0.4564,183,-0.1214,213,0.35365
ENSG00000117859,OSBPL9,28,0.48074,12,-0.9223,23,0.13899
ENSG00000078618,NRDC,86,-0.6558,77,-0.8467,153,0.90682
ENSG00000169213,RAB3B,79,0.05141,42,-0.9980,86,0.50336
ENSG00000117862,TXNDC12,34,0.39735,29,0.10848,25,-0.3398
ENSG00000134717,BTF3L4,52,-0.1836,47,-0.3623,63,0.34002
ENSG00000157077,ZFYVE9,18,-1.5241,34,-0.5912,60,1.19022
ENSG00000134748,PRPF38A,74,1.00275,35,-0.3509,37,-0.5556
ENSG00000134744,TUT4,123,1.16461,41,-0.8443,59,-0.4749
ENSG00000162377,COA7,17,-0.9284,23,-0.4890,37,0.84577
ENSG00000162378,ZYG11B,64,-1.3851,109,-0.5382,186,1.09436
ENSG00000121310,ECHDC2,21,0.69963,12,-0.2304,13,-0.3679
ENSG00000116171,SCP2,120,0.60875,78,-0.1638,79,-0.3335
ENSG00000162384,CZIB,46,-0.0485,40,-0.2642,49,0.19482
ENSG00000162385,MAGOH,23,-0.2964,16,-0.8651,32,0.68705
ENSG00000157193,LRP8,20,-0.9475,25,-0.6010,44,0.92687
ENSG00000058799,YIPF1,11,-1.2230,14,-0.8385,30,1.21573
ENSG00000081870,HSPB11,23,-0.8956,26,-0.7424,49,0.98558
ENSG00000116209,TMEM59,273,0.59065,110,-0.9747,201,0.07100
ENSG00000116221,MRPL37,25,-1.2503,35,-0.6825,66,1.12989
ENSG00000157216,SSBP3,117,-1.0468,239,0.15452,242,0.44670
ENSG00000243725,TTC4,18,0.00195,10,-0.9824,20,0.53295
ENSG00000116133,DHCR24,196,0.30890,57,-1.7222,187,0.56267
ENSG00000162402,USP24,29,0.00478,23,-0.3653,30,0.21802
ENSG00000162407,PLPP3,367,2.00654,162,0.25074,71,-1.9003
ENSG00000162409,PRKAA2,23,-1.5555,43,-0.5858,77,1.19941
ENSG00000162601,MYSM1,55,-0.1045,36,-0.8047,65,0.52575
ENSG00000177606,JUN,102,0.13863,46,-1.1858,106,0.51580
ENSG00000134709,HOOK1,2,-4.1287,33,-0.3050,52,1.53206
ENSG00000134716,CYP2J2,54,2.77936,13,-0.3288,6,-2.4262
ENSG00000162599,NFIA,423,1.82196,130,-0.5038,116,-1.2462
ENSG00000162604,TM2D1,61,0.16696,34,-0.8352,60,0.34409
ENSG00000162607,USP1,76,0.85160,26,-1.0326,47,-0.1267
ENSG00000116641,DOCK7,56,0.93418,21,-0.8213,31,-0.2808
ENSG00000125703,ATG4C,88,2.48172,8,-1.9392,17,-1.4441
ENSG00000142856,ITGB3BP,23,0.30912,12,-0.8165,21,0.22789
ENSG00000203965,EFCAB7,4,-1.7236,8,-0.5596,15,1.24682
ENSG00000079739,PGM1,47,0.26324,46,0.21145,37,-0.3131
ENSG00000158966,CACHD1,14,0.11774,16,0.40497,12,-0.3512
ENSG00000162437,RAVER2,11,-0.2731,17,0.51860,12,-0.2031
ENSG00000162434,JAK1,100,0.28643,53,-0.7971,91,0.23644
ENSG00000162433,AK4,61,0.22591,71,0.48805,47,-0.4822
ENSG00000116675,DNAJC6,157,-0.7681,204,-0.3342,287,0.66235
ENSG00000213625,LEPROT,75,1.27338,53,0.56263,24,-1.3717
ENSG00000184588,PDE4B,90,0.94580,41,-0.4965,48,-0.4349
ENSG00000118473,SGIP1,79,-0.9591,83,-0.8667,174,1.09367
ENSG00000198160,MIER1,99,1.11740,33,-0.8326,49,-0.4373
ENSG00000142864,SERBP1,292,0.50206,169,-0.4650,217,-0.0890
ENSG00000116717,GADD45A,21,-0.7181,33,0.02959,35,0.38837
ENSG00000172380,GNG12,51,2.40248,24,0.67183,5,-2.8224
ENSG00000116729,WLS,79,0.59517,54,-0.0992,52,-0.3602
ENSG00000033122,LRRC7,24,-1.7454,38,-1.0243,93,1.57805
ENSG00000066557,LRRC40,13,-1.1067,12,-1.2310,33,1.38012
