Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to10,Feature log2 fold change topic 8to10
ENSG00000171735,CAMTA1,215,-1.0526,182,-1.4060,221,-1.0092,562,0.53501,292,-0.5840,671,1.08216
ENSG00000049245,VAMP3,304,2.98346,60,-0.1379,95,0.62326,31,-1.2035,13,-2.3395,17,-2.2704
ENSG00000049246,PER3,6,-3.0631,56,0.24837,157,2.06918,28,-0.9613,44,-0.1785,39,-0.4665
ENSG00000116288,PARK7,146,0.41107,41,-1.6818,134,0.26609,160,0.65307,101,-0.1785,117,0.06487
ENSG00000142599,RERE,9,-4.3400,141,-0.3753,251,0.59159,127,-0.5466,145,-0.2923,268,0.99227
ENSG00000074800,ENO1,380,-0.0382,226,-0.9285,1202,2.00832,382,-0.0313,297,-0.4273,265,-0.7375
ENSG00000171612,SLC25A33,17,-1.5986,26,-1.0603,130,1.68631,46,-0.1137,77,0.72652,41,-0.3534
ENSG00000171603,CLSTN1,213,-1.5378,230,-1.5271,538,-0.1136,1007,1.09733,318,-0.9304,745,0.55655
ENSG00000178585,CTNNBIP1,45,-0.3067,82,0.77380,47,-0.2316,67,0.39308,65,0.27623,30,-1.1072
ENSG00000162441,LZIC,0,-7.5571,125,1.15925,137,1.13518,25,-1.7020,68,-0.0478,64,-0.1651
ENSG00000130939,UBE4B,22,-0.7756,61,0.98420,0,-7.3906,62,1.03365,11,-1.8082,29,-0.4548
ENSG00000054523,KIF1B,331,-0.8205,696,0.40629,615,0.15258,572,0.03950,395,-0.5464,572,0.04708
ENSG00000142657,PGD,82,0.65529,49,-0.1962,65,0.28109,57,0.07124,54,-0.0261,45,-0.3889
ENSG00000160049,DFFA,2,-4.6099,61,0.01966,95,0.75769,46,-0.4623,94,0.73733,65,0.16967
ENSG00000120948,TARDBP,70,-0.0537,56,-0.4235,38,-0.9738,101,0.64473,54,-0.4526,81,0.24312
ENSG00000116649,SRM,45,-0.5360,38,-0.8873,75,0.26017,132,1.48293,60,-0.0924,39,-0.9016
ENSG00000171824,EXOSC10,0,-6.9284,52,0.24998,44,-0.0340,20,-1.3633,79,0.92215,62,0.69452
ENSG00000116661,FBXO2,125,-0.0793,40,-1.9489,129,-0.0281,249,1.28382,143,0.13550,113,-0.2970
ENSG00000132879,FBXO44,122,0.13848,28,-2.2123,55,-1.0928,211,1.27139,116,0.06646,115,0.06631
ENSG00000011021,CLCN6,17,-1.9064,64,0.13304,14,-2.1423,92,0.82811,46,-0.4028,69,0.30751
ENSG00000116685,KIAA2013,58,-0.0721,105,1.05884,41,-0.6242,64,0.09318,29,-1.1218,48,-0.4755
ENSG00000116688,MFN2,64,-1.0419,109,-0.2548,142,0.19543,163,0.48013,109,-0.2189,133,0.11505
ENSG00000048707,VPS13D,78,-0.4000,79,-0.4366,206,1.19975,88,-0.2403,75,-0.4680,106,0.09539
ENSG00000162496,DHRS3,13,-1.7057,24,-0.9416,149,2.32973,37,-0.2069,62,0.66734,23,-1.1118
ENSG00000116731,PRDM2,175,-0.9110,232,-0.5271,122,-1.4558,247,-0.4202,348,0.16516,512,1.16030
ENSG00000189337,KAZN,120,0.74878,134,1.11627,14,-2.5486,64,-0.3112,55,-0.5015,59,-0.5039
ENSG00000142634,EFHD2,45,-0.8913,79,-0.0203,30,-1.5020,185,1.78060,58,-0.5065,46,-1.0307
ENSG00000197312,DDI2,9,-2.4634,30,-0.8750,83,0.85145,54,0.14129,48,-0.0681,63,0.52427
ENSG00000116786,PLEKHM2,48,-2.0006,79,-1.3690,101,-0.8942,223,0.40322,445,1.56600,199,0.21579
ENSG00000065526,SPEN,122,-1.3144,467,0.94699,210,-0.4944,96,-1.7977,234,-0.3207,393,0.69810
ENSG00000055070,SZRD1,148,1.28041,27,-1.5580,119,0.88307,35,-1.1683,85,0.31539,74,0.11875
ENSG00000159363,ATP13A2,12,-2.9110,86,-0.0215,53,-0.7684,160,1.21911,55,-0.7178,86,-0.0316
ENSG00000117115,PADI2,477,1.81587,323,1.29930,89,-1.0025,92,-1.0399,175,0.05518,41,-2.4345
ENSG00000117154,IGSF21,51,0.05145,2,-4.5586,4,-3.7131,137,2.31292,54,0.14036,35,-0.6482
ENSG00000159423,ALDH4A1,31,-0.3954,11,-2.0956,137,2.21368,48,0.32669,67,0.85420,16,-1.6414
ENSG00000127481,UBR4,48,-0.7733,137,1.10598,95,0.30573,21,-2.1152,58,-0.4686,89,0.26208
ENSG00000127463,EMC1,31,-0.2700,11,-1.8766,24,-0.6753,59,0.91410,17,-1.1584,52,0.75190
ENSG00000053372,MRTO4,64,0.09533,12,-2.5415,32,-1.0011,100,0.98037,79,0.41791,69,0.26902
ENSG00000077549,CAPZB,92,-0.5491,62,-1.2438,95,-0.5147,202,0.83082,119,-0.1524,159,0.41167
ENSG00000173436,MICOS10,260,0.89270,53,-1.7331,170,0.17776,174,0.24548,186,0.32653,150,-0.0242
ENSG00000158747,NBL1,68,-1.4358,77,-1.3431,173,0.00666,303,1.10674,279,0.79109,149,-0.2926
ENSG00000162545,CAMK2N1,1381,-0.0155,607,-1.3902,646,-1.1923,1295,-0.1316,2863,1.21726,1750,0.49423
ENSG00000158828,PINK1,378,0.24622,258,-0.4026,209,-0.6907,495,0.80870,370,0.21207,261,-0.4284
ENSG00000127483,HP1BP3,185,-0.9874,399,0.24845,341,-0.0341,287,-0.3429,225,-0.6814,454,0.58076
ENSG00000075151,EIF4G3,124,-0.7685,146,-0.5731,64,-1.7614,152,-0.5121,157,-0.4098,364,1.43540
ENSG00000117298,ECE1,40,-0.2977,36,-0.5155,182,2.40694,14,-1.9447,48,-0.0280,39,-0.4546
ENSG00000076864,RAP1GAP,47,-0.8634,60,-0.5262,50,-0.7660,151,1.23354,53,-0.6672,81,-0.0166
ENSG00000090686,USP48,75,-0.5356,240,1.73308,13,-3.0968,30,-2.0156,87,-0.3035,113,0.14345
ENSG00000070831,CDC42,358,1.17422,170,-0.0871,149,-0.2867,248,0.62278,89,-1.0771,117,-0.7997
ENSG00000004487,KDM1A,89,0.37986,32,-1.3204,120,0.87025,61,-0.2686,36,-1.0324,92,0.58002
ENSG00000169641,LUZP1,30,-2.4804,92,-0.9089,120,-0.4311,137,-0.2484,85,-0.9635,294,1.56490
ENSG00000125944,HNRNPR,90,-0.7751,167,0.22852,217,0.63147,137,-0.1312,85,-0.8673,159,0.15072
ENSG00000142676,RPL11,623,1.33889,314,0.18604,182,-0.7004,281,-0.0174,329,0.23559,171,-0.9514
ENSG00000011007,ELOA,0,-6.4884,25,-0.4787,33,-0.0081,23,-0.5894,26,-0.3652,58,1.36835
ENSG00000057757,PITHD1,212,0.79621,90,-0.6536,171,0.43622,219,1.00777,53,-1.3780,85,-0.8239
ENSG00000189266,PNRC2,111,1.40335,46,-0.0981,72,0.65166,48,-0.0040,13,-1.9227,33,-0.7163
ENSG00000188529,SRSF10,87,-0.8615,287,1.28510,228,0.66659,39,-2.1912,160,0.08264,130,-0.3116
ENSG00000001461,NIPAL3,289,0.72796,359,1.32821,78,-1.3305,196,0.09232,81,-1.2763,100,-1.1451
ENSG00000133226,SRRM1,134,-1.4241,700,1.50855,246,-0.4911,177,-1.0840,257,-0.4261,325,-0.0731
ENSG00000169504,CLIC4,621,2.58007,328,1.54959,91,-0.8341,47,-1.9390,67,-1.2993,7,-4.7986
ENSG00000117614,SYF2,153,-0.1857,206,0.33369,89,-1.0170,107,-0.8160,201,0.24826,217,0.50664
ENSG00000183726,TMEM50A,95,0.76988,69,0.27567,16,-2.0002,89,0.77936,5,-3.6863,54,-0.1939
ENSG00000204178,MACO1,24,-2.0406,95,0.06588,29,-1.7566,52,-0.9525,67,-0.4946,167,1.49422
ENSG00000162430,SELENON,79,0.94677,45,-0.0088,40,-0.1768,53,0.28823,52,0.22312,28,-0.9035
ENSG00000117640,MTFR1L,111,0.95215,19,-1.9109,34,-0.9403,70,0.19661,84,0.48215,73,0.32264
ENSG00000117632,STMN1,1014,0.79686,675,0.13611,370,-0.8237,852,0.57952,159,-2.0857,556,-0.2410
ENSG00000142669,SH3BGRL3,195,0.43424,187,0.41632,117,-0.3842,215,0.69379,133,-0.1872,81,-1.1275
ENSG00000198830,HMGN2,330,1.45209,171,0.35915,199,0.56342,107,-0.4807,125,-0.1958,67,-1.3648
ENSG00000117713,ARID1A,240,0.65591,220,0.58835,347,1.30188,85,-1.0782,88,-0.9346,108,-0.7598
ENSG00000142751,GPN2,6,-2.6323,41,0.09883,13,-1.6503,65,1.01999,25,-0.6708,43,0.23554
ENSG00000090273,NUDC,95,-0.9946,70,-1.5691,280,0.72667,193,0.12982,217,0.30151,227,0.50958
ENSG00000253368,TRNP1,0,-6.3616,0,-5.6002,32,0.11375,44,0.70062,62,1.19912,40,0.60143
ENSG00000142784,WDTC1,43,0.03971,10,-2.3172,19,-1.2450,72,1.03595,81,1.08399,39,-0.1731
ENSG00000186501,TMEM222,87,-0.0009,141,0.92708,89,0.03159,116,0.52892,59,-0.6103,41,-1.3615
ENSG00000158195,WASF2,233,0.61196,227,0.65546,438,1.75303,66,-1.4799,142,-0.1953,69,-1.5312
ENSG00000126705,AHDC1,45,-1.4158,123,0.16610,85,-0.4455,72,-0.7757,84,-0.4690,174,1.01313
ENSG00000126709,IFI6,107,-0.0204,127,0.27787,110,0.01758,174,0.91343,50,-1.2071,73,-0.7640
ENSG00000117758,STX12,121,0.18605,117,0.16076,146,0.50098,115,0.11835,89,-0.3060,85,-0.4598
ENSG00000117751,PPP1R8,132,1.52195,67,0.38564,77,0.57019,54,-0.0165,7,-3.0596,29,-1.1809
ENSG00000126698,DNAJC8,89,-1.3768,170,-0.4228,115,-0.9844,135,-0.8177,251,0.23544,368,1.27281
ENSG00000130770,ATP5IF1,113,-0.2398,85,-0.7432,135,0.04186,147,0.21421,64,-1.1137,178,0.68395
ENSG00000204138,PHACTR4,22,-1.9348,134,1.06563,95,0.32771,30,-1.5519,92,0.27112,80,0.06176
ENSG00000198492,YTHDF2,7,-3.8965,86,-0.1789,216,1.40044,83,-0.2376,63,-0.6440,109,0.28851
ENSG00000116350,SRSF4,20,-3.2342,233,0.57987,236,0.52213,87,-1.1357,222,0.42398,198,0.30905
ENSG00000162512,SDC3,311,0.84611,108,-0.9224,309,0.83743,185,-0.0121,182,-0.0348,158,-0.3256
ENSG00000134644,PUM1,155,-0.3497,180,-0.1296,131,-0.6191,220,0.23176,121,-0.7375,244,0.49718
ENSG00000121766,ZCCHC17,120,-0.5121,198,0.32951,77,-1.1815,195,0.29466,143,-0.2310,177,0.14027
ENSG00000162517,PEF1,50,-0.0913,27,-1.1560,52,-0.0377,106,1.39863,13,-2.0961,51,-0.1087
ENSG00000084636,COL16A1,11,-2.5187,187,2.63315,39,-0.6840,51,-0.3223,32,-0.9892,18,-2.1389
ENSG00000121753,ADGRB2,67,-1.8497,162,-0.5660,93,-1.3500,356,0.89379,340,0.68426,236,0.10290
ENSG00000184007,PTP4A2,1539,1.70797,1073,1.24160,386,-0.6318,341,-0.8977,298,-1.0311,241,-1.5801
ENSG00000121774,KHDRBS1,113,-0.2496,117,-0.2159,216,0.81140,132,0.00486,124,-0.0954,123,-0.1438
ENSG00000025800,KPNA6,55,-1.3209,162,0.40864,181,0.54819,89,-0.6470,59,-1.2083,166,0.54629
ENSG00000084652,TXLNA,53,0.19776,55,0.27227,95,1.17712,37,-0.4117,43,-0.1349,32,-0.7402
ENSG00000084623,EIF3I,120,0.47975,61,-0.6536,114,0.39425,131,0.73759,58,-0.6674,72,-0.4271
ENSG00000175130,MARCKSL1,1632,1.95155,1364,2.01422,327,-0.7940,177,-1.8361,113,-2.3776,91,-3.0146
ENSG00000160058,BSDC1,37,-1.2505,64,-0.4631,126,0.67677,122,0.72030,53,-0.6952,82,-0.0338
ENSG00000160062,ZBTB8A,6,-2.9797,70,0.84206,49,0.12735,22,-1.1943,51,0.19320,54,0.37481
ENSG00000162521,RBBP4,152,0.06776,145,-0.0135,230,0.75495,103,-0.5919,116,-0.3534,154,0.11508
ENSG00000134684,YARS,66,-0.3019,109,0.59299,26,-1.6949,116,0.70599,39,-1.0981,72,-0.2031
ENSG00000121905,HPCA,55,-1.1295,47,-1.4813,73,-0.7013,250,1.63503,86,-0.4407,111,-0.0500
ENSG00000160094,ZNF362,1,-5.2091,18,-1.2843,51,0.42459,53,0.56609,43,0.14835,52,0.60342
ENSG00000134686,PHC2,308,0.84064,263,0.66572,81,-1.2782,172,-0.1344,218,0.26340,125,-0.7499
ENSG00000163866,SMIM12,24,-0.6565,23,-0.7745,59,0.75704,53,0.67913,17,-1.1646,39,0.10475
ENSG00000116544,DLGAP3,0,-7.4370,8,-3.2599,7,-3.2396,108,1.00799,185,1.85679,73,0.27043
ENSG00000116560,SFPQ,64,-2.4432,424,0.53120,331,0.05811,137,-1.4115,477,0.66018,400,0.48929
ENSG00000146463,ZMYM4,21,-1.0214,27,-0.7154,92,1.32554,15,-1.6769,48,0.23462,57,0.69741
ENSG00000142687,KIAA0319L,94,0.12792,65,-0.4929,67,-0.4074,90,0.06883,95,0.14953,100,0.30464
ENSG00000020129,NCDN,150,-1.0826,70,-2.3588,162,-0.9625,686,1.74136,154,-1.0431,345,0.28649
ENSG00000126067,PSMB2,66,-0.3098,107,0.51753,13,-2.6771,135,1.00633,85,0.07668,53,-0.7965
ENSG00000142686,C1orf216,0,-7.4715,14,-2.4427,32,-1.1033,168,2.05091,24,-1.5568,79,0.39873
ENSG00000092847,AGO1,4,-3.8725,43,-0.3392,21,-1.4314,52,-0.0372,29,-0.8993,95,1.42921
ENSG00000126070,AGO3,47,-0.6794,125,1.06054,102,0.55014,29,-1.5292,48,-0.6458,74,0.04407
ENSG00000116871,MAP7D1,265,-0.1847,430,0.70494,198,-0.6400,278,-0.1206,299,0.01059,265,-0.2327
ENSG00000054118,THRAP3,240,-0.2255,268,-0.0549,334,0.30494,189,-0.6605,164,-0.8178,372,0.65355
ENSG00000163875,MEAF6,14,-2.4792,39,-1.0968,66,-0.2159,141,1.24140,17,-2.2767,100,0.60482
ENSG00000197982,C1orf122,538,2.00319,180,0.05499,132,-0.4317,138,-0.4044,174,-0.0026,87,-1.2704
ENSG00000188786,MTF1,85,1.35494,45,0.31524,5,-2.9043,21,-1.0039,25,-0.6669,44,0.33291
ENSG00000183431,SF3A3,97,0.79229,53,-0.2334,45,-0.4699,78,0.49374,30,-1.0696,56,-0.1519
ENSG00000116954,RRAGC,55,-0.3152,66,-0.0188,87,0.43797,83,0.41258,46,-0.5778,60,-0.2103
ENSG00000174574,AKIRIN1,126,0.21051,131,0.29860,186,0.85185,90,-0.3755,94,-0.2651,88,-0.4590
ENSG00000168653,NDUFS5,291,-0.0364,170,-0.9503,306,0.04000,457,0.82132,264,-0.1927,288,-0.0681
ENSG00000127603,MACF1,178,-2.1472,965,0.53103,2512,2.24631,170,-2.3453,498,-0.5957,605,-0.3658
ENSG00000090621,PABPC4,19,-2.6097,197,1.14435,59,-0.9653,101,-0.1664,115,0.05811,105,-0.0940
ENSG00000116983,HPCAL4,158,-1.0461,91,-1.9903,127,-1.3759,405,0.49781,547,0.94522,426,0.70649
ENSG00000131236,CAP1,126,-0.0291,119,-0.1303,190,0.64269,120,-0.1227,64,-1.0848,142,0.21068
ENSG00000131238,PPT1,52,-0.6903,56,-0.6072,104,0.42498,120,0.75966,79,-0.0308,72,-0.2175
ENSG00000117000,RLF,0,-6.1055,44,0.74983,11,-1.4671,15,-1.1344,16,-0.9262,50,1.25878
ENSG00000084070,SMAP2,112,-0.4250,71,-1.2287,89,-0.7910,152,0.05378,101,-0.5956,242,1.17808
ENSG00000117016,RIMS3,35,-2.8189,22,-3.6366,176,-0.4130,520,1.73031,346,0.67865,217,-0.1160
ENSG00000198815,FOXJ3,119,0.65529,54,-0.6592,100,0.36337,168,1.53478,12,-2.8171,41,-1.2381
ENSG00000177181,RIMKLA,10,-1.9559,2,-4.1052,0,-7.3782,60,0.99514,23,-0.7077,68,1.57553
ENSG00000127125,PPCS,137,1.55732,50,-0.1703,116,1.25709,33,-0.8456,42,-0.4074,30,-1.1429
ENSG00000186409,CCDC30,20,-1.3099,61,0.44231,23,-1.1005,23,-1.2328,71,0.64745,65,0.69668
ENSG00000065978,YBX1,150,0.42665,128,0.19461,159,0.52396,89,-0.4442,126,0.14415,94,-0.3992
ENSG00000117394,SLC2A1,188,0.64896,134,0.09870,143,0.20153,100,-0.4055,255,1.17894,70,-1.0920
ENSG00000117395,EBNA1BP2,38,-0.3881,17,-1.6548,51,0.09807,42,-0.2284,18,-1.5073,85,1.38658
ENSG00000066322,ELOVL1,324,2.38719,213,1.90476,76,-0.2198,20,-2.3448,9,-3.2892,1,-6.8637
ENSG00000142949,PTPRF,128,-0.1490,105,-0.5058,319,1.39914,132,-0.1069,55,-1.4311,142,0.03154
ENSG00000126091,ST3GAL3,65,0.63411,5,-3.3430,16,-1.5152,49,0.19180,63,0.59495,63,0.79001
ENSG00000117408,IPO13,229,1.54015,176,1.27075,86,-0.1370,64,-0.6537,40,-1.2988,33,-1.8322
ENSG00000117410,ATP6V0B,216,-0.3753,351,0.46422,298,0.13886,418,0.81639,107,-1.4493,192,-0.6814
ENSG00000117411,B4GALT2,123,0.09546,75,-0.7535,104,-0.1709,134,0.27182,189,0.81144,108,-0.1409
ENSG00000178028,DMAP1,0,-7.0956,51,0.00747,68,0.48618,75,0.74314,45,-0.1977,47,-0.1376
ENSG00000117419,ERI3,141,-0.1724,134,-0.2896,219,0.53937,263,1.00096,122,-0.4040,100,-0.8650
ENSG00000187147,RNF220,160,0.62045,155,0.65208,67,-0.7779,146,0.53666,58,-0.9851,70,-0.8516
ENSG00000142937,RPS8,578,0.15513,559,0.11343,443,-0.2710,532,0.02521,531,0.01871,505,-0.0783
ENSG00000126088,UROD,120,1.30500,31,-0.9636,61,0.14073,64,0.26276,35,-0.7362,50,-0.2229
ENSG00000117450,PRDX1,574,1.43174,195,-0.4205,423,0.88255,264,0.11024,148,-0.8136,141,-1.0650
ENSG00000132780,NASP,73,-0.9420,275,1.49087,143,0.11210,69,-1.1040,85,-0.7055,114,-0.3057
ENSG00000159592,GPBP1L1,61,0.25804,80,0.83696,81,0.72764,46,-0.1996,19,-1.5281,35,-0.7530
ENSG00000085998,POMGNT1,94,0.51450,95,0.62884,129,1.06522,59,-0.2676,34,-1.0730,39,-1.0301
ENSG00000132128,LRRC41,45,-0.2493,80,0.80689,57,0.11921,39,-0.5259,29,-0.9170,52,-0.0066
ENSG00000173660,UQCRH,89,-0.8150,50,-1.8154,213,0.56154,271,1.15764,107,-0.5368,153,0.02885
ENSG00000123472,ATPAF1,101,-0.1174,49,-1.3218,43,-1.4121,203,1.25218,123,0.19676,105,-0.0700
ENSG00000159658,EFCAB14,150,0.30466,196,0.89050,199,0.78234,87,-0.6129,110,-0.1839,71,-1.0387
ENSG00000162368,CMPK1,53,-1.1450,73,-0.7332,126,0.20148,202,1.18021,93,-0.2767,97,-0.2680
ENSG00000162374,ELAVL4,40,-1.8863,19,-3.0991,42,-1.8272,292,1.54943,73,-0.9778,201,0.85196
ENSG00000123091,RNF11,283,-0.1454,139,-1.3375,143,-1.1985,631,1.45484,220,-0.5366,304,-0.0363
ENSG00000085832,EPS15,277,0.49223,232,0.22865,193,-0.0996,256,0.40860,65,-1.7654,180,-0.2604
ENSG00000078618,NRDC,56,-1.2264,125,0.00358,72,-0.8477,115,-0.1468,87,-0.5647,184,0.88644
ENSG00000169213,RAB3B,128,1.30955,73,0.39908,42,-0.5367,33,-0.9986,51,-0.2216,52,-0.2361
ENSG00000134748,PRPF38A,20,-1.4692,64,0.37406,80,0.70475,22,-1.4059,64,0.33245,62,0.35731
ENSG00000134744,TUT4,50,-1.4458,178,0.61239,179,0.53656,59,-1.3041,131,0.02666,151,0.34126
ENSG00000162378,ZYG11B,172,-0.2591,98,-1.2171,157,-0.4052,279,0.59556,118,-0.8507,277,0.68732
ENSG00000116171,SCP2,194,1.16924,50,-1.0979,109,0.18368,117,0.33878,69,-0.5444,88,-0.1948
ENSG00000116209,TMEM59,235,1.11786,112,-0.1307,179,0.63806,112,-0.1350,46,-1.4775,100,-0.3735
ENSG00000116221,MRPL37,12,-1.7653,9,-2.3650,61,0.71296,86,1.61309,43,0.14683,29,-0.5610
ENSG00000157216,SSBP3,223,-0.4309,157,-1.0551,176,-0.8002,416,0.66039,337,0.22340,351,0.38252
ENSG00000116133,DHCR24,170,0.33306,176,0.44661,152,0.15508,227,0.96108,40,-1.8935,72,-1.2068
ENSG00000162402,USP24,11,-2.3255,89,1.04317,85,0.80033,43,-0.3272,32,-0.7796,43,-0.3685
ENSG00000162407,PLPP3,149,-0.6621,142,-0.8031,1193,3.31613,69,-1.9377,128,-0.8902,125,-1.1070
ENSG00000162601,MYSM1,0,-7.8470,132,0.83704,37,-1.2654,43,-1.1646,44,-1.0404,141,1.19377
ENSG00000177606,JUN,194,-0.2230,464,1.50406,406,0.99885,77,-1.7499,94,-1.3279,152,-0.7337
ENSG00000162599,NFIA,523,-0.1352,877,0.83214,1406,1.56046,208,-1.6634,382,-0.6272,404,-0.6627
ENSG00000162604,TM2D1,71,0.62951,62,0.46678,89,1.00883,61,0.41903,25,-1.0241,18,-1.7722
ENSG00000162607,USP1,44,-0.8233,78,0.09968,136,1.01677,64,-0.2436,57,-0.3997,73,-0.0410
ENSG00000162434,JAK1,20,-2.3455,64,-0.7079,208,1.29820,54,-0.9859,90,-0.1064,137,0.79007
ENSG00000162433,AK4,42,-1.0821,19,-2.4088,145,0.89489,77,-0.1628,168,1.15864,99,0.34605
ENSG00000116675,DNAJC6,422,0.52379,304,-0.0126,208,-0.6089,452,0.74554,147,-1.1401,258,-0.3441
ENSG00000213625,LEPROT,5,-3.5653,30,-1.1869,149,1.54879,44,-0.5306,103,0.87850,66,0.19596
ENSG00000184588,PDE4B,261,0.90799,206,0.58293,287,1.07627,97,-0.7582,61,-1.3933,98,-0.8152
ENSG00000118473,SGIP1,87,-0.0035,60,-0.6508,71,-0.3250,96,0.16647,29,-1.6654,125,0.80661
ENSG00000198160,MIER1,97,-0.0705,88,-0.2576,81,-0.3634,76,-0.5155,110,0.13035,134,0.60486
ENSG00000142864,SERBP1,185,-0.2960,201,-0.1831,307,0.51977,145,-0.7435,218,-0.0392,276,0.46473
ENSG00000116717,GADD45A,11,-2.8114,150,1.40374,139,1.03782,32,-1.4078,95,0.37899,47,-0.8865
ENSG00000116729,WLS,70,-0.5356,51,-1.1166,534,3.40288,46,-1.2815,52,-0.9765,45,-1.4151
ENSG00000033122,LRRC7,10,-2.4561,56,0.13153,6,-3.1798,80,0.83436,33,-0.7218,66,0.52598
ENSG00000116754,SRSF11,124,-2.8189,1906,1.85315,437,-0.9487,213,-2.1542,824,0.04163,802,-0.0021
ENSG00000132485,ZRANB2,104,-1.0681,379,1.19866,153,-0.4855,101,-1.2058,216,0.06481,215,0.06569
