Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to12,Feature log2 fold change topic 7to12
ENSG00000078369,GNB1,484,-0.1551,320,-0.7902,759,0.56167,653,0.35359,359,-0.6150,531,-0.0189
ENSG00000187730,GABRD,58,-1.4405,13,-3.5488,138,-0.1269,102,-0.6373,139,-0.1151,207,1.16557
ENSG00000067606,PRKCZ,161,-0.3577,161,-0.3604,225,0.15957,185,-0.1573,179,-0.1949,223,0.28835
ENSG00000162585,FAAP20,58,0.59733,43,0.13982,38,-0.0666,65,0.89840,25,-0.6731,30,-0.6898
ENSG00000157933,SKI,58,0.84931,52,0.68695,45,0.45891,47,0.58635,60,0.91686,16,-1.6386
ENSG00000157916,RER1,58,0.31316,24,-1.0096,23,-1.1057,59,0.38198,35,-0.4550,52,0.26531
ENSG00000157870,PRXL2B,58,0.07877,13,-2.0872,90,0.79120,66,0.33324,36,-0.6446,55,-0.0039
ENSG00000177133,PRDM16-DT,58,1.50725,5,-2.0878,23,-0.0219,62,1.98884,8,-1.5134,10,-1.8417
ENSG00000158109,TPRG1L,58,-1.7850,69,-1.5164,178,-0.0850,145,-0.4382,131,-0.5565,256,1.07239
ENSG00000130764,LRRC47,58,-0.4039,34,-1.2063,45,-0.7710,61,-0.3356,65,-0.2322,96,0.82126
ENSG00000116198,CEP104,58,0.83341,64,1.00830,39,0.21836,20,-0.8723,38,0.16268,29,-0.4686
ENSG00000196581,AJAP1,58,0.39541,23,-1.0198,68,0.64842,29,-0.7397,64,0.55217,45,0.00566
ENSG00000069424,KCNAB2,58,-1.8571,41,-2.3486,325,0.80272,279,0.61908,193,-0.0354,200,0.02678
ENSG00000116254,CHD5,58,-1.9811,41,-2.4915,449,1.20840,166,-0.4425,556,1.59190,191,-0.3210
ENSG00000116251,RPL22,561,-0.0459,880,0.67866,1050,0.97467,746,0.45756,293,-1.0418,442,-0.6896
ENSG00000116237,ICMT,58,0.62154,8,-2.2735,18,-1.1830,30,-0.4465,34,-0.2367,49,0.71082
ENSG00000097021,ACOT7,144,-0.6473,30,-2.9753,96,-1.2517,122,-0.9532,147,-0.6129,327,1.56360
ENSG00000171680,PLEKHG5,58,1.38166,3,-2.9323,31,0.32067,24,-0.0575,31,0.35683,21,-0.4109
ENSG00000162408,NOL9,58,0.93061,29,-0.1740,57,0.92272,31,-0.0729,53,0.80281,21,-0.9950
ENSG00000162413,KLHL21,58,0.98813,38,0.30927,23,-0.4667,51,0.90008,10,-1.6354,24,-0.6815
ENSG00000007923,DNAJC11,58,0.68256,29,-0.4095,50,0.45162,31,-0.3459,32,-0.2265,37,-0.0578
ENSG00000171735,CAMTA1,115,-1.7519,210,-0.8485,392,0.10928,301,-0.3301,604,0.81343,410,0.35582
ENSG00000049245,VAMP3,58,1.10689,96,2.03858,7,-2.0624,47,0.84711,8,-1.9077,15,-1.5483
ENSG00000049246,PER3,58,0.52504,77,0.99185,64,0.69682,45,0.14404,61,0.61947,25,-1.2277
ENSG00000116288,PARK7,396,0.17706,134,-1.4777,354,0.00048,476,0.53157,157,-1.2403,375,0.17629
ENSG00000116285,ERRFI1,58,0.94582,32,0.00768,12,-1.5198,29,-0.1433,35,0.13302,32,-0.0430
ENSG00000162426,SLC45A1,58,1.35336,1,-3.9730,19,-0.4691,14,-0.9329,11,-1.2632,31,0.66237
ENSG00000142599,RERE,58,-1.4157,258,0.91519,232,0.73395,131,-0.1931,215,0.60811,123,-0.4730
ENSG00000074800,ENO1,58,-3.1542,275,-0.8541,341,-0.5290,838,1.03787,265,-0.9121,524,0.26363
ENSG00000171612,SLC25A33,58,0.24145,62,0.35544,27,-0.9207,124,1.81882,20,-1.3798,30,-1.1847
ENSG00000171603,CLSTN1,143,-2.2427,265,-1.3297,376,-0.8025,388,-0.8114,563,-0.1841,912,1.36489
ENSG00000178585,CTNNBIP1,58,0.95161,9,-1.8579,46,0.56381,33,0.06875,19,-0.8224,31,-0.0850
ENSG00000162441,LZIC,58,-0.0205,118,1.14478,68,0.24271,59,0.02520,49,-0.2641,48,-0.5025
ENSG00000130939,UBE4B,58,0.07748,51,-0.1061,50,-0.1421,33,-0.8188,66,0.27652,61,0.33302
ENSG00000054523,KIF1B,58,-2.7739,667,0.96142,432,0.24720,244,-0.6954,499,0.47909,382,0.09642
ENSG00000142657,PGD,681,3.69390,29,-1.9057,20,-2.4838,42,-1.4729,40,-1.4355,67,-1.0870
ENSG00000241563,CORT,58,0.46499,25,-0.8018,8,-2.5224,59,0.57063,6,-2.8074,50,0.47479
ENSG00000160049,DFFA,58,0.20785,89,0.91962,94,1.00148,55,0.15200,48,-0.0938,35,-0.9316
ENSG00000142655,PEX14,58,1.33599,3,-2.9954,31,0.32019,23,-0.1865,21,-0.2690,24,-0.1125
ENSG00000120948,TARDBP,58,-0.5297,113,0.51881,64,-0.3744,75,-0.1320,74,-0.1482,86,0.17238
ENSG00000116649,SRM,58,0.00625,38,-0.6308,29,-1.0391,85,0.70526,45,-0.3894,58,0.04453
ENSG00000171824,EXOSC10,58,0.84634,45,0.45097,13,-1.4084,26,-0.4380,70,1.16925,28,-0.4805
ENSG00000198793,MTOR,58,0.28405,23,-1.1395,15,-1.7626,35,-0.5153,65,0.48512,58,0.57889
ENSG00000116661,FBXO2,58,-1.6694,116,-0.6252,175,0.00384,368,1.43927,79,-1.2079,154,-0.3273
ENSG00000132879,FBXO44,58,-0.7950,14,-2.8757,53,-0.9247,84,-0.2530,75,-0.3931,133,1.11292
ENSG00000011021,CLCN6,58,0.01401,54,-0.0905,57,-0.0043,44,-0.4242,36,-0.7101,66,0.41722
ENSG00000116685,KIAA2013,58,1.05739,43,0.56518,13,-1.2523,30,-0.0151,22,-0.4433,27,-0.2446
ENSG00000116688,MFN2,1136,3.16334,89,-1.3136,117,-0.9001,91,-1.3657,101,-1.1228,150,-0.8469
ENSG00000048707,VPS13D,58,-0.3881,77,0.04896,46,-0.7301,36,-1.1616,133,0.94661,84,0.38297
ENSG00000162496,DHRS3,58,1.44350,23,-0.0396,34,0.53636,40,0.91586,5,-2.2699,15,-1.1438
ENSG00000116731,PRDM2,58,-2.1149,242,0.04297,378,0.76288,100,-1.3948,430,0.98003,253,0.21639
ENSG00000189337,KAZN,58,-0.1524,100,0.72506,65,0.02578,54,-0.2844,58,-0.1564,63,-0.0428
ENSG00000142634,EFHD2,58,-0.7111,58,-0.6926,32,-1.6103,47,-1.0900,78,-0.2559,130,1.28196
ENSG00000116138,DNAJC16,58,0.48307,12,-1.9191,47,0.15355,30,-0.5552,31,-0.4852,50,0.53209
ENSG00000197312,DDI2,58,0.62524,22,-0.8409,32,-0.2969,21,-0.9769,47,0.30216,44,0.38776
ENSG00000116786,PLEKHM2,58,-1.0202,34,-1.7978,176,0.71777,169,0.73061,114,0.02301,105,-0.1859
ENSG00000065526,SPEN,58,-1.6228,520,1.92112,240,0.56496,91,-1.0212,351,1.20031,113,-0.9945
ENSG00000055070,SZRD1,58,1.13234,43,0.63146,23,-0.3086,51,1.04776,21,-0.5045,16,-1.2969
ENSG00000159363,ATP13A2,58,-0.8659,17,-2.6420,93,-0.1434,75,-0.5078,84,-0.2967,136,1.02084
ENSG00000117118,SDHB,58,-0.4465,34,-1.2335,20,-1.9918,76,-0.0221,41,-0.9454,103,1.01042
ENSG00000117115,PADI2,58,-0.1907,351,3.13845,44,-0.5930,103,0.82009,26,-1.3982,17,-2.7364
ENSG00000179051,RCC2,58,1.20282,20,-0.4543,25,-0.1274,25,-0.1569,24,-0.2156,25,-0.2127
ENSG00000117154,IGSF21,349,2.76176,26,-1.6039,40,-0.9858,54,-0.5727,46,-0.7537,57,-0.7309
ENSG00000159423,ALDH4A1,58,1.13699,31,0.12582,43,0.66188,57,1.30891,7,-2.0199,15,-1.4781
ENSG00000127481,UBR4,58,0.59242,40,0.02651,16,-1.3575,28,-0.5665,112,1.74047,32,-0.5342
ENSG00000127463,EMC1,58,0.63724,5,-3.0799,7,-2.5656,32,-0.3231,67,0.88028,44,0.40178
ENSG00000053372,MRTO4,58,0.21352,20,-1.4194,31,-0.7381,42,-0.3075,25,-1.0608,65,0.82509
ENSG00000053371,AKR7A2,58,0.77942,39,0.12836,43,0.30097,67,1.19535,17,-1.1347,23,-1.0872
ENSG00000077549,CAPZB,1762,3.18107,129,-1.4089,121,-1.4977,220,-0.6465,210,-0.6753,205,-1.1097
ENSG00000173436,MICOS10,190,-0.7931,305,-0.0640,348,0.14424,493,0.80229,102,-1.7135,313,-0.0386
ENSG00000158747,NBL1,115,-0.3422,67,-1.1725,156,0.12744,205,0.64370,117,-0.3193,143,-0.0115
ENSG00000169914,OTUD3,58,0.86492,37,0.16008,23,-0.5649,13,-1.4810,100,1.83628,27,-0.6095
ENSG00000162545,CAMK2N1,263,-2.7844,1233,-0.4879,4457,1.63375,2940,1.03232,1148,-0.5970,1212,-0.8359
ENSG00000158828,PINK1,194,-1.1465,186,-1.2145,318,-0.3990,443,0.13031,221,-0.9516,521,0.79187
ENSG00000244038,DDOST,58,1.15523,22,-0.4071,10,-1.5109,22,-0.4403,16,-0.8619,32,0.35060
ENSG00000117245,KIF17,58,0.61545,8,-2.2743,8,-2.3202,12,-1.8423,27,-0.5602,58,1.43882
ENSG00000189410,SH2D5,58,0.29445,5,-3.2326,38,-0.3505,37,-0.4517,46,-0.0704,59,0.68369
ENSG00000127483,HP1BP3,58,-2.2151,448,0.93153,366,0.59610,150,-0.8558,396,0.72635,243,-0.1041
ENSG00000075151,EIF4G3,58,-2.3349,200,-0.4857,290,0.09097,116,-1.3943,454,0.81654,342,0.73292
ENSG00000076864,RAP1GAP,58,-1.0821,41,-1.5994,66,-0.8835,65,-0.9622,99,-0.2653,169,1.35773
ENSG00000090686,USP48,58,-0.5492,133,0.76576,94,0.20077,35,-1.3637,126,0.67778,85,0.08057
ENSG00000070831,CDC42,58,-1.7761,172,-0.1339,101,-0.9443,157,-0.3016,151,-0.3330,242,0.86527
ENSG00000173369,C1QB,58,1.26139,26,-0.0147,19,-0.5500,85,2.47417,22,-0.2863,4,-3.4409
ENSG00000004487,KDM1A,58,-0.3740,58,-0.3557,26,-1.5619,51,-0.6116,98,0.45489,90,0.65571
ENSG00000169641,LUZP1,58,-1.5760,91,-0.9019,195,0.27630,62,-1.5702,297,0.96907,200,0.64936
ENSG00000125944,HNRNPR,58,-1.3335,219,0.73004,122,-0.2012,114,-0.3401,188,0.48249,142,0.06777
ENSG00000142676,RPL11,73,-2.5124,642,0.80681,536,0.50936,693,1.07186,199,-1.0280,307,-0.6219
ENSG00000011007,ELOA,58,0.83805,43,0.37464,39,0.21689,26,-0.4595,64,1.01098,26,-0.7222
ENSG00000057757,PITHD1,245,0.63328,66,-1.3872,115,-0.5610,112,-0.6438,86,-1.0019,208,0.75477
ENSG00000011009,LYPLA2,58,1.23777,8,-1.8691,31,0.19236,26,-0.0516,19,-0.5050,26,-0.0974
ENSG00000189266,PNRC2,58,-0.2217,87,0.43136,78,0.25089,85,0.43484,66,-0.0174,57,-0.4323
ENSG00000188529,SRSF10,58,-0.3941,151,1.15907,54,-0.4981,59,-0.3954,107,0.58127,68,-0.2641
ENSG00000001461,NIPAL3,294,1.41640,265,1.23174,48,-1.4370,67,-1.0271,90,-0.5058,112,-0.3083
ENSG00000133226,SRRM1,163,-0.5836,674,1.76599,326,0.50236,100,-1.4027,495,1.20754,166,-0.9012
ENSG00000169504,CLIC4,58,0.63593,300,4.27538,24,-0.7008,29,-0.4945,12,-1.7581,2,-4.7838
ENSG00000117614,SYF2,58,-1.2040,196,0.69164,241,1.03586,138,0.13755,122,-0.0680,106,-0.4848
ENSG00000117616,RSRP1,58,-0.1156,107,0.87120,16,-1.9913,52,-0.2869,178,1.77864,47,-0.7120
ENSG00000183726,TMEM50A,58,-0.2385,88,0.42790,27,-1.4058,80,0.30637,27,-1.4061,75,0.31794
ENSG00000204178,MACO1,58,-0.4043,78,0.06756,80,0.10258,47,-0.7576,140,1.00783,75,-0.0029
ENSG00000117643,MAN1C1,58,0.56450,3,-3.8818,45,0.16828,44,0.15329,45,0.15463,41,0.05093
ENSG00000162430,SELENON,58,1.09755,32,0.15874,38,0.41658,34,0.26954,22,-0.4281,22,-0.7108
ENSG00000117640,MTFR1L,58,-0.1990,11,-2.6690,81,0.32647,70,0.10960,81,0.32777,70,0.17504
ENSG00000117632,STMN1,878,-0.7576,708,-1.0826,885,-0.7461,855,-0.8579,740,-1.0164,2049,1.32003
ENSG00000158008,EXTL1,58,0.63506,6,-2.6474,27,-0.5318,38,-0.0522,26,-0.6060,45,0.49390
ENSG00000142684,ZNF593,58,0.44669,22,-1.0307,36,-0.2841,55,0.40430,23,-0.9886,46,0.14199
ENSG00000142669,SH3BGRL3,58,-1.5509,131,-0.3199,99,-0.7434,184,0.23993,98,-0.7613,196,0.63661
ENSG00000158062,UBXN11,58,1.49291,1,-4.6633,35,0.62230,29,0.35136,17,-0.4504,19,-0.5593
ENSG00000198830,HMGN2,261,0.53529,366,1.10192,129,-0.5688,269,0.65720,145,-0.3914,134,-0.8427
ENSG00000117713,ARID1A,58,-0.4297,144,1.02853,53,-0.5716,78,0.04245,129,0.84712,63,-0.5170
ENSG00000090273,NUDC,58,-2.2794,182,-0.5691,265,0.00691,318,0.33234,181,-0.5814,307,0.47603
ENSG00000253368,TRNP1,58,0.08100,8,-2.8152,42,-0.4225,69,0.41617,28,-1.0053,64,0.47765
ENSG00000142784,WDTC1,58,0.88481,35,0.09795,48,0.58481,44,0.48100,26,-0.3559,24,-0.8109
ENSG00000186501,TMEM222,58,0.61714,29,-0.4714,25,-0.6708,56,0.65172,37,-0.0829,35,-0.3248
ENSG00000158195,WASF2,58,0.32845,167,2.19523,34,-0.4861,62,0.49546,55,0.24603,21,-1.7811
ENSG00000126705,AHDC1,58,0.28948,64,0.44823,17,-1.5766,26,-1.0059,64,0.44900,54,0.34272
ENSG00000126709,IFI6,141,-0.0281,167,0.24137,54,-1.4851,180,0.40632,105,-0.4790,149,0.10914
ENSG00000009780,FAM76A,58,1.28896,13,-1.0095,17,-0.6447,16,-0.8205,59,1.33076,23,-0.3933
ENSG00000117758,STX12,58,-0.9405,84,-0.3818,69,-0.6829,109,0.03803,95,-0.1850,126,0.53440
ENSG00000117751,PPP1R8,58,1.09343,48,0.77875,11,-1.5211,29,-0.0398,21,-0.4902,26,-0.2996
ENSG00000117748,RPA2,58,0.52432,10,-2.1315,17,-1.3644,49,0.30683,22,-0.9753,49,0.50967
ENSG00000126698,DNAJC8,58,-2.1748,282,0.21836,363,0.62697,236,-0.0642,248,0.01455,254,0.09712
ENSG00000130770,ATP5IF1,92,-2.4523,128,-1.9660,447,-0.0802,680,0.66534,270,-0.8550,558,0.54348
ENSG00000204138,PHACTR4,58,0.91080,107,2.01639,32,-0.0164,28,-0.2434,53,0.76437,14,-1.7894
ENSG00000198492,YTHDF2,58,-0.6576,50,-0.8745,59,-0.6256,53,-0.8372,120,0.48701,112,0.76126
ENSG00000116350,SRSF4,58,-0.8704,234,1.37039,115,0.18787,94,-0.1338,180,0.91904,75,-0.7825
ENSG00000116353,MECR,666,4.53499,5,-3.9129,12,-2.8527,29,-1.6564,22,-1.9860,36,-1.8152
ENSG00000162511,LAPTM5,58,0.85233,67,1.11475,23,-0.5744,97,2.15538,21,-0.7446,7,-2.9532
ENSG00000162512,SDC3,58,-1.3694,168,0.26020,195,0.50405,225,0.83491,153,0.10873,114,-0.5765
ENSG00000134644,PUM1,58,-1.3490,149,0.09593,131,-0.1037,90,-0.7339,197,0.54392,161,0.43382
ENSG00000121766,ZCCHC17,58,-1.2147,152,0.26882,124,-0.0581,99,-0.4395,108,-0.2607,150,0.49079
ENSG00000121769,FABP3,58,-0.9098,19,-2.5667,29,-1.9202,67,-0.7483,60,-0.8625,160,1.67304
ENSG00000162517,PEF1,58,-0.5633,59,-0.5190,61,-0.4790,67,-0.3708,52,-0.7079,106,0.79570
ENSG00000084636,COL16A1,58,0.66511,109,1.77295,5,-2.8078,39,0.03117,59,0.69593,25,-1.0472
ENSG00000121753,ADGRB2,1028,2.78131,54,-2.1315,96,-1.2871,122,-0.9864,169,-0.4258,180,-0.5604
ENSG00000184007,PTP4A2,58,-2.1901,901,2.25350,242,-0.0385,154,-0.7922,196,-0.3642,212,-0.4228
ENSG00000121774,KHDRBS1,58,-1.3526,166,0.26420,146,0.06039,141,0.00501,144,0.03750,149,0.16241
ENSG00000025800,KPNA6,58,-0.6593,53,-0.7991,58,-0.6639,55,-0.7957,141,0.74135,108,0.62366
ENSG00000084652,TXLNA,58,1.01283,61,1.10966,14,-1.1303,23,-0.4615,30,-0.0189,27,-0.3950
ENSG00000160050,CCDC28B,58,1.24468,3,-3.0922,27,0.03283,43,0.82844,10,-1.4476,23,-0.3902
ENSG00000084623,EIF3I,58,-0.9629,70,-0.6767,63,-0.8262,103,-0.0946,69,-0.6864,139,0.84033
ENSG00000175130,MARCKSL1,58,-1.8182,873,2.73304,100,-0.9998,341,1.06222,65,-1.6447,89,-1.7284
ENSG00000160058,BSDC1,58,-0.0626,88,0.61515,28,-1.1480,55,-0.1651,70,0.23924,61,0.05781
ENSG00000176261,ZBTB8OS,58,0.64428,31,-0.3111,22,-0.8460,53,0.55648,29,-0.4432,36,-0.1778
ENSG00000162521,RBBP4,95,-0.4633,138,0.12457,149,0.24478,120,-0.1044,143,0.18270,128,0.00198
ENSG00000134684,YARS,106,-0.2375,44,-1.5429,74,-0.7770,91,-0.5014,102,-0.2941,162,0.92468
ENSG00000160097,FNDC5,58,0.52032,16,-1.4047,17,-1.3257,32,-0.4513,24,-0.8062,53,0.82651
ENSG00000121905,HPCA,58,-1.8494,15,-3.7505,144,-0.4809,175,-0.2017,91,-1.1700,284,1.36658
ENSG00000121900,TMEM54,58,0.21390,62,0.33548,37,-0.4663,67,0.51424,16,-1.7402,50,-0.0501
ENSG00000004455,AK2,58,0.84565,78,1.35215,8,-2.1236,46,0.53666,23,-0.6308,25,-0.7651
ENSG00000134686,PHC2,58,0.06885,106,1.05409,33,-0.8074,66,0.32071,44,-0.3393,48,-0.3603
ENSG00000163866,SMIM12,549,3.25066,32,-1.6784,33,-1.6292,40,-1.4447,32,-1.7052,75,-0.6794
ENSG00000116544,DLGAP3,58,0.41434,16,-1.5617,84,1.02619,81,1.11010,56,0.35988,26,-1.2236
ENSG00000116560,SFPQ,997,1.78482,523,0.65477,294,-0.2633,209,-0.8431,579,0.82507,227,-1.0423
ENSG00000146463,ZMYM4,421,2.56303,78,-0.3812,131,0.43225,40,-1.4700,63,-0.7010,71,-0.8569
ENSG00000142687,KIAA0319L,58,-0.2007,37,-0.8568,45,-0.5916,60,-0.1624,83,0.37694,74,0.37609
ENSG00000020129,NCDN,663,0.65332,69,-2.7846,275,-0.7289,309,-0.5967,304,-0.5808,562,0.80379
ENSG00000126067,PSMB2,58,-0.8720,79,-0.3948,39,-1.4420,101,-0.0198,87,-0.2429,127,0.70339
ENSG00000142686,C1orf216,58,-0.3644,23,-1.7418,28,-1.4640,51,-0.6087,47,-0.6836,103,1.26497
ENSG00000092847,AGO1,693,4.21294,41,-1.2329,43,-1.1417,25,-2.0562,39,-1.2842,39,-1.8799
ENSG00000126070,AGO3,58,0.26957,107,1.29888,46,-0.0923,26,-1.0247,114,1.40302,35,-0.8516
ENSG00000054116,TRAPPC3,58,0.37765,17,-1.4699,12,-2.0204,47,0.05635,22,-1.1090,57,0.75590
ENSG00000116871,MAP7D1,153,-0.1912,313,0.96045,202,0.24535,169,-0.0388,168,-0.0490,151,-0.3776
ENSG00000054118,THRAP3,245,0.47269,217,0.27945,206,0.19582,91,-1.1382,296,0.78686,173,-0.1419
ENSG00000181817,LSM10,58,0.47579,18,-1.3143,24,-0.8635,53,0.36382,27,-0.7042,47,0.27421
ENSG00000116898,MRPS15,58,0.15417,29,-0.8742,29,-0.9214,68,0.46808,17,-1.6636,60,0.40946
ENSG00000163875,MEAF6,58,-0.9730,73,-0.6171,127,0.23569,77,-0.5867,66,-0.7669,139,0.79797
ENSG00000134697,GNL2,58,0.76238,73,1.16863,35,-0.0259,22,-0.8146,41,0.21521,30,-0.4823
ENSG00000197982,C1orf122,58,-1.6317,212,0.34908,177,0.06789,263,0.79949,54,-1.7259,168,-0.0244
ENSG00000183431,SF3A3,58,0.01098,57,-0.0011,42,-0.4916,43,-0.4870,39,-0.6029,68,0.52941
ENSG00000183520,UTP11,58,0.52389,42,0.00546,33,-0.3476,37,-0.2041,60,0.58166,39,-0.1941
ENSG00000116954,RRAGC,58,0.25921,58,0.25794,46,-0.0900,40,-0.3603,33,-0.6146,52,0.19823
ENSG00000174574,AKIRIN1,58,-0.5495,68,-0.3070,53,-0.6798,73,-0.2115,94,0.20250,95,0.45019
ENSG00000168653,NDUFS5,58,-3.5804,346,-0.9509,658,0.03701,907,0.61831,392,-0.7627,742,0.44482
ENSG00000127603,MACF1,58,-2.4296,840,1.79103,223,-0.4159,226,-0.4298,709,1.47740,204,-0.8992
ENSG00000090621,PABPC4,58,-0.2853,156,1.33583,121,0.89672,65,-0.1185,72,0.06759,49,-0.8512
ENSG00000116983,HPCAL4,111,-1.3670,113,-1.3420,454,0.82098,356,0.47232,315,0.22265,262,-0.1163
ENSG00000084072,PPIE,58,0.65086,32,-0.2942,26,-0.6139,39,0.02672,27,-0.5525,40,0.12924
ENSG00000131236,CAP1,350,1.02626,216,0.23220,130,-0.5506,172,-0.1326,135,-0.5004,177,-0.1491
ENSG00000131238,PPT1,58,-1.1781,68,-0.9268,78,-0.7187,132,0.08975,118,-0.0902,153,0.64066
ENSG00000117000,RLF,58,1.11194,41,0.52563,11,-1.5055,17,-0.8964,51,0.91022,26,-0.3122
ENSG00000084073,ZMPSTE24,58,0.63301,23,-0.8201,52,0.45348,37,-0.0608,34,-0.2049,37,-0.0994
ENSG00000084070,SMAP2,58,-1.4733,85,-0.8969,214,0.53917,77,-1.1113,175,0.21972,191,0.73454
ENSG00000117016,RIMS3,58,-1.8418,27,-2.9351,288,0.61660,220,0.20329,171,-0.2070,228,0.47166
ENSG00000066136,NFYC,58,0.75108,26,-0.4723,22,-0.7765,26,-0.5578,27,-0.4523,41,0.42717
ENSG00000127124,HIVEP3,58,1.19264,31,0.16395,25,-0.1551,16,-0.9064,45,0.78195,24,-0.4157
ENSG00000198815,FOXJ3,58,0.26797,26,-0.9606,47,-0.0416,38,-0.4304,58,0.26544,53,0.27679
ENSG00000177181,RIMKLA,58,0.15522,19,-1.5106,74,0.55281,36,-0.6124,37,-0.5166,61,0.48969
ENSG00000127125,PPCS,58,-0.2810,75,0.11513,62,-0.1648,65,-0.1016,39,-0.8570,78,0.35286
ENSG00000186409,CCDC30,58,-0.0003,36,-0.7111,134,1.38764,33,-0.9289,114,1.10683,48,-0.5064
ENSG00000065978,YBX1,58,-0.7831,235,1.48206,155,0.76389,193,1.32433,66,-0.5785,43,-1.8051
ENSG00000177868,SVBP,58,0.19839,45,-0.1841,43,-0.2590,51,-0.0111,44,-0.2205,53,0.13213
ENSG00000117394,SLC2A1,58,0.57547,104,1.58338,24,-0.7608,68,0.96168,24,-0.7592,23,-1.3314
ENSG00000117395,EBNA1BP2,471,2.15945,47,-1.6030,132,-0.0450,83,-0.8047,87,-0.6916,121,-0.3179
ENSG00000159479,MED8,58,1.23105,23,-0.2661,9,-1.5992,26,-0.0774,27,0.01847,26,-0.1093
ENSG00000142949,PTPRF,407,2.03009,76,-0.7731,77,-0.7528,78,-0.7750,124,-0.0100,110,-0.3473
ENSG00000126091,ST3GAL3,58,0.60992,11,-1.9315,49,0.33157,43,0.17188,44,0.16151,37,-0.1382
ENSG00000117408,IPO13,58,0.70569,72,1.07142,38,0.05523,48,0.44908,30,-0.3277,25,-0.9431
ENSG00000117410,ATP6V0B,58,-2.5489,190,-0.7911,169,-0.9629,252,-0.3895,228,-0.5129,442,1.20792
ENSG00000117411,B4GALT2,60,-0.0944,64,0.01892,98,0.70329,98,0.79958,33,-1.0057,51,-0.5446
ENSG00000178028,DMAP1,58,0.29325,9,-2.3827,32,-0.5985,43,-0.1988,30,-0.7192,60,0.73862
ENSG00000117419,ERI3,58,-1.0908,53,-1.2146,66,-0.8919,161,0.55151,80,-0.5949,140,0.53236
ENSG00000187147,RNF220,58,-0.8890,100,-0.0575,92,-0.1774,106,0.04752,46,-1.2238,122,0.52336
ENSG00000142937,RPS8,172,-2.4846,1530,0.85966,1342,0.64134,1394,0.79820,594,-0.6420,729,-0.5541
ENSG00000070785,EIF2B3,58,0.94397,29,-0.1606,20,-0.7187,16,-1.0779,23,-0.5050,37,0.44696
