Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to8,Feature log2 fold change topic 4to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000197785,ATAD3A,14,0.01943,16,0.24234,4,-1.8378,15,0.26965,15,0.19080,12,-0.1102
ENSG00000205090,TMEM240,5,-2.2267,32,0.47920,30,0.39404,28,0.55200,14,-0.8412,15,-0.7396
ENSG00000160075,SSU72,95,-0.5902,141,0.04198,119,-0.2336,139,0.01508,194,0.55603,137,-0.0121
ENSG00000228594,FNDC10,12,-1.1460,26,0.08366,19,-0.4325,29,0.46144,29,0.25741,18,-0.4701
ENSG00000272106,AL691432.2,19,-0.0367,24,0.32256,27,0.50053,20,0.01453,14,-0.5579,14,-0.5239
ENSG00000197530,MIB2,26,-0.2563,26,-0.2271,39,0.39146,33,0.27212,18,-0.8361,29,-0.0755
ENSG00000248333,CDK11B,34,1.51364,31,1.29927,12,-0.2980,8,-1.3922,9,-0.6244,17,0.27401
ENSG00000189339,SLC35E2B,14,-0.8674,16,-0.7108,21,-0.2489,28,0.29754,23,-0.1278,38,0.66565
ENSG00000008128,CDK11A,20,1.10077,16,0.72114,10,-0.0261,7,-0.7435,8,-0.3360,10,-0.0074
ENSG00000215790,SLC35E2A,27,-0.5978,39,-0.0351,52,0.45144,39,-0.0634,35,-0.1935,49,0.35356
ENSG00000008130,NADK,26,0.03353,26,0.02928,18,-0.4953,27,0.19855,17,-0.6601,31,0.33520
ENSG00000078369,GNB1,297,-0.7869,622,0.38536,474,-0.0559,505,0.08343,512,0.06704,478,-0.0408
ENSG00000187730,GABRD,25,-2.5255,121,-0.1741,67,-1.0847,179,0.98667,193,0.58514,46,-1.6516
ENSG00000067606,PRKCZ,78,-1.0418,145,-0.0846,169,0.16224,167,0.26802,160,0.07080,142,-0.1235
ENSG00000162585,FAAP20,42,0.31994,56,0.77842,39,0.17171,28,-0.5925,46,0.47026,26,-0.4597
ENSG00000157933,SKI,35,0.94958,29,0.64684,14,-0.4855,19,-0.0838,17,-0.2018,5,-1.9456
ENSG00000157916,RER1,76,0.09844,70,-0.0364,59,-0.3117,79,0.28332,60,-0.2816,58,-0.3323
ENSG00000157911,PEX10,29,0.43195,32,0.58526,16,-0.5396,21,-0.2121,23,0.00640,21,-0.1322
ENSG00000149527,PLCH2,14,-0.7409,27,0.24290,1,-4.0996,32,1.12451,28,0.31848,1,-3.8291
ENSG00000157881,PANK4,7,-1.3176,11,-0.5890,11,-0.6431,22,1.00392,19,0.17582,7,-1.2946
ENSG00000197921,HES5,4,-2.2968,71,2.29523,6,-1.7657,18,-0.2317,16,-0.3629,10,-0.9641
ENSG00000157873,TNFRSF14,6,-1.1667,19,0.71795,0,-4.7338,18,1.40248,8,-0.6395,0,-5.7604
ENSG00000157870,PRXL2B,17,-1.2598,57,0.58817,35,-0.1921,44,0.32095,40,-0.0022,27,-0.5922
ENSG00000177133,PRDM16-DT,26,0.06437,54,1.29395,28,0.14778,18,-0.8840,25,-0.0321,31,0.33277
ENSG00000142611,PRDM16,8,-0.2458,21,1.40082,8,-0.2239,7,-0.7506,12,0.43256,9,-0.0417
ENSG00000158109,TPRG1L,73,-1.4237,135,-0.5021,165,-0.1850,219,0.52825,185,-0.0083,201,0.13062
ENSG00000116213,WRAP73,15,-0.0535,13,-0.2306,23,0.63579,17,0.18378,15,-0.0091,6,-1.4791
ENSG00000130764,LRRC47,62,-0.3969,61,-0.4052,65,-0.3033,87,0.29699,95,0.28557,72,-0.1397
ENSG00000116198,CEP104,46,1.33090,9,-1.2651,30,0.59291,18,-0.3465,13,-0.7230,19,-0.1587
ENSG00000198912,C1orf174,8,-1.0109,5,-1.5906,15,-0.0863,19,0.63078,14,-0.1962,19,0.31477
ENSG00000196581,AJAP1,20,-0.8034,35,0.05185,37,0.16532,41,0.60986,20,-0.8122,21,-0.7389
ENSG00000131697,NPHP4,10,-0.2580,11,-0.2076,8,-0.6358,15,0.66871,8,-0.6358,10,-0.3556
ENSG00000069424,KCNAB2,59,-1.6714,170,-0.0663,195,0.15695,206,0.46904,172,-0.0470,146,-0.3060
ENSG00000116254,CHD5,37,-1.8004,114,-0.0860,163,0.49640,135,0.35135,117,-0.0415,97,-0.3379
ENSG00000116251,RPL22,778,0.48670,739,0.40176,526,-0.1499,439,-0.7020,732,0.38569,802,0.53651
ENSG00000158286,RNF207,1,-2.3022,2,-2.1777,7,-0.3110,13,1.44326,7,-0.3062,5,-0.8460
ENSG00000116237,ICMT,23,-1.0409,32,-0.5558,31,-0.5936,57,0.70827,47,0.03763,40,-0.2177
ENSG00000097021,ACOT7,71,-2.0984,159,-0.8805,220,-0.3815,372,0.97231,216,-0.4082,279,-0.0070
ENSG00000215788,TNFRSF25,5,-2.4859,27,-0.0061,14,-1.0407,38,1.27442,18,-0.6505,15,-0.9032
ENSG00000171680,PLEKHG5,4,-2.5499,27,0.12946,18,-0.5009,34,1.10455,15,-0.7991,14,-0.8619
ENSG00000162408,NOL9,24,-0.1811,25,-0.1672,26,-0.0969,30,0.26842,28,0.06514,21,-0.4323
ENSG00000204859,ZBTB48,12,0.17596,13,0.29146,6,-0.7690,13,0.58568,6,-0.7816,5,-1.1806
ENSG00000162413,KLHL21,65,0.72112,62,0.65382,30,-0.5195,38,-0.2346,32,-0.3949,36,-0.2194
ENSG00000116273,PHF13,18,0.20489,17,0.17094,16,0.08501,18,0.37366,10,-0.5928,5,-1.5379
ENSG00000041988,THAP3,21,0.07361,18,-0.1209,11,-0.8455,23,0.42796,21,0.12333,12,-0.7297
ENSG00000007923,DNAJC11,20,-0.5516,32,0.20418,18,-0.7097,34,0.60151,15,-0.9401,27,-0.0827
ENSG00000171735,CAMTA1,168,-0.6061,296,0.28789,355,0.58974,247,-0.0048,266,0.11695,155,-0.7353
ENSG00000049245,VAMP3,103,2.23083,30,0.00653,35,0.23498,12,-1.8856,20,-0.5967,48,0.77484
ENSG00000049246,PER3,85,1.25834,60,0.66951,32,-0.3456,36,-0.2662,19,-1.1222,23,-0.8819
ENSG00000116288,PARK7,352,-0.4514,545,0.24714,260,-0.9157,467,-0.0037,576,0.33646,610,0.43178
ENSG00000116285,ERRFI1,27,-0.1542,20,-0.5682,28,-0.1099,33,0.34068,26,-0.2064,29,-0.0070
ENSG00000162426,SLC45A1,13,-1.1047,26,-0.1021,18,-0.6863,36,0.86831,29,0.05364,12,-1.3062
ENSG00000142599,RERE,119,0.27425,136,0.48424,71,-0.5546,100,-0.0115,78,-0.4043,102,0.01990
ENSG00000074800,ENO1,614,0.15317,938,0.86096,525,-0.0990,511,-0.2436,515,-0.1281,435,-0.3942
ENSG00000171612,SLC25A33,44,0.11670,91,1.36871,28,-0.5593,36,-0.3239,37,-0.1618,26,-0.6775
ENSG00000188807,TMEM201,10,-0.1312,11,-0.0471,7,-0.7482,12,0.11675,9,-0.3205,17,0.63118
ENSG00000171608,PIK3CD,3,-1.8921,3,-1.9061,12,0.25612,13,0.61296,8,-0.2965,14,0.51940
ENSG00000171603,CLSTN1,282,-1.5998,596,-0.4612,746,-0.1088,1005,0.76618,693,-0.2255,639,-0.3530
ENSG00000178585,CTNNBIP1,36,-0.1596,35,-0.1771,41,0.05476,40,0.01792,48,0.32701,36,-0.1478
ENSG00000162441,LZIC,107,1.13658,58,0.09844,69,0.37632,37,-0.9427,56,0.03871,69,0.38445
ENSG00000162444,RBP7,61,3.70644,0,-5.8578,14,0.53645,0,-4.7095,1,-2.8596,22,1.30579
ENSG00000130939,UBE4B,36,-0.1293,35,-0.1864,50,0.40359,41,0.16514,32,-0.2946,31,-0.3726
ENSG00000054523,KIF1B,436,0.41293,279,-0.3043,439,0.42772,317,-0.1743,252,-0.4641,386,0.21453
ENSG00000284642,AL139424.2,14,0.01424,6,-1.3296,20,0.52679,16,0.29966,10,-0.5102,13,-0.0874
ENSG00000142657,PGD,41,-0.2289,39,-0.2761,59,0.36280,50,0.16290,52,0.16635,31,-0.6700
ENSG00000175279,CENPS,9,-0.7223,17,0.21085,5,-1.5824,16,0.22696,25,0.85735,12,-0.3464
ENSG00000241563,CORT,35,-1.0376,85,0.34798,135,1.12582,53,-0.6838,124,0.97539,46,-0.6381
ENSG00000160049,DFFA,54,0.66891,38,0.10999,44,0.31367,32,-0.3512,31,-0.2215,34,-0.0816
ENSG00000142655,PEX14,13,-0.7811,17,-0.4114,17,-0.4170,27,0.54170,24,0.08119,20,-0.2147
ENSG00000120948,TARDBP,91,0.26371,86,0.18067,98,0.38613,75,-0.0938,66,-0.2570,58,-0.4578
ENSG00000271895,AL109811.2,13,-0.3057,11,-0.5345,18,0.24838,18,0.43125,15,-0.0466,9,-0.8416
ENSG00000116649,SRM,42,-0.5091,83,0.60274,40,-0.5545,62,0.20956,64,0.15962,38,-0.6478
ENSG00000171824,EXOSC10,47,0.41645,33,-0.1553,51,0.53921,37,0.06479,20,-0.9040,27,-0.4787
ENSG00000198793,MTOR,32,-0.7663,46,-0.1832,31,-0.8140,64,0.69490,49,-0.0807,40,-0.4156
ENSG00000120942,UBIAD1,21,1.44156,14,0.65793,10,0.19770,7,-0.5615,3,-1.5378,6,-0.6711
ENSG00000116661,FBXO2,214,0.17775,374,1.12509,97,-1.0549,184,-0.1165,196,0.03215,116,-0.7824
ENSG00000132879,FBXO44,43,-1.2199,86,-0.1598,71,-0.4537,123,0.87025,78,-0.3006,57,-0.8040
ENSG00000116663,FBXO6,6,-0.7237,12,0.20020,7,-0.6468,12,0.40161,14,0.50242,5,-1.0080
ENSG00000116670,MAD2L2,19,0.35061,23,0.68748,3,-2.2836,17,0.28472,12,-0.3514,11,-0.5069
ENSG00000177000,MTHFR,11,-0.2207,13,-0.0314,17,0.37503,13,-0.1058,8,-0.6662,19,0.57303
ENSG00000011021,CLCN6,35,-0.9875,51,-0.4271,87,0.42956,74,0.32436,78,0.24892,45,-0.6106
ENSG00000175206,NPPA,0,-4.9357,15,0.82490,0,-6.5129,14,1.79082,3,-1.4602,1,-2.7628
ENSG00000116685,KIAA2013,55,1.02190,23,-0.4103,39,0.42625,24,-0.5795,31,0.09371,30,0.03112
ENSG00000083444,PLOD1,26,0.53521,21,0.21647,11,-0.7893,17,-0.1516,20,0.14138,19,0.05755
ENSG00000116688,MFN2,60,-1.0537,91,-0.4273,101,-0.2721,138,0.44054,114,-0.0741,140,0.25954
ENSG00000116691,MIIP,22,0.96867,15,0.36261,14,0.22967,11,-0.2402,5,-1.3243,10,-0.3502
ENSG00000048707,VPS13D,49,-0.5522,54,-0.4209,90,0.40100,70,-0.0180,77,0.13665,84,0.28536
ENSG00000162496,DHRS3,40,1.67127,42,1.76187,6,-1.2313,7,-1.5103,13,-0.2042,11,-0.5191
ENSG00000162493,PDPN,21,1.29720,9,-0.0846,5,-0.9470,8,-0.3987,12,0.35567,8,-0.3464
ENSG00000116731,PRDM2,96,-0.2295,98,-0.1927,204,1.01694,104,-0.1815,86,-0.4032,106,-0.0790
ENSG00000189337,KAZN,81,0.52704,50,-0.2552,60,0.05380,58,-0.0016,71,0.32045,30,-1.0223
ENSG00000142634,EFHD2,45,-1.0914,21,-2.2024,295,2.10333,62,-0.9481,64,-0.5432,175,1.09195
ENSG00000132906,CASP9,16,0.75509,16,0.79627,18,1.01688,6,-1.2017,5,-0.8282,13,0.48843
ENSG00000116138,DNAJC16,24,-0.6642,19,-1.0138,29,-0.4016,49,0.87766,25,-0.6411,34,-0.1561
ENSG00000197312,DDI2,19,-0.3409,26,0.10688,40,0.82977,25,0.12826,14,-0.8001,16,-0.6678
ENSG00000116786,PLEKHM2,39,-0.7974,84,0.41692,47,-0.4984,70,0.20787,83,0.39195,48,-0.4626
ENSG00000065526,SPEN,135,1.41851,83,0.56673,114,1.11363,32,-1.3968,38,-0.6520,55,-0.0889
ENSG00000116809,ZBTB17,15,-0.0911,21,0.47930,26,0.87005,14,-0.2958,10,-0.7254,14,-0.1550
ENSG00000185519,FAM131C,5,-0.6487,8,-0.0931,5,-0.7097,8,-0.0477,23,1.65310,2,-2.1044
ENSG00000037637,FBXO42,18,-0.2453,16,-0.3889,20,-0.0844,26,0.68256,13,-0.7569,13,-0.7146
ENSG00000055070,SZRD1,40,0.93125,40,0.94372,23,0.00515,17,-0.6727,23,0.00175,14,-0.7207
ENSG00000157191,NECAP2,42,1.90935,17,0.35450,4,-1.7062,11,-0.6139,13,-0.0969,8,-0.8278
ENSG00000219481,NBPF1,42,1.21673,22,0.11284,18,-0.1976,17,-0.4876,17,-0.2809,20,-0.0147
ENSG00000058453,CROCC,10,-0.2246,9,-0.3941,13,0.19395,14,0.43006,10,-0.1947,7,-0.8002
ENSG00000238142,BX284668.5,18,0.44862,20,0.61457,9,-0.6170,13,-0.2228,16,0.18895,11,-0.3242
ENSG00000159363,ATP13A2,30,-1.8610,68,-0.6223,79,-0.4001,128,0.74662,122,0.29849,80,-0.3821
ENSG00000117118,SDHB,76,-0.6339,88,-0.4076,84,-0.4783,136,0.57121,113,-0.0114,97,-0.2577
ENSG00000117115,PADI2,253,3.13785,59,0.25142,50,-0.0275,14,-2.5985,24,-1.1515,51,0.01772
ENSG00000179051,RCC2,27,0.00714,23,-0.2371,8,-1.7577,34,0.85476,32,0.27773,5,-2.5237
ENSG00000074964,ARHGEF10L,16,0.40344,21,0.89140,5,-1.2091,10,-0.5115,27,1.27211,3,-1.7831
ENSG00000117154,IGSF21,28,-1.5331,56,-0.4718,116,0.70689,75,-0.0239,46,-0.7740,135,0.96729
ENSG00000159423,ALDH4A1,32,0.91539,36,1.10998,13,-0.5914,14,-0.7240,26,0.52044,9,-1.0762
ENSG00000169991,IFFO2,9,-0.2482,9,-0.1506,6,-0.7138,13,0.67294,9,-0.2361,6,-0.8182
ENSG00000127481,UBR4,19,0.67337,22,0.92529,22,0.91962,10,-0.5709,9,-0.5125,3,-2.0033
ENSG00000127463,EMC1,32,-0.0242,28,-0.2534,40,0.31595,37,0.43769,20,-0.7689,19,-0.8451
ENSG00000053372,MRTO4,26,-0.7071,47,0.24584,37,-0.1415,48,0.50852,34,-0.2795,23,-0.8710
ENSG00000053371,AKR7A2,68,0.96380,60,0.74003,38,0.00822,31,-0.5680,30,-0.3910,32,-0.2786
ENSG00000040487,SLC66A1,11,0.15398,7,-0.5604,9,-0.1250,12,0.49066,5,-0.9209,9,-0.2071
ENSG00000077549,CAPZB,158,0.01830,143,-0.1384,145,-0.1216,161,0.08128,203,0.42849,110,-0.5544
ENSG00000173436,MICOS10,253,-0.7930,387,-0.1308,300,-0.5298,417,-0.0259,614,0.62228,566,0.48524
ENSG00000158747,NBL1,110,-0.4961,174,0.22916,152,0.01416,166,0.29156,137,-0.1535,105,-0.5688
ENSG00000169914,OTUD3,8,-1.3929,19,-0.1090,25,0.32691,24,0.48286,19,-0.0636,13,-0.6839
ENSG00000162545,CAMK2N1,889,-0.7647,3397,1.46339,626,-1.2973,1495,0.09310,1320,-0.1472,775,-0.9743
ENSG00000090432,MUL1,22,-0.0149,23,0.06235,14,-0.6635,25,0.38715,17,-0.4034,19,-0.2173
ENSG00000183114,FAM43B,7,-1.0953,8,-0.8736,27,1.06533,11,-0.5344,15,0.06115,27,1.10060
ENSG00000158828,PINK1,243,-1.0424,344,-0.5107,472,-0.0135,525,0.29766,491,0.05090,584,0.33195
ENSG00000244038,DDOST,18,-0.3001,28,0.36410,36,0.79066,19,-0.4860,20,-0.1762,28,0.35986
ENSG00000117245,KIF17,5,-2.4116,10,-1.3457,28,0.16396,32,0.79989,24,-0.1067,25,-0.0282
ENSG00000189410,SH2D5,10,-2.1447,39,-0.0846,26,-0.7055,57,1.13848,27,-0.6446,26,-0.7280
ENSG00000127483,HP1BP3,323,0.80030,217,0.14063,281,0.56508,165,-0.4885,165,-0.2955,176,-0.1960
ENSG00000075151,EIF4G3,137,-0.4848,108,-0.8502,309,0.83281,194,0.11524,140,-0.4563,202,0.12846
ENSG00000117298,ECE1,41,1.48428,22,0.39327,6,-1.4197,15,-0.2965,19,0.19805,5,-1.6678
ENSG00000162551,ALPL,5,-0.8994,12,0.29426,1,-2.5835,14,1.20639,8,-0.2046,2,-2.4400
ENSG00000076864,RAP1GAP,71,-1.6339,91,-1.2531,265,0.41162,247,0.58273,166,-0.3400,230,0.18009
ENSG00000090686,USP48,118,0.95773,49,-0.4729,69,0.06726,60,-0.2824,35,-0.9783,93,0.54505
ENSG00000070831,CDC42,215,-0.2039,140,-0.8709,260,0.09496,262,0.19411,234,-0.0761,293,0.29187
ENSG00000184677,ZBTB40,14,0.69172,13,0.52523,16,0.93663,7,-0.7441,5,-0.8767,9,0.05851
ENSG00000173372,C1QA,23,1.80967,21,1.56579,1,-2.6724,3,-1.7996,15,0.99665,4,-1.0656
ENSG00000133216,EPHB2,18,0.51238,6,-1.1225,8,-0.6777,16,0.78003,12,-0.0846,3,-2.2467
ENSG00000004487,KDM1A,47,0.08293,40,-0.1847,52,0.21673,45,0.02410,53,0.24761,32,-0.5490
ENSG00000169641,LUZP1,33,-1.2428,54,-0.5167,89,0.27455,84,0.33210,92,0.32261,64,-0.2524
ENSG00000125944,HNRNPR,174,0.54745,105,-0.2666,175,0.55726,116,-0.1943,90,-0.5013,119,-0.0642
ENSG00000125945,ZNF436,11,-0.5061,10,-0.6371,28,1.00722,17,0.36951,3,-2.3140,14,-0.1216
ENSG00000249087,ZNF436-AS1,8,-0.2993,13,0.36010,8,-0.4414,10,-0.1732,11,0.13757,14,0.52450
ENSG00000088280,ASAP3,18,1.18650,9,0.00332,14,0.77466,5,-1.1011,7,-0.3831,13,0.57219
ENSG00000117318,ID3,238,3.69498,133,2.15710,13,-1.7391,3,-4.6560,0,-6.0943,2,-4.0507
ENSG00000142676,RPL11,743,0.62918,783,0.71793,303,-0.8017,383,-0.7139,624,0.33953,693,0.51354
ENSG00000011007,ELOA,34,0.59142,28,0.30013,24,0.04432,23,-0.0150,17,-0.4723,14,-0.7514
ENSG00000057757,PITHD1,92,-1.0958,111,-0.8125,153,-0.3087,224,0.59659,219,0.26457,166,-0.1843
ENSG00000011009,LYPLA2,19,-0.7581,37,0.31978,21,-0.5700,38,0.70239,22,-0.5015,17,-0.9386
ENSG00000117308,GALE,11,-1.0463,13,-0.7512,12,-0.8664,29,1.09242,20,-0.1051,11,-0.9271
ENSG00000117305,HMGCL,19,0.06483,20,0.18332,12,-0.6572,19,0.15447,21,0.22767,14,-0.4305
ENSG00000179163,FUCA1,10,-0.4308,4,-1.6011,23,0.86628,14,0.07767,19,0.56284,9,-0.6613
ENSG00000189266,PNRC2,88,0.41837,75,0.16116,89,0.44265,62,-0.2371,42,-0.7443,73,0.12084
ENSG00000188529,SRSF10,80,0.36754,65,0.02424,81,0.39073,66,0.11078,39,-0.7636,42,-0.6685
ENSG00000001460,STPG1,5,-0.7500,7,-0.4042,11,0.31126,10,0.30874,6,-0.4383,10,0.15847
ENSG00000001461,NIPAL3,124,0.71747,39,-1.0943,144,0.97451,69,-0.4100,53,-0.6348,97,0.30449
ENSG00000133226,SRRM1,228,1.22407,106,-0.0702,185,0.85105,80,-0.8065,84,-0.4235,101,-0.1504
ENSG00000169504,CLIC4,245,3.40497,34,-0.4184,49,0.13630,7,-3.4287,18,-1.3519,66,0.63423
ENSG00000117614,SYF2,153,0.82177,129,0.54087,104,0.18529,70,-0.7179,73,-0.3840,119,0.40119
ENSG00000117616,RSRP1,102,0.46157,85,0.17826,76,-0.0005,80,0.14714,45,-0.8237,54,-0.5375
ENSG00000183726,TMEM50A,111,0.44100,72,-0.2523,82,-0.0593,83,-0.0682,67,-0.3729,102,0.29622
ENSG00000204178,MACO1,47,0.20208,39,-0.1017,65,0.74117,39,-0.2141,36,-0.2179,36,-0.2388
ENSG00000117643,MAN1C1,20,-1.2276,47,0.02605,16,-1.6224,63,1.14183,51,0.18272,8,-2.5915
ENSG00000162430,SELENON,44,0.69623,51,0.93340,11,-1.4504,26,-0.2323,31,0.11116,19,-0.6448
ENSG00000117640,MTFR1L,38,-0.7459,81,0.45993,46,-0.4559,69,0.36505,54,-0.2084,49,-0.3593
ENSG00000117632,STMN1,1037,-0.9458,778,-1.3805,1986,0.06840,2003,0.15153,2587,0.50172,2626,0.52712
ENSG00000158008,EXTL1,10,-2.0202,40,-0.0124,59,0.63443,41,0.06192,38,-0.0858,49,0.31594
ENSG00000175087,PDIK1L,8,-0.8200,9,-0.6670,17,0.24797,17,0.58450,12,-0.2913,11,-0.4408
ENSG00000142684,ZNF593,23,-0.6679,42,0.26508,19,-0.9703,39,0.24874,40,0.16456,39,0.14529
ENSG00000130695,CEP85,15,0.77039,8,-0.2245,16,0.92015,7,-0.5271,8,-0.1709,7,-0.3416
ENSG00000142669,SH3BGRL3,172,-0.0784,157,-0.2162,189,0.07856,180,0.00021,168,-0.1144,215,0.28670
ENSG00000158062,UBXN11,11,-0.7119,31,0.98626,9,-0.9956,15,-0.3060,28,0.81106,16,-0.1162
ENSG00000169442,CD52,4,-1.2036,3,-1.7989,7,-0.4015,10,0.05287,11,0.21576,21,1.36067
ENSG00000117682,DHDDS,10,-1.2850,21,-0.2210,36,0.63159,27,0.29000,18,-0.4224,23,-0.0676
ENSG00000198830,HMGN2,337,1.42431,254,0.91839,140,-0.0743,97,-1.0141,117,-0.3488,131,-0.1702
ENSG00000117713,ARID1A,92,0.91824,64,0.31538,52,-0.0314,52,-0.0654,37,-0.5670,25,-1.1236
ENSG00000060642,PIGV,12,-0.0139,5,-1.1886,11,-0.0816,14,0.62173,12,-0.0117,6,-0.9611
ENSG00000204160,ZDHHC18,14,-0.3185,17,-0.0593,18,0.05007,19,0.16086,11,-0.6586,22,0.36339
ENSG00000142751,GPN2,16,-0.0735,16,-0.0341,20,0.32351,18,0.28186,14,-0.2177,8,-1.1198
ENSG00000198746,GPATCH3,8,-0.0952,7,-0.4487,15,0.78417,8,-0.3596,12,0.45621,9,-0.0060
ENSG00000090273,NUDC,181,-0.3183,228,0.04602,130,-0.8308,235,0.17675,273,0.34153,227,0.03927
ENSG00000253368,TRNP1,12,-2.1118,39,-0.3101,35,-0.4918,58,0.60696,78,0.79100,26,-0.9451
ENSG00000090020,SLC9A1,7,-1.6152,10,-1.0709,15,-0.4353,26,0.92799,27,0.44998,10,-1.0308
ENSG00000142784,WDTC1,31,0.50759,14,-0.7006,19,-0.2462,21,-0.1913,27,0.26761,29,0.41560
ENSG00000186501,TMEM222,38,-0.4182,65,0.42800,51,0.05271,47,-0.1403,55,0.16455,51,0.05377
ENSG00000158195,WASF2,134,2.78787,33,0.12588,25,-0.3228,14,-1.7198,16,-0.9837,27,-0.1674
ENSG00000126705,AHDC1,18,-0.5769,29,0.21575,28,0.13214,30,0.48898,19,-0.4715,13,-1.0866
ENSG00000126709,IFI6,106,0.02458,98,-0.0943,127,0.31800,102,-0.0640,90,-0.2406,113,0.11890
ENSG00000009780,FAM76A,24,0.17817,19,-0.1404,29,0.48950,20,-0.1733,20,-0.0504,20,-0.0836
ENSG00000117758,STX12,119,-0.0470,89,-0.5021,165,0.47770,117,-0.1240,133,0.12816,134,0.14407
ENSG00000117751,PPP1R8,39,0.51259,31,0.10640,27,-0.0791,29,0.06272,20,-0.5808,23,-0.3311
ENSG00000130775,THEMIS2,26,1.81020,3,-1.4863,10,0.18940,5,-1.1849,5,-0.7143,18,1.17091
ENSG00000117748,RPA2,40,-0.2987,59,0.30804,62,0.38717,48,-0.0343,41,-0.2722,44,-0.1495
ENSG00000158161,EYA3,14,0.60591,12,0.35013,13,0.46382,7,-0.6140,7,-0.4631,12,0.41018
ENSG00000126698,DNAJC8,247,0.10101,253,0.13727,211,-0.1489,210,-0.2732,268,0.22907,292,0.36939
ENSG00000130770,ATP5IF1,245,-1.6634,511,-0.5506,506,-0.5653,761,0.14007,1207,0.84447,981,0.49242
ENSG00000130766,SESN2,6,-0.6190,15,0.90282,12,0.56034,8,-0.1781,11,0.37466,2,-2.1362
ENSG00000204138,PHACTR4,54,1.98603,21,0.27944,18,0.08911,11,-1.0138,12,-0.6194,12,-0.5356
ENSG00000242125,SNHG3,12,0.09355,11,-0.0067,9,-0.3206,12,0.34001,6,-0.7843,10,-0.1076
ENSG00000180098,TRNAU1AP,26,0.33003,17,-0.3371,20,-0.0741,17,-0.4924,26,0.34976,34,0.79482
ENSG00000197989,SNHG12,22,0.60557,20,0.46222,12,-0.2581,13,-0.3319,10,-0.6603,19,0.41725
ENSG00000120656,TAF12,20,0.32732,22,0.47207,21,0.39779,14,-0.3475,13,-0.2983,15,-0.1076
ENSG00000162419,GMEB1,10,0.33877,12,0.60966,7,-0.1467,7,-0.4339,4,-0.9070,13,0.77033
