Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9to11,Feature log2 fold change topic 9to11
ENSG00000116350,SRSF4,196,1.00265,130,0.31215,119,0.17232,94,-0.1898,79,-0.4724,72,-0.7386,113,0.12348
ENSG00000116353,MECR,6,-1.9556,5,-2.1292,16,-0.5312,11,-1.0683,31,0.43098,40,1.19563,22,-0.0832
ENSG00000060656,PTPRU,6,-1.3278,8,-1.0261,13,-0.2795,27,0.89825,1,-3.3783,33,1.89924,5,-1.9401
ENSG00000162511,LAPTM5,6,-1.2409,35,1.49144,13,-0.1939,28,1.11655,32,1.32265,9,-0.8382,5,-1.6323
ENSG00000162512,SDC3,119,0.63477,64,-0.3600,175,1.30413,106,0.44634,63,-0.3803,50,-0.8532,68,-0.3109
ENSG00000134644,PUM1,129,-0.5394,123,-0.6125,239,0.43926,186,0.03458,124,-0.6030,167,-0.1683,234,0.52164
ENSG00000121766,ZCCHC17,6,-4.3363,111,-0.2076,101,-0.3599,96,-0.4364,85,-0.6211,141,0.20889,192,0.89512
ENSG00000121769,FABP3,6,-2.8733,2,-4.2797,15,-1.6612,30,-0.5918,44,0.01381,82,1.45887,47,0.11798
ENSG00000162517,PEF1,6,-3.4335,42,-0.6690,19,-1.8131,50,-0.4046,70,0.12921,107,1.10617,69,0.11262
ENSG00000084636,COL16A1,86,1.34587,36,-0.0883,79,1.19229,18,-1.1629,27,-0.5641,42,0.18193,17,-1.4484
ENSG00000121753,ADGRB2,253,0.38605,28,-2.9320,86,-1.2938,192,-0.0548,173,-0.2210,313,0.99866,173,-0.2707
ENSG00000184007,PTP4A2,204,-0.5133,1077,2.40188,158,-0.8988,287,0.02346,164,-0.8448,178,-0.8530,229,-0.4030
ENSG00000121774,KHDRBS1,124,-0.3364,167,0.13611,195,0.38469,85,-0.9168,118,-0.4169,159,0.07346,174,0.25524
ENSG00000025800,KPNA6,84,-0.3219,88,-0.2574,101,-0.0470,92,-0.1935,66,-0.7010,95,-0.1758,142,0.66504
ENSG00000084652,TXLNA,6,-2.0089,30,0.34585,26,0.11818,23,-0.1078,13,-0.9287,36,0.86421,20,-0.3728
ENSG00000160050,CCDC28B,6,-1.5756,8,-1.1437,9,-1.0717,20,0.18270,43,1.44067,21,0.28269,16,-0.1689
ENSG00000084623,EIF3I,118,0.33244,84,-0.2160,33,-1.6045,46,-1.1360,108,0.18471,131,0.65524,92,-0.0926
ENSG00000175130,MARCKSL1,111,-0.5997,931,3.41287,146,-0.1800,121,-0.4709,147,-0.1638,60,-1.7406,54,-1.9033
ENSG00000160058,BSDC1,128,1.22591,76,0.33239,36,-0.8123,84,0.51002,48,-0.3767,52,-0.3031,48,-0.4492
ENSG00000160062,ZBTB8A,6,-1.7899,15,-0.4873,16,-0.3647,28,0.44648,15,-0.5302,18,-0.3249,32,0.93849
ENSG00000176261,ZBTB8OS,6,-2.5438,20,-0.8389,47,0.47419,34,-0.0352,50,0.55142,44,0.46242,32,-0.1636
ENSG00000162521,RBBP4,6,-4.1824,136,0.35528,155,0.56196,95,-0.2185,65,-0.8099,107,-0.0457,141,0.54021
ENSG00000134684,YARS,6,-3.9610,34,-1.5231,43,-1.1887,59,-0.7037,69,-0.4766,177,1.50019,95,0.04049
ENSG00000160097,FNDC5,6,-2.3795,3,-3.4550,12,-1.4390,31,-0.0056,32,0.01650,38,0.40388,49,0.96401
ENSG00000121905,HPCA,6,-4.4738,4,-5.0134,47,-1.5867,69,-1.0230,138,0.04846,244,1.40643,157,0.33472
ENSG00000121900,TMEM54,111,2.22074,25,-0.3507,13,-1.3578,24,-0.4071,68,1.26291,20,-0.7931,15,-1.3244
ENSG00000004455,AK2,6,-2.1535,77,1.78880,25,-0.0953,25,-0.1307,31,0.23167,23,-0.3158,21,-0.4504
ENSG00000142920,AZIN2,6,-1.4214,19,0.26054,5,-1.7367,9,-0.8160,24,0.63597,28,1.20136,10,-0.8058
ENSG00000160094,ZNF362,6,-1.7685,14,-0.5809,34,0.81816,22,0.08898,18,-0.2268,22,0.16033,22,0.11454
ENSG00000134686,PHC2,6,-2.8154,76,0.94556,55,0.41116,34,-0.3382,43,0.02913,53,0.47487,31,-0.5973
ENSG00000121904,CSMD2,6,-1.2009,9,-0.6735,22,0.75872,13,-0.0668,7,-1.0952,13,-0.0936,19,0.60177
ENSG00000163866,SMIM12,6,-2.8743,20,-1.1617,35,-0.3697,27,-0.7734,64,0.58531,66,0.86435,45,0.05590
ENSG00000116544,DLGAP3,6,-2.5844,3,-3.6541,35,-0.0339,112,1.95345,34,-0.0939,32,-0.2327,37,0.05226
ENSG00000163867,ZMYM6,84,1.66846,24,-0.3974,44,0.52102,8,-1.9864,15,-1.1260,22,-0.6206,34,0.18059
ENSG00000116560,SFPQ,139,-0.8730,301,0.33056,570,1.42205,134,-0.9266,156,-0.7001,170,-0.6826,294,0.37919
