Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000242485,MRPL20,108,-0.2884,76,-0.8326,101,-0.3951,147,0.19300,143,0.15398,229,0.91735,165,0.37728,147,0.19231,123,-0.0854,155,0.27893,75,-0.8494,92,-0.5368
ENSG00000235098,ANKRD65,108,1.98682,43,0.39743,31,-0.1308,43,0.40410,32,-0.0869,28,-0.2744,37,0.13166,32,-0.0858,36,0.09552,0,-5.6250,8,-2.0686,5,-2.6446
ENSG00000205090,TMEM240,108,1.79353,8,-2.2848,19,-0.9873,37,-0.0006,59,0.72319,23,-0.7314,24,-0.6751,66,0.92104,36,-0.0642,24,-0.6847,37,0.00452,6,-2.6080
ENSG00000160075,SSU72,108,-0.2976,73,-0.8999,68,-0.9915,152,0.23514,147,0.18409,194,0.63519,151,0.22891,210,0.76301,165,0.37393,101,-0.4000,102,-0.3795,97,-0.4633
ENSG00000197530,MIB2,108,1.85978,10,-1.9248,48,0.44035,52,0.58275,42,0.22918,55,0.67811,36,0.02107,29,-0.3482,32,-0.1823,8,-2.1516,4,-3.1002,8,-2.1727
ENSG00000248333,CDK11B,108,0.84971,66,0.06707,85,0.46262,41,-0.6573,54,-0.2459,28,-1.2237,16,-2.0164,17,-1.9634,13,-2.3067,173,1.67887,79,0.34484,81,0.38362
ENSG00000215790,SLC35E2A,108,1.76332,18,-1.1190,23,-0.7788,54,0.56191,26,-0.5733,26,-0.5661,49,0.41250,24,-0.6665,26,-0.5503,37,-0.0276,36,-0.0807,26,-0.5535
ENSG00000078369,GNB1,1246,1.25198,230,-1.4194,306,-0.9885,728,0.35167,661,0.19737,645,0.15795,601,0.04602,501,-0.2376,599,0.04053,711,0.31530,388,-0.6313,385,-0.6444
ENSG00000187730,GABRD,108,-0.8398,1,-7.5379,116,-0.7303,69,-1.5082,346,1.00484,131,-0.5414,77,-1.3361,494,1.63848,277,0.63426,172,-0.1271,302,0.77772,144,-0.3992
ENSG00000067606,PRKCZ,108,-0.8186,83,-1.2147,50,-1.9568,145,-0.3725,302,0.80063,216,0.25291,270,0.61714,317,0.88100,225,0.31737,105,-0.8568,205,0.16945,182,-0.0203
ENSG00000162585,FAAP20,108,1.57831,30,-0.5157,18,-1.2672,69,0.79916,26,-0.7027,28,-0.6193,55,0.44568,30,-0.4924,20,-1.1173,80,1.05071,29,-0.5532,8,-2.3899
ENSG00000157933,SKI,108,1.28893,25,-1.0361,93,1.02290,71,0.57511,52,0.08157,50,0.03452,31,-0.7265,28,-0.8778,24,-1.0728,54,0.15314,29,-0.7893,26,-0.9403
ENSG00000157916,RER1,108,1.11872,68,0.35871,19,-1.5399,57,0.08249,39,-0.4985,48,-0.1943,78,0.57967,109,1.13626,58,0.09739,5,-3.3282,30,-0.8974,31,-0.8426
ENSG00000157870,PRXL2B,108,1.26258,3,-4.1120,85,0.85232,39,-0.3950,60,0.29020,50,0.01558,53,0.09004,75,0.65036,53,0.09538,10,-2.3271,42,-0.2726,22,-1.2649
ENSG00000158109,TPRG1L,108,-0.8463,45,-2.1275,130,-0.5669,139,-0.4670,260,0.52630,235,0.35813,172,-0.1338,344,0.98817,317,0.85179,201,0.10837,189,0.01802,108,-0.8491
ENSG00000130764,LRRC47,108,0.48054,25,-1.7691,65,-0.3073,61,-0.4032,59,-0.4744,84,0.07650,108,0.48440,153,1.06464,128,0.75731,20,-2.0356,74,-0.1201,72,-0.1624
ENSG00000116198,CEP104,108,1.26233,100,1.13271,71,0.56622,40,-0.3423,39,-0.3773,16,-1.6661,36,-0.4860,13,-2.0125,30,-0.7652,67,0.45539,14,-1.8663,64,0.39902
ENSG00000196581,AJAP1,108,0.89904,19,-1.7287,114,0.99352,33,-0.9774,99,0.75767,23,-1.4880,43,-0.5712,43,-0.5728,81,0.42708,18,-1.8376,55,-0.1714,106,0.87222
ENSG00000069424,KCNAB2,108,-0.7519,15,-3.5978,91,-1.0016,193,0.14288,295,0.83341,281,0.75326,177,0.01057,336,1.05335,190,0.11884,78,-1.2435,219,0.35011,129,-0.4818
ENSG00000116254,CHD5,108,-1.3893,43,-2.7408,305,0.19693,190,-0.5419,424,0.73227,246,-0.1363,211,-0.3773,305,0.20117,277,0.04668,158,-0.8190,455,0.84927,506,1.03136
ENSG00000116251,RPL22,108,-2.2304,892,1.02896,275,-0.8427,598,0.36493,636,0.46629,694,0.60750,457,-0.0618,313,-0.6449,314,-0.6421,812,0.86845,191,-1.3906,412,-0.2229
ENSG00000116237,ICMT,108,1.54040,20,-1.1573,23,-0.9344,29,-0.5976,20,-1.1585,57,0.45333,32,-0.4383,56,0.42702,96,1.33230,7,-2.5404,33,-0.3779,31,-0.4853
ENSG00000097021,ACOT7,108,-0.9115,60,-1.7750,179,-0.1359,52,-1.9855,143,-0.4833,202,0.05086,162,-0.2911,411,1.22163,326,0.82556,259,0.45086,299,0.68058,144,-0.4720
ENSG00000162408,NOL9,108,1.58950,18,-1.2846,60,0.58679,38,-0.1212,33,-0.3718,24,-0.8380,40,-0.0595,29,-0.5396,19,-1.1441,24,-0.8384,61,0.61458,44,0.09926
ENSG00000162413,KLHL21,108,1.96951,37,0.14696,20,-0.7758,32,-0.1051,27,-0.3516,17,-1.0695,42,0.34267,44,0.42338,43,0.38902,0,-5.6571,16,-1.1609,20,-0.7782
ENSG00000007923,DNAJC11,108,1.65952,24,-0.7966,61,0.68260,45,0.17295,37,-0.1240,23,-0.8682,14,-1.5387,41,0.04862,47,0.24340,0,-6.6439,32,-0.3539,49,0.31593
ENSG00000171735,CAMTA1,108,-2.3035,203,-1.3740,526,0.08263,312,-0.7249,391,-0.3793,300,-0.7874,587,0.25561,405,-0.3279,427,-0.2444,1293,1.59668,681,0.49537,760,0.67520
ENSG00000049246,PER3,108,1.01192,83,0.57872,89,0.69386,83,0.57952,42,-0.4774,27,-1.1356,52,-0.1684,55,-0.0789,33,-0.8721,35,-0.7522,9,-2.8015,77,0.46101
ENSG00000116288,PARK7,108,-1.2326,220,-0.1522,175,-0.5071,312,0.40275,273,0.19213,357,0.62077,360,0.63498,329,0.49145,243,0.00336,323,0.46113,102,-1.3129,104,-1.2867
ENSG00000142599,RERE,108,-0.3635,106,-0.3964,184,0.48027,123,-0.1669,127,-0.1172,127,-0.1137,113,-0.2911,131,-0.0655,157,0.22609,85,-0.7302,143,0.07920,233,0.86830
ENSG00000074800,ENO1,108,-1.8734,384,0.04632,270,-0.5018,846,1.35742,298,-0.3466,355,-0.0745,574,0.69368,480,0.40342,490,0.43511,164,-1.2569,298,-0.3477,207,-0.9073
ENSG00000171612,SLC25A33,108,1.80775,22,-0.7808,12,-1.6868,114,1.90808,21,-0.8304,22,-0.8152,38,0.05182,37,-0.0170,14,-1.4085,14,-1.4643,17,-1.2032,25,-0.5845
ENSG00000171603,CLSTN1,2604,1.84151,218,-2.1139,513,-0.8363,389,-1.2524,632,-0.5174,570,-0.6758,868,-0.0262,1218,0.51468,1467,0.82158,642,-0.4951,784,-0.1853,688,-0.3876
ENSG00000178585,CTNNBIP1,108,1.74140,47,0.31086,17,-1.2231,40,0.07161,19,-1.0290,50,0.41871,37,-0.0570,40,0.08576,24,-0.7049,47,0.32455,23,-0.7563,7,-2.5377
ENSG00000162441,LZIC,108,0.81311,106,0.78521,44,-0.6111,72,0.15990,23,-1.5875,47,-0.5148,61,-0.1062,38,-0.8141,16,-2.1267,98,0.64790,54,-0.2868,116,0.93192
ENSG00000130939,UBE4B,108,1.09934,30,-0.9110,104,1.03983,11,-2.3983,36,-0.6395,41,-0.4378,44,-0.3538,55,0.01404,57,0.05553,40,-0.4797,76,0.52240,56,0.02916
ENSG00000054523,KIF1B,108,-2.3232,725,0.57669,538,0.09703,343,-0.6016,312,-0.7445,465,-0.1316,510,0.01268,348,-0.5808,584,0.22754,529,0.06926,821,0.78121,789,0.71477
ENSG00000142657,PGD,108,1.10777,32,-0.7953,60,0.13800,53,-0.0478,39,-0.5226,32,-0.8381,61,0.17738,77,0.54661,56,0.03518,66,0.29362,50,-0.1427,22,-1.3371
ENSG00000241563,CORT,108,1.39767,8,-2.5025,37,-0.3422,42,-0.1425,14,-1.7487,23,-1.0860,192,2.52150,59,0.37495,37,-0.3341,0,-6.2293,2,-4.5379,33,-0.5159
ENSG00000160049,DFFA,108,0.93002,98,0.76146,42,-0.5765,84,0.51017,49,-0.3243,23,-1.4465,17,-1.9257,40,-0.6440,52,-0.2297,63,0.06299,53,-0.2038,100,0.79932
ENSG00000120948,TARDBP,108,0.33261,97,0.15933,84,-0.0568,86,-0.0186,81,-0.1112,71,-0.3144,134,0.68346,58,-0.6341,97,0.16104,102,0.24708,66,-0.4434,65,-0.4701
ENSG00000116649,SRM,108,1.19510,35,-0.5988,58,0.16811,69,0.44463,51,-0.0149,63,0.29232,71,0.48685,73,0.53000,59,0.20562,1,-5.7072,22,-1.3205,15,-1.8375
ENSG00000171824,EXOSC10,108,1.70991,40,0.03009,104,1.63380,33,-0.2630,40,0.04532,23,-0.8090,17,-1.2029,16,-1.3198,33,-0.2715,2,-4.1503,16,-1.3577,36,-0.1086
ENSG00000198793,MTOR,108,1.36742,41,-0.2268,62,0.42708,47,0.00669,44,-0.0914,55,0.24917,21,-1.1900,40,-0.2374,42,-0.1622,32,-0.5877,21,-1.2214,51,0.11417
ENSG00000116661,FBXO2,108,-0.5367,73,-1.1249,57,-1.4939,421,1.71183,245,0.76039,140,-0.1344,115,-0.4339,281,0.99093,137,-0.1706,78,-1.0311,103,-0.6051,74,-1.1049
ENSG00000132879,FBXO44,108,0.57985,20,-1.9874,77,0.03560,75,0.00223,84,0.17716,97,0.40708,52,-0.5638,151,1.14077,125,0.81572,34,-1.2122,43,-0.8580,36,-1.1213
ENSG00000011021,CLCN6,108,0.42446,24,-1.8795,75,-0.1407,41,-1.0519,30,-1.5078,81,-0.0241,92,0.17351,148,0.94081,137,0.81165,106,0.39882,99,0.28121,50,-0.7814
ENSG00000116685,KIAA2013,108,1.78022,61,0.79146,36,-0.0523,46,0.31867,21,-0.8625,38,0.03082,38,0.03591,41,0.12127,43,0.20415,0,-6.5882,13,-1.5995,4,-3.0375
ENSG00000116688,MFN2,108,-0.3764,80,-0.8351,124,-0.1664,78,-0.8621,113,-0.3123,143,0.06414,122,-0.1890,210,0.67670,155,0.19290,232,0.84317,149,0.12633,137,-0.0038
ENSG00000048707,VPS13D,108,0.24670,82,-0.1893,144,0.71065,56,-0.7672,64,-0.5709,56,-0.7571,120,0.41520,74,-0.3374,91,-0.0310,74,-0.3509,106,0.21158,134,0.60067
ENSG00000116731,PRDM2,108,-1.3420,175,-0.6185,296,0.20053,92,-1.5726,250,-0.0653,180,-0.5707,159,-0.7605,177,-0.6006,288,0.15996,441,0.85263,331,0.38067,629,1.46918
ENSG00000189337,KAZN,108,0.42856,134,0.78117,99,0.28593,69,-0.2775,45,-0.9142,38,-1.1916,73,-0.1958,82,-0.0029,54,-0.6364,81,-0.0295,70,-0.2528,136,0.80916
ENSG00000142634,EFHD2,108,0.09249,54,-0.9697,35,-1.6222,21,-2.3617,5,-4.2199,136,0.46027,337,2.06343,68,-0.6292,166,0.78446,90,-0.1876,131,0.40023,71,-0.5649
ENSG00000116138,DNAJC16,108,1.28454,50,0.00857,34,-0.5572,10,-2.3231,29,-0.7922,37,-0.4233,54,0.13165,54,0.14378,65,0.43074,18,-1.5239,47,-0.0807,86,0.89614
ENSG00000197312,DDI2,108,1.29345,33,-0.5968,86,0.90624,19,-1.4623,26,-0.9515,45,-0.1257,37,-0.4336,37,-0.4313,40,-0.3174,10,-2.3261,48,-0.0218,99,1.14665
ENSG00000116786,PLEKHM2,108,-0.1087,55,-1.1429,26,-2.2419,158,0.49783,185,0.75235,168,0.59925,141,0.30779,93,-0.3371,90,-0.3957,77,-0.6216,110,-0.0723,178,0.69059
ENSG00000065526,SPEN,108,-1.0107,320,0.68645,451,1.27063,89,-1.3003,138,-0.6418,70,-1.6510,130,-0.7342,46,-2.2571,73,-1.5937,258,0.33332,267,0.38919,556,1.64735
ENSG00000159363,ATP13A2,108,0.19332,39,-1.3720,39,-1.3738,59,-0.7457,94,-0.0259,97,0.01846,94,-0.0216,211,1.30573,142,0.63013,79,-0.2848,125,0.43404,60,-0.7157
ENSG00000117118,SDHB,108,0.93288,56,-0.1100,21,-1.5892,47,-0.3858,51,-0.2773,92,0.66811,53,-0.2166,98,0.76422,70,0.22056,64,0.08602,42,-0.5564,26,-1.2942
ENSG00000117115,PADI2,108,0.91704,320,3.07028,17,-1.9253,144,1.41940,50,-0.2993,16,-2.0122,38,-0.7250,22,-1.5597,9,-2.8286,1,-5.1663,4,-3.8676,5,-3.6238
ENSG00000117154,IGSF21,108,1.06890,33,-0.8093,15,-1.9371,35,-0.7128,50,-0.1889,65,0.23424,31,-0.8982,93,0.82090,131,1.40101,38,-0.5878,59,0.07198,14,-2.0434
ENSG00000127481,UBR4,108,0.91062,52,-0.2720,145,1.41689,45,-0.4669,25,-1.3638,7,-3.1838,9,-2.8155,19,-1.7309,38,-0.7332,46,-0.4541,89,0.59799,154,1.53519
ENSG00000127463,EMC1,108,1.47955,45,0.01259,47,0.08543,17,-1.4269,38,-0.2306,35,-0.3538,37,-0.2946,48,0.11844,77,0.88979,29,-0.6356,21,-1.1336,30,-0.5965
ENSG00000053372,MRTO4,108,1.31963,13,-1.9830,19,-1.4343,41,-0.2641,79,0.78484,50,0.04965,35,-0.5031,53,0.14222,54,0.16100,6,-2.9678,67,0.52318,57,0.24867
ENSG00000077549,CAPZB,108,-0.4242,110,-0.3930,154,0.13145,142,-0.0034,164,0.22454,128,-0.1668,165,0.23636,231,0.78650,142,-0.0002,81,-0.8587,190,0.46569,89,-0.7211
ENSG00000173436,MICOS10,108,-1.2510,249,0.02727,85,-1.5975,307,0.35628,405,0.81011,441,0.95419,387,0.73353,242,-0.0214,187,-0.4171,302,0.33269,123,-1.0575,105,-1.2858
ENSG00000158747,NBL1,108,-0.3719,23,-2.6470,194,0.55619,157,0.20937,137,0.00117,191,0.52713,101,-0.4723,263,1.06035,220,0.75697,35,-2.0297,183,0.45729,34,-2.0814
ENSG00000162545,CAMK2N1,108,-3.9740,964,-0.7534,951,-0.7746,3204,1.17142,4597,1.82678,1809,0.22341,792,-1.0504,1138,-0.4999,1217,-0.3968,689,-1.2594,906,-0.8480,2473,0.73170
ENSG00000158828,PINK1,108,-1.9661,162,-1.3644,252,-0.6992,329,-0.2925,419,0.08397,773,1.09086,384,-0.0530,678,0.86686,539,0.48713,539,0.48907,394,-0.0135,187,-1.1501
ENSG00000189410,SH2D5,108,1.45295,0,-5.6459,41,-0.1374,18,-1.3842,85,1.02742,39,-0.2002,46,0.04587,93,1.19357,59,0.43519,16,-1.5496,10,-2.1633,22,-1.0574
ENSG00000127483,HP1BP3,108,-1.5865,494,0.76720,409,0.45611,192,-0.7262,259,-0.2667,161,-0.9898,287,-0.1069,207,-0.6094,289,-0.0967,432,0.54578,300,-0.0361,548,0.94105
ENSG00000075151,EIF4G3,108,-1.4916,255,-0.1930,351,0.31495,120,-1.3294,146,-1.0386,140,-1.0998,175,-0.7690,205,-0.5262,257,-0.1766,596,1.19336,662,1.37847,442,0.68731
ENSG00000076864,RAP1GAP,108,-0.3196,32,-2.1321,172,0.41790,63,-1.1256,96,-0.5038,160,0.29844,254,1.06042,175,0.44129,318,1.45166,72,-0.9287,89,-0.6066,51,-1.4420
ENSG00000090686,USP48,108,0.17402,155,0.75768,222,1.37294,42,-1.2734,64,-0.6361,39,-1.3590,28,-1.8399,33,-1.6111,90,-0.1134,63,-0.6543,179,1.00340,136,0.55040
ENSG00000070831,CDC42,108,-0.7854,259,0.58208,192,0.10105,133,-0.4710,172,-0.0662,180,-0.0011,290,0.76704,280,0.70986,215,0.28095,71,-1.4123,195,0.12313,66,-1.5288
ENSG00000004487,KDM1A,108,0.82763,40,-0.7399,77,0.26770,48,-0.4688,43,-0.6240,23,-1.5329,86,0.45703,54,-0.2695,79,0.32236,47,-0.4728,110,0.85174,60,-0.1148
ENSG00000169641,LUZP1,108,-1.0531,57,-2.0086,137,-0.6912,58,-1.9718,115,-0.9625,121,-0.8813,142,-0.6418,227,0.08412,158,-0.4799,632,1.83552,467,1.28068,357,0.82069
ENSG00000125944,HNRNPR,108,-0.3187,194,0.61071,223,0.84346,119,-0.1645,120,-0.1518,64,-1.1191,123,-0.1146,122,-0.1295,152,0.21755,109,-0.2975,90,-0.5940,165,0.34659
ENSG00000142676,RPL11,108,-2.0045,960,1.42570,140,-1.6211,675,0.81566,390,-0.0701,789,1.08004,312,-0.4126,362,-0.1859,292,-0.5142,449,0.15175,164,-1.3861,249,-0.7611
ENSG00000057757,PITHD1,108,-0.6634,110,-0.6414,60,-1.5440,89,-0.9612,141,-0.2523,196,0.26231,301,0.96501,294,0.92721,220,0.44510,161,-0.0489,148,-0.1785,166,-0.0023
ENSG00000189266,PNRC2,108,1.02833,75,0.42219,40,-0.5438,68,0.26308,46,-0.3406,75,0.42851,59,0.03595,31,-0.9567,66,0.21829,54,-0.0973,4,-3.9338,63,0.15747
ENSG00000188529,SRSF10,108,0.59634,109,0.61617,107,0.58348,57,-0.4209,49,-0.6378,39,-0.9935,90,0.31065,64,-0.2332,93,0.36255,32,-1.2538,18,-2.1063,125,0.83283
ENSG00000001461,NIPAL3,108,-0.2937,314,1.46357,126,-0.0481,77,-0.8159,86,-0.6358,75,-0.8555,152,0.24539,139,0.09487,95,-0.4971,68,-0.9957,166,0.37871,160,0.31921
ENSG00000133226,SRRM1,1312,2.66216,287,-0.0643,518,0.89219,170,-0.8680,181,-0.7737,108,-1.5523,131,-1.2631,83,-1.9371,106,-1.5677,79,-1.9992,215,-0.5145,398,0.45621
ENSG00000169504,CLIC4,108,1.29883,287,3.37315,33,-0.6171,41,-0.2685,11,-2.2364,15,-1.8027,69,0.54599,6,-2.9764,5,-3.2015,0,-6.4458,0,-8.3679,13,-2.0135
ENSG00000117614,SYF2,108,-0.1823,185,0.67937,171,0.54867,163,0.47376,126,0.06207,85,-0.5416,77,-0.6922,83,-0.5872,123,0.02252,32,-2.0007,82,-0.6048,219,0.96079
ENSG00000117616,RSRP1,108,0.51559,109,0.52399,348,2.69052,70,-0.1802,13,-2.6054,47,-0.7759,45,-0.8551,41,-0.9668,95,0.31330,0,-7.6031,37,-1.1473,24,-1.7416
ENSG00000183726,TMEM50A,108,0.76505,90,0.47321,69,0.04194,48,-0.5145,55,-0.2988,66,-0.0258,46,-0.5911,83,0.33208,85,0.38018,82,0.31169,46,-0.5704,27,-1.3936
ENSG00000204178,MACO1,108,0.46101,69,-0.2371,185,1.36923,35,-1.2765,34,-1.3289,22,-1.9345,82,0.02705,44,-0.9112,57,-0.5358,68,-0.2640,107,0.44071,158,1.09443
ENSG00000117643,MAN1C1,108,1.29951,20,-1.3142,51,0.07106,30,-0.7636,95,1.07180,36,-0.4894,22,-1.2336,91,1.00354,60,0.32779,2,-4.4664,48,-0.0252,25,-1.0263
ENSG00000162430,SELENON,108,2.00131,19,-0.8476,26,-0.3851,57,0.84464,41,0.33211,39,0.24212,5,-2.7476,23,-0.5793,53,0.74265,2,-4.1282,15,-1.2053,13,-1.3676
ENSG00000117640,MTFR1L,108,0.74994,33,-1.0858,78,0.22420,67,-0.0135,93,0.51221,87,0.38990,58,-0.2402,93,0.50575,58,-0.2257,35,-0.9939,26,-1.4337,75,0.16267
ENSG00000117632,STMN1,108,-3.5601,1093,-0.1212,577,-1.0995,434,-1.5239,937,-0.3606,1487,0.36688,2712,1.37974,1311,0.16466,1605,0.49052,1627,0.51247,1327,0.18390,955,-0.3313
ENSG00000158008,EXTL1,108,1.47105,17,-1.4647,33,-0.4680,22,-1.0859,62,0.52260,48,0.12264,31,-0.5572,52,0.25564,96,1.27098,3,-3.6888,29,-0.6393,32,-0.5010
ENSG00000142684,ZNF593,108,1.64461,13,-1.6660,23,-0.8418,33,-0.3154,41,0.00717,22,-0.9270,56,0.53063,53,0.43910,26,-0.6413,30,-0.4349,61,0.64864,17,-1.2633
ENSG00000142669,SH3BGRL3,1383,3.45880,136,-0.8140,51,-2.2592,122,-0.9684,107,-1.1700,266,0.22790,170,-0.4731,139,-0.7775,146,-0.6965,68,-1.8416,102,-1.2373,72,-1.7648
ENSG00000198830,HMGN2,1346,3.04713,365,0.53726,169,-0.6705,263,0.01438,177,-0.5976,137,-0.9920,184,-0.5399,132,-1.0387,70,-1.9935,73,-1.9261,58,-2.2600,158,-0.7772
ENSG00000117713,ARID1A,108,0.29489,111,0.33505,107,0.28127,92,0.04135,73,-0.3082,55,-0.7381,66,-0.4630,56,-0.7167,94,0.07727,64,-0.5222,92,0.03571,156,0.90057
ENSG00000090273,NUDC,108,-1.0284,173,-0.3070,142,-0.6136,167,-0.3691,325,0.69200,246,0.24322,256,0.30553,253,0.28339,234,0.15944,173,-0.3146,189,-0.1741,270,0.38867
ENSG00000253368,TRNP1,108,1.28009,1,-5.4186,15,-1.7756,29,-0.8058,48,-0.0510,65,0.44000,53,0.10325,91,0.99109,57,0.22537,61,0.32989,43,-0.2137,22,-1.2043
ENSG00000142784,WDTC1,108,1.80977,26,-0.5164,34,-0.1132,39,0.08528,49,0.46202,30,-0.2985,17,-1.2030,42,0.19232,21,-0.8517,7,-2.5037,27,-0.4787,43,0.22239
ENSG00000186501,TMEM222,108,1.43799,35,-0.3789,27,-0.7897,39,-0.2141,51,0.19110,55,0.30971,29,-0.6625,61,0.46225,62,0.49991,7,-2.6872,36,-0.3362,32,-0.5494
ENSG00000158195,WASF2,108,0.98907,215,2.26396,15,-1.9932,101,0.86936,14,-2.1035,43,-0.4642,27,-1.1564,15,-2.0562,35,-0.7989,61,0.07350,4,-3.7560,65,0.15109
ENSG00000126705,AHDC1,108,0.94625,30,-1.0763,78,0.40733,52,-0.2191,87,0.58480,32,-0.9610,55,-0.1277,62,0.04420,74,0.32528,15,-2.0974,19,-1.7291,111,0.98741
ENSG00000126709,IFI6,1378,3.85874,106,-0.9862,94,-1.1699,124,-0.7504,38,-2.5109,83,-1.3455,122,-0.7705,152,-0.4321,108,-0.9491,17,-3.6634,165,-0.3065,30,-2.8154
ENSG00000117758,STX12,108,0.18307,128,0.45022,71,-0.4668,77,-0.3380,50,-1.0043,126,0.42590,123,0.39776,135,0.54470,141,0.61587,32,-1.6415,122,0.37313,40,-1.3262
ENSG00000117751,PPP1R8,108,1.85517,42,0.25316,22,-0.7257,32,-0.1963,31,-0.2131,39,0.12595,35,-0.0451,24,-0.6419,50,0.52789,7,-2.4696,9,-2.1155,33,-0.1127
ENSG00000117748,RPA2,108,1.58382,54,0.41688,7,-2.5408,31,-0.4495,49,0.24906,24,-0.8514,57,0.50700,28,-0.6040,82,1.09030,4,-3.5037,31,-0.4320,25,-0.7808
ENSG00000126698,DNAJC8,108,-1.1933,267,0.19590,192,-0.3185,169,-0.5139,269,0.20988,247,0.07501,199,-0.2629,163,-0.5756,158,-0.6231,297,0.36429,314,0.45454,447,1.04485
ENSG00000130770,ATP5IF1,108,-1.8138,233,-0.6659,111,-1.7754,285,-0.3569,591,0.81047,507,0.55783,533,0.63989,528,0.62430,404,0.19237,648,0.96572,135,-1.4875,213,-0.7992
ENSG00000198492,YTHDF2,108,0.21724,87,-0.1289,62,-0.6334,64,-0.5923,66,-0.5576,48,-1.0359,76,-0.3227,130,0.51321,172,0.98177,127,0.47876,109,0.23749,80,-0.2558
ENSG00000116350,SRSF4,108,0.33818,121,0.51821,173,1.12368,90,0.04656,64,-0.4705,60,-0.5671,65,-0.4578,56,-0.6884,63,-0.4895,69,-0.3590,46,-0.9783,131,0.64659
ENSG00000162512,SDC3,108,0.23210,80,-0.2441,113,0.30199,180,1.07771,96,0.04218,74,-0.3518,25,-1.9658,106,0.20964,97,0.06119,23,-2.1013,95,0.02548,121,0.41998
ENSG00000134644,PUM1,108,-0.8343,160,-0.2325,249,0.46791,123,-0.6341,129,-0.5634,147,-0.3686,171,-0.1252,141,-0.4257,195,0.07510,185,-0.0103,349,1.02852,272,0.61163
ENSG00000121766,ZCCHC17,108,-0.4226,96,-0.5952,147,0.05286,68,-1.1199,266,1.02346,129,-0.1490,172,0.30491,114,-0.3363,138,-0.0398,156,0.14701,168,0.26718,140,-0.0216
ENSG00000121769,FABP3,108,0.73049,18,-2.0257,29,-1.2957,19,-1.9403,44,-0.6713,59,-0.2401,170,1.51251,96,0.54579,74,0.12200,108,0.72609,56,-0.3138,42,-0.7654
