Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to11,Feature log2 fold change topic 9to11
ENSG00000157916,RER1,30,-0.5691,39,-0.1637,61,0.56818,34,-0.3571,41,-0.0971,24,-0.9790,60,0.70900
ENSG00000157870,PRXL2B,12,-2.1130,72,0.54086,50,-0.0415,58,0.19268,41,-0.3898,39,-0.4532,71,0.67579
ENSG00000158109,TPRG1L,23,-2.8289,158,0.00956,118,-0.4446,175,0.17820,105,-0.6767,147,-0.1106,248,1.01925
ENSG00000130764,LRRC47,47,-0.3893,21,-1.6085,43,-0.5338,41,-0.5948,69,0.24900,45,-0.5019,94,0.98515
ENSG00000116198,CEP104,116,1.95195,42,0.19050,37,-0.0239,8,-2.3197,17,-1.2503,44,0.28773,29,-0.4911
ENSG00000196581,AJAP1,17,-1.6478,15,-1.7942,56,0.16300,34,-0.6275,27,-1.0336,84,0.95686,71,0.71052
ENSG00000069424,KCNAB2,36,-2.5127,345,0.96159,114,-0.8093,209,0.13111,199,0.06358,133,-0.6249,249,0.53887
ENSG00000116254,CHD5,358,0.26543,172,-0.8808,199,-0.6547,265,-0.2140,274,-0.1784,477,0.84796,280,-0.1526
ENSG00000116251,RPL22,733,0.54399,711,0.49398,592,0.19578,962,1.00240,546,0.07442,302,-0.9216,355,-0.7239
ENSG00000116237,ICMT,14,-1.3526,65,1.05933,45,0.42224,21,-0.7652,25,-0.4995,27,-0.4196,42,0.44414
ENSG00000097021,ACOT7,31,-2.1486,144,0.15241,46,-1.5984,164,0.36347,52,-1.4904,110,-0.3019,243,1.44932
ENSG00000215788,TNFRSF25,3,-3.0090,11,-1.1000,14,-0.7371,15,-0.6146,14,-0.8016,25,0.20783,42,1.46088
ENSG00000171680,PLEKHG5,0,-5.2512,3,-3.0029,15,-0.6351,23,0.02930,14,-0.7974,16,-0.5212,49,1.90754
ENSG00000162408,NOL9,46,0.67842,3,-3.4009,37,0.32277,33,0.17694,26,-0.2258,30,0.01916,33,0.16813
ENSG00000162413,KLHL21,21,-0.2015,3,-2.7706,31,0.38934,20,-0.2731,15,-0.7876,26,0.13670,36,0.84766
ENSG00000007923,DNAJC11,21,-0.7124,16,-1.1058,18,-0.9543,39,0.25185,36,0.17093,38,0.22149,41,0.43689
ENSG00000171735,CAMTA1,129,-1.7623,440,0.11232,346,-0.2651,430,0.07914,364,-0.2047,660,0.89956,370,-0.1951
ENSG00000049246,PER3,35,-0.5640,14,-1.9484,80,0.75190,28,-0.8803,70,0.60974,51,0.01992,51,0.04258
ENSG00000116288,PARK7,74,-1.8159,509,1.22075,391,0.76589,287,0.25466,208,-0.2811,124,-1.1278,255,0.08486
ENSG00000116285,ERRFI1,0,-4.9261,12,-1.0604,24,0.01021,7,-1.8297,36,0.81485,22,-0.0737,33,0.68865
ENSG00000162426,SLC45A1,0,-5.2074,3,-2.9203,9,-1.2177,20,-0.0568,9,-1.3968,12,-0.9023,53,2.44491
ENSG00000142599,RERE,255,0.83897,105,-0.5849,127,-0.2860,111,-0.4902,111,-0.5444,173,0.22793,171,0.22531
ENSG00000074800,ENO1,186,-1.0528,91,-2.1233,994,1.69999,234,-0.7046,351,-0.0843,215,-0.9028,471,0.51582
ENSG00000171612,SLC25A33,3,-3.0596,3,-3.2491,78,1.83496,13,-1.0681,49,1.17077,19,-0.5931,20,-0.5190
ENSG00000171603,CLSTN1,149,-2.0556,494,-0.2502,366,-0.7143,402,-0.5729,347,-0.8642,688,0.30756,965,1.14895
ENSG00000178585,CTNNBIP1,24,-0.6463,67,0.99360,25,-0.5969,54,0.63318,37,0.01580,29,-0.4128,33,-0.1614
ENSG00000162441,LZIC,64,0.56946,6,-3.0265,79,0.94149,59,0.43588,42,-0.1173,47,0.09331,35,-0.4386
ENSG00000130939,UBE4B,41,0.32028,16,-1.0946,30,-0.1904,40,0.27027,29,-0.2448,42,0.38773,34,0.00126
ENSG00000054523,KIF1B,511,0.23794,73,-2.6980,545,0.33975,417,-0.0887,413,-0.1113,691,0.84166,364,-0.3641
ENSG00000142657,PGD,21,-1.0191,3,-3.5247,42,0.06787,32,-0.3668,45,0.19064,31,-0.4406,65,1.03498
ENSG00000160049,DFFA,61,-0.2057,119,0.89062,67,-0.0430,37,-0.9444,80,0.24953,52,-0.4701,71,0.04331
ENSG00000120948,TARDBP,97,0.32844,92,0.24176,78,-0.0307,40,-1.0619,70,-0.2098,84,0.10840,85,0.14693
ENSG00000116649,SRM,23,-1.1023,15,-1.7019,72,0.65760,35,-0.4680,50,0.07538,24,-1.1501,77,1.07453
ENSG00000171824,EXOSC10,84,1.68016,40,0.39161,24,-0.4058,15,-1.1205,16,-1.0384,24,-0.4522,33,0.12204
ENSG00000198793,MTOR,22,-0.5755,18,-0.8706,43,0.47632,22,-0.5784,23,-0.5587,12,-1.4923,58,1.39240
ENSG00000116661,FBXO2,61,-1.6920,354,1.05855,223,0.28286,156,-0.2776,214,0.24185,62,-1.7742,235,0.48265
ENSG00000132879,FBXO44,30,-1.2743,17,-2.0873,34,-1.0888,86,0.34717,46,-0.6779,69,-0.0004,122,1.27546
ENSG00000177000,MTHFR,18,-0.4899,3,-3.1257,15,-0.6934,23,-0.0630,36,0.69311,22,-0.1951,31,0.52030
ENSG00000011021,CLCN6,33,-1.1521,22,-1.7239,51,-0.4944,58,-0.2871,88,0.41477,70,0.02002,95,0.66639
ENSG00000116685,KIAA2013,15,-0.8014,38,0.65663,30,0.29545,7,-1.8825,36,0.63094,20,-0.4190,25,0.01869
ENSG00000116688,MFN2,119,-0.0325,177,0.60461,93,-0.4216,93,-0.4120,96,-0.4100,104,-0.2623,152,0.45797
ENSG00000048707,VPS13D,70,-0.1513,146,1.04311,32,-1.3312,49,-0.6927,32,-1.4185,126,0.91849,79,0.03463
ENSG00000116731,PRDM2,317,0.38109,44,-2.6038,156,-0.7335,272,0.13384,179,-0.5681,491,1.32121,207,-0.3642
ENSG00000189337,KAZN,84,0.75569,18,-1.6338,27,-1.0168,48,-0.1561,28,-1.0403,68,0.46471,70,0.60169
ENSG00000142634,EFHD2,25,-1.3083,3,-4.3513,30,-1.0132,50,-0.2688,62,0.08318,88,0.73638,81,0.65790
ENSG00000116138,DNAJC16,21,-0.5007,3,-3.3875,35,0.28847,32,0.14947,17,-0.9340,41,0.60485,39,0.57906
ENSG00000197312,DDI2,28,-0.6835,82,1.03095,26,-0.8077,34,-0.3845,19,-1.3138,73,0.96532,42,-0.0799
ENSG00000116786,PLEKHM2,108,-0.2273,66,-0.9821,126,0.00419,193,0.70601,166,0.51511,117,-0.1235,106,-0.3179
ENSG00000065526,SPEN,359,1.15068,139,-0.3992,130,-0.5032,85,-1.1518,134,-0.5008,366,1.40413,87,-1.2918
ENSG00000055070,SZRD1,28,-0.1008,43,0.58338,59,1.13600,15,-1.0105,33,0.21879,14,-1.1630,28,-0.0851
ENSG00000159363,ATP13A2,20,-2.2162,103,0.21871,53,-0.8123,98,0.13753,115,0.44841,72,-0.3719,113,0.47408
ENSG00000117118,SDHB,10,-2.1686,5,-3.1885,87,1.14787,36,-0.2980,39,-0.1969,27,-0.7796,70,1.03068
ENSG00000117115,PADI2,108,2.08978,3,-3.5417,60,0.99277,26,-0.3554,49,0.74723,5,-2.8356,18,-1.0585
ENSG00000117154,IGSF21,7,-3.5154,390,2.87486,36,-1.2709,38,-1.1998,49,-0.8785,53,-0.7720,81,-0.0663
ENSG00000159423,ALDH4A1,20,-0.5007,3,-3.3420,68,1.47233,24,-0.2490,56,1.31938,7,-2.1052,23,-0.3811
ENSG00000127481,UBR4,73,0.96469,3,-3.8474,40,-0.0263,11,-1.9424,30,-0.4866,95,1.73824,22,-1.0604
ENSG00000127463,EMC1,4,-2.7504,46,0.77941,29,0.00420,20,-0.5517,15,-1.0066,29,0.06037,42,0.80679
ENSG00000053372,MRTO4,37,-0.1471,45,0.17722,37,-0.1283,45,0.17537,37,-0.1515,32,-0.4005,47,0.32426
ENSG00000053371,AKR7A2,38,0.49956,4,-2.7448,56,1.15496,26,-0.1120,49,1.06585,5,-2.5797,24,-0.2378
ENSG00000077549,CAPZB,80,-0.8666,148,0.08187,100,-0.5250,77,-0.9335,153,0.14641,116,-0.3386,202,0.77398
ENSG00000173436,MICOS10,191,-0.4612,379,0.62779,277,0.11695,559,1.29816,209,-0.3608,155,-0.8513,232,-0.2005
ENSG00000158747,NBL1,81,-0.7171,31,-2.1526,101,-0.3754,112,-0.2136,132,0.04435,119,-0.1317,196,0.91756
ENSG00000162545,CAMK2N1,860,-1.2893,2436,0.32403,2283,0.21873,2683,0.48126,2685,0.54759,1369,-0.6364,1843,-0.1511
ENSG00000158828,PINK1,187,-0.9157,294,-0.2202,269,-0.3578,532,0.73617,266,-0.4141,282,-0.3147,448,0.59067
ENSG00000244038,DDOST,0,-6.6568,3,-2.5086,27,0.51681,3,-2.7140,10,-1.0348,12,-0.8184,46,2.19403
ENSG00000117245,KIF17,5,-1.9679,3,-2.9004,12,-0.8855,45,1.24626,18,-0.2374,20,-0.1076,30,0.76471
ENSG00000189410,SH2D5,4,-2.9972,51,0.55019,7,-2.4252,39,0.14438,20,-0.9363,18,-1.1469,72,1.68628
ENSG00000127483,HP1BP3,465,0.62605,578,0.99429,345,0.13631,195,-0.7470,206,-0.7278,408,0.46465,222,-0.6588
ENSG00000075151,EIF4G3,299,0.19082,275,0.05742,180,-0.6054,266,0.00211,118,-1.3369,504,1.24372,219,-0.3696
ENSG00000076864,RAP1GAP,20,-2.3338,24,-2.0806,38,-1.4078,99,0.05809,69,-0.5647,109,0.23610,172,1.35030
ENSG00000090686,USP48,133,0.79242,74,-0.1637,69,-0.2661,74,-0.1615,54,-0.7065,110,0.54242,74,-0.1914
ENSG00000070831,CDC42,84,-0.9043,146,-0.0431,127,-0.2593,114,-0.4317,114,-0.4725,138,-0.1428,226,0.88456
ENSG00000004487,KDM1A,12,-2.5089,157,1.44397,94,0.56022,28,-1.2903,40,-0.8490,65,-0.0480,77,0.28987
ENSG00000169641,LUZP1,76,-1.5352,617,1.88205,70,-1.6490,178,-0.2401,119,-0.9260,298,0.66782,170,-0.3880
ENSG00000125944,HNRNPR,160,0.32470,80,-0.7684,169,0.40661,90,-0.5754,114,-0.2378,138,0.09533,145,0.21247
ENSG00000142676,RPL11,654,0.40869,718,0.56357,550,0.13015,821,0.78621,569,0.20696,221,-1.3686,418,-0.3697
ENSG00000011007,ELOA,32,0.06079,6,-2.2953,39,0.37653,28,-0.1461,23,-0.4675,53,1.01128,27,-0.2480
ENSG00000057757,PITHD1,33,-2.0915,202,0.70420,93,-0.5411,160,0.31477,82,-0.7858,131,0.00159,176,0.62172
ENSG00000011009,LYPLA2,11,-1.2090,26,0.03658,22,-0.1888,15,-0.7310,19,-0.4775,15,-0.7975,44,1.28244
ENSG00000189266,PNRC2,54,-0.2361,101,0.75290,91,0.59378,55,-0.2232,66,0.08802,45,-0.5585,57,-0.2061
ENSG00000188529,SRSF10,71,-0.3351,228,1.62019,99,0.18493,36,-1.3462,64,-0.5337,74,-0.2875,85,-0.0610
ENSG00000001461,NIPAL3,153,0.58143,142,0.45693,61,-0.8610,90,-0.2605,91,-0.2651,137,0.45159,90,-0.3217
ENSG00000133226,SRRM1,1001,2.51213,130,-1.0061,181,-0.5023,141,-0.8816,101,-1.4780,343,0.57620,137,-1.0969
ENSG00000117614,SYF2,157,0.31632,74,-0.8632,148,0.22215,116,-0.1673,115,-0.1920,176,0.57255,113,-0.2503
ENSG00000117616,RSRP1,30,-1.3538,200,1.69519,36,-1.0879,10,-3.0155,52,-0.5878,81,0.16983,90,0.40506
ENSG00000183726,TMEM50A,45,-0.5304,30,-1.1432,111,0.90047,61,-0.0592,43,-0.6697,59,-0.1285,83,0.55705
ENSG00000204178,MACO1,68,0.24364,3,-4.3691,38,-0.6660,48,-0.2951,43,-0.5200,123,1.47979,51,-0.2648
ENSG00000117643,MAN1C1,18,-1.1150,6,-2.6699,16,-1.2177,26,-0.5312,30,-0.3500,35,-0.0998,70,1.49725
ENSG00000162430,SELENON,22,-0.1150,3,-3.0871,45,1.04964,9,-1.3660,42,1.05824,17,-0.5827,22,-0.1743
ENSG00000117640,MTFR1L,29,-0.9664,30,-0.9063,35,-0.6823,58,0.10508,63,0.25612,51,-0.1157,73,0.61602
ENSG00000117632,STMN1,420,-1.0019,705,-0.2085,451,-0.8950,1056,0.43928,381,-1.2362,1010,0.41350,1144,0.75625
ENSG00000158008,EXTL1,8,-2.3021,14,-1.4015,20,-0.9128,28,-0.4159,48,0.52899,29,-0.3557,58,1.02452
ENSG00000142669,SH3BGRL3,91,-0.6578,71,-1.0418,168,0.30072,216,0.70858,137,-0.0371,94,-0.6637,175,0.47671
ENSG00000198830,HMGN2,173,0.08094,174,0.08867,204,0.34268,141,-0.2382,172,0.07932,121,-0.5271,177,0.14973
ENSG00000117713,ARID1A,77,-0.1078,134,0.79396,108,0.44172,38,-1.1736,50,-0.8458,103,0.40651,81,-0.0366
ENSG00000090273,NUDC,120,-0.7778,126,-0.7017,240,0.30576,247,0.35236,147,-0.5130,208,0.08781,246,0.44498
ENSG00000253368,TRNP1,1,-5.3304,54,0.19463,41,-0.2364,66,0.50805,39,-0.3660,33,-0.6100,74,0.93704
ENSG00000142784,WDTC1,20,-0.4695,3,-3.2668,12,-1.2391,36,0.42796,39,0.64354,22,-0.4224,37,0.60506
ENSG00000186501,TMEM222,12,-1.4282,5,-2.6762,31,0.02621,20,-0.6520,27,-0.2157,34,0.19748,49,1.02502
ENSG00000158195,WASF2,153,1.67746,29,-1.0161,84,0.62696,19,-1.6302,87,0.78117,26,-1.2859,39,-0.7185
ENSG00000126705,AHDC1,24,-1.5175,103,0.75510,62,-0.0712,59,-0.1337,41,-0.7511,78,0.32731,75,0.30595
ENSG00000126709,IFI6,108,0.58885,21,-1.8913,73,-0.0333,69,-0.1270,76,0.03182,70,-0.1212,87,0.29655
ENSG00000117758,STX12,35,-1.1342,10,-2.9611,95,0.40842,84,0.20962,78,0.10244,69,-0.1191,98,0.58780
ENSG00000117751,PPP1R8,29,0.19676,3,-3.1775,46,0.98658,9,-1.4691,29,0.22567,26,0.05874,27,0.13580
ENSG00000117748,RPA2,10,-2.2854,204,2.65310,32,-0.6310,30,-0.7020,38,-0.3694,18,-1.5292,45,-0.1169
ENSG00000126698,DNAJC8,216,-0.1109,348,0.65877,263,0.19773,244,0.08300,153,-0.7053,315,0.55781,182,-0.4635
ENSG00000130770,ATP5IF1,116,-1.5319,536,0.87225,345,0.14590,465,0.63198,207,-0.7070,205,-0.7231,392,0.45542
ENSG00000204138,PHACTR4,130,2.15172,3,-3.7641,54,0.54843,19,-1.0173,30,-0.4199,49,0.45915,18,-1.2779
ENSG00000198492,YTHDF2,54,-0.6153,102,0.37420,93,0.23730,59,-0.4873,63,-0.4171,106,0.49843,80,-0.0173
ENSG00000116350,SRSF4,191,1.20370,151,0.80574,70,-0.4299,72,-0.3769,68,-0.5310,110,0.31606,58,-0.8380
ENSG00000116353,MECR,4,-2.3811,33,0.68076,13,-0.8132,36,0.83587,10,-1.2440,15,-0.6477,34,0.99494
ENSG00000162512,SDC3,100,-0.1382,112,0.02982,121,0.15656,42,-1.4672,163,0.73856,93,-0.2846,106,-0.0632
ENSG00000134644,PUM1,106,-0.6335,105,-0.6569,127,-0.3616,152,-0.0820,125,-0.4202,243,0.78303,177,0.20805
ENSG00000121766,ZCCHC17,100,-0.5059,68,-1.0850,86,-0.7247,183,0.45814,123,-0.2021,178,0.46137,159,0.29548
ENSG00000121769,FABP3,18,-1.1414,14,-1.4965,23,-0.8039,81,1.22248,17,-1.3673,26,-0.6782,68,1.28682
ENSG00000162517,PEF1,17,-1.9685,123,1.09444,41,-0.6809,44,-0.5709,66,0.07878,34,-1.0377,91,0.76721
ENSG00000084636,COL16A1,27,0.37213,7,-1.5715,36,0.85066,17,-0.3253,13,-0.8423,17,-0.4285,30,0.67299
ENSG00000121753,ADGRB2,52,-1.5973,87,-0.8340,92,-0.7651,107,-0.5202,131,-0.2345,171,0.23297,236,0.99775
ENSG00000184007,PTP4A2,635,1.80302,125,-0.8958,160,-0.5135,287,0.40297,178,-0.3905,240,0.13332,136,-0.9018
ENSG00000121774,KHDRBS1,104,-0.4104,262,1.08803,152,0.18301,98,-0.5110,104,-0.4555,118,-0.2329,143,0.11430
ENSG00000025800,KPNA6,62,-0.5441,9,-3.2888,79,-0.1672,69,-0.3760,73,-0.3253,131,0.72972,114,0.53752
ENSG00000084652,TXLNA,28,-0.1243,75,1.50055,36,0.25548,9,-1.8559,29,-0.0605,25,-0.3178,26,-0.2883
ENSG00000084623,EIF3I,29,-1.5677,136,0.82317,106,0.41255,84,0.04935,59,-0.5651,71,-0.2352,95,0.30364
ENSG00000175130,MARCKSL1,170,0.72233,63,-0.8364,237,1.29829,90,-0.2982,150,0.58539,36,-1.7706,88,-0.3979
ENSG00000160058,BSDC1,26,-1.5157,231,2.07151,45,-0.6944,49,-0.5572,54,-0.4608,63,-0.1899,64,-0.1978
ENSG00000176261,ZBTB8OS,29,0.06642,11,-1.4171,38,0.52819,34,0.35637,31,0.19282,18,-0.6655,31,0.22107
ENSG00000162521,RBBP4,93,-0.2076,117,0.15202,151,0.56952,66,-0.7306,70,-0.7046,113,0.10797,125,0.33440
ENSG00000134684,YARS,26,-1.7284,98,0.30286,66,-0.3281,46,-0.8761,60,-0.5174,84,0.07304,122,0.89945
ENSG00000160097,FNDC5,17,-0.8288,3,-3.3555,36,0.34967,57,1.11730,22,-0.4698,28,-0.0448,35,0.39481
ENSG00000121905,HPCA,13,-3.3604,117,-0.1266,81,-0.6921,156,0.32389,105,-0.3254,111,-0.2402,200,0.99628
ENSG00000121900,TMEM54,5,-2.5824,31,0.12771,30,0.08536,42,0.62927,49,1.05827,13,-1.2602,26,-0.1397
ENSG00000134686,PHC2,32,-0.3932,87,1.20458,29,-0.5857,40,-0.0535,23,-1.0020,37,-0.2170,51,0.40130
ENSG00000163866,SMIM12,4,-3.1436,8,-1.9947,19,-0.8053,51,0.73588,20,-0.8030,30,-0.1385,58,1.33714
ENSG00000116544,DLGAP3,9,-2.6930,43,-0.3376,34,-0.6767,50,-0.1150,72,0.54671,34,-0.7676,80,0.87516
ENSG00000116560,SFPQ,803,1.93750,142,-0.9525,229,-0.2214,141,-0.9608,169,-0.7518,346,0.50006,183,-0.6736
ENSG00000146463,ZMYM4,100,0.62138,16,-2.1406,88,0.41063,58,-0.2598,57,-0.3002,100,0.71372,57,-0.3273
ENSG00000142687,KIAA0319L,28,-1.3648,49,-0.5131,40,-0.8347,53,-0.3812,60,-0.2214,73,0.12606,105,0.93443
ENSG00000020129,NCDN,92,-2.0928,278,-0.4273,147,-1.3945,253,-0.5691,214,-0.8930,280,-0.4521,752,1.77164
ENSG00000126067,PSMB2,54,-0.3243,20,-1.8090,98,0.62346,55,-0.2961,45,-0.6666,71,0.12361,91,0.65822
ENSG00000142686,C1orf216,19,-1.9207,29,-1.2712,40,-0.8159,109,0.77366,21,-1.8645,65,-0.0878,126,1.43979
ENSG00000092847,AGO1,35,-0.4134,49,0.13309,50,0.14623,40,-0.2018,22,-1.1563,62,0.57223,52,0.27882
ENSG00000126070,AGO3,73,0.26324,66,0.11802,59,-0.0682,5,-3.5568,61,-0.0300,83,0.54925,62,0.01876
ENSG00000054116,TRAPPC3,17,-0.9279,5,-2.5815,27,-0.2827,16,-1.0386,23,-0.5698,22,-0.6436,66,1.74254
ENSG00000116871,MAP7D1,133,-0.3608,114,-0.6051,148,-0.1936,159,-0.0838,125,-0.4991,197,0.28484,216,0.52526
ENSG00000054118,THRAP3,228,0.40312,210,0.26957,240,0.49048,87,-1.1002,136,-0.4503,292,0.94486,109,-0.8891
ENSG00000181817,LSM10,10,-1.5261,5,-2.4866,41,0.58605,39,0.49215,20,-0.5997,18,-0.7514,48,1.12895
ENSG00000116898,MRPS15,6,-2.8914,156,2.08960,37,-0.3654,50,0.10359,20,-1.4107,41,-0.2422,49,0.07952
ENSG00000163875,MEAF6,39,-1.5152,152,0.57695,55,-1.0187,126,0.26461,73,-0.6382,142,0.52555,123,0.29303
ENSG00000197982,C1orf122,115,-0.4448,209,0.50993,239,0.73335,234,0.69764,174,0.23879,50,-1.8076,144,-0.1137
ENSG00000188786,MTF1,32,0.36485,33,0.41147,29,0.18940,8,-1.7838,27,0.07659,23,-0.1551,26,0.06481
ENSG00000183431,SF3A3,37,-0.2282,72,0.83116,19,-1.2734,30,-0.5465,30,-0.6317,62,0.65292,45,0.06769
ENSG00000183520,UTP11,26,-0.5226,25,-0.5975,48,0.41244,37,-0.0127,20,-0.9774,73,1.30814,28,-0.5058
ENSG00000116954,RRAGC,38,-0.1929,67,0.73134,52,0.32284,19,-1.2113,29,-0.6499,34,-0.3984,56,0.56161
ENSG00000174574,AKIRIN1,30,-1.5863,142,0.85510,81,-0.0704,119,0.56170,75,-0.2069,80,-0.0920,82,-0.0562
ENSG00000168653,NDUFS5,245,-1.1646,378,-0.5023,560,0.11329,985,1.04970,393,-0.4836,374,-0.5687,679,0.55235
ENSG00000127603,MACF1,1162,2.00016,84,-2.2444,440,0.27924,168,-1.2128,358,-0.0534,529,0.66357,145,-1.6416
ENSG00000090621,PABPC4,107,0.33039,203,1.42043,107,0.32170,81,-0.1244,60,-0.6367,81,-0.1328,60,-0.6912
ENSG00000116983,HPCAL4,145,-1.2861,336,-0.0013,248,-0.4736,296,-0.2006,332,-0.0237,414,0.37688,394,0.32246
ENSG00000084072,PPIE,11,-1.2169,3,-3.0341,27,0.10162,30,0.28151,24,-0.1007,18,-0.5717,41,1.06536
ENSG00000131236,CAP1,64,-1.2951,267,0.95964,186,0.35536,113,-0.4310,130,-0.2377,128,-0.2530,163,0.19140
ENSG00000131238,PPT1,60,-0.9108,50,-1.1675,167,0.70941,97,-0.1672,116,0.12087,95,-0.2180,131,0.39042
ENSG00000117000,RLF,20,-0.5966,15,-1.0055,45,0.64597,8,-1.9997,17,-0.9144,64,1.47801,27,-0.2241
ENSG00000084073,ZMPSTE24,12,-1.5062,5,-2.7019,54,0.78442,27,-0.3443,39,0.25587,38,0.24688,38,0.27776
ENSG00000084070,SMAP2,80,-0.9357,187,0.38885,71,-1.1221,133,-0.1552,94,-0.7555,211,0.66566,178,0.40160
ENSG00000117016,RIMS3,43,-2.2941,215,0.11972,131,-0.6544,214,0.11172,185,-0.1288,165,-0.3294,297,0.86353
ENSG00000066136,NFYC,16,-1.0857,10,-1.6988,28,-0.2673,17,-1.0111,50,0.78541,20,-0.8222,50,0.90515
ENSG00000127124,HIVEP3,23,-0.6090,79,1.40316,24,-0.5285,62,0.98847,19,-0.9144,37,0.14441,24,-0.6188
ENSG00000198815,FOXJ3,27,-0.8130,4,-3.4498,25,-0.9306,53,0.22583,41,-0.2118,53,0.23747,70,0.91349
ENSG00000177181,RIMKLA,12,-2.1194,35,-0.5122,27,-0.9013,52,0.08357,34,-0.6180,54,0.14278,80,1.07808
ENSG00000127125,PPCS,30,-0.5391,53,0.33000,76,0.92482,38,-0.2110,29,-0.6580,31,-0.5750,52,0.40389
ENSG00000186409,CCDC30,114,1.08290,4,-3.9508,61,0.06112,72,0.30764,67,0.23509,107,1.13243,17,-2.1231
ENSG00000065978,YBX1,217,0.95043,144,0.27431,224,1.00316,132,0.13275,158,0.47855,71,-0.8970,54,-1.4411
ENSG00000177868,SVBP,6,-2.5433,74,1.36088,34,0.07495,39,0.26366,27,-0.3239,29,-0.1748,31,-0.0860
ENSG00000117394,SLC2A1,29,-0.5575,66,0.71910,71,0.84381,24,-0.8540,60,0.63394,23,-0.9916,36,-0.2998
ENSG00000117395,EBNA1BP2,20,-1.7173,20,-1.7141,62,0.01071,80,0.41759,62,0.01224,72,0.28457,76,0.42876
ENSG00000142949,PTPRF,78,-0.4268,42,-1.3724,143,0.52781,73,-0.5382,101,-0.0340,70,-0.6519,151,0.83552
ENSG00000126091,ST3GAL3,26,-0.4983,5,-2.7498,14,-1.3748,27,-0.4447,46,0.45018,30,-0.3195,57,1.00617
