Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000242485,MRPL20,122,-0.3377,73,-1.1087,197,0.42124,123,-0.3239,165,0.13832,176,0.23765,149,-0.0273,203,0.47718,147,-0.0426,148,-0.0347,161,0.09807
ENSG00000235098,ANKRD65,9,-1.7813,13,-1.2789,40,0.42491,17,-0.9055,57,1.03921,24,-0.3688,17,-0.9153,55,0.97517,35,0.22845,35,0.21581,32,0.10654
ENSG00000179403,VWA1,2,-3.1667,14,-0.4683,4,-2.0982,9,-1.0697,14,-0.4739,7,-1.4690,9,-1.1719,4,-2.3257,31,0.73528,43,1.32192,75,2.40653
ENSG00000205090,TMEM240,29,-0.1541,37,0.22171,41,0.38986,58,0.97363,38,0.29388,23,-0.4834,20,-0.7025,20,-0.6886,37,0.24911,38,0.29314,9,-1.9358
ENSG00000160075,SSU72,114,-0.4792,110,-0.5361,190,0.32482,110,-0.5327,146,-0.0964,183,0.26611,155,0.00531,241,0.71651,154,-0.0145,167,0.11573,135,-0.2108
ENSG00000228594,FNDC10,29,-0.1103,16,-0.9685,25,-0.3398,24,-0.3574,38,0.32840,58,1.03118,31,0.02743,39,0.36166,41,0.44401,8,-2.0118,30,-0.0259
ENSG00000197530,MIB2,27,-0.4359,25,-0.5138,62,0.89739,37,0.04802,63,0.94104,20,-0.9101,41,0.22432,37,0.07765,36,0.04017,26,-0.4710,16,-1.1607
ENSG00000248333,CDK11B,69,0.73940,88,1.15640,40,-0.1364,39,-0.1636,41,-0.1035,20,-1.1679,26,-0.7898,24,-0.9264,39,-0.1692,44,0.00423,50,0.21607
ENSG00000008128,CDK11A,32,0.47176,60,1.53110,12,-1.0195,25,0.03714,10,-1.2527,11,-1.1895,7,-1.8749,16,-0.5972,19,-0.3743,51,1.24394,21,-0.2015
ENSG00000215790,SLC35E2A,33,-0.2824,20,-1.0584,58,0.59770,42,0.08684,41,0.02855,38,-0.0624,38,-0.0687,36,-0.1810,54,0.46806,41,0.03311,39,-0.0448
ENSG00000008130,NADK,26,-0.1124,25,-0.1681,41,0.60910,55,1.12999,20,-0.4729,23,-0.3001,11,-1.3576,18,-0.6906,21,-0.4533,30,0.13602,36,0.39774
ENSG00000078369,GNB1,357,-0.5430,267,-0.9862,390,-0.4073,557,0.15299,439,-0.2228,497,-0.0275,563,0.16987,745,0.62757,677,0.46883,523,0.05102,551,0.13406
ENSG00000187730,GABRD,229,0.03937,137,-0.7585,316,0.56149,165,-0.4737,435,1.10141,343,0.69324,204,-0.1412,192,-0.2393,126,-0.8868,241,0.11812,71,-1.7469
ENSG00000067606,PRKCZ,188,-0.3300,174,-0.4481,244,0.08303,232,-0.0004,278,0.29278,224,-0.0517,260,0.18279,241,0.05843,373,0.77632,172,-0.4665,164,-0.5419
ENSG00000162585,FAAP20,14,-1.2840,23,-0.5349,18,-0.8763,14,-1.2525,60,0.99811,23,-0.5493,47,0.59009,63,1.06735,44,0.48848,14,-1.2766,38,0.25846
ENSG00000157933,SKI,37,-0.2736,58,0.44952,43,-0.0095,62,0.57920,29,-0.6148,3,-3.6169,12,-1.9364,37,-0.2556,43,-0.0289,69,0.74904,86,1.11290
ENSG00000157916,RER1,44,-0.4776,45,-0.4459,55,-0.1123,86,0.58694,46,-0.3953,69,0.22199,70,0.26463,26,-1.2862,42,-0.5268,110,1.00834,62,0.07380
ENSG00000157911,PEX10,5,-1.9351,11,-0.9081,19,-0.0766,15,-0.4211,18,-0.1765,13,-0.6022,20,0.01051,37,1.02418,22,0.20011,23,0.24029,34,0.88099
ENSG00000157870,PRXL2B,27,-0.7532,26,-0.8104,52,0.29450,52,0.29952,63,0.59741,55,0.38733,37,-0.2341,51,0.25392,41,-0.0760,30,-0.5827,43,-0.0159
ENSG00000158109,TPRG1L,212,-0.1259,138,-0.7961,303,0.44044,264,0.21912,184,-0.3542,351,0.68585,227,-0.0236,227,-0.0197,258,0.18028,224,-0.0421,144,-0.7242
ENSG00000130764,LRRC47,64,-0.4675,79,-0.1518,68,-0.3777,133,0.69142,82,-0.0758,106,0.32071,140,0.77834,67,-0.4006,79,-0.1428,83,-0.0701,52,-0.7819
ENSG00000116198,CEP104,31,-0.1936,57,0.81639,15,-1.2929,40,0.22031,45,0.42862,21,-0.7525,16,-1.1635,13,-1.4466,39,0.20051,49,0.55094,55,0.73482
ENSG00000196581,AJAP1,51,-0.2554,92,0.69470,99,0.81950,113,1.04218,80,0.45964,20,-1.6258,30,-1.0585,31,-0.9909,24,-1.3596,96,0.75889,22,-1.4895
ENSG00000069424,KCNAB2,158,-0.5740,154,-0.6076,292,0.39978,215,-0.0949,187,-0.3106,376,0.81642,238,0.06863,325,0.57198,194,-0.2571,208,-0.1431,161,-0.5394
ENSG00000116254,CHD5,505,0.88524,554,1.04618,288,-0.0310,340,0.23125,263,-0.1743,179,-0.7666,121,-1.3552,222,-0.4393,347,0.26420,223,-0.4330,192,-0.6648
ENSG00000116251,RPL22,292,-0.8831,287,-0.9069,296,-0.8606,376,-0.4951,451,-0.2122,530,0.04044,346,-0.6240,906,0.92402,977,1.05414,381,-0.4738,837,0.78814
ENSG00000116237,ICMT,39,-0.3576,34,-0.5472,81,0.81042,57,0.23932,96,1.11136,53,0.12390,34,-0.5622,30,-0.7681,39,-0.3486,47,-0.0616,29,-0.8173
ENSG00000097021,ACOT7,278,0.00237,191,-0.5880,381,0.50680,330,0.27486,360,0.41657,532,1.07121,403,0.60221,194,-0.5601,184,-0.6419,123,-1.2478,82,-1.8549
ENSG00000215788,TNFRSF25,7,-2.1480,61,1.10101,78,1.56427,22,-0.5256,20,-0.6811,11,-1.5410,7,-2.1452,38,0.31166,13,-1.3371,68,1.30922,16,-1.0192
ENSG00000171680,PLEKHG5,31,0.43139,6,-1.9377,58,1.48898,36,0.69329,7,-1.7166,18,-0.4301,9,-1.4663,53,1.33932,10,-1.3236,17,-0.5398,15,-0.6705
ENSG00000162408,NOL9,39,0.27487,31,-0.0641,31,-0.0593,49,0.66949,26,-0.3568,15,-1.1366,20,-0.7744,49,0.67495,40,0.32016,27,-0.3000,30,-0.1057
ENSG00000162413,KLHL21,13,-1.5913,31,-0.3671,32,-0.2981,53,0.47732,70,0.94245,23,-0.8115,55,0.55498,45,0.23637,36,-0.1100,42,0.13489,28,-0.4966
ENSG00000116273,PHF13,14,-0.6760,18,-0.2571,13,-0.6821,33,0.71709,31,0.62953,3,-2.6433,14,-0.5971,28,0.42481,16,-0.4264,38,0.97143,23,0.16410
ENSG00000041988,THAP3,17,-0.2349,8,-1.2581,15,-0.3461,28,0.59222,27,0.52068,27,0.51115,18,-0.0798,19,-0.0244,17,-0.2301,18,-0.1083,19,-0.0514
ENSG00000007923,DNAJC11,67,0.95280,38,0.01259,35,-0.1110,33,-0.1981,39,0.07573,30,-0.3158,30,-0.3339,35,-0.1182,49,0.42701,28,-0.4343,27,-0.4942
ENSG00000171735,CAMTA1,709,0.78664,592,0.48504,279,-0.6993,358,-0.3184,550,0.36613,274,-0.7294,582,0.45631,296,-0.6122,448,0.03402,468,0.10390,264,-0.7859
ENSG00000049245,VAMP3,7,-1.5633,17,-0.2240,9,-1.1721,15,-0.4139,19,-0.0237,7,-1.4521,15,-0.3809,11,-0.8925,32,0.79036,28,0.57620,54,1.74969
ENSG00000049246,PER3,33,0.06207,31,-0.0161,21,-0.6186,10,-1.6996,24,-0.4223,16,-1.0147,22,-0.5175,22,-0.5394,40,0.37369,67,1.25410,59,1.04373
ENSG00000116288,PARK7,146,-1.1134,115,-1.4725,297,-0.0157,216,-0.5124,382,0.38458,425,0.56094,440,0.61771,464,0.70812,249,-0.2978,290,-0.0558,281,-0.1054
ENSG00000116285,ERRFI1,39,0.26127,40,0.29439,34,0.05978,23,-0.5306,52,0.73835,43,0.40131,38,0.23484,30,-0.1706,22,-0.6455,24,-0.4747,18,-0.8998
ENSG00000162426,SLC45A1,17,-0.6850,16,-0.7474,53,1.12121,28,0.05847,19,-0.5500,28,0.10464,46,0.89715,16,-0.7618,26,-0.0552,34,0.38465,10,-1.4516
ENSG00000142599,RERE,154,0.10252,189,0.43649,83,-0.8486,126,-0.2147,173,0.29290,67,-1.1624,109,-0.4315,157,0.13663,156,0.12941,173,0.29662,197,0.50044
ENSG00000074800,ENO1,264,-0.8541,225,-1.0988,488,0.10008,457,-0.0038,308,-0.6177,450,-0.0269,675,0.62775,531,0.23506,268,-0.8289,707,0.70591,667,0.60789
ENSG00000171612,SLC25A33,21,-0.4299,3,-3.0183,40,0.57633,18,-0.6651,13,-1.0951,30,0.13976,13,-1.1135,47,0.86119,25,-0.1470,25,-0.1546,69,1.51698
ENSG00000171603,CLSTN1,838,0.00435,629,-0.4446,1257,0.66265,1375,0.81323,988,0.26651,878,0.07765,779,-0.1117,459,-0.9267,620,-0.4665,918,0.14954,454,-0.9433
ENSG00000178585,CTNNBIP1,23,-0.4214,10,-1.6656,13,-1.3176,33,0.09063,28,-0.1330,20,-0.6443,61,1.11631,35,0.21008,46,0.65293,31,0.00947,38,0.33892
ENSG00000162441,LZIC,50,-0.0545,58,0.17652,35,-0.5905,39,-0.4536,41,-0.3481,54,0.07205,29,-0.8839,50,-0.0551,46,-0.1879,62,0.27426,106,1.17836
ENSG00000130939,UBE4B,62,0.43700,31,-0.6599,34,-0.4978,38,-0.3124,34,-0.5078,89,1.04845,78,0.81639,31,-0.6238,55,0.25425,27,-0.8555,38,-0.3258
ENSG00000054523,KIF1B,829,0.94690,673,0.59384,295,-0.7094,498,0.10551,316,-0.6069,214,-1.1967,450,-0.0575,282,-0.7822,655,0.55064,406,-0.2179,510,0.14419
ENSG00000142657,PGD,41,-0.8233,41,-0.8242,63,-0.1541,72,0.05621,112,0.76448,94,0.48563,131,1.03967,57,-0.3042,32,-1.1979,81,0.23664,43,-0.7596
ENSG00000241563,CORT,11,-2.3873,16,-1.8158,8,-2.7252,3,-4.0827,21,-1.3967,24,-1.1890,58,0.13057,16,-1.7519,26,-1.0662,392,4.31686,9,-2.6874
ENSG00000160049,DFFA,37,-0.5784,67,0.35711,41,-0.4293,47,-0.2022,29,-0.9620,46,-0.2228,36,-0.6259,64,0.28390,51,-0.0730,60,0.18543,112,1.21627
ENSG00000142655,PEX14,16,-0.4718,12,-0.8942,38,0.88945,21,-0.0411,22,0.03064,14,-0.6487,20,-0.1247,28,0.38409,20,-0.1309,24,0.17371,24,0.14682
ENSG00000120948,TARDBP,76,-0.2585,81,-0.1534,91,0.02479,125,0.53960,139,0.70913,90,0.00463,85,-0.0783,79,-0.1890,61,-0.6024,75,-0.2815,83,-0.1165
ENSG00000116649,SRM,24,-1.0600,31,-0.7064,85,0.89213,36,-0.4833,68,0.51463,49,0.00855,40,-0.3276,75,0.69188,17,-1.5520,47,-0.0566,67,0.49099
ENSG00000171824,EXOSC10,18,-0.9347,71,1.27230,29,-0.1763,21,-0.6642,17,-1.0120,28,-0.2348,32,-0.0459,38,0.22571,23,-0.5180,54,0.82494,29,-0.1870
ENSG00000198793,MTOR,40,-0.3295,35,-0.4964,63,0.41275,65,0.45910,74,0.67309,37,-0.4209,43,-0.1997,45,-0.1212,30,-0.7539,60,0.31354,45,-0.1263
ENSG00000116661,FBXO2,48,-1.7745,36,-2.2035,221,0.58617,76,-1.0880,97,-0.7058,245,0.75885,188,0.32036,241,0.72886,107,-0.5707,168,0.13939,266,0.89646
ENSG00000132879,FBXO44,71,-0.5528,86,-0.2608,131,0.41738,146,0.59023,85,-0.2724,94,-0.1068,97,-0.0651,117,0.23025,69,-0.5975,139,0.51059,78,-0.4070
ENSG00000177000,MTHFR,26,0.26174,34,0.65308,24,0.11268,26,0.22627,15,-0.6238,12,-0.9473,15,-0.6557,18,-0.3755,35,0.70590,19,-0.2617,24,0.08730
ENSG00000011021,CLCN6,68,-0.2040,50,-0.6776,87,0.18930,109,0.55178,82,0.09912,87,0.17958,95,0.32753,73,-0.0902,86,0.16884,70,-0.1515,44,-0.8784
ENSG00000116685,KIAA2013,19,-0.7454,41,0.42885,48,0.68445,43,0.50200,27,-0.2289,32,0.01330,27,-0.2487,4,-3.0364,35,0.16837,19,-0.7438,50,0.76461
ENSG00000083444,PLOD1,7,-1.7170,15,-0.5722,14,-0.7127,28,0.41488,11,-1.0598,19,-0.2038,13,-0.7324,14,-0.6718,21,-0.0733,57,1.62051,41,1.02272
ENSG00000116688,MFN2,136,0.03812,112,-0.2676,134,0.02155,156,0.25970,160,0.30644,104,-0.3841,204,0.70061,116,-0.2086,143,0.12095,77,-0.8280,115,-0.2205
ENSG00000048707,VPS13D,114,0.49920,128,0.68876,65,-0.4017,134,0.76784,62,-0.4686,91,0.13035,75,-0.1599,35,-1.3157,67,-0.3518,81,-0.0509,68,-0.3241
ENSG00000162496,DHRS3,18,-0.0108,6,-1.5906,14,-0.3860,6,-1.6140,0,-5.1987,22,0.30893,3,-2.5895,16,-0.1321,10,-0.8477,45,1.52850,57,1.99792
ENSG00000116731,PRDM2,431,1.00331,380,0.78515,153,-0.6644,348,0.63752,129,-0.9215,129,-0.9235,134,-0.8722,213,-0.1526,227,-0.0548,234,-0.0047,204,-0.2207
ENSG00000189337,KAZN,99,0.37064,97,0.34324,59,-0.4479,61,-0.3918,141,0.97369,89,0.20824,89,0.20671,48,-0.7532,86,0.14841,35,-1.2330,57,-0.4999
ENSG00000142634,EFHD2,142,0.19888,117,-0.1000,35,-1.9147,297,1.45811,51,-1.3642,131,0.06792,214,0.88029,26,-2.3639,293,1.43375,13,-3.2900,56,-1.2354
ENSG00000116138,DNAJC16,56,0.30041,36,-0.3875,61,0.41944,48,0.04260,55,0.25693,52,0.17471,40,-0.2266,40,-0.2198,35,-0.4264,44,-0.0822,44,-0.0795
ENSG00000197312,DDI2,64,0.53544,46,0.00439,30,-0.6385,61,0.45371,54,0.26627,48,0.05021,63,0.50629,52,0.19544,22,-1.1140,25,-0.9064,40,-0.2348
ENSG00000116786,PLEKHM2,83,-0.2692,75,-0.4416,66,-0.6377,88,-0.1890,80,-0.3369,85,-0.2351,56,-0.8815,214,1.28526,143,0.59391,68,-0.5918,132,0.46497
ENSG00000065526,SPEN,344,1.00504,413,1.32907,112,-0.7861,155,-0.2920,202,0.12101,53,-1.9110,95,-1.0373,73,-1.4338,116,-0.7435,224,0.29189,268,0.58155
ENSG00000116809,ZBTB17,17,-0.3000,20,-0.0921,22,0.08390,24,0.19203,16,-0.4212,12,-0.8885,13,-0.6982,24,0.22468,18,-0.2668,27,0.40455,38,0.96908
ENSG00000037637,FBXO42,28,0.14182,28,0.13333,38,0.63014,17,-0.6191,36,0.50399,32,0.33545,25,-0.0753,14,-0.9468,15,-0.7979,38,0.62624,13,-1.0427
ENSG00000055070,SZRD1,17,-0.6538,22,-0.2923,20,-0.4187,14,-0.9035,4,-2.7711,21,-0.3493,6,-2.1732,27,0.05669,37,0.55651,32,0.29080,89,2.12739
ENSG00000159363,ATP13A2,76,-0.6614,72,-0.7515,108,-0.1281,124,0.09112,150,0.39866,136,0.23740,207,0.93177,102,-0.2229,141,0.29721,122,0.06180,50,-1.2862
ENSG00000117118,SDHB,26,-1.3684,30,-1.2031,82,0.36670,40,-0.7682,97,0.64346,87,0.46109,95,0.60133,94,0.58016,39,-0.7751,88,0.48318,40,-0.7620
ENSG00000117115,PADI2,7,-2.8338,39,-0.3921,12,-2.1567,18,-1.4919,29,-0.8065,26,-0.9936,18,-1.5224,43,-0.2095,49,-0.0079,67,0.48158,237,2.92111
ENSG00000179051,RCC2,26,-0.0472,14,-0.9946,33,0.31234,21,-0.4136,17,-0.7091,52,1.07278,22,-0.2772,21,-0.4034,28,0.07493,48,0.93329,15,-0.9230
ENSG00000117154,IGSF21,65,-0.1991,49,-0.6347,117,0.75753,138,1.03930,48,-0.6666,84,0.21388,27,-1.4946,58,-0.3700,105,0.57282,71,-0.0433,46,-0.7250
ENSG00000159423,ALDH4A1,2,-3.1718,5,-1.9909,5,-2.0675,11,-0.9441,4,-2.2130,7,-1.5835,17,-0.3015,57,1.70635,16,-0.4309,56,1.66716,48,1.38592
ENSG00000127481,UBR4,66,0.95391,114,1.94957,21,-0.8345,26,-0.5249,11,-1.7735,19,-1.0004,28,-0.4470,24,-0.6924,24,-0.6335,25,-0.5770,47,0.37776
ENSG00000127463,EMC1,23,-0.7833,39,0.00517,45,0.23407,36,-0.1366,60,0.68280,33,-0.2584,41,0.09100,33,-0.2422,42,0.10482,54,0.51126,23,-0.8162
ENSG00000053372,MRTO4,38,-0.2400,39,-0.2150,70,0.72441,38,-0.2626,51,0.21267,45,0.00809,33,-0.4531,35,-0.3873,60,0.47306,54,0.31686,28,-0.7286
ENSG00000053371,AKR7A2,30,0.09625,9,-1.7286,19,-0.6122,52,0.96833,5,-2.5417,34,0.26573,9,-1.6930,32,0.16446,10,-1.5974,78,1.70564,36,0.39437
ENSG00000077549,CAPZB,178,0.00205,122,-0.5846,178,0.00200,182,0.03789,186,0.07742,251,0.56128,198,0.17812,216,0.31790,85,-1.1263,195,0.14939,160,-0.1592
ENSG00000173436,MICOS10,89,-1.8702,98,-1.7159,174,-0.8620,189,-0.7359,331,0.13842,404,0.45814,328,0.12313,592,1.10493,680,1.35085,187,-0.7498,269,-0.1914
ENSG00000158747,NBL1,181,-0.0935,129,-0.6152,241,0.35908,292,0.67991,127,-0.6392,179,-0.1103,224,0.24335,177,-0.1302,209,0.12986,179,-0.1142,176,-0.1364
ENSG00000169914,OTUD3,29,0.34512,30,0.37166,22,-0.1257,36,0.70410,21,-0.1868,33,0.57073,14,-0.7495,13,-0.9360,33,0.53132,19,-0.3265,8,-1.5664
ENSG00000162545,CAMK2N1,1079,-0.7353,878,-1.0486,1935,0.17761,1019,-0.8222,1624,-0.1010,806,-1.1780,365,-2.3556,4151,1.47816,1756,0.02238,2762,0.76212,2671,0.70564
ENSG00000090432,MUL1,17,-0.4172,26,0.20773,19,-0.2365,38,0.85288,28,0.33155,7,-1.6967,23,0.04598,21,-0.0938,22,-0.0283,17,-0.4247,29,0.39199
ENSG00000183114,FAM43B,36,0.65181,24,-0.0070,4,-2.6805,40,0.81828,25,0.06647,10,-1.2950,49,1.20015,6,-2.0422,29,0.33468,23,-0.0470,17,-0.5549
ENSG00000158828,PINK1,371,-0.3534,249,-0.9615,483,0.06071,484,0.06417,331,-0.5287,702,0.67096,734,0.74571,631,0.49303,581,0.35814,221,-1.1435,324,-0.5628
ENSG00000244038,DDOST,11,-1.2681,11,-1.2587,60,1.35801,16,-0.8158,19,-0.5111,28,0.06843,35,0.43468,27,0.03998,19,-0.5109,45,0.83026,21,-0.3460
ENSG00000117245,KIF17,34,0.56369,12,-1.0153,18,-0.4598,31,0.39150,5,-2.3185,31,0.37090,70,1.79995,18,-0.4278,31,0.37258,4,-2.4998,12,-1.0289
ENSG00000189410,SH2D5,34,-0.5591,25,-1.0061,122,1.57046,43,-0.1866,29,-0.7983,63,0.41928,23,-1.1318,62,0.39453,34,-0.5461,76,0.73250,21,-1.2427
ENSG00000127483,HP1BP3,411,0.72532,464,0.93283,205,-0.3875,231,-0.2061,262,-0.0043,137,-1.0002,211,-0.3434,175,-0.6302,220,-0.2831,268,0.02774,308,0.25449
ENSG00000075151,EIF4G3,547,1.06188,394,0.50856,276,-0.0661,264,-0.1363,303,0.08536,301,0.07448,289,0.01019,184,-0.6964,167,-0.8422,240,-0.2857,198,-0.5797
ENSG00000117298,ECE1,17,-0.0519,17,-0.0342,24,0.48813,15,-0.2877,6,-1.6538,18,-0.0180,11,-0.7682,12,-0.6463,12,-0.5960,24,0.47425,41,1.35874
ENSG00000076864,RAP1GAP,148,-0.0308,134,-0.1947,166,0.14811,329,1.29823,179,0.26556,94,-0.7435,230,0.68039,69,-1.2042,149,-0.0214,77,-1.0454,90,-0.8071
ENSG00000090686,USP48,106,0.51529,186,1.49542,73,-0.0700,69,-0.1629,67,-0.2055,43,-0.8742,54,-0.5378,35,-1.1854,53,-0.5733,68,-0.1896,88,0.22062
ENSG00000070831,CDC42,195,0.12394,131,-0.4955,217,0.29446,227,0.36567,188,0.06712,193,0.10643,335,1.01625,120,-0.6297,136,-0.4393,112,-0.7460,131,-0.4962
ENSG00000133216,EPHB2,24,0.44309,21,0.24776,30,0.81167,24,0.39492,16,-0.2003,8,-1.2144,12,-0.6691,12,-0.5933,26,0.58463,10,-0.9290,17,-0.0943
ENSG00000004487,KDM1A,85,0.24878,76,0.06212,106,0.60706,93,0.40261,76,0.07209,60,-0.2980,90,0.33458,42,-0.8260,54,-0.4635,68,-0.1099,50,-0.5925
ENSG00000169641,LUZP1,502,1.32428,349,0.69179,220,-0.0518,169,-0.4644,203,-0.1833,265,0.24126,264,0.23386,123,-0.9496,153,-0.6162,136,-0.8025,121,-0.9706
ENSG00000125944,HNRNPR,200,0.74666,146,0.23482,120,-0.0731,115,-0.1412,139,0.15536,73,-0.8543,116,-0.1349,89,-0.5482,87,-0.5811,152,0.29655,151,0.29008
ENSG00000142676,RPL11,149,-1.3932,161,-1.2732,205,-0.9088,263,-0.5284,341,-0.1233,306,-0.2971,328,-0.1858,697,1.04954,529,0.58130,442,0.28947,640,0.90239
ENSG00000011007,ELOA,40,0.52778,38,0.45812,8,-1.8575,34,0.26180,15,-0.9873,17,-0.8166,22,-0.4094,32,0.20327,25,-0.2138,45,0.75204,38,0.45791
ENSG00000057757,PITHD1,149,-0.2255,105,-0.7613,204,0.27581,172,0.00839,151,-0.1954,229,0.46694,293,0.87650,127,-0.4732,211,0.33469,144,-0.2769,101,-0.8135
ENSG00000011009,LYPLA2,16,-0.6850,14,-0.8200,43,0.90975,27,0.13167,45,0.98863,25,0.00749,18,-0.4547,20,-0.2854,27,0.14504,14,-0.8526,21,-0.2381
ENSG00000189266,PNRC2,52,-0.2742,30,-1.1040,69,0.18720,63,0.05062,68,0.15985,60,-0.0388,41,-0.6290,41,-0.6125,54,-0.1973,113,0.99407,85,0.52070
ENSG00000188529,SRSF10,64,-0.1480,97,0.51355,74,0.08011,78,0.15173,77,0.12561,76,0.11678,48,-0.6099,62,-0.1997,53,-0.4439,70,-0.0274,79,0.16963
ENSG00000001461,NIPAL3,198,0.65624,194,0.62024,96,-0.4983,219,0.82297,73,-0.9097,120,-0.1541,135,0.03433,44,-1.6743,125,-0.0869,91,-0.5749,158,0.29048
ENSG00000133226,SRRM1,253,0.35203,470,1.41527,146,-0.5157,160,-0.3735,171,-0.2716,113,-0.9043,116,-0.8617,146,-0.5129,185,-0.1410,259,0.38966,213,0.07643
ENSG00000169504,CLIC4,4,-2.4432,19,-0.2471,4,-2.6280,12,-0.9010,9,-1.4122,7,-1.6832,17,-0.4394,5,-2.1967,22,-0.0682,20,-0.2149,131,3.40653
ENSG00000117614,SYF2,123,-0.1236,99,-0.4619,76,-0.8732,136,0.03233,216,0.78812,91,-0.5924,111,-0.2859,108,-0.3294,112,-0.2677,182,0.50622,211,0.74646
ENSG00000117616,RSRP1,20,-1.9935,216,1.78006,83,0.13179,81,0.09818,107,0.53901,41,-0.9548,30,-1.4265,44,-0.8348,27,-1.5933,119,0.71200,73,-0.0748
ENSG00000183726,TMEM50A,48,-0.5541,65,-0.0824,106,0.70351,87,0.38100,70,0.03336,56,-0.3161,46,-0.6084,49,-0.5283,42,-0.7443,109,0.75079,76,0.16370
ENSG00000204178,MACO1,99,0.44641,154,1.20100,72,-0.0524,71,-0.0740,131,0.91513,34,-1.2059,56,-0.4424,36,-1.1100,50,-0.6172,66,-0.1855,52,-0.5629
ENSG00000117643,MAN1C1,28,-0.7908,32,-0.6067,100,1.25196,41,-0.2190,85,0.96799,51,0.13460,12,-1.9941,75,0.75300,11,-2.0903,67,0.55711,15,-1.7017
ENSG00000162430,SELENON,13,-1.2607,26,-0.1773,21,-0.4696,37,0.38320,22,-0.4223,16,-0.9364,14,-1.1341,38,0.40847,25,-0.2242,55,1.04244,54,0.99803
ENSG00000117640,MTFR1L,48,-0.7180,57,-0.4654,86,0.19265,90,0.26525,136,0.94580,75,-0.0250,83,0.13180,75,-0.0235,70,-0.1442,61,-0.3507,59,-0.4032
