Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4to7,Feature log2 fold change topic 4to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000116254,CHD5,365,0.18650,443,0.82402,24,-3.9217,130,-1.4751
ENSG00000116251,RPL22,582,0.03720,388,-0.8920,1108,1.13136,746,0.43677
ENSG00000097021,ACOT7,179,-0.0030,256,1.11322,24,-3.0535,30,-2.7273
ENSG00000162408,NOL9,38,-0.1406,48,0.49011,33,-0.3395,25,-0.7552
ENSG00000007923,DNAJC11,45,0.24102,42,0.14846,14,-1.5813,43,0.10486
ENSG00000171735,CAMTA1,503,0.15036,587,0.64595,181,-1.4762,187,-1.4343
ENSG00000049246,PER3,26,-0.9137,47,0.37475,51,0.33592,54,0.43824
ENSG00000116288,PARK7,251,0.18153,213,-0.2095,178,-0.4203,300,0.42602
ENSG00000142599,RERE,134,-0.1852,143,-0.0522,174,0.28621,167,0.21601
ENSG00000074800,ENO1,276,-0.6374,366,-0.0809,236,-0.7442,874,1.46597
ENSG00000171603,CLSTN1,593,-0.2102,930,1.09899,128,-2.4854,264,-1.4106
ENSG00000162441,LZIC,59,-0.2473,46,-0.8582,165,1.58262,75,0.19313
ENSG00000130939,UBE4B,45,0.27543,35,-0.2865,54,0.50773,27,-0.6041
ENSG00000054523,KIF1B,511,-0.2872,590,0.01825,876,0.67285,504,-0.2414
ENSG00000142657,PGD,44,-0.1151,56,0.55832,34,-0.4835,25,-0.9385
ENSG00000241563,CORT,42,-0.1267,52,0.41075,23,-1.0314,45,0.02571
ENSG00000160049,DFFA,53,-0.4582,53,-0.5331,120,1.00781,105,0.77572
ENSG00000120948,TARDBP,76,-0.1627,81,-0.0213,112,0.51975,73,-0.1946
ENSG00000116649,SRM,53,0.61163,33,-0.5127,31,-0.4112,45,0.14879
ENSG00000198793,MTOR,34,-0.4176,54,0.71008,18,-1.3350,43,0.03549
ENSG00000116661,FBXO2,105,-0.6116,112,-0.5718,89,-0.7389,430,2.00355
ENSG00000132879,FBXO44,62,-0.3336,103,1.10175,28,-1.4689,26,-1.5553
ENSG00000011021,CLCN6,53,-0.4652,78,0.44670,53,-0.3576,74,0.17443
ENSG00000116685,KIAA2013,22,-1.2533,54,0.68563,57,0.45607,45,0.09183
ENSG00000116688,MFN2,134,0.03656,146,0.27558,89,-0.6192,111,-0.2723
ENSG00000048707,VPS13D,72,-0.4341,112,0.67520,57,-0.7022,78,-0.2083
ENSG00000116731,PRDM2,308,0.11765,340,0.42248,176,-0.7975,168,-0.8752
ENSG00000189337,KAZN,72,-0.3567,86,0.00649,132,0.72694,79,-0.1349
ENSG00000142634,EFHD2,91,0.41072,72,-0.1321,44,-0.8418,78,0.03551
ENSG00000116138,DNAJC16,31,-0.4045,46,0.60682,34,-0.1481,25,-0.6191
ENSG00000197312,DDI2,48,-0.0659,67,0.89026,23,-1.1654,12,-2.1860
ENSG00000116786,PLEKHM2,133,0.45364,105,-0.0798,62,-0.8714,97,-0.1894
ENSG00000065526,SPEN,185,-0.5134,243,0.06710,384,0.80809,224,-0.0903
ENSG00000159363,ATP13A2,97,0.29684,104,0.58744,12,-2.9641,44,-1.0257
ENSG00000117118,SDHB,37,-0.0904,42,0.20376,48,0.36282,21,-0.9086
ENSG00000117115,PADI2,9,-3.3083,15,-2.7608,291,2.90194,219,2.19097
ENSG00000117154,IGSF21,59,-0.0067,82,0.97241,9,-2.8288,21,-1.6014
ENSG00000127481,UBR4,55,-0.2278,66,0.18736,61,-0.0030,63,0.03005
ENSG00000127463,EMC1,28,-0.5682,48,0.80683,23,-0.7239,31,-0.2650
ENSG00000053372,MRTO4,43,0.07249,56,0.82833,9,-2.3248,16,-1.4344
ENSG00000077549,CAPZB,136,0.03281,151,0.31581,124,-0.1231,72,-0.9774
ENSG00000173436,MICOS10,337,0.63691,204,-0.5474,267,0.06206,216,-0.2788
ENSG00000158747,NBL1,124,-0.0468,162,0.70525,25,-2.4675,98,-0.4150
ENSG00000162545,CAMK2N1,2039,0.06600,2121,0.18672,1030,-1.0250,2171,0.15218
ENSG00000158828,PINK1,416,0.35271,366,0.06971,190,-0.9894,303,-0.2571
ENSG00000189410,SH2D5,33,-0.1346,50,1.03095,0,-8.2114,21,-0.8183
ENSG00000127483,HP1BP3,266,-0.5143,358,0.12176,550,0.79936,297,-0.2241
ENSG00000075151,EIF4G3,280,-0.0755,334,0.38482,294,0.01715,144,-1.1026
ENSG00000076864,RAP1GAP,104,0.00805,143,0.99303,26,-2.0977,21,-2.4210
ENSG00000090686,USP48,79,-0.4942,109,0.20456,174,0.91716,61,-0.7907
ENSG00000070831,CDC42,133,-0.3424,162,0.09515,239,0.70900,122,-0.3963
ENSG00000004487,KDM1A,59,-0.1231,77,0.61677,42,-0.6082,33,-1.0045
ENSG00000169641,LUZP1,306,0.89896,209,-0.0344,46,-2.3140,103,-1.1188
ENSG00000125944,HNRNPR,91,-1.0926,193,0.54881,267,0.86773,122,-0.4262
ENSG00000142676,RPL11,402,-0.3192,272,-1.2006,958,1.23259,965,1.24585
ENSG00000057757,PITHD1,127,-0.1138,167,0.65076,79,-0.8247,73,-0.9364
ENSG00000189266,PNRC2,41,-0.5166,51,-0.0801,65,0.35532,82,0.73655
ENSG00000188529,SRSF10,49,-0.6131,75,0.28582,117,0.93219,40,-0.7924
ENSG00000001461,NIPAL3,114,-0.4485,117,-0.4711,389,1.79906,80,-0.8998
ENSG00000133226,SRRM1,154,-1.0545,266,0.01121,559,1.29105,299,0.19763
ENSG00000169504,CLIC4,4,-3.4635,6,-3.2741,204,3.56485,97,1.66317
ENSG00000117614,SYF2,120,-0.1881,129,-0.0397,181,0.53271,123,-0.1038
ENSG00000117616,RSRP1,37,-1.1639,94,0.98123,104,0.69865,22,-1.7178
ENSG00000183726,TMEM50A,49,-0.5102,61,-0.0800,105,0.86441,70,0.17915
ENSG00000204178,MACO1,46,-0.8021,89,0.73043,71,0.04311,58,-0.2903
ENSG00000117640,MTFR1L,81,0.40822,74,0.25347,24,-1.6059,44,-0.6549
ENSG00000117632,STMN1,1089,0.09875,1159,0.29346,1132,0.13756,331,-1.7708
ENSG00000142684,ZNF593,41,0.15317,48,0.62409,22,-0.8614,9,-2.2199
ENSG00000142669,SH3BGRL3,161,0.34953,121,-0.3329,141,0.02969,136,-0.0273
ENSG00000198830,HMGN2,97,-0.9103,122,-0.5668,371,1.53119,243,0.75087
ENSG00000117713,ARID1A,89,-0.0473,88,-0.0962,96,0.08840,106,0.23920
ENSG00000090273,NUDC,261,0.31775,226,-0.0010,152,-0.6275,197,-0.2193
ENSG00000253368,TRNP1,54,0.90660,41,0.24377,3,-3.4675,6,-2.7258
ENSG00000186501,TMEM222,41,0.21516,37,-0.0123,24,-0.6628,39,0.08733
ENSG00000158195,WASF2,29,-1.4696,23,-2.0262,196,2.04124,198,2.06358
ENSG00000126705,AHDC1,48,-0.5954,89,0.98763,16,-2.0972,63,-0.0219
ENSG00000126709,IFI6,76,0.25207,59,-0.3697,58,-0.2507,92,0.48983
ENSG00000117758,STX12,91,-0.1964,113,0.34309,99,-0.0213,74,-0.4680
ENSG00000126698,DNAJC8,302,0.29487,227,-0.3789,355,0.48741,214,-0.3411
ENSG00000130770,ATP5IF1,342,0.29190,332,0.26907,147,-1.1179,203,-0.6244
ENSG00000204138,PHACTR4,17,-1.7531,40,-0.3243,121,1.73600,77,0.87983
ENSG00000198492,YTHDF2,81,-0.3873,130,0.85444,72,-0.4798,43,-1.2494
ENSG00000116350,SRSF4,74,-0.2965,80,-0.1556,120,0.56895,104,0.33587
ENSG00000162512,SDC3,61,-0.7540,96,0.20361,72,-0.3388,162,1.01684
ENSG00000134644,PUM1,169,-0.4370,255,0.57984,185,-0.1900,163,-0.3921
ENSG00000121766,ZCCHC17,147,0.08734,142,0.01605,137,-0.0537,125,-0.1957
ENSG00000121769,FABP3,53,0.39320,57,0.76193,6,-3.0270,5,-3.2620
ENSG00000162517,PEF1,45,-0.0354,60,0.81093,19,-1.3214,16,-1.5650
ENSG00000121753,ADGRB2,186,-0.3258,317,1.19874,56,-2.0681,75,-1.6436
ENSG00000184007,PTP4A2,199,-1.0866,197,-1.2481,1454,2.79036,294,-0.2727
ENSG00000121774,KHDRBS1,116,-0.5409,185,0.56240,155,0.03523,122,-0.3535
ENSG00000025800,KPNA6,76,-0.6666,138,0.79384,82,-0.4057,88,-0.2824
ENSG00000084623,EIF3I,92,-0.0340,101,0.21650,65,-0.5574,94,0.01107
ENSG00000175130,MARCKSL1,70,-1.6945,61,-2.1263,766,2.91357,357,1.22654
ENSG00000160058,BSDC1,37,-0.6661,60,0.39639,66,0.39468,50,-0.0705
ENSG00000162521,RBBP4,97,-0.5870,159,0.58544,114,-0.2054,124,-0.0621
ENSG00000134684,YARS,85,0.01366,114,0.92417,37,-1.2736,9,-3.3008
ENSG00000121905,HPCA,110,0.05626,150,1.04415,0,-7.4764,33,-1.8004
ENSG00000134686,PHC2,27,-0.7005,41,0.21309,69,1.00991,28,-0.4759
ENSG00000163866,SMIM12,42,0.01921,57,0.96086,16,-1.4443,4,-3.5117
ENSG00000116544,DLGAP3,54,0.35613,48,0.08894,0,-6.1345,62,0.47778
ENSG00000116560,SFPQ,203,-0.7704,327,0.23250,490,0.82850,289,-0.0585
ENSG00000146463,ZMYM4,74,0.06695,74,0.06743,57,-0.3551,72,0.00184
ENSG00000142687,KIAA0319L,47,-0.5758,87,0.97475,38,-0.7778,39,-0.7399
ENSG00000020129,NCDN,279,-0.4797,543,1.43098,30,-3.6732,137,-1.4718
ENSG00000126067,PSMB2,65,-0.3616,100,0.73675,50,-0.6968,54,-0.5858
ENSG00000142686,C1orf216,70,-0.2662,118,1.24626,5,-4.0170,31,-1.4490
ENSG00000092847,AGO1,53,-0.0736,65,0.47687,54,-0.0253,20,-1.5223
ENSG00000126070,AGO3,33,-1.3443,69,0.03077,148,1.35130,88,0.42795
ENSG00000116871,MAP7D1,188,-0.2853,239,0.27177,264,0.32681,160,-0.4802
ENSG00000054118,THRAP3,195,-0.2622,250,0.33610,257,0.24675,147,-0.6420
ENSG00000163875,MEAF6,128,0.49004,118,0.35910,54,-1.0016,20,-2.4569
ENSG00000197982,C1orf122,158,0.19075,101,-0.8341,231,0.78067,197,0.49913
ENSG00000183431,SF3A3,33,-0.5733,64,1.17340,19,-1.2556,22,-1.0937
ENSG00000183520,UTP11,31,-0.3977,46,0.52011,36,-0.0911,29,-0.4176
ENSG00000116954,RRAGC,45,-0.1388,49,0.03930,50,0.05177,53,0.15007
ENSG00000174574,AKIRIN1,81,-0.3395,108,0.33569,101,0.09211,83,-0.2218
ENSG00000168653,NDUFS5,625,0.42444,524,0.02740,261,-1.0790,436,-0.2784
ENSG00000127603,MACF1,371,-0.5360,439,-0.2364,712,0.64788,762,0.76670
ENSG00000090621,PABPC4,92,0.12859,68,-0.5609,94,0.14179,136,0.75059
ENSG00000116983,HPCAL4,344,-0.1753,454,0.54797,58,-2.8118,460,0.33908
ENSG00000131236,CAP1,121,-0.3932,159,0.20768,153,0.06557,170,0.23668
ENSG00000131238,PPT1,89,-0.4532,138,0.60688,62,-0.9069,121,0.13615
ENSG00000084070,SMAP2,216,0.03026,280,0.81113,71,-1.6915,78,-1.5566
ENSG00000117016,RIMS3,196,0.31474,218,0.70735,7,-4.7541,70,-1.3889
ENSG00000198815,FOXJ3,35,-0.6969,73,1.23740,35,-0.5579,14,-1.8966
ENSG00000177181,RIMKLA,68,0.41642,70,0.63000,0,-8.3454,23,-1.3676
ENSG00000127125,PPCS,62,0.37798,45,-0.3595,65,0.36019,39,-0.4502
ENSG00000186409,CCDC30,79,0.17048,83,0.34010,52,-0.5458,38,-1.0244
ENSG00000065978,YBX1,87,-0.3950,56,-1.3655,248,1.50655,214,1.21998
ENSG00000117395,EBNA1BP2,77,0.13831,86,0.46760,40,-0.9211,38,-1.0246
ENSG00000142949,PTPRF,80,-0.6096,142,0.83102,79,-0.4812,81,-0.4525
ENSG00000126091,ST3GAL3,41,0.23127,40,0.21489,13,-1.5258,35,-0.0598
ENSG00000117408,IPO13,33,-0.5975,30,-0.8538,116,1.72119,61,0.53067
ENSG00000117410,ATP6V0B,257,-0.3537,437,1.12500,140,-1.2196,88,-1.9118
ENSG00000117411,B4GALT2,75,-0.1223,83,0.13045,32,-1.4058,124,0.74616
ENSG00000178028,DMAP1,41,-0.3374,60,0.62191,26,-0.9453,45,-0.1112
ENSG00000117419,ERI3,90,-0.0700,99,0.17858,82,-0.2046,87,-0.1017
ENSG00000187147,RNF220,96,-0.3193,116,0.08699,148,0.45692,109,-0.0446
ENSG00000142937,RPS8,909,-0.1340,614,-1.0243,2160,1.39934,1365,0.57246
ENSG00000126088,UROD,43,-0.5161,75,0.91034,27,-1.0766,42,-0.4390
ENSG00000117450,PRDX1,164,-0.5067,176,-0.4240,226,0.12348,466,1.38654
ENSG00000132780,NASP,57,-1.1598,93,-0.2768,278,1.74980,116,0.17226
ENSG00000085998,POMGNT1,35,-0.5922,55,0.41061,61,0.41202,39,-0.2862
ENSG00000173660,UQCRH,374,0.61777,286,-0.0093,117,-1.3900,200,-0.5735
ENSG00000123472,ATPAF1,120,0.23010,92,-0.3888,76,-0.5634,169,0.74378
ENSG00000159658,EFCAB14,63,-0.6229,45,-1.4138,195,1.41677,214,1.59254
ENSG00000162368,CMPK1,132,0.14485,125,0.02280,127,0.04201,91,-0.4920
ENSG00000162374,ELAVL4,278,0.34876,307,0.74862,49,-2.3905,30,-3.1089
ENSG00000123091,RNF11,487,0.43833,457,0.34922,163,-1.4020,167,-1.3668
ENSG00000085832,EPS15,231,0.30129,196,-0.0778,211,0.06817,130,-0.6937
ENSG00000078618,NRDC,133,-0.1120,140,-0.0039,181,0.42329,121,-0.2293
ENSG00000169213,RAB3B,91,-0.6431,185,1.24066,111,-0.1929,5,-4.6709
ENSG00000134717,BTF3L4,63,0.48485,51,-0.0314,50,-0.0458,19,-1.5388
ENSG00000157077,ZFYVE9,46,-0.3731,77,1.01493,28,-1.0695,23,-1.3278
ENSG00000134748,PRPF38A,40,-0.7597,47,-0.4986,115,1.16031,101,0.92790
ENSG00000134744,TUT4,47,-1.3991,107,0.21993,212,1.31323,108,0.14319
ENSG00000162378,ZYG11B,242,0.31845,260,0.62067,69,-1.7107,52,-2.1395
ENSG00000116171,SCP2,63,-0.5318,85,0.09329,94,0.23417,114,0.54651
ENSG00000157193,LRP8,50,-0.1848,74,0.91861,19,-1.5814,25,-1.1748
ENSG00000116209,TMEM59,77,-0.8714,143,0.47689,181,0.68080,99,-0.3098
ENSG00000116221,MRPL37,46,-0.0593,58,0.57566,18,-1.4542,37,-0.3688
ENSG00000157216,SSBP3,281,0.29857,275,0.30280,121,-1.1049,149,-0.7858
ENSG00000116133,DHCR24,128,-0.5163,201,0.57625,217,0.46077,74,-1.2407
ENSG00000162407,PLPP3,35,-2.0652,35,-2.2550,117,0.10775,624,3.77425
ENSG00000162409,PRKAA2,59,-0.4420,104,1.07675,11,-2.8822,57,-0.4024
ENSG00000162601,MYSM1,69,-0.0929,81,0.31946,97,0.49808,20,-1.9566
ENSG00000177606,JUN,55,-1.6127,187,1.10827,59,-1.2384,208,0.77480
ENSG00000134709,HOOK1,36,-0.8951,94,1.72711,12,-2.3514,19,-1.6504
ENSG00000162599,NFIA,132,-1.3683,170,-1.0461,615,1.43041,748,1.82206
ENSG00000162604,TM2D1,23,-1.4889,73,1.11870,52,0.02376,46,-0.1478
ENSG00000162607,USP1,58,-0.3481,60,-0.3090,163,1.51851,38,-0.9211
ENSG00000162434,JAK1,68,-0.8125,117,0.35926,74,-0.5166,177,0.92280
ENSG00000162433,AK4,76,0.33013,61,-0.1607,23,-1.6075,93,0.58073
ENSG00000116675,DNAJC6,393,0.01616,456,0.43531,428,0.15416,78,-2.4462
ENSG00000184588,PDE4B,41,-0.9998,65,-0.0992,166,1.56254,63,-0.1257
ENSG00000118473,SGIP1,115,-0.2969,178,0.89870,79,-0.8122,54,-1.3859
ENSG00000198160,MIER1,70,-0.5502,97,0.12506,157,0.89118,76,-0.3148
ENSG00000142864,SERBP1,211,-0.6473,307,0.13628,434,0.66493,327,0.18923
ENSG00000116729,WLS,24,-1.9526,91,0.77631,33,-1.1608,161,1.44996
ENSG00000033122,LRRC7,68,-0.5290,125,1.05276,57,-0.7071,38,-1.3247
ENSG00000116754,SRSF11,140,-1.3185,339,0.54827,467,0.86527,273,-0.0401
ENSG00000118454,ANKRD13C,24,-0.8802,51,0.84106,40,0.09345,27,-0.5292
ENSG00000132485,ZRANB2,127,-0.7037,220,0.57518,206,0.22444,152,-0.2701
ENSG00000172260,NEGR1,566,0.28572,657,0.82425,93,-2.5578,64,-3.1029
ENSG00000178965,ERICH3,156,-0.1687,250,1.26665,18,-3.3095,32,-2.5026
ENSG00000162623,TYW3,34,-0.9845,71,0.70078,71,0.40020,46,-0.3133
ENSG00000117054,ACADM,52,0.04357,48,-0.1875,47,-0.1400,67,0.44511
ENSG00000137955,RABGGTB,26,-1.1391,54,0.40586,65,0.55427,61,0.44435
ENSG00000117069,ST6GALNAC5,35,-0.3052,65,1.62128,0,-8.5378,0,-7.9485
ENSG00000154027,AK5,197,-0.4154,342,1.10475,168,-0.5684,37,-2.8393
ENSG00000036549,AC118549.1,30,-0.5321,32,-0.4847,98,1.59677,37,-0.0917
ENSG00000077254,USP33,115,-0.4808,199,0.94308,96,-0.6496,74,-1.0639
ENSG00000180488,MIGA1,146,-0.3902,219,0.62141,222,0.37795,51,-1.9000
ENSG00000162613,FUBP1,47,-0.6078,81,0.69190,51,-0.3620,58,-0.1609
ENSG00000137941,TTLL7,208,-1.2447,378,-0.1406,1347,2.26176,109,-1.9926
ENSG00000142875,PRKACB,381,-0.3608,582,0.72955,441,-0.0467,170,-1.5248
ENSG00000117155,SSX2IP,191,-0.1351,303,1.28394,21,-3.3957,26,-3.0749
ENSG00000162642,C1orf52,43,-0.6761,84,1.00297,40,-0.6770,40,-0.6608
ENSG00000153904,DDAH1,248,0.00706,240,-0.0808,104,-1.3527,420,0.89180
ENSG00000117174,ZNHIT6,55,-0.6257,77,0.08123,141,1.08831,58,-0.3932
ENSG00000122417,ODF2L,64,-0.5697,119,1.05635,56,-0.6362,37,-1.2789
ENSG00000097033,SH3GLB1,33,-0.9163,53,-0.0093,137,1.65208,31,-0.8309
ENSG00000183291,SELENOF,47,-0.5750,71,0.30122,88,0.54617,56,-0.2031
ENSG00000153936,HS2ST1,36,-0.3324,48,0.34946,27,-0.7250,54,0.38934
ENSG00000143013,LMO4,1566,0.40944,1660,0.69245,202,-2.8397,234,-2.6210
ENSG00000065243,PKN2,40,-0.3701,39,-0.4850,95,1.17741,59,0.34432
ENSG00000197147,LRRC8B,144,-0.3805,254,1.23133,81,-1.1854,27,-2.7835
ENSG00000162664,ZNF326,40,-1.5570,85,-0.1905,303,2.21305,62,-0.6094
ENSG00000122482,ZNF644,60,-1.0501,91,-0.3177,313,2.00766,74,-0.5224
ENSG00000189195,BTBD8,301,-0.3030,496,1.11261,124,-1.5967,119,-1.6526
ENSG00000122484,RPAP2,105,-0.3696,156,0.62294,89,-0.5383,101,-0.3420
ENSG00000067208,EVI5,122,-0.1465,116,-0.3005,236,0.99829,112,-0.2476
ENSG00000122406,RPL5,510,-0.0505,440,-0.4182,797,0.70846,613,0.26161
ENSG00000143033,MTF2,34,-0.5058,53,0.56237,63,0.63482,13,-1.7654
ENSG00000117505,DR1,59,0.25247,55,0.07287,55,0.06732,25,-1.1319
ENSG00000067334,DNTTIP2,107,0.13454,99,-0.0491,101,0.00930,89,-0.2049
ENSG00000023909,GCLM,39,-0.0644,50,0.63056,21,-0.9946,23,-0.8653
ENSG00000137962,ARHGAP29,70,0.57070,38,-0.7962,14,-2.0116,112,1.24367
ENSG00000117528,ABCD3,31,-0.7631,52,0.38822,63,0.54794,43,-0.0695
ENSG00000117519,CNN3,43,-0.7901,29,-1.6740,69,0.11103,265,2.74724
ENSG00000152078,TLCD4,44,-0.0473,48,0.14648,31,-0.5737,52,0.21632
ENSG00000117569,PTBP2,47,-0.3914,71,0.59709,67,0.25375,24,-1.3493
ENSG00000117600,PLPPR4,66,-0.9917,186,1.86781,21,-2.5328,33,-1.8703
ENSG00000162688,AGL,31,-0.7272,40,-0.2199,50,0.21435,94,1.29062
ENSG00000156875,MFSD14A,20,-1.0622,51,1.16882,35,0.00626,16,-1.1711
ENSG00000137992,DBT,62,-0.4243,96,0.68461,57,-0.4532,56,-0.4776
ENSG00000137996,RTCA,40,0.40403,37,0.26088,20,-0.8232,14,-1.3604
ENSG00000162694,EXTL2,63,0.18606,75,0.76771,8,-2.9694,23,-1.4051
ENSG00000118733,OLFM3,59,-0.2349,102,1.47943,3,-4.5299,3,-4.3802
ENSG00000185946,RNPC3,73,-0.9171,127,0.26063,170,0.63540,145,0.36516
ENSG00000162636,FAM102B,39,-0.1522,58,0.94889,4,-3.3827,27,-0.7122
ENSG00000134186,PRPF38B,75,-0.7699,90,-0.4803,286,1.68976,121,0.14516
ENSG00000116266,STXBP3,31,-1.0693,39,-0.7929,180,2.19493,63,0.22800
ENSG00000121957,GPSM2,27,-0.8708,27,-1.0181,131,2.06149,61,0.59981
ENSG00000085433,WDR47,123,0.02115,162,0.86119,44,-1.5778,33,-1.9741
ENSG00000197780,TAF13,179,0.51541,126,-0.3225,150,0.07930,98,-0.5957
ENSG00000215717,TMEM167B,23,-0.8109,43,0.51739,35,-0.0124,43,0.30937
ENSG00000031698,SARS,290,0.18415,332,0.62484,122,-1.2152,82,-1.8135
ENSG00000143126,CELSR2,132,-0.3173,209,0.92549,107,-0.5786,46,-1.8587
ENSG00000134243,SORT1,169,-0.6505,251,0.18500,480,1.24166,113,-1.1313
ENSG00000143106,PSMA5,33,-0.2450,49,0.78410,32,-0.2719,10,-2.0115
ENSG00000181754,AMIGO1,34,-0.1677,56,1.33238,2,-4.0066,5,-2.9424
ENSG00000116337,AMPD2,53,-0.1102,76,0.91252,6,-3.1848,34,-0.7556
ENSG00000134202,GSTM3,90,-0.6047,113,-0.1822,72,-0.8159,299,1.58514
ENSG00000168710,AHCYL1,271,-0.6983,237,-1.0721,285,-0.4733,1402,2.45238
ENSG00000197106,SLC6A17,268,0.81701,218,0.36879,13,-3.9365,26,-2.9939
ENSG00000116396,KCNC4,50,0.30895,45,0.09212,6,-3.0270,56,0.40664
ENSG00000134248,LAMTOR5,103,0.29238,87,-0.0940,65,-0.5263,91,0.01228
ENSG00000177301,KCNA2,144,0.20862,177,0.90937,9,-3.9267,29,-2.2718
ENSG00000116459,ATP5PB,86,-0.6861,148,0.54977,77,-0.7134,168,0.52765
ENSG00000116473,RAP1A,21,-1.8249,51,-0.3384,186,2.10997,73,0.36091
ENSG00000197852,INKA2,45,-0.0292,60,0.77991,9,-2.4523,29,-0.7289
ENSG00000171385,KCND3,147,-0.0705,210,0.99898,15,-3.4727,70,-1.2149
ENSG00000143079,CTTNBP2NL,53,0.49888,36,-0.4360,56,0.42758,27,-0.7215
ENSG00000116489,CAPZA1,54,0.04711,43,-0.4975,65,0.32983,77,0.62802
ENSG00000155366,RHOC,30,-0.9284,35,-0.7583,51,0.07210,158,2.13673
ENSG00000081026,MAGI3,96,0.20792,103,0.44672,27,-1.7834,61,-0.5781
ENSG00000081019,RSBN1,38,-0.6147,70,0.89935,49,-0.0919,23,-1.2437
ENSG00000163349,HIPK1,49,-0.5390,71,0.27277,55,-0.2323,90,0.56796
ENSG00000197323,TRIM33,73,-0.6215,135,0.93542,87,-0.2131,47,-1.1693
ENSG00000116752,BCAS2,58,-0.0869,75,0.62079,41,-0.6062,28,-1.1754
ENSG00000009307,CSDE1,319,-0.3003,411,0.30122,400,0.13787,311,-0.2704
ENSG00000163399,ATP1A1,309,-0.5926,668,1.66049,66,-2.7729,61,-2.9063
ENSG00000198162,MAN1A2,1305,0.70657,536,-1.2932,1239,0.40660,1416,0.63363
ENSG00000092621,PHGDH,15,-2.0667,18,-1.9810,92,1.07373,229,3.09566
ENSG00000265808,SEC22B,46,0.24710,45,0.22176,28,-0.5986,25,-0.7612
ENSG00000171943,SRGAP2C,44,-0.8505,70,0.08102,121,0.96208,79,0.24123
ENSG00000196369,SRGAP2B,40,-0.3328,53,0.32374,44,-0.1283,48,0.02571
ENSG00000162825,NBPF20,56,0.01762,56,0.04220,49,-0.1820,56,0.02767
ENSG00000265491,RNF115,63,0.10403,61,0.04868,43,-0.5217,63,0.09207
ENSG00000131779,PEX11B,30,-0.2223,44,0.78286,23,-0.5522,12,-1.5031
ENSG00000265241,RBM8A,101,-0.4593,126,0.00503,181,0.60266,146,0.23800
ENSG00000121851,POLR3GL,49,0.23528,29,-0.8982,57,0.42648,74,0.86398
ENSG00000265972,TXNIP,13,-2.8162,28,-1.8097,230,2.25877,230,2.25447
ENSG00000178104,PDE4DIP,212,-0.4772,307,0.37126,210,-0.3914,338,0.38329
ENSG00000159164,SV2A,271,-0.2241,449,1.28606,43,-2.9377,62,-2.4036
ENSG00000264522,OTUD7B,12,-2.3859,28,-1.1766,218,2.98619,67,0.53890
ENSG00000023902,PLEKHO1,70,-0.1145,80,0.19139,12,-2.7659,126,0.89525
ENSG00000143401,ANP32E,167,0.24855,121,-0.5019,158,0.08804,201,0.48706
ENSG00000266472,MRPS21,143,0.26983,134,0.14793,58,-1.2229,118,-0.1196
ENSG00000163125,RPRD2,32,-1.1060,87,1.31798,36,-0.7567,40,-0.5924
