Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to10,Feature log2 fold change topic 8to10
ENSG00000173436,MICOS10,235,-0.6500,396,0.17411,409,0.25683,429,0.40565,273,-0.5180
ENSG00000158747,NBL1,123,-0.0083,109,-0.1936,154,0.41556,120,-0.0584,111,-0.2099
ENSG00000169914,OTUD3,9,-1.0522,12,-0.7087,17,-0.2133,23,0.42787,21,0.28091
ENSG00000162545,CAMK2N1,1201,-0.3991,2557,0.83461,1430,-0.1385,1122,-0.6221,1824,0.35487
ENSG00000090432,MUL1,16,-0.4236,12,-0.8712,19,-0.1810,28,0.54943,21,0.00079
ENSG00000183114,FAM43B,11,0.08281,2,-2.5798,11,0.02073,17,1.07417,7,-0.7792
ENSG00000158828,PINK1,222,-0.9648,298,-0.5154,493,0.32760,458,0.21848,416,0.01696
ENSG00000244038,DDOST,7,-1.2272,15,-0.1885,15,-0.2089,11,-0.7374,28,1.12731
ENSG00000117245,KIF17,6,-2.0713,10,-1.3894,27,0.03140,44,1.25061,20,-0.5605
ENSG00000189410,SH2D5,6,-2.6441,24,-0.6106,41,0.29635,30,-0.3319,50,0.79109
ENSG00000127483,HP1BP3,357,0.53737,229,-0.1812,161,-0.7992,291,0.25989,263,0.04873
ENSG00000075151,EIF4G3,175,-0.3678,79,-1.5737,121,-1.0278,268,0.40963,305,0.71368
ENSG00000117298,ECE1,23,0.92628,19,0.62041,13,-0.0250,7,-1.1084,14,0.11310
ENSG00000076864,RAP1GAP,65,-0.9730,73,-0.7897,144,0.31791,124,0.04584,138,0.27659
ENSG00000090686,USP48,102,0.60873,49,-0.5708,43,-0.8416,76,0.16466,79,0.25640
ENSG00000070831,CDC42,115,-0.5780,115,-0.5798,147,-0.2275,182,0.18315,199,0.38142
ENSG00000184677,ZBTB40,15,0.71041,1,-2.5904,11,0.25936,9,-0.1620,11,0.14003
ENSG00000173372,C1QA,45,2.23906,11,-0.2671,12,-0.1816,6,-1.3754,11,-0.3700
ENSG00000173369,C1QB,29,2.04109,20,1.33682,4,-1.2651,4,-1.3740,7,-0.5130
ENSG00000133216,EPHB2,11,0.41162,5,-0.9484,10,0.14266,7,-0.4530,11,0.40525
ENSG00000004487,KDM1A,37,-0.4900,44,-0.2229,32,-0.7795,49,-0.0502,71,0.75616
ENSG00000169641,LUZP1,72,-0.8308,51,-1.3478,103,-0.3115,157,0.53432,143,0.32128
ENSG00000125944,HNRNPR,143,0.20501,83,-0.6480,77,-0.8325,147,0.33522,145,0.30529
ENSG00000125945,ZNF436,6,-1.1751,8,-0.6094,9,-0.4934,10,-0.5041,21,1.23607
ENSG00000249087,ZNF436-AS1,6,-0.4445,9,0.13302,11,0.49197,6,-0.5431,10,0.19094
ENSG00000204219,TCEA3,16,0.33785,15,0.26176,11,-0.2528,16,0.57466,8,-0.8114
ENSG00000088280,ASAP3,16,0.83045,13,0.52141,12,0.35534,8,-0.2529,6,-0.8636
ENSG00000117318,ID3,73,3.40783,34,1.61578,6,-1.2474,0,-5.4073,4,-1.9544
ENSG00000142676,RPL11,631,0.29087,873,0.83600,637,0.34794,437,-0.3732,395,-0.5633
ENSG00000011007,ELOA,38,0.60280,33,0.36020,15,-0.8855,25,-0.0881,28,0.16319
ENSG00000057757,PITHD1,63,-1.4747,109,-0.6426,185,0.21427,170,0.07662,197,0.38620
ENSG00000011009,LYPLA2,18,-0.3714,14,-0.7685,29,0.38868,27,0.26516,21,-0.1897
ENSG00000117308,GALE,5,-1.4549,11,-0.2296,14,0.05014,8,-0.9658,22,1.15854
ENSG00000117305,HMGCL,15,0.16947,21,0.77802,17,0.45125,7,-1.0890,13,0.04414
ENSG00000179163,FUCA1,8,-0.3778,6,-0.8325,8,-0.2526,12,0.45485,10,0.12834
ENSG00000189266,PNRC2,57,0.04665,51,-0.1330,38,-0.6467,60,0.19055,62,0.25846
ENSG00000188529,SRSF10,92,0.90420,34,-0.6857,46,-0.2480,41,-0.5124,64,0.38171
ENSG00000001460,STPG1,4,-1.3053,2,-2.3619,16,0.81561,11,0.16535,11,0.03862
ENSG00000001461,NIPAL3,120,0.65725,50,-0.7384,75,-0.1114,80,-0.0055,81,0.00916
ENSG00000133226,SRRM1,407,1.80006,68,-1.1687,86,-0.8893,149,0.05409,120,-0.3851
ENSG00000169504,CLIC4,121,3.05727,42,0.87753,13,-1.0655,12,-1.2941,7,-2.0377
ENSG00000117614,SYF2,145,0.54579,129,0.35252,85,-0.3558,94,-0.1983,104,0.00565
ENSG00000117616,RSRP1,98,0.82825,38,-0.6899,49,-0.3349,51,-0.3117,69,0.32112
ENSG00000183726,TMEM50A,52,-0.2827,92,0.65382,41,-0.6895,46,-0.5738,85,0.69576
ENSG00000204178,MACO1,52,0.13318,34,-0.5479,26,-1.0261,54,0.26124,60,0.46736
ENSG00000117643,MAN1C1,13,-1.0817,14,-1.0773,18,-0.6893,13,-1.2919,57,1.90978
ENSG00000162430,SELENON,41,0.92358,22,-0.0551,29,0.42513,17,-0.5514,19,-0.3492
ENSG00000117640,MTFR1L,60,0.12055,48,-0.2330,56,0.00758,50,-0.2233,62,0.24276
ENSG00000117632,STMN1,544,-1.4623,795,-0.8872,1391,-0.0163,1669,0.37235,1635,0.32656
ENSG00000158008,EXTL1,25,-0.6650,24,-0.7489,43,0.21736,45,0.34039,38,-0.0307
ENSG00000175087,PDIK1L,7,-0.7931,9,-0.4529,10,-0.2537,14,0.27458,14,0.32874
ENSG00000142684,ZNF593,18,-0.3344,18,-0.3247,22,-0.0734,24,0.14203,24,0.16449
ENSG00000142669,SH3BGRL3,134,-0.2564,150,-0.0758,163,0.06359,198,0.50468,123,-0.4864
ENSG00000158062,UBXN11,15,0.22345,17,0.42790,16,0.33388,11,-0.4234,12,-0.1880
ENSG00000117682,DHDDS,10,-1.1283,12,-0.8343,24,0.17655,29,0.63880,20,-0.1947
ENSG00000198830,HMGN2,297,1.02578,221,0.51735,124,-0.4615,138,-0.3084,143,-0.2306
ENSG00000117713,ARID1A,64,0.42249,57,0.22227,47,-0.0783,46,-0.1312,47,-0.1192
ENSG00000204160,ZDHHC18,11,-0.1641,5,-1.3376,18,0.61648,10,-0.4655,15,0.35293
ENSG00000142751,GPN2,21,0.19493,13,-0.4815,18,-0.0579,20,0.21013,18,-0.0809
ENSG00000090273,NUDC,150,-0.5422,277,0.43692,256,0.35183,186,-0.2646,207,-0.0446
ENSG00000253368,TRNP1,8,-2.6320,40,-0.3804,67,0.52834,50,-0.0030,57,0.26015
ENSG00000090020,SLC9A1,11,-0.8558,12,-0.8077,30,0.77813,20,0.04402,18,-0.1692
ENSG00000142784,WDTC1,46,0.88956,28,0.05634,33,0.34458,19,-0.6740,24,-0.1903
ENSG00000186501,TMEM222,26,-0.5891,43,0.20790,47,0.43522,36,-0.0977,35,-0.1482
ENSG00000158195,WASF2,108,2.01847,46,0.45915,26,-0.5115,27,-0.4897,20,-1.0243
ENSG00000126705,AHDC1,22,-0.7776,16,-1.2515,34,-0.1030,48,0.60623,38,0.07423
ENSG00000126709,IFI6,125,0.22850,86,-0.3615,92,-0.3022,111,0.05082,119,0.19545
ENSG00000009780,FAM76A,28,0.39723,15,-0.5569,16,-0.4524,22,0.02418,25,0.29186
ENSG00000117758,STX12,93,-0.1609,91,-0.2040,91,-0.2359,114,0.21183,109,0.10038
ENSG00000117751,PPP1R8,24,-0.0167,25,0.03869,19,-0.4949,30,0.42317,23,-0.1188
ENSG00000117748,RPA2,28,-0.5046,41,0.08158,28,-0.5488,35,-0.2147,53,0.67653
ENSG00000158161,EYA3,12,0.23634,8,-0.4007,7,-0.5212,12,0.40128,10,-0.0217
ENSG00000126698,DNAJC8,219,-0.0821,259,0.19023,221,-0.0747,256,0.21905,206,-0.2283
ENSG00000130770,ATP5IF1,158,-1.5196,501,0.26598,406,-0.0823,368,-0.2882,558,0.60144
ENSG00000204138,PHACTR4,63,1.66156,22,-0.1475,25,0.09205,18,-0.5524,17,-0.6700
ENSG00000180098,TRNAU1AP,17,-0.2025,19,0.00433,18,-0.0957,19,0.03885,20,0.11100
ENSG00000197989,SNHG12,7,-0.2847,10,0.20347,12,0.63095,7,-0.4232,8,-0.1280
ENSG00000120656,TAF12,8,-0.6771,7,-0.8114,13,-0.0485,12,-0.1507,17,0.65112
ENSG00000198492,YTHDF2,51,-0.7498,41,-1.0703,45,-1.0168,102,0.47352,111,0.66583
ENSG00000116329,OPRD1,6,-0.6410,1,-2.6657,10,0.08192,10,0.16411,12,0.53215
ENSG00000159023,EPB41,16,-0.6192,8,-1.5992,17,-0.5203,34,0.86645,24,0.06877
ENSG00000116350,SRSF4,91,0.75892,38,-0.6404,51,-0.2035,56,-0.0450,58,0.02281
ENSG00000116353,MECR,14,-1.0084,27,-0.0705,33,0.31085,20,-0.6431,37,0.63710
ENSG00000060656,PTPRU,13,-0.7080,10,-1.1591,16,-0.5376,44,1.88747,9,-1.5361
ENSG00000162511,LAPTM5,63,1.87650,43,1.15600,28,0.50857,7,-1.8982,10,-1.3223
ENSG00000162512,SDC3,135,1.16231,86,0.39320,47,-0.6250,62,-0.1750,58,-0.2951
ENSG00000134644,PUM1,139,-0.0053,79,-0.8817,99,-0.5964,187,0.64241,140,0.00512
ENSG00000060688,SNRNP40,5,-0.9655,2,-1.9119,14,0.55885,7,-0.7545,15,0.90815
ENSG00000121766,ZCCHC17,111,-0.0822,108,-0.1328,103,-0.2287,117,0.00037,132,0.24688
ENSG00000121769,FABP3,19,-2.1126,43,-0.9221,64,-0.3532,99,0.51763,98,0.48937
ENSG00000162517,PEF1,41,-0.0800,36,-0.3094,46,0.11404,33,-0.5652,56,0.54703
ENSG00000084636,COL16A1,58,1.08921,18,-0.7893,38,0.41622,20,-0.7349,30,-0.0452
ENSG00000121753,ADGRB2,103,-0.6045,116,-0.4267,117,-0.4482,197,0.57303,157,0.07723
ENSG00000184007,PTP4A2,592,1.65854,228,0.00033,204,-0.1917,209,-0.1723,140,-0.9150
ENSG00000121774,KHDRBS1,118,0.00833,113,-0.0596,81,-0.6299,106,-0.1999,153,0.59118
ENSG00000121775,TMEM39B,7,-0.4955,8,-0.2653,14,0.77639,6,-0.7716,11,0.27733
ENSG00000025800,KPNA6,57,-0.0991,44,-0.5094,40,-0.7136,81,0.63774,61,0.00881
ENSG00000084652,TXLNA,26,0.35732,8,-1.4598,21,-0.0003,20,-0.0990,24,0.33451
ENSG00000160050,CCDC28B,9,-0.4762,24,1.04521,11,-0.3211,6,-1.3045,18,0.78581
ENSG00000084623,EIF3I,62,-0.6374,95,0.01545,75,-0.3852,80,-0.3237,130,0.73674
ENSG00000116478,HDAC1,30,1.77615,15,0.53191,10,-0.0683,5,-1.4252,9,-0.3184
ENSG00000175130,MARCKSL1,364,2.08495,164,0.60811,95,-0.3105,93,-0.3902,45,-1.6436
ENSG00000160058,BSDC1,49,0.26701,20,-1.1403,50,0.30954,31,-0.5747,52,0.47984
ENSG00000160062,ZBTB8A,30,1.42045,7,-0.8681,8,-0.7093,10,-0.5647,16,0.36791
ENSG00000176261,ZBTB8OS,17,-1.3705,38,-0.1788,53,0.39610,48,0.22767,41,-0.0853
ENSG00000162521,RBBP4,110,0.36003,78,-0.1960,62,-0.5915,77,-0.2550,111,0.51755
ENSG00000162522,KIAA1522,12,-0.3632,19,0.32677,19,0.42733,11,-0.6881,17,0.24270
ENSG00000134684,YARS,43,-1.1084,49,-0.9322,82,-0.1467,93,0.09059,118,0.62779
ENSG00000116497,S100PBP,27,1.22544,12,-0.1634,9,-0.6471,13,0.06334,11,-0.3125
ENSG00000160097,FNDC5,10,-1.3107,8,-1.6872,38,0.78593,26,0.07568,26,0.07772
ENSG00000121905,HPCA,36,-2.0353,115,-0.2630,132,-0.0620,124,-0.1946,192,0.77569
ENSG00000121900,TMEM54,39,0.28299,45,0.53106,52,0.89626,15,-1.3303,30,-0.1444
ENSG00000116514,RNF19B,12,-0.3545,5,-1.6544,12,-0.3291,14,-0.1485,22,0.88119
ENSG00000004455,AK2,45,0.97094,23,-0.0769,24,-0.0181,18,-0.6225,26,0.06881
ENSG00000142920,AZIN2,18,-0.0217,9,-1.1511,28,0.76747,16,-0.3493,19,0.02363
ENSG00000160094,ZNF362,23,0.58248,18,0.22605,11,-0.6304,16,0.06571,15,-0.0438
ENSG00000134686,PHC2,54,0.29599,25,-0.8813,50,0.20848,52,0.31979,37,-0.3591
ENSG00000163866,SMIM12,26,-0.9501,39,-0.3199,49,0.05110,47,-0.0525,59,0.42818
ENSG00000116544,DLGAP3,26,-0.2077,43,0.61302,32,0.16342,23,-0.4765,31,0.08662
ENSG00000163867,ZMYM6,33,0.72011,9,-1.2609,11,-1.0148,21,-0.0656,29,0.63948
ENSG00000116560,SFPQ,347,0.89814,138,-0.5978,141,-0.6199,213,0.10919,205,0.02745
ENSG00000146463,ZMYM4,81,0.32048,99,0.65202,53,-0.3861,73,0.21209,52,-0.4628
ENSG00000142687,KIAA0319L,55,0.11125,40,-0.3851,48,-0.1013,50,-0.0441,56,0.21265
ENSG00000020129,NCDN,119,-1.9167,302,-0.5147,333,-0.4005,389,-0.1488,644,0.99817
ENSG00000126067,PSMB2,41,-0.9648,63,-0.2806,74,-0.0390,63,-0.3552,105,0.73108
ENSG00000142686,C1orf216,25,-1.5633,44,-0.7371,80,0.21449,70,-0.0401,91,0.52983
ENSG00000134698,AGO4,18,0.26401,13,-0.2646,13,-0.2164,14,-0.1251,17,0.25543
ENSG00000092847,AGO1,46,0.41525,23,-0.6575,42,0.28137,28,-0.4468,40,0.21964
ENSG00000126070,AGO3,77,1.53510,14,-1.2188,22,-0.6358,29,-0.1364,31,-0.0571
ENSG00000116863,ADPRHL2,11,-0.2521,15,0.29066,15,0.23414,7,-1.1818,18,0.69072
ENSG00000054116,TRAPPC3,21,-0.9516,43,0.11448,34,-0.2470,35,-0.2417,53,0.62706
ENSG00000116871,MAP7D1,124,-0.2214,135,-0.0866,135,-0.0988,113,-0.4533,186,0.58077
ENSG00000054118,THRAP3,166,0.47955,73,-0.8182,77,-0.8056,134,0.15857,148,0.37900
ENSG00000196182,STK40,23,0.81956,11,-0.3788,18,0.53167,11,-0.4854,12,-0.3054
ENSG00000181817,LSM10,25,-0.3284,35,0.21357,34,0.18990,20,-0.8348,40,0.57068
ENSG00000116885,OSCP1,6,-1.1447,12,-0.1782,11,-0.4336,11,-0.5023,22,1.07378
ENSG00000116898,MRPS15,35,-0.6036,52,0.01928,49,-0.0954,49,-0.0888,61,0.35336
ENSG00000163873,GRIK3,13,-0.9290,9,-1.4431,17,-0.6126,50,1.88329,12,-1.2518
ENSG00000163875,MEAF6,59,-0.8248,72,-0.5064,94,-0.0955,116,0.31737,110,0.20522
