Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to13,Feature log2 fold change topic 7to13
ENSG00000171612,SLC25A33,97,1.75626,31,-0.5862,16,-1.4772,29,-1.0551
ENSG00000171603,CLSTN1,343,-1.0101,226,-1.5921,504,-0.2996,852,1.36313
ENSG00000178585,CTNNBIP1,62,1.21465,49,0.59921,47,0.45650,17,-1.6502
ENSG00000162441,LZIC,65,0.25536,94,0.91883,54,-0.0643,43,-0.7671
ENSG00000130939,UBE4B,36,-0.1463,29,-0.5043,44,0.16429,43,0.28913
ENSG00000054523,KIF1B,378,-0.0293,376,-0.0337,545,0.55644,366,-0.1483
ENSG00000142657,PGD,42,-0.2997,55,0.17493,31,-0.7428,55,0.28070
ENSG00000241563,CORT,38,-1.3605,16,-2.5662,135,0.74112,117,1.31183
ENSG00000160049,DFFA,65,0.17899,73,0.36106,124,1.19241,44,-0.8243
ENSG00000142655,PEX14,10,-1.2089,18,-0.3202,21,-0.0159,27,0.87755
ENSG00000120948,TARDBP,75,-0.2917,108,0.34765,103,0.24161,86,-0.0746
ENSG00000116649,SRM,86,0.27657,61,-0.3327,21,-1.8904,81,0.27485
ENSG00000171824,EXOSC10,26,-0.4269,53,0.86896,47,0.56840,28,-0.4636
ENSG00000198793,MTOR,36,-0.4072,30,-0.6880,53,0.25406,52,0.50667
ENSG00000116661,FBXO2,287,0.81488,73,-1.5388,77,-1.3735,201,0.15197
ENSG00000132879,FBXO44,67,-0.2786,29,-1.5930,71,-0.1627,98,0.83598
ENSG00000011021,CLCN6,49,-0.2859,40,-0.5772,94,0.78072,61,0.17639
ENSG00000116685,KIAA2013,22,-0.4905,41,0.58038,32,0.14114,29,-0.0714
ENSG00000116688,MFN2,98,-0.2937,98,-0.2679,75,-0.6489,132,0.49453
ENSG00000048707,VPS13D,58,-0.2750,60,-0.2058,104,0.67949,69,0.05202
ENSG00000116731,PRDM2,171,-0.2504,170,-0.2437,388,1.10234,187,-0.1431
ENSG00000189337,KAZN,69,-0.1262,52,-0.5667,54,-0.4721,85,0.47404
ENSG00000142634,EFHD2,42,-0.8101,81,0.34861,125,1.02389,64,-0.1010
ENSG00000116138,DNAJC16,20,-1.2637,38,-0.1156,30,-0.4773,53,0.92357
ENSG00000197312,DDI2,19,-1.1047,47,0.45333,62,0.84179,37,0.05727
ENSG00000116786,PLEKHM2,215,1.36987,96,-0.2829,135,0.27461,72,-1.1685
ENSG00000065526,SPEN,79,-0.7744,189,0.76960,307,1.50763,96,-0.6726
ENSG00000055070,SZRD1,35,0.56362,52,1.23749,11,-1.2693,17,-1.0566
ENSG00000159363,ATP13A2,89,-0.1330,36,-1.5307,102,0.10847,114,0.63000
ENSG00000117118,SDHB,95,0.02761,43,-1.2396,20,-2.2651,118,0.84711
ENSG00000117115,PADI2,84,1.08737,121,1.71343,40,-0.3193,16,-2.4637
ENSG00000179051,RCC2,18,-0.7540,33,0.32344,22,-0.3343,31,0.37242
ENSG00000117154,IGSF21,56,-0.2695,37,-0.9139,27,-1.3003,82,0.86501
ENSG00000159423,ALDH4A1,74,2.03630,8,-2.0403,19,-0.6929,20,-1.0715
ENSG00000127481,UBR4,37,-0.0259,37,-0.0499,116,1.86071,27,-0.8636
ENSG00000127463,EMC1,30,-0.2727,48,0.52941,38,0.11695,34,-0.1628
ENSG00000053372,MRTO4,50,0.20391,30,-0.6702,29,-0.6479,49,0.30365
ENSG00000053371,AKR7A2,47,0.33964,76,1.22711,20,-0.9749,28,-0.8944
ENSG00000077549,CAPZB,154,-0.5722,229,0.13913,187,-0.1892,235,0.34560
ENSG00000173436,MICOS10,488,0.57281,287,-0.4017,297,-0.3158,344,-0.1777
ENSG00000158747,NBL1,159,0.25283,122,-0.2259,141,0.01965,135,-0.0824
ENSG00000169914,OTUD3,12,-1.0674,14,-0.7433,60,1.58774,24,0.22255
ENSG00000162545,CAMK2N1,4350,1.32390,1439,-0.7994,1324,-0.8727,1882,-0.6114
ENSG00000158828,PINK1,457,0.11056,293,-0.6399,221,-1.0223,490,0.43173
ENSG00000244038,DDOST,12,-1.5431,47,0.74621,6,-2.3670,38,0.71569
ENSG00000189410,SH2D5,41,0.27520,10,-1.8991,6,-2.5085,44,0.81719
ENSG00000127483,HP1BP3,200,-0.4245,355,0.59704,319,0.36168,237,-0.1941
ENSG00000075151,EIF4G3,140,-1.1463,166,-0.8068,305,0.18427,353,1.00002
ENSG00000076864,RAP1GAP,72,-0.6940,52,-1.1660,136,0.38380,133,0.80292
ENSG00000090686,USP48,52,-0.6990,79,0.02469,106,0.48675,84,0.26329
ENSG00000070831,CDC42,127,-0.9007,218,0.04953,236,0.17135,243,0.46797
ENSG00000173372,C1QA,23,-1.0530,198,3.73687,10,-2.0674,11,-2.7679
ENSG00000173369,C1QB,33,-0.3563,157,3.01167,15,-1.4484,14,-2.3523
ENSG00000004487,KDM1A,25,-1.2137,39,-0.4240,55,0.12726,65,0.88301
ENSG00000169641,LUZP1,92,-0.9038,111,-0.5357,266,0.88503,176,0.46551
ENSG00000125944,HNRNPR,98,-0.7616,220,0.67672,120,-0.3465,157,0.14289
ENSG00000117318,ID3,17,-1.3745,215,5.24373,0,-5.5993,1,-5.7418
ENSG00000142676,RPL11,906,0.72797,954,0.74123,344,-0.9242,459,-0.8501
ENSG00000011007,ELOA,26,-0.3425,54,0.96077,21,-0.6444,29,-0.2415
ENSG00000057757,PITHD1,125,-0.2853,77,-1.0444,113,-0.4009,180,0.74798
ENSG00000011009,LYPLA2,25,0.24329,15,-0.6520,23,0.08256,22,0.08551
ENSG00000189266,PNRC2,65,-0.2203,113,0.75237,48,-0.6614,70,-0.1606
ENSG00000188529,SRSF10,56,-0.6538,130,0.85885,94,0.25183,75,-0.2130
ENSG00000001461,NIPAL3,76,-0.5152,120,0.31143,144,0.57294,99,-0.0366
ENSG00000133226,SRRM1,139,-0.6097,363,1.13786,505,1.57493,127,-1.1088
ENSG00000169504,CLIC4,31,-0.6985,228,4.02522,18,-1.4042,5,-4.0462
ENSG00000117614,SYF2,143,0.11542,198,0.69391,162,0.29868,108,-0.6026
ENSG00000117616,RSRP1,46,-0.8925,128,0.91941,178,1.38045,61,-0.6483
ENSG00000183726,TMEM50A,78,-0.2703,141,0.78730,49,-0.9387,88,-0.1051
ENSG00000204178,MACO1,38,-0.4794,48,-0.0590,102,1.15585,48,-0.1199
ENSG00000117643,MAN1C1,34,-0.6517,40,-0.3352,34,-0.5809,61,0.74048
ENSG00000162430,SELENON,38,0.44765,59,1.20392,14,-1.1733,21,-0.9359
ENSG00000117640,MTFR1L,70,0.36300,49,-0.2844,62,0.12772,54,-0.1747
ENSG00000117632,STMN1,678,-1.0741,673,-1.0140,687,-0.9210,1749,1.36672
ENSG00000158008,EXTL1,54,0.84023,13,-1.5642,54,0.65975,31,-0.3591
ENSG00000142684,ZNF593,30,-0.0347,24,-0.3891,15,-1.0899,35,0.44658
ENSG00000142669,SH3BGRL3,167,0.24835,155,0.09281,69,-1.1412,147,-4.0055
ENSG00000117682,DHDDS,24,0.03616,16,-0.6415,36,0.65272,24,0.03526
ENSG00000198830,HMGN2,220,0.27011,329,0.98202,126,-0.6416,149,-0.6916
ENSG00000117713,ARID1A,64,-0.0086,95,0.69076,73,0.20156,54,-0.4772
ENSG00000090273,NUDC,232,0.18917,169,-0.3680,184,-0.2095,217,0.09297
ENSG00000253368,TRNP1,51,0.02655,9,-2.5561,44,-0.2145,63,0.79248
ENSG00000142784,WDTC1,32,0.59773,32,0.55293,31,0.44678,16,-0.9581
ENSG00000186501,TMEM222,50,0.49663,22,-0.9411,44,0.21702,38,-0.0618
ENSG00000158195,WASF2,60,0.03692,194,2.46829,77,0.41879,18,-2.5839
ENSG00000126705,AHDC1,44,0.05400,30,-0.5683,71,0.79608,42,-0.0670
ENSG00000126709,IFI6,59,-1.0379,188,1.03169,41,-1.4326,113,0.19360
ENSG00000009780,FAM76A,15,-0.8179,32,0.50830,27,0.19678,25,0.13671
ENSG00000117758,STX12,98,-0.2204,93,-0.2890,65,-0.8104,127,0.48597
ENSG00000117751,PPP1R8,24,-0.4072,46,0.75634,12,-1.3222,30,0.05719
ENSG00000117748,RPA2,50,-0.3287,50,-0.2851,48,-0.3547,69,0.46045
ENSG00000126698,DNAJC8,205,-0.2843,276,0.24636,186,-0.3896,251,0.15561
ENSG00000130770,ATP5IF1,432,-0.5176,250,-1.3448,288,-1.0588,772,1.15087
ENSG00000204138,PHACTR4,24,-0.4838,88,1.99640,51,0.74272,16,-1.5810
ENSG00000198492,YTHDF2,56,-0.8843,79,-0.2766,78,-0.2708,115,0.76737
ENSG00000116350,SRSF4,68,-0.4234,129,0.72423,163,1.02750,70,-0.5644
ENSG00000116353,MECR,36,0.28513,21,-0.6620,16,-0.9642,34,0.29243
ENSG00000162511,LAPTM5,70,0.62622,159,2.35248,19,-1.4396,16,-2.4873
ENSG00000162512,SDC3,133,0.49093,144,0.58579,78,-0.4247,82,-0.6255
ENSG00000134644,PUM1,123,-0.3026,147,0.02798,193,0.44991,147,0.04248
ENSG00000121766,ZCCHC17,132,-0.0043,99,-0.4774,105,-0.3576,146,0.32176
ENSG00000121769,FABP3,41,-1.0778,23,-1.8909,18,-2.1229,116,1.87007
ENSG00000162517,PEF1,52,-0.3399,55,-0.2130,34,-0.8942,73,0.54481
ENSG00000084636,COL16A1,13,-1.0909,60,1.60106,52,1.13658,17,-1.0137
ENSG00000121753,ADGRB2,152,-0.0842,88,-0.9596,135,-0.2502,185,0.53592
ENSG00000184007,PTP4A2,233,-0.0923,482,1.25852,226,-0.1260,184,-0.7694
ENSG00000121774,KHDRBS1,128,-0.1878,162,0.23212,137,-0.0521,142,0.01564
ENSG00000025800,KPNA6,62,-0.7420,92,-0.0383,149,0.74167,100,0.21484
ENSG00000084652,TXLNA,19,-0.4964,50,1.27588,40,0.76585,18,-0.8384
ENSG00000160050,CCDC28B,32,0.69900,15,-0.5867,7,-1.6206,22,-0.0020
ENSG00000084623,EIF3I,73,-0.4832,84,-0.2199,60,-0.7207,114,0.60859
ENSG00000175130,MARCKSL1,273,0.94103,361,1.38147,146,-0.2588,79,-1.8229
ENSG00000160058,BSDC1,58,0.25255,53,0.08221,83,0.78692,42,-0.5143
ENSG00000160062,ZBTB8A,24,-0.0100,46,1.15433,14,-0.8580,20,-0.5796
ENSG00000176261,ZBTB8OS,54,0.13399,41,-0.3355,46,-0.1390,52,0.10236
ENSG00000162521,RBBP4,110,-0.1204,119,0.02842,163,0.52086,113,-0.1040
ENSG00000162522,KIAA1522,45,1.82499,6,-1.8602,2,-3.3663,16,-0.6346
ENSG00000134684,YARS,61,-1.0351,55,-1.1455,93,-0.2845,152,1.22957
ENSG00000160097,FNDC5,31,-0.2760,13,-1.5460,70,1.06717,40,0.32761
ENSG00000121905,HPCA,209,0.15206,47,-2.2104,81,-1.3139,243,0.86347
ENSG00000121900,TMEM54,56,0.96963,32,-0.1393,17,-1.0802,29,-0.5100
ENSG00000004455,AK2,37,0.09441,72,1.31680,42,0.26038,23,-1.0844
ENSG00000142920,AZIN2,24,-0.5260,24,-0.4831,39,0.29824,37,0.48100
ENSG00000160094,ZNF362,31,0.77281,21,-0.0191,6,-1.7275,19,-0.3121
ENSG00000134686,PHC2,39,-0.1510,57,0.50698,40,-0.1006,40,-0.1655
ENSG00000163866,SMIM12,25,-1.0912,34,-0.5759,14,-1.8467,66,1.32598
ENSG00000116544,DLGAP3,99,1.78262,41,-0.1631,21,-1.1524,26,-1.3347
ENSG00000163867,ZMYM6,18,-0.4621,35,0.74595,26,0.19222,21,-0.2191
ENSG00000116560,SFPQ,189,-0.3339,299,0.48057,529,1.38277,180,-0.6473
ENSG00000146463,ZMYM4,69,-0.0135,51,-0.5142,117,0.83035,69,-0.0553
ENSG00000142687,KIAA0319L,54,-0.2555,69,0.18846,87,0.55022,59,-0.1139
ENSG00000020129,NCDN,305,-0.6460,128,-1.9435,230,-0.9806,612,1.38947
ENSG00000126067,PSMB2,53,-0.8889,86,-0.0243,50,-0.8396,108,0.76314
ENSG00000142686,C1orf216,59,-0.7498,33,-1.5782,58,-0.6666,124,1.29665
ENSG00000092847,AGO1,35,-0.2237,54,0.51606,70,0.88257,34,-0.4765
ENSG00000126070,AGO3,38,-0.5713,89,0.94775,145,1.67110,35,-1.0359
ENSG00000054116,TRAPPC3,39,-0.4064,39,-0.3928,25,-1.0238,60,0.69883
ENSG00000116871,MAP7D1,198,0.30869,127,-0.4683,121,-0.5112,175,0.11206
ENSG00000054118,THRAP3,97,-0.7232,166,0.21492,188,0.39847,156,0.20189
ENSG00000181817,LSM10,45,0.10298,26,-0.7898,16,-1.4306,50,0.55269
ENSG00000116898,MRPS15,57,-0.0040,39,-0.5955,32,-0.8773,65,0.47728
ENSG00000163875,MEAF6,80,-0.5268,68,-0.7348,114,0.10333,129,0.65175
ENSG00000134697,GNL2,18,-0.9457,22,-0.5751,34,0.12459,39,0.82019
ENSG00000197982,C1orf122,288,0.95380,182,0.01395,79,-1.2584,149,-0.5486
ENSG00000183431,SF3A3,30,-0.8354,43,-0.2150,67,0.48803,56,0.45944
ENSG00000183520,UTP11,30,-0.7499,67,0.65217,26,-0.8775,50,0.26100
ENSG00000185668,POU3F1,17,-0.2444,4,-2.3299,7,-1.5586,28,1.25321
ENSG00000116954,RRAGC,35,-0.5411,76,0.81550,25,-0.9780,48,0.04421
ENSG00000174574,AKIRIN1,76,-0.4660,88,-0.1786,61,-0.7226,116,0.57702
ENSG00000168653,NDUFS5,675,-0.0501,337,-1.1660,318,-1.1858,856,0.76712
ENSG00000127603,MACF1,307,-0.0003,467,0.74514,592,1.06052,221,-0.8820
ENSG00000090621,PABPC4,97,0.38513,145,1.09506,66,-0.2748,55,-0.9636
ENSG00000116983,HPCAL4,311,0.69257,115,-1.0462,234,0.09361,209,-0.1595
ENSG00000084072,PPIE,32,-0.0871,16,-1.1630,35,0.05676,39,0.51409
ENSG00000131236,CAP1,147,-0.3964,267,0.67023,67,-1.5176,191,0.13552
ENSG00000131238,PPT1,116,-0.3084,122,-0.2029,68,-1.0726,161,0.54833
ENSG00000117000,RLF,22,-0.7389,48,0.65082,39,0.24564,33,-0.0163
ENSG00000084073,ZMPSTE24,29,-0.4814,66,0.96057,26,-0.6184,36,-0.1630
ENSG00000084070,SMAP2,112,-0.2257,74,-0.8631,90,-0.5144,152,0.66965
ENSG00000117016,RIMS3,201,0.50249,55,-1.6492,83,-0.9450,175,0.39558
ENSG00000066136,NFYC,33,0.00513,16,-1.1291,32,-0.0640,38,0.47179
ENSG00000127124,HIVEP3,28,-0.0257,25,-0.2028,69,1.45053,24,-0.5092
ENSG00000198815,FOXJ3,52,-0.1110,49,-0.2172,54,-0.0540,59,0.20225
ENSG00000177181,RIMKLA,57,0.00580,18,-1.7603,44,-0.3972,69,0.72215
ENSG00000127125,PPCS,52,-0.2012,46,-0.3742,53,-0.1526,65,0.36439
ENSG00000186409,CCDC30,41,-0.3440,40,-0.3523,123,1.50412,45,-0.2628
ENSG00000065978,YBX1,211,0.80854,270,1.19494,132,-0.1055,76,-1.5158
ENSG00000177868,SVBP,60,0.03643,59,-0.0156,26,-1.2491,64,0.23386
ENSG00000117394,SLC2A1,32,-1.5081,378,4.03290,21,-1.9261,19,-2.9066
ENSG00000117395,EBNA1BP2,67,-0.7779,62,-0.8645,41,-1.4161,142,1.21267
ENSG00000159479,MED8,30,0.26904,23,-0.2162,2,-3.6159,29,0.31703
ENSG00000142949,PTPRF,108,0.30587,42,-1.2670,72,-0.3755,103,0.35580
ENSG00000126091,ST3GAL3,35,0.43792,13,-1.2050,47,0.80796,27,-0.1611
ENSG00000117408,IPO13,67,0.78804,64,0.61992,28,-0.7346,33,-0.8515
ENSG00000117410,ATP6V0B,153,-1.2882,156,-1.1815,223,-0.5731,458,1.46718
ENSG00000117411,B4GALT2,146,1.30675,43,-0.9980,69,-0.2024,62,-0.6700
ENSG00000178028,DMAP1,40,-0.2501,40,-0.2229,52,0.19567,49,0.22347
ENSG00000117419,ERI3,94,-0.2451,87,-0.3575,67,-0.7210,125,0.51840
ENSG00000187147,RNF220,91,-0.3037,129,0.30126,83,-0.4086,113,0.13943
ENSG00000142937,RPS8,1656,0.77466,1582,0.59916,618,-0.9194,843,-0.7912
ENSG00000070785,EIF2B3,12,-1.3751,25,-0.1885,12,-1.3020,38,1.18378
ENSG00000126088,UROD,70,0.01623,57,-0.3313,39,-0.8950,78,0.35099
ENSG00000117450,PRDX1,414,0.48548,391,0.33230,140,-1.2684,291,-0.3118
ENSG00000117448,AKR1A1,35,-0.4995,65,0.61161,23,-1.0393,48,0.17582
ENSG00000132780,NASP,64,-0.3594,156,1.27708,182,1.38801,47,-1.2731
ENSG00000159592,GPBP1L1,29,-0.5472,71,1.03134,24,-0.7731,38,-0.1517
ENSG00000086015,MAST2,26,0.23811,17,-0.4741,23,0.00342,23,0.04269
ENSG00000117461,PIK3R3,22,-0.8218,90,1.86392,57,0.79806,21,-1.2434
ENSG00000085998,POMGNT1,35,-0.5269,35,-0.5086,79,0.81100,52,0.28363
ENSG00000132128,LRRC41,31,-0.1506,32,-0.1212,18,-0.9395,38,0.37691
ENSG00000173660,UQCRH,680,0.30103,311,-1.0154,264,-1.1990,661,0.43867
ENSG00000117480,FAAH,22,-0.0336,32,0.67799,9,-1.2544,21,-0.1401
ENSG00000079277,MKNK1,26,-0.1087,50,1.06495,39,0.52681,20,-0.8098
ENSG00000123472,ATPAF1,162,0.26650,115,-0.3427,132,-0.1012,141,-0.0064
ENSG00000159658,EFCAB14,108,0.47559,153,1.07481,70,-0.3000,57,-1.0192
ENSG00000162368,CMPK1,136,-0.2095,113,-0.4904,128,-0.2722,174,0.45250
ENSG00000162373,BEND5,24,-1.0795,8,-2.5469,25,-0.8347,66,1.78554
ENSG00000162374,ELAVL4,110,-1.2984,67,-1.9747,271,0.23079,329,1.42479
ENSG00000185104,FAF1,42,-0.0512,46,0.08882,19,-1.2440,47,0.24004
ENSG00000123091,RNF11,493,0.28044,216,-1.1025,355,-0.2811,468,0.30688
ENSG00000085832,EPS15,188,-0.3388,177,-0.4034,284,0.35948,248,0.30766
ENSG00000117859,OSBPL9,21,-0.1286,39,0.94977,24,0.06077,19,-0.5422
ENSG00000078618,NRDC,92,-0.6360,137,0.07365,250,1.03984,130,-0.0414
ENSG00000169213,RAB3B,38,-1.3739,69,-0.3536,298,2.12758,80,-0.1950
ENSG00000117862,TXNDC12,34,-0.1803,52,0.59567,6,-2.5373,39,0.13127
ENSG00000134717,BTF3L4,59,-0.5403,64,-0.3641,41,-1.0036,99,0.76886
ENSG00000157077,ZFYVE9,33,-0.9139,26,-1.1994,56,0.03399,73,1.07412
ENSG00000134748,PRPF38A,61,0.28737,71,0.51787,96,0.96919,37,-0.8970
ENSG00000134744,TUT4,63,-0.3793,130,0.93878,209,1.64451,50,-1.1316
ENSG00000162377,COA7,18,-0.8310,15,-1.0340,48,0.80037,35,0.65434
ENSG00000162378,ZYG11B,127,-0.5885,107,-0.8185,191,0.11950,216,0.71659
ENSG00000116171,SCP2,105,-0.0557,140,0.44416,97,-0.1809,103,-0.1691
ENSG00000162384,CZIB,46,-0.3419,55,-0.0112,26,-1.1318,64,0.47863
ENSG00000162385,MAGOH,39,0.17971,28,-0.3824,6,-2.5821,40,0.42447
ENSG00000157193,LRP8,36,-0.5662,45,-0.1656,106,1.23758,48,-0.0617
ENSG00000081870,HSPB11,34,-0.1644,19,-1.0355,22,-0.7488,45,0.73533
ENSG00000116209,TMEM59,149,-0.3854,214,0.26104,123,-0.6170,199,0.25982
ENSG00000116221,MRPL37,38,-0.6439,36,-0.6609,36,-0.6323,69,0.89689
ENSG00000157216,SSBP3,270,0.18009,200,-0.3433,341,0.52381,234,-0.1416
ENSG00000116133,DHCR24,55,-1.2836,82,-0.5736,71,-0.7555,159,1.24484
ENSG00000162402,USP24,38,-0.1256,65,0.80356,63,0.67048,32,-0.6506
ENSG00000162407,PLPP3,376,2.17521,191,0.41572,79,-0.9789,52,-2.3249
ENSG00000162409,PRKAA2,32,-1.4042,59,-0.3573,132,0.94580,87,0.58014
ENSG00000162601,MYSM1,31,-1.1067,53,-0.2185,118,1.09443,66,0.31177
ENSG00000177606,JUN,63,-1.0833,262,1.50442,59,-1.0678,109,-0.2371
ENSG00000134709,HOOK1,27,-1.1143,15,-1.8695,92,0.92969,66,0.95836
ENSG00000162599,NFIA,294,0.47230,620,1.94946,296,0.39262,83,-2.2682
ENSG00000162604,TM2D1,53,-0.2751,76,0.35526,54,-0.2240,63,0.04411
ENSG00000162607,USP1,44,-0.0238,68,0.73768,60,0.45549,36,-0.5881
ENSG00000116641,DOCK7,58,0.48177,84,1.13389,55,0.32780,27,-1.2777
ENSG00000125703,ATG4C,19,-0.5029,72,2.01509,23,-0.1934,16,-1.2196
ENSG00000079739,PGM1,71,0.88169,37,-0.3732,36,-0.3671,39,-0.4523
ENSG00000162434,JAK1,69,-0.5754,133,0.58204,78,-0.3196,99,0.10142
ENSG00000162433,AK4,159,1.44654,55,-0.6323,61,-0.4469,58,-0.8825
ENSG00000116675,DNAJC6,169,-1.0863,187,-0.8527,309,-0.0265,414,1.06313
ENSG00000213625,LEPROT,88,0.56840,149,1.55367,52,-0.3472,34,-1.5662
ENSG00000184588,PDE4B,71,-0.3390,118,0.55851,82,-0.0720,83,-0.0859
ENSG00000118473,SGIP1,84,-0.9267,104,-0.5262,212,0.63205,168,0.59034
ENSG00000198160,MIER1,38,-0.8375,84,0.53554,71,0.21775,64,0.12158
ENSG00000142864,SERBP1,199,-0.4720,325,0.40388,275,0.09813,262,0.04598
ENSG00000116717,GADD45A,21,-0.8928,49,0.58517,8,-2.2216,41,0.53954
ENSG00000172380,GNG12,43,1.15892,64,1.85800,18,-0.4343,6,-2.7998
ENSG00000116729,WLS,99,0.67033,88,0.37730,101,0.56084,49,-0.9511
ENSG00000033122,LRRC7,59,-0.6796,39,-1.2625,178,1.16858,99,0.44744
ENSG00000066557,LRRC40,14,-1.4576,22,-0.7099,48,0.56360,44,0.94433
ENSG00000116754,SRSF11,202,-0.7097,501,0.92084,1095,2.22043,173,-1.3821
ENSG00000118454,ANKRD13C,27,-0.9217,21,-1.2649,83,0.95131,56,0.69724
ENSG00000132485,ZRANB2,114,-1.0047,266,0.47111,335,0.79931,204,0.02048
ENSG00000172260,NEGR1,244,-0.9038,164,-1.4628,499,0.31829,535,1.04020
