Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to7,Feature log2 fold change topic 4to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000116649,SRM,36,-0.5724,44,-0.2967,36,-0.7357,77,0.69719,68,0.54088
ENSG00000171824,EXOSC10,40,0.46370,14,-1.1714,37,0.49673,22,-0.5192,33,0.15673
ENSG00000198793,MTOR,22,-0.9839,37,-0.2414,47,0.20934,38,-0.1761,50,0.32558
ENSG00000116661,FBXO2,62,-1.3606,95,-0.7878,99,-0.8484,264,1.01837,217,0.73190
ENSG00000132879,FBXO44,25,-1.5258,40,-0.8586,61,-0.2201,84,0.37857,99,0.77604
ENSG00000177000,MTHFR,6,-1.5155,13,-0.5531,22,0.51603,23,0.48455,15,-0.2947
ENSG00000011021,CLCN6,29,-1.4475,62,-0.3321,70,-0.1632,89,0.28214,99,0.53934
ENSG00000116685,KIAA2013,29,0.42413,13,-0.7846,17,-0.5227,23,0.09809,31,0.70934
ENSG00000083444,PLOD1,10,-0.5597,9,-0.7226,13,-0.1890,21,0.71673,16,0.23356
ENSG00000116688,MFN2,71,-0.9927,111,-0.3540,123,-0.2247,144,0.08637,189,0.66776
ENSG00000048707,VPS13D,50,-0.7003,48,-0.8108,109,0.76615,69,-0.2398,76,-0.0758
ENSG00000162496,DHRS3,13,-0.0088,10,-0.5170,8,-0.9712,21,0.78530,18,0.59555
ENSG00000116731,PRDM2,223,-0.1835,343,0.56148,367,0.92428,128,-1.1063,126,-1.2077
ENSG00000189337,KAZN,80,0.31272,59,-0.1771,60,-0.1957,59,-0.1857,78,0.32672
ENSG00000142634,EFHD2,43,-1.1613,110,0.30630,75,-0.4199,88,-0.0872,123,0.57748
ENSG00000116138,DNAJC16,17,-1.3920,28,-0.7624,56,0.52206,32,-0.5315,57,0.50799
ENSG00000197312,DDI2,25,-0.6759,35,-0.1738,53,0.72418,30,-0.4505,34,-0.2787
ENSG00000116786,PLEKHM2,88,-0.2214,139,0.57555,50,-1.3154,183,1.10421,93,-0.1575
ENSG00000065526,SPEN,386,1.64554,208,0.64616,165,0.28273,74,-1.0998,44,-2.0061
ENSG00000116809,ZBTB17,20,0.26846,12,-0.5248,13,-0.4831,23,0.58232,19,0.26046
ENSG00000037637,FBXO42,16,-0.1766,9,-1.0226,18,0.00757,22,0.33264,22,0.36423
ENSG00000055070,SZRD1,37,0.80070,27,0.33488,18,-0.4901,28,0.39874,17,-0.5007
ENSG00000219481,NBPF1,42,1.50155,8,-1.1039,17,0.00401,13,-0.4769,17,0.00435
ENSG00000159363,ATP13A2,19,-2.2041,32,-1.5195,77,-0.1733,98,0.28243,138,1.07535
ENSG00000117118,SDHB,39,-0.8310,42,-0.8087,52,-0.5497,63,-0.1354,120,1.23861
ENSG00000117115,PADI2,237,3.29586,25,-0.8025,12,-2.1867,55,0.49809,17,-1.4876
ENSG00000179051,RCC2,12,-1.1248,15,-0.8353,18,-0.6839,28,0.19116,44,1.21322
ENSG00000074964,ARHGEF10L,8,-0.9103,14,-0.1161,11,-0.6152,24,0.83323,17,0.28816
ENSG00000117154,IGSF21,16,-2.1548,45,-0.6344,61,-0.1853,74,0.19047,100,0.84568
ENSG00000159423,ALDH4A1,15,0.13443,10,-0.4767,5,-1.8420,31,1.51228,17,0.34842
ENSG00000127481,UBR4,68,0.91926,41,0.10057,50,0.63424,18,-1.1764,24,-0.8238
ENSG00000127463,EMC1,24,-0.3710,39,0.38235,22,-0.6604,31,-0.0321,41,0.52152
ENSG00000053372,MRTO4,31,-0.3008,31,-0.3550,41,0.16090,36,-0.0966,43,0.22183
ENSG00000053371,AKR7A2,47,0.75858,27,-0.1476,13,-1.4457,55,1.19904,28,-0.0465
ENSG00000077549,CAPZB,107,-0.5262,132,-0.2138,158,0.12158,142,-0.0889,170,0.24341
ENSG00000173436,MICOS10,228,-0.5694,394,0.31549,194,-1.0315,568,1.01068,341,0.07022
ENSG00000158747,NBL1,55,-1.2695,124,-0.0286,99,-0.4957,159,0.40288,166,0.55566
ENSG00000169914,OTUD3,10,-1.1203,12,-0.8670,25,0.42555,17,-0.2686,26,0.47694
ENSG00000162545,CAMK2N1,1188,-0.4230,1763,0.21522,1662,0.13963,2230,0.64533,964,-0.8659
ENSG00000090432,MUL1,17,0.04357,11,-0.6764,15,-0.1273,12,-0.4569,24,0.76688
ENSG00000183114,FAM43B,10,-0.6298,19,0.33644,14,-0.1778,14,-0.2470,18,0.30832
ENSG00000158828,PINK1,159,-1.6198,349,-0.4734,422,-0.1876,584,0.41667,609,0.56045
ENSG00000244038,DDOST,12,-0.7235,7,-1.4831,19,-0.0487,22,0.19002,29,0.81347
ENSG00000117245,KIF17,5,-2.3182,30,0.34312,26,0.05952,25,-0.0325,27,0.17638
ENSG00000189410,SH2D5,1,-3.7019,14,-0.8424,24,0.06867,28,0.32508,32,0.68155
ENSG00000127483,HP1BP3,431,0.66773,320,0.20798,339,0.39682,186,-0.7035,204,-0.6046
ENSG00000075151,EIF4G3,305,-0.1315,331,-0.0036,453,0.73547,140,-1.4007,309,-0.1391
ENSG00000076864,RAP1GAP,33,-1.8832,80,-0.6048,131,0.27907,98,-0.2748,157,0.62970
ENSG00000090686,USP48,123,0.50581,98,0.16646,125,0.81223,35,-1.4934,60,-0.7176
ENSG00000070831,CDC42,159,-0.3367,149,-0.4680,178,-0.2180,172,-0.2381,285,0.76054
ENSG00000004487,KDM1A,61,0.12073,38,-0.6315,77,0.73998,40,-0.5521,50,-0.2358
ENSG00000169641,LUZP1,56,-1.8182,204,0.14871,216,0.31513,139,-0.5034,215,0.26682
ENSG00000125944,HNRNPR,216,0.68469,114,-0.3599,172,0.44646,119,-0.2848,108,-0.4936
ENSG00000142676,RPL11,747,0.69978,512,0.09815,303,-0.9220,824,0.98707,391,-0.3940
ENSG00000011007,ELOA,30,0.15118,22,-0.3241,32,0.34329,24,-0.2248,26,-0.1074
ENSG00000057757,PITHD1,73,-1.0381,58,-1.4706,138,-0.0980,166,0.24233,220,0.88219
ENSG00000011009,LYPLA2,8,-1.4795,9,-1.3864,21,-0.1918,25,0.16091,37,1.06080
ENSG00000117308,GALE,0,-5.4562,15,-0.0983,15,-0.0581,13,-0.3035,24,0.85800
ENSG00000117305,HMGCL,10,-0.3415,10,-0.4501,7,-1.0458,20,0.76441,19,0.73486
ENSG00000189266,PNRC2,77,0.42146,66,0.20021,59,-0.0009,54,-0.1502,51,-0.2516
ENSG00000188529,SRSF10,85,0.25406,57,-0.3807,90,0.50914,56,-0.4213,64,-0.2130
ENSG00000001461,NIPAL3,292,1.31510,124,-0.1023,144,0.19579,84,-0.7466,99,-0.5273
ENSG00000133226,SRRM1,537,1.55416,316,0.72050,243,0.30054,63,-1.9231,93,-1.4282
ENSG00000169504,CLIC4,170,3.25099,32,0.09492,7,-2.5374,38,0.39433,8,-2.0900
ENSG00000117614,SYF2,198,0.80975,163,0.55565,117,-0.0563,106,-0.2025,78,-0.7798
ENSG00000117616,RSRP1,109,0.60564,37,-1.1471,102,0.73990,44,-0.8528,72,-0.0708
ENSG00000183726,TMEM50A,85,0.01968,64,-0.4593,95,0.27375,81,-0.0596,84,0.00679
ENSG00000204178,MACO1,82,0.42823,68,0.15956,88,0.83709,27,-1.3526,41,-0.7650
ENSG00000117643,MAN1C1,20,-1.0074,11,-1.9048,51,0.63870,30,-0.4440,53,0.62898
ENSG00000162430,SELENON,17,-0.1186,15,-0.3277,16,-0.2689,29,0.87246,16,-0.2075
ENSG00000117640,MTFR1L,39,-0.5961,50,-0.2206,44,-0.5169,59,0.05822,83,0.78909
ENSG00000117632,STMN1,952,-0.3626,847,-0.5867,1536,0.57109,821,-0.6373,1327,0.19579
ENSG00000158008,EXTL1,12,-1.6121,27,-0.4145,37,0.10138,35,0.00292,46,0.52769
ENSG00000175087,PDIK1L,11,-0.4253,5,-1.6357,18,0.58314,10,-0.4808,18,0.51413
ENSG00000142684,ZNF593,22,-0.6728,24,-0.5616,28,-0.3504,34,0.03942,51,0.84503
ENSG00000142669,SH3BGRL3,97,-0.6293,112,-0.4387,112,-0.5221,188,0.46344,199,0.63769
ENSG00000158062,UBXN11,6,-1.5224,20,0.32529,12,-0.6300,23,0.58991,19,0.31683
ENSG00000117682,DHDDS,8,-1.3739,13,-0.6761,14,-0.6521,21,0.15890,34,1.18406
ENSG00000198830,HMGN2,322,1.26586,166,0.18377,114,-0.5468,162,0.14720,119,-0.4224
ENSG00000117713,ARID1A,95,0.56508,63,-0.0968,87,0.62012,58,-0.2473,39,-0.9731
ENSG00000204160,ZDHHC18,4,-1.8664,11,-0.5482,11,-0.5115,15,0.05307,26,1.14213
ENSG00000142751,GPN2,9,-1.0528,11,-0.8620,21,0.30771,21,0.19521,22,0.29522
ENSG00000090273,NUDC,120,-0.7719,193,-0.0444,193,-0.0508,235,0.30095,209,0.10417
ENSG00000253368,TRNP1,11,-2.0644,32,-0.5497,33,-0.5757,60,0.53511,68,0.89473
ENSG00000090020,SLC9A1,4,-2.3438,5,-2.1884,14,-0.7971,25,0.33058,44,1.67710
ENSG00000142784,WDTC1,14,-0.7842,24,0.00479,21,-0.2831,38,0.85701,21,-0.1945
ENSG00000186501,TMEM222,41,0.26522,23,-0.6921,23,-0.7509,48,0.58564,46,0.57270
ENSG00000158195,WASF2,167,2.76635,36,0.00995,24,-0.8166,36,-0.0151,9,-2.2881
ENSG00000126705,AHDC1,37,0.01916,26,-0.5828,45,0.44619,47,0.42059,26,-0.5881
ENSG00000126709,IFI6,76,-0.6112,88,-0.4239,86,-0.5740,88,-0.4296,197,1.19820
ENSG00000009780,FAM76A,21,-0.2072,21,-0.2535,31,0.55702,18,-0.4865,23,-0.1211
ENSG00000117758,STX12,98,-0.0490,78,-0.4242,99,-0.0278,85,-0.2857,129,0.49432
ENSG00000117751,PPP1R8,48,1.06743,21,-0.2409,19,-0.5308,17,-0.5774,32,0.49707
ENSG00000117748,RPA2,29,-0.2818,22,-0.7570,39,0.27962,29,-0.2939,42,0.40799
ENSG00000126698,DNAJC8,314,0.44639,297,0.39777,253,0.14711,186,-0.4099,184,-0.4694
ENSG00000130770,ATP5IF1,169,-1.4627,265,-0.8431,418,-0.1158,430,-0.0437,688,0.93676
ENSG00000204138,PHACTR4,95,2.33918,31,0.39951,21,-0.3543,16,-0.7028,8,-1.8321
ENSG00000180098,TRNAU1AP,22,0.18944,12,-0.7119,18,-0.1436,18,-0.1061,25,0.55657
ENSG00000120656,TAF12,10,-0.5763,9,-0.8297,16,0.12352,20,0.53599,16,0.10552
ENSG00000198492,YTHDF2,72,-0.3820,81,-0.2217,113,0.46198,74,-0.3644,91,-0.0301
ENSG00000159023,EPB41,18,-0.8314,36,0.22969,41,0.59347,17,-1.0535,31,-0.0502
ENSG00000116350,SRSF4,141,0.87843,75,-0.1428,98,0.40249,58,-0.5636,61,-0.5415
ENSG00000116353,MECR,16,-0.8536,16,-0.8836,24,-0.3591,26,-0.1054,47,1.10188
ENSG00000060656,PTPRU,10,-0.7478,16,-0.0072,17,0.15001,16,-0.0187,17,0.08325
ENSG00000162512,SDC3,98,0.65076,72,0.17534,54,-0.4035,89,0.54595,50,-0.5018
ENSG00000134644,PUM1,101,-0.7825,161,-0.0732,209,0.50034,162,-0.0607,144,-0.2842
ENSG00000121766,ZCCHC17,161,0.23461,118,-0.2702,192,0.76469,106,-0.4584,97,-0.6544
ENSG00000121769,FABP3,30,-1.2159,30,-1.2784,65,-0.0389,57,-0.2569,111,1.09218
ENSG00000162517,PEF1,35,-1.0218,40,-0.9043,57,-0.3826,67,-0.0458,117,1.12581
ENSG00000084636,COL16A1,48,1.49904,10,-1.0634,15,-0.4994,23,0.26004,20,0.02859
ENSG00000121753,ADGRB2,46,-1.7727,95,-0.7543,171,0.30193,158,0.10332,185,0.42994
ENSG00000184007,PTP4A2,1083,2.15097,464,0.70878,227,-0.6483,206,-0.7014,144,-1.3640
ENSG00000121774,KHDRBS1,155,0.15386,125,-0.1977,162,0.31790,124,-0.2036,128,-0.1767
ENSG00000025800,KPNA6,91,-0.0129,77,-0.2954,116,0.52306,81,-0.2218,78,-0.3028
ENSG00000084652,TXLNA,40,1.02000,24,0.24131,15,-0.6815,18,-0.2427,23,0.15644
ENSG00000160050,CCDC28B,12,-0.4427,11,-0.6856,13,-0.4605,28,1.00188,18,0.18079
ENSG00000084623,EIF3I,65,-0.5953,66,-0.6066,86,-0.2143,86,-0.1754,143,0.85122
ENSG00000175130,MARCKSL1,540,2.83144,117,0.04969,43,-1.7736,128,0.19742,55,-1.2690
ENSG00000160058,BSDC1,50,0.22525,39,-0.1923,43,-0.0531,45,0.06867,45,0.04880
ENSG00000160062,ZBTB8A,23,0.29962,23,0.36977,24,0.56626,19,0.04463,7,-1.6238
ENSG00000176261,ZBTB8OS,17,-1.4288,46,0.08575,39,-0.2287,54,0.38977,50,0.26186
ENSG00000162521,RBBP4,127,0.26728,87,-0.3607,125,0.33977,93,-0.2447,101,-0.1206
ENSG00000162522,KIAA1522,4,-1.8214,14,-0.1873,14,-0.3318,19,0.30617,22,0.64697
ENSG00000134684,YARS,19,-2.4324,62,-0.7094,97,0.03578,88,-0.1346,146,0.88774
ENSG00000160097,FNDC5,5,-2.6198,17,-1.0205,27,-0.3459,47,0.70199,47,0.80393
ENSG00000121905,HPCA,33,-2.0602,98,-0.4716,138,0.13967,130,0.00163,172,0.56728
ENSG00000121900,TMEM54,11,-1.4619,30,-0.0111,17,-1.0253,55,1.15634,35,0.34141
ENSG00000004455,AK2,50,0.78129,20,-0.6804,24,-0.4864,39,0.40938,35,0.22968
ENSG00000142920,AZIN2,6,-1.5141,16,-0.1997,17,-0.0861,15,-0.2578,26,0.73826
ENSG00000160094,ZNF362,10,-0.8518,15,-0.2376,15,-0.1904,15,-0.1855,24,0.70951
ENSG00000134686,PHC2,42,0.23361,23,-0.7859,24,-0.8503,48,0.49221,53,0.77255
ENSG00000163866,SMIM12,16,-1.6132,21,-1.3032,47,-0.0710,53,0.16342,76,0.94384
ENSG00000116544,DLGAP3,12,-1.3359,38,0.48628,19,-0.7471,53,1.14676,24,-0.3269
ENSG00000163867,ZMYM6,26,0.11818,19,-0.3880,26,0.18668,22,-0.1600,25,0.09921
ENSG00000116560,SFPQ,479,1.22486,206,-0.1683,274,0.42449,129,-0.9395,161,-0.6256
ENSG00000146463,ZMYM4,92,0.15605,101,0.33333,93,0.23059,62,-0.4983,71,-0.3006
ENSG00000142687,KIAA0319L,41,-0.4694,47,-0.2841,60,0.17003,60,0.13912,57,0.05185
ENSG00000020129,NCDN,65,-2.7942,126,-1.9338,477,0.26435,354,-0.3087,718,1.13754
ENSG00000126067,PSMB2,59,-0.5133,54,-0.6903,92,0.24608,76,-0.1401,100,0.38989
ENSG00000142686,C1orf216,21,-2.0774,39,-1.2118,85,0.05347,81,-0.0482,132,0.97432
ENSG00000134698,AGO4,9,-0.4634,9,-0.4859,13,0.08438,14,0.20108,14,0.22097
ENSG00000092847,AGO1,50,0.16315,54,0.32327,49,0.19093,45,-0.0152,32,-0.6135
ENSG00000126070,AGO3,100,1.12760,54,0.14530,55,0.23268,31,-0.7998,36,-0.6023
ENSG00000116863,ADPRHL2,14,-0.0588,3,-2.1571,15,0.03710,17,0.26660,21,0.65243
ENSG00000054116,TRAPPC3,28,-0.7160,18,-1.4533,41,-0.1754,45,0.02639,72,1.02038
ENSG00000116871,MAP7D1,193,0.35404,109,-0.5801,135,-0.2831,159,0.04659,195,0.46738
ENSG00000054118,THRAP3,269,0.76873,187,0.19360,219,0.63943,86,-1.0943,104,-0.8479
ENSG00000181817,LSM10,9,-1.9181,30,-0.0991,26,-0.4314,41,0.43994,43,0.59756
ENSG00000116885,OSCP1,2,-2.9968,8,-0.9626,17,0.27124,10,-0.6964,25,1.05672
ENSG00000116898,MRPS15,22,-1.3417,29,-0.9510,44,-0.3788,60,0.23455,85,1.02044
ENSG00000163873,GRIK3,3,-2.3155,14,-0.4383,30,1.24912,12,-0.6675,14,-0.4281
ENSG00000163875,MEAF6,50,-1.4426,88,-0.6226,142,0.21838,137,0.11081,158,0.41233
ENSG00000163877,SNIP1,6,-1.4960,25,0.57917,21,0.30788,23,0.39046,11,-0.9323
ENSG00000134697,GNL2,43,0.46284,26,-0.3548,40,0.50674,13,-1.4402,35,0.14578
ENSG00000116922,C1orf109,8,-1.2692,11,-0.8347,25,0.66229,13,-0.5997,23,0.39330
ENSG00000185090,MANEAL,2,-2.7615,7,-1.3190,13,-0.4889,15,-0.1377,34,1.56216
ENSG00000197982,C1orf122,199,0.48889,141,-0.0624,80,-1.1564,276,1.19109,134,-0.1631
ENSG00000188786,MTF1,33,1.23852,15,-0.0197,15,-0.0775,19,0.33907,8,-1.0923
ENSG00000183431,SF3A3,38,-0.2622,36,-0.3808,58,0.57798,22,-1.2032,53,0.28680
ENSG00000183520,UTP11,47,0.07278,40,-0.1779,55,0.43608,28,-0.7787,46,0.03504
ENSG00000116954,RRAGC,43,-0.0666,39,-0.2521,49,0.16888,31,-0.6196,54,0.37174
ENSG00000174574,AKIRIN1,74,-0.0140,57,-0.4458,75,0.01539,79,0.11281,82,0.19257
ENSG00000168653,NDUFS5,297,-1.3656,627,-0.2504,620,-0.3294,925,0.43027,944,0.53083
ENSG00000127603,MACF1,1059,1.69123,533,0.56729,358,-0.1724,281,-0.5459,181,-1.3358
ENSG00000090621,PABPC4,92,0.61312,86,0.55370,52,-0.3748,64,0.03565,51,-0.3920
ENSG00000116983,HPCAL4,170,-0.1785,211,0.17613,231,0.43712,190,-0.0050,131,-0.6877
ENSG00000084072,PPIE,12,-1.2647,18,-0.8112,23,-0.4892,39,0.49647,44,0.86960
ENSG00000168389,MFSD2A,34,1.56921,22,0.94964,3,-2.4865,21,0.80855,9,-0.7275
ENSG00000131236,CAP1,144,0.01372,123,-0.2561,154,0.16452,143,0.00023,141,-0.0257
ENSG00000131238,PPT1,85,-0.7120,99,-0.5217,104,-0.5320,143,0.09479,212,0.95304
ENSG00000117000,RLF,28,-0.2794,40,0.33946,51,1.03727,13,-1.4389,20,-0.8815
ENSG00000084073,ZMPSTE24,38,-0.2520,48,0.13128,42,-0.1057,34,-0.4746,55,0.40575
ENSG00000084070,SMAP2,76,-1.1076,130,-0.3090,220,0.82350,103,-0.6950,151,-0.0691
ENSG00000117016,RIMS3,14,-3.5201,90,-0.8686,152,-0.0074,219,0.65662,196,0.50762
ENSG00000066136,NFYC,22,-0.5317,23,-0.5364,27,-0.2714,34,0.15871,43,0.65516
ENSG00000127124,HIVEP3,15,-0.3367,29,0.71204,21,0.25187,14,-0.5261,14,-0.4981
ENSG00000198815,FOXJ3,19,-1.5379,25,-1.1696,59,0.26390,60,0.22946,68,0.51675
ENSG00000177181,RIMKLA,9,-2.8747,56,-0.1926,51,-0.4257,57,-0.1550,104,1.09135
ENSG00000127125,PPCS,73,0.53201,38,-0.5481,51,-0.0460,64,0.35834,49,-0.1327
ENSG00000186409,CCDC30,89,0.61389,105,1.02052,74,0.44996,37,-0.8260,20,-1.8991
ENSG00000065978,YBX1,260,1.47389,168,0.82134,55,-1.2617,129,0.32275,70,-0.7582
ENSG00000164008,C1orf50,16,-0.2035,13,-0.5091,18,-0.0506,20,0.21633,21,0.28967
ENSG00000177868,SVBP,46,0.38420,37,0.04257,30,-0.3550,26,-0.5406,46,0.50551
ENSG00000117394,SLC2A1,43,0.65399,24,-0.3228,13,-1.4814,71,1.77174,20,-0.6092
ENSG00000117395,EBNA1BP2,45,-1.0359,76,-0.2606,116,0.64495,57,-0.7114,94,0.12688
ENSG00000066322,ELOVL1,114,3.79078,5,-1.8984,4,-2.3882,20,0.30041,7,-1.4744
ENSG00000159479,MED8,14,-0.8098,20,-0.3397,26,0.13085,23,-0.0823,30,0.37324
