Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to11,Feature log2 fold change topic 8to11
ENSG00000171735,CAMTA1,279,-0.6416,539,0.51143,482,0.34314,350,-0.3308
ENSG00000049245,VAMP3,23,0.55076,11,-0.7016,21,0.43985,14,-0.4354
ENSG00000049246,PER3,38,0.13350,39,0.19831,22,-0.8310,41,0.38155
ENSG00000116288,PARK7,203,-0.1264,126,-0.9166,195,-0.2191,290,0.70278
ENSG00000116285,ERRFI1,20,-0.4994,34,0.38404,24,-0.2458,30,0.21695
ENSG00000162426,SLC45A1,10,-1.4876,14,-0.9564,28,0.18130,37,0.95449
ENSG00000142599,RERE,129,-0.0002,143,0.18828,125,-0.0552,124,-0.0795
ENSG00000074800,ENO1,437,0.28825,223,-0.8568,253,-0.7183,503,0.75910
ENSG00000171612,SLC25A33,48,1.35684,17,-0.5748,11,-1.3132,25,0.07861
ENSG00000171608,PIK3CD,5,-1.5222,10,-0.3259,20,1.09194,11,-0.1924
ENSG00000171603,CLSTN1,367,-1.0951,598,-0.2952,806,0.25924,864,0.47501
ENSG00000178585,CTNNBIP1,32,0.00553,12,-1.5115,53,1.17175,25,-0.5029
ENSG00000162441,LZIC,51,0.03208,62,0.40153,48,-0.0601,44,-0.2576
ENSG00000130939,UBE4B,35,-0.4061,46,0.07670,45,0.03573,47,0.15508
ENSG00000054523,KIF1B,354,-0.4012,646,0.68206,512,0.27790,345,-0.5510
ENSG00000284642,AL139424.2,7,-1.1409,12,-0.2474,22,1.02422,12,-0.2927
ENSG00000142657,PGD,37,-0.5688,44,-0.2794,49,-0.0954,65,0.54783
ENSG00000175279,CENPS,6,-0.8771,14,0.66028,7,-0.6973,12,0.48475
ENSG00000241563,CORT,11,-0.6613,5,-1.7338,10,-0.9680,31,1.72149
ENSG00000160049,DFFA,51,0.35710,50,0.31097,39,-0.1557,36,-0.3437
ENSG00000142655,PEX14,11,-0.9943,15,-0.5444,23,0.13042,28,0.67108
ENSG00000120948,TARDBP,54,-0.6536,89,0.18978,82,0.06033,86,0.17967
ENSG00000271895,AL109811.2,7,-0.7553,15,0.38521,9,-0.5450,15,0.54266
ENSG00000116649,SRM,42,-0.1965,29,-0.8366,47,-0.0287,60,0.56512
ENSG00000171824,EXOSC10,21,-0.4347,40,0.74317,21,-0.4778,28,0.07372
ENSG00000198793,MTOR,27,-0.6001,42,0.12905,37,-0.1073,45,0.33231
ENSG00000116661,FBXO2,204,0.71382,67,-1.2135,102,-0.5759,170,0.48539
ENSG00000132879,FBXO44,45,-0.7826,62,-0.2635,81,0.23960,84,0.35656
ENSG00000116670,MAD2L2,14,0.61604,5,-1.0618,5,-1.2133,14,0.86810
ENSG00000177000,MTHFR,15,-0.3888,22,0.22733,24,0.43926,16,-0.3376
ENSG00000011021,CLCN6,61,-0.2775,54,-0.4769,97,0.61968,68,-0.1378
ENSG00000116685,KIAA2013,24,-0.1751,25,-0.0993,21,-0.4116,32,0.48186
ENSG00000083444,PLOD1,14,-0.1232,14,-0.1271,11,-0.5558,19,0.56570
ENSG00000116688,MFN2,94,-0.3678,95,-0.3569,122,0.09284,135,0.33905
ENSG00000048707,VPS13D,54,-0.6678,95,0.30113,88,0.19862,80,-0.0135
ENSG00000162496,DHRS3,33,1.29432,12,-0.4916,3,-2.4960,21,0.50871
ENSG00000116731,PRDM2,128,-0.7965,387,1.22154,188,-0.1726,167,-0.4454
ENSG00000189337,KAZN,43,-0.5901,56,-0.1673,70,0.26063,67,0.19940
ENSG00000142634,EFHD2,32,-1.6280,67,-0.4906,189,1.86903,53,-1.0326
ENSG00000116138,DNAJC16,27,-0.6539,45,0.22287,50,0.49700,35,-0.2521
ENSG00000197312,DDI2,17,-1.3427,50,0.48062,48,0.46522,36,-0.1389
ENSG00000116786,PLEKHM2,136,0.57186,77,-0.4330,111,0.22107,84,-0.3726
ENSG00000065526,SPEN,99,-0.4194,310,1.84489,92,-0.5980,75,-1.0605
ENSG00000116809,ZBTB17,17,-0.0481,15,-0.3074,23,0.52191,15,-0.2744
ENSG00000037637,FBXO42,15,-0.5956,27,0.43132,19,-0.1610,22,0.16244
ENSG00000055070,SZRD1,42,1.35976,13,-0.8145,14,-0.6622,19,-0.1943
ENSG00000219481,NBPF1,10,-0.0011,16,0.82662,9,-0.1641,8,-0.5207
ENSG00000058453,CROCC,6,-0.7658,11,0.19174,13,0.51808,9,-0.1974
ENSG00000159363,ATP13A2,64,-0.7724,69,-0.6577,126,0.45833,117,0.34982
ENSG00000117118,SDHB,35,-0.7639,29,-1.0374,44,-0.4363,87,1.21167
ENSG00000117115,PADI2,81,1.55706,24,-0.6908,21,-1.0079,33,-0.2374
ENSG00000179051,RCC2,17,-0.4341,23,0.08134,23,0.03390,24,0.16802
ENSG00000074964,ARHGEF10L,19,0.26525,13,-0.3797,15,-0.1580,18,0.17289
ENSG00000117154,IGSF21,52,-0.2560,47,-0.3972,60,-0.0063,70,0.38236
ENSG00000159423,ALDH4A1,35,1.43425,10,-0.7823,9,-1.0890,16,-0.0195
ENSG00000169991,IFFO2,8,-0.2379,10,0.13478,10,0.14584,9,-0.0725
ENSG00000127481,UBR4,22,-0.7963,89,1.86074,24,-0.7156,25,-0.7467
ENSG00000127463,EMC1,27,-0.3580,35,0.08312,26,-0.4598,41,0.50298
ENSG00000053372,MRTO4,28,-0.5148,26,-0.6216,49,0.56079,39,0.11978
ENSG00000053371,AKR7A2,28,0.42971,13,-0.8604,14,-0.7766,29,0.69760
ENSG00000077549,CAPZB,102,-0.4519,120,-0.1769,114,-0.2972,170,0.58857
ENSG00000173436,MICOS10,247,0.24520,107,-1.1537,241,0.22467,235,0.19847
ENSG00000158747,NBL1,110,-0.0214,79,-0.5890,127,0.26208,117,0.11003
ENSG00000169914,OTUD3,14,-0.7668,29,0.44764,28,0.43451,20,-0.3096
ENSG00000162545,CAMK2N1,2419,1.02020,1088,-0.4520,947,-0.7476,1429,0.02095
ENSG00000090432,MUL1,13,-0.6791,17,-0.3351,27,0.54524,21,0.06837
ENSG00000183114,FAM43B,9,-0.9821,14,-0.2573,23,0.80482,15,-0.1092
ENSG00000158828,PINK1,308,-0.4548,249,-0.8032,429,0.13096,504,0.55525
ENSG00000244038,DDOST,17,-0.5545,17,-0.4913,15,-0.7913,36,1.12016
ENSG00000117245,KIF17,10,-1.3288,12,-0.9689,41,1.39440,20,-0.2778
ENSG00000189410,SH2D5,31,-0.0516,25,-0.4265,20,-0.8634,45,0.86897
ENSG00000127483,HP1BP3,205,-0.3561,416,0.94483,227,-0.2019,212,-0.3699
ENSG00000075151,EIF4G3,117,-1.3119,512,1.33743,197,-0.5183,250,-0.0809
ENSG00000117298,ECE1,28,1.11266,14,-0.2198,7,-1.2786,16,0.10913
ENSG00000076864,RAP1GAP,61,-1.2830,87,-0.7162,202,0.89396,142,0.14078
ENSG00000090686,USP48,46,-0.9253,146,1.16307,77,-0.0606,65,-0.4253
ENSG00000070831,CDC42,109,-0.9349,140,-0.5184,222,0.31458,232,0.47999
ENSG00000184677,ZBTB40,9,-0.4545,14,0.28351,9,-0.4508,14,0.41414
ENSG00000133216,EPHB2,4,-1.5446,17,0.73210,14,0.39238,10,-0.2159
ENSG00000004487,KDM1A,26,-1.2391,77,0.55463,38,-0.7532,76,0.72595
ENSG00000169641,LUZP1,90,-1.2197,308,0.92430,214,0.25975,159,-0.3712
ENSG00000125944,HNRNPR,102,-0.3832,169,0.51881,110,-0.2729,131,0.07702
ENSG00000125945,ZNF436,7,-0.9480,10,-0.4608,11,-0.2045,18,0.87760
ENSG00000088280,ASAP3,9,-0.2701,7,-0.6804,14,0.62663,10,-0.0482
ENSG00000142676,RPL11,470,0.75116,148,-1.2375,314,-0.0020,319,0.03460
ENSG00000011007,ELOA,26,-0.1430,32,0.21329,26,-0.1296,29,0.05396
ENSG00000057757,PITHD1,89,-0.9652,103,-0.7244,201,0.50446,188,0.41255
ENSG00000011009,LYPLA2,22,-0.1272,15,-0.7271,28,0.35995,25,0.14793
ENSG00000117308,GALE,7,-0.9919,8,-0.8825,16,0.33484,18,0.63885
ENSG00000117305,HMGCL,15,0.47380,8,-0.6715,6,-1.0408,15,0.73557
ENSG00000179163,FUCA1,4,-1.3274,5,-1.1884,11,0.11576,15,1.04381
ENSG00000189266,PNRC2,51,-0.1498,61,0.17559,41,-0.5501,65,0.39252
ENSG00000188529,SRSF10,51,-0.5648,94,0.48537,75,0.07587,69,-0.0931
ENSG00000001460,STPG1,7,-0.4676,12,0.40649,6,-0.8711,12,0.59854
ENSG00000001461,NIPAL3,51,-1.3436,128,0.18646,161,0.71511,106,-0.1714
ENSG00000133226,SRRM1,153,-0.0911,308,1.25608,138,-0.3047,110,-0.7947
ENSG00000169504,CLIC4,45,1.10226,13,-1.0344,24,-0.1031,22,-0.2777
ENSG00000117614,SYF2,129,0.28325,128,0.25990,92,-0.3491,106,-0.0886
ENSG00000117616,RSRP1,41,-0.9080,121,1.01919,52,-0.5693,74,0.11240
ENSG00000183726,TMEM50A,51,-0.4821,52,-0.4313,57,-0.3174,91,0.74933
ENSG00000204178,MACO1,29,-1.1091,103,1.12306,48,-0.3408,55,-0.0730
ENSG00000117643,MAN1C1,43,0.27075,22,-0.8864,17,-1.3711,57,1.12402
ENSG00000162430,SELENON,30,0.64556,14,-0.6309,17,-0.3467,22,0.15486
ENSG00000117640,MTFR1L,40,-0.4673,37,-0.6002,51,-0.0734,69,0.63943
ENSG00000117632,STMN1,570,-1.2438,1108,-0.1535,1548,0.51603,1326,0.21412
ENSG00000158008,EXTL1,47,0.22760,30,-0.5244,47,0.26268,39,-0.0894
ENSG00000175087,PDIK1L,6,-1.6202,16,-0.0006,26,0.95265,15,-0.2125
ENSG00000142684,ZNF593,14,-0.6381,18,-0.2387,19,-0.1821,27,0.62333
ENSG00000142669,SH3BGRL3,136,-0.0064,72,-1.0634,169,0.44319,144,0.13193
ENSG00000158062,UBXN11,24,0.79325,7,-1.2059,11,-0.5633,18,0.41069
ENSG00000117682,DHDDS,9,-1.1959,14,-0.4640,23,0.44145,22,0.43254
ENSG00000198830,HMGN2,155,0.54668,86,-0.4902,87,-0.5296,130,0.29505
ENSG00000117713,ARID1A,70,-0.1020,95,0.45583,64,-0.2874,73,-0.0237
ENSG00000204160,ZDHHC18,12,-0.4572,9,-0.8693,22,0.72955,15,0.03229
ENSG00000142751,GPN2,13,-0.5429,21,0.29965,12,-0.6870,22,0.59905
ENSG00000090273,NUDC,192,0.05410,142,-0.4594,163,-0.2642,223,0.43285
ENSG00000253368,TRNP1,27,-0.8257,33,-0.5073,55,0.39622,52,0.35914
ENSG00000090020,SLC9A1,8,-1.2845,19,0.08096,24,0.49025,20,0.10762
ENSG00000142784,WDTC1,36,0.67983,23,-0.1317,24,-0.0409,20,-0.4033
ENSG00000186501,TMEM222,34,0.11182,17,-1.0503,34,0.11206,37,0.34797
ENSG00000158195,WASF2,64,1.30794,47,0.67501,19,-0.9683,20,-0.9988
ENSG00000126705,AHDC1,43,-0.1459,67,0.66205,44,-0.1146,40,-0.3110
ENSG00000126709,IFI6,62,-0.5786,60,-0.6183,78,-0.1919,119,0.78933
ENSG00000009780,FAM76A,13,-0.6170,23,0.30522,17,-0.2236,22,0.31162
ENSG00000117758,STX12,51,-1.0154,97,0.05744,94,0.01475,113,0.44994
ENSG00000117751,PPP1R8,28,0.12048,20,-0.4365,21,-0.3498,31,0.44202
ENSG00000117748,RPA2,25,-0.5947,19,-1.0982,28,-0.4990,57,1.20215
ENSG00000158161,EYA3,8,-0.5860,15,0.51248,8,-0.4988,13,0.34543
ENSG00000126698,DNAJC8,177,-0.2466,250,0.36754,189,-0.1425,205,0.01384
ENSG00000130770,ATP5IF1,266,-0.5286,206,-0.9465,324,-0.2227,519,0.92241
ENSG00000204138,PHACTR4,41,0.53776,47,0.79270,29,-0.1260,18,-0.9986
ENSG00000180098,TRNAU1AP,13,-0.0769,13,-0.0733,11,-0.3691,16,0.38062
ENSG00000120656,TAF12,14,0.10994,14,0.05454,7,-1.0538,17,0.61124
ENSG00000162419,GMEB1,10,-0.3379,14,0.17070,13,0.13427,12,-0.0301
ENSG00000198492,YTHDF2,51,-0.9787,102,0.17323,101,0.17168,102,0.23045
ENSG00000116329,OPRD1,5,-1.3813,23,1.22062,9,-0.4693,12,0.02148
ENSG00000159023,EPB41,12,-0.6880,36,1.22525,16,-0.2898,16,-0.4003
ENSG00000116350,SRSF4,72,-0.1798,104,0.48222,77,-0.0795,74,-0.1677
ENSG00000116353,MECR,17,-0.5922,18,-0.5485,22,-0.2177,34,0.78318
ENSG00000060656,PTPRU,11,-0.4983,10,-0.7426,21,0.62371,16,0.10487
ENSG00000162512,SDC3,92,0.50290,71,0.02226,53,-0.5301,71,0.04097
ENSG00000134644,PUM1,124,-0.4974,224,0.54425,185,0.21328,144,-0.3051
ENSG00000121766,ZCCHC17,84,-0.5953,123,0.06101,112,-0.1251,140,0.38725
ENSG00000121769,FABP3,26,-1.2564,29,-1.0724,67,0.38029,75,0.75730
ENSG00000162517,PEF1,36,-0.8642,44,-0.5172,52,-0.2692,86,0.91993
ENSG00000084636,COL16A1,22,-0.1548,31,0.42655,20,-0.3797,25,0.10045
ENSG00000121753,ADGRB2,136,-0.4380,132,-0.4912,180,0.04605,215,0.47972
ENSG00000184007,PTP4A2,187,0.07672,211,0.29292,208,0.30040,138,-0.5535
ENSG00000121774,KHDRBS1,111,-0.1449,116,-0.0741,106,-0.2496,139,0.33325
ENSG00000121775,TMEM39B,9,-0.3214,12,0.22948,9,-0.3675,12,0.32461
ENSG00000025800,KPNA6,56,-0.9086,100,0.05840,111,0.27911,104,0.18320
ENSG00000084652,TXLNA,20,-0.2948,26,0.11758,22,-0.1265,26,0.20251
ENSG00000160050,CCDC28B,13,-0.0413,7,-1.0815,9,-0.6475,20,1.00517
ENSG00000084623,EIF3I,56,-0.6813,64,-0.4640,83,-0.0017,107,0.61701
ENSG00000175130,MARCKSL1,169,0.93671,70,-0.6395,108,0.08780,82,-0.4720
ENSG00000160058,BSDC1,45,-0.2118,44,-0.2406,52,0.06417,55,0.21676
ENSG00000160062,ZBTB8A,16,0.08371,15,0.05050,13,-0.2281,16,0.09986
ENSG00000176261,ZBTB8OS,29,0.02106,22,-0.4216,24,-0.3397,35,0.48936
ENSG00000162521,RBBP4,85,-0.1785,116,0.37024,60,-0.8241,114,0.44741
ENSG00000162522,KIAA1522,28,0.84335,17,-0.0969,13,-0.5274,16,-0.1724
ENSG00000134684,YARS,48,-1.1654,68,-0.6088,117,0.37839,122,0.54675
ENSG00000116497,S100PBP,14,0.49232,13,0.40795,6,-0.8406,10,-0.0164
ENSG00000160097,FNDC5,17,-1.0361,28,-0.2755,47,0.79248,32,-0.0644
ENSG00000121905,HPCA,100,-0.7316,89,-0.9168,206,0.61257,174,0.29562
ENSG00000121900,TMEM54,28,0.62898,10,-1.1699,16,-0.3692,24,0.39688
ENSG00000116514,RNF19B,6,-0.9361,13,0.15254,9,-0.4931,16,0.73512
ENSG00000004455,AK2,28,0.15527,24,-0.0821,26,0.06244,24,-0.1065
ENSG00000142920,AZIN2,11,-0.7182,9,-0.9174,25,0.89747,17,0.00515
ENSG00000160094,ZNF362,18,0.14607,16,-0.0531,12,-0.6364,20,0.41178
ENSG00000134686,PHC2,45,0.18384,37,-0.1432,45,0.18620,37,-0.2021
ENSG00000121904,CSMD2,9,-0.3191,22,1.32636,9,-0.4879,8,-0.5553
ENSG00000163866,SMIM12,34,-0.6266,33,-0.7052,48,-0.0590,67,0.74704
ENSG00000116544,DLGAP3,79,1.49256,26,-0.5945,22,-0.9671,33,-0.2403
ENSG00000163867,ZMYM6,16,-0.7794,31,0.32929,18,-0.6396,33,0.65206
ENSG00000116560,SFPQ,153,-0.4387,368,1.20248,151,-0.5029,169,-0.3366
ENSG00000146463,ZMYM4,48,-0.5909,115,1.01106,63,-0.1247,57,-0.3727
ENSG00000142687,KIAA0319L,45,-0.3860,64,0.20735,54,-0.1235,62,0.18870
ENSG00000020129,NCDN,247,-0.8188,215,-1.0395,281,-0.6661,661,1.38877
ENSG00000126067,PSMB2,52,-0.8288,61,-0.5671,95,0.20239,108,0.55835
ENSG00000142686,C1orf216,46,-1.0725,56,-0.7719,101,0.26340,117,0.68542
ENSG00000134698,AGO4,12,-0.2257,19,0.58683,14,0.10110,11,-0.3929
ENSG00000092847,AGO1,30,-0.4421,48,0.35764,46,0.31446,34,-0.2816
ENSG00000126070,AGO3,39,-0.4023,84,0.97978,41,-0.3654,45,-0.2412
ENSG00000116863,ADPRHL2,8,-0.9204,8,-1.0782,16,0.11917,21,0.86674
ENSG00000054116,TRAPPC3,29,-0.2708,24,-0.5607,28,-0.3534,45,0.73013
ENSG00000116871,MAP7D1,121,-0.4133,120,-0.4269,161,0.09366,181,0.39695
ENSG00000054118,THRAP3,114,-0.4619,248,0.96267,123,-0.3704,137,-0.1881
ENSG00000196182,STK40,18,0.37179,11,-0.4591,18,0.38409,12,-0.3541
ENSG00000181817,LSM10,18,-0.6803,10,-1.5208,32,0.31570,37,0.73888
ENSG00000116885,OSCP1,11,-0.6634,7,-1.1989,13,-0.3738,25,1.18027
ENSG00000116898,MRPS15,31,-0.3280,20,-1.0308,36,-0.1197,52,0.77815
ENSG00000163873,GRIK3,5,-2.0870,21,0.19125,38,1.58569,11,-1.0322
ENSG00000163875,MEAF6,62,-0.9896,108,-0.0532,131,0.32245,124,0.24481
ENSG00000163877,SNIP1,10,-0.6425,15,0.08231,14,-0.0895,17,0.36730
ENSG00000134697,GNL2,14,-0.7142,27,0.35706,22,-0.0525,24,0.18371
ENSG00000116922,C1orf109,10,-0.7904,14,-0.3495,22,0.57873,17,0.09271
ENSG00000183317,EPHA10,5,-1.1836,10,-0.0123,10,0.04018,13,0.52980
ENSG00000185090,MANEAL,13,-0.8331,12,-0.9254,27,0.47243,27,0.47185
ENSG00000196449,YRDC,6,-0.8551,6,-0.9693,9,-0.2856,16,1.11669
ENSG00000197982,C1orf122,159,0.75444,47,-1.3241,95,-0.2085,117,0.22721
ENSG00000188786,MTF1,20,0.57505,18,0.36399,12,-0.3926,12,-0.3692
ENSG00000183431,SF3A3,34,-0.4078,54,0.43410,30,-0.6502,51,0.41697
ENSG00000183520,UTP11,35,-0.1394,52,0.53865,28,-0.5783,41,0.14597
ENSG00000185668,POU3F1,12,-0.4641,15,-0.0771,13,-0.4476,21,0.64330
ENSG00000116954,RRAGC,36,-0.3618,48,0.12167,33,-0.5700,56,0.55401
ENSG00000174574,AKIRIN1,58,-0.4949,69,-0.2109,77,-0.0249,93,0.42076
ENSG00000168653,NDUFS5,469,-0.0437,266,-0.9918,480,-0.0023,595,0.51627
ENSG00000127603,MACF1,401,0.22929,843,1.78773,141,-1.6149,242,-0.7768
ENSG00000090621,PABPC4,67,0.24172,67,0.25737,65,0.22494,44,-0.5744
ENSG00000116983,HPCAL4,319,0.42951,267,0.10922,186,-0.5643,259,0.06425
ENSG00000084072,PPIE,17,-0.7317,24,-0.1336,24,-0.1957,34,0.61598
ENSG00000168389,MFSD2A,23,1.00701,16,0.28810,15,0.16493,7,-1.3621
ENSG00000131236,CAP1,134,-0.0533,119,-0.2649,124,-0.2082,161,0.35639
ENSG00000131238,PPT1,111,-0.2440,96,-0.4880,104,-0.3991,170,0.71399
ENSG00000117000,RLF,12,-1.4443,73,1.80958,19,-0.8654,26,-0.3071
ENSG00000259943,AL050341.2,8,-0.8491,10,-0.5507,15,0.11958,19,0.62820
ENSG00000084073,ZMPSTE24,25,-0.7065,37,-0.0803,46,0.36158,41,0.10914
ENSG00000084070,SMAP2,71,-1.1740,211,0.69625,125,-0.2802,163,0.28029
ENSG00000117016,RIMS3,239,0.40912,136,-0.5776,164,-0.2966,215,0.27421
ENSG00000066136,NFYC,24,-0.5271,29,-0.2106,37,0.23548,37,0.21655
ENSG00000179862,CITED4,7,-0.7824,7,-0.7253,11,-0.1955,17,0.92520
ENSG00000171793,CTPS1,8,-0.9630,12,-0.2922,14,0.00467,19,0.63810
ENSG00000010803,SCMH1,9,-0.2158,13,0.34705,14,0.60016,7,-0.7273
ENSG00000127124,HIVEP3,19,-0.3470,34,0.63463,33,0.68978,14,-1.0366
ENSG00000198815,FOXJ3,36,-0.9573,47,-0.5317,89,0.68484,69,0.14972
ENSG00000177181,RIMKLA,38,-0.8184,72,0.27031,72,0.32094,61,-0.0369
ENSG00000127125,PPCS,40,-0.1594,42,-0.0473,37,-0.2873,50,0.35360
ENSG00000186409,CCDC30,52,0.14568,101,1.49503,32,-0.7438,30,-0.8988
ENSG00000171960,PPIH,10,-0.0504,6,-0.6968,10,0.02173,12,0.38328
ENSG00000065978,YBX1,139,0.97157,66,-0.3855,73,-0.2554,71,-0.3331
ENSG00000164008,C1orf50,18,0.11060,11,-0.7070,16,-0.0692,19,0.36162
ENSG00000177868,SVBP,30,0.11268,30,0.16175,20,-0.6448,32,0.30453
ENSG00000117394,SLC2A1,73,0.89286,34,-0.4652,45,-0.0155,37,-0.4242
ENSG00000117395,EBNA1BP2,39,-0.9523,70,0.00536,59,-0.3081,92,0.70427
ENSG00000066322,ELOVL1,15,0.15565,11,-0.3163,16,0.27444,13,-0.1618
ENSG00000159479,MED8,13,-0.5479,16,-0.2308,15,-0.3371,24,0.69147
ENSG00000198198,SZT2,12,0.06522,20,1.08271,7,-0.8899,10,-0.2601
ENSG00000142949,PTPRF,96,0.08826,74,-0.3568,61,-0.7405,120,0.67878
ENSG00000066135,KDM4A,17,-0.1235,21,0.25584,17,-0.0860,18,-0.0238
ENSG00000126091,ST3GAL3,30,-0.0566,28,-0.1554,28,-0.2141,35,0.30207
ENSG00000117408,IPO13,34,-0.2006,23,-0.8577,41,0.12883,47,0.44735
ENSG00000132768,DPH2,10,-0.0267,12,0.22782,7,-0.7222,12,0.39609
ENSG00000117410,ATP6V0B,150,-1.1101,183,-0.7858,298,0.04384,412,0.88639
