Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000162426,SLC45A1,22,-0.2778,24,-0.1641,37,0.83468,17,-0.6955,20,-0.4341,18,-0.5679
ENSG00000142599,RERE,141,-0.2512,135,-0.3189,155,-0.1251,231,0.58040,130,-0.3818,211,0.41894
ENSG00000074800,ENO1,938,1.36996,364,-0.2885,473,0.19927,263,-0.8023,285,-0.6763,208,-1.1632
ENSG00000171612,SLC25A33,107,2.27491,24,-0.4972,22,-0.7709,10,-1.7920,15,-1.2296,37,0.21391
ENSG00000171603,CLSTN1,387,-1.0530,561,-0.4738,1004,0.73813,529,-0.5666,943,0.37859,587,-0.4029
ENSG00000178585,CTNNBIP1,54,0.81462,33,-0.0182,28,-0.3963,27,-0.3169,15,-1.1842,53,0.81108
ENSG00000162441,LZIC,97,0.90790,47,-0.3317,49,-0.3322,56,-0.0421,42,-0.5033,69,0.31074
ENSG00000130939,UBE4B,26,-0.6898,30,-0.4669,43,0.14218,54,0.46831,43,0.09158,42,0.05801
ENSG00000054523,KIF1B,359,-0.5698,422,-0.3143,386,-0.6030,690,0.50399,628,0.34181,837,0.84521
ENSG00000142657,PGD,57,-0.0390,60,0.05506,73,0.54455,48,-0.3103,46,-0.3993,38,-0.6976
ENSG00000241563,CORT,38,0.25208,38,0.23382,36,0.22666,14,-1.2915,14,-1.3399,50,0.71291
ENSG00000160049,DFFA,58,-0.1277,61,-0.0477,46,-0.6460,109,0.95544,55,-0.2031,80,0.39861
ENSG00000142655,PEX14,13,-0.5373,14,-0.4738,30,1.20188,6,-1.8049,11,-0.9027,19,0.02590
ENSG00000120948,TARDBP,81,-0.1637,77,-0.2433,105,0.39325,92,0.06095,98,0.15435,51,-0.8890
ENSG00000116649,SRM,73,0.63888,60,0.30912,60,0.45059,20,-1.3922,27,-0.9811,39,-0.3946
ENSG00000171824,EXOSC10,34,0.28429,15,-1.0095,31,0.21484,47,0.84314,25,-0.2096,14,-1.1344
ENSG00000198793,MTOR,41,-0.0996,33,-0.4152,51,0.37792,37,-0.2641,44,0.03831,39,-0.1615
ENSG00000116661,FBXO2,457,2.03900,113,-0.4961,151,-0.0404,43,-1.9827,98,-0.7215,68,-1.2938
ENSG00000132879,FBXO44,51,-0.9868,83,-0.2297,143,1.09442,34,-1.6132,83,-0.2251,83,-0.2233
ENSG00000116670,MAD2L2,35,1.41018,7,-1.3143,18,0.32410,12,-0.3926,11,-0.5690,7,-1.2797
ENSG00000177000,MTHFR,30,0.23856,17,-0.7034,22,-0.3584,30,0.22800,32,0.36153,33,0.39235
ENSG00000011021,CLCN6,53,-0.7006,118,0.60916,95,0.35600,47,-0.8953,70,-0.2490,84,0.02984
ENSG00000116685,KIAA2013,33,-0.1120,37,0.07720,42,0.40398,22,-0.7456,26,-0.4760,39,0.16527
ENSG00000083444,PLOD1,29,0.54320,32,0.71654,24,0.28011,18,-0.2682,11,-0.9502,7,-1.7330
ENSG00000116688,MFN2,74,-0.8951,123,-0.0878,164,0.57883,75,-0.8851,119,-0.1413,158,0.31711
ENSG00000048707,VPS13D,57,-0.4798,68,-0.1817,63,-0.4074,125,0.83991,90,0.26470,82,0.11059
ENSG00000162496,DHRS3,86,2.98414,4,-2.4557,10,-1.2422,12,-0.8107,11,-0.8851,15,-0.4511
ENSG00000116731,PRDM2,92,-1.6466,211,-0.3617,176,-0.8393,358,0.51453,470,1.00340,450,0.92247
ENSG00000189337,KAZN,61,-0.2111,75,0.11969,59,-0.3581,83,0.29739,77,0.17029,83,0.29466
ENSG00000142634,EFHD2,33,-1.6799,125,0.43230,115,0.42480,57,-0.8387,103,0.10068,110,0.22154
ENSG00000116138,DNAJC16,21,-1.1332,36,-0.2898,51,0.42227,38,-0.1962,64,0.68137,31,-0.5080
ENSG00000197312,DDI2,15,-1.8190,61,0.37194,48,-0.0123,58,0.29555,46,-0.0959,64,0.46779
ENSG00000116786,PLEKHM2,102,-0.4280,224,0.90338,119,-0.2408,112,-0.2684,87,-0.6675,178,0.49752
ENSG00000065526,SPEN,132,-0.6003,132,-0.5985,83,-1.6249,422,1.40896,284,0.66946,314,0.84896
ENSG00000116809,ZBTB17,35,0.61530,26,0.15712,25,0.10712,17,-0.4920,16,-0.6088,21,-0.1706
ENSG00000037637,FBXO42,19,-0.2960,27,0.20720,26,0.24226,20,-0.2333,20,-0.2118,23,-0.0543
ENSG00000055070,SZRD1,64,1.41214,24,-0.3073,22,-0.5152,24,-0.3062,31,0.10404,20,-0.5538
ENSG00000159363,ATP13A2,54,-0.9173,139,0.61793,119,0.51647,65,-0.6345,80,-0.3088,77,-0.3573
ENSG00000117118,SDHB,58,0.15800,74,0.57219,68,0.64144,19,-1.5448,40,-0.4350,26,-1.1210
ENSG00000117115,PADI2,159,2.42049,28,-0.7794,19,-1.6800,60,0.45186,13,-1.8965,48,0.08614
ENSG00000179051,RCC2,12,-1.1552,23,-0.1400,36,0.92871,29,0.20828,17,-0.6416,13,-1.0101
ENSG00000117154,IGSF21,35,-0.5769,72,0.62396,61,0.47701,22,-1.2635,49,-0.0279,39,-0.3942
ENSG00000159423,ALDH4A1,36,0.99628,25,0.36353,19,-0.1070,11,-0.9026,4,-2.4230,27,0.50177
ENSG00000127481,UBR4,23,-1.0131,17,-1.5235,25,-1.1414,112,1.67079,66,0.65551,63,0.58432
ENSG00000127463,EMC1,32,-0.3607,35,-0.2242,53,0.72606,31,-0.3963,43,0.10987,19,-1.1285
ENSG00000053372,MRTO4,31,-0.5091,43,0.02687,52,0.50269,38,-0.1814,29,-0.6028,42,-0.0082
ENSG00000053371,AKR7A2,84,2.02440,17,-0.7980,25,-0.2482,14,-1.0422,8,-1.8126,26,-0.1091
ENSG00000077549,CAPZB,148,-0.0425,114,-0.4599,193,0.59946,123,-0.3396,140,-0.1397,112,-0.5009
ENSG00000173436,MICOS10,341,0.35659,566,1.27140,264,-0.0964,133,-1.1503,126,-1.2274,246,-0.1867
ENSG00000158747,NBL1,112,-0.5512,156,-0.0207,212,0.75314,80,-1.0694,130,-0.3127,149,-0.0939
ENSG00000169914,OTUD3,8,-1.5241,17,-0.3388,28,0.66884,24,0.19333,18,-0.2969,20,-0.0888
ENSG00000162545,CAMK2N1,2601,0.62975,2040,0.21210,1907,0.14053,1157,-0.7058,1218,-0.6248,1632,-0.1569
ENSG00000090432,MUL1,24,0.36153,6,-1.6455,20,0.08612,23,0.29653,19,-0.0581,22,0.21503
ENSG00000158828,PINK1,286,-0.4893,532,0.53590,463,0.43979,186,-1.1598,337,-0.2246,367,-0.0899
ENSG00000244038,DDOST,36,0.70126,14,-0.7805,33,0.90398,13,-0.9617,16,-0.5919,9,-1.4131
ENSG00000117245,KIF17,4,-2.9363,72,1.57036,28,-0.1297,10,-1.7004,34,0.21073,35,0.25508
ENSG00000189410,SH2D5,20,-1.3589,48,-0.0199,68,0.87198,27,-0.9117,61,0.40009,27,-0.8984
ENSG00000127483,HP1BP3,263,-0.3350,169,-1.0308,262,-0.4560,457,0.58788,442,0.52970,468,0.62845
ENSG00000075151,EIF4G3,123,-1.2809,223,-0.3552,196,-0.7309,348,0.37873,574,1.28481,364,0.45386
ENSG00000117298,ECE1,55,1.88406,7,-1.5280,12,-1.0133,40,1.22166,5,-1.9699,15,-0.4727
ENSG00000076864,RAP1GAP,35,-1.7776,133,0.29233,162,0.98158,69,-0.7688,95,-0.2560,76,-0.6280
ENSG00000090686,USP48,61,-0.4796,71,-0.2294,55,-0.8273,156,1.10923,130,0.78049,74,-0.1632
ENSG00000070831,CDC42,151,-0.1997,159,-0.1164,216,0.59218,117,-0.6050,159,-0.1159,130,-0.4332
ENSG00000004487,KDM1A,44,-0.8950,44,-0.9111,93,0.45052,89,0.23794,115,0.66533,49,-0.7430
ENSG00000169641,LUZP1,51,-2.3582,216,-0.1693,189,-0.5122,203,-0.2672,495,1.28605,382,0.80375
ENSG00000125944,HNRNPR,116,-0.3829,134,-0.1471,122,-0.4067,191,0.44560,221,0.69644,146,-0.0055
ENSG00000142676,RPL11,765,1.27591,547,0.65887,314,-0.3683,198,-0.9965,201,-0.9762,318,-0.2520
ENSG00000011007,ELOA,35,0.11902,34,0.07644,21,-0.9413,54,0.86306,27,-0.3040,49,0.68480
ENSG00000057757,PITHD1,95,-0.8760,213,0.43439,220,0.75423,91,-0.9366,146,-0.1864,107,-0.6776
ENSG00000011009,LYPLA2,17,-0.4647,20,-0.1962,36,1.25673,5,-2.1415,18,-0.3552,13,-0.8295
ENSG00000189266,PNRC2,77,0.50714,45,-0.3927,61,0.15562,35,-0.7531,64,0.19511,52,-0.1537
ENSG00000188529,SRSF10,82,0.10735,57,-0.4735,71,-0.1586,121,0.77826,80,0.08127,58,-0.4334
ENSG00000001461,NIPAL3,96,-0.5674,122,-0.1868,102,-0.6152,205,0.68668,143,0.07942,220,0.81648
ENSG00000133226,SRRM1,164,-0.4063,134,-0.7233,119,-1.1535,445,1.32830,301,0.60449,283,0.50117
ENSG00000169504,CLIC4,97,2.19989,21,-0.5641,15,-1.3726,33,0.15569,9,-1.8691,37,0.33395
ENSG00000117614,SYF2,174,0.26497,152,0.03790,100,-0.8262,207,0.56053,149,0.00650,206,0.55256
ENSG00000117616,RSRP1,64,-0.0705,34,-1.0783,70,0.10378,187,1.88754,28,-1.3841,14,-2.3534
ENSG00000183726,TMEM50A,86,0.46703,68,0.06535,76,0.36302,47,-0.5382,58,-0.1934,36,-0.9495
ENSG00000204178,MACO1,35,-1.1652,41,-0.8914,63,-0.3071,109,0.67864,117,0.80936,91,0.36844
ENSG00000117643,MAN1C1,39,-0.2844,32,-0.6059,66,0.94410,36,-0.3845,35,-0.4583,30,-0.7053
ENSG00000162430,SELENON,49,1.16692,19,-0.4238,27,0.16153,20,-0.3978,17,-0.5868,15,-0.8246
ENSG00000117640,MTFR1L,66,-0.1881,61,-0.3201,98,0.72936,52,-0.5490,50,-0.6271,67,-0.1565
ENSG00000117632,STMN1,455,-1.5031,1684,0.59363,1335,0.28281,822,-0.5907,1507,0.40120,1019,-0.2480
ENSG00000158008,EXTL1,22,-0.9608,47,0.24149,51,0.53509,39,-0.0960,47,0.21548,20,-1.1145
ENSG00000142684,ZNF593,34,-0.2562,43,0.15819,51,0.67057,21,-0.9664,30,-0.4257,32,-0.3164
ENSG00000142669,SH3BGRL3,169,0.57766,137,0.21372,120,-0.0158,62,-1.0484,90,-0.4609,146,0.31707
ENSG00000158062,UBXN11,19,-0.1504,29,0.56187,25,0.43844,8,-1.5118,17,-0.3100,18,-0.1749
ENSG00000117682,DHDDS,16,-0.0880,16,-0.0806,22,0.54320,18,0.07639,6,-1.4835,16,-0.1151
ENSG00000198830,HMGN2,416,1.41558,98,-1.0403,186,-0.0315,173,-0.1353,131,-0.5851,131,-0.5807
ENSG00000117713,ARID1A,137,0.57271,72,-0.4877,91,-0.1447,117,0.29640,104,0.10018,77,-0.3876
ENSG00000204160,ZDHHC18,9,-1.3562,15,-0.6297,32,0.79255,29,0.37808,21,-0.1803,15,-0.6310
ENSG00000142751,GPN2,17,-0.5715,11,-1.2178,27,0.15924,22,-0.1929,34,0.50254,35,0.55851
ENSG00000090273,NUDC,219,-0.2625,366,0.59521,260,0.01784,232,-0.1737,215,-0.2916,250,-0.0501
ENSG00000253368,TRNP1,30,-0.7920,67,0.52382,61,0.50748,35,-0.5485,32,-0.6985,48,-0.0240
ENSG00000090020,SLC9A1,16,-0.7880,30,0.16184,34,0.51360,11,-1.4424,40,0.65047,20,-0.5074
ENSG00000142784,WDTC1,35,-0.0456,56,0.73494,39,0.13550,28,-0.4155,34,-0.0857,21,-0.8447
ENSG00000186501,TMEM222,26,-0.8655,45,0.02257,55,0.53547,66,0.66243,21,-1.1456,32,-0.5240
ENSG00000158195,WASF2,113,1.60754,27,-0.8686,14,-2.1685,73,0.76808,41,-0.1987,74,0.80758
ENSG00000126705,AHDC1,26,-1.2605,47,-0.3231,56,-0.0544,82,0.59824,60,0.06037,77,0.49491
ENSG00000126709,IFI6,109,0.42479,74,-0.2333,94,0.22939,53,-0.7518,88,0.05867,75,-0.2078
ENSG00000009780,FAM76A,14,-0.8820,21,-0.2508,27,0.19347,32,0.46112,26,0.10740,23,-0.1191
ENSG00000117758,STX12,118,0.19411,136,0.42506,111,0.13329,71,-0.6249,109,0.05976,73,-0.5784
ENSG00000117751,PPP1R8,27,-0.2052,32,0.07914,41,0.75456,19,-0.7345,19,-0.7747,24,-0.3715
ENSG00000117748,RPA2,48,0.17622,34,-0.4036,58,0.74167,30,-0.5744,37,-0.2629,24,-0.9509
ENSG00000126698,DNAJC8,219,-0.2383,221,-0.2200,192,-0.5928,293,0.24165,370,0.64406,347,0.53136
ENSG00000130770,ATP5IF1,317,-0.0916,365,0.13761,413,0.51197,192,-0.8920,298,-0.1955,275,-0.3230
ENSG00000204138,PHACTR4,44,0.66988,9,-1.7857,16,-1.1804,68,1.48041,40,0.52094,26,-0.2002
ENSG00000180098,TRNAU1AP,21,0.04306,27,0.43689,24,0.40693,21,-0.0067,14,-0.6499,9,-1.1969
ENSG00000198492,YTHDF2,52,-1.0165,102,0.03758,116,0.36706,86,-0.2393,133,0.47873,76,-0.4288
ENSG00000159023,EPB41,15,-0.8443,17,-0.6810,18,-0.7197,55,1.32011,42,0.83307,23,-0.1845
ENSG00000116350,SRSF4,74,-0.1428,67,-0.3141,60,-0.6455,150,1.06699,72,-0.1910,106,0.45306
ENSG00000116353,MECR,13,-0.9148,26,0.16028,33,0.84852,11,-1.1495,23,-0.0180,16,-0.5582
ENSG00000162512,SDC3,275,0.88731,144,-0.2158,163,-0.0121,126,-0.4308,160,-0.0469,120,-0.5109
ENSG00000134644,PUM1,108,-0.8954,196,0.04541,179,-0.1427,229,0.30931,240,0.38805,214,0.19065
ENSG00000121766,ZCCHC17,84,-0.9338,162,0.11080,155,0.04765,132,-0.2247,217,0.60437,154,0.02152
ENSG00000121769,FABP3,20,-1.9761,83,0.19469,92,0.52984,33,-1.2571,98,0.47333,82,0.16879
ENSG00000162517,PEF1,45,-0.7240,71,-0.0027,88,0.52820,50,-0.5793,75,0.09090,64,-0.1739
ENSG00000084636,COL16A1,57,1.07954,13,-1.3611,31,0.01539,50,0.85652,17,-0.9499,15,-1.0738
ENSG00000121753,ADGRB2,132,-0.6959,188,-0.1288,286,0.89207,143,-0.5709,159,-0.3978,148,-0.5130
ENSG00000184007,PTP4A2,245,-0.0315,217,-0.2281,200,-0.4838,269,0.12575,204,-0.3311,463,1.07720
ENSG00000121774,KHDRBS1,158,0.21649,121,-0.2260,164,0.41239,124,-0.1748,123,-0.1906,90,-0.6925
ENSG00000025800,KPNA6,58,-0.8762,68,-0.6342,89,-0.2936,120,0.28332,177,0.95744,122,0.30038
ENSG00000084652,TXLNA,24,-0.3047,40,0.52825,26,-0.2995,54,1.05022,25,-0.2430,14,-1.1176
ENSG00000160050,CCDC28B,30,0.79326,17,-0.1946,24,0.57773,9,-1.1163,20,0.07387,3,-2.4416
ENSG00000084623,EIF3I,103,0.12853,92,-0.0591,119,0.53918,67,-0.5639,100,0.08455,45,-1.1909
ENSG00000175130,MARCKSL1,543,1.92322,165,-0.2478,118,-1.0104,207,0.11848,73,-1.5114,200,0.06144
ENSG00000160058,BSDC1,49,-0.4947,66,-0.0154,74,0.25681,90,0.50721,65,-0.0417,40,-0.7981
ENSG00000160062,ZBTB8A,20,-0.2864,25,0.01608,25,0.06672,32,0.43082,24,0.00193,19,-0.4211
ENSG00000176261,ZBTB8OS,46,0.73453,46,0.75683,30,0.00702,17,-0.8794,16,-0.9518,23,-0.4191
ENSG00000162521,RBBP4,174,0.37814,88,-0.7333,143,0.08018,156,0.19586,158,0.22171,103,-0.4828
ENSG00000162522,KIAA1522,25,0.04357,38,0.71746,28,0.30268,29,0.23109,12,-1.1452,10,-1.3847
ENSG00000134684,YARS,66,-0.7269,117,0.20749,123,0.42116,84,-0.3385,123,0.28125,70,-0.6391
ENSG00000160097,FNDC5,19,-1.2601,62,0.64717,51,0.48754,19,-1.2497,38,-0.1725,45,0.12561
ENSG00000121905,HPCA,63,-1.1691,217,0.84629,200,1.12225,57,-1.3275,78,-0.8412,44,-1.7099
ENSG00000121900,TMEM54,52,0.30661,77,0.98107,44,0.03936,20,-1.2168,18,-1.3255,48,0.14777
ENSG00000116514,RNF19B,20,0.21847,6,-1.5573,25,0.90186,11,-0.7498,17,-0.0277,11,-0.6883
ENSG00000004455,AK2,52,1.04145,16,-0.9305,32,0.27560,25,-0.1948,21,-0.4916,18,-0.7333
ENSG00000160094,ZNF362,25,0.14436,15,-0.6586,22,-0.0204,21,-0.1291,23,0.00146,31,0.50265
ENSG00000134686,PHC2,54,0.00889,56,0.09409,61,0.33384,50,-0.0980,38,-0.5535,45,-0.2845
ENSG00000163866,SMIM12,28,-1.0866,80,0.57370,79,0.83289,36,-0.7434,47,-0.3233,29,-1.0648
ENSG00000116544,DLGAP3,68,0.76069,57,0.45385,46,0.11232,37,-0.2573,24,-0.9295,25,-0.8909
ENSG00000163867,ZMYM6,25,0.20606,10,-1.1400,26,0.44091,28,0.37887,21,-0.0995,13,-0.8283
ENSG00000116560,SFPQ,226,-0.3566,167,-0.8331,215,-0.5837,547,1.16169,334,0.28244,337,0.29671
ENSG00000146463,ZMYM4,52,-0.4675,78,0.18609,58,-0.4019,88,0.40661,73,0.07760,91,0.45803
ENSG00000142687,KIAA0319L,67,-0.0621,49,-0.5534,80,0.34347,64,-0.1340,65,-0.1120,70,0.02317
ENSG00000020129,NCDN,206,-1.2849,268,-0.8861,790,1.53219,236,-1.0804,447,-0.0702,207,-1.2841
ENSG00000126067,PSMB2,77,-0.1793,75,-0.2214,113,0.70092,57,-0.6437,81,-0.1011,57,-0.6439
ENSG00000142686,C1orf216,24,-1.9904,84,-0.0512,118,0.76820,54,-0.7609,92,0.09754,90,0.04413
ENSG00000134698,AGO4,20,0.19285,7,-1.3496,22,0.60312,39,1.43155,4,-2.0209,2,-2.9978
ENSG00000092847,AGO1,47,-0.0117,46,-0.0546,50,0.14318,59,0.36582,42,-0.2061,34,-0.5167
ENSG00000126070,AGO3,53,-0.1363,29,-1.0577,39,-0.8188,135,1.54591,57,-0.0176,68,0.29272
ENSG00000054116,TRAPPC3,36,-0.3337,48,0.10181,63,0.86590,33,-0.4929,33,-0.4827,21,-1.2135
ENSG00000116871,MAP7D1,137,-0.5534,205,0.09047,229,0.41149,179,-0.1306,175,-0.1651,166,-0.2537
ENSG00000054118,THRAP3,166,-0.3640,130,-0.7522,151,-0.6779,309,0.67512,340,0.84623,265,0.40514
ENSG00000196182,STK40,11,-0.7954,27,0.58990,19,0.00072,37,1.10941,14,-0.5249,7,-1.5689
ENSG00000181817,LSM10,36,0.08705,37,0.13423,40,0.40439,17,-1.0778,31,-0.1634,31,-0.1569
ENSG00000116885,OSCP1,9,-0.7643,14,-0.1914,22,0.88561,8,-1.0290,18,0.22232,9,-0.7716
ENSG00000116898,MRPS15,46,0.14219,51,0.32509,51,0.43882,22,-0.9996,29,-0.6041,37,-0.1955
ENSG00000163875,MEAF6,70,-0.8442,174,0.65155,131,0.23835,111,-0.1060,131,0.16560,69,-0.8531
ENSG00000163877,SNIP1,12,-0.8459,11,-1.0300,26,0.58983,41,1.16919,11,-0.9628,12,-0.8165
ENSG00000134697,GNL2,27,-0.1082,22,-0.4197,20,-0.7373,36,0.37313,52,1.04096,32,0.17072
ENSG00000185090,MANEAL,14,-0.8049,16,-0.6367,42,1.63071,12,-1.1083,15,-0.7040,9,-1.5218
ENSG00000197982,C1orf122,193,0.98820,182,0.87353,101,-0.1791,77,-0.5672,40,-1.5749,80,-0.5012
ENSG00000188786,MTF1,26,0.46239,8,-1.4194,13,-0.8747,34,0.96075,18,-0.0875,32,0.82738
ENSG00000183431,SF3A3,45,-0.2796,79,0.64151,51,-0.1076,35,-0.6787,67,0.34993,51,-0.0831
ENSG00000183520,UTP11,30,-0.4512,31,-0.3816,33,-0.4052,48,0.31872,65,0.84046,44,0.18665
ENSG00000116954,RRAGC,54,0.03678,49,-0.0983,50,-0.0967,57,0.14823,61,0.23934,48,-0.1501
ENSG00000174574,AKIRIN1,62,-0.5602,101,0.21682,101,0.31600,80,-0.1685,77,-0.2228,85,-0.0686
ENSG00000168653,NDUFS5,493,-0.2231,859,0.71529,653,0.35099,286,-1.0791,428,-0.4482,494,-0.2186
ENSG00000127603,MACF1,397,0.09729,228,-0.7941,170,-1.5473,992,1.78840,349,-0.1151,522,0.56079
ENSG00000090621,PABPC4,82,0.40316,51,-0.3677,46,-0.7266,98,0.70732,58,-0.1635,90,0.55087
ENSG00000116983,HPCAL4,276,-0.1788,293,-0.0824,335,0.19671,279,-0.1593,336,0.14231,276,-0.1797
