Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to11,Feature log2 fold change topic 6to11
ENSG00000116254,CHD5,500,1.00801,12,-4.5492,227,-0.2797,234,-0.2528,296,0.29204
ENSG00000116251,RPL22,488,-0.0437,862,0.88709,264,-0.9927,830,0.95039,375,-0.8047
ENSG00000116237,ICMT,6,-2.4357,16,-1.0521,18,-0.8730,37,0.23651,41,0.80185
ENSG00000097021,ACOT7,484,1.41525,37,-2.5927,61,-1.8752,87,-1.4273,257,0.76052
ENSG00000215788,TNFRSF25,6,-1.2406,0,-8.6146,22,0.68475,8,-0.9704,19,1.09096
ENSG00000171680,PLEKHG5,6,-1.4858,0,-8.8506,18,0.12833,20,0.25485,20,0.67587
ENSG00000162408,NOL9,6,-2.1059,23,-0.2096,41,0.72013,25,-0.0629,28,0.20768
ENSG00000162413,KLHL21,6,-2.1135,26,0.00963,35,0.46771,27,0.03848,28,0.19457
ENSG00000116273,PHF13,6,-1.4426,14,-0.2587,19,0.19964,15,-0.1956,19,0.45467
ENSG00000041988,THAP3,6,-1.3116,17,0.22716,0,-5.1567,10,-0.6812,20,1.18639
ENSG00000007923,DNAJC11,6,-2.3768,24,-0.4112,14,-1.1706,36,0.24643,38,0.69403
ENSG00000171735,CAMTA1,705,0.64437,140,-1.8518,458,-0.0534,389,-0.3422,522,0.32690
ENSG00000049245,VAMP3,6,-2.3011,166,3.33763,21,-0.5518,36,0.33662,10,-2.3140
ENSG00000049246,PER3,134,1.63820,60,0.24470,129,1.56353,40,-0.4221,27,-1.5809
ENSG00000116288,PARK7,106,-1.3538,165,-0.6807,169,-0.6466,376,0.71487,270,0.18089
ENSG00000116285,ERRFI1,6,-1.8870,17,-0.4583,34,0.69265,23,0.09021,24,0.17535
ENSG00000162426,SLC45A1,187,2.80067,7,-2.5683,19,-1.1926,17,-1.3896,34,-0.5369
ENSG00000142599,RERE,128,0.10336,127,0.08534,123,0.02808,124,0.05855,116,-0.1093
ENSG00000074800,ENO1,141,-1.5233,285,-0.4557,389,0.03027,492,0.46108,400,0.15251
ENSG00000171612,SLC25A33,6,-2.0720,10,-1.3779,41,0.78048,65,1.95365,15,-1.2812
ENSG00000171603,CLSTN1,995,0.50406,122,-2.6926,362,-1.0770,392,-1.0333,957,1.08077
ENSG00000178585,CTNNBIP1,6,-1.8959,25,0.15382,4,-2.5031,38,0.99446,23,0.02361
ENSG00000162441,LZIC,99,0.76760,138,1.33742,33,-0.9501,59,-0.0957,49,-0.6611
ENSG00000130939,UBE4B,6,-2.7382,46,0.22983,49,0.31310,34,-0.2654,45,0.40497
ENSG00000054523,KIF1B,862,0.81697,804,0.69905,554,0.09158,418,-0.3874,450,-0.4419
ENSG00000142657,PGD,113,1.10707,55,-0.0817,45,-0.3912,36,-0.8001,59,0.04053
ENSG00000241563,CORT,15028,9.67925,4,-8.2891,8,-7.4522,18,-6.4802,21,-7.0990
ENSG00000160049,DFFA,6,-3.0577,98,1.11105,96,1.06386,57,0.23803,39,-0.6700
ENSG00000142655,PEX14,6,-1.3422,10,-0.6823,5,-1.7296,20,0.50768,18,0.52981
ENSG00000120948,TARDBP,206,1.07631,115,0.11413,101,-0.0902,64,-0.8567,105,-0.0721
ENSG00000116649,SRM,85,0.71742,17,-1.7160,40,-0.4729,58,0.11510,57,0.13215
ENSG00000171824,EXOSC10,6,-2.2986,28,-0.0972,64,1.26917,22,-0.4934,31,0.10860
ENSG00000198793,MTOR,6,-2.7931,26,-0.6976,47,0.19813,37,-0.1859,51,0.70266
ENSG00000116661,FBXO2,6,-4.2677,58,-1.0543,96,-0.2931,222,1.26511,111,-0.1169
ENSG00000132879,FBXO44,231,1.87059,15,-2.4884,48,-0.7458,51,-0.7226,77,-0.0330
ENSG00000177000,MTHFR,6,-1.6862,17,-0.1979,39,1.11566,18,-0.1559,19,-0.0009
ENSG00000011021,CLCN6,96,0.68492,44,-0.5391,66,0.07740,51,-0.3484,64,0.04438
ENSG00000116685,KIAA2013,6,-2.4286,51,0.72673,56,0.87469,25,-0.4178,32,-0.0188
ENSG00000083444,PLOD1,6,-1.4691,19,0.23117,30,0.93935,13,-0.4286,17,0.07010
ENSG00000116688,MFN2,87,-0.3077,56,-0.9727,72,-0.6046,96,-0.1762,127,0.63461
ENSG00000048707,VPS13D,6,-3.5490,55,-0.3890,78,0.16509,59,-0.2884,86,0.73147
ENSG00000116731,PRDM2,262,0.02053,144,-0.9014,254,-0.0270,155,-0.8549,312,0.68299
ENSG00000189337,KAZN,6,-3.2459,125,1.31333,49,-0.2408,49,-0.2703,58,0.06686
ENSG00000142634,EFHD2,6,-3.8362,19,-2.2748,23,-1.9830,79,-0.1416,123,1.56687
ENSG00000116138,DNAJC16,249,2.78510,29,-0.9749,31,-0.8985,25,-1.2605,41,-0.8014
ENSG00000197312,DDI2,125,1.50882,28,-0.8885,41,-0.3401,24,-1.2425,53,0.13272
ENSG00000116786,PLEKHM2,182,0.65996,54,-1.2463,91,-0.4402,190,0.83966,104,-0.4367
ENSG00000065526,SPEN,99,-1.0193,307,0.76134,389,1.16923,124,-0.7433,179,-0.2211
ENSG00000116809,ZBTB17,6,-1.7979,30,0.54138,17,-0.3541,27,0.43563,21,-0.0239
ENSG00000037637,FBXO42,6,-1.6362,12,-0.6454,27,0.54719,12,-0.7957,23,0.74414
ENSG00000055070,SZRD1,6,-1.7652,50,1.49118,19,-0.0904,39,1.20653,12,-1.3034
ENSG00000219481,NBPF1,280,3.68292,73,0.79454,32,-0.5028,17,-1.5535,12,-2.7245
ENSG00000159363,ATP13A2,424,2.13504,28,-2.2383,22,-2.5945,111,-0.2258,115,-0.2740
ENSG00000117118,SDHB,6,-3.2124,41,-0.4729,25,-1.2085,75,0.52897,65,0.55359
ENSG00000117115,PADI2,9,-2.7087,371,3.87516,83,0.62149,48,-0.2648,10,-3.4201
ENSG00000179051,RCC2,6,-1.5998,26,0.53434,18,-0.0443,19,0.03805,19,0.12818
ENSG00000117154,IGSF21,6,-3.2913,15,-2.0279,6,-3.2602,58,-0.0315,84,1.53817
ENSG00000127481,UBR4,6,-2.9299,56,0.31111,99,1.27163,22,-1.2193,50,0.29234
ENSG00000127463,EMC1,6,-2.2302,23,-0.3207,36,0.40221,21,-0.5382,34,0.66541
ENSG00000053372,MRTO4,227,2.77222,19,-1.5037,20,-1.3885,38,-0.4847,36,-0.9312
ENSG00000053371,AKR7A2,6,-2.0363,41,0.81344,30,0.29008,37,0.73391,20,-0.5646
ENSG00000077549,CAPZB,95,-0.6506,120,-0.2954,82,-0.8744,121,-0.3100,175,0.70064
ENSG00000173436,MICOS10,193,-0.4795,170,-0.6778,124,-1.1544,493,1.21628,236,-0.3164
ENSG00000158747,NBL1,6,-3.9778,32,-1.6250,46,-1.1198,108,0.24042,123,1.03129
ENSG00000169914,OTUD3,6,-1.6447,5,-2.0429,18,-0.0517,14,-0.5334,25,1.12997
ENSG00000162545,CAMK2N1,511,-1.7091,1147,-0.4878,1728,0.15708,2495,0.87551,1475,-0.1832
ENSG00000090432,MUL1,6,-1.4059,21,0.41259,8,-1.0454,12,-0.4120,19,0.67363
ENSG00000183114,FAM43B,42,1.23718,5,-1.9259,2,-3.3527,13,-0.6734,23,0.64024
ENSG00000158828,PINK1,247,-0.6374,135,-1.5545,122,-1.6991,489,0.49416,436,0.55710
ENSG00000244038,DDOST,223,2.94334,16,-1.5712,17,-1.5305,26,-0.9542,33,-0.8701
ENSG00000117245,KIF17,14,-0.7755,1,-4.1651,2,-3.4461,21,-0.1687,32,1.44069
ENSG00000189410,SH2D5,6,-2.2585,0,-9.6026,15,-0.9730,26,-0.1884,41,1.46187
ENSG00000127483,HP1BP3,405,0.43662,462,0.65548,414,0.47456,190,-0.8196,289,-0.2002
ENSG00000075151,EIF4G3,716,1.15371,222,-0.7358,337,-0.0911,140,-1.5300,396,0.34655
ENSG00000117298,ECE1,6,-1.2508,32,1.31348,35,1.47443,15,0.11239,9,-1.1595
ENSG00000076864,RAP1GAP,140,0.20071,30,-2.1233,44,-1.5704,83,-0.6615,163,1.09045
ENSG00000090686,USP48,116,0.20084,156,0.69555,142,0.53911,44,-1.3758,103,0.03687
ENSG00000070831,CDC42,344,0.89523,227,0.20830,125,-0.7279,119,-0.8692,210,0.16841
ENSG00000133216,EPHB2,6,-1.0978,26,1.11930,13,-0.0485,11,-0.2679,13,-0.0727
ENSG00000004487,KDM1A,6,-3.3674,31,-1.0507,86,0.51906,52,-0.3157,76,0.74251
ENSG00000169641,LUZP1,326,0.80149,19,-3.5116,195,-0.0347,92,-1.2739,245,0.75727
ENSG00000125944,HNRNPR,108,-0.5238,247,0.79870,162,0.10624,122,-0.3693,151,-0.0152
ENSG00000142676,RPL11,121,-1.8984,803,1.06698,178,-1.3239,831,1.33218,311,-0.8271
ENSG00000011007,ELOA,6,-2.3545,34,0.15849,48,0.69863,36,0.28788,30,-0.1048
ENSG00000057757,PITHD1,6,-4.3947,106,-0.3449,64,-1.1195,150,0.22003,163,0.77612
ENSG00000011009,LYPLA2,6,-1.7058,5,-1.8651,6,-1.7198,23,0.27921,25,0.97092
ENSG00000189266,PNRC2,6,-3.3780,86,0.51496,102,0.79269,49,-0.4092,66,0.16974
ENSG00000188529,SRSF10,6,-3.7019,96,0.32556,147,1.03483,53,-0.6685,84,0.25198
ENSG00000001461,NIPAL3,6,-4.4741,381,1.80565,91,-0.5990,90,-0.6693,135,0.03788
ENSG00000133226,SRRM1,6,-4.9130,332,0.89885,392,1.18877,108,-0.9546,194,0.03248
ENSG00000169504,CLIC4,6,-2.7457,323,4.68360,21,-0.9597,21,-1.0752,9,-3.1221
ENSG00000117614,SYF2,6,-4.3456,173,0.56491,180,0.62389,125,0.03771,122,0.00883
ENSG00000117616,RSRP1,6,-3.9146,156,0.89134,189,1.21923,34,-1.6000,96,0.20141
ENSG00000183726,TMEM50A,238,1.64156,116,0.39447,65,-0.5121,63,-0.6209,75,-0.5278
ENSG00000204178,MACO1,6,-3.4061,75,0.25127,132,1.20515,29,-1.2936,72,0.40546
ENSG00000117643,MAN1C1,6,-2.4804,7,-2.1984,47,0.52099,29,-0.2595,42,0.81789
ENSG00000162430,SELENON,6,-1.7314,28,0.51798,20,-0.0231,22,0.13980,21,0.08040
ENSG00000117640,MTFR1L,70,0.24642,30,-1.0523,54,-0.1544,64,0.10649,63,0.15805
ENSG00000117632,STMN1,468,-1.4276,937,-0.3712,312,-2.0313,893,-0.4886,1594,1.18510
ENSG00000158008,EXTL1,6,-2.3680,1,-4.3361,13,-1.3105,47,0.75100,38,0.72695
ENSG00000175087,PDIK1L,6,-1.3042,9,-0.7326,9,-0.6761,10,-0.6598,20,1.11464
ENSG00000142684,ZNF593,6,-2.0971,11,-1.2689,21,-0.3255,29,0.17725,31,0.71065
ENSG00000142669,SH3BGRL3,6,-4.2836,139,0.27628,46,-1.4075,165,0.63355,128,0.28698
ENSG00000117682,DHDDS,6,-1.5111,9,-0.9462,16,-0.1489,17,0.02537,21,0.62744
ENSG00000198830,HMGN2,433,1.44172,354,1.08352,207,0.18775,191,0.06384,108,-1.3453
ENSG00000117713,ARID1A,6,-3.7176,112,0.55746,147,1.01426,75,-0.0836,76,-0.1315
ENSG00000204160,ZDHHC18,6,-1.3343,14,-0.0768,5,-1.5485,19,0.39996,17,0.41551
ENSG00000142751,GPN2,6,-1.5179,17,-0.0238,8,-1.0746,19,0.13303,20,0.53857
ENSG00000090273,NUDC,96,-1.4079,168,-0.5617,166,-0.5843,313,0.47421,266,0.33288
ENSG00000253368,TRNP1,6,-2.6613,0,-6.3011,29,-0.4456,45,0.30576,49,0.95441
ENSG00000090020,SLC9A1,6,-1.3177,1,-3.7981,15,-0.0057,10,-0.7194,21,1.28220
ENSG00000142784,WDTC1,6,-1.6486,25,0.45193,23,0.29093,28,0.68896,16,-0.4016
ENSG00000186501,TMEM222,6,-2.1997,32,0.22982,29,0.07058,36,0.48083,27,-0.0201
ENSG00000158195,WASF2,6,-3.0819,221,2.68721,165,2.04586,32,-0.7766,17,-2.3595
ENSG00000126705,AHDC1,408,3.04056,21,-2.0325,69,-0.2581,40,-1.1600,53,-1.1111
ENSG00000126709,IFI6,107,0.63162,74,0.04182,38,-0.9811,50,-0.6314,79,0.31502
ENSG00000009780,FAM76A,6,-1.6693,35,0.95414,25,0.44036,11,-0.8643,20,0.19643
ENSG00000117758,STX12,206,0.97698,115,0.02328,85,-0.4588,92,-0.3672,110,-0.0983
ENSG00000117751,PPP1R8,6,-2.1184,55,1.21563,2,-3.4506,34,0.44668,26,0.01185
ENSG00000117748,RPA2,6,-2.6543,31,-0.3164,23,-0.7381,38,-0.0005,47,0.76979
ENSG00000126698,DNAJC8,328,0.48123,297,0.32184,239,-0.0257,213,-0.2304,231,-0.1608
ENSG00000130770,ATP5IF1,392,0.05685,121,-1.7301,132,-1.6004,453,0.32704,434,0.48379
ENSG00000204138,PHACTR4,10,-1.8454,89,1.52741,101,1.76233,31,-0.2393,22,-1.2365
ENSG00000180098,TRNAU1AP,6,-1.1971,19,0.51034,5,-1.6061,16,0.27668,15,0.25980
ENSG00000198492,YTHDF2,6,-3.9213,90,-0.0121,67,-0.4758,60,-0.7007,120,1.07013
ENSG00000159023,EPB41,6,-1.7978,3,-2.7290,27,0.40286,17,-0.3216,27,0.88753
ENSG00000116350,SRSF4,196,1.00265,130,0.31215,119,0.17232,87,-0.3572,92,-0.4159
ENSG00000116353,MECR,6,-1.9556,5,-2.1292,16,-0.5312,21,-0.1765,31,1.12457
ENSG00000060656,PTPRU,6,-1.3278,8,-1.0261,13,-0.2795,14,-0.1524,19,0.77269
ENSG00000162511,LAPTM5,6,-1.2409,35,1.49144,13,-0.1939,30,1.45306,7,-1.6164
ENSG00000162512,SDC3,119,0.63477,64,-0.3600,175,1.30413,84,0.08980,59,-0.8238
ENSG00000134644,PUM1,129,-0.5394,123,-0.6125,239,0.43926,155,-0.2802,200,0.32286
ENSG00000121766,ZCCHC17,6,-4.3363,111,-0.2076,101,-0.3599,91,-0.5744,167,1.05151
ENSG00000121769,FABP3,6,-2.8733,2,-4.2797,15,-1.6612,37,-0.2886,65,1.70865
ENSG00000162517,PEF1,6,-3.4335,42,-0.6690,19,-1.8131,60,-0.1297,88,1.20994
ENSG00000084636,COL16A1,86,1.34587,36,-0.0883,79,1.19229,22,-0.9047,29,-0.7331
ENSG00000121753,ADGRB2,253,0.38605,28,-2.9320,86,-1.2938,183,-0.1503,243,0.72921
ENSG00000184007,PTP4A2,204,-0.5133,1077,2.40188,158,-0.8988,225,-0.3898,204,-0.8910
ENSG00000121774,KHDRBS1,124,-0.3364,167,0.13611,195,0.38469,101,-0.7047,167,0.27479
ENSG00000025800,KPNA6,84,-0.3219,88,-0.2574,101,-0.0470,79,-0.4687,118,0.45620
ENSG00000084652,TXLNA,6,-2.0089,30,0.34585,26,0.11818,18,-0.5119,28,0.50641
ENSG00000160050,CCDC28B,6,-1.5756,8,-1.1437,9,-1.0717,32,1.05202,19,0.10481
ENSG00000084623,EIF3I,118,0.33244,84,-0.2160,33,-1.6045,77,-0.3832,111,0.51396
ENSG00000175130,MARCKSL1,111,-0.5997,931,3.41287,146,-0.1800,134,-0.3412,57,-2.3362
ENSG00000160058,BSDC1,128,1.22591,76,0.33239,36,-0.8123,66,0.13510,50,-0.5609
ENSG00000160062,ZBTB8A,6,-1.7899,15,-0.4873,16,-0.3647,21,0.02766,25,0.62091
ENSG00000176261,ZBTB8OS,6,-2.5438,20,-0.8389,47,0.47419,42,0.31631,38,0.27097
ENSG00000162521,RBBP4,6,-4.1824,136,0.35528,155,0.56196,80,-0.5334,124,0.43936
ENSG00000134684,YARS,6,-3.9610,34,-1.5231,43,-1.1887,64,-0.6388,136,1.67538
ENSG00000160097,FNDC5,6,-2.3795,3,-3.4550,12,-1.4390,31,0.00608,44,1.35359
ENSG00000121905,HPCA,6,-4.4738,4,-5.0134,47,-1.5867,103,-0.4415,201,1.92057
ENSG00000121900,TMEM54,111,2.22074,25,-0.3507,13,-1.3578,46,0.68820,18,-1.4299
ENSG00000004455,AK2,6,-2.1535,77,1.78880,25,-0.0953,28,0.06648,22,-0.5708
ENSG00000142920,AZIN2,6,-1.4214,19,0.26054,5,-1.7367,17,0.06148,19,0.56490
ENSG00000160094,ZNF362,6,-1.7685,14,-0.5809,34,0.81816,20,-0.0685,22,0.22679
ENSG00000134686,PHC2,6,-2.8154,76,0.94556,55,0.41116,39,-0.1600,42,-0.0245
ENSG00000121904,CSMD2,6,-1.2009,9,-0.6735,22,0.75872,10,-0.5489,16,0.46001
ENSG00000163866,SMIM12,6,-2.8743,20,-1.1617,35,-0.3697,45,0.03762,56,0.86572
ENSG00000116544,DLGAP3,6,-2.5844,3,-3.6541,35,-0.0339,73,1.37008,35,-0.1366
ENSG00000163867,ZMYM6,84,1.66846,24,-0.3974,44,0.52102,12,-1.5971,28,-0.2958
ENSG00000116560,SFPQ,139,-0.8730,301,0.33056,570,1.42205,145,-0.8766,232,-0.1635
ENSG00000146463,ZMYM4,112,0.66484,47,-0.7086,84,0.19867,66,-0.2039,74,-0.0269
ENSG00000142687,KIAA0319L,131,0.98636,31,-1.2794,99,0.51725,58,-0.3683,69,-0.1301
ENSG00000020129,NCDN,651,0.44369,37,-3.8643,196,-1.4154,266,-1.0349,670,1.24209
ENSG00000126067,PSMB2,189,1.28190,79,-0.1637,57,-0.6572,59,-0.6553,86,-0.0365
ENSG00000142686,C1orf216,110,0.32682,13,-2.8246,19,-2.3159,74,-0.3309,116,0.99247
ENSG00000134698,AGO4,100,2.62056,18,-0.4017,38,0.79547,10,-1.3620,14,-1.3414
ENSG00000092847,AGO1,6,-2.7574,49,0.30230,35,-0.2374,50,0.37908,43,0.16275
ENSG00000126070,AGO3,6,-3.2811,125,1.25752,126,1.27371,34,-0.8995,53,-0.2877
ENSG00000116863,ADPRHL2,119,2.66815,24,-0.2245,8,-1.8362,5,-2.5169,23,-0.4483
ENSG00000054116,TRAPPC3,6,-2.6480,18,-1.1273,22,-0.8347,37,-0.0143,49,1.00838
ENSG00000116871,MAP7D1,128,-0.5804,385,1.21028,107,-0.8589,155,-0.3099,186,-0.0018
ENSG00000054118,THRAP3,6,-4.8128,203,0.29433,232,0.51418,121,-0.5690,196,0.51699
ENSG00000196182,STK40,6,-1.4666,11,-0.5943,8,-1.0145,28,0.97972,17,0.03283
ENSG00000181817,LSM10,6,-2.2821,16,-0.9075,22,-0.4344,45,0.78231,31,0.22534
ENSG00000116885,OSCP1,6,-1.4108,2,-2.6614,13,-0.3773,17,0.06783,20,0.87644
ENSG00000116898,MRPS15,167,1.96326,27,-1.0726,15,-1.9493,56,0.06025,45,-0.4902
ENSG00000163873,GRIK3,6,-1.8088,6,-1.8808,4,-2.2966,9,-1.2969,33,2.16099
ENSG00000163875,MEAF6,153,0.43121,52,-1.2496,73,-0.7271,89,-0.4616,138,0.59789
ENSG00000163877,SNIP1,6,-1.5556,19,0.13553,15,-0.2740,17,-0.0896,20,0.43704
ENSG00000134697,GNL2,6,-2.2512,41,0.55992,39,0.50409,16,-0.9429,33,0.46238
ENSG00000116922,C1orf109,6,-1.2541,13,-0.1033,10,-0.5795,12,-0.3444,18,0.71277
ENSG00000185090,MANEAL,6,-1.6567,5,-2.0485,24,0.35290,9,-1.2513,26,1.29917
ENSG00000197982,C1orf122,214,0.62559,332,1.38294,53,-1.5401,230,0.85525,90,-1.2231
ENSG00000188786,MTF1,139,2.82190,37,0.34608,50,0.81268,6,-2.3945,15,-1.6037
ENSG00000183431,SF3A3,6,-2.8742,44,-0.0136,38,-0.2436,34,-0.4495,55,0.81502
ENSG00000183520,UTP11,107,1.51823,36,-0.3007,29,-0.6005,26,-0.8442,42,-0.0883
ENSG00000116954,RRAGC,6,-2.9201,75,0.80120,54,0.27947,35,-0.4410,49,0.26002
ENSG00000174574,AKIRIN1,86,0.17014,73,-0.0815,71,-0.1294,56,-0.5453,84,0.30155
ENSG00000168653,NDUFS5,8,-6.0898,230,-1.2628,234,-1.2385,785,0.75642,618,0.59801
ENSG00000127603,MACF1,737,0.71079,470,-0.0190,1680,2.23886,277,-0.9059,299,-1.2017
ENSG00000090621,PABPC4,6,-3.2271,83,0.62048,79,0.54862,75,0.51205,50,-0.3326
ENSG00000116983,HPCAL4,174,-0.6144,40,-2.7773,240,-0.1146,330,0.44690,288,0.36576
ENSG00000084072,PPIE,6,-2.4558,30,-0.1688,22,-0.6526,29,-0.2224,41,0.82846
ENSG00000131236,CAP1,6,-4.5615,206,0.60008,156,0.15632,104,-0.5255,164,0.50576
ENSG00000131238,PPT1,117,-0.2556,85,-0.7462,139,0.02343,143,0.06663,147,0.23469
ENSG00000117000,RLF,6,-2.9086,56,0.32897,106,1.43418,16,-1.6539,49,0.30129
ENSG00000084073,ZMPSTE24,6,-2.4058,39,0.30462,21,-0.6081,32,-0.0181,37,0.50493
ENSG00000049089,COL9A2,10,-0.8216,106,3.67775,23,0.50135,11,-0.6523,4,-2.9154
ENSG00000084070,SMAP2,94,-0.6883,40,-1.9515,123,-0.2692,88,-0.8471,195,1.17041
ENSG00000117016,RIMS3,196,0.39063,1,-7.1397,92,-0.7849,163,0.11172,179,0.53528
ENSG00000066136,NFYC,6,-2.3306,18,-0.7727,24,-0.3375,26,-0.2656,39,0.93110
ENSG00000127124,HIVEP3,6,-2.1827,16,-0.7790,49,0.94720,25,-0.1270,30,0.27788
ENSG00000198815,FOXJ3,6,-2.9274,33,-0.5257,15,-1.7015,44,-0.0705,60,1.08232
ENSG00000177181,RIMKLA,6,-2.8527,4,-3.4310,37,-0.2511,43,-0.0252,58,1.10250
ENSG00000127125,PPCS,6,-2.8777,50,0.19561,44,-0.0156,54,0.35275,46,0.15985
ENSG00000186409,CCDC30,6,-3.0401,27,-0.9328,101,1.18035,48,-0.0416,52,0.17834
ENSG00000065978,YBX1,19,-2.5480,292,1.78470,134,0.41083,141,0.56857,68,-1.0823
ENSG00000164008,C1orf50,6,-1.5500,16,-0.1235,13,-0.4437,30,0.96734,17,-0.1965
ENSG00000177868,SVBP,6,-2.6200,38,0.03223,32,-0.2162,42,0.20342,41,0.37151
ENSG00000117394,SLC2A1,6,-2.3191,45,0.63110,55,0.97683,53,1.08082,20,-1.0803
ENSG00000117395,EBNA1BP2,6,-3.5920,55,-0.4170,42,-0.8296,80,0.16884,89,0.75182
ENSG00000179178,TMEM125,6,-1.6972,172,5.14558,5,-1.8480,5,-2.1288,4,-3.2073
ENSG00000066322,ELOVL1,6,-2.4397,260,4.63718,12,-1.4770,8,-2.1120,11,-2.4023
ENSG00000159479,MED8,6,-1.6394,17,-0.1625,16,-0.2734,19,-0.0161,22,0.50671
ENSG00000142949,PTPRF,6,-3.7802,102,0.33908,96,0.23533,90,0.15237,87,0.18548
ENSG00000066135,KDM4A,6,-1.2946,16,0.15800,23,0.68869,9,-0.8825,17,0.40707
ENSG00000126091,ST3GAL3,6,-2.2262,11,-1.3929,43,0.67741,35,0.36868,30,0.21187
ENSG00000117408,IPO13,6,-3.1340,209,2.47057,28,-0.9520,46,-0.2326,41,-0.7054
ENSG00000117410,ATP6V0B,113,-1.4710,215,-0.4915,107,-1.5493,186,-0.7742,406,1.32770
