Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000197785,ATAD3A,7,-0.2229,10,0.15641,10,0.18139,5,-1.1108,9,0.00589,14,0.88629
ENSG00000205090,TMEM240,11,-1.5153,18,-0.7402,29,-0.0299,42,0.79625,27,-0.1197,27,-0.1482
ENSG00000160075,SSU72,88,-0.6041,118,-0.1495,138,0.11832,138,0.13452,101,-0.3991,149,0.25464
ENSG00000228594,FNDC10,21,-0.3287,33,0.43164,30,0.27143,27,0.08832,30,0.28659,16,-0.8176
ENSG00000272106,AL691432.2,10,-0.8615,27,0.65199,9,-1.1750,16,-0.1561,15,-0.2814,30,0.99472
ENSG00000197530,MIB2,29,0.07085,15,-0.9188,28,0.03582,32,0.30884,24,-0.2453,28,0.03136
ENSG00000248333,CDK11B,61,1.78266,14,-0.6607,10,-1.2832,22,0.05560,26,0.27146,15,-0.6405
ENSG00000189339,SLC35E2B,27,0.11805,17,-0.5683,24,-0.0733,32,0.56783,27,0.12324,17,-0.6889
ENSG00000008128,CDK11A,33,1.65076,2,-2.3002,5,-1.3672,14,0.31142,7,-0.9505,14,0.25181
ENSG00000215790,SLC35E2A,29,-0.1384,16,-0.9905,41,0.50700,29,-0.1321,31,-0.0209,34,0.11773
ENSG00000008130,NADK,20,-0.2255,15,-0.6789,21,-0.1291,17,-0.5559,15,-0.6196,43,1.22658
ENSG00000078369,GNB1,313,-0.7546,510,0.00946,563,0.19236,518,0.04725,462,-0.1480,551,0.15187
ENSG00000187730,GABRD,54,-1.3805,75,-0.8938,163,0.36975,97,-0.6264,205,0.70562,192,0.69266
ENSG00000067606,PRKCZ,122,-0.4436,114,-0.5525,176,0.14948,195,0.39279,163,0.01067,143,-0.2249
ENSG00000162585,FAAP20,50,0.80103,41,0.48108,39,0.45392,22,-0.6369,18,-0.8346,27,-0.2496
ENSG00000157933,SKI,40,0.61467,19,-0.5644,29,0.09778,32,0.33052,18,-0.6959,22,-0.4001
ENSG00000157916,RER1,43,-0.1638,53,0.18098,41,-0.2378,44,-0.1409,57,0.31600,52,0.18720
ENSG00000157911,PEX10,25,0.43063,22,0.24033,26,0.59647,15,-0.4709,15,-0.3590,15,-0.3549
ENSG00000149527,PLCH2,9,-0.6370,6,-1.0788,21,0.83239,5,-1.6623,15,0.14807,23,1.08425
ENSG00000157881,PANK4,2,-2.6283,12,0.05804,9,-0.3733,13,0.36027,11,0.02933,15,0.49206
ENSG00000197921,HES5,25,1.27003,24,1.15250,8,-0.6357,6,-1.2751,8,-0.4910,13,0.24278
ENSG00000157873,TNFRSF14,13,0.48189,11,0.30357,14,0.72365,3,-2.0058,9,-0.0466,12,0.48589
ENSG00000157870,PRXL2B,20,-1.1117,30,-0.4502,42,0.04765,45,0.21761,41,0.02459,48,0.30850
ENSG00000177133,PRDM16-DT,26,0.21841,36,0.72284,24,0.05698,23,0.00313,7,-1.8548,22,-0.0555
ENSG00000158109,TPRG1L,79,-1.2630,174,-0.0468,196,0.15936,204,0.27033,207,0.22892,165,-0.1450
ENSG00000116213,WRAP73,14,0.50682,8,-0.3835,8,-0.4371,7,-0.6731,11,0.18884,15,0.81212
ENSG00000130764,LRRC47,36,-1.1856,74,-0.0939,69,-0.2129,83,0.13205,97,0.34943,93,0.32226
ENSG00000116198,CEP104,55,1.28534,26,0.03891,15,-0.8547,29,0.27422,21,-0.3164,18,-0.6224
ENSG00000198912,C1orf174,8,-0.5948,8,-0.6753,14,0.15196,12,-0.1548,21,0.82157,13,0.06179
ENSG00000196581,AJAP1,21,-0.5203,12,-1.3302,19,-0.7302,26,-0.2538,40,0.48348,54,1.14459
ENSG00000069424,KCNAB2,97,-0.7410,157,0.00557,173,0.18736,144,-0.1673,192,0.33426,169,0.14558
ENSG00000116254,CHD5,200,0.03087,113,-0.8594,181,-0.1356,258,0.60935,185,-0.0917,162,-0.3370
ENSG00000116251,RPL22,721,0.23975,962,0.72073,619,-0.0085,653,0.10337,320,-1.0337,508,-0.3555
ENSG00000116237,ICMT,21,-0.6130,28,-0.1619,29,-0.1194,25,-0.4711,52,0.82230,40,0.44934
ENSG00000097021,ACOT7,51,-2.0609,96,-1.1303,189,-0.0897,200,0.01380,383,1.10290,239,0.34370
ENSG00000215788,TNFRSF25,14,-0.6644,19,-0.2508,15,-0.6223,11,-1.2847,24,0.10562,51,1.72798
ENSG00000171680,PLEKHG5,12,-0.7190,10,-1.0773,18,-0.2058,15,-0.5301,25,0.35268,36,1.14159
ENSG00000162408,NOL9,25,-0.2303,24,-0.2974,30,0.10244,23,-0.4209,30,0.09346,39,0.56863
ENSG00000162413,KLHL21,19,-0.5015,21,-0.3585,29,0.17711,19,-0.5952,23,-0.2077,42,0.90160
ENSG00000116273,PHF13,11,-0.1712,21,0.87466,6,-1.1769,13,0.22232,18,0.63502,10,-0.3828
ENSG00000041988,THAP3,8,-0.5623,5,-1.1906,13,0.15056,10,-0.3606,12,0.02472,19,0.87644
ENSG00000007923,DNAJC11,23,-0.2051,22,-0.2596,31,0.26621,27,0.02921,26,-0.0219,25,-0.0631
ENSG00000171735,CAMTA1,205,-0.7021,212,-0.6485,286,-0.2053,391,0.42470,445,0.53156,302,-0.1096
ENSG00000049245,VAMP3,67,1.64254,28,0.14489,22,-0.2845,21,-0.3978,12,-1.1451,22,-0.2930
ENSG00000049246,PER3,59,0.40455,56,0.29873,37,-0.3995,36,-0.4745,26,-0.8826,70,0.77519
ENSG00000116288,PARK7,212,-0.7491,385,0.19100,347,0.02712,302,-0.2480,381,0.17368,420,0.38295
ENSG00000116285,ERRFI1,14,-0.4119,22,0.21113,16,-0.3238,14,-0.5197,38,1.17199,20,0.10687
ENSG00000162426,SLC45A1,8,-1.2625,11,-0.8223,25,0.44941,20,0.06836,38,1.08848,14,-0.6074
ENSG00000142599,RERE,147,0.45564,87,-0.3970,94,-0.3049,116,0.09359,94,-0.2731,125,0.20451
ENSG00000074800,ENO1,405,-0.1048,693,0.78000,364,-0.3021,384,-0.2372,442,0.03427,451,0.07769
ENSG00000171612,SLC25A33,26,-0.3995,77,1.39926,25,-0.5463,27,-0.4473,20,-0.8230,42,0.42468
ENSG00000171608,PIK3CD,2,-2.2097,3,-1.8661,24,1.54592,14,0.53788,7,-0.7671,4,-1.5203
ENSG00000171603,CLSTN1,248,-1.4531,388,-0.7750,548,-0.2649,640,0.01062,984,0.71760,865,0.57800
ENSG00000178585,CTNNBIP1,29,0.05649,37,0.48761,41,0.73886,20,-0.5719,33,0.30198,17,-0.8342
ENSG00000162441,LZIC,87,0.65697,68,0.27075,41,-0.5787,66,0.28618,39,-0.6050,51,-0.2069
ENSG00000130939,UBE4B,38,0.00932,15,-1.3664,38,0.02621,43,0.28565,47,0.34707,36,-0.1088
ENSG00000054523,KIF1B,427,0.14643,306,-0.3816,355,-0.1670,459,0.34675,420,0.12089,330,-0.2954
ENSG00000284642,AL139424.2,4,-1.4672,6,-0.7125,15,0.68665,10,-0.1113,20,1.05519,7,-0.6271
ENSG00000142657,PGD,32,-0.6663,41,-0.3074,54,0.16597,47,-0.1258,74,0.65601,50,0.01922
ENSG00000175279,CENPS,2,-2.2514,12,-0.0871,16,0.52123,13,0.09009,13,0.07701,12,0.00238
ENSG00000241563,CORT,7,-2.3990,14,-1.4111,11,-1.8200,88,2.82495,10,-1.8550,16,-1.3191
ENSG00000160049,DFFA,62,0.76154,28,-0.5215,42,0.12541,32,-0.3590,46,0.26842,36,-0.1213
ENSG00000142655,PEX14,9,-0.8242,11,-0.5648,15,-0.1199,17,0.09626,20,0.35670,20,0.37873
ENSG00000120948,TARDBP,88,0.31425,67,-0.1204,54,-0.5222,72,-0.0284,74,0.02375,87,0.33898
ENSG00000271895,AL109811.2,8,-0.8292,13,-0.1764,14,-0.0812,14,-0.0946,12,-0.2561,21,0.70097
ENSG00000116649,SRM,36,-0.3873,61,0.48338,38,-0.3297,40,-0.2622,34,-0.4407,65,0.65451
ENSG00000171824,EXOSC10,53,0.94208,29,-0.0491,23,-0.4852,22,-0.5820,36,0.30281,35,0.27675
ENSG00000198793,MTOR,13,-1.6639,39,-0.0616,36,-0.2055,41,0.05686,45,0.17529,55,0.57903
ENSG00000116661,FBXO2,169,-0.0351,257,0.65193,182,0.09996,142,-0.3893,134,-0.3989,188,0.15685
ENSG00000132879,FBXO44,46,-0.7166,50,-0.5975,88,0.33079,58,-0.4674,100,0.50327,94,0.46367
ENSG00000177000,MTHFR,19,0.39725,17,0.18969,13,-0.1587,11,-0.5359,17,0.21496,17,0.29334
ENSG00000011021,CLCN6,47,-0.4094,68,0.17103,57,-0.1157,63,0.04960,82,0.46413,56,-0.1491
ENSG00000116685,KIAA2013,48,1.28567,17,-0.4259,17,-0.4388,15,-0.7306,25,0.15618,27,0.33161
ENSG00000083444,PLOD1,17,-0.0453,7,-1.4093,19,0.10674,23,0.60630,16,-0.1409,14,-0.3481
ENSG00000116688,MFN2,67,-0.8154,83,-0.4955,115,0.01956,132,0.32372,133,0.25666,113,-0.0083
ENSG00000116691,MIIP,15,0.79357,20,1.31819,9,0.09113,3,-1.9545,10,0.15034,9,0.01722
ENSG00000048707,VPS13D,58,-0.3132,50,-0.5238,76,0.14065,93,0.59611,83,0.26799,42,-0.8885
ENSG00000162496,DHRS3,38,1.26316,47,1.65245,11,-0.8154,7,-1.5349,13,-0.4323,18,0.01152
ENSG00000116731,PRDM2,173,0.07138,86,-1.0142,107,-0.7514,250,0.94312,175,0.08568,130,-0.4271
ENSG00000189337,KAZN,57,0.11743,34,-0.6828,60,0.22801,54,0.01744,63,0.27608,48,-0.1868
ENSG00000142634,EFHD2,63,-0.6964,39,-1.4155,115,0.28104,175,1.38730,79,-0.3454,26,-2.1339
ENSG00000116138,DNAJC16,25,-0.2632,23,-0.3993,22,-0.4817,29,-0.0408,48,0.78836,34,0.26195
ENSG00000197312,DDI2,24,-0.2072,20,-0.4864,19,-0.5690,35,0.57270,40,0.61843,21,-0.3975
ENSG00000116786,PLEKHM2,74,0.11251,72,0.07367,98,0.67351,55,-0.4475,57,-0.2834,62,-0.1854
ENSG00000065526,SPEN,222,1.36499,51,-1.0324,56,-0.9753,123,0.46630,87,-0.2119,76,-0.4607
ENSG00000116809,ZBTB17,24,0.83779,24,0.82990,18,0.42818,5,-1.6463,21,0.59051,11,-0.4585
ENSG00000037637,FBXO42,10,-1.1007,9,-1.2677,13,-0.6702,28,0.70342,23,0.19558,25,0.39152
ENSG00000055070,SZRD1,51,1.53784,34,0.81255,19,-0.1182,10,-1.3525,9,-1.2441,22,0.14922
ENSG00000157191,NECAP2,19,1.37545,17,1.17819,11,0.52236,2,-1.9383,2,-1.8142,7,-0.1885
ENSG00000058453,CROCC,10,0.05060,1,-2.5005,10,0.03286,8,-0.3855,12,0.34508,15,0.79929
ENSG00000159363,ATP13A2,41,-1.0443,40,-1.0903,106,0.50212,86,0.11949,112,0.53104,73,-0.1703
ENSG00000117118,SDHB,32,-1.2808,102,0.53018,57,-0.4506,70,-0.1029,96,0.42632,91,0.40130
ENSG00000117115,PADI2,159,2.40910,60,0.55493,45,0.08883,20,-1.4034,20,-1.1668,19,-1.3041
ENSG00000179051,RCC2,15,0.09975,12,-0.2935,22,0.83431,6,-1.5687,19,0.47738,17,0.35253
ENSG00000074964,ARHGEF10L,25,0.80278,10,-0.6058,16,0.09690,14,-0.2241,14,-0.1431,15,-0.0108
ENSG00000117154,IGSF21,50,-0.0765,53,0.00837,42,-0.3970,47,-0.2452,56,0.10695,72,0.58083
ENSG00000159423,ALDH4A1,31,1.08900,17,0.12660,20,0.39699,13,-0.3897,6,-1.3171,13,-0.3518
ENSG00000169991,IFFO2,8,-0.4576,9,-0.2803,8,-0.3363,12,0.31077,10,-0.0866,12,0.29109
ENSG00000127481,UBR4,45,1.21378,19,-0.2016,9,-1.4321,27,0.49587,20,-0.1659,17,-0.4424
ENSG00000127463,EMC1,25,-0.1049,17,-0.6751,24,-0.2174,22,-0.4148,37,0.49095,39,0.68012
ENSG00000053372,MRTO4,20,-1.0035,33,-0.2540,36,-0.1040,49,0.52395,36,-0.1000,38,-0.0150
ENSG00000053371,AKR7A2,52,0.89258,48,0.78409,18,-0.8646,19,-0.8223,20,-0.6568,43,0.68538
ENSG00000077549,CAPZB,110,-0.3187,132,-0.0278,122,-0.1826,129,-0.0943,159,0.26784,158,0.29688
ENSG00000173436,MICOS10,235,-0.6500,396,0.17411,409,0.25683,429,0.40565,251,-0.5484,284,-0.3952
ENSG00000158747,NBL1,123,-0.0083,109,-0.1936,154,0.41556,120,-0.0584,113,-0.1385,110,-0.2007
ENSG00000169914,OTUD3,9,-1.0522,12,-0.7087,17,-0.2133,23,0.42787,33,0.93014,16,-0.3114
ENSG00000162545,CAMK2N1,1201,-0.3991,2557,0.83461,1430,-0.1385,1122,-0.6221,1017,-0.6576,2228,0.69589
ENSG00000090432,MUL1,16,-0.4236,12,-0.8712,19,-0.1810,28,0.54943,22,0.06122,21,-0.0342
ENSG00000183114,FAM43B,11,0.08281,2,-2.5798,11,0.02073,17,1.07417,11,-0.0078,5,-1.1650
ENSG00000158828,PINK1,222,-0.9648,298,-0.5154,493,0.32760,458,0.21848,542,0.44272,354,-0.2746
ENSG00000244038,DDOST,7,-1.2272,15,-0.1885,15,-0.2089,11,-0.7374,14,-0.2644,35,1.40816
ENSG00000117245,KIF17,6,-2.0713,10,-1.3894,27,0.03140,44,1.25061,19,-0.4846,20,-0.4845
ENSG00000189410,SH2D5,6,-2.6441,24,-0.6106,41,0.29635,30,-0.3319,39,0.18261,55,0.87141
ENSG00000127483,HP1BP3,357,0.53737,229,-0.1812,161,-0.7992,291,0.25989,247,-0.0635,271,0.09752
ENSG00000075151,EIF4G3,175,-0.3678,79,-1.5737,121,-1.0278,268,0.40963,422,1.08284,246,0.19273
ENSG00000117298,ECE1,23,0.92628,19,0.62041,13,-0.0250,7,-1.1084,10,-0.4045,16,0.33130
ENSG00000076864,RAP1GAP,65,-0.9730,73,-0.7897,144,0.31791,124,0.04584,179,0.63447,118,-0.0489
ENSG00000090686,USP48,102,0.60873,49,-0.5708,43,-0.8416,76,0.16466,80,0.20779,79,0.21458
ENSG00000070831,CDC42,115,-0.5780,115,-0.5798,147,-0.2275,182,0.18315,255,0.70244,171,0.04591
ENSG00000184677,ZBTB40,15,0.71041,1,-2.5904,11,0.25936,9,-0.1620,11,0.11403,11,0.11817
ENSG00000173372,C1QA,45,2.23906,11,-0.2671,12,-0.1816,6,-1.3754,5,-1.4221,13,0.08174
ENSG00000173369,C1QB,29,2.04109,20,1.33682,4,-1.2651,4,-1.3740,4,-1.2125,8,-0.1373
ENSG00000133216,EPHB2,11,0.41162,5,-0.9484,10,0.14266,7,-0.4530,9,0.06363,11,0.47615
ENSG00000004487,KDM1A,37,-0.4900,44,-0.2229,32,-0.7795,49,-0.0502,58,0.23193,77,0.80823
ENSG00000169641,LUZP1,72,-0.8308,51,-1.3478,103,-0.3115,157,0.53432,244,1.15901,92,-0.5031
ENSG00000125944,HNRNPR,143,0.20501,83,-0.6480,77,-0.8325,147,0.33522,117,-0.1075,159,0.43598
ENSG00000125945,ZNF436,6,-1.1751,8,-0.6094,9,-0.4934,10,-0.5041,14,0.13581,25,1.37630
ENSG00000249087,ZNF436-AS1,6,-0.4445,9,0.13302,11,0.49197,6,-0.5431,3,-1.3214,13,0.67967
ENSG00000204219,TCEA3,16,0.33785,15,0.26176,11,-0.2528,16,0.57466,3,-1.8484,10,-0.3252
ENSG00000088280,ASAP3,16,0.83045,13,0.52141,12,0.35534,8,-0.2529,9,-0.1052,4,-1.2185
ENSG00000117318,ID3,73,3.40783,34,1.61578,6,-1.2474,0,-5.4073,1,-3.2923,6,-1.3670
ENSG00000142676,RPL11,631,0.29087,873,0.83600,637,0.34794,437,-0.3732,274,-1.0197,456,-0.2584
ENSG00000011007,ELOA,38,0.60280,33,0.36020,15,-0.8855,25,-0.0881,30,0.22763,27,0.08117
ENSG00000057757,PITHD1,63,-1.4747,109,-0.6426,185,0.21427,170,0.07662,219,0.47125,185,0.22026
ENSG00000011009,LYPLA2,18,-0.3714,14,-0.7685,29,0.38868,27,0.26516,23,-0.0030,20,-0.2539
ENSG00000117308,GALE,5,-1.4549,11,-0.2296,14,0.05014,8,-0.9658,21,0.75058,22,0.98768
ENSG00000117305,HMGCL,15,0.16947,21,0.77802,17,0.45125,7,-1.0890,8,-0.7642,16,0.37679
ENSG00000179163,FUCA1,8,-0.3778,6,-0.8325,8,-0.2526,12,0.45485,10,-0.0152,11,0.17364
ENSG00000189266,PNRC2,57,0.04665,51,-0.1330,38,-0.6467,60,0.19055,58,0.07820,64,0.28857
ENSG00000188529,SRSF10,92,0.90420,34,-0.6857,46,-0.2480,41,-0.5124,49,-0.1258,71,0.53484
ENSG00000001460,STPG1,4,-1.3053,2,-2.3619,16,0.81561,11,0.16535,11,0.05133,10,0.02157
ENSG00000001461,NIPAL3,120,0.65725,50,-0.7384,75,-0.1114,80,-0.0055,114,0.56807,64,-0.3933
ENSG00000133226,SRRM1,407,1.80006,68,-1.1687,86,-0.8893,149,0.05409,132,-0.1482,113,-0.4362
ENSG00000169504,CLIC4,121,3.05727,42,0.87753,13,-1.0655,12,-1.2941,5,-2.2868,9,-1.6826
ENSG00000117614,SYF2,145,0.54579,129,0.35252,85,-0.3558,94,-0.1983,75,-0.5046,119,0.24203
ENSG00000117616,RSRP1,98,0.82825,38,-0.6899,49,-0.3349,51,-0.3117,53,-0.1786,77,0.48587
ENSG00000183726,TMEM50A,52,-0.2827,92,0.65382,41,-0.6895,46,-0.5738,67,0.12969,93,0.78691
ENSG00000204178,MACO1,52,0.13318,34,-0.5479,26,-1.0261,54,0.26124,59,0.33475,60,0.40859
ENSG00000117643,MAN1C1,13,-1.0817,14,-1.0773,18,-0.6893,13,-1.2919,46,0.84948,63,1.71109
ENSG00000162430,SELENON,41,0.92358,22,-0.0551,29,0.42513,17,-0.5514,8,-1.6679,25,0.15673
ENSG00000117640,MTFR1L,60,0.12055,48,-0.2330,56,0.00758,50,-0.2233,55,-0.0255,66,0.32168
ENSG00000117632,STMN1,544,-1.4623,795,-0.8872,1391,-0.0163,1669,0.37235,1828,0.43032,1539,0.16847
ENSG00000158008,EXTL1,25,-0.6650,24,-0.7489,43,0.21736,45,0.34039,32,-0.2635,40,0.09576
ENSG00000175087,PDIK1L,7,-0.7931,9,-0.4529,10,-0.2537,14,0.27458,19,0.71946,12,-0.0431
ENSG00000142684,ZNF593,18,-0.3344,18,-0.3247,22,-0.0734,24,0.14203,20,-0.2162,27,0.31464
ENSG00000142669,SH3BGRL3,134,-0.2564,150,-0.0758,163,0.06359,198,0.50468,110,-0.5605,129,-0.3478
ENSG00000158062,UBXN11,15,0.22345,17,0.42790,16,0.33388,11,-0.4234,8,-0.7627,14,0.10499
ENSG00000117682,DHDDS,10,-1.1283,12,-0.8343,24,0.17655,29,0.63880,21,-0.0167,19,-0.2522
ENSG00000198830,HMGN2,297,1.02578,221,0.51735,124,-0.4615,138,-0.3084,83,-1.0203,174,0.13678
ENSG00000117713,ARID1A,64,0.42249,57,0.22227,47,-0.0783,46,-0.1312,45,-0.1649,48,-0.0661
ENSG00000204160,ZDHHC18,11,-0.1641,5,-1.3376,18,0.61648,10,-0.4655,20,0.70420,13,0.00409
ENSG00000142751,GPN2,21,0.19493,13,-0.4815,18,-0.0579,20,0.21013,18,-0.0426,17,-0.0826
ENSG00000090273,NUDC,150,-0.5422,277,0.43692,256,0.35183,186,-0.2646,167,-0.3780,228,0.12978
ENSG00000253368,TRNP1,8,-2.6320,40,-0.3804,67,0.52834,50,-0.0030,58,0.21482,57,0.21533
ENSG00000090020,SLC9A1,11,-0.8558,12,-0.8077,30,0.77813,20,0.04402,22,0.14874,16,-0.3259
ENSG00000142784,WDTC1,46,0.88956,28,0.05634,33,0.34458,19,-0.6740,21,-0.4140,26,-0.0357
ENSG00000186501,TMEM222,26,-0.5891,43,0.20790,47,0.43522,36,-0.0977,43,0.21898,31,-0.3459
ENSG00000158195,WASF2,108,2.01847,46,0.45915,26,-0.5115,27,-0.4897,12,-1.5759,24,-0.6418
ENSG00000126705,AHDC1,22,-0.7776,16,-1.2515,34,-0.1030,48,0.60623,25,-0.5520,44,0.34076
ENSG00000126709,IFI6,125,0.22850,86,-0.3615,92,-0.3022,111,0.05082,169,0.72357,95,-0.2453
ENSG00000009780,FAM76A,28,0.39723,15,-0.5569,16,-0.4524,22,0.02418,21,0.00039,26,0.36922
ENSG00000117758,STX12,93,-0.1609,91,-0.2040,91,-0.2359,114,0.21183,117,0.19281,105,0.01908
ENSG00000117751,PPP1R8,24,-0.0167,25,0.03869,19,-0.4949,30,0.42317,14,-0.9066,28,0.23249
ENSG00000117748,RPA2,28,-0.5046,41,0.08158,28,-0.5488,35,-0.2147,39,0.02555,59,0.81122
ENSG00000158161,EYA3,12,0.23634,8,-0.4007,7,-0.5212,12,0.40128,15,0.60736,8,-0.4791
ENSG00000126698,DNAJC8,219,-0.0821,259,0.19023,221,-0.0747,256,0.21905,245,0.10042,186,-0.3773
ENSG00000130770,ATP5IF1,158,-1.5196,501,0.26598,406,-0.0823,368,-0.2882,472,0.16876,601,0.65881
ENSG00000204138,PHACTR4,63,1.66156,22,-0.1475,25,0.09205,18,-0.5524,11,-1.1424,20,-0.3468
ENSG00000180098,TRNAU1AP,17,-0.2025,19,0.00433,18,-0.0957,19,0.03885,24,0.35064,18,-0.0704
ENSG00000197989,SNHG12,7,-0.2847,10,0.20347,12,0.63095,7,-0.4232,10,0.19449,7,-0.2989
ENSG00000120656,TAF12,8,-0.6771,7,-0.8114,13,-0.0485,12,-0.1507,11,-0.1721,20,0.86262
ENSG00000198492,YTHDF2,51,-0.7498,41,-1.0703,45,-1.0168,102,0.47352,129,0.74073,102,0.40068
ENSG00000116329,OPRD1,6,-0.6410,1,-2.6657,10,0.08192,10,0.16411,12,0.39577,12,0.45388
ENSG00000159023,EPB41,16,-0.6192,8,-1.5992,17,-0.5203,34,0.86645,27,0.24364,23,-0.0561
ENSG00000116350,SRSF4,91,0.75892,38,-0.6404,51,-0.2035,56,-0.0450,58,0.01588,58,0.02096
ENSG00000116353,MECR,14,-1.0084,27,-0.0705,33,0.31085,20,-0.6431,29,0.07010,41,0.74647
ENSG00000060656,PTPRU,13,-0.7080,10,-1.1591,16,-0.5376,44,1.88747,12,-0.8489,7,-1.7176
ENSG00000162511,LAPTM5,63,1.87650,43,1.15600,28,0.50857,7,-1.8982,4,-2.5571,14,-0.7710
ENSG00000162512,SDC3,135,1.16231,86,0.39320,47,-0.6250,62,-0.1750,58,-0.2437,58,-0.2563
ENSG00000134644,PUM1,139,-0.0053,79,-0.8817,99,-0.5964,187,0.64241,130,-0.1136,145,0.06770
ENSG00000060688,SNRNP40,5,-0.9655,2,-1.9119,14,0.55885,7,-0.7545,18,0.93317,14,0.57042
ENSG00000121766,ZCCHC17,111,-0.0822,108,-0.1328,103,-0.2287,117,0.00037,115,-0.0341,140,0.33091
ENSG00000121769,FABP3,19,-2.1126,43,-0.9221,64,-0.3532,99,0.51763,110,0.55578,92,0.29914
ENSG00000162517,PEF1,41,-0.0800,36,-0.3094,46,0.11404,33,-0.5652,58,0.45899,55,0.43470
ENSG00000084636,COL16A1,58,1.08921,18,-0.7893,38,0.41622,20,-0.7349,28,-0.1258,30,0.00940
ENSG00000121753,ADGRB2,103,-0.6045,116,-0.4267,117,-0.4482,197,0.57303,156,0.04154,158,0.07755
ENSG00000184007,PTP4A2,592,1.65854,228,0.00033,204,-0.1917,209,-0.1723,181,-0.3623,120,-1.0818
ENSG00000121774,KHDRBS1,118,0.00833,113,-0.0596,81,-0.6299,106,-0.1999,114,-0.0424,173,0.74273
ENSG00000121775,TMEM39B,7,-0.4955,8,-0.2653,14,0.77639,6,-0.7716,9,-0.0576,11,0.37931
ENSG00000025800,KPNA6,57,-0.0991,44,-0.5094,40,-0.7136,81,0.63774,58,-0.0688,62,0.04905
ENSG00000084652,TXLNA,26,0.35732,8,-1.4598,21,-0.0003,20,-0.0990,23,0.14326,25,0.34905
ENSG00000160050,CCDC28B,9,-0.4762,24,1.04521,11,-0.3211,6,-1.3045,12,-0.1393,22,0.99969
ENSG00000084623,EIF3I,62,-0.6374,95,0.01545,75,-0.3852,80,-0.3237,129,0.52359,131,0.62956
ENSG00000116478,HDAC1,30,1.77615,15,0.53191,10,-0.0683,5,-1.4252,3,-1.6230,12,0.18211
ENSG00000175130,MARCKSL1,364,2.08495,164,0.60811,95,-0.3105,93,-0.3902,43,-1.4747,46,-1.4814
ENSG00000160058,BSDC1,49,0.26701,20,-1.1403,50,0.30954,31,-0.5747,50,0.27261,54,0.45898
ENSG00000160062,ZBTB8A,30,1.42045,7,-0.8681,8,-0.7093,10,-0.5647,8,-0.7669,19,0.74182
ENSG00000176261,ZBTB8OS,17,-1.3705,38,-0.1788,53,0.39610,48,0.22767,32,-0.4665,46,0.11704
