Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000116731,PRDM2,118,-0.6075,192,0.17678,110,-0.7231,176,0.01304,162,-0.1148,274,0.74291,173,-0.0083,75,-1.2960,271,0.72548
ENSG00000189337,KAZN,70,0.03780,47,-0.6183,74,0.14205,89,0.43336,87,0.39667,58,-0.2491,74,0.14416,60,-0.1904,73,0.10424
ENSG00000142634,EFHD2,95,0.64849,20,-1.8731,94,0.62910,34,-0.9720,136,1.27513,129,1.18011,27,-1.3317,32,-1.0461,52,-0.3315
ENSG00000116138,DNAJC16,36,-0.1189,48,0.37753,53,0.51320,46,0.25773,43,0.16732,46,0.25782,20,-0.9828,23,-0.8054,26,-0.6373
ENSG00000197312,DDI2,32,-0.1600,30,-0.2617,38,0.10635,36,0.05194,51,0.59146,58,0.80963,25,-0.5648,21,-0.8212,32,-0.1426
ENSG00000116786,PLEKHM2,59,-0.7174,111,0.31738,56,-0.7994,67,-0.5255,106,0.20238,99,0.09805,75,-0.3418,110,0.27270,139,0.65525
ENSG00000065526,SPEN,164,0.91997,69,-0.5498,31,-1.6780,134,0.58191,58,-0.7652,123,0.42835,118,0.36620,40,-1.3278,137,0.61205
ENSG00000116809,ZBTB17,13,-0.1560,14,-0.1653,17,0.24370,7,-1.2161,19,0.36171,13,-0.2633,21,0.56207,27,0.95279,5,-1.5102
ENSG00000037637,FBXO42,7,-1.6414,10,-1.3004,31,0.52068,34,0.64568,40,0.94167,18,-0.3993,47,1.19803,16,-0.4972,13,-0.8464
ENSG00000055070,SZRD1,47,0.89542,19,-0.6075,17,-0.7092,22,-0.3522,16,-0.8021,20,-0.4867,53,1.10074,30,0.14274,30,0.13867
ENSG00000159363,ATP13A2,36,-1.6795,138,0.47810,125,0.24414,136,0.38988,168,0.73987,95,-0.1836,72,-0.6137,96,-0.1746,66,-0.7526
ENSG00000117118,SDHB,42,-1.0072,87,0.14046,72,-0.1752,123,0.69925,102,0.37984,81,0.01913,45,-0.9142,110,0.51368,55,-0.5828
ENSG00000117115,PADI2,243,2.35283,20,-1.9556,12,-2.5684,28,-1.3223,22,-1.6695,20,-1.8000,156,1.44197,100,0.66749,47,-0.5642
ENSG00000179051,RCC2,19,-0.2382,21,-0.0841,28,0.35383,33,0.64460,23,0.04980,22,0.00850,28,0.40938,20,-0.1883,6,-1.8638
ENSG00000074964,ARHGEF10L,6,-1.5986,17,-0.0680,8,-1.2641,15,-0.2879,25,0.56227,20,0.20930,39,1.31260,17,-0.1120,14,-0.3512
ENSG00000117154,IGSF21,36,-1.0897,97,0.51392,106,0.59769,44,-0.7993,67,-0.1386,79,0.11693,49,-0.6202,73,-0.0008,86,0.25109
ENSG00000159423,ALDH4A1,34,0.50469,16,-0.7848,10,-1.3576,20,-0.3107,9,-1.5854,17,-0.5976,26,0.06710,61,1.52881,41,0.80103
ENSG00000127481,UBR4,22,-0.1578,26,0.14856,11,-1.2438,26,0.12752,27,0.15514,24,0.01225,42,0.91293,13,-0.8855,24,-0.0198
ENSG00000127463,EMC1,30,-0.5873,51,0.28813,50,0.20726,54,0.34095,43,-0.0224,41,-0.0968,33,-0.4539,52,0.28732,32,-0.4957
ENSG00000053372,MRTO4,28,-0.6807,56,0.46045,53,0.33925,51,0.26634,31,-0.5277,44,0.01772,39,-0.1635,48,0.16769,28,-0.6951
ENSG00000053371,AKR7A2,50,0.34730,40,-0.0144,33,-0.3153,22,-0.9387,33,-0.2944,18,-1.2081,46,0.21207,93,1.42882,27,-0.6127
ENSG00000077549,CAPZB,94,-0.8554,212,0.50128,193,0.28135,156,-0.0644,124,-0.4187,162,0.00088,178,0.15382,176,0.13231,114,-0.5536
ENSG00000173436,MICOS10,276,-0.1741,324,0.09436,227,-0.4812,207,-0.6235,381,0.34705,395,0.40302,136,-1.2638,468,0.68771,341,0.16433
ENSG00000158747,NBL1,83,-0.9143,169,0.22205,217,0.61117,111,-0.4709,168,0.18464,153,0.04130,144,-0.0581,148,-0.0164,133,-0.1837
ENSG00000169914,OTUD3,14,-0.7618,15,-0.7299,56,1.54426,24,0.10987,28,0.34093,32,0.57000,14,-0.7909,8,-1.6216,22,-0.0728
ENSG00000162545,CAMK2N1,952,-1.1559,3506,1.10460,1031,-1.0349,1224,-0.7733,601,-1.8464,1651,-0.3085,1836,-0.1402,3131,0.73579,2614,0.43208
ENSG00000090432,MUL1,11,-0.8439,13,-0.6228,21,0.20864,23,0.32320,28,0.63115,16,-0.2130,14,-0.4175,24,0.38759,24,0.40433
ENSG00000158828,PINK1,320,-0.6381,539,0.21156,570,0.27819,396,-0.3052,662,0.52569,452,-0.0960,407,-0.2626,408,-0.2554,507,0.08817
ENSG00000244038,DDOST,18,-0.7189,27,-0.0443,38,0.47343,40,0.56183,28,0.01686,26,-0.1116,26,-0.1210,35,0.36800,15,-0.9420
ENSG00000117245,KIF17,8,-1.4229,10,-1.1033,36,0.96341,19,-0.0318,67,2.17949,23,0.27103,4,-2.3791,13,-0.5837,7,-1.5355
ENSG00000189410,SH2D5,6,-3.2082,85,0.96798,71,0.51814,33,-0.6798,52,0.00018,59,0.21102,36,-0.5767,41,-0.3773,49,-0.0741
ENSG00000127483,HP1BP3,254,0.03532,245,-0.0274,213,-0.2417,260,0.07528,217,-0.2160,272,0.14488,303,0.32100,150,-0.7834,325,0.43850
ENSG00000075151,EIF4G3,175,-0.2406,178,-0.2439,235,0.22871,242,0.27700,174,-0.2544,272,0.47125,221,0.12811,69,-1.6528,295,0.60760
ENSG00000076864,RAP1GAP,73,-0.8487,164,0.49638,211,0.85446,121,-0.0686,182,0.59710,105,-0.2825,65,-1.0279,81,-0.6897,94,-0.4678
ENSG00000090686,USP48,71,0.11971,67,0.02532,80,0.31189,79,0.29258,55,-0.2875,63,-0.0752,59,-0.1763,64,-0.0349,54,-0.3099
ENSG00000070831,CDC42,230,0.06244,192,-0.2512,311,0.55518,219,-0.0175,266,0.29823,237,0.11196,211,-0.0785,184,-0.2901,171,-0.4076
ENSG00000173369,C1QB,20,0.05973,21,0.17184,7,-1.5917,6,-1.6416,0,-5.0918,5,-2.1028,39,1.12912,54,1.74207,22,0.17690
ENSG00000004487,KDM1A,28,-1.0295,67,0.36608,65,0.26977,112,1.19185,36,-0.6407,59,0.10697,48,-0.2085,40,-0.5188,28,-1.0471
ENSG00000169641,LUZP1,55,-1.2339,84,-0.6362,97,-0.3683,185,0.68136,168,0.52613,233,1.08008,106,-0.2222,49,-1.3988,159,0.43111
ENSG00000125944,HNRNPR,172,0.41267,161,0.34918,147,0.16251,129,-0.0471,97,-0.4971,104,-0.3937,141,0.08972,117,-0.2024,103,-0.4102
ENSG00000249087,ZNF436-AS1,7,-1.2235,22,0.51193,9,-0.9818,25,0.65889,18,0.16863,14,-0.2320,21,0.38968,22,0.44184,5,-1.6756
ENSG00000117318,ID3,100,2.65931,4,-2.6538,2,-3.5038,1,-4.7421,0,-6.5619,0,-8.1405,103,2.73952,10,-1.2269,15,-0.7325
ENSG00000142676,RPL11,1065,1.00444,575,-0.0270,319,-0.9449,344,-0.8284,457,-0.3874,362,-0.7481,529,-0.1595,719,0.33782,896,0.70444
ENSG00000011007,ELOA,35,0.34097,25,-0.2335,21,-0.4492,23,-0.3589,23,-0.3293,23,-0.3427,37,0.40727,29,-0.0006,45,0.73524
ENSG00000057757,PITHD1,103,-0.8765,182,0.02281,280,0.72513,150,-0.2935,220,0.32275,301,0.84953,93,-1.0300,190,0.08527,101,-0.8992
ENSG00000011009,LYPLA2,9,-1.3041,30,0.52215,29,0.39336,13,-0.8681,22,-0.0181,38,0.84252,21,-0.1312,22,-0.0554,12,-0.9518
ENSG00000117308,GALE,0,-5.2390,15,0.19961,30,1.31655,18,0.48943,19,0.54048,14,0.09915,10,-0.4604,11,-0.3257,2,-2.3959
ENSG00000117305,HMGCL,11,-0.6373,12,-0.6661,15,-0.2328,29,0.86149,19,0.13642,12,-0.5060,19,0.11805,32,1.03393,12,-0.5949
ENSG00000189266,PNRC2,61,-0.0868,54,-0.3002,63,-0.0171,55,-0.2412,52,-0.3293,66,0.04603,92,0.58381,54,-0.2586,90,0.54819
ENSG00000188529,SRSF10,74,0.21709,67,0.05000,68,0.06663,74,0.21120,71,0.14192,52,-0.3644,77,0.27835,63,-0.0575,37,-0.8534
ENSG00000001461,NIPAL3,334,2.13952,67,-0.7155,99,-0.0395,71,-0.5653,109,0.12111,77,-0.4313,71,-0.5602,40,-1.4242,79,-0.3925
ENSG00000133226,SRRM1,292,0.98653,111,-0.6471,64,-1.4305,229,0.57337,93,-0.8644,170,0.08347,309,1.08682,47,-1.8851,190,0.26031
ENSG00000169504,CLIC4,261,3.34956,10,-2.5141,11,-2.2047,36,-0.4527,13,-1.9489,15,-1.7381,64,0.44284,24,-1.0842,42,-0.2189
ENSG00000117614,SYF2,141,0.38770,98,-0.2282,69,-0.7451,156,0.55180,69,-0.7540,100,-0.1744,134,0.29828,103,-0.1215,146,0.43570
ENSG00000117616,RSRP1,100,0.43640,75,-0.0423,89,0.25116,109,0.57429,50,-0.6678,74,-0.0509,92,0.29200,69,-0.1739,33,-1.2867
ENSG00000183726,TMEM50A,77,-0.0784,111,0.58954,119,0.61846,63,-0.3940,46,-0.8687,60,-0.4715,95,0.24740,71,-0.2091,58,-0.5185
ENSG00000204178,MACO1,44,-0.1427,40,-0.3110,43,-0.1787,71,0.63061,37,-0.4230,59,0.32436,77,0.77870,22,-1.1772,48,-0.0147
ENSG00000117643,MAN1C1,31,-0.8297,96,1.19431,54,0.04365,49,-0.1086,26,-1.0925,43,-0.3247,51,-0.0471,40,-0.4240,40,-0.4237
ENSG00000162430,SELENON,38,0.37107,30,0.00436,24,-0.3408,26,-0.2256,9,-1.8298,14,-1.1465,59,1.11680,34,0.19144,37,0.31678
ENSG00000117640,MTFR1L,30,-1.4385,103,0.56042,91,0.27755,67,-0.2151,68,-0.1913,86,0.19578,80,0.07931,73,-0.0686,63,-0.3001
ENSG00000117632,STMN1,820,-0.6878,1357,0.11894,1901,0.66237,1396,0.15097,2444,1.09851,1115,-0.2092,631,-1.0874,840,-0.6515,851,-0.6308
ENSG00000158008,EXTL1,19,-1.0465,44,0.26616,45,0.25291,42,0.15800,34,-0.1830,47,0.33359,24,-0.7232,47,0.31775,36,-0.1003
ENSG00000175087,PDIK1L,18,0.08956,18,0.08204,22,0.38868,18,0.08132,27,0.73503,16,-0.1316,21,0.33028,5,-1.8223,9,-1.0287
ENSG00000142684,ZNF593,31,-0.4989,49,0.26807,55,0.41799,70,0.84029,32,-0.4553,24,-0.8951,26,-0.7565,54,0.41100,33,-0.3779
ENSG00000142669,SH3BGRL3,190,0.51708,92,-0.7078,188,0.49826,85,-0.7543,147,0.09045,135,-0.0431,122,-0.2074,183,0.45393,152,0.14791
ENSG00000158062,UBXN11,5,-1.8778,20,0.23949,12,-0.5082,10,-0.7529,9,-0.9470,19,0.16778,19,0.20763,33,1.09942,24,0.51454
ENSG00000117682,DHDDS,15,-0.3059,13,-0.5058,24,0.47558,17,-0.0953,27,0.62861,23,0.41842,13,-0.4781,23,0.37636,11,-0.7009
ENSG00000198830,HMGN2,324,0.42640,290,0.27709,166,-0.6366,202,-0.3322,142,-0.8792,239,-0.0647,270,0.12783,342,0.51786,227,-0.1458
ENSG00000117713,ARID1A,97,0.34452,84,0.12461,73,-0.1124,75,-0.0733,44,-0.8925,86,0.14538,90,0.22789,79,0.01179,72,-0.1387
ENSG00000204160,ZDHHC18,8,-0.8756,11,-0.5736,25,0.85209,19,0.34344,26,0.88135,18,0.28923,13,-0.2381,10,-0.5864,9,-0.7000
ENSG00000142751,GPN2,9,-1.2184,28,0.58762,25,0.30941,26,0.38728,19,-0.1172,26,0.33642,12,-0.8825,21,0.00331,12,-0.7890
ENSG00000090273,NUDC,173,-0.4122,292,0.48552,203,-0.1603,233,0.05346,228,0.02065,200,-0.1849,167,-0.4685,198,-0.2027,264,0.25610
ENSG00000253368,TRNP1,19,-1.7520,68,0.18858,73,0.28734,68,0.18217,100,0.81253,70,0.22009,43,-0.5509,69,0.20687,32,-0.9912
ENSG00000090020,SLC9A1,2,-3.1994,21,0.21956,32,0.89809,8,-1.2294,36,1.07613,11,-0.8423,18,-0.0396,24,0.41171,13,-0.5330
ENSG00000142784,WDTC1,37,0.26665,34,0.11378,19,-0.7467,28,-0.1758,25,-0.3952,29,-0.1160,24,-0.4181,36,0.20824,50,0.73531
ENSG00000186501,TMEM222,38,-0.2771,44,-0.0540,55,0.32265,30,-0.6447,45,-0.0275,39,-0.2229,53,0.24350,56,0.34021,49,0.13587
ENSG00000158195,WASF2,151,1.80670,24,-1.3044,15,-1.9584,40,-0.4667,25,-1.1586,31,-0.8636,129,1.50460,39,-0.4958,58,0.12784
ENSG00000126705,AHDC1,24,-0.9467,55,0.36313,51,0.19376,39,-0.2190,43,-0.0647,54,0.29390,66,0.62593,26,-0.8380,36,-0.3248
