Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000162545,CAMK2N1,1640,-1.0753,1354,-1.3622,1734,-1.0613,3471,0.08526,5249,0.98190,3503,0.11322
ENSG00000158828,PINK1,229,-0.7816,176,-1.1761,308,-0.3556,468,0.37003,542,0.73494,324,-0.2943
ENSG00000244038,DDOST,35,0.01821,28,-0.3120,17,-1.1097,48,0.56678,15,-1.4774,60,1.16186
ENSG00000127483,HP1BP3,363,0.60930,530,1.24779,358,0.65713,163,-0.7062,165,-0.7460,185,-0.5457
ENSG00000075151,EIF4G3,405,1.35181,209,0.24748,188,0.08873,253,0.62144,118,-0.7588,99,-1.0457
ENSG00000076864,RAP1GAP,151,1.45110,38,-0.7742,21,-1.7755,112,1.06862,37,-0.9541,64,0.02257
ENSG00000090686,USP48,125,0.92941,137,1.08157,100,0.63633,59,-0.2868,39,-1.0414,49,-0.6651
ENSG00000070831,CDC42,137,-0.5743,218,0.14547,181,-0.1529,282,0.63072,164,-0.3496,202,0.03700
ENSG00000173372,C1QA,29,-0.7164,9,-2.4319,11,-2.2860,29,-0.7513,86,1.35905,60,0.52713
ENSG00000159189,C1QC,16,-1.3661,24,-0.8063,25,-0.7865,13,-1.7571,62,0.88797,60,0.84949
ENSG00000173369,C1QB,34,-0.9467,15,-2.0841,20,-1.7661,33,-1.0283,129,1.65718,69,0.19818
ENSG00000004487,KDM1A,58,0.33624,29,-0.7420,74,0.83087,60,0.45791,20,-1.4377,48,0.06104
ENSG00000169641,LUZP1,228,1.47647,50,-0.9762,120,0.43233,113,0.32821,78,-0.3475,50,-1.1181
ENSG00000125944,HNRNPR,130,-0.1131,250,0.95118,153,0.16642,156,0.20306,101,-0.5800,123,-0.2393
ENSG00000117318,ID3,23,-1.9131,75,-0.1161,19,-2.2902,5,-4.0175,167,1.67260,108,0.57878
ENSG00000142676,RPL11,413,-1.2133,1066,0.24446,1205,0.49480,592,-0.7237,1199,0.55033,764,-0.3339
ENSG00000011007,ELOA,77,1.31523,50,0.59232,45,0.46728,26,-0.4802,37,0.12369,12,-1.8146
ENSG00000057757,PITHD1,116,0.06152,93,-0.2841,79,-0.5897,198,1.06003,101,-0.1965,92,-0.3530
ENSG00000189266,PNRC2,71,-0.0748,96,0.40863,73,-0.0280,76,0.04960,84,0.23591,58,-0.4560
ENSG00000188529,SRSF10,90,0.30901,111,0.64611,52,-0.5832,73,-0.0233,67,-0.1994,80,0.12822
ENSG00000001461,NIPAL3,134,0.54157,313,2.04016,78,-0.3405,70,-0.5299,65,-0.7014,70,-0.5753
ENSG00000133226,SRRM1,482,1.06112,493,1.10014,408,0.88894,132,-1.0536,192,-0.5005,129,-1.1752
ENSG00000169504,CLIC4,33,-1.2800,289,2.29534,53,-0.6298,14,-2.6263,120,0.90352,39,-1.2162
ENSG00000117614,SYF2,146,-0.0641,184,0.30183,225,0.70677,122,-0.3705,121,-0.4291,147,-0.0723
ENSG00000117616,RSRP1,255,1.93367,140,0.86442,20,-2.2386,87,0.10751,38,-1.3210,87,0.11010
ENSG00000183726,TMEM50A,59,-0.4888,121,0.64530,56,-0.6153,98,0.33993,84,0.07766,76,-0.1021
ENSG00000204178,MACO1,117,1.54637,100,1.26800,48,0.06505,41,-0.2155,31,-0.7352,23,-1.2385
ENSG00000117643,MAN1C1,20,-0.1229,4,-2.2570,9,-1.4469,47,1.49037,18,-0.3109,23,0.10864
ENSG00000162430,SELENON,48,0.58721,26,-0.3474,6,-2.6113,13,-1.4887,43,0.55519,51,0.91632
ENSG00000117640,MTFR1L,40,-0.5594,28,-1.1011,46,-0.3814,66,0.22587,58,-0.0031,76,0.55673
ENSG00000117632,STMN1,631,-0.6488,908,-0.0869,877,-0.1546,1908,1.30938,955,-0.0085,513,-1.1101
ENSG00000158008,EXTL1,38,0.10019,1,-4.3707,23,-0.7287,46,0.46083,43,0.35794,40,0.25065
ENSG00000142684,ZNF593,28,-0.4642,20,-0.9766,26,-0.6075,59,0.77730,38,0.00740,41,0.16280
ENSG00000142669,SH3BGRL3,122,-0.7970,146,-0.5218,186,-0.1620,197,-0.0605,275,0.60328,198,-0.0621
ENSG00000158062,UBXN11,10,-1.4307,17,-0.6616,13,-1.0973,22,-0.2850,47,1.24427,26,-0.0362
ENSG00000198830,HMGN2,185,-0.5890,431,0.74527,299,0.16713,186,-0.6328,251,-0.1476,306,0.23556
ENSG00000117713,ARID1A,111,0.58299,136,0.92598,51,-0.6939,52,-0.6604,56,-0.5934,102,0.56041
ENSG00000090273,NUDC,148,-0.7199,161,-0.5952,266,0.20458,286,0.33807,279,0.32487,196,-0.3501
ENSG00000253368,TRNP1,40,-0.3060,3,-4.0353,11,-2.2878,63,0.45449,78,0.98418,53,0.18037
ENSG00000142784,WDTC1,35,0.23406,20,-0.6508,27,-0.2033,18,-0.8855,34,0.23194,39,0.50845
ENSG00000186501,TMEM222,62,0.61593,40,-0.0866,9,-2.3252,38,-0.1924,35,-0.3146,68,1.00097
ENSG00000158195,WASF2,40,-0.9583,250,2.09150,69,-0.1366,12,-2.8147,72,-0.0742,76,0.03066
ENSG00000126705,AHDC1,96,1.62699,26,-0.5192,22,-0.8013,39,0.13980,31,-0.3038,33,-0.1993
ENSG00000126709,IFI6,170,0.62812,93,-0.3247,177,0.79456,96,-0.3046,99,-0.2760,90,-0.4481
ENSG00000117758,STX12,78,-0.5801,80,-0.5355,122,0.11880,130,0.23690,116,0.03438,118,0.07600
ENSG00000117751,PPP1R8,46,0.84123,31,0.22162,25,-0.1097,30,0.19078,17,-0.8575,29,0.12434
ENSG00000117748,RPA2,40,-0.5075,49,-0.1743,30,-1.0006,109,1.28801,38,-0.6590,60,0.16491
ENSG00000126698,DNAJC8,174,-0.5892,363,0.56227,375,0.69417,237,-0.1262,237,-0.1386,197,-0.4798
ENSG00000130770,ATP5IF1,236,-1.3055,98,-2.5906,374,-0.6596,1029,1.16303,681,0.41168,489,-0.2346
ENSG00000198492,YTHDF2,60,0.08155,73,0.38556,34,-0.8393,103,1.09430,36,-0.8106,56,-0.0261
ENSG00000116350,SRSF4,147,0.69343,94,-0.0200,157,0.91785,69,-0.5501,66,-0.6620,84,-0.2314
ENSG00000116353,MECR,17,-0.5712,0,-6.3899,17,-0.6188,43,1.01819,39,0.98060,14,-1.0225
ENSG00000162511,LAPTM5,21,-1.9332,21,-1.9091,44,-0.9125,36,-1.2209,155,1.59517,85,0.19571
ENSG00000162512,SDC3,213,0.90547,80,-0.6556,79,-0.7160,80,-0.7010,93,-0.4897,190,0.93968
ENSG00000134644,PUM1,193,0.84766,154,0.47261,114,-0.0024,148,0.45686,74,-0.7920,93,-0.3780
ENSG00000121766,ZCCHC17,124,-0.1114,174,0.42980,118,-0.1995,179,0.52866,150,0.23423,85,-0.8140
ENSG00000121769,FABP3,36,-1.0610,30,-1.3372,37,-1.0917,158,1.51929,87,0.36771,49,-0.6763
ENSG00000162517,PEF1,77,0.43089,14,-2.0899,8,-3.1012,108,1.12216,61,0.05303,68,0.27131
ENSG00000084636,COL16A1,78,1.02999,70,0.85113,13,-1.7777,23,-0.9210,24,-0.9703,67,1.03899
ENSG00000121753,ADGRB2,158,0.40487,48,-1.4316,51,-1.3964,197,0.86928,128,0.09211,127,0.07303
ENSG00000184007,PTP4A2,258,-0.4806,1312,2.30687,686,1.26299,155,-1.3323,208,-0.9423,116,-1.8834
ENSG00000121774,KHDRBS1,95,-0.5546,186,0.49707,104,-0.4419,219,0.87872,99,-0.5857,135,-0.0072
ENSG00000025800,KPNA6,122,0.94688,83,0.31751,47,-0.6298,96,0.60986,54,-0.4447,56,-0.3784
ENSG00000160050,CCDC28B,4,-2.9451,22,-0.5666,26,-0.3183,48,0.75150,17,-1.0976,51,1.03368
ENSG00000084623,EIF3I,59,-0.7290,57,-0.7722,91,-0.0703,120,0.41740,82,-0.2743,117,0.43474
ENSG00000175130,MARCKSL1,197,-1.0208,1161,1.88779,267,-0.6062,159,-1.4303,274,-0.6155,525,0.63761
ENSG00000160058,BSDC1,71,0.32587,77,0.46149,54,-0.1295,57,-0.0398,39,-0.7042,69,0.35693
ENSG00000176261,ZBTB8OS,25,-1.0314,38,-0.4390,44,-0.2188,58,0.25816,71,0.72497,40,-0.4180
ENSG00000162521,RBBP4,106,-0.2008,141,0.23742,96,-0.3883,119,-0.0322,90,-0.5460,169,0.67865
ENSG00000134684,YARS,38,-0.9910,45,-0.7265,40,-0.9707,155,1.47540,47,-0.7634,84,0.29371
ENSG00000160097,FNDC5,29,0.01724,3,-3.0565,18,-0.7282,42,0.66683,31,0.17235,33,0.24491
ENSG00000121905,HPCA,74,-1.4609,19,-3.4070,61,-1.8414,446,1.62462,270,0.66795,139,-0.6126
ENSG00000121900,TMEM54,12,-2.1886,44,-0.3172,68,0.40534,33,-0.8058,61,0.21363,70,0.50806
ENSG00000004455,AK2,41,-0.1123,54,0.31823,51,0.27000,25,-0.9219,43,-0.0377,50,0.26297
ENSG00000134686,PHC2,29,-0.9438,99,0.95456,33,-0.8197,42,-0.4499,57,0.08751,69,0.45782
ENSG00000163866,SMIM12,10,-1.7363,7,-2.2263,32,-0.0499,60,1.13393,44,0.59213,20,-0.8839
ENSG00000116544,DLGAP3,51,-0.2701,17,-1.9165,32,-1.0316,51,-0.2816,90,0.82232,74,0.39774
ENSG00000116560,SFPQ,635,1.33167,466,0.80109,366,0.45083,193,-0.6465,186,-0.7666,210,-0.5518
ENSG00000146463,ZMYM4,103,0.85346,80,0.44133,90,0.71311,61,0.00330,38,-0.8547,44,-0.6074
ENSG00000142687,KIAA0319L,57,-0.1058,71,0.24924,40,-0.6892,47,-0.4380,62,0.02306,81,0.58010
ENSG00000020129,NCDN,286,0.08468,85,-1.7487,50,-2.6418,685,1.85807,215,-0.4281,256,-0.1111
ENSG00000126067,PSMB2,88,0.19411,60,-0.3963,53,-0.6444,119,0.76433,77,-0.0235,71,-0.1809
ENSG00000142686,C1orf216,32,-0.7190,24,-1.1146,32,-0.7755,138,2.00636,43,-0.3024,29,-0.9813
ENSG00000092847,AGO1,64,0.92620,34,-0.0996,42,0.28640,32,-0.2133,29,-0.4099,33,-0.1524
ENSG00000126070,AGO3,100,1.46279,100,1.46314,24,-0.9071,29,-0.5671,33,-0.4350,31,-0.5436
ENSG00000054116,TRAPPC3,21,-1.0747,4,-3.4019,33,-0.4085,83,1.27187,35,-0.3723,49,0.28410
ENSG00000116871,MAP7D1,143,-0.2020,309,1.04599,115,-0.5865,227,0.59321,149,-0.1720,124,-0.4967
ENSG00000054118,THRAP3,283,1.36981,229,1.00559,130,0.08719,109,-0.2053,84,-0.6915,79,-0.7937
ENSG00000181817,LSM10,42,-0.3216,8,-2.7304,40,-0.4499,55,0.11511,72,0.65738,56,0.13781
ENSG00000116898,MRPS15,42,-0.7264,21,-1.7281,60,-0.2003,90,0.51871,94,0.67215,55,-0.3851
ENSG00000163875,MEAF6,80,-0.1853,109,0.30536,69,-0.4380,150,0.94357,89,-0.0090,61,-0.7054
ENSG00000134697,GNL2,19,-0.6056,38,0.42587,36,0.41225,30,0.09785,30,0.05323,22,-0.4948
ENSG00000197982,C1orf122,121,-1.2471,182,-0.6384,302,0.16394,180,-0.7056,366,0.58240,311,0.24168
ENSG00000183431,SF3A3,48,0.15431,105,1.44866,29,-0.6790,64,0.69598,27,-0.8794,35,-0.4135
ENSG00000183520,UTP11,41,-0.0679,51,0.28134,26,-0.8145,47,0.14093,43,0.01844,49,0.26160
ENSG00000116954,RRAGC,37,0.07423,95,1.62880,20,-0.9295,43,0.31292,22,-0.8515,35,-0.0524
ENSG00000174574,AKIRIN1,73,0.08183,73,0.06896,60,-0.2472,80,0.24808,64,-0.1583,72,0.06876
ENSG00000168653,NDUFS5,309,-1.1716,342,-1.0178,607,-0.1537,921,0.58923,889,0.59368,531,-0.4161
ENSG00000127603,MACF1,489,0.63782,585,0.93735,338,0.04891,139,-1.3940,189,-0.9876,450,0.63921
ENSG00000090621,PABPC4,89,-0.1841,110,0.15487,123,0.37038,57,-0.9153,111,0.20158,102,0.04274
ENSG00000116983,HPCAL4,293,-0.0713,69,-2.2384,229,-0.4903,336,0.15991,336,0.17979,393,0.49830
ENSG00000084072,PPIE,45,0.31065,25,-0.5707,29,-0.3776,55,0.72123,26,-0.6049,41,0.22142
ENSG00000131236,CAP1,143,-0.2833,198,0.22740,140,-0.3468,184,0.11794,131,-0.5009,227,0.55959
ENSG00000131238,PPT1,88,-0.7561,89,-0.7365,91,-0.7495,193,0.52912,107,-0.5430,219,0.88310
ENSG00000084073,ZMPSTE24,21,-0.8464,65,0.88936,28,-0.5080,27,-0.5169,33,-0.2258,51,0.62810
ENSG00000084070,SMAP2,164,1.03499,31,-1.5785,82,-0.0950,160,1.13222,88,0.01642,34,-1.6044
ENSG00000117016,RIMS3,108,-0.3856,2,-5.9177,20,-2.9814,159,0.23539,227,1.04004,173,0.44067
ENSG00000066136,NFYC,35,0.61310,15,-0.7134,6,-2.0512,37,0.77894,17,-0.6572,34,0.68795
ENSG00000198815,FOXJ3,68,1.05671,50,0.52568,22,-0.8055,58,0.87543,22,-0.8764,28,-0.4108
ENSG00000177181,RIMKLA,8,-2.2265,8,-2.1920,30,-0.2737,48,0.54885,58,1.04594,26,-0.5498
ENSG00000127125,PPCS,36,-0.9172,62,-0.0805,56,-0.2566,84,0.44727,63,-0.0488,71,0.17590
ENSG00000186409,CCDC30,100,1.11091,44,-0.2199,108,1.45121,23,-1.2688,35,-0.6681,32,-0.8083
ENSG00000065978,YBX1,117,-1.2432,313,0.27087,295,0.19943,144,-0.9944,342,0.52400,276,0.09222
ENSG00000177868,SVBP,29,-1.3002,44,-0.6633,62,-0.1757,73,0.10342,83,0.39452,76,0.20912
ENSG00000117394,SLC2A1,21,-2.2447,46,-1.0946,19,-2.5180,29,-1.8878,257,2.62281,70,-0.5747
ENSG00000117395,EBNA1BP2,20,-1.9312,62,-0.2879,55,-0.5034,143,1.23304,74,-0.0110,64,-0.2797
ENSG00000159479,MED8,29,0.11684,26,-0.0286,12,-1.2728,47,1.06178,26,-0.0430,22,-0.3004
ENSG00000142949,PTPRF,59,-0.3615,96,0.40845,22,-1.9194,92,0.37255,58,-0.4637,112,0.85235
ENSG00000126091,ST3GAL3,31,-0.0841,13,-1.3598,16,-1.1595,35,0.12514,38,0.31381,43,0.58030
ENSG00000117408,IPO13,23,-1.3186,193,2.14690,42,-0.4849,38,-0.6228,40,-0.5881,57,0.04822
ENSG00000117410,ATP6V0B,147,-0.5681,198,-0.1134,90,-1.4022,471,1.54153,156,-0.5709,207,-0.0533
ENSG00000117411,B4GALT2,61,-0.9901,20,-2.6025,66,-0.9349,64,-0.9876,205,1.23461,147,0.46809
ENSG00000178028,DMAP1,48,0.16138,33,-0.4139,27,-0.7791,79,1.13919,41,-0.0936,34,-0.4547
ENSG00000117419,ERI3,91,-0.4637,75,-0.7541,68,-0.9851,154,0.39932,113,-0.1549,175,0.73053
ENSG00000187147,RNF220,53,-0.8059,158,0.90692,46,-1.0975,140,0.80596,111,0.40785,55,-0.8754
ENSG00000142937,RPS8,822,-1.0629,1770,0.11666,2478,0.74598,1086,-0.6931,2120,0.51305,1216,-0.5546
ENSG00000126088,UROD,44,-0.4136,11,-2.4027,27,-1.2394,93,0.84604,59,0.03110,75,0.51481
ENSG00000117450,PRDX1,256,-1.0253,418,-0.2772,406,-0.3539,369,-0.5114,397,-0.4286,861,1.18195
ENSG00000117448,AKR1A1,33,-0.5450,67,0.55580,25,-1.0305,63,0.50136,50,0.08810,48,0.01551
ENSG00000132780,NASP,149,0.68342,217,1.31933,117,0.32156,63,-0.7107,44,-1.3829,103,0.11698
ENSG00000159592,GPBP1L1,48,0.43200,58,0.75326,28,-0.4429,27,-0.4687,25,-0.6798,48,0.57047
ENSG00000086015,MAST2,29,0.20260,0,-7.0366,12,-1.2067,37,0.68714,24,-0.0790,35,0.63709
ENSG00000117461,PIK3R3,27,-0.4076,0,-5.3059,31,-0.2188,22,-0.7638,31,-0.2150,65,1.34461
ENSG00000085998,POMGNT1,59,0.62359,29,-0.5009,22,-0.9307,44,0.17881,27,-0.6739,58,0.78241
ENSG00000132128,LRRC41,50,0.56008,31,-0.1872,6,-2.7357,40,0.19623,30,-0.2729,53,0.85462
ENSG00000173660,UQCRH,259,-1.0199,191,-1.4746,356,-0.5791,800,0.85058,717,0.73154,374,-0.5445
ENSG00000079277,MKNK1,101,1.87322,34,0.01244,2,-4.3018,18,-1.0267,38,0.22162,39,0.27105
ENSG00000123472,ATPAF1,92,-0.9494,140,-0.3058,150,-0.2102,146,-0.2580,178,0.08521,228,0.59333
ENSG00000159658,EFCAB14,109,-0.1774,234,1.05580,136,0.18999,62,-1.0986,106,-0.2696,136,0.21413
ENSG00000162368,CMPK1,84,-0.7784,124,-0.1890,105,-0.4752,161,0.25203,171,0.40587,140,0.01028
ENSG00000162373,BEND5,13,-0.9402,12,-1.0609,8,-1.7852,33,0.44990,35,0.69126,30,0.31897
ENSG00000162374,ELAVL4,188,0.99975,25,-2.0822,87,-0.2563,231,1.60782,61,-0.9022,61,-0.8988
ENSG00000185104,FAF1,46,0.21232,54,0.47004,25,-0.7714,69,0.98462,26,-0.8014,39,-0.0473
