Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000171680,PLEKHG5,25,0.45777,16,-0.2136,7,-1.5364,16,-0.2352,15,-0.3080,8,-1.2926,13,-0.5193,24,0.39116,32,0.99229
ENSG00000162408,NOL9,26,-0.1536,7,-2.0016,36,0.39244,39,0.50437,25,-0.2148,25,-0.2148,46,0.77823,34,0.29138,23,-0.3471
ENSG00000162413,KLHL21,15,-0.3783,22,0.20812,23,0.28919,16,-0.2090,20,0.13172,8,-1.2007,24,0.39349,12,-0.6983,24,0.44699
ENSG00000041988,THAP3,19,0.13860,5,-1.7157,6,-1.5327,7,-1.3079,14,-0.2758,23,0.45093,9,-0.9305,31,0.93891,29,0.98976
ENSG00000007923,DNAJC11,29,-0.2822,16,-1.1636,45,0.38019,54,0.68111,39,0.15247,27,-0.4131,47,0.46611,41,0.22692,27,-0.4313
ENSG00000171735,CAMTA1,310,-0.7390,227,-1.2138,466,-0.1013,509,0.03821,604,0.31533,880,0.95251,661,0.46377,459,-0.1274,427,-0.2674
ENSG00000049246,PER3,29,0.15233,32,0.32315,27,0.04799,23,-0.1765,7,-1.9189,39,0.63851,35,0.46735,18,-0.5462,26,-0.0398
ENSG00000116288,PARK7,525,0.97407,354,0.30634,179,-0.7732,134,-1.2047,210,-0.5216,191,-0.6681,204,-0.5682,344,0.25967,394,0.55552
ENSG00000116285,ERRFI1,16,-0.2367,11,-0.7671,15,-0.3433,20,0.12418,30,0.77417,19,-0.0093,24,0.41928,17,-0.1633,17,-0.1365
ENSG00000162426,SLC45A1,14,-1.1306,19,-0.7074,11,-1.5226,21,-0.5348,47,0.73185,25,-0.3030,40,0.46662,25,-0.2717,49,0.93730
ENSG00000142599,RERE,145,-0.2247,195,0.24876,271,0.80513,186,0.17320,95,-0.8815,236,0.56812,167,0.00470,133,-0.3564,120,-0.5695
ENSG00000074800,ENO1,559,0.39362,1027,1.45728,160,-1.5513,196,-1.2474,391,-0.1846,271,-0.7547,398,-0.1541,240,-0.9428,574,0.50113
ENSG00000171612,SLC25A33,25,0.14838,61,1.70485,9,-1.4283,3,-2.7857,18,-0.3029,7,-1.7338,39,0.90454,16,-0.5004,23,0.07976
ENSG00000171603,CLSTN1,283,-1.4090,315,-1.2519,366,-1.0248,614,-0.2223,891,0.37621,935,0.45614,757,0.11149,710,0.00848,1097,0.84915
ENSG00000178585,CTNNBIP1,24,0.02939,12,-0.9625,29,0.34321,7,-1.7795,8,-1.6225,13,-0.8282,22,-0.0663,63,1.72481,27,0.26535
ENSG00000162441,LZIC,60,-0.0010,65,0.10959,68,0.19992,54,-0.1645,32,-0.9604,68,0.20171,100,0.83715,59,-0.0293,48,-0.4083
ENSG00000130939,UBE4B,24,-0.7723,52,0.42036,27,-0.6263,46,0.21716,42,0.07291,20,-1.0687,41,0.02745,79,1.13590,35,-0.2368
ENSG00000054523,KIF1B,200,-1.0589,303,-0.4224,494,0.35917,378,-0.0721,479,0.30743,532,0.48241,612,0.71759,393,-0.0132,284,-0.5766
ENSG00000142657,PGD,46,-0.5168,66,0.04541,36,-0.9168,43,-0.6344,79,0.33164,26,-1.4169,127,1.13314,79,0.32748,72,0.18877
ENSG00000241563,CORT,44,0.47944,3,-3.5044,8,-2.0112,30,-0.1591,17,-1.0437,28,-0.2448,11,-1.6709,9,-1.9586,90,2.23404
ENSG00000160049,DFFA,48,-0.2881,93,0.77392,75,0.42314,49,-0.2514,48,-0.3052,39,-0.6002,84,0.60949,61,0.08920,41,-0.6135
ENSG00000142655,PEX14,15,-0.2469,14,-0.3271,20,0.26530,15,-0.1846,28,0.77480,4,-2.1935,7,-1.3087,9,-1.0135,30,1.09174
ENSG00000120948,TARDBP,58,-0.4765,68,-0.2256,68,-0.2192,97,0.34944,66,-0.2648,71,-0.1488,86,0.14345,81,0.05081,94,0.33606
ENSG00000116649,SRM,84,0.56955,73,0.33038,30,-1.0544,34,-0.8507,35,-0.8415,34,-0.8737,41,-0.5626,72,0.31087,96,0.91513
ENSG00000171824,EXOSC10,28,-0.3390,62,0.96899,22,-0.6586,64,1.03538,13,-1.5001,27,-0.3569,19,-0.9239,21,-0.7845,44,0.45942
ENSG00000198793,MTOR,21,-1.0930,40,-0.1094,39,-0.1311,27,-0.6933,54,0.38461,42,-0.0397,32,-0.4576,28,-0.6490,72,1.01381
ENSG00000116661,FBXO2,317,1.03242,374,1.33417,63,-1.5412,68,-1.4108,186,0.13253,67,-1.4395,55,-1.7392,147,-0.2365,216,0.43626
ENSG00000132879,FBXO44,60,-0.5495,46,-0.9602,39,-1.2216,116,0.49619,71,-0.2938,79,-0.1330,43,-1.0580,115,0.47824,144,1.00851
ENSG00000177000,MTHFR,5,-1.9842,37,0.89196,16,-0.3925,49,1.39090,8,-1.4213,11,-0.9490,23,0.11590,20,-0.0957,21,0.01943
ENSG00000011021,CLCN6,35,-0.8459,50,-0.3064,26,-1.2840,54,-0.1981,72,0.27819,63,0.06410,59,-0.0576,100,0.80952,75,0.37733
ENSG00000116685,KIAA2013,24,-0.3240,43,0.60851,7,-2.1633,34,0.23291,25,-0.2614,30,0.01927,22,-0.4513,43,0.59699,34,0.24726
ENSG00000083444,PLOD1,9,-1.1400,43,1.29825,9,-1.1012,14,-0.4840,12,-0.7745,25,0.41643,21,0.13439,21,0.11144,20,0.07592
ENSG00000116688,MFN2,57,-0.9772,74,-0.5753,90,-0.2857,50,-1.1732,125,0.23756,109,0.02496,186,0.91228,120,0.17766,132,0.37400
ENSG00000048707,VPS13D,42,-0.7249,73,0.13186,41,-0.7646,101,0.67262,82,0.33446,73,0.13594,81,0.30532,59,-0.1939,59,-0.2301
ENSG00000162496,DHRS3,20,0.27239,64,2.45777,1,-3.4734,7,-1.1777,26,0.74332,7,-1.2755,4,-1.9550,11,-0.6735,12,-0.4775
ENSG00000116731,PRDM2,108,-1.5106,117,-1.3909,510,0.95419,354,0.33885,352,0.32996,435,0.68345,383,0.46758,180,-0.7337,218,-0.4835
ENSG00000189337,KAZN,21,-1.6990,61,-0.0854,84,0.43402,51,-0.3679,62,-0.0447,62,-0.0471,77,0.29919,76,0.27226,73,0.25182
ENSG00000142634,EFHD2,35,-1.4066,56,-0.6780,146,0.86359,69,-0.3694,98,0.19001,128,0.63958,20,-2.1912,213,1.53947,52,-0.8808
ENSG00000116138,DNAJC16,15,-1.5720,8,-2.4132,26,-0.7725,40,-0.1183,62,0.58499,37,-0.2519,70,0.78951,48,0.15984,63,0.70737
ENSG00000197312,DDI2,13,-1.6588,25,-0.6956,39,-0.0284,46,0.23011,59,0.63549,71,0.95077,25,-0.7483,45,0.18030,38,-0.0881
ENSG00000116786,PLEKHM2,159,0.56458,85,-0.4374,145,0.41136,65,-0.8529,84,-0.4600,93,-0.3083,150,0.47260,192,0.88286,76,-0.6720
ENSG00000065526,SPEN,84,-1.4515,215,-0.0044,303,0.55787,299,0.53217,185,-0.2441,534,1.56517,296,0.51559,79,-1.5335,81,-1.6246
ENSG00000116809,ZBTB17,20,-0.0632,14,-0.5817,17,-0.2878,13,-0.7162,18,-0.2555,29,0.51797,24,0.24090,26,0.36519,23,0.21013
ENSG00000055070,SZRD1,38,0.64513,64,1.57248,19,-0.4684,18,-0.5431,10,-1.4263,24,-0.1119,28,0.11668,12,-1.1408,22,-0.2878
ENSG00000159363,ATP13A2,58,-0.8034,37,-1.4958,58,-0.8137,99,0.03054,133,0.50800,46,-1.1546,95,-0.0466,154,0.75273,147,0.79173
ENSG00000117118,SDHB,95,0.88756,47,-0.2615,15,-1.9217,46,-0.3035,56,0.03152,27,-1.0961,44,-0.3753,69,0.36446,77,0.62414
ENSG00000117115,PADI2,66,0.48335,245,3.16039,44,-0.1692,17,-1.6181,14,-1.8800,20,-1.3541,22,-1.2367,25,-1.0485,18,-1.6164
ENSG00000179051,RCC2,18,-0.4521,14,-0.8155,10,-1.3120,20,-0.2892,37,0.68725,13,-0.9489,30,0.35724,45,1.01551,27,0.21664
ENSG00000117154,IGSF21,53,0.08365,29,-0.8808,60,0.28183,40,-0.3820,65,0.39108,39,-0.4087,25,-1.0744,47,-0.1332,75,0.73382
ENSG00000159423,ALDH4A1,36,1.18504,36,1.20288,14,-0.3761,13,-0.5025,12,-0.6140,18,0.03583,8,-1.1067,11,-0.6942,14,-0.3945
ENSG00000127481,UBR4,17,-1.5724,44,-0.1344,53,0.17112,82,0.88763,48,0.01707,89,1.03774,88,1.00454,16,-1.6325,20,-1.3976
ENSG00000127463,EMC1,20,-0.8510,36,0.09637,29,-0.2470,31,-0.1580,45,0.43558,13,-1.4719,42,0.34404,41,0.30930,42,0.38297
ENSG00000053372,MRTO4,42,-0.1772,39,-0.2820,43,-0.1414,20,-1.3071,45,-0.0699,42,-0.1674,55,0.25899,77,0.82466,52,0.21383
ENSG00000053371,AKR7A2,64,1.44764,57,1.23033,11,-1.4305,6,-2.2327,16,-0.8355,15,-0.8698,16,-0.8129,21,-0.4136,34,0.38054
ENSG00000077549,CAPZB,184,0.16365,159,-0.0676,107,-0.6830,124,-0.4552,267,0.78464,113,-0.6079,130,-0.3891,99,-0.8039,239,0.68800
ENSG00000173436,MICOS10,601,1.17522,219,-0.4948,407,0.50179,142,-1.1604,191,-0.7032,183,-0.7732,148,-1.0952,521,0.92211,292,-0.0478
ENSG00000158747,NBL1,138,-0.0805,118,-0.3318,97,-0.6352,139,-0.0741,174,0.28863,90,-0.7560,149,0.04232,179,0.33433,185,0.45166
ENSG00000169914,OTUD3,12,-1.0932,6,-2.1721,43,0.85373,37,0.61167,34,0.43225,25,-0.0344,16,-0.6803,33,0.38647,25,-0.0532
ENSG00000162545,CAMK2N1,4641,1.27228,2062,-0.0988,2479,0.19762,1410,-0.6934,1027,-1.1777,1727,-0.3788,2500,0.21114,2218,0.01781,1935,-0.2223
ENSG00000090432,MUL1,5,-1.8179,14,-0.3931,11,-0.7546,19,0.09865,25,0.52120,15,-0.2259,26,0.59137,25,0.55368,19,0.13515
ENSG00000158828,PINK1,452,0.25619,240,-0.7419,341,-0.1987,218,-0.8897,506,0.43972,231,-0.7998,349,-0.1604,635,0.82364,444,0.25664
ENSG00000244038,DDOST,41,0.39370,41,0.42587,16,-1.0692,28,-0.1816,26,-0.3146,15,-1.0975,26,-0.3274,12,-1.4267,56,1.11211
ENSG00000117245,KIF17,13,-0.6421,1,-4.0162,15,-0.4141,22,0.14674,22,0.13581,30,0.63547,7,-1.6119,36,0.96080,28,0.57481
ENSG00000189410,SH2D5,28,-0.2914,25,-0.4536,10,-1.8614,34,0.04791,17,-1.0486,34,0.02508,33,0.01097,35,0.09502,59,1.10504
ENSG00000127483,HP1BP3,143,-1.2023,269,-0.2316,376,0.30721,365,0.25815,280,-0.1673,534,0.89910,478,0.70937,216,-0.5698,224,-0.5684
ENSG00000075151,EIF4G3,110,-1.5978,124,-1.4071,327,0.08399,468,0.67451,546,0.94121,449,0.60537,391,0.37699,159,-1.0361,264,-0.2828
ENSG00000117298,ECE1,9,-1.4075,79,2.21807,17,-0.4692,38,0.83511,10,-1.2207,17,-0.4600,19,-0.2985,15,-0.6618,12,-1.0080
ENSG00000076864,RAP1GAP,39,-1.4626,32,-1.7461,112,0.17457,95,-0.0961,111,0.15645,84,-0.2876,98,-0.0452,146,0.60210,146,0.69733
ENSG00000090686,USP48,35,-1.3763,56,-0.6726,102,0.25430,119,0.51245,104,0.29164,161,1.02436,106,0.31239,58,-0.6454,64,-0.5215
ENSG00000070831,CDC42,141,-0.2138,149,-0.1309,107,-0.6435,142,-0.2012,238,0.63283,123,-0.4351,79,-1.1163,214,0.45516,212,0.50643
ENSG00000173372,C1QA,103,2.28962,72,1.56989,11,-1.4129,21,-0.5042,4,-2.7428,21,-0.5114,6,-2.3261,4,-2.9561,23,-0.3624
ENSG00000159189,C1QC,74,2.60568,48,1.67330,8,-1.2974,5,-1.8529,4,-2.2784,17,-0.0644,4,-2.1684,4,-2.3193,9,-1.2110
ENSG00000173369,C1QB,132,2.61177,77,1.49231,6,-2.3672,11,-1.5595,4,-3.1588,29,-0.1682,3,-3.2517,12,-1.4710,24,-0.5294
ENSG00000004487,KDM1A,31,-1.1796,70,0.07264,44,-0.6503,75,0.18741,79,0.25542,80,0.29338,96,0.59071,64,-0.0774,65,-0.0489
ENSG00000169641,LUZP1,64,-1.9351,92,-1.3911,266,0.26162,241,0.10098,514,1.40299,222,-0.0265,395,0.92574,174,-0.4111,147,-0.7394
ENSG00000125944,HNRNPR,119,-0.3479,141,-0.0799,159,0.11468,116,-0.3849,137,-0.1211,203,0.51523,217,0.62129,79,-0.9823,156,0.08715
ENSG00000142676,RPL11,854,1.21805,596,0.59095,639,0.70921,231,-0.9160,198,-1.1476,270,-0.6776,300,-0.5148,483,0.24375,292,-0.6096
ENSG00000011007,ELOA,17,-0.9519,35,0.20811,37,0.27535,36,0.22371,37,0.27736,49,0.74536,32,0.03252,11,-1.5764,29,-0.1404
ENSG00000057757,PITHD1,94,-0.6452,53,-1.5046,97,-0.6046,93,-0.6640,144,0.01885,119,-0.2795,151,0.09398,234,0.82570,218,0.82381
ENSG00000011009,LYPLA2,21,-0.2383,29,0.24475,13,-0.9382,22,-0.1609,29,0.23893,19,-0.3920,34,0.50190,18,-0.5211,31,0.41944
ENSG00000189266,PNRC2,76,0.49987,81,0.60093,63,0.19223,37,-0.6259,38,-0.6151,57,0.03043,58,0.05467,36,-0.6642,56,0.01485
ENSG00000188529,SRSF10,61,-0.2755,87,0.28865,52,-0.5163,132,0.99156,67,-0.1196,63,-0.2320,97,0.48109,42,-0.8410,62,-0.2722
ENSG00000001461,NIPAL3,60,-1.0164,80,-0.5724,93,-0.3479,128,0.15793,235,1.19236,132,0.21605,106,-0.1311,137,0.26920,93,-0.3835
ENSG00000133226,SRRM1,134,-1.1366,311,0.17997,429,0.71306,559,1.17617,207,-0.4689,417,0.66375,247,-0.1906,145,-1.0107,167,-0.8696
ENSG00000169504,CLIC4,71,1.02109,222,3.60460,13,-1.5817,17,-1.2695,1,-5.2213,17,-1.2538,7,-2.5858,6,-2.7410,15,-1.5356
ENSG00000117614,SYF2,152,0.09723,154,0.11889,177,0.34260,122,-0.2513,96,-0.6239,172,0.29527,181,0.38066,149,0.06552,114,-0.3981
ENSG00000117616,RSRP1,31,-1.1760,49,-0.4922,13,-2.4150,181,1.71252,19,-1.8893,116,0.89199,52,-0.4111,61,-0.1705,76,0.22019
ENSG00000183726,TMEM50A,66,0.12081,88,0.59067,41,-0.6210,51,-0.2834,63,0.04166,34,-0.9282,39,-0.7134,42,-0.6025,95,0.83479
ENSG00000204178,MACO1,27,-1.7043,37,-1.2122,76,-0.1122,160,1.12701,88,0.12304,179,1.33045,94,0.22843,29,-1.5820,63,-0.4415
ENSG00000117643,MAN1C1,30,-0.5765,66,0.66242,10,-2.1539,32,-0.4643,41,-0.1066,8,-2.4860,36,-0.3099,54,0.34391,80,1.19101
ENSG00000162430,SELENON,31,-0.0118,101,2.10095,7,-2.2764,16,-1.0101,20,-0.6521,17,-0.9442,35,0.21414,25,-0.3227,29,-0.1216
ENSG00000117640,MTFR1L,69,0.17704,40,-0.6968,46,-0.4551,62,0.00719,60,-0.0630,51,-0.3232,54,-0.2243,71,0.21968,84,0.56301
ENSG00000117632,STMN1,917,-0.4972,261,-2.3901,1218,-0.0502,835,-0.6427,1529,0.31747,1658,0.45126,1112,-0.1948,1801,0.58906,1620,0.47394
ENSG00000158008,EXTL1,40,-0.0275,21,-1.0349,33,-0.3246,41,0.00980,38,-0.1328,54,0.42440,29,-0.5203,78,1.06594,38,-0.1318
ENSG00000142684,ZNF593,38,0.49124,27,-0.0384,27,-0.0649,22,-0.4101,27,-0.0748,15,-0.9201,20,-0.5582,33,0.26399,36,0.45577
ENSG00000142669,SH3BGRL3,228,0.98938,132,0.07821,139,0.16371,80,-0.7026,160,0.38636,43,-1.6237,48,-1.4683,214,0.88157,107,-0.2922
ENSG00000158062,UBXN11,32,0.84303,17,-0.1564,18,-0.0813,10,-0.9558,10,-0.9715,9,-1.0656,26,0.52451,37,1.13204,15,-0.4326
ENSG00000117682,DHDDS,14,-0.5137,26,0.48371,10,-0.9858,26,0.48256,9,-1.1152,24,0.31403,11,-0.9272,14,-0.5100,30,0.83273
ENSG00000198830,HMGN2,213,0.77020,240,0.97743,137,0.04101,75,-0.8954,49,-1.5406,162,0.31254,108,-0.3359,105,-0.3707,123,-0.1474
ENSG00000117713,ARID1A,48,-0.9073,136,0.76187,60,-0.5647,93,0.13793,56,-0.6524,147,0.88890,102,0.28305,79,-0.1228,68,-0.4099
ENSG00000204160,ZDHHC18,10,-1.2090,21,-0.0826,12,-0.8960,17,-0.4029,12,-0.8802,22,-0.0058,33,0.68455,22,0.00436,35,0.89236
ENSG00000142751,GPN2,7,-1.4526,28,0.52532,22,0.11981,23,0.19361,13,-0.6065,7,-1.6102,33,0.82880,20,0.02538,23,0.28191
ENSG00000090273,NUDC,293,0.29237,180,-0.4848,337,0.52021,152,-0.7423,227,-0.1200,187,-0.4263,220,-0.1699,288,0.26114,282,0.26017
ENSG00000253368,TRNP1,48,0.06542,27,-0.8103,28,-0.7855,44,-0.0898,53,0.21112,16,-1.6177,99,1.27995,54,0.22686,48,0.04210
ENSG00000090020,SLC9A1,9,-1.3069,10,-1.0219,10,-1.1422,20,-0.0645,27,0.43050,11,-0.9590,25,0.28578,28,0.49797,33,0.92536
ENSG00000142784,WDTC1,43,0.61945,39,0.45879,33,0.20409,36,0.33371,32,0.15025,28,-0.0671,24,-0.2968,33,0.20265,12,-1.4575
ENSG00000186501,TMEM222,30,-0.2883,31,-0.2047,36,0.00797,32,-0.1863,26,-0.4791,34,-0.0786,37,0.05101,38,0.12234,46,0.48394
ENSG00000158195,WASF2,52,0.06745,159,2.05997,71,0.57564,42,-0.2693,11,-2.2529,53,0.09741,60,0.30232,29,-0.8561,11,-2.3987
ENSG00000126705,AHDC1,24,-1.2550,33,-0.7657,61,0.18380,80,0.61588,57,0.06021,76,0.54424,42,-0.3979,60,0.15198,56,0.05083
ENSG00000126709,IFI6,56,-0.2462,81,0.32345,29,-1.2466,61,-0.1351,116,0.94230,36,-0.9354,26,-1.3938,63,-0.0647,95,0.69573
ENSG00000009780,FAM76A,15,-0.7237,22,-0.1396,23,-0.0876,31,0.40601,12,-1.0083,25,0.05559,27,0.19436,35,0.58849,25,0.09311
ENSG00000117758,STX12,106,0.14984,77,-0.3446,87,-0.1638,68,-0.5458,92,-0.0638,125,0.42254,63,-0.6531,77,-0.3498,133,0.61549
ENSG00000117751,PPP1R8,18,-0.3956,37,0.73126,7,-1.7158,19,-0.3544,12,-1.0185,23,-0.0192,31,0.48100,37,0.75077,25,0.09841
ENSG00000117748,RPA2,35,-0.0123,36,0.02664,8,-2.1294,26,-0.4447,50,0.55780,24,-0.6049,16,-1.1631,38,0.10949,59,1.01660
ENSG00000126698,DNAJC8,284,0.05644,256,-0.1133,327,0.28090,204,-0.4675,314,0.21878,384,0.54987,337,0.33357,194,-0.5495,223,-0.3690
ENSG00000130770,ATP5IF1,740,0.84347,187,-1.3412,346,-0.4005,201,-1.2312,361,-0.3341,247,-0.9164,451,0.02098,540,0.31308,690,0.84379
ENSG00000204138,PHACTR4,22,-0.4646,60,1.14940,52,0.88597,47,0.70712,10,-1.6883,41,0.48899,33,0.13022,13,-1.2454,12,-1.4765
ENSG00000180098,TRNAU1AP,14,-0.2982,15,-0.1924,9,-1.0111,38,1.28858,10,-0.8231,10,-0.9066,15,-0.1942,17,-0.0073,23,0.48851
ENSG00000198492,YTHDF2,54,-0.8690,42,-1.2354,53,-0.8884,101,0.11599,139,0.64342,164,0.93024,101,0.12577,68,-0.5025,108,0.25696
ENSG00000159023,EPB41,10,-1.3570,14,-0.8293,27,0.12468,61,1.53439,25,0.00307,28,0.18678,37,0.65304,15,-0.7994,15,-0.7833
ENSG00000116350,SRSF4,74,-0.5367,99,-0.0752,161,0.72531,157,0.68064,82,-0.3753,146,0.55830,87,-0.2859,55,-0.9945,89,-0.2748
