Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000130764,LRRC47,47,-0.6047,46,-0.6219,48,-0.5454,24,-1.5817,69,-0.0004,63,-0.1454,148,1.23964,87,0.35428,20,-1.8455,79,0.21093,151,1.26597,59,-0.2788
ENSG00000116198,CEP104,33,-0.1690,25,-0.5652,33,-0.1318,55,0.64800,53,0.58919,87,1.42115,22,-0.7666,13,-1.5446,54,0.61914,23,-0.7032,33,-0.1574,21,-0.8523
ENSG00000196581,AJAP1,14,-1.7951,108,1.32752,35,-0.4846,29,-0.7512,11,-2.2105,61,0.37416,68,0.56335,44,-0.1149,67,0.52799,87,0.96634,33,-0.5509,32,-0.6656
ENSG00000069424,KCNAB2,113,-0.4511,354,1.39280,193,0.38426,46,-1.7846,84,-0.8974,69,-1.1935,156,0.04743,199,0.43424,163,0.11532,206,0.49113,153,0.02133,115,-0.4536
ENSG00000116254,CHD5,189,-0.6365,305,0.09935,321,0.18190,331,0.22895,278,-0.0450,1204,2.52032,92,-1.7031,109,-1.4666,212,-0.4604,215,-0.4404,234,-0.3132,114,-1.4698
ENSG00000116251,RPL22,726,0.25492,652,0.08509,1061,0.86893,983,0.74328,765,0.33857,402,-0.6613,580,-0.0979,783,0.37486,685,0.16236,335,-0.9355,469,-0.4251,294,-1.2031
ENSG00000116237,ICMT,35,-0.4830,39,-0.2874,21,-1.2151,11,-2.1703,84,0.91777,36,-0.4051,53,0.15738,55,0.22323,59,0.33693,79,0.80932,61,0.38297,42,-0.1908
ENSG00000097021,ACOT7,49,-2.0723,130,-0.6406,84,-1.2881,37,-2.5097,48,-2.1272,105,-0.9554,309,0.71739,320,0.77287,143,-0.4933,281,0.56541,201,0.02921,428,1.45923
ENSG00000215788,TNFRSF25,8,-1.5756,56,1.44680,6,-2.0454,0,-7.9921,41,0.91070,71,1.87416,9,-1.4320,10,-1.2471,16,-0.5260,69,1.82889,6,-2.0435,4,-2.4922
ENSG00000171680,PLEKHG5,8,-1.5758,24,-0.0569,29,0.27775,4,-2.7412,29,0.27155,29,0.27384,32,0.41346,62,1.51673,6,-1.9479,58,1.40548,10,-1.3358,13,-0.9638
ENSG00000162408,NOL9,27,-0.0640,40,0.55717,21,-0.4284,38,0.46376,31,0.16064,36,0.38109,5,-2.5933,26,-0.1250,20,-0.5439,31,0.13200,33,0.23121,30,0.07769
ENSG00000162413,KLHL21,34,0.51449,6,-1.9905,23,-0.1143,30,0.30660,55,1.29410,20,-0.3308,39,0.73074,18,-0.4540,3,-3.1203,37,0.66915,6,-2.1030,24,-0.0206
ENSG00000007923,DNAJC11,21,-0.6988,32,-0.0507,33,0.01026,22,-0.6512,39,0.26609,43,0.38585,40,0.30247,62,0.99325,28,-0.2374,33,-0.0261,28,-0.2836,25,-0.4371
ENSG00000171735,CAMTA1,305,-0.3846,255,-0.6536,455,0.23889,250,-0.6871,323,-0.2929,670,0.86587,382,-0.0361,258,-0.6366,429,0.14492,359,-0.1324,566,0.58990,414,0.09811
ENSG00000049245,VAMP3,46,0.20300,39,-0.0418,44,0.14256,115,1.74599,96,1.42686,22,-0.9088,63,0.70819,34,-0.2414,3,-3.5808,12,-1.8070,28,-0.5362,10,-2.1578
ENSG00000049246,PER3,53,0.36751,77,0.95716,46,0.13163,64,0.66008,52,0.31619,60,0.56474,37,-0.2126,19,-1.1597,24,-0.8369,42,-0.0003,10,-2.0945,32,-0.4669
ENSG00000116288,PARK7,377,0.11826,314,-0.1646,377,0.11962,291,-0.2834,310,-0.1877,169,-1.1025,579,0.80884,645,0.98861,245,-0.5466,214,-0.7507,240,-0.5770,390,0.19089
ENSG00000116285,ERRFI1,24,-0.4241,23,-0.4792,17,-0.9079,23,-0.4630,36,0.24547,42,0.45809,27,-0.2355,11,-1.5839,58,0.98740,41,0.43144,19,-0.7088,42,0.53471
ENSG00000162426,SLC45A1,19,-0.3908,9,-1.5350,11,-1.1530,4,-2.4231,4,-2.5592,25,0.05613,30,0.33705,34,0.54008,36,0.63125,44,0.95524,30,0.35056,34,0.58605
ENSG00000142599,RERE,100,-0.2969,51,-1.3006,112,-0.1107,160,0.44773,143,0.26630,246,1.15567,151,0.35178,117,-0.0514,158,0.42061,114,-0.0887,95,-0.3684,61,-1.1004
ENSG00000074800,ENO1,1393,1.62959,461,-0.1953,243,-1.1663,294,-0.8797,657,0.36065,168,-1.7103,750,0.57505,741,0.55422,283,-0.9378,396,-0.4280,328,-0.7164,539,0.05427
ENSG00000171612,SLC25A33,180,2.43831,50,0.19561,60,0.49477,21,-1.0835,40,-0.1426,16,-1.4772,51,0.21840,31,-0.5203,11,-2.0532,13,-1.8238,32,-0.4962,34,-0.4451
ENSG00000171603,CLSTN1,312,-1.0287,460,-0.4388,258,-1.3116,148,-2.1302,303,-1.0692,504,-0.2996,637,0.06308,843,0.50815,699,0.21065,1242,1.15032,922,0.65297,812,0.49634
ENSG00000178585,CTNNBIP1,71,1.14931,66,1.02791,50,0.55711,39,0.18896,59,0.83221,47,0.45650,18,-1.0051,17,-1.1068,16,-1.1857,14,-1.3552,12,-1.5222,22,-0.7303
ENSG00000162441,LZIC,80,0.54427,34,-0.7830,80,0.55573,118,1.19564,70,0.34192,54,-0.0643,60,0.09135,34,-0.7595,65,0.20780,33,-0.8228,39,-0.5618,34,-0.8431
ENSG00000130939,UBE4B,35,-0.1811,38,-0.0664,36,-0.1233,38,-0.0513,20,-1.0310,44,0.16429,33,-0.2564,62,0.71134,27,-0.5931,37,-0.1169,48,0.31222,48,0.31989
ENSG00000054523,KIF1B,387,0.01216,406,0.08820,341,-0.1855,468,0.31138,285,-0.4603,545,0.55644,259,-0.6034,189,-1.0778,515,0.46449,321,-0.2753,547,0.56175,364,-0.0914
ENSG00000142657,PGD,49,-0.0251,43,-0.2227,35,-0.5569,24,-1.1264,87,0.88702,31,-0.7428,65,0.39806,37,-0.4594,6,-2.9887,33,-0.6233,63,0.36935,89,1.03417
ENSG00000241563,CORT,27,-1.7237,48,-0.8479,39,-1.1684,11,-2.9399,21,-2.1020,135,0.74112,523,3.42668,75,-0.1921,56,-0.6251,9,-3.2570,15,-2.5139,71,-0.3025
ENSG00000160049,DFFA,70,0.25676,59,-0.0142,67,0.18889,70,0.25657,76,0.39526,124,1.19241,52,-0.1903,31,-0.9877,38,-0.6768,38,-0.6809,34,-0.8526,56,-0.0919
ENSG00000142655,PEX14,7,-1.7023,15,-0.5459,10,-1.1618,14,-0.5998,21,-0.0397,21,-0.0159,46,1.22852,50,1.35750,3,-2.8424,40,0.98071,19,-0.2151,17,-0.3763
ENSG00000120948,TARDBP,64,-0.5037,110,0.33417,53,-0.7808,116,0.41835,101,0.20581,103,0.24161,73,-0.2923,77,-0.2198,95,0.11622,125,0.53924,81,-0.1333,77,-0.2374
ENSG00000116649,SRM,55,-0.4440,119,0.75562,82,0.16551,43,-0.8152,78,0.07971,21,-1.8904,154,1.18438,143,1.05660,38,-1.0098,60,-0.3116,47,-0.6814,61,-0.3306
ENSG00000171824,EXOSC10,48,0.61701,20,-0.7593,9,-1.8762,25,-0.4123,81,1.49638,47,0.56840,47,0.58479,16,-1.0885,36,0.16669,29,-0.1923,31,-0.0829,17,-1.0057
ENSG00000198793,MTOR,66,0.59805,24,-0.9449,18,-1.3821,17,-1.4497,42,-0.1073,53,0.25406,57,0.37023,53,0.25712,47,0.04594,68,0.63539,34,-0.4475,54,0.31527
ENSG00000116661,FBXO2,351,0.97401,301,0.72113,209,0.13798,45,-2.1664,101,-0.9752,77,-1.3735,262,0.49499,313,0.78226,146,-0.4168,182,-0.0847,151,-0.3669,177,-0.1385
ENSG00000132879,FBXO44,70,-0.1760,95,0.30480,37,-1.1474,15,-2.4094,42,-0.9483,71,-0.1627,115,0.60688,139,0.92002,52,-0.6260,168,1.23629,89,0.19987,63,-0.3601
ENSG00000011021,CLCN6,53,-0.1213,46,-0.3475,48,-0.2650,32,-0.9012,49,-0.2400,94,0.78072,67,0.25378,76,0.44614,37,-0.6837,56,-0.0456,78,0.48066,55,-0.0642
ENSG00000116685,KIAA2013,24,-0.3267,22,-0.4158,21,-0.5217,28,-0.0988,55,0.98458,32,0.14114,28,-0.1011,42,0.53964,10,-1.6453,55,0.99224,13,-1.1927,27,-0.1277
ENSG00000116688,MFN2,113,-0.0237,90,-0.3719,90,-0.3757,94,-0.2998,101,-0.1967,75,-0.6489,117,0.03549,117,0.03267,137,0.28412,138,0.28812,133,0.23265,142,0.37536
ENSG00000048707,VPS13D,77,0.19344,57,-0.2516,40,-0.7810,33,-1.0796,87,0.38662,104,0.67949,45,-0.6134,58,-0.2426,91,0.46828,65,-0.0532,64,-0.0883,79,0.26749
ENSG00000116731,PRDM2,129,-0.6423,188,-0.0650,196,0.00013,228,0.23535,112,-0.8642,388,1.10234,83,-1.3117,107,-0.9194,337,0.86611,260,0.44290,227,0.22453,149,-0.4606
ENSG00000189337,KAZN,57,-0.3902,92,0.34578,57,-0.3832,80,0.12376,25,-1.6369,54,-0.4721,128,0.88294,24,-1.6763,71,-0.0535,39,-0.9692,150,1.15070,90,0.35327
ENSG00000142634,EFHD2,37,-0.8761,11,-2.6121,77,0.23331,131,1.10932,30,-1.1745,125,1.02389,27,-1.3656,14,-2.2782,13,-2.3817,24,-1.5057,192,1.78555,88,0.50742
ENSG00000116138,DNAJC16,15,-1.4592,22,-0.9569,21,-0.9818,11,-1.9511,66,0.74573,30,-0.4773,39,-0.0756,33,-0.3416,26,-0.6860,81,1.07971,100,1.45913,45,0.15502
ENSG00000197312,DDI2,13,-1.5194,18,-1.0767,26,-0.4858,52,0.55166,43,0.25539,62,0.84179,32,-0.1736,13,-1.5317,41,0.19632,41,0.20019,69,1.03033,31,-0.2638
ENSG00000116786,PLEKHM2,130,0.21588,212,1.00470,304,1.63164,69,-0.7551,122,0.11848,135,0.27461,87,-0.4082,66,-0.8272,81,-0.5217,73,-0.6813,86,-0.4331,55,-1.1578
ENSG00000065526,SPEN,132,0.11558,40,-1.7006,66,-0.9478,229,1.00405,149,0.30629,307,1.50763,46,-1.4689,19,-2.7415,215,0.89900,97,-0.3692,98,-0.3514,100,-0.3524
ENSG00000055070,SZRD1,46,0.87499,22,-0.2709,38,0.56882,22,-0.3047,82,1.89707,11,-1.2693,32,0.29342,30,0.20624,9,-1.6127,13,-1.0585,12,-1.1203,13,-1.1230
ENSG00000159363,ATP13A2,66,-0.5595,108,0.19527,92,-0.0564,21,-2.2749,52,-0.9167,102,0.10847,119,0.35752,73,-0.4051,49,-1.0225,107,0.18043,149,0.71175,150,0.81302
ENSG00000117118,SDHB,99,0.07755,104,0.15692,83,-0.1838,35,-1.4884,52,-0.9036,20,-2.2651,157,0.82559,157,0.82300,90,-0.0687,72,-0.4024,80,-0.2452,135,0.64615
ENSG00000117115,PADI2,139,1.69988,53,0.08907,61,0.33010,144,1.76368,99,1.11585,40,-0.3193,25,-1.0086,18,-1.5218,26,-0.9935,11,-2.1553,7,-2.7819,11,-2.2799
ENSG00000179051,RCC2,30,0.11530,14,-1.0003,10,-1.5200,12,-1.2573,55,1.10115,22,-0.3343,21,-0.4350,37,0.46039,24,-0.1913,57,1.17045,22,-0.3341,27,-0.0122
ENSG00000117154,IGSF21,44,-0.5972,58,-0.1706,66,0.02442,31,-1.1372,43,-0.6179,27,-1.3003,49,-0.4237,132,1.13414,36,-0.9057,106,0.77583,96,0.60524,79,0.33842
ENSG00000159423,ALDH4A1,113,2.23064,80,1.56322,29,-0.0830,4,-2.9326,12,-1.3558,19,-0.6929,35,0.18661,33,0.13512,23,-0.4297,3,-3.0744,32,0.05509,7,-2.1729
ENSG00000127481,UBR4,26,-0.5912,63,0.80926,23,-0.7325,27,-0.5230,47,0.32590,116,1.86071,24,-0.7078,7,-2.5033,36,-0.1012,41,0.12754,29,-0.4031,28,-0.5154
ENSG00000127463,EMC1,24,-0.5903,44,0.34046,23,-0.6318,21,-0.7817,75,1.21021,38,0.11695,36,0.02803,30,-0.2707,14,-1.3651,47,0.43605,19,-0.9010,44,0.38638
ENSG00000053372,MRTO4,55,0.32073,66,0.61112,29,-0.6744,27,-0.7876,33,-0.4771,29,-0.6479,54,0.30447,65,0.59737,35,-0.3784,64,0.57952,62,0.50627,31,-0.5855
ENSG00000053371,AKR7A2,61,0.70881,37,-0.0917,42,0.11480,30,-0.4167,123,1.92042,20,-0.9749,33,-0.2359,43,0.13599,19,-1.1089,17,-1.2314,13,-1.6391,35,-0.1824
ENSG00000077549,CAPZB,140,-0.6376,171,-0.3279,151,-0.5234,154,-0.4912,305,0.58124,187,-0.1892,278,0.42979,331,0.71592,127,-0.7846,262,0.33757,176,-0.2845,234,0.17601
ENSG00000173436,MICOS10,388,0.09784,360,-0.0208,715,1.09109,295,-0.3311,279,-0.4144,297,-0.3158,393,0.11597,436,0.27926,250,-0.5823,238,-0.6563,520,0.56246,286,-0.4076
ENSG00000158747,NBL1,139,-0.0021,209,0.64946,128,-0.1267,60,-1.2674,183,0.43239,141,0.01965,166,0.27446,168,0.29500,89,-0.6808,175,0.36310,135,-0.0428,107,-0.4309
ENSG00000169914,OTUD3,12,-0.9625,1,-3.9330,23,0.03746,14,-0.7805,15,-0.6120,60,1.58774,10,-1.1589,12,-0.9319,37,0.75358,38,0.80804,23,0.03858,25,0.16479
ENSG00000162545,CAMK2N1,2601,0.16579,6545,1.71746,3904,0.82084,1438,-0.7481,1439,-0.7466,1324,-0.8727,2254,-0.0582,2744,0.25044,3051,0.41974,2825,0.29643,877,-1.4893,710,-1.8911
ENSG00000158828,PINK1,342,-0.3603,428,-0.0121,602,0.52942,233,-0.9401,352,-0.3130,221,-1.0223,468,0.12872,442,0.03799,266,-0.7391,367,-0.2520,670,0.70154,608,0.60671
ENSG00000244038,DDOST,24,-0.3902,4,-2.8066,8,-1.9040,31,-0.0010,63,1.15839,6,-2.3670,33,0.09944,52,0.84097,37,0.29230,44,0.57183,34,0.18043,31,0.02499
ENSG00000189410,SH2D5,17,-1.1122,77,1.26111,29,-0.3156,1,-4.3025,19,-0.9168,6,-2.5085,20,-0.8445,107,1.85299,32,-0.1301,59,0.79963,44,0.32992,24,-0.6358
ENSG00000127483,HP1BP3,258,0.02945,176,-0.5596,167,-0.6393,434,0.86331,277,0.13911,319,0.36168,136,-0.9537,110,-1.2650,453,0.93478,213,-0.2668,245,-0.0538,253,-0.0023
ENSG00000075151,EIF4G3,120,-1.2454,193,-0.5230,108,-1.4011,205,-0.4330,127,-1.1577,305,0.18427,218,-0.3397,161,-0.8000,543,1.12170,306,0.18780,291,0.10782,477,1.02417
ENSG00000076864,RAP1GAP,34,-1.7225,108,0.02441,74,-0.5553,35,-1.6712,68,-0.6796,136,0.38380,132,0.33727,144,0.47098,58,-0.9163,232,1.26706,117,0.14359,124,0.25334
ENSG00000090686,USP48,64,-0.2841,46,-0.8071,47,-0.7742,67,-0.2351,91,0.24652,106,0.48675,37,-1.1145,57,-0.4777,140,0.95207,69,-0.1834,98,0.36171,94,0.32902
ENSG00000070831,CDC42,144,-0.5894,135,-0.6934,101,-1.1187,167,-0.3697,269,0.37916,236,0.17135,259,0.31886,243,0.21709,109,-1.0090,222,0.07393,248,0.25051,309,0.66963
ENSG00000173372,C1QA,32,-0.4591,9,-2.2659,29,-0.5995,27,-0.7153,369,4.53963,10,-2.0674,16,-1.4432,39,-0.1496,18,-1.2602,5,-3.1835,1,-5.2445,0,-6.7126
ENSG00000173369,C1QB,36,-0.1878,4,-3.1502,59,0.60348,63,0.71069,251,3.43784,15,-1.4484,25,-0.7265,36,-0.1806,5,-2.9419,18,-1.1643,0,-8.0572,5,-2.9720
ENSG00000004487,KDM1A,29,-0.8583,26,-1.0416,21,-1.3487,35,-0.5766,44,-0.2280,55,0.12726,77,0.64386,69,0.46613,80,0.70957,53,0.04551,45,-0.1941,66,0.43439
ENSG00000169641,LUZP1,76,-1.0738,94,-0.7531,105,-0.5745,90,-0.8150,132,-0.2327,266,0.88503,87,-0.8599,49,-1.7171,215,0.53690,128,-0.2803,192,0.35187,279,1.09813
ENSG00000125944,HNRNPR,126,-0.2658,82,-0.9305,85,-0.8690,195,0.41571,245,0.77954,120,-0.3465,152,0.01908,158,0.07489,159,0.09055,158,0.07998,116,-0.4001,178,0.29664
ENSG00000117318,ID3,39,0.05971,6,-2.5924,5,-3.0208,47,0.34155,383,5.39194,0,-5.5993,7,-2.4752,2,-3.8930,0,-8.4328,0,-9.6416,0,-8.2507,0,-8.9228
ENSG00000142676,RPL11,822,0.42195,853,0.48138,1042,0.80774,929,0.61844,980,0.70588,344,-0.9242,617,-0.0322,921,0.60491,340,-0.9417,277,-1.2498,389,-0.7383,336,-1.0243
ENSG00000011007,ELOA,21,-0.6029,45,0.56149,12,-1.4401,59,0.98403,50,0.70881,21,-0.6444,30,-0.0802,16,-1.0497,27,-0.2612,35,0.17177,37,0.24954,30,-0.1127
ENSG00000057757,PITHD1,81,-0.9023,182,0.34220,112,-0.4025,91,-0.7303,63,-1.2798,113,-0.4009,211,0.58256,188,0.39563,53,-1.5191,195,0.45488,185,0.37262,213,0.66847
ENSG00000011009,LYPLA2,19,-0.2419,38,0.88172,18,-0.3069,9,-1.2650,20,-0.1425,23,0.08256,25,0.18281,26,0.29858,21,-0.0494,28,0.39085,10,-1.2060,24,0.12937
ENSG00000189266,PNRC2,100,0.47786,48,-0.6401,48,-0.6618,118,0.75414,107,0.58680,48,-0.6614,49,-0.6096,93,0.36660,100,0.47856,55,-0.4381,73,-0.0148,59,-0.3648
ENSG00000188529,SRSF10,83,0.04388,35,-1.2435,49,-0.7559,113,0.54596,146,0.96013,94,0.25183,77,-0.0728,59,-0.4697,71,-0.1988,94,0.24540,100,0.34465,62,-0.4403
ENSG00000001461,NIPAL3,68,-0.6109,101,0.01366,58,-0.8514,214,1.22831,27,-1.9763,144,0.57294,98,-0.0433,25,-2.0857,66,-0.6369,141,0.53825,131,0.42003,117,0.26136
ENSG00000133226,SRRM1,169,-0.2208,117,-0.7893,131,-0.6162,435,1.30791,291,0.63713,505,1.57493,81,-1.3331,79,-1.3693,209,0.10530,116,-0.7950,148,-0.4276,128,-0.6889
ENSG00000169504,CLIC4,49,0.09502,15,-1.7161,30,-0.6767,215,2.71001,241,2.96767,18,-1.4042,6,-2.8959,17,-1.4749,0,-6.2094,3,-3.7748,0,-8.2953,5,-3.2827
ENSG00000117614,SYF2,143,0.09489,139,0.05732,146,0.13353,210,0.71483,187,0.52325,162,0.29868,127,-0.0904,61,-1.2047,171,0.37838,114,-0.2501,118,-0.2051,84,-0.7697
ENSG00000117616,RSRP1,42,-0.8993,67,-0.1972,28,-1.5014,80,0.07587,175,1.34936,178,1.38045,59,-0.3980,50,-0.6608,34,-1.2243,170,1.30327,22,-1.8583,44,-0.8840
ENSG00000183726,TMEM50A,89,-0.0233,95,0.07298,50,-0.8976,132,0.59480,150,0.80455,49,-0.9387,68,-0.4408,106,0.24332,120,0.43942,103,0.20443,53,-0.8221,82,-0.1772
ENSG00000204178,MACO1,36,-0.5100,43,-0.2239,36,-0.5125,67,0.46757,29,-0.8137,102,1.15585,46,-0.1337,31,-0.7381,56,0.17715,84,0.82905,42,-0.2522,39,-0.4272
ENSG00000117643,MAN1C1,11,-2.2635,70,0.54980,22,-1.2193,18,-1.4746,62,0.36388,34,-0.5809,62,0.35991,71,0.57270,77,0.70203,87,0.90067,16,-1.6672,56,0.21692
