Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000157933,SKI,21,-1.0468,43,0.03685,43,0.03897,11,-1.9264,17,-1.3368,32,-0.4106,56,0.46806,26,-0.7151,18,-1.2945,32,-0.4248,129,1.92101,73,0.90636
ENSG00000157916,RER1,49,-0.4344,57,-0.1876,15,-2.1786,8,-3.0589,95,0.60565,70,0.11393,29,-1.2124,49,-0.4150,16,-2.0945,82,0.36558,107,0.80649,201,1.92803
ENSG00000157911,PEX10,25,-0.4179,20,-0.7536,13,-1.3311,10,-1.7697,24,-0.5079,35,0.10623,40,0.28657,31,-0.1066,63,1.06121,38,0.21012,46,0.53044,50,0.67460
ENSG00000197921,HES5,15,-1.4560,1,-5.0775,3,-3.6908,0,-6.6700,6,-2.6896,14,-1.5593,27,-0.5494,36,-0.1229,18,-1.1464,202,3.03227,69,0.91459,78,1.12797
ENSG00000157870,PRXL2B,71,0.76104,15,-1.6488,10,-2.2235,25,-0.8319,40,-0.1650,71,0.76924,78,0.92985,27,-0.7316,68,0.68098,33,-0.4603,59,0.46435,32,-0.4765
ENSG00000177133,PRDM16-DT,14,-1.5442,2,-4.2253,5,-2.9199,20,-1.0969,5,-3.0828,9,-2.1551,25,-0.7513,41,0.00618,46,0.18010,175,2.59586,68,0.81970,79,1.07207
ENSG00000158109,TPRG1L,44,-1.5695,57,-1.1791,76,-0.7427,40,-1.6890,221,0.94374,126,0.03530,157,0.37701,157,0.37964,227,0.98571,75,-0.7707,189,0.67967,114,-0.1227
ENSG00000130764,LRRC47,47,-0.0751,14,-1.8895,30,-0.7763,27,-0.9343,113,1.36833,85,0.87746,69,0.54181,47,-0.0751,18,-1.4916,36,-0.4926,48,-0.0304,58,0.24967
ENSG00000116198,CEP104,67,0.76682,121,1.81365,52,0.35944,62,0.64489,11,-2.0208,13,-1.7325,36,-0.2006,13,-1.7405,13,-1.6999,63,0.67774,40,-0.0454,5,-2.9677
ENSG00000196581,AJAP1,73,1.35627,27,-0.2813,22,-0.5799,41,0.37265,50,0.69142,76,1.41737,18,-0.8939,25,-0.4037,31,-0.0461,5,-2.5912,16,-1.0830,3,-3.5497
ENSG00000069424,KCNAB2,177,0.10959,49,-1.8352,43,-2.0107,15,-3.5726,132,-0.3492,219,0.45283,186,0.19222,380,1.38287,177,0.11444,63,-1.4587,366,1.31519,172,0.06948
ENSG00000116254,CHD5,993,1.95840,71,-2.2462,912,1.79648,82,-2.0284,130,-1.3545,150,-1.1426,276,-0.2152,319,0.01340,323,0.03241,268,-0.2566,123,-1.4344,150,-1.1455
ENSG00000116251,RPL22,451,-1.0434,855,-0.0648,1255,0.54886,1463,0.80273,451,-1.0450,813,-0.1424,997,0.17924,907,0.02925,1353,0.67271,512,-0.8519,791,-0.1853,838,-0.0945
ENSG00000116237,ICMT,37,0.34159,42,0.52437,14,-1.1839,1,-4.5031,47,0.71224,40,0.44294,12,-1.4124,13,-1.1912,30,0.00098,18,-0.7326,54,0.95242,52,0.87393
ENSG00000097021,ACOT7,54,-0.9041,28,-1.8969,34,-1.6115,8,-3.5659,356,2.24875,258,1.62561,49,-1.0507,144,0.61183,46,-1.1644,58,-0.8127,39,-1.3852,102,0.06288
ENSG00000007923,DNAJC11,17,-0.7177,21,-0.3833,32,0.26224,2,-3.8240,29,0.10805,40,0.61059,26,-0.1119,19,-0.5246,23,-0.2958,33,0.27378,53,1.07439,33,0.30487
ENSG00000171735,CAMTA1,638,1.02163,204,-0.7948,339,-0.0091,231,-0.6033,415,0.31226,280,-0.3096,283,-0.2927,444,0.41955,324,-0.0789,234,-0.5825,327,-0.0652,374,0.14603
ENSG00000049245,VAMP3,22,-1.1616,104,1.31098,15,-1.7278,73,0.70617,17,-1.4856,30,-0.6812,56,0.27381,36,-0.4096,31,-0.6329,82,0.90874,43,-0.1294,53,0.20699
ENSG00000049246,PER3,49,0.22868,28,-0.6272,29,-0.5838,15,-1.5294,31,-0.4947,27,-0.6837,73,0.86736,25,-0.8306,11,-1.9694,102,1.43761,88,1.18590,32,-0.4177
ENSG00000116288,PARK7,202,-1.2115,232,-1.0015,281,-0.7117,423,-0.0830,477,0.10673,536,0.29309,346,-0.3943,778,0.90470,434,-0.0402,443,-0.0077,463,0.05968,733,0.80358
ENSG00000142599,RERE,285,1.22973,156,0.23123,148,0.14894,186,0.50960,82,-0.7605,96,-0.5215,109,-0.3325,71,-0.9845,131,-0.0500,122,-0.1612,112,-0.2832,121,-0.1751
ENSG00000074800,ENO1,323,-1.3471,313,-1.3909,203,-2.0370,533,-0.5892,643,-0.3026,561,-0.5114,385,-1.0825,635,-0.3221,676,-0.2236,1767,1.35478,1875,1.46057,1450,1.01051
ENSG00000171612,SLC25A33,33,-1.3315,14,-2.5812,45,-0.8821,10,-3.0349,39,-1.0726,54,-0.6035,27,-1.6392,117,0.61643,62,-0.3910,184,1.38694,167,1.20728,205,1.57591
ENSG00000171603,CLSTN1,480,0.48456,182,-1.0212,226,-0.6938,161,-1.2042,1052,1.85372,413,0.24198,208,-0.8209,296,-0.2796,158,-1.2285,381,0.11640,292,-0.3030,401,0.19798
ENSG00000178585,CTNNBIP1,30,-0.7084,5,-3.3001,48,0.00752,48,0.01408,37,-0.3782,43,-0.1818,36,-0.4541,66,0.50542,82,0.86208,43,-0.1518,101,1.22016,35,-0.4592
ENSG00000162441,LZIC,74,-0.2108,134,0.74669,126,0.64494,116,0.50273,43,-1.0107,62,-0.4788,70,-0.2923,51,-0.7619,66,-0.3833,81,-0.0599,74,-0.2121,115,0.49721
ENSG00000130939,UBE4B,22,-0.2509,67,1.54452,20,-0.4089,3,-3.1230,48,0.95819,34,0.37380,7,-1.8925,2,-3.4370,22,-0.2733,25,-0.0641,31,0.24018,35,0.44872
ENSG00000054523,KIF1B,301,0.00450,529,0.92046,283,-0.0931,505,0.84027,292,-0.0433,182,-0.7711,185,-0.7448,170,-0.8750,229,-0.4222,406,0.48190,263,-0.2069,258,-0.2375
ENSG00000142657,PGD,37,-0.1295,36,-0.1872,20,-1.0350,29,-0.5297,78,1.06375,38,-0.1014,28,-0.5829,22,-0.9362,21,-0.9741,69,0.87088,48,0.27046,59,0.60717
ENSG00000241563,CORT,78,-0.5011,26,-2.1224,58,-0.9507,68,-0.7017,101,-0.0998,200,1.00560,59,-0.9077,50,-1.1635,32,-1.8288,34,-1.7227,81,-0.4436,504,2.80900
ENSG00000160049,DFFA,112,0.96013,76,0.32792,44,-0.5294,16,-2.0418,35,-0.8779,55,-0.2002,74,0.26753,39,-0.7190,46,-0.4731,63,0.02886,100,0.76173,86,0.51700
ENSG00000120948,TARDBP,119,0.52391,112,0.42750,71,-0.3015,44,-1.0263,93,0.12633,123,0.58028,116,0.47517,68,-0.3486,36,-1.3001,74,-0.2258,73,-0.2439,99,0.22836
ENSG00000116649,SRM,54,-0.7551,28,-1.7275,36,-1.3732,34,-1.4489,92,0.05499,97,0.14523,85,-0.0751,95,0.09966,85,-0.0634,82,-0.1137,64,-0.5012,312,2.18374
ENSG00000171824,EXOSC10,93,1.74296,33,-0.0125,12,-1.5463,36,0.14353,30,-0.1303,42,0.36770,39,0.27043,11,-1.6153,16,-1.0932,33,0.01434,33,-0.0150,18,-0.9221
ENSG00000198793,MTOR,51,0.70126,34,0.03292,9,-1.8983,17,-1.0003,46,0.54307,51,0.70755,12,-1.5296,8,-2.1522,17,-1.0236,55,0.82196,62,1.02506,33,0.02508
ENSG00000116661,FBXO2,130,-1.1404,90,-1.6907,36,-3.0046,118,-1.2828,186,-0.5963,274,-0.0001,326,0.27403,334,0.31152,198,-0.5081,189,-0.5735,941,2.13783,467,0.86331
ENSG00000132879,FBXO44,94,0.38746,18,-2.0680,11,-2.8288,51,-0.5585,117,0.74348,123,0.82462,29,-1.4324,98,0.44311,48,-0.6668,58,-0.3724,60,-0.3309,179,1.47017
ENSG00000011021,CLCN6,31,-0.5491,23,-1.0169,33,-0.4737,49,0.15421,60,0.47492,30,-0.6024,47,0.08455,40,-0.1646,22,-1.0632,49,0.13407,88,1.10480,63,0.55256
ENSG00000116685,KIAA2013,33,0.15556,53,0.93335,4,-3.0289,50,0.81949,33,0.14589,27,-0.1796,28,-0.1088,21,-0.5211,14,-1.1459,22,-0.4627,52,0.88385,22,-0.4390
ENSG00000116688,MFN2,75,-0.0182,84,0.14924,38,-1.0438,41,-0.9408,116,0.67666,126,0.81400,112,0.60866,89,0.24893,77,0.01652,37,-1.1094,83,0.12878,36,-1.1398
ENSG00000048707,VPS13D,77,0.67753,45,-0.1690,44,-0.2144,24,-1.0925,82,0.78031,47,-0.1068,49,-0.0430,48,-0.0748,29,-0.8478,63,0.34784,73,0.60625,23,-1.2055
ENSG00000116731,PRDM2,381,1.21900,180,-0.0091,423,1.40307,158,-0.2187,213,0.25186,121,-0.6321,108,-0.7975,130,-0.5170,174,-0.0681,134,-0.4681,55,-1.8070,102,-0.8853
ENSG00000189337,KAZN,70,0.28340,91,0.71440,79,0.48010,37,-0.7168,48,-0.3129,60,0.03083,30,-1.0209,48,-0.3196,43,-0.4823,41,-0.5617,41,-0.5636,116,1.11617
ENSG00000142634,EFHD2,142,1.28996,36,-0.9204,151,1.39756,53,-0.3108,80,0.33552,9,-2.9611,51,-0.3597,39,-0.7637,77,0.26381,39,-0.7916,89,0.50631,13,-2.4200
ENSG00000116786,PLEKHM2,53,-1.4860,49,-1.6070,132,-0.1067,46,-1.6786,106,-0.4391,100,-0.5244,164,0.23678,315,1.33090,309,1.29627,131,-0.1149,113,-0.3391,172,0.32049
ENSG00000065526,SPEN,214,0.83751,300,1.42581,216,0.85569,190,0.64209,77,-0.7649,67,-0.9777,127,-0.0011,57,-1.2204,40,-1.7531,105,-0.2999,82,-0.6685,51,-1.3874
ENSG00000055070,SZRD1,31,-0.2823,56,0.66514,34,-0.1349,20,-0.9001,18,-1.1289,21,-0.8712,79,1.23092,30,-0.3382,31,-0.2910,43,0.24646,71,1.04309,12,-1.7079
ENSG00000159363,ATP13A2,58,-0.3386,31,-1.2691,39,-0.9303,10,-2.9552,147,1.16410,61,-0.2706,37,-1.0398,142,1.10376,22,-1.7660,67,-0.1123,64,-0.1850,189,1.60560
ENSG00000117118,SDHB,23,-2.0587,68,-0.4580,28,-1.7842,40,-1.2429,112,0.32373,148,0.78230,74,-0.3241,128,0.53456,101,0.16618,96,0.08072,91,0.00196,185,1.15882
ENSG00000117115,PADI2,32,-1.5042,342,2.42652,37,-1.2771,48,-0.8876,17,-2.3744,35,-1.3513,39,-1.1968,39,-1.2136,51,-0.8126,99,0.21691,213,1.49803,84,-0.0428
ENSG00000117154,IGSF21,63,0.13191,56,-0.0596,47,-0.3129,25,-1.2563,109,1.01798,79,0.48954,92,0.74355,102,0.91149,34,-0.8026,24,-1.3423,43,-0.4512,21,-1.5048
ENSG00000159423,ALDH4A1,21,-1.1276,18,-1.3466,4,-3.3232,27,-0.7929,4,-3.3624,27,-0.7951,51,0.17601,111,1.49129,49,0.13098,99,1.29266,100,1.29771,30,-0.6129
ENSG00000127481,UBR4,56,0.77646,58,0.82155,37,0.10642,29,-0.2396,31,-0.1542,25,-0.4900,32,-0.1342,6,-2.5759,40,0.22655,53,0.67805,43,0.34326,4,-2.9225
ENSG00000127463,EMC1,20,-0.4621,24,-0.1925,3,-3.1064,25,-0.0989,51,1.01775,33,0.30659,14,-0.9707,2,-3.6566,5,-2.4679,52,1.05417,28,0.03992,68,1.52411
ENSG00000053372,MRTO4,21,-1.2566,21,-1.2289,13,-1.9737,38,-0.3411,51,0.09332,70,0.60159,58,0.30674,92,1.06743,77,0.75337,32,-0.6352,66,0.50491,36,-0.4292
ENSG00000053371,AKR7A2,24,-1.3796,57,-0.0577,45,-0.4133,20,-1.6215,33,-0.8787,47,-0.3753,59,-0.0115,40,-0.5865,65,0.14431,94,0.72945,117,1.10209,111,1.01645
ENSG00000077549,CAPZB,188,-0.3078,134,-0.8302,127,-0.9077,84,-1.5203,261,0.20413,367,0.75587,240,0.07225,237,0.05274,202,-0.2032,250,0.13448,220,-0.0695,444,1.07862
ENSG00000173436,MICOS10,245,-0.9569,232,-1.0425,799,0.90612,476,0.06462,351,-0.4115,438,-0.0680,551,0.29414,818,0.94502,584,0.38794,381,-0.2860,289,-0.7082,325,-0.5309
ENSG00000158747,NBL1,163,0.07419,71,-1.1976,116,-0.4558,48,-1.7822,150,-0.0581,174,0.17233,136,-0.2165,165,0.08801,169,0.12673,137,-0.2023,232,0.63684,310,1.12371
ENSG00000162545,CAMK2N1,1640,-1.0753,1354,-1.3622,2233,-0.6076,1235,-1.4994,1457,-1.2524,5485,0.81985,4659,0.55010,5130,0.70841,5957,0.95906,1811,-0.9255,4809,0.60193,3890,0.25844
ENSG00000158828,PINK1,229,-0.7816,176,-1.1761,361,-0.0774,254,-0.6199,472,0.34729,463,0.31694,445,0.25323,717,1.03739,464,0.31830,204,-0.9562,393,0.05491,377,-0.0125
ENSG00000244038,DDOST,35,0.01821,28,-0.3120,13,-1.4544,22,-0.7082,56,0.75421,40,0.21737,21,-0.7395,9,-2.0522,14,-1.3768,51,0.61464,53,0.68066,75,1.25051
ENSG00000127483,HP1BP3,363,0.60930,530,1.24779,253,0.03112,462,1.01023,171,-0.5758,154,-0.7373,227,-0.1407,119,-1.1264,148,-0.7995,235,-0.0880,187,-0.4372,132,-0.9754
ENSG00000075151,EIF4G3,405,1.35181,209,0.24748,211,0.26345,165,-0.1239,401,1.33393,105,-0.8239,123,-0.5748,121,-0.6069,109,-0.7668,118,-0.6459,82,-1.1979,99,-0.9150
ENSG00000076864,RAP1GAP,151,1.45110,38,-0.7742,13,-2.3190,28,-1.2304,141,1.32529,83,0.44287,30,-1.1055,38,-0.7681,42,-0.6271,38,-0.7874,56,-0.1860,98,0.70306
ENSG00000090686,USP48,125,0.92941,137,1.08157,84,0.27646,117,0.81594,65,-0.1330,54,-0.4038,77,0.14703,16,-2.1881,24,-1.6392,56,-0.3497,56,-0.3472,34,-1.1103
ENSG00000070831,CDC42,137,-0.5743,218,0.14547,138,-0.5609,225,0.19759,309,0.71398,254,0.39352,222,0.18038,192,-0.0479,79,-1.4079,173,-0.2162,224,0.18903,210,0.09243
ENSG00000173372,C1QA,29,-0.7164,9,-2.4319,21,-1.1669,0,-7.5663,9,-2.4237,50,0.11331,165,2.19739,66,0.54645,27,-0.8048,30,-0.6896,92,1.10830,60,0.40219
ENSG00000159189,C1QC,16,-1.3661,24,-0.8063,29,-0.4745,20,-1.0346,5,-3.0513,21,-0.9475,133,2.05865,36,-0.1725,15,-1.4509,34,-0.2581,83,1.18660,64,0.75668
ENSG00000173369,C1QB,34,-0.9467,15,-2.0841,22,-1.5482,19,-1.8032,21,-1.6312,45,-0.4902,285,2.73723,51,-0.3261,51,-0.3287,46,-0.4619,96,0.68274,66,0.07466
ENSG00000004487,KDM1A,58,0.33624,29,-0.7420,51,0.13227,97,1.19010,85,0.96798,36,-0.3982,33,-0.5202,19,-1.3202,8,-2.5942,37,-0.3406,25,-0.9503,82,0.91235
ENSG00000169641,LUZP1,228,1.47647,50,-0.9762,192,1.17356,47,-1.0392,143,0.67721,83,-0.1906,118,0.35599,53,-0.8660,63,-0.6196,81,-0.2358,44,-1.1444,24,-2.0178
ENSG00000125944,HNRNPR,130,-0.1131,250,0.95118,107,-0.4085,199,0.57415,139,-0.0086,174,0.35666,113,-0.3190,115,-0.3045,76,-0.9201,113,-0.3182,136,-0.0323,118,-0.2591
ENSG00000117318,ID3,23,-1.9131,75,-0.1161,17,-2.3411,21,-2.0380,5,-3.9393,6,-3.8402,502,3.54175,0,-6.7869,0,-9.8387,4,-4.3566,300,2.28849,19,-2.1246
ENSG00000142676,RPL11,413,-1.2133,1066,0.24446,1050,0.21981,1361,0.64053,423,-1.1797,761,-0.2847,1285,0.54582,998,0.13913,1314,0.58297,524,-0.8549,852,-0.1093,916,0.00423
ENSG00000011007,ELOA,77,1.31523,50,0.59232,31,-0.1805,59,0.86847,32,-0.1244,20,-0.8373,51,0.62609,34,-0.0181,25,-0.4848,21,-0.7832,7,-2.3048,7,-2.2845
ENSG00000057757,PITHD1,116,0.06152,93,-0.2841,76,-0.6035,82,-0.4886,218,1.08962,178,0.74446,69,-0.7421,114,0.02579,120,0.10522,92,-0.3039,58,-1.0103,128,0.21072
ENSG00000189266,PNRC2,71,-0.0748,96,0.40863,27,-1.5018,119,0.75338,68,-0.1332,85,0.20673,126,0.85559,37,-1.0635,88,0.27259,69,-0.1223,73,-0.0349,33,-1.2462
ENSG00000188529,SRSF10,90,0.30901,111,0.64611,36,-1.1044,69,-0.1197,76,0.03710,71,-0.0815,133,0.93950,44,-0.8066,24,-1.7057,115,0.69331,84,0.18697,40,-0.9451
ENSG00000001461,NIPAL3,134,0.54157,313,2.04016,85,-0.1809,71,-0.4556,96,0.00886,43,-1.2082,89,-0.1087,66,-0.5728,40,-1.3356,29,-1.8007,39,-1.3534,141,0.62581
ENSG00000133226,SRRM1,482,1.06112,493,1.10014,551,1.29243,266,0.08861,141,-0.8925,124,-1.0812,264,0.07483,136,-0.9452,176,-0.5562,218,-0.2242,89,-1.5741,81,-1.7236
ENSG00000169504,CLIC4,33,-1.2800,289,2.29534,21,-1.9481,85,0.14675,18,-2.2098,11,-2.8915,303,2.39408,12,-2.7882,44,-0.8590,13,-2.6530,81,0.06608,22,-1.8667
ENSG00000117614,SYF2,146,-0.0641,184,0.30183,219,0.58215,231,0.66917,123,-0.3313,122,-0.3498,111,-0.4908,65,-1.3003,187,0.32259,159,0.07348,120,-0.3743,161,0.08371
ENSG00000117616,RSRP1,255,1.93367,140,0.86442,16,-2.4528,24,-1.8666,77,-0.0888,97,0.26578,85,0.05167,23,-1.8973,7,-3.5362,57,-0.5684,99,0.29381,105,0.39159
ENSG00000183726,TMEM50A,59,-0.4888,121,0.64530,41,-1.0447,71,-0.2014,114,0.54465,82,0.02978,114,0.54556,52,-0.6745,86,0.10734,65,-0.3294,89,0.14778,76,-0.1038
ENSG00000204178,MACO1,117,1.54637,100,1.26800,85,0.98708,11,-2.1305,50,0.12729,31,-0.5994,43,-0.1129,17,-1.5011,32,-0.5575,39,-0.2648,26,-0.8536,3,-4.0276
ENSG00000117643,MAN1C1,20,-0.1229,4,-2.2570,3,-2.9330,14,-0.6001,53,1.47841,41,1.04174,13,-0.7693,26,0.31828,15,-0.5268,6,-1.9436,53,1.47726,10,-1.1515
ENSG00000162430,SELENON,48,0.58721,26,-0.3474,2,-3.7056,9,-1.8394,12,-1.5186,14,-1.2930,53,0.77290,35,0.09278,42,0.38219,29,-0.2141,86,1.59299,39,0.26149
ENSG00000117640,MTFR1L,40,-0.5594,28,-1.1011,45,-0.3699,47,-0.3316,74,0.38989,58,-0.0040,69,0.28544,55,-0.0637,48,-0.2763,86,0.64016,69,0.27017,74,0.38472
ENSG00000117632,STMN1,631,-0.6488,908,-0.0869,1067,0.16765,687,-0.5190,2491,1.60220,1326,0.51680,473,-1.0832,1606,0.83354,787,-0.3099,582,-0.7720,277,-1.8804,681,-0.5329
ENSG00000158008,EXTL1,38,0.10019,1,-4.3707,42,0.26427,3,-3.2836,50,0.54213,42,0.27260,22,-0.7412,50,0.54511,56,0.72501,6,-2.6828,67,1.02701,49,0.49697
ENSG00000142684,ZNF593,28,-0.4642,20,-0.9766,26,-0.6091,27,-0.5157,50,0.41662,68,0.92344,26,-0.5676,63,0.79447,26,-0.5896,24,-0.7297,35,-0.1320,66,0.87824
ENSG00000142669,SH3BGRL3,122,-0.7970,146,-0.5218,130,-0.6988,242,0.26706,183,-0.1664,211,0.04938,275,0.47493,298,0.60388,251,0.33060,158,-0.4006,158,-0.3997,277,0.48851
ENSG00000158062,UBXN11,10,-1.4307,17,-0.6616,20,-0.4256,7,-2.0086,31,0.25280,13,-1.0074,37,0.55038,69,1.59811,34,0.41222,17,-0.6746,43,0.79445,17,-0.6369
ENSG00000198830,HMGN2,185,-0.5890,431,0.74527,156,-0.8505,441,0.78446,164,-0.7714,207,-0.4186,289,0.09932,179,-0.6393,285,0.07530,230,-0.2597,354,0.42376,334,0.33040
ENSG00000117713,ARID1A,111,0.58299,136,0.92598,23,-1.8093,78,0.02645,60,-0.3889,44,-0.8693,87,0.20056,49,-0.6997,31,-1.3977,104,0.47282,91,0.25973,110,0.57638
ENSG00000090273,NUDC,148,-0.7199,161,-0.5952,299,0.37314,232,-0.0260,246,0.06424,326,0.51535,271,0.21754,319,0.47603,246,0.06225,219,-0.1203,177,-0.4471,192,-0.3263
ENSG00000253368,TRNP1,40,-0.3060,3,-4.0353,17,-1.5878,5,-3.1711,49,0.01134,77,0.73182,59,0.29348,108,1.31387,66,0.48364,39,-0.3372,31,-0.6783,90,0.99377
ENSG00000142784,WDTC1,35,0.23406,20,-0.6508,45,0.62036,9,-1.8033,14,-1.1556,21,-0.5495,33,0.15525,42,0.50941,27,-0.1686,11,-1.5326,70,1.36353,37,0.31519
ENSG00000186501,TMEM222,62,0.61593,40,-0.0866,4,-3.3997,15,-1.5635,33,-0.3523,42,-0.0163,35,-0.2854,48,0.19327,24,-0.8569,55,0.41563,57,0.46836,92,1.27464
ENSG00000158195,WASF2,40,-0.9583,250,2.09150,57,-0.4025,80,0.11412,13,-2.5691,11,-2.8383,140,1.02512,13,-2.5733,62,-0.2877,92,0.34107,89,0.28860,45,-0.7644
ENSG00000126705,AHDC1,96,1.62699,26,-0.5192,11,-1.7875,34,-0.1180,41,0.18525,38,0.06576,40,0.14066,19,-0.9922,34,-0.1073,39,0.10055,54,0.62753,5,-2.7843
ENSG00000126709,IFI6,170,0.62812,93,-0.3247,123,0.10380,232,1.15711,110,-0.0601,81,-0.5318,209,0.97510,44,-1.4595,44,-1.4481,34,-1.8233,77,-0.6059,158,0.51464
