Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000116254,CHD5,226,-0.2075,244,-0.0826,192,-0.4575,387,0.78585,251,-0.0364,176,-0.6518,265,0.05511
ENSG00000116251,RPL22,966,0.76819,1028,0.87565,894,0.63613,328,-1.0418,518,-0.2506,381,-0.7965,621,0.04253
ENSG00000116237,ICMT,22,-0.9257,23,-0.8834,40,-0.0277,40,-0.0315,16,-1.4004,56,0.60393,56,0.61873
ENSG00000097021,ACOT7,83,-1.7294,219,-0.2562,180,-0.5612,290,0.21695,171,-0.6430,446,1.07948,226,-0.2352
ENSG00000215788,TNFRSF25,5,-2.4809,13,-1.1445,11,-1.3121,31,0.25129,35,0.43597,33,0.38216,38,0.66626
ENSG00000171680,PLEKHG5,11,-1.3345,17,-0.6856,29,0.17965,22,-0.3352,13,-1.0233,31,0.30851,43,0.96371
ENSG00000162408,NOL9,33,-0.0144,41,0.36903,34,0.06263,25,-0.4783,40,0.30346,39,0.32018,26,-0.3835
ENSG00000162413,KLHL21,19,-1.0763,20,-0.9459,47,0.37290,30,-0.4152,61,0.79777,46,0.35944,39,0.06248
ENSG00000116273,PHF13,15,-0.1804,9,-1.0106,9,-0.9139,15,-0.1989,36,1.18568,23,0.48976,14,-0.3675
ENSG00000041988,THAP3,16,-0.1790,21,0.22883,17,-0.0956,12,-0.7105,17,-0.0622,25,0.61792,17,-0.0432
ENSG00000007923,DNAJC11,28,-0.0992,35,0.21407,33,0.14389,36,0.30676,16,-0.9455,34,0.21760,25,-0.3232
ENSG00000171735,CAMTA1,358,-0.0823,307,-0.3229,286,-0.4354,586,0.84961,456,0.30748,309,-0.3521,287,-0.4769
ENSG00000049245,VAMP3,64,1.83922,43,1.08989,22,-0.0159,11,-1.1043,19,-0.2117,13,-0.9331,13,-0.9053
ENSG00000049246,PER3,61,0.75494,13,-1.6334,58,0.66888,25,-0.7158,29,-0.4326,29,-0.4858,57,0.76215
ENSG00000116288,PARK7,185,-0.9000,345,0.07557,490,0.65704,245,-0.5140,356,0.12873,342,0.06984,369,0.21362
ENSG00000116285,ERRFI1,15,-0.9047,32,0.26603,16,-0.7863,19,-0.5835,43,0.76480,42,0.87317,20,-0.5058
ENSG00000162426,SLC45A1,8,-1.8377,17,-0.8052,11,-1.3801,34,0.30513,36,0.33878,43,0.74978,31,0.12277
ENSG00000142599,RERE,151,0.26081,109,-0.2690,113,-0.2088,148,0.25320,187,0.61045,85,-0.7200,131,0.03589
ENSG00000074800,ENO1,399,-0.2719,299,-0.7191,727,0.70747,384,-0.3687,318,-0.6240,617,0.49654,494,0.07749
ENSG00000171612,SLC25A33,28,-0.0779,17,-0.7754,73,1.56963,20,-0.6605,20,-0.6051,30,0.07893,26,-0.1656
ENSG00000171603,CLSTN1,296,-1.5059,570,-0.5085,464,-0.8255,863,0.16780,770,-0.0339,1172,0.76204,850,0.14024
ENSG00000178585,CTNNBIP1,30,0.00713,43,0.60008,44,0.63894,21,-0.5756,35,0.24890,35,0.28938,17,-0.9640
ENSG00000162441,LZIC,91,1.05895,52,0.12609,46,-0.0721,39,-0.3814,38,-0.3826,49,0.00356,41,-0.3045
ENSG00000130939,UBE4B,41,-0.1559,64,0.55422,29,-0.6796,51,0.21814,52,0.20932,53,0.28933,30,-0.7294
ENSG00000054523,KIF1B,645,0.50917,608,0.40992,336,-0.5336,562,0.31963,585,0.34773,424,-0.1927,289,-0.8422
ENSG00000142657,PGD,59,-0.0624,38,-0.7244,46,-0.4332,60,-0.0314,69,0.19768,89,0.71655,50,-0.3493
ENSG00000241563,CORT,29,-0.6506,102,1.46001,34,-0.4019,13,-1.9335,52,0.28567,39,-0.1825,57,0.49837
ENSG00000160049,DFFA,99,1.02723,35,-0.6482,61,0.21759,47,-0.2333,66,0.35192,28,-1.0553,61,0.23879
ENSG00000142655,PEX14,12,-0.5946,15,-0.3282,14,-0.3903,14,-0.4438,12,-0.6341,30,0.97363,20,0.17956
ENSG00000120948,TARDBP,110,0.40567,115,0.48172,63,-0.4790,69,-0.3750,120,0.54121,73,-0.2835,83,-0.0699
ENSG00000271895,AL109811.2,10,-0.6899,9,-0.7297,10,-0.5468,12,-0.3320,12,-0.3445,25,0.97788,17,0.22392
ENSG00000116649,SRM,38,-0.5258,38,-0.5263,58,0.13198,37,-0.6009,53,0.00677,50,-0.1168,85,0.90532
ENSG00000171824,EXOSC10,46,0.68151,11,-1.5022,14,-1.1359,34,0.20493,58,1.07764,23,-0.4663,30,-0.0363
ENSG00000198793,MTOR,30,-0.6034,31,-0.5655,24,-0.9442,45,0.02931,23,-1.0157,66,0.76717,56,0.44243
ENSG00000116661,FBXO2,86,-0.9883,96,-0.8129,310,1.08929,122,-0.4986,71,-1.2605,184,0.23814,222,0.59340
ENSG00000132879,FBXO44,40,-1.4069,64,-0.6935,91,-0.1630,84,-0.3218,77,-0.4144,118,0.28978,165,0.96207
ENSG00000116670,MAD2L2,12,-0.2878,29,1.16254,13,-0.2084,10,-0.6138,12,-0.2470,17,0.29841,12,-0.3030
ENSG00000177000,MTHFR,25,0.24571,20,-0.0710,11,-1.0326,24,0.26189,17,-0.3003,28,0.53153,17,-0.4183
ENSG00000011021,CLCN6,34,-1.4217,46,-0.9727,76,-0.1919,78,-0.1789,89,0.05691,126,0.73281,103,0.33651
ENSG00000116685,KIAA2013,29,-0.3807,38,0.07791,28,-0.4099,30,-0.3682,34,-0.1093,49,0.55789,39,0.12803
ENSG00000083444,PLOD1,24,0.15251,14,-0.7496,19,-0.2327,12,-1.0373,32,0.60821,26,0.30667,28,0.43115
ENSG00000116688,MFN2,83,-0.6748,119,-0.1034,105,-0.2981,139,0.15571,148,0.24841,139,0.15588,131,0.05393
ENSG00000116691,MIIP,10,-0.3650,15,0.16364,19,0.59976,8,-0.8319,6,-1.1401,21,0.80814,13,-0.0902
ENSG00000048707,VPS13D,72,0.12866,75,0.20311,42,-0.7113,82,0.39084,63,-0.0884,76,0.24322,48,-0.5609
ENSG00000162496,DHRS3,23,0.64809,10,-0.5989,39,1.56308,17,0.13737,0,-6.3295,17,0.19430,7,-1.2233
ENSG00000116731,PRDM2,308,0.53071,316,0.57489,74,-1.6774,356,0.91252,232,0.06686,120,-1.0438,171,-0.4608
ENSG00000189337,KAZN,73,0.06951,54,-0.4215,63,-0.1753,65,-0.1378,142,1.17634,73,0.06979,48,-0.6713
ENSG00000142634,EFHD2,85,-0.8453,318,1.32746,56,-1.4605,151,0.06502,226,0.72582,205,0.64482,30,-2.5358
ENSG00000116138,DNAJC16,23,-0.7266,39,0.10421,9,-2.0556,40,0.14211,45,0.33495,53,0.67044,33,-0.1820
ENSG00000197312,DDI2,39,-0.2324,43,-0.0841,41,-0.1651,57,0.42270,68,0.66196,35,-0.4473,39,-0.2559
ENSG00000116786,PLEKHM2,94,-0.0041,88,-0.1056,158,0.85232,90,-0.0821,59,-0.7422,75,-0.4042,108,0.23514
ENSG00000065526,SPEN,356,1.48428,125,-0.2910,63,-1.3264,230,0.82272,171,0.21506,49,-1.8184,112,-0.5008
ENSG00000116809,ZBTB17,22,-0.0307,16,-0.5575,25,0.12295,17,-0.4775,37,0.79966,17,-0.4667,29,0.46315
ENSG00000037637,FBXO42,13,-0.4938,10,-0.9003,18,0.01931,26,0.68954,10,-0.9317,21,0.26887,18,-0.0399
ENSG00000055070,SZRD1,42,0.79991,28,0.12763,33,0.37052,14,-1.0035,24,-0.1445,19,-0.5509,33,0.46144
ENSG00000219481,NBPF1,34,1.44230,8,-0.8400,8,-0.8730,10,-0.6033,14,-0.0563,17,0.33242,12,-0.2352
ENSG00000159363,ATP13A2,37,-1.4209,49,-0.9834,79,-0.2566,89,-0.0846,96,0.04456,150,0.91946,96,0.06430
ENSG00000117118,SDHB,44,-0.5259,26,-1.3306,71,0.24782,46,-0.4810,51,-0.2769,75,0.37529,88,0.69924
ENSG00000117115,PADI2,160,2.18331,71,0.66515,69,0.59930,10,-2.5024,41,-0.2460,31,-0.7454,27,-0.9721
ENSG00000179051,RCC2,15,-0.5898,9,-1.3187,23,0.02572,17,-0.4795,21,-0.1207,29,0.47246,33,0.67087
ENSG00000117154,IGSF21,36,-0.9747,75,0.17402,42,-0.7275,64,-0.0938,54,-0.3549,88,0.48245,82,0.36558
ENSG00000159423,ALDH4A1,34,0.87761,14,-0.5428,64,2.07165,2,-3.2685,8,-1.3360,12,-0.8451,25,0.42750
ENSG00000127481,UBR4,65,1.31089,14,-1.1655,11,-1.5044,54,1.16139,33,0.17966,19,-0.7603,15,-1.1699
ENSG00000127463,EMC1,24,-0.7007,45,0.27881,27,-0.5468,40,0.08927,41,0.14831,45,0.31436,36,-0.0949
ENSG00000053372,MRTO4,23,-0.9365,43,0.02894,37,-0.2267,47,0.17334,38,-0.1852,47,0.19358,48,0.21836
ENSG00000053371,AKR7A2,44,0.52755,21,-0.6335,59,1.00102,24,-0.5151,30,-0.0917,30,-0.1046,29,-0.1755
ENSG00000077549,CAPZB,122,-0.4492,124,-0.4284,188,0.23230,156,-0.0707,141,-0.2302,181,0.19661,188,0.26923
ENSG00000173436,MICOS10,265,-0.4977,491,0.49038,651,0.97260,233,-0.7666,280,-0.4103,340,-0.1190,401,0.17934
ENSG00000158747,NBL1,86,-0.8091,151,0.06768,183,0.37788,122,-0.2979,76,-0.9967,194,0.54605,160,0.18034
ENSG00000169914,OTUD3,16,-0.3007,23,0.28628,12,-0.7361,32,0.93758,10,-0.9709,20,0.09250,14,-0.5309
ENSG00000162545,CAMK2N1,1506,-0.2983,1881,0.05521,2849,0.74300,1277,-0.6114,1406,-0.4055,973,-1.0596,3014,0.98951
ENSG00000090432,MUL1,19,-0.3266,22,-0.1154,30,0.36542,12,-1.1858,48,1.15786,28,0.30695,20,-0.3238
ENSG00000183114,FAM43B,8,-1.3722,30,0.64722,6,-1.7720,26,0.47844,39,1.09115,22,0.15428,11,-0.9911
ENSG00000158828,PINK1,242,-1.0635,538,0.18430,475,-0.0149,430,-0.1936,494,0.04592,570,0.31751,524,0.16160
ENSG00000244038,DDOST,17,-0.7986,9,-1.7018,23,-0.2883,27,-0.0607,15,-0.9299,41,0.74972,39,0.63118
ENSG00000117245,KIF17,8,-1.8394,40,0.63790,16,-0.7434,30,0.20921,11,-1.3407,41,0.80940,25,-0.0980
ENSG00000189410,SH2D5,8,-2.4971,29,-0.6640,44,-0.0233,44,-0.0335,15,-1.6082,55,0.39489,75,1.02863
ENSG00000127483,HP1BP3,523,1.09759,285,0.07340,155,-0.8744,305,0.21087,292,0.11327,187,-0.6478,240,-0.2193
ENSG00000075151,EIF4G3,279,0.23745,234,-0.0423,107,-1.2583,414,1.06551,224,-0.1172,200,-0.3236,168,-0.6250
ENSG00000076864,RAP1GAP,62,-1.3215,189,0.41426,79,-0.9612,147,0.01162,164,0.17820,229,0.85839,109,-0.5068
ENSG00000090686,USP48,134,0.88290,67,-0.2498,39,-1.0791,112,0.68124,84,0.11786,50,-0.7683,68,-0.2593
ENSG00000070831,CDC42,105,-0.8692,143,-0.3901,149,-0.3264,169,-0.1469,236,0.41535,299,0.95710,131,-0.5821
ENSG00000173372,C1QA,34,1.33911,18,0.24848,51,2.12125,3,-2.2236,8,-1.0294,2,-2.7935,15,0.00772
ENSG00000173369,C1QB,23,0.50323,7,-1.2840,67,2.53315,8,-1.2879,16,-0.0974,5,-1.9006,15,-0.1956
ENSG00000004487,KDM1A,35,-0.9327,45,-0.5573,42,-0.6487,93,0.71327,64,-0.0038,76,0.32586,57,-0.1921
ENSG00000169641,LUZP1,141,-0.3813,147,-0.3111,101,-0.8960,371,1.49522,140,-0.3948,123,-0.6444,138,-0.4616
ENSG00000125944,HNRNPR,216,0.67024,171,0.28061,102,-0.5401,135,-0.1130,133,-0.1211,133,-0.1287,139,-0.0612
ENSG00000142676,RPL11,669,0.65723,577,0.40967,774,0.90833,220,-1.1949,536,0.28820,265,-0.9000,479,0.12022
ENSG00000011007,ELOA,49,0.89998,27,-0.0440,19,-0.6390,26,-0.1381,44,0.72471,20,-0.6148,26,-0.1508
ENSG00000057757,PITHD1,73,-1.3554,144,-0.3149,176,0.00173,152,-0.2611,159,-0.1603,239,0.57543,213,0.35146
ENSG00000011009,LYPLA2,21,-0.4730,18,-0.6666,20,-0.5187,25,-0.2596,21,-0.4691,43,0.78037,34,0.34531
ENSG00000117305,HMGCL,15,0.12697,10,-0.5254,22,0.75579,12,-0.1879,3,-2.0163,18,0.44355,14,0.01560
ENSG00000189266,PNRC2,68,0.16139,91,0.63561,68,0.14928,50,-0.3884,41,-0.6356,56,-0.1659,69,0.20105
ENSG00000188529,SRSF10,96,0.37264,80,0.06932,66,-0.2268,82,0.13012,87,0.20865,60,-0.4147,75,-0.0310
ENSG00000001461,NIPAL3,181,0.42913,177,0.39060,57,-1.3824,172,0.38948,272,1.12686,114,-0.3524,67,-1.2329
ENSG00000133226,SRRM1,372,1.29483,157,-0.1601,123,-0.5388,258,0.75680,171,-0.0227,92,-1.0637,105,-0.8486
ENSG00000169504,CLIC4,110,1.75311,42,0.06948,30,-0.4596,6,-3.0334,149,2.39481,12,-1.9286,17,-1.3686
ENSG00000117614,SYF2,227,1.01563,157,0.39351,96,-0.3928,139,0.22266,121,-0.0274,63,-1.1221,113,-0.1486
ENSG00000117616,RSRP1,74,-0.0449,20,-1.9965,39,-1.0191,77,0.02512,201,1.68893,67,-0.2189,68,-0.1844
ENSG00000183726,TMEM50A,51,-0.4709,62,-0.1671,54,-0.3869,51,-0.5150,60,-0.2224,75,0.16237,104,0.79788
ENSG00000204178,MACO1,73,0.42107,50,-0.1791,35,-0.7314,87,0.85077,54,-0.0442,41,-0.5372,46,-0.3558
ENSG00000117643,MAN1C1,19,-1.1507,9,-2.2114,29,-0.4943,31,-0.4531,35,-0.2079,44,0.16095,80,1.38602
ENSG00000162430,SELENON,27,-0.2022,22,-0.5180,40,0.47152,19,-0.7729,41,0.47491,26,-0.2359,41,0.56451
ENSG00000117640,MTFR1L,63,-0.0595,56,-0.2357,83,0.37824,53,-0.3553,68,0.05466,83,0.43935,56,-0.2760
ENSG00000117632,STMN1,778,-0.9710,1722,0.27668,976,-0.6232,1462,0.01375,1653,0.20997,1987,0.59276,1243,-0.2750
ENSG00000158008,EXTL1,19,-1.4584,54,0.15847,39,-0.3584,43,-0.1912,40,-0.2931,68,0.62148,56,0.26092
ENSG00000175087,PDIK1L,8,-1.1167,10,-0.8267,11,-0.6377,15,-0.2057,42,1.49065,20,0.23972,16,-0.1716
ENSG00000142684,ZNF593,17,-1.4192,39,-0.1456,62,0.57817,50,0.24648,23,-0.9720,43,-0.0230,54,0.38991
ENSG00000142669,SH3BGRL3,119,-0.5521,252,0.65195,187,0.15767,122,-0.5695,139,-0.3140,213,0.42403,163,-0.0615
ENSG00000158062,UBXN11,9,-1.3000,48,1.45568,33,0.76991,14,-0.6919,23,0.19629,13,-0.7143,19,-0.1412
ENSG00000117682,DHDDS,11,-0.8191,12,-0.7305,13,-0.5648,24,0.40878,10,-1.0017,34,1.12334,14,-0.4602
ENSG00000198830,HMGN2,227,0.54315,163,0.00375,196,0.29575,87,-1.0666,323,1.15150,94,-0.9298,179,0.17236
ENSG00000117713,ARID1A,120,0.55828,83,-0.0462,65,-0.4174,80,-0.1100,97,0.21282,90,0.09179,74,-0.2580
ENSG00000204160,ZDHHC18,16,-0.5850,26,0.18381,7,-1.7120,21,-0.1306,40,0.89286,32,0.60051,18,-0.4536
ENSG00000142751,GPN2,25,0.40620,7,-1.4530,21,0.13973,18,-0.0932,29,0.67151,18,-0.1407,19,-0.0132
ENSG00000090273,NUDC,220,-0.2067,257,0.04224,300,0.28970,202,-0.3781,275,0.15331,230,-0.1479,294,0.29348
ENSG00000253368,TRNP1,12,-2.0873,50,0.08231,74,0.72035,43,-0.1675,40,-0.2760,47,-0.0212,60,0.42092
ENSG00000090020,SLC9A1,5,-1.8125,5,-1.7304,17,-0.0502,15,-0.2689,3,-2.3049,31,1.12493,26,0.73164
ENSG00000142784,WDTC1,25,-0.1280,18,-0.6124,34,0.37635,25,-0.1111,22,-0.3018,28,0.03335,32,0.33340
ENSG00000186501,TMEM222,21,-1.1259,34,-0.3636,40,-0.1413,40,-0.1474,52,0.28299,60,0.61189,44,0.00777
ENSG00000158195,WASF2,151,2.45903,29,-0.4623,43,0.15004,18,-1.2600,35,-0.1747,26,-0.7277,24,-0.8598
ENSG00000126705,AHDC1,44,-0.3224,65,0.29588,40,-0.4762,70,0.45501,31,-0.8479,69,0.43861,43,-0.4144
ENSG00000126709,IFI6,70,-0.5708,104,0.04965,67,-0.6493,97,-0.0689,113,0.17984,154,0.80759,77,-0.4747
ENSG00000009780,FAM76A,32,0.22671,25,-0.1658,11,-1.3430,36,0.45767,30,0.11856,25,-0.2076,30,0.10307
ENSG00000117758,STX12,97,-0.1590,87,-0.3329,123,0.22078,103,-0.0676,87,-0.3390,127,0.31557,109,0.02815
ENSG00000117751,PPP1R8,25,-0.1978,39,0.52157,28,-0.0206,22,-0.4340,37,0.40243,32,0.23418,23,-0.3502
ENSG00000117748,RPA2,32,-0.7661,62,0.28941,40,-0.4124,36,-0.6225,54,0.05333,74,0.67863,55,0.11621
ENSG00000126698,DNAJC8,380,0.88345,237,0.09795,173,-0.4043,272,0.37021,170,-0.4261,140,-0.7932,222,-0.0046
ENSG00000130770,ATP5IF1,205,-1.2507,382,-0.2928,575,0.36488,368,-0.3907,394,-0.2446,471,0.04292,681,0.75259
ENSG00000204138,PHACTR4,60,1.34234,17,-0.7581,18,-0.6334,17,-0.7583,60,1.34001,13,-1.1704,28,0.03083
ENSG00000180098,TRNAU1AP,17,-0.0562,19,0.15276,22,0.35941,20,0.23508,28,0.74067,17,-0.0972,8,-1.2455
ENSG00000198492,YTHDF2,79,-0.4338,83,-0.3431,73,-0.5442,132,0.44747,112,0.12435,133,0.46430,80,-0.4584
ENSG00000116329,OPRD1,5,-2.0468,16,-0.2700,13,-0.6344,19,-0.0489,24,0.32695,18,-0.1183,31,0.90258
ENSG00000159023,EPB41,7,-1.3799,8,-1.2133,13,-0.5296,28,0.82858,37,1.18366,16,-0.1996,14,-0.4567
ENSG00000116350,SRSF4,79,0.13136,72,-0.0292,59,-0.3202,72,-0.0308,44,-0.7672,77,0.09902,89,0.35670
ENSG00000116353,MECR,22,-0.7652,23,-0.6895,38,0.08264,28,-0.4461,37,0.04505,46,0.45891,46,0.45532
ENSG00000060656,PTPRU,15,-0.6041,34,0.72589,2,-3.3654,24,0.18354,14,-0.6961,37,1.03616,15,-0.5981
ENSG00000162511,LAPTM5,30,0.37186,25,0.09761,61,1.61952,12,-1.0568,15,-0.6852,9,-1.4824,31,0.48713
ENSG00000162512,SDC3,190,0.41246,143,-0.0492,182,0.33815,112,-0.4757,131,-0.1920,128,-0.2485,174,0.30650
ENSG00000134644,PUM1,177,-0.0374,150,-0.3007,120,-0.6413,243,0.55106,286,0.75034,150,-0.3379,147,-0.3669
ENSG00000060688,SNRNP40,24,0.30151,4,-2.2213,11,-0.8847,22,0.21916,21,0.10950,28,0.70732,17,-0.2152
ENSG00000121766,ZCCHC17,128,-0.1770,148,0.05976,132,-0.1261,206,0.69774,104,-0.5053,116,-0.3640,136,-0.0865
ENSG00000121769,FABP3,32,-1.5214,96,0.13298,80,-0.1446,98,0.18734,68,-0.4136,136,0.84173,68,-0.4488
ENSG00000162517,PEF1,30,-1.4415,58,-0.4321,68,-0.2028,74,-0.0690,43,-0.8927,107,0.62775,104,0.55784
ENSG00000084636,COL16A1,27,-0.2382,25,-0.3818,17,-0.9295,26,-0.3275,38,0.26723,45,0.62258,35,0.15902
ENSG00000121753,ADGRB2,99,-1.4204,311,0.35943,159,-0.6998,231,-0.1316,191,-0.4233,342,0.59857,292,0.29269
ENSG00000184007,PTP4A2,650,1.49650,503,1.02594,183,-0.6189,199,-0.5416,330,0.30978,169,-0.8124,159,-0.9144
ENSG00000121774,KHDRBS1,184,0.45353,112,-0.3505,128,-0.1311,107,-0.4688,157,0.18845,151,0.14073,150,0.12500
ENSG00000025800,KPNA6,89,-0.0226,73,-0.3268,67,-0.4747,136,0.78829,90,1.44457,75,-0.3271,80,-0.2045
ENSG00000084652,TXLNA,24,-0.2894,34,0.30150,27,-0.0884,28,-0.0165,38,0.44385,26,-0.1659,27,-0.0927
ENSG00000160050,CCDC28B,12,-0.7297,22,0.22392,27,0.60364,16,-0.3083,10,-0.8742,12,-0.7546,31,0.93709
ENSG00000084623,EIF3I,63,-0.7440,62,-0.7656,100,-0.0239,114,0.21538,100,-0.0294,114,0.20546,118,0.26514
ENSG00000175130,MARCKSL1,461,1.64703,170,-0.0799,214,0.29442,28,-2.9346,374,1.25203,132,-0.5220,123,-0.6479
ENSG00000160058,BSDC1,60,-0.0377,48,-0.3967,47,-0.4202,53,-0.2649,57,-0.1270,69,0.21756,79,0.47620
ENSG00000160062,ZBTB8A,29,0.86709,18,0.07523,11,-0.6794,19,0.20375,11,-0.6440,15,-0.2162,17,-0.0474
ENSG00000176261,ZBTB8OS,24,-0.7153,61,0.76283,50,0.41831,25,-0.7584,35,-0.1538,31,-0.3899,52,0.55717
ENSG00000162521,RBBP4,127,0.00915,87,-0.5931,108,-0.2498,131,0.06272,173,0.50843,112,-0.2158,142,0.21332
ENSG00000162522,KIAA1522,6,-1.4786,13,-0.3903,28,0.88682,11,-0.6078,5,-1.8207,16,-0.0296,28,1.07460
ENSG00000134684,YARS,45,-1.3278,65,-0.7731,88,-0.2976,112,0.09323,132,0.34408,142,0.54245,113,0.11098
