Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000007923,DNAJC11,116,1.84173,33,-0.2920,19,-1.2093,26,-0.7523,39,-0.0696,43,0.11262
ENSG00000171735,CAMTA1,116,-1.7682,241,-0.6618,151,-1.4833,321,-0.2388,481,0.50476,706,1.31850
ENSG00000049245,VAMP3,116,0.93224,117,0.95791,156,1.83009,36,-1.0382,13,-2.5897,9,-3.0880
ENSG00000049246,PER3,116,1.23791,54,-0.0328,72,0.47909,50,-0.1998,28,-1.1420,43,-0.4415
ENSG00000116288,PARK7,116,-1.0336,213,-0.0928,161,-0.5852,297,0.51763,334,0.74975,171,-0.4822
ENSG00000116285,ERRFI1,116,2.59481,13,-1.2290,20,-0.5859,11,-1.5561,32,0.22814,15,-1.0842
ENSG00000162426,SLC45A1,116,2.50388,7,-2.1638,7,-2.2382,12,-1.4349,43,0.70686,24,-0.3450
ENSG00000142599,RERE,116,-0.2604,107,-0.3853,155,0.23733,144,0.09752,106,-0.4402,166,0.35651
ENSG00000074800,ENO1,116,-1.8184,411,0.12689,285,-0.5043,616,0.93679,484,0.44934,253,-0.7013
ENSG00000171612,SLC25A33,116,2.11570,5,-2.9274,21,-0.8787,62,1.09981,21,-0.8681,12,-1.6979
ENSG00000171603,CLSTN1,116,-2.3288,624,0.24185,153,-2.0425,407,-0.4826,1062,1.38671,693,0.47567
ENSG00000178585,CTNNBIP1,116,2.03586,43,0.26790,24,-0.6998,34,-0.1293,26,-0.5935,19,-1.0543
ENSG00000162441,LZIC,116,0.68476,101,0.44832,126,0.96940,50,-0.7073,48,-0.8047,49,-0.7400
ENSG00000162444,RBP7,116,1.98143,116,1.99009,61,0.92628,10,-2.0310,0,-7.8308,1,-4.9552
ENSG00000130939,UBE4B,116,1.21631,56,-0.0069,46,-0.3362,42,-0.5144,60,0.12479,47,-0.3205
ENSG00000054523,KIF1B,116,-2.1562,540,0.19849,645,0.56410,416,-0.2443,379,-0.4045,620,0.48791
ENSG00000142657,PGD,116,1.04651,53,-0.2416,46,-0.5205,39,-0.7688,96,0.84483,43,-0.6046
ENSG00000241563,CORT,116,1.63338,6,-2.8324,8,-2.6150,102,1.71948,43,-0.0896,10,-2.3321
ENSG00000160049,DFFA,116,0.85904,75,0.14252,94,0.58333,66,-0.0654,42,-0.8562,47,-0.6633
ENSG00000142655,PEX14,116,2.81730,16,-0.7151,9,-1.6457,7,-2.0050,27,0.05293,21,-0.4045
ENSG00000120948,TARDBP,116,0.42315,151,0.87340,87,-0.0398,64,-0.5794,80,-0.2017,82,-0.1517
ENSG00000116649,SRM,116,1.59061,41,-0.1685,26,-0.9734,50,0.15553,45,-0.0531,31,-0.6874
ENSG00000171824,EXOSC10,116,1.90233,26,-0.6186,37,-0.1172,17,-1.4076,33,-0.2711,38,-0.0545
ENSG00000198793,MTOR,116,1.70713,39,-0.1639,18,-1.4166,38,-0.2284,52,0.34426,30,-0.6051
ENSG00000120942,UBIAD1,116,2.90953,10,-1.4348,31,0.39101,9,-1.6948,6,-2.1680,17,-0.6889
ENSG00000116661,FBXO2,116,-0.2633,79,-0.8608,100,-0.5398,227,0.99080,177,0.47866,82,-0.8661
ENSG00000132879,FBXO44,116,0.62108,132,0.84757,17,-2.4402,53,-0.6878,116,0.72662,86,0.14365
ENSG00000177000,MTHFR,116,2.13412,34,-0.0489,24,-0.6302,14,-1.4678,22,-0.7913,40,0.23226
ENSG00000011021,CLCN6,116,0.73882,107,0.61185,36,-1.1893,58,-0.4123,92,0.41092,71,-0.0730
ENSG00000116685,KIAA2013,116,1.38648,113,1.33713,49,-0.0938,24,-1.2234,41,-0.3872,28,-1.0350
ENSG00000083444,PLOD1,116,2.48676,48,0.77940,24,-0.3509,13,-1.4052,14,-1.1919,16,-1.0568
ENSG00000116688,MFN2,116,0.16190,104,-0.0128,70,-0.7005,82,-0.4224,148,0.64783,114,0.15917
ENSG00000116691,MIIP,116,2.66944,2,-3.8323,19,-0.6456,26,-0.0739,12,-1.3690,22,-0.3903
ENSG00000048707,VPS13D,116,0.63112,70,-0.1956,49,-0.7964,55,-0.6140,83,0.09499,113,0.69249
ENSG00000162496,DHRS3,116,2.25735,30,-0.1601,33,-0.0110,40,0.36478,10,-1.9386,9,-1.9926
ENSG00000116731,PRDM2,116,-1.0618,214,-0.1118,156,-0.6715,226,-0.0319,197,-0.2661,404,1.11945
ENSG00000189337,KAZN,116,0.42352,71,-0.3673,120,0.55170,54,-0.8612,88,-0.0277,91,0.04390
ENSG00000142634,EFHD2,116,0.37521,206,1.37181,15,-2.8624,70,-0.4835,91,-0.0099,123,0.54222
ENSG00000116138,DNAJC16,116,1.63294,7,-2.6699,34,-0.4922,27,-0.8470,64,0.67182,38,-0.2999
ENSG00000197312,DDI2,116,1.49701,40,-0.2737,28,-0.9072,23,-1.2440,58,0.33279,54,0.21178
ENSG00000116786,PLEKHM2,116,0.14593,63,-0.8107,84,-0.3920,166,0.86349,77,-0.5499,112,0.10951
ENSG00000065526,SPEN,116,-0.9132,105,-1.0574,374,1.16471,139,-0.6968,104,-1.1637,313,0.78056
ENSG00000116809,ZBTB17,116,2.34144,34,0.09243,26,-0.3776,20,-0.7654,24,-0.5040,15,-1.2622
ENSG00000037637,FBXO42,116,2.60915,0,-5.7692,16,-0.9665,17,-0.8565,26,-0.1534,25,-0.2303
ENSG00000055070,SZRD1,116,1.78983,34,-0.3256,54,0.50031,47,0.22561,18,-1.3596,13,-1.8515
ENSG00000219481,NBPF1,116,2.11932,14,-1.3495,61,1.06871,21,-0.9074,18,-1.1279,12,-1.7681
ENSG00000159363,ATP13A2,116,0.62986,40,-1.0457,23,-1.9698,70,-0.2156,158,1.41951,65,-0.3463
ENSG00000117118,SDHB,116,1.24801,55,-0.0147,32,-0.9269,46,-0.3035,79,0.66575,34,-0.8274
ENSG00000117115,PADI2,116,-0.4464,281,1.00896,424,2.29184,110,-0.5874,15,-3.6545,22,-3.0476
ENSG00000179051,RCC2,116,2.36502,8,-2.0812,17,-1.0311,20,-0.7753,34,0.14467,25,-0.4202
ENSG00000117154,IGSF21,116,1.27345,51,-0.1026,12,-2.4507,47,-0.2657,69,0.44838,61,0.20965
ENSG00000159423,ALDH4A1,116,2.30916,2,-3.6124,19,-0.9229,59,1.19279,8,-2.2243,17,-1.0924
ENSG00000127481,UBR4,116,1.23749,14,-2.0738,65,0.27475,33,-0.8842,31,-0.9766,84,0.79447
ENSG00000127463,EMC1,116,1.82397,53,0.41860,21,-1.1227,20,-1.1884,47,0.27559,31,-0.4553
ENSG00000053372,MRTO4,116,1.41799,59,0.25388,17,-1.7223,49,-0.0422,45,-0.2115,53,0.09486
ENSG00000053371,AKR7A2,116,1.94276,21,-0.9262,40,0.05970,52,0.57082,20,-1.1091,12,-1.8678
ENSG00000077549,CAPZB,116,-0.4484,157,0.02956,133,-0.2605,162,0.09032,203,0.51658,136,-0.2215
ENSG00000173436,MICOS10,116,-1.2827,228,-0.2399,198,-0.5100,443,0.99642,307,0.26321,209,-0.4201
ENSG00000158747,NBL1,116,-0.0934,145,0.26727,28,-2.3610,149,0.35385,176,0.68607,130,0.10882
ENSG00000169914,OTUD3,116,2.83294,0,-5.4931,8,-1.7924,10,-1.4918,25,-0.0833,28,0.13853
ENSG00000162545,CAMK2N1,116,-3.5870,904,-0.5344,790,-0.8130,2460,1.34065,1102,-0.2506,1483,0.28663
ENSG00000090432,MUL1,116,2.31925,29,-0.1631,22,-0.6499,19,-0.8764,33,0.06501,14,-1.3659
ENSG00000183114,FAM43B,116,2.52603,48,0.80409,1,-4.5420,12,-1.4094,31,0.07569,21,-0.5937
ENSG00000158828,PINK1,116,-1.6386,286,-0.2619,182,-1.0457,409,0.35722,584,1.08560,309,-0.1535
ENSG00000244038,DDOST,116,2.02626,41,0.16193,12,-1.8134,30,-0.3379,42,0.24188,22,-0.9000
ENSG00000117245,KIF17,116,2.29396,18,-0.9299,4,-3.1972,18,-0.9606,45,0.59452,29,-0.2094
ENSG00000189410,SH2D5,116,1.85794,6,-2.7848,1,-4.8467,37,-0.1414,78,1.32922,23,-0.9046
ENSG00000127483,HP1BP3,116,-1.4327,258,-0.2066,456,0.84887,246,-0.3101,201,-0.6525,378,0.46949
ENSG00000075151,EIF4G3,116,-1.0854,89,-1.4725,234,0.00397,127,-1.0343,300,0.47036,403,1.07681
ENSG00000117298,ECE1,116,2.27074,7,-2.1891,41,0.42242,30,-0.1628,15,-1.2540,16,-1.1894
ENSG00000076864,RAP1GAP,116,0.16031,170,0.79349,20,-2.6285,63,-0.8591,169,0.93183,129,0.37754
ENSG00000090686,USP48,116,0.27867,117,0.29086,139,0.67397,65,-0.7052,65,-0.6859,102,0.07962
ENSG00000070831,CDC42,116,-0.6067,327,1.09009,164,-0.0706,130,-0.4783,219,0.46603,119,-0.6238
ENSG00000173372,C1QA,116,2.15429,13,-1.4434,42,0.36063,50,0.69856,9,-2.1292,7,-2.4364
ENSG00000173369,C1QB,116,1.69433,36,-0.3135,77,1.12533,51,0.29280,6,-2.9841,7,-2.7655
ENSG00000133216,EPHB2,116,2.70214,10,-1.5544,34,0.38036,4,-3.0515,17,-0.8286,20,-0.5514
ENSG00000004487,KDM1A,116,0.95669,84,0.41028,27,-1.4577,35,-1.0524,87,0.53862,77,0.30959
ENSG00000169641,LUZP1,116,-0.4950,39,-2.1288,43,-2.1051,105,-0.7034,219,0.60647,348,1.64298
ENSG00000125944,HNRNPR,116,-0.2970,179,0.40275,204,0.71613,111,-0.4092,120,-0.2668,117,-0.3144
ENSG00000142676,RPL11,116,-1.8554,467,0.29260,660,1.03151,541,0.62098,266,-0.6609,191,-1.2026
ENSG00000011007,ELOA,116,1.77151,28,-0.6293,32,-0.4622,43,0.05491,21,-1.1357,41,-0.0358
ENSG00000057757,PITHD1,116,-0.1736,247,1.08578,75,-0.9305,103,-0.3998,182,0.64328,105,-0.3559
ENSG00000011009,LYPLA2,116,2.27825,22,-0.5785,8,-2.1536,28,-0.2512,28,-0.2964,30,-0.1430
ENSG00000117305,HMGCL,116,2.58175,39,0.50923,17,-0.8912,22,-0.4700,16,-0.9508,11,-1.5672
ENSG00000189266,PNRC2,116,1.16757,70,0.30998,58,0.01148,55,-0.0935,43,-0.5098,40,-0.6340
ENSG00000188529,SRSF10,116,0.59100,28,-1.6058,93,0.25638,96,0.32213,63,-0.4283,79,-0.0302
ENSG00000001461,NIPAL3,116,-0.7816,399,1.24733,332,1.08612,100,-1.0848,128,-0.6943,138,-0.5647
ENSG00000133226,SRRM1,116,-1.0913,163,-0.5664,436,1.24756,120,-1.1298,135,-0.9324,339,0.70688
ENSG00000169504,CLIC4,116,0.59846,208,1.64867,197,1.93890,25,-1.8892,10,-3.2162,7,-3.7065
ENSG00000117614,SYF2,116,-0.2135,98,-0.4807,173,0.49720,134,0.01805,102,-0.4512,147,0.18557
ENSG00000117616,RSRP1,116,0.51380,80,-0.0929,117,0.61547,61,-0.5641,53,-0.7988,94,0.18661
ENSG00000183726,TMEM50A,116,0.80684,129,0.99516,80,0.20939,62,-0.2433,62,-0.2418,29,-1.4692
ENSG00000204178,MACO1,116,0.80884,60,-0.2632,68,-0.0794,38,-1.0635,53,-0.4992,108,0.80411
ENSG00000157978,LDLRAP1,116,2.33457,40,0.37737,67,1.51202,4,-3.1576,4,-3.1046,6,-2.4767
ENSG00000117643,MAN1C1,116,1.86261,16,-1.3553,11,-2.0568,31,-0.4439,60,0.78568,31,-0.4194
ENSG00000162430,SELENON,116,1.86151,42,0.07889,31,-0.4525,54,0.54584,24,-0.8282,12,-1.9175
ENSG00000117640,MTFR1L,116,1.06933,65,0.09583,34,-0.9965,69,0.21814,68,0.20361,44,-0.5645
ENSG00000117632,STMN1,116,-3.2171,1629,0.83495,831,-0.2997,688,-0.6201,1610,0.95933,920,-0.1205
ENSG00000158008,EXTL1,116,1.77739,22,-0.9604,6,-3.0395,52,0.39342,48,0.25623,34,-0.3549
ENSG00000142684,ZNF593,116,2.01722,47,0.38478,11,-1.9349,23,-0.7677,38,0.03829,31,-0.2939
ENSG00000142669,SH3BGRL3,116,-0.1335,164,0.43332,125,-0.0194,146,0.26740,133,0.10390,86,-0.6596
ENSG00000198830,HMGN2,116,-0.6105,257,0.66754,296,1.07907,189,0.18183,91,-1.0639,93,-1.0342
ENSG00000117713,ARID1A,116,0.15282,136,0.41943,122,0.26577,93,-0.2187,76,-0.5690,110,0.07566
ENSG00000204160,ZDHHC18,116,2.63165,28,-0.0053,8,-2.0713,16,-0.9712,30,0.10878,15,-1.0021
ENSG00000142751,GPN2,116,2.50325,12,-1.3138,27,-0.1800,14,-1.1764,22,-0.5156,21,-0.6008
ENSG00000090273,NUDC,116,-0.8897,185,-0.1646,167,-0.3642,248,0.35144,247,0.34670,213,0.06720
ENSG00000253368,TRNP1,116,1.78844,4,-3.4262,3,-3.7122,35,-0.2759,71,1.03831,38,-0.1556
ENSG00000090020,SLC9A1,116,2.94966,3,-2.8430,5,-2.5711,6,-2.2509,35,0.63826,19,-0.4748
ENSG00000142784,WDTC1,116,2.12885,23,-0.6671,24,-0.6646,31,-0.1962,24,-0.6326,27,-0.4648
ENSG00000186501,TMEM222,116,1.34306,130,1.55834,27,-1.0828,33,-0.7745,51,-0.0364,27,-1.0994
ENSG00000158195,WASF2,116,0.26970,110,0.18195,256,2.12797,76,-0.4344,7,-4.0127,37,-1.5955
ENSG00000126705,AHDC1,116,1.14251,28,-1.1573,21,-1.6901,54,-0.1323,54,-0.1531,92,0.87523
ENSG00000126709,IFI6,116,0.54190,82,-0.0159,62,-0.5023,55,-0.7195,128,0.83687,71,-0.2750
ENSG00000009780,FAM76A,116,2.06425,36,-0.0246,39,0.13334,22,-0.8631,24,-0.6940,20,-0.9527
ENSG00000117758,STX12,116,0.17207,196,1.05718,89,-0.2752,74,-0.5952,117,0.20960,85,-0.3551
ENSG00000117751,PPP1R8,116,1.80568,116,1.81135,32,-0.4118,18,-1.3381,23,-0.9975,16,-1.5192
ENSG00000117748,RPA2,116,1.15820,110,1.06737,32,-0.9983,45,-0.4229,70,0.35208,29,-1.1361
ENSG00000126698,DNAJC8,116,-0.9964,105,-1.1487,285,0.48118,221,0.01151,195,-0.2143,289,0.50795
ENSG00000130770,ATP5IF1,116,-1.5662,173,-0.9602,148,-1.2988,441,0.59796,565,1.11862,307,-0.0806
ENSG00000204138,PHACTR4,116,1.27210,66,0.29822,96,1.11924,35,-0.7542,11,-2.4852,39,-0.5662
ENSG00000180098,TRNAU1AP,116,2.53127,20,-0.6218,23,-0.4450,17,-0.8719,24,-0.3122,14,-1.1921
ENSG00000198492,YTHDF2,116,0.34725,49,-1.0109,71,-0.4752,64,-0.6629,140,0.77359,110,0.30277
ENSG00000159023,EPB41,116,2.66393,0,-8.1517,8,-2.0406,19,-0.6668,22,-0.3923,32,0.28171
ENSG00000116350,SRSF4,116,0.48403,57,-0.6393,112,0.48655,78,-0.1724,64,-0.5143,90,0.07970
ENSG00000116353,MECR,116,2.32266,33,0.06723,14,-1.3062,15,-1.2028,38,0.29845,18,-0.9649
ENSG00000060656,PTPRU,116,2.83685,14,-0.9485,6,-2.3307,15,-0.9506,25,-0.0381,19,-0.5558
ENSG00000162511,LAPTM5,116,1.02427,74,0.26988,101,0.91985,86,0.60068,18,-1.9712,13,-2.5263
ENSG00000162512,SDC3,116,-0.1004,97,-0.3708,136,0.17261,156,0.43998,115,-0.1201,103,-0.3198
ENSG00000134644,PUM1,116,-0.5598,266,0.78355,128,-0.4472,131,-0.4036,145,-0.2350,232,0.63928
ENSG00000060688,SNRNP40,116,2.28988,40,0.35059,26,-0.4085,9,-2.1147,27,-0.3188,23,-0.5736
ENSG00000121766,ZCCHC17,116,-0.2214,118,-0.1880,144,0.13871,113,-0.2885,126,-0.1002,166,0.40952
ENSG00000121769,FABP3,116,0.71727,42,-0.9022,27,-1.6377,69,-0.1539,133,1.14105,66,-0.2251
ENSG00000162517,PEF1,116,1.03847,53,-0.2489,42,-0.6635,58,-0.1171,83,0.55353,42,-0.6599
ENSG00000084636,COL16A1,116,1.19921,133,1.44858,70,0.37792,38,-0.6696,21,-1.5959,30,-1.0666
ENSG00000121753,ADGRB2,116,-0.4711,144,-0.1253,32,-2.5532,169,0.14656,243,0.84979,207,0.52921
ENSG00000184007,PTP4A2,116,-1.8959,384,-0.0675,1177,2.50718,195,-1.2072,160,-1.5223,221,-1.0105
ENSG00000121774,KHDRBS1,116,-0.2010,136,0.04950,153,0.28209,114,-0.2521,134,0.02814,131,-0.0091
ENSG00000025800,KPNA6,116,0.28442,70,-0.5091,88,-0.1801,63,-0.7506,112,0.25767,130,0.55152
ENSG00000084652,TXLNA,116,1.71383,47,0.13527,45,0.06217,36,-0.3006,28,-0.7585,26,-0.8791
ENSG00000084623,EIF3I,116,0.38578,114,0.35879,82,-0.1853,62,-0.6703,118,0.48338,79,-0.2517
ENSG00000175130,MARCKSL1,116,-1.9545,1257,1.95618,980,1.82770,270,-0.7498,68,-2.8765,79,-2.6484
ENSG00000160058,BSDC1,116,0.96166,78,0.30439,62,-0.0757,35,-1.0195,62,-0.0764,68,0.07356
ENSG00000160062,ZBTB8A,116,2.71030,5,-2.3257,17,-0.7520,15,-0.9890,14,-1.1074,29,0.10771
ENSG00000176261,ZBTB8OS,116,1.74711,33,-0.4090,24,-0.9754,49,0.27779,43,0.02866,21,-1.1297
ENSG00000162521,RBBP4,116,-0.1371,79,-0.7295,143,0.23320,112,-0.2144,137,0.14941,141,0.20710
ENSG00000134684,YARS,116,0.43798,64,-0.5076,32,-1.6857,59,-0.6987,176,1.39283,86,-0.0474
ENSG00000116497,S100PBP,116,2.78999,24,-0.1204,28,0.11775,13,-1.1805,11,-1.3755,9,-1.6853
ENSG00000160097,FNDC5,116,2.18881,1,-5.0918,11,-1.8492,15,-1.3384,57,1.01349,29,-0.2851
ENSG00000121905,HPCA,116,0.21315,87,-0.2496,6,-4.3044,112,0.17473,204,1.41763,85,-0.3141
ENSG00000121900,TMEM54,116,1.75551,24,-0.8840,34,-0.3904,50,0.29955,34,-0.3766,24,-0.9659
ENSG00000116514,RNF19B,116,2.71381,11,-1.3299,12,-1.3416,25,-0.1540,27,-0.0107,8,-1.8703
ENSG00000004455,AK2,116,1.46308,56,0.20251,76,0.84451,32,-0.7414,27,-1.0307,25,-1.1191
ENSG00000142920,AZIN2,116,2.69227,28,0.03459,21,-0.4204,5,-2.4808,28,0.06448,10,-1.6809
ENSG00000160094,ZNF362,116,2.28905,54,0.83638,24,-0.4934,15,-1.2699,16,-1.2211,23,-0.6077
ENSG00000134686,PHC2,116,0.96506,105,0.79504,76,0.28727,55,-0.2811,47,-0.5470,35,-1.0217
ENSG00000163866,SMIM12,116,1.50693,38,-0.3560,25,-1.1071,29,-0.8241,74,0.82580,35,-0.5558
ENSG00000116544,DLGAP3,116,1.83959,20,-1.0999,3,-3.9203,62,0.80785,41,0.02432,29,-0.5854
ENSG00000163867,ZMYM6,116,2.33177,16,-1.0966,20,-0.7642,15,-1.2098,23,-0.5861,36,0.20166
ENSG00000116560,SFPQ,116,-1.3679,177,-0.7284,426,0.79803,254,-0.1818,196,-0.6252,384,0.58571
ENSG00000146463,ZMYM4,116,0.93390,18,-1.9866,60,-0.1663,68,0.05034,57,-0.2635,78,0.31661
ENSG00000142687,KIAA0319L,116,0.84829,37,-0.9696,51,-0.5135,62,-0.1849,83,0.34066,73,0.08725
ENSG00000020129,NCDN,116,-1.3581,263,-0.0935,35,-3.2800,240,-0.2663,626,1.69639,307,0.16882
ENSG00000126067,PSMB2,116,0.53277,124,0.64638,66,-0.4131,46,-1.0204,118,0.65913,68,-0.3653
ENSG00000142686,C1orf216,116,0.73495,63,-0.2464,21,-2.0167,50,-0.6663,122,0.96718,87,0.30299
ENSG00000134698,AGO4,116,2.70916,18,-0.6693,16,-0.9099,22,-0.3479,15,-1.0301,17,-0.8312
ENSG00000092847,AGO1,116,1.10246,66,0.16439,62,0.05174,48,-0.4024,35,-0.9185,64,0.13142
ENSG00000126070,AGO3,116,0.67885,60,-0.3704,139,1.19044,43,-0.9684,43,-0.9671,69,-0.1886
ENSG00000116863,ADPRHL2,116,2.74278,29,0.11806,16,-0.8303,17,-0.7365,20,-0.4973,8,-1.9270
ENSG00000054116,TRAPPC3,116,1.79319,12,-1.8382,25,-0.8674,30,-0.5229,53,0.44763,35,-0.2992
ENSG00000116871,MAP7D1,116,-0.9474,390,1.01236,279,0.50341,178,-0.3154,185,-0.2496,170,-0.3951
ENSG00000054118,THRAP3,116,-0.7793,161,-0.2688,240,0.42893,150,-0.4169,145,-0.4796,280,0.73062
ENSG00000196182,STK40,116,2.63807,28,0.01085,7,-2.2033,21,-0.5129,21,-0.5079,19,-0.6145
ENSG00000181817,LSM10,116,1.85890,42,0.07661,13,-1.8564,26,-0.7358,54,0.56813,28,-0.5910
ENSG00000116898,MRPS15,116,1.53526,37,-0.3960,20,-1.4504,50,0.09306,59,0.41550,32,-0.6903
ENSG00000163873,GRIK3,116,2.22386,65,1.10541,2,-3.9378,17,-1.0997,24,-0.6003,34,0.02955
ENSG00000163875,MEAF6,116,0.37599,42,-1.1971,45,-1.1787,80,-0.2380,133,0.70023,122,0.52494
ENSG00000163877,SNIP1,116,2.54549,42,0.60321,16,-0.9989,11,-1.5354,19,-0.7600,21,-0.5842
ENSG00000134697,GNL2,116,2.00048,16,-1.2853,30,-0.3893,27,-0.5415,26,-0.5940,37,-0.0028
ENSG00000197982,C1orf122,116,-0.7652,322,0.88245,285,0.78647,229,0.35772,140,-0.5170,72,-1.6039
