Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000116237,ICMT,45,0.27890,13,-1.5884,24,-0.7111,37,-0.0060,44,0.30897,32,-0.2462,48,0.39975,44,0.27644
ENSG00000097021,ACOT7,90,0.15271,26,-1.7297,33,-1.3793,0,-8.0787,198,1.91405,28,-1.6450,119,0.61298,62,-0.4844
ENSG00000171680,PLEKHG5,2,-4.3173,0,-9.4945,65,0.34177,39,-0.4521,79,0.79731,75,0.57893,17,-1.6703,83,0.89129
ENSG00000162408,NOL9,91,1.00573,31,-0.7253,16,-1.6934,24,-1.1422,41,-0.3461,68,0.50141,57,0.20951,65,0.48627
ENSG00000007923,DNAJC11,22,-1.2899,8,-2.7408,83,0.80279,64,0.35763,68,0.53930,48,-0.1130,58,0.20528,46,-0.1877
ENSG00000171735,CAMTA1,215,-1.0526,162,-1.4786,202,-1.1442,221,-1.0092,562,0.53501,292,-0.5840,850,1.17811,581,0.60006
ENSG00000049245,VAMP3,304,2.98346,101,0.72841,19,-1.8613,95,0.62326,31,-1.2035,13,-2.3395,17,-2.0502,18,-2.0902
ENSG00000049246,PER3,6,-3.0631,68,0.53134,44,-0.1573,157,2.06918,28,-0.9613,44,-0.1785,37,-0.4606,40,-0.3707
ENSG00000116288,PARK7,146,0.41107,52,-1.2038,29,-2.0418,134,0.26609,160,0.65307,101,-0.1785,190,0.85777,80,-0.5960
ENSG00000142599,RERE,9,-4.3400,247,0.56974,35,-2.4433,251,0.59159,127,-0.5466,145,-0.2923,264,0.67750,270,0.84104
ENSG00000074800,ENO1,380,-0.0382,198,-1.0506,253,-0.6720,1202,2.00832,382,-0.0313,297,-0.4273,329,-0.2637,233,-0.8776
ENSG00000171612,SLC25A33,17,-1.5986,12,-2.1539,41,-0.3017,130,1.68631,46,-0.1137,77,0.72652,51,0.07208,36,-0.5413
ENSG00000171603,CLSTN1,213,-1.5378,130,-2.2643,330,-0.8726,538,-0.1136,1007,1.09733,318,-0.9304,672,0.24305,781,0.56804
ENSG00000178585,CTNNBIP1,45,-0.3067,18,-1.6550,145,1.70088,47,-0.2316,67,0.39308,65,0.27623,37,-0.5974,26,-1.2102
ENSG00000162441,LZIC,0,-7.5571,99,0.57846,151,1.31002,137,1.13518,25,-1.7020,68,-0.0478,92,0.44790,50,-0.5608
ENSG00000130939,UBE4B,22,-0.7756,64,0.91544,58,0.75216,0,-7.3906,62,1.03365,11,-1.8082,45,0.33593,21,-0.9411
ENSG00000054523,KIF1B,331,-0.8205,753,0.48587,639,0.21471,615,0.15258,572,0.03950,395,-0.5464,740,0.45666,488,-0.2411
ENSG00000142657,PGD,82,0.65529,28,-1.0539,70,0.40591,65,0.28109,57,0.07124,54,-0.0261,35,-0.6805,50,-0.1704
ENSG00000160049,DFFA,2,-4.6099,97,0.79191,24,-1.3833,95,0.75769,46,-0.4623,94,0.73733,60,0.01003,68,0.21271
ENSG00000120948,TARDBP,70,-0.0537,92,0.38887,21,-1.8397,38,-0.9738,101,0.64473,54,-0.4526,72,0.00755,85,0.30570
ENSG00000116649,SRM,45,-0.5360,16,-2.0968,60,-0.1032,75,0.26017,132,1.48293,60,-0.0924,31,-1.1213,44,-0.6429
ENSG00000171824,EXOSC10,0,-6.9284,61,0.48283,43,-0.0860,44,-0.0340,20,-1.3633,79,0.92215,16,-1.5461,84,1.24997
ENSG00000116661,FBXO2,125,-0.0793,41,-1.7708,38,-1.8811,129,-0.0281,249,1.28382,143,0.13550,171,0.43074,84,-0.7636
ENSG00000132879,FBXO44,122,0.13848,8,-3.9377,49,-1.2719,55,-1.0928,211,1.27139,116,0.06646,40,-1.5547,153,0.58911
ENSG00000011021,CLCN6,17,-1.9064,23,-1.4842,106,0.95244,14,-2.1423,92,0.82811,46,-0.4028,76,0.38218,66,0.17467
ENSG00000116685,KIAA2013,58,-0.0721,62,0.02682,148,1.51306,41,-0.6242,64,0.09318,29,-1.1218,21,-1.6373,61,0.01003
ENSG00000116688,MFN2,64,-1.0419,102,-0.3297,116,-0.1332,142,0.19543,163,0.48013,109,-0.2189,149,0.27170,125,-0.0114
ENSG00000048707,VPS13D,78,-0.4000,71,-0.5590,87,-0.2437,206,1.19975,88,-0.2403,75,-0.4680,77,-0.4215,120,0.31688
ENSG00000162496,DHRS3,13,-1.7057,26,-0.7112,21,-1.0297,149,2.32973,37,-0.2069,62,0.66734,25,-0.7511,21,-1.1137
ENSG00000116731,PRDM2,175,-0.9110,190,-0.7890,274,-0.2140,122,-1.4558,247,-0.4202,348,0.16516,357,0.20468,590,1.26752
ENSG00000189337,KAZN,120,0.74878,125,0.82144,143,1.05303,14,-2.5486,64,-0.3112,55,-0.5015,90,0.26033,43,-0.9493
ENSG00000142634,EFHD2,45,-0.8913,13,-2.6605,145,0.98698,30,-1.5020,185,1.78060,58,-0.5065,54,-0.6118,42,-1.0820
ENSG00000197312,DDI2,9,-2.4634,38,-0.4202,21,-1.2959,83,0.85145,54,0.14129,48,-0.0681,63,0.39491,63,0.44457
ENSG00000116786,PLEKHM2,48,-2.0006,82,-1.2144,76,-1.3220,101,-0.8942,223,0.40322,445,1.56600,221,0.33478,188,0.08339
ENSG00000065526,SPEN,122,-1.3144,647,1.38693,287,0.00104,210,-0.4944,96,-1.7977,234,-0.3207,172,-0.8027,503,1.10853
ENSG00000055070,SZRD1,148,1.28041,35,-1.0616,19,-1.9624,119,0.88307,35,-1.1683,85,0.31539,62,-0.1692,79,0.23748
ENSG00000159363,ATP13A2,12,-2.9110,10,-3.2061,162,1.03758,53,-0.7684,160,1.21911,55,-0.7178,79,-0.1525,89,0.04056
ENSG00000117115,PADI2,477,1.81587,378,1.36634,268,0.75858,89,-1.0025,92,-1.0399,175,0.05518,75,-1.2625,24,-3.0555
ENSG00000117154,IGSF21,51,0.05145,4,-3.5465,0,-6.6870,4,-3.7131,137,2.31292,54,0.14036,42,-0.2493,32,-0.7521
ENSG00000159423,ALDH4A1,31,-0.3954,20,-1.0388,1,-4.8073,137,2.21368,48,0.32669,67,0.85420,6,-2.8684,21,-1.0793
ENSG00000127481,UBR4,48,-0.7733,93,0.27496,182,1.43763,95,0.30573,21,-2.1152,58,-0.4686,44,-0.9043,111,0.66194
ENSG00000127463,EMC1,31,-0.2700,17,-1.2151,6,-2.5943,24,-0.6753,59,0.91410,17,-1.1584,57,0.71203,49,0.52973
ENSG00000053372,MRTO4,64,0.09533,22,-1.5662,3,-4.4642,32,-1.0011,100,0.98037,79,0.41791,53,-0.1990,77,0.43271
ENSG00000077549,CAPZB,92,-0.5491,79,-0.7985,46,-1.5965,95,-0.5147,202,0.83082,119,-0.1524,181,0.52370,148,0.21872
ENSG00000173436,MICOS10,260,0.89270,61,-1.4041,45,-1.8625,170,0.17776,174,0.24548,186,0.32653,307,1.18624,72,-1.2574
ENSG00000158747,NBL1,68,-1.4358,20,-3.2284,135,-0.3935,173,0.00666,303,1.10674,279,0.79109,116,-0.6284,166,-0.0718
ENSG00000162545,CAMK2N1,1381,-0.0155,950,-0.6035,264,-2.5256,646,-1.1923,1295,-0.1316,2863,1.21726,1974,0.56941,1638,0.29631
ENSG00000158828,PINK1,378,0.24622,115,-1.5892,401,0.34176,209,-0.6907,495,0.80870,370,0.21207,342,0.08154,221,-0.6633
ENSG00000127483,HP1BP3,185,-0.9874,524,0.67026,274,-0.3787,341,-0.0341,287,-0.3429,225,-0.6814,619,0.95986,371,0.11359
ENSG00000075151,EIF4G3,124,-0.7685,162,-0.3615,131,-0.6940,64,-1.7614,152,-0.5121,157,-0.4098,448,1.34447,323,0.89114
ENSG00000117298,ECE1,40,-0.2977,65,0.47209,7,-2.8372,182,2.40694,14,-1.9447,48,-0.0280,14,-1.8758,51,0.07845
ENSG00000076864,RAP1GAP,47,-0.8634,14,-2.6189,106,0.42929,50,-0.7660,151,1.23354,53,-0.6672,77,-0.0914,83,0.02823
ENSG00000090686,USP48,75,-0.5356,211,1.17030,268,1.61433,13,-3.0968,30,-2.0156,87,-0.3035,57,-0.9502,141,0.54236
ENSG00000070831,CDC42,358,1.17422,171,-0.0642,168,-0.0913,149,-0.2867,248,0.62278,89,-1.0771,162,-0.1526,95,-1.0658
ENSG00000004487,KDM1A,89,0.37986,20,-1.9063,44,-0.7442,120,0.87025,61,-0.2686,36,-1.0324,61,-0.2250,108,0.80277
ENSG00000169641,LUZP1,30,-2.4804,85,-0.9643,100,-0.7095,120,-0.4311,137,-0.2484,85,-0.9635,387,1.54820,248,0.87136
ENSG00000125944,HNRNPR,90,-0.7751,205,0.53229,130,-0.2016,217,0.63147,137,-0.1312,85,-0.8673,183,0.34424,147,-0.0111
ENSG00000142676,RPL11,623,1.33889,406,0.58531,223,-0.3823,182,-0.7004,281,-0.0174,329,0.23559,310,0.14212,102,-1.6838
ENSG00000011007,ELOA,0,-6.4884,47,0.56023,3,-3.2758,33,-0.0081,23,-0.5894,26,-0.3652,88,1.68330,43,0.50799
ENSG00000057757,PITHD1,212,0.79621,65,-1.0724,114,-0.2226,171,0.43622,219,1.00777,53,-1.3780,92,-0.5490,81,-0.8161
ENSG00000189266,PNRC2,111,1.40335,41,-0.2691,51,0.07722,72,0.65166,48,-0.0040,13,-1.9227,29,-0.7883,35,-0.5432
ENSG00000188529,SRSF10,87,-0.8615,172,0.20140,403,1.70044,228,0.66659,39,-2.1912,160,0.08264,115,-0.4399,137,-0.1781
ENSG00000001461,NIPAL3,289,0.72796,379,1.20043,339,1.00410,78,-1.3305,196,0.09232,81,-1.2763,128,-0.5857,87,-1.2792
ENSG00000133226,SRRM1,134,-1.4241,1047,2.02088,353,0.07640,246,-0.4911,177,-1.0840,257,-0.4261,380,0.19402,297,-0.2201
ENSG00000169504,CLIC4,621,2.58007,281,0.98744,376,1.52313,91,-0.8341,47,-1.9390,67,-1.2993,13,-3.7158,5,-5.1946
ENSG00000117614,SYF2,153,-0.1857,287,0.84789,125,-0.4983,89,-1.0170,107,-0.8160,201,0.24826,230,0.47031,211,0.37672
ENSG00000183726,TMEM50A,95,0.76988,67,0.19985,71,0.28383,16,-2.0002,89,0.77936,5,-3.6863,57,-0.0613,52,-0.2239
ENSG00000204178,MACO1,24,-2.0406,117,0.40126,72,-0.3645,29,-1.7566,52,-0.9525,67,-0.4946,84,-0.1324,208,1.73922
ENSG00000162430,SELENON,79,0.94677,17,-1.5021,73,0.79127,40,-0.1768,53,0.28823,52,0.22312,9,-2.3613,37,-0.3368
ENSG00000117640,MTFR1L,111,0.95215,34,-0.9303,4,-3.9285,34,-0.9403,70,0.19661,84,0.48215,79,0.36549,70,0.20518
ENSG00000117632,STMN1,1014,0.79686,772,0.33943,578,-0.1284,370,-0.8237,852,0.57952,159,-2.0857,757,0.30575,455,-0.5555
ENSG00000142669,SH3BGRL3,195,0.43424,149,-0.0009,225,0.67000,117,-0.3842,215,0.69379,133,-0.1872,119,-0.3606,63,-1.4403
ENSG00000198830,HMGN2,330,1.45209,143,0.02450,199,0.56615,199,0.56342,107,-0.4807,125,-0.1958,108,-0.4205,46,-1.8227
ENSG00000117713,ARID1A,240,0.65591,179,0.17115,261,0.79895,347,1.30188,85,-1.0782,88,-0.9346,138,-0.2460,93,-0.9254
ENSG00000142751,GPN2,6,-2.6323,50,0.41424,32,-0.3107,13,-1.6503,65,1.01999,25,-0.6708,24,-0.7328,53,0.58473
ENSG00000090273,NUDC,95,-0.9946,101,-0.8957,38,-2.3483,280,0.72667,193,0.12982,217,0.30151,358,1.15779,162,-0.1849
ENSG00000253368,TRNP1,0,-6.3616,1,-5.0303,0,-5.9953,32,0.11375,44,0.70062,62,1.19912,52,0.90638,34,0.18797
ENSG00000142784,WDTC1,43,0.03971,16,-1.4488,3,-3.6691,19,-1.2450,72,1.03595,81,1.08399,30,-0.5482,43,0.04288
ENSG00000186501,TMEM222,87,-0.0009,65,-0.4638,217,1.56678,89,0.03159,116,0.52892,59,-0.6103,45,-1.0397,40,-1.3087
ENSG00000158195,WASF2,233,0.61196,313,1.12031,141,-0.2040,438,1.75303,66,-1.4799,142,-0.1953,94,-0.8329,56,-1.7226
ENSG00000126705,AHDC1,45,-1.4158,66,-0.8392,181,0.78389,85,-0.4455,72,-0.7757,84,-0.4690,42,-1.5010,240,1.56996
ENSG00000126709,IFI6,107,-0.0204,82,-0.4492,171,0.74890,110,0.01758,174,0.91343,50,-1.2071,71,-0.6677,74,-0.6656
ENSG00000117758,STX12,121,0.18605,99,-0.1288,136,0.37810,146,0.50098,115,0.11835,89,-0.3060,108,0.00330,74,-0.6507
ENSG00000117751,PPP1R8,132,1.52195,34,-0.7315,100,1.01605,77,0.57019,54,-0.0165,7,-3.0596,9,-2.7051,38,-0.5924
ENSG00000126698,DNAJC8,89,-1.3768,286,0.44759,55,-2.0813,115,-0.9844,135,-0.8177,251,0.23544,508,1.45798,298,0.60053
ENSG00000130770,ATP5IF1,113,-0.2398,73,-0.9176,97,-0.4672,135,0.04186,147,0.21421,64,-1.1137,283,1.30621,126,-0.0712
ENSG00000204138,PHACTR4,22,-1.9348,123,0.75661,144,1.03508,95,0.32771,30,-1.5519,92,0.27112,56,-0.5034,92,0.30828
ENSG00000198492,YTHDF2,7,-3.8965,95,0.00541,76,-0.3429,216,1.40044,83,-0.2376,63,-0.6440,131,0.52985,97,0.04778
ENSG00000116350,SRSF4,20,-3.2342,196,0.21737,270,0.75197,236,0.52213,87,-1.1357,222,0.42398,126,-0.4868,234,0.58947
ENSG00000162512,SDC3,311,0.84611,118,-0.7088,98,-0.9927,309,0.83743,185,-0.0121,182,-0.0348,97,-1.0101,189,0.02284
ENSG00000134644,PUM1,155,-0.3497,125,-0.6925,236,0.31821,131,-0.6191,220,0.23176,121,-0.7375,262,0.49054,235,0.35188
ENSG00000121766,ZCCHC17,120,-0.5121,204,0.34043,192,0.23604,77,-1.1815,195,0.29466,143,-0.2310,221,0.47214,155,-0.1177
ENSG00000162517,PEF1,50,-0.0913,33,-0.7669,21,-1.4309,52,-0.0377,106,1.39863,13,-2.0961,45,-0.2799,53,0.00514
ENSG00000084636,COL16A1,11,-2.5187,79,0.40977,295,3.05079,39,-0.6840,51,-0.3223,32,-0.9892,16,-2.0287,19,-1.9150
ENSG00000121753,ADGRB2,67,-1.8497,41,-2.5782,283,0.37835,93,-1.3500,356,0.89379,340,0.68426,67,-1.8511,320,0.67523
ENSG00000184007,PTP4A2,1539,1.70797,1722,1.93394,424,-0.4860,386,-0.6318,341,-0.8977,298,-1.0311,390,-0.6164,166,-2.0270
ENSG00000121774,KHDRBS1,113,-0.2496,124,-0.1022,110,-0.2897,216,0.81140,132,0.00486,124,-0.0954,152,0.22401,109,-0.3432
ENSG00000025800,KPNA6,55,-1.3209,139,0.11153,184,0.57476,181,0.54819,89,-0.6470,59,-1.2083,174,0.47779,163,0.42225
ENSG00000084652,TXLNA,53,0.19776,35,-0.4696,74,0.75201,95,1.17712,37,-0.4117,43,-0.1349,52,0.14914,22,-1.2607
ENSG00000084623,EIF3I,120,0.47975,45,-1.0680,77,-0.2253,114,0.39425,131,0.73759,58,-0.6674,77,-0.2244,69,-0.4482
ENSG00000175130,MARCKSL1,1632,1.95155,1029,1.07382,1699,2.03517,327,-0.7940,177,-1.8361,113,-2.3776,101,-2.5420,85,-2.9357
ENSG00000160058,BSDC1,37,-1.2505,92,0.16307,35,-1.3107,126,0.67677,122,0.72030,53,-0.6952,77,-0.1307,85,0.02657
ENSG00000160062,ZBTB8A,6,-2.9797,64,0.55576,77,0.87280,49,0.12735,22,-1.1943,51,0.19320,37,-0.3020,62,0.59811
ENSG00000162521,RBBP4,152,0.06776,160,0.14783,129,-0.1875,230,0.75495,103,-0.5919,116,-0.3534,171,0.25814,145,-0.0025
ENSG00000134684,YARS,66,-0.3019,88,0.14802,131,0.82235,26,-1.6949,116,0.70599,39,-1.0981,73,-0.1407,72,-0.1902
ENSG00000121905,HPCA,55,-1.1295,4,-4.9178,89,-0.3828,73,-0.7013,250,1.63503,86,-0.4407,69,-0.7830,132,0.27395
ENSG00000160094,ZNF362,1,-5.2091,25,-0.6871,11,-1.9196,51,0.42459,53,0.56609,43,0.14835,26,-0.6605,65,0.96969
ENSG00000134686,PHC2,308,0.84064,163,-0.2080,364,1.13560,81,-1.2782,172,-0.1344,218,0.26340,132,-0.5340,122,-0.7194
ENSG00000163866,SMIM12,24,-0.6565,16,-1.3102,31,-0.2653,59,0.75704,53,0.67913,17,-1.1646,51,0.52786,33,-0.2133
ENSG00000116544,DLGAP3,0,-7.4370,1,-5.2453,14,-2.2703,7,-3.2396,108,1.00799,185,1.85679,19,-1.8414,100,0.85039
ENSG00000116560,SFPQ,64,-2.4432,504,0.75442,343,0.11711,331,0.05811,137,-1.4115,477,0.66018,194,-0.7782,503,0.87779
ENSG00000146463,ZMYM4,21,-1.0214,46,0.16667,9,-2.3557,92,1.32554,15,-1.6769,48,0.23462,50,0.29266,61,0.70980
ENSG00000142687,KIAA0319L,94,0.12792,42,-1.1144,89,0.03227,67,-0.4074,90,0.06883,95,0.14953,102,0.26011,99,0.24602
ENSG00000020129,NCDN,150,-1.0826,18,-4.1752,121,-1.4016,162,-0.9625,686,1.74136,154,-1.0431,175,-0.8458,429,0.67343
ENSG00000126067,PSMB2,66,-0.3098,103,0.39275,110,0.50556,13,-2.6771,135,1.00633,85,0.07668,38,-1.1701,61,-0.4928
ENSG00000142686,C1orf216,0,-7.4715,13,-2.4449,15,-2.1779,32,-1.1033,168,2.05091,24,-1.5568,86,0.43362,76,0.26115
ENSG00000092847,AGO1,4,-3.8725,52,-0.0377,35,-0.6220,21,-1.4314,52,-0.0372,29,-0.8993,108,1.20240,88,0.99232
ENSG00000126070,AGO3,47,-0.6794,179,1.54846,71,-0.0415,102,0.55014,29,-1.5292,48,-0.6458,75,0.06003,74,0.02374
ENSG00000116871,MAP7D1,265,-0.1847,314,0.08668,547,1.02098,198,-0.6400,278,-0.1206,299,0.01059,205,-0.5819,294,-0.0167
ENSG00000054118,THRAP3,240,-0.2255,288,0.06303,249,-0.1683,334,0.30494,189,-0.6605,164,-0.8178,487,0.94123,314,0.23097
ENSG00000163875,MEAF6,14,-2.4792,29,-1.4443,49,-0.6663,66,-0.2159,141,1.24140,17,-2.2767,119,0.74000,90,0.32165
ENSG00000197982,C1orf122,538,2.00319,133,-0.4212,226,0.42168,132,-0.4317,138,-0.4044,174,-0.0026,119,-0.5945,71,-1.4787
ENSG00000188786,MTF1,85,1.35494,88,1.42445,2,-3.8718,5,-2.9043,21,-1.0039,25,-0.6669,38,0.00735,48,0.41587
ENSG00000183431,SF3A3,97,0.79229,39,-0.6926,67,0.16887,45,-0.4699,78,0.49374,30,-1.0696,57,-0.0833,55,-0.1542
ENSG00000116954,RRAGC,55,-0.3152,74,0.15718,58,-0.2092,87,0.43797,83,0.41258,46,-0.5778,67,0.01207,56,-0.2922
ENSG00000174574,AKIRIN1,126,0.21051,65,-0.8300,196,0.94633,186,0.85185,90,-0.3755,94,-0.2651,78,-0.5545,93,-0.3149
ENSG00000168653,NDUFS5,291,-0.0364,119,-1.4119,222,-0.4655,306,0.04000,457,0.82132,264,-0.1927,443,0.65246,211,-0.6011
ENSG00000127603,MACF1,178,-2.1472,1341,1.02418,589,-0.3331,2512,2.24631,170,-2.3453,498,-0.5957,529,-0.5024,643,-0.2186
ENSG00000090621,PABPC4,19,-2.6097,325,1.90177,69,-0.7358,59,-0.9653,101,-0.1664,115,0.05811,105,-0.0837,106,-0.0770
ENSG00000116983,HPCAL4,158,-1.0461,31,-3.4295,152,-1.1090,127,-1.3759,405,0.49781,547,0.94522,267,-0.2359,505,0.94772
ENSG00000131236,CAP1,126,-0.0291,134,0.07349,104,-0.3291,190,0.64269,120,-0.1227,64,-1.0848,202,0.75040,111,-0.2465
ENSG00000131238,PPT1,52,-0.6903,28,-1.6077,85,0.09068,104,0.42498,120,0.75966,79,-0.0308,104,0.41080,56,-0.6116
ENSG00000117000,RLF,0,-6.1055,79,1.70671,8,-1.8540,11,-1.4671,15,-1.1344,16,-0.9262,28,-0.0422,60,1.46840
ENSG00000084070,SMAP2,112,-0.4250,85,-0.8592,57,-1.4655,89,-0.7910,152,0.05378,101,-0.5956,258,0.93516,234,0.89322
ENSG00000117016,RIMS3,35,-2.8189,2,-6.8286,43,-2.5415,176,-0.4130,520,1.73031,346,0.67865,146,-0.7078,252,0.17137
ENSG00000198815,FOXJ3,119,0.65529,21,-1.9895,87,0.14545,100,0.36337,168,1.53478,12,-2.8171,22,-1.9186,50,-0.8047
ENSG00000177181,RIMKLA,10,-1.9559,4,-3.1969,0,-5.5620,0,-7.3782,60,0.99514,23,-0.7077,86,1.47587,59,0.94423
ENSG00000127125,PPCS,137,1.55732,30,-0.9325,70,0.38572,116,1.25709,33,-0.8456,42,-0.4074,35,-0.7188,27,-1.1813
ENSG00000186409,CCDC30,20,-1.3099,28,-0.8343,93,1.12349,23,-1.1005,23,-1.2328,71,0.64745,57,0.27984,70,0.71547
ENSG00000065978,YBX1,150,0.42665,245,1.27519,12,-3.3844,159,0.52396,89,-0.4442,126,0.14415,111,-0.0668,86,-0.5098
ENSG00000117394,SLC2A1,188,0.64896,41,-1.7048,226,0.96475,143,0.20153,100,-0.4055,255,1.17894,77,-0.7835,67,-1.0647
ENSG00000117395,EBNA1BP2,38,-0.3881,27,-0.9066,8,-2.6325,51,0.09807,42,-0.2284,18,-1.5073,99,1.21195,78,0.93713
ENSG00000066322,ELOVL1,324,2.38719,102,0.24405,324,2.38483,76,-0.2198,20,-2.3448,9,-3.2892,2,-5.0975,0,-9.1774
ENSG00000142949,PTPRF,128,-0.1490,109,-0.4008,101,-0.5164,319,1.39914,132,-0.1069,55,-1.4311,129,-0.1314,149,0.11034
ENSG00000126091,ST3GAL3,65,0.63411,1,-4.6823,8,-2.4643,16,-1.5152,49,0.19180,63,0.59495,32,-0.4896,78,1.12149
ENSG00000117408,IPO13,229,1.54015,90,-0.0639,262,1.80861,86,-0.1370,64,-0.6537,40,-1.2988,24,-2.0491,38,-1.4986
ENSG00000117410,ATP6V0B,216,-0.3753,135,-1.0942,566,1.23205,298,0.13886,418,0.81639,107,-1.4493,152,-0.9159,212,-0.4437
ENSG00000117411,B4GALT2,123,0.09546,24,-2.3784,125,0.12711,104,-0.1709,134,0.27182,189,0.81144,70,-0.7892,127,0.16966
